ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,linkage_note,minutes_source
,2020-08-11,2020-08-11,"by ordinance, to enact Section 22-14-21(D) and Standard Land Use Code 5945 Orem City Code pertaining to requirements for retail tobacco specialty businesses, limiting one shop per 25,000 residents and a maximum of four retail tobacco shops",meeting_minutes/minutes/2020/2020-08-10/2020-08-11_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,7-0 Pass,2020-08-11,4,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2020/2020-08-10/2020-08-11_city-council.md
,2020-08-11,2020-08-11,"by ordinance, to vacate a portion of 450 West south of 500 North to approximately 475 North in the R7.5 zone",meeting_minutes/minutes/2020/2020-08-10/2020-08-11_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,7-0 Pass,2020-08-11,5,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2020/2020-08-10/2020-08-11_city-council.md
,2020-11-10,2020-11-10,approve an Ordinance Amending Appendix A of the Orem City Code by amending Standard Land Use Code 6413 from Automobile Repair to Automobile Repair (Mechanical Only) and enacting Standard Land Use Code 6414 Auto Body Repair and Paint,meeting_minutes/minutes/2020/2020-11-09/2020-11-10_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,7-0 Pass,2020-11-10,3,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2020/2020-11-09/2020-11-10_city-council.md
,2020-11-13,2020-11-13,"by ordinance, to enact Section 9-2-15 of the City of Orem Code related to Targeted Residential Picketing",meeting_minutes/minutes/2020/2020-11-09/2020-11-13_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,7-0 Pass,2020-11-13,1,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2020/2020-11-09/2020-11-13_city-council.md
,2020-12-08,2020-12-08,"by ordinance, to amend the current Fiscal Year 2020-2021 Budget",meeting_minutes/minutes/2020/2020-12-07/2020-12-08_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,7-0 Pass,2020-12-08,2,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2020/2020-12-07/2020-12-08_city-council.md
,2020-12-08,2020-12-08,"by ordinance, to amend Section 22-6-9(G) Commercial Daycare Services, Section 22-6-9(H) Private Schools of the Orem City Code and Appendix A by amending Standard Land Use Code 6813 Private Primary and Secondary Schools pertaining to commercial daycare services and private schools in a residential zone",meeting_minutes/minutes/2020/2020-12-07/2020-12-08_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,5-2 Pass,2020-12-08,4,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2020/2020-12-07/2020-12-08_city-council.md
,2020-12-08,2020-12-08,"by ordinance, to amend Article 22-6-9(I) Accessory Apartments of the Orem City Code to clarify language in the accessory apartment ordinance",meeting_minutes/minutes/2020/2020-12-07/2020-12-08_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,7-0 Pass,2020-12-08,5,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2020/2020-12-07/2020-12-08_city-council.md
,2020-12-08,2020-12-08,"by ordinance, to amend Article 22- 5-3(A) and the zoning map of the City of Orem by changing the zoning of approximately 2.16 acres from the OS5 zone to the C2 zone at approximately 2000 South Geneva Road",meeting_minutes/minutes/2020/2020-12-07/2020-12-08_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,7-0 Pass,2020-12-08,7,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2020/2020-12-07/2020-12-08_city-council.md
,2021-01-26,2021-01-26,"by Ordinance, to approve the amending of Article 22-14-15(B), 22-14- 15(C), 22-14-15(D), 12-1-2, 12-3-1(A), 12-4-1(B), 12-5-8(B)(3) and 12-7-39(B) of the Orem City Code by changing Development Services and Administrative Services to Finance",meeting_minutes/minutes/2021/2021-01-25/2021-01-26_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,7-0 Pass,2021-01-26,2,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2021/2021-01-25/2021-01-26_city-council.md
,2021-03-09,2021-03-09,"approve by Ordinance amending portions of 22-8-8(B), 22-8-8(B)(3) of the Orem City Code, and enacting Sections 22-8-8(B)(7)(b), 22-8-8(B)(8), 22-8-8(B)(9), and 22-8-8(B)(10) to the Orem City Code pertaining to permitted modifications to Buffered Sidewalk requirements, and adding additional design standards and utility enclosure standards within the State Street Corridor Area",meeting_minutes/minutes/2021/2021-03-08/2021-03-09_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,6-0 Pass,2021-03-09,2,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2021/2021-03-08/2021-03-09_city-council.md
,2021-03-09,2021-03-09,"approve by Ordinance amending portions of Sections 22-24-5(F)(2)(c), 22-24-5(F)(4)(c), 22-24-4(F)(2)(c), 22-24-4(F)(4)(c), 22-24-1(F)(4)(c), 22-24-2(F)(4)(c), and 22- 24-3(F)(4)(c) of the Orem City Code pertaining to stepback requirements and building setback requirements in the State Street District zones with a setback in the North Village and Arts District Zones of 75 feet from the back of the property line",meeting_minutes/minutes/2021/2021-03-08/2021-03-09_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,6-0 Pass,2021-03-09,3,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2021/2021-03-08/2021-03-09_city-council.md
,2021-07-13,2021-07-13,approve by Ordinance the amendments as listed,meeting_minutes/minutes/2021/2021-07-12/2021-07-13_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,6-0 Pass,2021-07-13,3,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2021/2021-07-12/2021-07-13_city-council.md
,2021-07-13,2021-07-13,approve by Ordinance the amendments as listed,meeting_minutes/minutes/2021/2021-07-12/2021-07-13_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,6-0 Pass,2021-07-13,4,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2021/2021-07-12/2021-07-13_city-council.md
,2021-07-13,2021-07-13,approve by Ordinance the amendments to the City of Orem Fiscal Year 2021-2022 Budget,meeting_minutes/minutes/2021/2021-07-12/2021-07-13_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,6-0 Pass,2021-07-13,5,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2021/2021-07-12/2021-07-13_city-council.md
,2021-07-27,2021-07-27,approve by Ordinance Amending portions of Section 22-24-5(F) of the Orem City Code Pertaining to the overall height standards within the North Village District (NVD) zones and Portions of section 22-24-5(H) pertaining to parking standards in the North Village District (NVD) Zones,meeting_minutes/minutes/2021/2021-07-26/2021-07-27_special-city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,6-0 Pass,2021-07-27,1,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2021/2021-07-26/2021-07-27_special-city-council.md
,2021-08-09,2021-08-09,"by Ordinance, to enact a temporary land use regulation (moratorium) not to exceed six months in duration, pursuant to Utah Code section 10-9a-504 prohibiting the erection, construction, reconstruction, or alteration of any building or structure, or any subdivision approval in the City Center District Zones, the Hub District Zones, the Canyon Crossing District Zones, the Arts District Zones, and the North Village District Zones. For the safety of our citizens, we need to have proper infrastructur",meeting_minutes/minutes/2021/2021-08-09/2021-08-09_special-city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,4-3 Pass,2021-08-09,1,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2021/2021-08-09/2021-08-09_special-city-council.md
,2021-08-24,2021-08-24,"by Ordinance, to amend the temporary land use regulation (moratorium) previously adopted by the City Council on August 9, 2021, with respect to the City Center District zones, the Hub District zones, the Canyon Crossing District zones, the Arts District zones and the North Village District zones pursuant to Utah Code Section 10-9a-504, to exclude from the moratorium the following types of construction: interior remodels; exterior remodels- exterior finish materials, roofing, windows, doors, awni",meeting_minutes/minutes/2021/2021-08-23/2021-08-24_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,7-0 Pass,2021-08-24,2,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2021/2021-08-23/2021-08-24_city-council.md
,2021-09-14,2021-09-14,"by Ordinance, to Amend Appendix A of the Orem City Code by enacting Standard Land Use Code 6264 Small Pediatric Neuro Physical Therapy and making such use permitted in the R7.5 zone and enacting Section 22-6-9(L) Small Pediatric Neuro Physical Therapy to establish requirements for a shall pediatric neuro physical therapy facility in the R7.5 zone",meeting_minutes/minutes/2021/2021-09-13/2021-09-14_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,7-0 Pass,2021-09-14,3,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2021/2021-09-13/2021-09-14_city-council.md
,2021-09-28,2021-09-28,approve the Consent Agenda as listed without the Ordinance for the City Code Updates item,meeting_minutes/minutes/2021/2021-09-27/2021-09-28_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,6-0 Pass,2021-09-28,1,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2021/2021-09-27/2021-09-28_city-council.md
,2021-09-28,2021-09-28,"by Ordinance, to approve the City Code Updates as presented",meeting_minutes/minutes/2021/2021-09-27/2021-09-28_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,6-0 Pass,2021-09-28,3,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2021/2021-09-27/2021-09-28_city-council.md
,2021-10-26,2021-10-26,"by Ordinance, to accept the budget amendments as listed",meeting_minutes/minutes/2021/2021-10-25/2021-10-26_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,7-0 Pass,2021-10-26,3,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2021/2021-10-25/2021-10-26_city-council.md
,2021-10-26,2021-10-26,approve by Ordinance the amendment of portions of Section 22-11-56 PD-43 (Auburn Meadows) 2000 South Geneva pertaining to the approved uses in the PD43 zone for Area B. Also amending Appendix LL of the Orem City Code with updated concept plans and elevations pertaining to Area B,meeting_minutes/minutes/2021/2021-10-25/2021-10-26_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,6-1 Pass,2021-10-26,4,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2021/2021-10-25/2021-10-26_city-council.md
,2021-12-14,2021-12-14,"by Ordinance, to enact section 12-5-14 Massage Establishments of the Orem City Code",meeting_minutes/minutes/2021/2021-12-13/2021-12-14_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,7-0 Pass,2021-12-14,7,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2021/2021-12-13/2021-12-14_city-council.md
,2022-01-11,2022-01-11,"by Ordinance to amend portions of Section 2-15-4, 2-15-6, and 2-15-10 of the Orem City Code pertaining to the Appointment, Removal and Compensation of Planning Commission Members as amended on the record",meeting_minutes/minutes/2022/2022-01-10/2022-01-11_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,5-2 Pass,2022-01-11,2,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2022/2022-01-10/2022-01-11_city-council.md
,2022-02-08,2022-02-08,"by Ordinance, to amend portions of Section 22-11-33(P)(8) (Parking) pertaining to parking standards in the PD-21 (Student Housing Village) zone, by increasing the parking rate to one (1) stall per occupancy unit",meeting_minutes/minutes/2022/2022-02-07/2022-02-08_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,7-0 Pass,2022-02-08,3,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2022/2022-02-07/2022-02-08_city-council.md
,2022-02-08,2022-02-08,"by Ordinance, to amend appendix a of the Orem City Code by amending Standard land Use Code 6232 tattoos & body piercing from a not permitted use to a permitted use in the C3 Zone when accessory to the primary use of a beauty shop",meeting_minutes/minutes/2022/2022-02-07/2022-02-08_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,4-3 Pass,2022-02-08,4,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2022/2022-02-07/2022-02-08_city-council.md
,2022-02-08,2022-02-08,"by Ordinance, to Amend Article 2-15 of the Orem City Code, Planning Commission",meeting_minutes/minutes/2022/2022-02-07/2022-02-08_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,7-0 Pass,2022-02-08,6,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2022/2022-02-07/2022-02-08_city-council.md
,2022-02-22,2022-02-22,"by Ordinance, to amend section 22-5-3(A) and the Zoning Map of the City of Orem by changing the zoning of properties within the Hub District zones, The Arts District zones, the City Center District zones, the Canyon Crossing District zones, and the North Village District zones to the Cl, C2, C3, R6, R6.5, R8, PD-1, PD-30, PD-37, PD-39, and PD-40 zones. And, amending portions of Section 22-8-8 pertaining to zone development standards along the State Street corridor as shown in the presented zonin",meeting_minutes/minutes/2022/2022-02-21/2022-02-22_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,5-0 Pass,2022-02-22,5,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2022/2022-02-21/2022-02-22_city-council.md
,2022-02-22,2022-02-22,"by Ordinance, to a mend the current fiscal year 2021-2022 budget. Dave",meeting_minutes/minutes/2022/2022-02-21/2022-02-22_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,5-0 Pass,2022-02-22,6,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2022/2022-02-21/2022-02-22_city-council.md
,2022-06-14,2022-06-14,approve by Ordinance the budget for FY 2022-2023,meeting_minutes/minutes/2022/2022-06-13/2022-06-14_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,7-0 Pass,2022-06-14,5,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2022/2022-06-13/2022-06-14_city-council.md
,2022-06-28,2022-06-28,approve the Ordinance Amending Chapter 23 of the Orem City Code for Storm Water Utility,meeting_minutes/minutes/2022/2022-06-27/2022-06-28_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,7-0 Pass,2022-06-28,2,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2022/2022-06-27/2022-06-28_city-council.md
,2022-06-28,2022-06-28,approve the Ordinance Amending Fiscal Year 2021-2022 Budget as proposed,meeting_minutes/minutes/2022/2022-06-27/2022-06-28_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,7-0 Pass,2022-06-28,3,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2022/2022-06-27/2022-06-28_city-council.md
,2022-07-12,2022-07-12,approve by Ordinance amending Section 22-5-3(A) and the zoning map of the City of Orem by rezoning the property located at approximately 659 South 350 West from the R8 zone to the R6 zone,meeting_minutes/minutes/2022/2022-07-11/2022-07-12_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,7-0 Pass,2022-07-12,5,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2022/2022-07-11/2022-07-12_city-council.md
,2022-08-23,2022-08-23,approve by Ordinance amending Article 22-5-3(A)) and the zoning map for the City of Orem by rezoning the property located at 507 North 400 West from R7.5 zone to the R6.5 zone. Debby,meeting_minutes/minutes/2022/2022-08-22/2022-08-23_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,6-0 Pass,2022-08-23,4,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2022/2022-08-22/2022-08-23_city-council.md
,2022-08-23,2022-08-23,approve by Ordinance amending portions of Chapter 10 Flood Damage Prevention of the Orem City Code pertaining to base flood elevation requirements. Terry,meeting_minutes/minutes/2022/2022-08-22/2022-08-23_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,6-0 Pass,2022-08-23,5,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2022/2022-08-22/2022-08-23_city-council.md
,2022-09-13,2022-09-13,approve the Ordinance Amending Section 22-5-3(A) and the zoning map of the City of Orem by rezoning the property located at approximately 258 N 800 E. from the R8 zone to the R6.5 zone,meeting_minutes/minutes/2022/2022-09-12/2022-09-13_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,7-0 Pass,2022-09-13,6,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2022/2022-09-12/2022-09-13_city-council.md
,2022-09-13,2022-09-13,"approve the Ordinance Amending portions of Section 22-14-8)A)(1) and 22-14-8(A)(2) (Moving a House, Building or other Structure) pertaining to inspection fees and personnel who approve site and building plans",meeting_minutes/minutes/2022/2022-09-12/2022-09-13_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,7-0 Pass,2022-09-13,7,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2022/2022-09-12/2022-09-13_city-council.md
,2022-09-27,2022-09-27,approve an Ordinance Amending Section 14-1-4 Sign Zones and the Sign Zone map of the Orem City Code extending Sign Zone E to include a portion of the CenterPoint Church property located at 1550 S Sandhill Road,meeting_minutes/minutes/2022/2022-09-26/2022-09-27_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,7-0 Pass,2022-09-27,4,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2022/2022-09-26/2022-09-27_city-council.md
,2022-09-27,2022-09-27,"approve by Ordinance amending portions of Chapter 4 (Housing) of the Orem General Plan including updating Section 4.1 Population Demographics, Section 4.2 Existing Conditions, and enacting Section 4.4.2 pertaining to Moderate Income Housing Strategies",meeting_minutes/minutes/2022/2022-09-26/2022-09-27_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,7-0 Pass,2022-09-27,5,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2022/2022-09-26/2022-09-27_city-council.md
,2022-10-11,2022-10-11,"by Ordinance, to Amend Section 22-6-9(F)(8) Home Day Care Services- Child & Adult (SLU Code 6263) pertaining to outdoor play areas; and enacting Section 22-6- 9(G)(14) Commercial Day Care Services (SLU Codes 6261 and 6262) pertaining to outdoor play areas minus the last sentence in the ordinance",meeting_minutes/minutes/2022/2022-10-10/2022-10-11_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,6-1 Pass,2022-10-11,4,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2022/2022-10-10/2022-10-11_city-council.md
,2022-10-11,2022-10-11,"by Ordinance, to Enact Section 22-6-9(M) Residential Preschool (SLU Code 6265) and Standard Land Use Code 6265 Residential Preschool",meeting_minutes/minutes/2022/2022-10-10/2022-10-11_city-council.md,2026-07-19,scanned,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,yes,7-0 Pass,2022-10-11,5,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2022/2022-10-10/2022-10-11_city-council.md
,2022-10-25,2022-10-25,approve the Ordinance amending Section 14-1-4 Sign Zones and the Sign Zone map of the Orem City Code extending Sign Zone E to include a portion of the CenterPoint Church property located at 1550 S Sandhill Road. Jeff,meeting_minutes/minutes/2022/2022-10-24/2022-10-25_city-council.md,2026-07-19,text,reconstructed from meeting_minutes/all_votes.csv motion text (Orem minutes assign no ordinance number),,no,5-0 Pass,2022-10-25,3,within_source,"backbone derived FROM this motion; number-less, not an independent cross-match",meeting_minutes/minutes/2022/2022-10-24/2022-10-25_city-council.md
