video_id,video_url,title,channel_tab,parsed_date,is_meeting,minutes_match,slug
dpYmx9UuknQ,https://www.youtube.com/watch?v=dpYmx9UuknQ,"Ogden City Council Work Session April 14, 2026",streams,2026-04-14,Y,Y,ogden-city-council-work-session-april-14-2026
Seew_6ZQhX8,https://www.youtube.com/watch?v=Seew_6ZQhX8,"Ogden City Council Continued Work Session - April 14, 2026",streams,2026-04-14,Y,Y,ogden-city-council-continued-work-session-april-14-2026
OuAmitIQIU0,https://www.youtube.com/watch?v=OuAmitIQIU0,"Ogden City Council Work Session - April 7, 2026",streams,2026-04-07,Y,Y,ogden-city-council-work-session-april-7-2026
I5iDDjHfKEQ,https://www.youtube.com/watch?v=I5iDDjHfKEQ,"Ogden City Council Meeting - April 7, 2026",streams,2026-04-07,Y,Y,ogden-city-council-meeting-april-7-2026
O94mC1IygN8,https://www.youtube.com/watch?v=O94mC1IygN8,"Ogden City Council Work Session - March 24, 2026",streams,2026-03-24,Y,Y,ogden-city-council-work-session-march-24-2026
gFrdPxwVUhM,https://www.youtube.com/watch?v=gFrdPxwVUhM,"Ogden City Council  - March 24, 2026",streams,2026-03-24,Y,Y,ogden-city-council-march-24-2026
iss4YrWfrxg,https://www.youtube.com/watch?v=iss4YrWfrxg,"Ogden City Council Work Session - March 10, 2026",streams,2026-03-10,Y,Y,ogden-city-council-work-session-march-10-2026
2uu8cM_-1Ag,https://www.youtube.com/watch?v=2uu8cM_-1Ag,"Ogden City Council Work Session - March 3, 2026",streams,2026-03-03,Y,Y,ogden-city-council-work-session-march-3-2026
sSM-fR0okkg,https://www.youtube.com/watch?v=sSM-fR0okkg,"Ogden City Council Meeting - March 3, 2026",streams,2026-03-03,Y,Y,ogden-city-council-meeting-march-3-2026
xmx6QMYvkqk,https://www.youtube.com/watch?v=xmx6QMYvkqk,"Ogden City Council Continued Work Session - March 3, 2026",streams,2026-03-03,Y,Y,ogden-city-council-continued-work-session-march-3-2026
zm7nb0Vhuwg,https://www.youtube.com/watch?v=zm7nb0Vhuwg,"Ogden City Council Work Session - February 17, 2026",streams,2026-02-17,Y,Y,ogden-city-council-work-session-february-17-2026
K3mfgbfx4Ck,https://www.youtube.com/watch?v=K3mfgbfx4Ck,"Ogden City Council Meeting - FEBRUARY 17, 2026",streams,2026-02-17,Y,Y,ogden-city-council-meeting-february-17-2026
5Co02I6Lnao,https://www.youtube.com/watch?v=5Co02I6Lnao,"Ogden City Council Work Session - February 10, 2026",streams,2026-02-10,Y,Y,ogden-city-council-work-session-february-10-2026
p6ljKjgdv_U,https://www.youtube.com/watch?v=p6ljKjgdv_U,"Ogden City Council Meeting - FEBRUARY 10, 2026",streams,2026-02-10,Y,Y,ogden-city-council-meeting-february-10-2026
KytCHGfeONo,https://www.youtube.com/watch?v=KytCHGfeONo,"Ogden City Council Work Session - February 3, 2026",streams,2026-02-03,Y,Y,ogden-city-council-work-session-february-3-2026
mzIlwjge80k,https://www.youtube.com/watch?v=mzIlwjge80k,"Ogden City Council Meeting - FEBRUARY 3, 2026",streams,2026-02-03,Y,Y,ogden-city-council-meeting-february-3-2026
gH_bMyB84ZA,https://www.youtube.com/watch?v=gH_bMyB84ZA,"Ogden City Council Work Session - January 20, 2026",streams,2026-01-20,Y,Y,ogden-city-council-work-session-january-20-2026
GgCqkUvbBTk,https://www.youtube.com/watch?v=GgCqkUvbBTk,"Ogden City Council Meeting - January 20, 2026",streams,2026-01-20,Y,Y,ogden-city-council-meeting-january-20-2026
I0GpaQBiqqo,https://www.youtube.com/watch?v=I0GpaQBiqqo,"Ogden City Council Work Session - January 13, 2026",streams,2026-01-13,Y,Y,ogden-city-council-work-session-january-13-2026
17m9ShE9faE,https://www.youtube.com/watch?v=17m9ShE9faE,"Induction Ceremony - Flor Lopez - January 13, 2026",streams,2026-01-13,N,Y,induction-ceremony-flor-lopez-january-13-2026
i-hkMMmeeJ4,https://www.youtube.com/watch?v=i-hkMMmeeJ4,"Ogden City Council Work Session - January 6, 2026",streams,2026-01-06,Y,Y,ogden-city-council-work-session-january-6-2026
HW7pRSeMY3U,https://www.youtube.com/watch?v=HW7pRSeMY3U,Ogden City Council Meeting - January 6 2026,streams,2026-01-06,Y,Y,ogden-city-council-meeting-january-6-2026
GLXpIvtLJ-8,https://www.youtube.com/watch?v=GLXpIvtLJ-8,Ogden City Council Induction Ceremony - January 5 2026,streams,2026-01-05,Y,N,ogden-city-council-induction-ceremony-january-5-2026
GXcnihx89ZI,https://www.youtube.com/watch?v=GXcnihx89ZI,"Ogden City Council Work Session - December 16, 2025",streams,2025-12-16,Y,Y,ogden-city-council-work-session-december-16-2025
ppmXxhy7yhA,https://www.youtube.com/watch?v=ppmXxhy7yhA,"Ogden City Council Meeting - December 16, 2025",streams,2025-12-16,Y,Y,ogden-city-council-meeting-december-16-2025
70zyznR_jxc,https://www.youtube.com/watch?v=70zyznR_jxc,"Ogden City Council Work Session - December 9, 2025",streams,2025-12-09,Y,Y,ogden-city-council-work-session-december-9-2025
NDfm-ASvMmY,https://www.youtube.com/watch?v=NDfm-ASvMmY,"Ogden City Council Meeting - December 9, 2025",streams,2025-12-09,Y,Y,ogden-city-council-meeting-december-9-2025
006B_JzFJfw,https://www.youtube.com/watch?v=006B_JzFJfw,"Ogden City Council Work Session - December 2, 2025",streams,2025-12-02,Y,Y,ogden-city-council-work-session-december-2-2025
794sTs3Curs,https://www.youtube.com/watch?v=794sTs3Curs,"Ogden City Council Meeting - December 2, 2025",streams,2025-12-02,Y,Y,ogden-city-council-meeting-december-2-2025
b4-klcXLzfo,https://www.youtube.com/watch?v=b4-klcXLzfo,"Ogden City Council Work Session - November 18, 2025",streams,2025-11-18,Y,Y,ogden-city-council-work-session-november-18-2025
hD3NIO25gKM,https://www.youtube.com/watch?v=hD3NIO25gKM,"Ogden City Council Meeting - November 18, 2025",streams,2025-11-18,Y,Y,ogden-city-council-meeting-november-18-2025
qLWssGyUKNc,https://www.youtube.com/watch?v=qLWssGyUKNc,"Ogden City Council Work Session - November 13, 2025",streams,2025-11-13,Y,Y,ogden-city-council-work-session-november-13-2025
Tg9TSL7Ot2Y,https://www.youtube.com/watch?v=Tg9TSL7Ot2Y,"Ogden City Council Work Session - October 21, 2025",streams,2025-10-21,Y,Y,ogden-city-council-work-session-october-21-2025
KFqoETmcImQ,https://www.youtube.com/watch?v=KFqoETmcImQ,"Ogden City Council Meeting - October 21, 2025",videos,2025-10-21,Y,Y,ogden-city-council-meeting-october-21-2025
cAjiMdAikZA,https://www.youtube.com/watch?v=cAjiMdAikZA,"Ogden City Council Meeting - October 21, 2025",streams,2025-10-21,Y,Y,ogden-city-council-meeting-october-21-2025
L7auDjDWCbY,https://www.youtube.com/watch?v=L7auDjDWCbY,"Ogden City Council Work Session - October 14, 2025",streams,2025-10-14,Y,Y,ogden-city-council-work-session-october-14-2025
X6LpUHgwWcA,https://www.youtube.com/watch?v=X6LpUHgwWcA,"Ogden City Council Work Session - October 7, 2025",streams,2025-10-07,Y,Y,ogden-city-council-work-session-october-7-2025
GAfFCst1Mf4,https://www.youtube.com/watch?v=GAfFCst1Mf4,"Ogden City Council Meeting - October 7, 2025",streams,2025-10-07,Y,Y,ogden-city-council-meeting-october-7-2025
Dv4HvKX0t6g,https://www.youtube.com/watch?v=Dv4HvKX0t6g,"Ogden City Council Joint Work Session with Planning Commission - September 17, 2025",streams,2025-09-17,Y,Y,ogden-city-council-joint-work-session-with-planning-commissi
AIAR5WG5pgY,https://www.youtube.com/watch?v=AIAR5WG5pgY,"Ogden City Council Work Session - September 16, 2025",streams,2025-09-16,Y,Y,ogden-city-council-work-session-september-16-2025
EsbJM_2QJiw,https://www.youtube.com/watch?v=EsbJM_2QJiw,"Ogden City Council Meeting - September 16, 2025",streams,2025-09-16,Y,Y,ogden-city-council-meeting-september-16-2025
cSrXwHn1eOw,https://www.youtube.com/watch?v=cSrXwHn1eOw,Ogden City September 2 2025,videos,2025-09-02,N,Y,ogden-city-september-2-2025
7Mo9XqOO4h0,https://www.youtube.com/watch?v=7Mo9XqOO4h0,"Ogden City Council Work Session - September 2, 2025",streams,2025-09-02,Y,Y,ogden-city-council-work-session-september-2-2025
a9SL9c8FdAk,https://www.youtube.com/watch?v=a9SL9c8FdAk,"Ogden City Board of Canvassers and City Council Meetings - August 26, 2025",videos,2025-08-26,Y,Y,ogden-city-board-of-canvassers-and-city-council-meetings-aug
j3wTUDl9y_M,https://www.youtube.com/watch?v=j3wTUDl9y_M,"Ogden City Council and Special RDA Meeting -  August 19, 2025",streams,2025-08-19,Y,Y,ogden-city-council-and-special-rda-meeting-august-19-2025
72rInkLx_CY,https://www.youtube.com/watch?v=72rInkLx_CY,"Ogden City Council Work Session - August 19, 2025",streams,2025-08-19,Y,Y,ogden-city-council-work-session-august-19-2025
PoMfUmnyT18,https://www.youtube.com/watch?v=PoMfUmnyT18,"Ogden City Council Work Session - July 22, 2025",streams,2025-07-22,Y,Y,ogden-city-council-work-session-july-22-2025
3IAUGTI-U4Q,https://www.youtube.com/watch?v=3IAUGTI-U4Q,"Ogden City Council Work Session - July 15, 2025",streams,2025-07-15,Y,Y,ogden-city-council-work-session-july-15-2025
YnwMzZGM6AM,https://www.youtube.com/watch?v=YnwMzZGM6AM,"Ogden City Council - July 15, 2025",streams,2025-07-15,Y,Y,ogden-city-council-july-15-2025
M50ua658Zqc,https://www.youtube.com/watch?v=M50ua658Zqc,"Ogden City Special City Council Meeting - July 8, 2025",streams,2025-07-08,Y,Y,ogden-city-special-city-council-meeting-july-8-2025
WOAxw4fl1ko,https://www.youtube.com/watch?v=WOAxw4fl1ko,"Ogden City Council Work Session - July 8, 2025",streams,2025-07-08,Y,Y,ogden-city-council-work-session-july-8-2025
oV04z37QdYw,https://www.youtube.com/watch?v=oV04z37QdYw,"Ogden City Council Work Session - July 1, 2025",streams,2025-07-01,Y,Y,ogden-city-council-work-session-july-1-2025
4FKPOOeX1r8,https://www.youtube.com/watch?v=4FKPOOeX1r8,"Ogden City Council - July 1, 2025",streams,2025-07-01,Y,Y,ogden-city-council-july-1-2025
n-IeD-hs9X8,https://www.youtube.com/watch?v=n-IeD-hs9X8,"Ogden City Council and Special RDA Meeting - June 17, 2025",streams,2025-06-17,Y,Y,ogden-city-council-and-special-rda-meeting-june-17-2025
v6B0_pMyZus,https://www.youtube.com/watch?v=v6B0_pMyZus,"Ogden City Council Work Session - June 17, 2025",streams,2025-06-17,Y,Y,ogden-city-council-work-session-june-17-2025
3N77lZXz-w0,https://www.youtube.com/watch?v=3N77lZXz-w0,"Special City Council, RDA, and MBA Meeting - June 10, 2025",streams,2025-06-10,Y,Y,special-city-council-rda-and-mba-meeting-june-10-2025
Xkht4l6MrBE,https://www.youtube.com/watch?v=Xkht4l6MrBE,"Ogden City Council Work Session - June 10, 2025",streams,2025-06-10,Y,Y,ogden-city-council-work-session-june-10-2025
7l5biTkHRkU,https://www.youtube.com/watch?v=7l5biTkHRkU,"Ogden City Council Work Session - June 3, 2025",streams,2025-06-03,Y,Y,ogden-city-council-work-session-june-3-2025
GoU6pr3k1aA,https://www.youtube.com/watch?v=GoU6pr3k1aA,"Ogden City Council Meeting - June 3, 2025",streams,2025-06-03,Y,Y,ogden-city-council-meeting-june-3-2025
Iu3rWImXFW8,https://www.youtube.com/watch?v=Iu3rWImXFW8,"Ogden City Council Work Session - May 27, 2025",streams,2025-05-27,Y,Y,ogden-city-council-work-session-may-27-2025
pZPMjMLDLa4,https://www.youtube.com/watch?v=pZPMjMLDLa4,"Ogden City Council Work Session - May 20, 2025 (Continued)",streams,2025-05-20,Y,Y,ogden-city-council-work-session-may-20-2025-continued
8MxxqSxzHg8,https://www.youtube.com/watch?v=8MxxqSxzHg8,"Ogden City Council Work Session - May 20, 2025",streams,2025-05-20,Y,Y,ogden-city-council-work-session-may-20-2025
bS25lMcvTOY,https://www.youtube.com/watch?v=bS25lMcvTOY,"Ogden City Council Meeting - May 20, 2025",streams,2025-05-20,Y,Y,ogden-city-council-meeting-may-20-2025
3Gn0eVaMs1o,https://www.youtube.com/watch?v=3Gn0eVaMs1o,"Ogden City Council Work Session - May 13, 2025",streams,2025-05-13,Y,Y,ogden-city-council-work-session-may-13-2025
J12T52X9xxw,https://www.youtube.com/watch?v=J12T52X9xxw,"Ogden City Council Meeting - May 13, 2025",streams,2025-05-13,Y,Y,ogden-city-council-meeting-may-13-2025
Oo1CHAaoJts,https://www.youtube.com/watch?v=Oo1CHAaoJts,"Ogden City Council Work Session - May 6, 2025",streams,2025-05-06,Y,Y,ogden-city-council-work-session-may-6-2025
SQF3Merhxc4,https://www.youtube.com/watch?v=SQF3Merhxc4,"Ogden City Council Meeting - May 6, 2025",streams,2025-05-06,Y,Y,ogden-city-council-meeting-may-6-2025
gNGvhu71YqU,https://www.youtube.com/watch?v=gNGvhu71YqU,"Ogden City Council Work Session - April 15, 2025",streams,2025-04-15,Y,Y,ogden-city-council-work-session-april-15-2025
ihqoHlWgoYI,https://www.youtube.com/watch?v=ihqoHlWgoYI,"Ogden City Council Meeting - April 15, 2025",videos,2025-04-15,Y,Y,ogden-city-council-meeting-april-15-2025
SDL2eQIu8fY,https://www.youtube.com/watch?v=SDL2eQIu8fY,"Ogden City Council Meeting - April 15, 2025",streams,2025-04-15,Y,Y,ogden-city-council-meeting-april-15-2025
rmSkaHgObCo,https://www.youtube.com/watch?v=rmSkaHgObCo,"Ogden City Council Meeting - April 1, 2025",streams,2025-04-01,Y,Y,ogden-city-council-meeting-april-1-2025
WbNfsI5VPYs,https://www.youtube.com/watch?v=WbNfsI5VPYs,"Ogden City Council Work Session - March 25, 2025",videos,2025-03-25,Y,Y,ogden-city-council-work-session-march-25-2025
X4xQ1V8auec,https://www.youtube.com/watch?v=X4xQ1V8auec,"Ogden City Council Work Session - March 18, 2025",streams,2025-03-18,Y,Y,ogden-city-council-work-session-march-18-2025
n_yW9vYw2kY,https://www.youtube.com/watch?v=n_yW9vYw2kY,"Ogden City Council Meeting - March 18, 2025",streams,2025-03-18,Y,Y,ogden-city-council-meeting-march-18-2025
sKYNUHZUxSg,https://www.youtube.com/watch?v=sKYNUHZUxSg,"Ogden City Council Work Session  - March 11, 2025",streams,2025-03-11,Y,Y,ogden-city-council-work-session-march-11-2025
9OlVCeZ8Mwk,https://www.youtube.com/watch?v=9OlVCeZ8Mwk,"Ogden City Council Meeting - March 11, 2025",streams,2025-03-11,Y,Y,ogden-city-council-meeting-march-11-2025
wqooVcoV-0Y,https://www.youtube.com/watch?v=wqooVcoV-0Y,"Ogden City Council Work Session - March 4, 2025",streams,2025-03-04,Y,Y,ogden-city-council-work-session-march-4-2025
G_wLRmlTmM8,https://www.youtube.com/watch?v=G_wLRmlTmM8,"Ogden City Council Meeting - March 4, 2025",streams,2025-03-04,Y,Y,ogden-city-council-meeting-march-4-2025
YEr1zd1sB8E,https://www.youtube.com/watch?v=YEr1zd1sB8E,"Ogden City Council Work Session - February 18, 2025",streams,2025-02-18,Y,Y,ogden-city-council-work-session-february-18-2025
cPlmDSG9mhk,https://www.youtube.com/watch?v=cPlmDSG9mhk,"Ogden City Council Meeting - February  18, 2025",streams,2025-02-18,Y,Y,ogden-city-council-meeting-february-18-2025
ohEU-68FmDw,https://www.youtube.com/watch?v=ohEU-68FmDw,"Ogden City Council Work Session and Council Meeting - February 11, 2025",streams,2025-02-11,Y,Y,ogden-city-council-work-session-and-council-meeting-february
hSPIdZp0dS4,https://www.youtube.com/watch?v=hSPIdZp0dS4,"Ogden City Council Meeting - February  11, 2025",streams,2025-02-11,Y,Y,ogden-city-council-meeting-february-11-2025
zvydCtBpqK0,https://www.youtube.com/watch?v=zvydCtBpqK0,"Ogden City Council Work Session - February 4, 2025",streams,2025-02-04,Y,Y,ogden-city-council-work-session-february-4-2025
u4HgkxuPMes,https://www.youtube.com/watch?v=u4HgkxuPMes,"Ogden City Council Meeting - February 4, 2025",streams,2025-02-04,Y,Y,ogden-city-council-meeting-february-4-2025
s3C8qzsoiJ4,https://www.youtube.com/watch?v=s3C8qzsoiJ4,"Ogden City Council Work Session - January 21, 2025",streams,2025-01-21,Y,Y,ogden-city-council-work-session-january-21-2025
JFjUAnF1Olk,https://www.youtube.com/watch?v=JFjUAnF1Olk,"Ogden  City Council Meeting - January  21, 2025",streams,2025-01-21,Y,Y,ogden-city-council-meeting-january-21-2025
JJSoFFttSEU,https://www.youtube.com/watch?v=JJSoFFttSEU,"Ogden City Council Work Session - January 14, 2025",streams,2025-01-14,Y,Y,ogden-city-council-work-session-january-14-2025
4IOHCu04SeE,https://www.youtube.com/watch?v=4IOHCu04SeE,"Ogden  City Council Meeting - January  14, 2025",streams,2025-01-14,Y,Y,ogden-city-council-meeting-january-14-2025
idVQ4J8aCu8,https://www.youtube.com/watch?v=idVQ4J8aCu8,"Ogden City Council Work Session - January 7, 2025",streams,2025-01-07,Y,Y,ogden-city-council-work-session-january-7-2025
Kt0w8Dv_XAw,https://www.youtube.com/watch?v=Kt0w8Dv_XAw,"Ogden  City Council Meeting - January  7, 2025",streams,2025-01-07,Y,Y,ogden-city-council-meeting-january-7-2025
9HBz5RYFU1M,https://www.youtube.com/watch?v=9HBz5RYFU1M,"Ogden City Council Work Session - December 17, 2024",streams,2024-12-17,Y,Y,ogden-city-council-work-session-december-17-2024
Wa819d9yDos,https://www.youtube.com/watch?v=Wa819d9yDos,"Ogden  City Council Meeting - December 17, 2024",streams,2024-12-17,Y,Y,ogden-city-council-meeting-december-17-2024
GnFcHRWbXHE,https://www.youtube.com/watch?v=GnFcHRWbXHE,"Ogden City RDA and Special City Council Meetings - December 10, 2024",streams,2024-12-10,Y,Y,ogden-city-rda-and-special-city-council-meetings-december-10
dABuOGTV03M,https://www.youtube.com/watch?v=dABuOGTV03M,"Ogden City Council Work Session - December 10, 2024",videos,2024-12-10,Y,Y,ogden-city-council-work-session-december-10-2024
gkUN9N2CliA,https://www.youtube.com/watch?v=gkUN9N2CliA,"Ogden City Council and Special RDA Meeting - December 3, 2024",streams,2024-12-03,Y,Y,ogden-city-council-and-special-rda-meeting-december-3-2024
mQAd9fwxT44,https://www.youtube.com/watch?v=mQAd9fwxT44,"Ogden City Council Work Session - December 3, 2024",videos,2024-12-03,Y,Y,ogden-city-council-work-session-december-3-2024
pc1Rpo30ro8,https://www.youtube.com/watch?v=pc1Rpo30ro8,"Ogden City Council and Special RDA Meetings  - November 19, 2024",streams,2024-11-19,Y,Y,ogden-city-council-and-special-rda-meetings-november-19-2024
XYQoECOeXqc,https://www.youtube.com/watch?v=XYQoECOeXqc,"Ogden City Council Work Session - November 19, 2024",videos,2024-11-19,Y,Y,ogden-city-council-work-session-november-19-2024
8eyTkX7Lx1s,https://www.youtube.com/watch?v=8eyTkX7Lx1s,"Special City Council and RDA Meetings - November 12, 2024",streams,2024-11-12,Y,Y,special-city-council-and-rda-meetings-november-12-2024
nlBCO9psxZE,https://www.youtube.com/watch?v=nlBCO9psxZE,"Ogden City Council Work Session - November 12, 2024",videos,2024-11-12,Y,Y,ogden-city-council-work-session-november-12-2024
0duV7bk8kPE,https://www.youtube.com/watch?v=0duV7bk8kPE,"Ogden City Council Work Session - October 24, 2024",videos,2024-10-24,Y,N,ogden-city-council-work-session-october-24-2024
7eLxLCMahio,https://www.youtube.com/watch?v=7eLxLCMahio,"Ogden City Council Work Session - October 15, 2024",videos,2024-10-15,Y,Y,ogden-city-council-work-session-october-15-2024
tTsCVXy1bQg,https://www.youtube.com/watch?v=tTsCVXy1bQg,"Ogden City Council Meeting - October 15, 2024",streams,2024-10-15,Y,Y,ogden-city-council-meeting-october-15-2024
B9y5SzVu_tk,https://www.youtube.com/watch?v=B9y5SzVu_tk,"Ogden City Council Work Session - October 8, 2024",videos,2024-10-08,Y,Y,ogden-city-council-work-session-october-8-2024
jFxSTOW6xS8,https://www.youtube.com/watch?v=jFxSTOW6xS8,"Ogden City Council Meeting - October 1, 2024",streams,2024-10-01,Y,Y,ogden-city-council-meeting-october-1-2024
y560kD9dd_I,https://www.youtube.com/watch?v=y560kD9dd_I,"Joint Work Session - Ogden City Council and Planning Commission   September 18, 2024",videos,2024-09-18,Y,Y,joint-work-session-ogden-city-council-and-planning-commissio
52J-85A4vHg,https://www.youtube.com/watch?v=52J-85A4vHg,"Ogden City Council Work Session - September 17, 2024",videos,2024-09-17,Y,Y,ogden-city-council-work-session-september-17-2024
WzN3lbgMgHQ,https://www.youtube.com/watch?v=WzN3lbgMgHQ,"Ogden City Council Meeting - September 17, 2024",streams,2024-09-17,Y,Y,ogden-city-council-meeting-september-17-2024
pDM1T_s4WCg,https://www.youtube.com/watch?v=pDM1T_s4WCg,"Ogden City Council Work Session - September 10, 2024",videos,2024-09-10,Y,Y,ogden-city-council-work-session-september-10-2024
9pvj2_EJfiw,https://www.youtube.com/watch?v=9pvj2_EJfiw,"Ogden City Council Meeting - September 10, 2024",streams,2024-09-10,Y,Y,ogden-city-council-meeting-september-10-2024
EPoqF7nge3A,https://www.youtube.com/watch?v=EPoqF7nge3A,"Ogden City Council Work Session - September 3, 2024",videos,2024-09-03,Y,Y,ogden-city-council-work-session-september-3-2024
JodjPrQQ7RI,https://www.youtube.com/watch?v=JodjPrQQ7RI,"Ogden City Council Meeting - September 3, 2024",streams,2024-09-03,Y,Y,ogden-city-council-meeting-september-3-2024
kucxRKNICkw,https://www.youtube.com/watch?v=kucxRKNICkw,"Ogden City Council Work Session - August 20, 2024",videos,2024-08-20,Y,Y,ogden-city-council-work-session-august-20-2024
-n53Rlznjfg,https://www.youtube.com/watch?v=-n53Rlznjfg,"Ogden City Council Meeting - August 20, 2024",streams,2024-08-20,Y,Y,ogden-city-council-meeting-august-20-2024
bp_MAYfGcnE,https://www.youtube.com/watch?v=bp_MAYfGcnE,"Ogden City Council Meeting - August 6, 2024",streams,2024-08-06,Y,Y,ogden-city-council-meeting-august-6-2024
SswLsY8SZkA,https://www.youtube.com/watch?v=SswLsY8SZkA,"Ogden City Council Work Session - July 30, 2024",videos,2024-07-30,Y,Y,ogden-city-council-work-session-july-30-2024
oLGbXs2mdLU,https://www.youtube.com/watch?v=oLGbXs2mdLU,"Ogden City Council Meeting - July 30, 2024",streams,2024-07-30,Y,Y,ogden-city-council-meeting-july-30-2024
nQ_rhj85qtM,https://www.youtube.com/watch?v=nQ_rhj85qtM,"Ogden City Council Work Session - July 16, 2024",videos,2024-07-16,Y,Y,ogden-city-council-work-session-july-16-2024
gzfSETpCwPA,https://www.youtube.com/watch?v=gzfSETpCwPA,"Ogden City Council Work Session - July 9, 2024",videos,2024-07-09,Y,Y,ogden-city-council-work-session-july-9-2024
B2tDZS27_yA,https://www.youtube.com/watch?v=B2tDZS27_yA,"Ogden City Council Meeting - July 9, 2024",streams,2024-07-09,Y,Y,ogden-city-council-meeting-july-9-2024
8FSUWYeyE1k,https://www.youtube.com/watch?v=8FSUWYeyE1k,"Ogden City Council Work Session   July 2, 2024",videos,2024-07-02,Y,Y,ogden-city-council-work-session-july-2-2024
beo0cFCjXzc,https://www.youtube.com/watch?v=beo0cFCjXzc,"Ogden City Council Meeting - July 2, 2024",streams,2024-07-02,Y,Y,ogden-city-council-meeting-july-2-2024
JWkPVhwHwJs,https://www.youtube.com/watch?v=JWkPVhwHwJs,"Ogden City Council Work Session - June 18, 2024",videos,2024-06-18,Y,Y,ogden-city-council-work-session-june-18-2024
ZLOeU4K-pBQ,https://www.youtube.com/watch?v=ZLOeU4K-pBQ,"Ogden City Council Meeting - June 18, 2024",streams,2024-06-18,Y,Y,ogden-city-council-meeting-june-18-2024
xQThKp3gWV8,https://www.youtube.com/watch?v=xQThKp3gWV8,"Ogden City Council Work Session   June 11, 2024",videos,2024-06-11,Y,Y,ogden-city-council-work-session-june-11-2024
Z243qdF0XEM,https://www.youtube.com/watch?v=Z243qdF0XEM,"Ogden City Council Meeting - June 11, 2024",streams,2024-06-11,Y,Y,ogden-city-council-meeting-june-11-2024
d2vQMIRhV6A,https://www.youtube.com/watch?v=d2vQMIRhV6A,"Ogden City Council Work Session - June 4, 2024",videos,2024-06-04,Y,Y,ogden-city-council-work-session-june-4-2024
