date,year,title,slug,body,path,source,source_url,notice_url,pmn_body_id,pmn_file_id,retrieved_date,format,extraction_method,status,internal_meeting_date,date_basis,notice_dates,saved_as,text_path,bytes,fname
2015-04-22,2015,"Vineyard CC — April 22, 2015 TC Final minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/164443.pdf,,,164443,2026-07-05,na,none,source-unavailable,,notice-approx,2015-04-22,,,,"April 22, 2015 TC Final minutes.pdf"
2015-05-13,2015,"Vineyard CC — May 13, 2015 TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/164447.pdf,,,164447,2026-07-05,na,none,source-unavailable,,notice-approx,2015-05-13,,,,"May 13, 2015 TC Final Minutes.pdf"
2015-05-27,2015,"Vineyard CC — May 27, 2015 TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/167623.pdf,,,167623,2026-07-05,na,none,source-unavailable,,notice-approx,2015-05-27,,,,"May 27, 2015 TC Final Minutes.pdf"
2015-06-10,2015,"Vineyard CC — June 10, 2015 TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/176725.pdf,,,176725,2026-07-05,na,none,source-unavailable,,notice-approx,2015-06-10,,,,"June 10, 2015 TC Final Minutes.pdf"
2015-06-24,2015,Vineyard CC — June 24 2015 Final Minutes.pdf,,CC,,utah-pmn,https://www.utah.gov/pmn/files/176913.pdf,,,176913,2026-07-05,na,none,source-unavailable,,notice-approx,2015-06-24,,,,June 24 2015 Final Minutes.pdf
2015-07-01,2015,"Vineyard CC — July 1, 2015 Special Meeting Final Minutes_exppdf.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/167625.pdf,,,167625,2026-07-05,na,none,source-unavailable,,notice-approx,2015-07-01,,,,"July 1, 2015 Special Meeting Final Minutes_exppdf.pdf"
2015-07-08,2015,"Vineyard CC — July 8, 2015 TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/178609.pdf,,,178609,2026-07-05,na,none,source-unavailable,,notice-approx,2015-07-08,,,,"July 8, 2015 TC Final Minutes.pdf"
2015-07-22,2015,"Vineyard CC — July 22, 2015 Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/182179.pdf,,,182179,2026-07-05,na,none,source-unavailable,,notice-approx,2015-07-22,,,,"July 22, 2015 Final Minutes.pdf"
2015-08-24,2015,"Vineyard CC — August 24, 2015 Special Session TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/176799.pdf,,,176799,2026-07-05,na,none,source-unavailable,,notice-approx,2015-08-24,,,,"August 24, 2015 Special Session TC Final Minutes.pdf"
2015-08-26,2015,"Vineyard CC — August 26, 2015 Final minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/184463.pdf,,,184463,2026-07-05,na,none,source-unavailable,,notice-approx,2015-08-26,,,,"August 26, 2015 Final minutes.pdf"
2015-09-09,2015,"Vineyard CC — September 9, 2015 TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/185317.pdf,,,185317,2026-07-05,na,none,source-unavailable,,notice-approx,2015-09-09,,,,"September 9, 2015 TC Final Minutes.pdf"
2015-09-23,2015,"Vineyard CC — September 23, 2015 TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/185319.pdf,,,185319,2026-07-05,na,none,source-unavailable,,notice-approx,2015-09-23,,,,"September 23, 2015 TC Final Minutes.pdf"
2015-10-14,2015,"Vineyard CC — October 14, 2015 TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/195629.pdf,,,195629,2026-07-05,na,none,source-unavailable,,notice-approx,2015-10-14,,,,"October 14, 2015 TC Final Minutes.pdf"
2015-10-28,2015,"Vineyard CC — October 28, 2015 TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/197667.pdf,,,197667,2026-07-05,na,none,source-unavailable,,notice-approx,2015-10-28,,,,"October 28, 2015 TC Final Minutes.pdf"
2015-11-17,2015,"Vineyard CC — November 17, 2015 Special Session TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/196671.pdf,,,196671,2026-07-05,na,none,source-unavailable,,notice-approx,2015-11-17,,,,"November 17, 2015 Special Session TC Final Minutes.pdf"
2015-11-24,2015,"Vineyard CC — November 24, 2015 Special Session TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/196673.pdf,,,196673,2026-07-05,na,none,source-unavailable,,notice-approx,2015-11-24,,,,"November 24, 2015 Special Session TC Final Minutes.pdf"
2015-12-09,2015,"Vineyard CC — December 09, 2015 TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/201312.pdf,,,201312,2026-07-05,na,none,source-unavailable,,notice-approx,2015-12-09,,,,"December 09, 2015 TC Final Minutes.pdf"
2016-01-13,2016,"Vineyard CC — January 13, 2016 TC Final minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/206529.pdf,,,206529,2026-07-05,na,none,source-unavailable,,notice-approx,2016-01-13,,,,"January 13, 2016 TC Final minutes.pdf"
2016-01-25,2016,Vineyard CC — 1.25.16 TC Retreat Final Minutes.pdf,,CC,,utah-pmn,https://www.utah.gov/pmn/files/217845.pdf,,,217845,2026-07-05,na,none,source-unavailable,,notice-approx,2016-01-25,,,,1.25.16 TC Retreat Final Minutes.pdf
2016-01-27,2016,"Vineyard CC — January 27, 2016 TC Final Edited Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/214911.pdf,,,214911,2026-07-05,na,none,source-unavailable,,notice-approx,2016-01-27,,,,"January 27, 2016 TC Final Edited Minutes.pdf"
2016-02-10,2016,"Vineyard CC — Feb 10, 2016 TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/217847.pdf,,,217847,2026-07-05,na,none,source-unavailable,,notice-approx,2016-02-10,,,,"Feb 10, 2016 TC Final Minutes.pdf"
2016-02-24,2016,"Vineyard CC — February 24, 2016 TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/219129.pdf,,,219129,2026-07-05,na,none,source-unavailable,,notice-approx,2016-02-24,,,,"February 24, 2016 TC Final Minutes.pdf"
2016-03-09,2016,"Vineyard CC — March 9, 2016 TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/221585.pdf,,,221585,2026-07-05,na,none,source-unavailable,,notice-approx,2016-03-09,,,,"March 9, 2016 TC Final Minutes.pdf"
2016-03-23,2016,"Vineyard CC — March 23, 2016 TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/223975.pdf,,,223975,2026-07-05,na,none,source-unavailable,,notice-approx,2016-03-23,,,,"March 23, 2016 TC Final Minutes.pdf"
2016-04-13,2016,"Vineyard CC — April 13, 2016 TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/223979.pdf,,,223979,2026-07-05,na,none,source-unavailable,,notice-approx,2016-04-13,,,,"April 13, 2016 TC Final Minutes.pdf"
2016-04-27,2016,"Vineyard CC — April 27, 2016 TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/227505.pdf,,,227505,2026-07-05,na,none,source-unavailable,,notice-approx,2016-04-27,,,,"April 27, 2016 TC Final Minutes.pdf"
2016-05-11,2016,"Vineyard CC — May 11, 2016 TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/229515.pdf,,,229515,2026-07-05,na,none,source-unavailable,,notice-approx,2016-05-11,,,,"May 11, 2016 TC Final Minutes.pdf"
2016-05-25,2016,"Vineyard CC — May 25, 2016 TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/232507.pdf,,,232507,2026-07-05,na,none,source-unavailable,,notice-approx,2016-05-25,,,,"May 25, 2016 TC Final Minutes.pdf"
2016-06-08,2016,"Vineyard CC — June 8, 2016 TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/232509.pdf,,,232509,2026-07-05,na,none,source-unavailable,,notice-approx,2016-06-08,,,,"June 8, 2016 TC Final Minutes.pdf"
2016-06-22,2016,"Vineyard CC — June 22, 2016 TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/235859.pdf,,,235859,2026-07-05,na,none,source-unavailable,,notice-approx,2016-06-22,,,,"June 22, 2016 TC Final Minutes.pdf"
2016-06-23,2016,"Vineyard CC — June 23, 2016 Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/236681.pdf,,,236681,2026-07-05,na,none,source-unavailable,,notice-approx,2016-06-23,,,,"June 23, 2016 Final Minutes.pdf"
2016-07-13,2016,"Vineyard CC — July 13, 2016 TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/244599.pdf,,,244599,2026-07-05,na,none,source-unavailable,,notice-approx,2016-07-13,,,,"July 13, 2016 TC Final Minutes.pdf"
2016-07-27,2016,"Vineyard CC — July 27, 2016 TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/244601.pdf,,,244601,2026-07-05,na,none,source-unavailable,,notice-approx,2016-07-27,,,,"July 27, 2016 TC Final Minutes.pdf"
2016-08-10,2016,"Vineyard CC — August 10, 2016 TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/244603.pdf,,,244603,2026-07-05,na,none,source-unavailable,,notice-approx,2016-08-10,,,,"August 10, 2016 TC Final Minutes.pdf"
2016-08-24,2016,"Vineyard CC — August 24, 2016 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/248931.pdf,,,248931,2026-07-05,na,none,source-unavailable,,notice-approx,2016-08-24,,,,"August 24, 2016 CC Final Minutes.pdf"
2016-09-14,2016,"Vineyard CC — September 14, 2016 Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/251357.pdf,,,251357,2026-07-05,na,none,source-unavailable,,notice-approx,2016-09-14,,,,"September 14, 2016 Final Minutes.pdf"
2016-09-28,2016,"Vineyard CC — September 28, 2016 TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/253499.pdf,,,253499,2026-07-05,na,none,source-unavailable,,notice-approx,2016-09-28,,,,"September 28, 2016 TC Final Minutes.pdf"
2016-10-12,2016,"Vineyard CC — October 12, 2016 TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/257249.pdf,,,257249,2026-07-05,na,none,source-unavailable,,notice-approx,2016-10-12,,,,"October 12, 2016 TC Final Minutes.pdf"
2016-10-26,2016,"Vineyard CC — October 26, 2016 TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/259771.pdf,,,259771,2026-07-05,na,none,source-unavailable,,notice-approx,2016-10-26,,,,"October 26, 2016 TC Final Minutes.pdf"
2016-11-09,2016,"Vineyard CC — November 09, 2016 TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/271825.pdf,,,271825,2026-07-05,na,none,source-unavailable,,notice-approx,2016-11-09,,,,"November 09, 2016 TC Final Minutes.pdf"
2016-12-14,2016,"Vineyard CC — December 14, 2016 TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/271823.pdf,,,271823,2026-07-05,na,none,source-unavailable,,notice-approx,2016-12-14,,,,"December 14, 2016 TC Final Minutes.pdf"
2017-01-11,2017,"Vineyard CC — January 11, 2017 TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/275119.pdf,,,275119,2026-07-05,na,none,source-unavailable,,notice-approx,2017-01-11,,,,"January 11, 2017 TC Final Minutes.pdf"
2017-01-25,2017,"Vineyard CC — January 25, 2017 TC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/278243.pdf,,,278243,2026-07-05,na,none,source-unavailable,,notice-approx,2017-01-25,,,,"January 25, 2017 TC Final Minutes.pdf"
2017-01-26,2017,"Vineyard CC — 1.26 &amp; 1.27,2017 CC Planning Retreat Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/292605.pdf,,,292605,2026-07-05,na,none,source-unavailable,,notice-approx,2017-01-26,,,,"1.26 &amp; 1.27,2017 CC Planning Retreat Final Minutes.pdf"
2017-01-27,2017,Vineyard CC — January 27.2017 TC Special Session Final Minutes.pdf,,CC,,utah-pmn,https://www.utah.gov/pmn/files/278245.pdf,,,278245,2026-07-05,na,none,source-unavailable,,notice-approx,2017-01-27,,,,January 27.2017 TC Special Session Final Minutes.pdf
2017-01-27,2017,"Vineyard CC — 1.26 &amp; 1.27,2017 CC Planning Retreat Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/292607.pdf,,,292607,2026-07-05,na,none,source-unavailable,,notice-approx,2017-01-27,,,,"1.26 &amp; 1.27,2017 CC Planning Retreat Final Minutes.pdf"
2017-02-08,2017,"Vineyard CC — February 8, 2017 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/288983.pdf,,,288983,2026-07-05,na,none,source-unavailable,,notice-approx,2017-02-08,,,,"February 8, 2017 CC Final Minutes.pdf"
2017-02-22,2017,"Vineyard CC — February 22, 2017 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/300667.pdf,,,300667,2026-07-05,na,none,source-unavailable,,notice-approx,2017-02-22,,,,"February 22, 2017 CC Final Minutes.pdf"
2017-03-08,2017,"Vineyard CC — March 8, 2017 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/292611.pdf,,,292611,2026-07-05,na,none,source-unavailable,,notice-approx,2017-03-08,,,,"March 8, 2017 CC Final Minutes.pdf"
2017-03-22,2017,"Vineyard CC — March 22, 2017 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/342543.pdf,,,342543,2026-07-05,na,none,source-unavailable,,notice-approx,2017-03-22,,,,"March 22, 2017 CC Final Minutes.pdf"
2017-04-12,2017,"Vineyard CC — April 12, 2017 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/300671.pdf,,,300671,2026-07-05,na,none,source-unavailable,,notice-approx,2017-04-12,,,,"April 12, 2017 CC Final Minutes.pdf"
2017-05-10,2017,"Vineyard CC — MAY 10, 2017 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/303773.pdf,,,303773,2026-07-05,na,none,source-unavailable,,notice-approx,2017-05-10,,,,"MAY 10, 2017 CC Final Minutes.pdf"
2017-05-24,2017,"Vineyard CC — May 24, 2017 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/310333.pdf,,,310333,2026-07-05,na,none,source-unavailable,,notice-approx,2017-05-24,,,,"May 24, 2017 CC Final Minutes.pdf"
2017-06-14,2017,"Vineyard CC — June 14, 2017 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/311817.pdf,,,311817,2026-07-05,na,none,source-unavailable,,notice-approx,2017-06-14,,,,"June 14, 2017 CC Final Minutes.pdf"
2017-06-28,2017,"Vineyard CC — June 28, 2017 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/315975.pdf,,,315975,2026-07-05,na,none,source-unavailable,,notice-approx,2017-06-28,,,,"June 28, 2017 CC Final Minutes.pdf"
2017-07-12,2017,"Vineyard CC — July 12, 2017 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/324335.pdf,,,324335,2026-07-05,na,none,source-unavailable,,notice-approx,2017-07-12,,,,"July 12, 2017 CC Final Minutes.pdf"
2017-08-23,2017,"Vineyard CC — August 23, 2017 CC Final minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/328749.pdf,,,328749,2026-07-05,na,none,source-unavailable,,notice-approx,2017-08-23,,,,"August 23, 2017 CC Final minutes.pdf"
2017-08-29,2017,"Vineyard CC — August 29, 2017 CC Special Session Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/328755.pdf,,,328755,2026-07-05,na,none,source-unavailable,,notice-approx,2017-08-29,,,,"August 29, 2017 CC Special Session Final Minutes.pdf"
2017-09-13,2017,"Vineyard CC — September 13, 2017 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/332893.pdf,,,332893,2026-07-05,na,none,source-unavailable,,notice-approx,2017-09-13,,,,"September 13, 2017 CC Final Minutes.pdf"
2017-09-27,2017,"Vineyard CC — September 27, 2017 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/339717.pdf,,,339717,2026-07-05,na,none,source-unavailable,,notice-approx,2017-09-27,,,,"September 27, 2017 CC Final Minutes.pdf"
2017-10-25,2017,"Vineyard CC — October 25, 2017 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/345720.pdf,,,345720,2026-07-05,na,none,source-unavailable,,notice-approx,2017-10-25,,,,"October 25, 2017 CC Final Minutes.pdf"
2017-11-08,2017,"Vineyard CC — November 8, 2017 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/355181.pdf,,,355181,2026-07-05,na,none,source-unavailable,,notice-approx,2017-11-08,,,,"November 8, 2017 CC Final Minutes.pdf"
2017-11-21,2017,"Vineyard CC — November 21, 2017 CC Special Session Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/355187.pdf,,,355187,2026-07-05,na,none,source-unavailable,,notice-approx,2017-11-21,,,,"November 21, 2017 CC Special Session Final Minutes.pdf"
2017-12-13,2017,"Vineyard CC — December 13, 2017 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/361871.pdf,,,361871,2026-07-05,na,none,source-unavailable,,notice-approx,2017-12-13,,,,"December 13, 2017 CC Final Minutes.pdf"
2018-01-10,2018,"Vineyard CC — January 10, 2018 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/388737.pdf,,,388737,2026-07-05,na,none,source-unavailable,,notice-approx,2018-01-10,,,,"January 10, 2018 CC Final Minutes.pdf"
2018-01-19,2018,Vineyard CC — 1.19.2018 Vineyard Council Retreat Final minutes.pdf,,CC,,utah-pmn,https://www.utah.gov/pmn/files/375559.pdf,,,375559,2026-07-05,na,none,source-unavailable,,notice-approx,2018-01-19,,,,1.19.2018 Vineyard Council Retreat Final minutes.pdf
2018-02-28,2018,"Vineyard CC — February 28, 2018 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/383309.pdf,,,383309,2026-07-05,na,none,source-unavailable,,notice-approx,2018-02-28,,,,"February 28, 2018 CC Final Minutes.pdf"
2018-03-14,2018,"Vineyard CC — March 14, 2018 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/383313.pdf,,,383313,2026-07-05,na,none,source-unavailable,,notice-approx,2018-03-14,,,,"March 14, 2018 CC Final Minutes.pdf"
2018-03-28,2018,"Vineyard CC — March 28, 2018 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/387317.pdf,,,387317,2026-07-05,na,none,source-unavailable,,notice-approx,2018-03-28,,,,"March 28, 2018 CC Final Minutes.pdf"
2018-04-11,2018,"Vineyard CC — April 11, 2018 CC Final minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/395383.pdf,,,395383,2026-07-05,na,none,source-unavailable,,notice-approx,2018-04-11,,,,"April 11, 2018 CC Final minutes.pdf"
2018-05-09,2018,"Vineyard CC — May 9, 2018 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/404627.pdf,,,404627,2026-07-05,na,none,source-unavailable,,notice-approx,2018-05-09,,,,"May 9, 2018 CC Final Minutes.pdf"
2018-05-23,2018,"Vineyard CC — May 23, 2018 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/405955.pdf,,,405955,2026-07-05,na,none,source-unavailable,,notice-approx,2018-05-23,,,,"May 23, 2018 CC Final Minutes.pdf"
2018-06-13,2018,"Vineyard CC — June 13, 2018 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/408545.pdf,,,408545,2026-07-05,na,none,source-unavailable,,notice-approx,2018-06-13,,,,"June 13, 2018 CC Final Minutes.pdf"
2018-06-27,2018,"Vineyard CC — June 27, 2018 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/411203.pdf,,,411203,2026-07-05,na,none,source-unavailable,,notice-approx,2018-06-27,,,,"June 27, 2018 CC Final Minutes.pdf"
2018-07-11,2018,"Vineyard CC — July 11, 2018 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/418093.pdf,,,418093,2026-07-05,na,none,source-unavailable,,notice-approx,2018-07-11,,,,"July 11, 2018 CC Final Minutes.pdf"
2018-08-08,2018,"Vineyard CC — August 8, 2018 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/422809.pdf,,,422809,2026-07-05,na,none,source-unavailable,,notice-approx,2018-08-08,,,,"August 8, 2018 CC Final Minutes.pdf"
2018-08-22,2018,"Vineyard CC — August 22, 2018 CC Agenda Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/428095.pdf,,,428095,2026-07-05,na,none,source-unavailable,,notice-approx,2018-08-22,,,,"August 22, 2018 CC Agenda Final Minutes.pdf"
2018-09-12,2018,"Vineyard CC — September 12, 2018 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/430901.pdf,,,430901,2026-07-05,na,none,source-unavailable,,notice-approx,2018-09-12,,,,"September 12, 2018 CC Final Minutes.pdf"
2018-09-26,2018,"Vineyard CC — September 26, 2018 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/434775.pdf,,,434775,2026-07-05,na,none,source-unavailable,,notice-approx,2018-09-26,,,,"September 26, 2018 CC Final Minutes.pdf"
2018-10-10,2018,"Vineyard CC — October 10, 2018 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/438629.pdf,,,438629,2026-07-05,na,none,source-unavailable,,notice-approx,2018-10-10,,,,"October 10, 2018 CC Final Minutes.pdf"
2018-10-24,2018,"Vineyard CC — October 24, 2018 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/443931.pdf,,,443931,2026-07-05,na,none,source-unavailable,,notice-approx,2018-10-24,,,,"October 24, 2018 CC Final Minutes.pdf"
2018-11-14,2018,"Vineyard CC — November 14, 2018 CC Final Minutes.pdf",,CC,,utah-pmn,https://www.utah.gov/pmn/files/452119.pdf,,,452119,2026-07-05,na,none,source-unavailable,,notice-approx,2018-11-14,,,,"November 14, 2018 CC Final Minutes.pdf"
2018-12-12,2018,"Vineyard CC — December 12, 2018 CC Final Minutes.pdf",,CC,raw/CC_530_457991.pdf,utah-pmn,https://www.utah.gov/pmn/files/457991.pdf,,,457991,2026-07-05,text,pdftotext-layout,recovered,2018-12-12,internal-pdf,2018-12-12,CC_530_457991.pdf,text/CC_530_457991.txt,213399,"December 12, 2018 CC Final Minutes.pdf"
2019-01-09,2019,"Vineyard CC — January 9, 2019 CC Final Minutes.pdf",,CC,raw/CC_530_462015.pdf,utah-pmn,https://www.utah.gov/pmn/files/462015.pdf,,,462015,2026-07-05,text,pdftotext-layout,recovered,2019-01-09,internal-pdf,2019-01-09,CC_530_462015.pdf,text/CC_530_462015.txt,177911,"January 9, 2019 CC Final Minutes.pdf"
2019-01-23,2019,"Vineyard CC — January 23, 2019 CC Final Minutes.pdf",,CC,raw/CC_530_467839.pdf,utah-pmn,https://www.utah.gov/pmn/files/467839.pdf,,,467839,2026-07-05,text,pdftotext-layout,recovered,2019-01-23,internal-pdf,2019-01-23,CC_530_467839.pdf,text/CC_530_467839.txt,174217,"January 23, 2019 CC Final Minutes.pdf"
2019-01-25,2019,Vineyard CC — 2019 Vineyard Council Retreat Final Minutes.pdf,,CC,raw/CC_530_472331.pdf,utah-pmn,https://www.utah.gov/pmn/files/472331.pdf,,,472331,2026-07-05,text,pdftotext-layout,recovered,2019-01-25,internal-pdf,2019-01-25,CC_530_472331.pdf,text/CC_530_472331.txt,221559,2019 Vineyard Council Retreat Final Minutes.pdf
