year,election_type,office,district,contest,candidate,votes,pct,rank,is_winner
2011,municipal general,Council,1,Herriman City Council District 1,JOHN KNOTWELL,263,40.71,2,False
2011,municipal general,Council,1,Herriman City Council District 1,Write-in,1,0.15,3,False
2011,municipal general,Council,2,Herriman City Council District 2,CORALEE WESSMANMOSER,429,65.1,1,True
2011,municipal general,Council,2,Herriman City Council District 2,RAQUEL H DELUCA,224,33.99,2,False
2011,municipal general,Council,2,Herriman City Council District 2,Write-in,6,0.91,3,False
2011,municipal general,Council,4,Herriman City Council District 4,JOHN MICHAEL DAY,316,73.83,1,True
2011,municipal general,Council,4,Herriman City Council District 4,JANET OLANDER,112,26.17,2,False
2011,municipal general,Council,4,Herriman City Council District 4,Write-in,0,0.0,3,False
2011,municipal primary,Council,1,Herriman City Council District 1,MATT ROBINSON,216,63.53,1,True
2011,municipal primary,Council,1,Herriman City Council District 1,JOHN KNOTWELL,107,31.47,2,False
2011,municipal primary,Council,1,Herriman City Council District 1,STEPHEN K. ROBERTS,17,5.0,3,False
2011,municipal primary,Council,2,Herriman City Council District 2,CORALEE WESSMAN-MOSE,221,47.12,1,True
2011,municipal primary,Council,2,Herriman City Council District 2,RAQUEL DELUCA,136,29.0,2,False
2011,municipal primary,Council,2,Herriman City Council District 2,JEFF D. RIFLEMAN,51,10.87,3,False
2011,municipal primary,Council,2,Herriman City Council District 2,DUSTIN STOUT,41,8.74,4,False
2011,municipal primary,Council,2,Herriman City Council District 2,ANDREW DIAZ,20,4.26,5,False
2011,municipal primary,Council,4,Herriman City Council District 4,JOHN MICHAEL DAY,238,70.0,1,True
2011,municipal primary,Council,4,Herriman City Council District 4,JANET OLANDER,42,12.35,2,False
2011,municipal primary,Council,4,Herriman City Council District 4,JESSICA MORTON,24,7.06,3,False
2011,municipal primary,Council,4,Herriman City Council District 4,TROY HOOTON,24,7.06,4,False
2011,municipal primary,Council,4,Herriman City Council District 4,DAVID S HOLLY,7,2.06,5,False
2011,municipal primary,Council,4,Herriman City Council District 4,ERIK J. SCHWEITZER,5,1.47,6,False
2013,municipal general,Council,2,Herriman City Council District 2,CORALEE WESSMAN-MOSER,736,75.49,1,True
2013,municipal general,Council,2,Herriman City Council District 2,JEFF DAVIS RIFLEMAN,237,24.31,2,False
2013,municipal general,Council,2,Herriman City Council District 2,Write-in,2,0.21,3,False
2013,municipal general,Council,3,Herriman City Council District 3,CRAIG B. TISCHNER,470,51.59,1,True
2013,municipal general,Council,3,Herriman City Council District 3,CODY W. STROMBERG,438,48.08,2,False
2013,municipal general,Council,3,Herriman City Council District 3,Write-in,3,0.33,3,False
2013,municipal general,Mayor,,Herriman City Mayor,CARMEN R. FREEMAN,1997,58.86,1,True
2013,municipal general,Mayor,,Herriman City Mayor,MICHELLE BAGULEY,1347,39.7,2,False
2013,municipal general,Mayor,,Herriman City Mayor,Write-in,49,1.44,3,False
2013,municipal primary,Mayor,,Herriman City Mayor,CARMEN R. FREEMAN,699,44.64,1,True
2013,municipal primary,Mayor,,Herriman City Mayor,MICHELLE BAGULEY,469,29.95,2,False
2013,municipal primary,Mayor,,Herriman City Mayor,ANTHONY TODD DICONZA,311,19.86,3,False
2013,municipal primary,Mayor,,Herriman City Mayor,TEDDY M. HODGES,87,5.56,4,False
2015,municipal general,Council,1,Herriman City Council District 1,JARED HENDERSON,599,57.76,1,True
2015,municipal general,Council,1,Herriman City Council District 1,BETHANY ZEYER,438,42.24,2,False
2015,municipal general,Council,4,Herriman City Council District 4,NICOLE MARTIN,961,54.39,1,True
2015,municipal general,Council,4,Herriman City Council District 4,DAVID WATTS,806,45.61,2,False
2015,municipal primary,Council,1,Herriman City Council District 1,BETHANY ZEYER,272,39.94,1,True
2015,municipal primary,Council,1,Herriman City Council District 1,JARED HENDERSON,192,28.19,2,False
2015,municipal primary,Council,1,Herriman City Council District 1,STEVE GARRETT,185,27.17,3,False
2015,municipal primary,Council,1,Herriman City Council District 1,JARED CONLEY,32,4.7,4,False
2015,municipal primary,Council,4,Herriman City Council District 4,NICOLE MARTIN,404,45.8,1,True
2015,municipal primary,Council,4,Herriman City Council District 4,DAVID WATTS,269,30.5,2,False
2015,municipal primary,Council,4,Herriman City Council District 4,KURT HURDSMAN,120,13.61,3,False
2015,municipal primary,Council,4,Herriman City Council District 4,VALARIE KINGSBURY,89,10.09,4,False
2017,municipal general,Council,2,Herriman City Council District 2,CLINT SMITH,644,50.91,1,True
2017,municipal general,Council,2,Herriman City Council District 2,JARED D. RICHARDSON,621,49.09,2,False
2017,municipal general,Council,3,Herriman City Council District 3,SHERRIE OHRN,545,50.42,1,True
2017,municipal general,Council,3,Herriman City Council District 3,CODY STROMBERG,536,49.58,2,False
2017,municipal general,Mayor,,Herriman City Mayor,DAVID WATTS,2386,53.59,1,True
2017,municipal general,Mayor,,Herriman City Mayor,CORALEE WESSMAN-MOSER,2066,46.41,2,False
2017,municipal primary,Council,2,Herriman City Council District 2,CLINT SMITH,387,44.9,1,True
2017,municipal primary,Council,2,Herriman City Council District 2,JARED D. RICHARDSON,259,30.05,2,False
2017,municipal primary,Council,2,Herriman City Council District 2,MELISSA JOHN,216,25.06,3,False
2017,municipal primary,Council,3,Herriman City Council District 3,CODY STROMBERG,326,40.85,1,True
2017,municipal primary,Council,3,Herriman City Council District 3,SHERRIE OHRN,325,40.73,2,False
2017,municipal primary,Council,3,Herriman City Council District 3,SILONI MAKARITA VIMAHI PILI,147,18.42,3,False
2017,municipal primary,Mayor,,Herriman City Mayor,CORALEE WESSMAN-MOSER,1404,43.82,1,True
2017,municipal primary,Mayor,,Herriman City Mayor,DAVID WATTS,839,26.19,2,False
2017,municipal primary,Mayor,,Herriman City Mayor,DAVID H. HOWE,564,17.6,3,False
2017,municipal primary,Mayor,,Herriman City Mayor,JOE DARGER,397,12.39,4,False
2019,municipal general,Council,1,Herriman City Council District 1,JARED HENDERSON,601,100.0,1,True
2019,municipal general,Council,4,Herriman City Council District 4,STEVEN L. SHIELDS,952,68.94,1,True
2019,municipal general,Council,4,Herriman City Council District 4,DARRYL FENN,429,31.06,2,False
2021,municipal general,Council,2,Herriman City Council District 2,TEDDY HODGES,1042,69.19,1,True
2021,municipal general,Council,2,Herriman City Council District 2,ALY ESCOBAR,464,30.81,2,False
2021,municipal general,Council,3,Herriman City Council District 3,SHERRIE OHRN,1178,100.0,1,True
2021,municipal general,Mayor,,Herriman City Mayor,LORIN PALMER,4291,63.21,1,True
2021,municipal general,Mayor,,Herriman City Mayor,CLINT SMITH,2498,36.79,2,False
2023,municipal general,Council,1,Herriman City Council District 1,JARED HENDERSON,837,54.42,1,True
2023,municipal general,Council,1,Herriman City Council District 1,CHRIS ROBERTS,701,45.58,2,False
2023,municipal general,Council,4,Herriman City Council District 4,STEVEN L. SHIELDS,908,65.61,1,True
2023,municipal general,Council,4,Herriman City Council District 4,MATT BELLO,476,34.39,2,False
2025,municipal general,Council,2,Herriman City Council District 2,TEDDY M HODGES,1959,100.0,1,True
2025,municipal general,Council,2,Herriman City Council District 2,Write-in (unresolved),0,0.0,2,False
2025,municipal general,Council,3,Herriman City Council District 3,MATT BASHAM,1583,56.94,1,True
2025,municipal general,Council,3,Herriman City Council District 3,HEATHER GARCIA,1197,43.06,2,False
2025,municipal general,Council,3,Herriman City Council District 3,Write-in (unresolved),0,0.0,3,False
2025,municipal general,Council,4,Herriman City Council District 4,TERRAH ANDERSON,1431,100.0,1,True
2025,municipal general,Council,4,Herriman City Council District 4,Write-in (unresolved),0,0.0,2,False
2025,municipal general,Mayor,,Herriman City Mayor,LORIN PALMER,6884,75.23,1,True
2025,municipal general,Mayor,,Herriman City Mayor,TY R. BRADY,2267,24.77,2,False
2025,municipal general,Mayor,,Herriman City Mayor,Write-in (unresolved),0,0.0,3,False
2025,municipal primary,Council,3,Herriman City Council District 3,MATT BASHAM,570,48.02,1,True
2025,municipal primary,Council,3,Herriman City Council District 3,HEATHER GARCIA,390,32.86,2,False
2025,municipal primary,Council,3,Herriman City Council District 3,RODMAN D. GRIMM,227,19.12,3,False
2025,municipal primary,Council,3,Herriman City Council District 3,Write-in (unresolved),0,0.0,4,False
