year,election_type,office,district,contest,contest_verbatim,n_seats,n_candidates,voting_method,total_votes,total_first_choice_votes,winner,winner_votes,winner_pct,runner_up,runner_up_votes,margin_votes,margin_pct,registered_voters,ballots_cast,turnout_pct,uncontested,suppressed_precincts,note,source_file
2011,municipal primary,Council,2,Herriman City Council District 2,HERRIMAN CITY COUNCIL 2,1,5,plurality,469,,CORALEE WESSMAN-MOSE,221,47.12,RAQUEL DELUCA,136,85,18.12,2525,,,False,False,,2011-09-13-municipal-primary-sovc.xlsx
2011,municipal primary,Council,4,Herriman City Council District 4,HERRIMAN CITY COUNCIL 4,1,6,plurality,340,,JOHN MICHAEL DAY,238,70.0,JANET OLANDER,42,196,57.65,2219,,,False,False,,2011-09-13-municipal-primary-sovc.xlsx
2013,municipal general,Council,2,Herriman City Council District 2,HERRIMAN CITY COUNCIL DIST 2,1,3,plurality,975,,CORALEE WESSMAN-MOSER,736,75.49,JEFF DAVIS RIFLEMAN,237,499,51.18,2866,,,False,False,,2013-11-05-municipal-general-sovc.xlsx
2013,municipal general,Council,3,Herriman City Council District 3,HERRIMAN CITY COUNCIL DIST 3,1,3,plurality,911,,CRAIG B. TISCHNER,470,51.59,CODY W. STROMBERG,438,32,3.51,2553,,,False,False,,2013-11-05-municipal-general-sovc.xlsx
2013,municipal general,Mayor,,Herriman City Mayor,HERRIMAN CITY MAYOR,1,3,plurality,3393,,CARMEN R. FREEMAN,1997,58.86,MICHELLE BAGULEY,1347,650,19.16,10707,,,False,False,,2013-11-05-municipal-general-sovc.xlsx
2013,municipal primary,Mayor,,Herriman City Mayor,HERRIMAN CITY MAYOR,1,4,plurality,1566,,CARMEN R. FREEMAN,699,44.64,MICHELLE BAGULEY,469,230,14.69,10423,,,False,False,,2013-08-13-municipal-primary-sovc.xlsx
2015,municipal general,Council,1,Herriman City Council District 1,HERRIMAN CITY COUNCIL DIST 1,1,2,plurality,1037,,JARED HENDERSON,599,57.76,BETHANY ZEYER,438,161,15.53,2340,,,False,False,,2015-11-03-municipal-general-election-statement-of-votes-cast.zip
2015,municipal general,Council,4,Herriman City Council District 4,HERRIMAN CITY COUNCIL DIST 4,1,2,plurality,1767,,NICOLE MARTIN,961,54.39,DAVID WATTS,806,155,8.77,3562,,,False,False,,2015-11-03-municipal-general-election-statement-of-votes-cast.zip
2015,municipal primary,Council,1,Herriman City Council District 1,HERRIMAN CITY COUNCIL DIST 1,1,4,plurality,681,,BETHANY ZEYER,272,39.94,JARED HENDERSON,192,80,11.75,2263,,,False,False,,2015-08-11-municipal-primary-sovc.xlsx
2015,municipal primary,Council,4,Herriman City Council District 4,HERRIMAN CITY COUNCIL DIST 4,1,4,plurality,882,,NICOLE MARTIN,404,45.8,DAVID WATTS,269,135,15.31,3437,,,False,False,,2015-08-11-municipal-primary-sovc.xlsx
2017,municipal general,Council,2,Herriman City Council District 2,HERRIMAN CITY CNCL DIST 2,1,2,plurality,1265,,CLINT SMITH,644,50.91,JARED D. RICHARDSON,621,23,1.82,3869,,,False,False,,2017-11-07-general-election-statement-of-votes-cast.zip
2017,municipal general,Council,3,Herriman City Council District 3,HERRIMAN CITY CNCL DIST 3,1,2,plurality,1081,,SHERRIE OHRN,545,50.42,CODY STROMBERG,536,9,0.83,3236,,,False,False,,2017-11-07-general-election-statement-of-votes-cast.zip
2017,municipal general,Mayor,,Herriman City Mayor,HERRIMAN CITY MAYOR,1,2,plurality,4452,,DAVID WATTS,2386,53.59,CORALEE WESSMAN-MOSER,2066,320,7.19,15189,,,False,False,,2017-11-07-general-election-statement-of-votes-cast.zip
2017,municipal primary,Council,2,Herriman City Council District 2,HERRIMAN CITY COUNCIL DIST 2,1,3,plurality,862,,CLINT SMITH,387,44.9,JARED D. RICHARDSON,259,128,14.85,3741,,,False,False,,2017-08-15-primary-election-statement-of-votes-cast.zip
2017,municipal primary,Council,3,Herriman City Council District 3,HERRIMAN CITY COUNCIL DIST 3,1,3,plurality,798,,CODY STROMBERG,326,40.85,SHERRIE OHRN,325,1,0.13,3195,,,False,False,,2017-08-15-primary-election-statement-of-votes-cast.zip
2017,municipal primary,Mayor,,Herriman City Mayor,HERRIMAN CITY MAYOR,1,4,plurality,3204,,CORALEE WESSMAN-MOSER,1404,43.82,DAVID WATTS,839,565,17.63,14798,,,False,False,,2017-08-15-primary-election-statement-of-votes-cast.zip
2019,municipal general,Council,1,Herriman City Council District 1,HERRIMAN CITY COUNCIL DISTRICT 1,1,1,plurality,601,,JARED HENDERSON,601,100.0,,0,601,100.0,4556,601,13.19,True,False,,2019-11-05-general-election-sovc.xlsx
2019,municipal general,Council,4,Herriman City Council District 4,HERRIMAN CITY COUNCIL DISTRICT 4,1,2,plurality,1381,,STEVEN L. SHIELDS,952,68.94,DARRYL FENN,429,523,37.87,6851,1381,20.16,False,False,,2019-11-05-general-election-sovc.xlsx
2021,municipal general,Council,2,Herriman City Council District 2,HERRIMAN CITY COUNCIL DISTRICT 2,1,2,plurality,1506,,TEDDY HODGES,1042,69.19,ALY ESCOBAR,464,578,38.38,5385,1548,28.75,False,False,,2021-11-02-general-election-sovc.xlsx
2021,municipal general,Council,3,Herriman City Council District 3,HERRIMAN CITY COUNCIL DISTRICT 3,1,1,plurality,1178,,SHERRIE OHRN,1178,100.0,,0,1178,100.0,4806,1386,28.84,True,False,,2021-11-02-general-election-sovc.xlsx
2021,municipal general,Mayor,,Herriman City Mayor,HERRIMAN CITY MAYOR,1,2,plurality,6789,,LORIN PALMER,4291,63.21,CLINT SMITH,2498,1793,26.41,26142,6801,26.02,False,False,,2021-11-02-general-election-sovc.xlsx
2023,municipal general,Council,1,Herriman City Council District 1,HERRIMAN CITY COUNCIL DISTRICT 1,1,2,plurality,1538,,JARED HENDERSON,837,54.42,CHRIS ROBERTS,701,136,8.84,6337,1515,23.91,False,False,,statementofvotescastrpt-official-report-12-05-2023-5.22pm.xlsx
2023,municipal general,Council,4,Herriman City Council District 4,HERRIMAN CITY COUNCIL DISTRICT 4,1,2,plurality,1384,,STEVEN L. SHIELDS,908,65.61,MATT BELLO,476,432,31.21,6570,1361,20.72,False,False,,statementofvotescastrpt-official-report-12-05-2023-5.22pm.xlsx
2025,municipal general,Council,2,Herriman City Council District 2,HERRIMAN CITY COUNCIL DISTRICT 2,1,1,plurality,1959,,TEDDY M HODGES,1959,100.0,Write-in (unresolved),0,1959,100.0,6704,2300,34.31,True,False,,2025-general-election-statementofvotescastrpt.xlsx
2025,municipal general,Council,3,Herriman City Council District 3,HERRIMAN CITY COUNCIL DISTRICT 3,1,2,plurality,2780,,MATT BASHAM,1583,56.94,HEATHER GARCIA,1197,386,13.88,8373,2854,34.09,False,False,,2025-general-election-statementofvotescastrpt.xlsx
2025,municipal general,Council,4,Herriman City Council District 4,HERRIMAN CITY COUNCIL DISTRICT 4 (2 YEAR TERM),1,1,plurality,1431,,TERRAH ANDERSON,1431,100.0,Write-in (unresolved),0,1431,100.0,7095,1727,24.34,True,False,2-year short term -- off-cycle special election to fill an unexpired District 4 seat (not a cycle shift),2025-general-election-statementofvotescastrpt.xlsx
2025,municipal general,Mayor,,Herriman City Mayor,HERRIMAN CITY MAYOR,1,2,plurality,9151,,LORIN PALMER,6884,75.23,TY R. BRADY,2267,4617,50.45,29200,9174,31.42,False,False,,2025-general-election-statementofvotescastrpt.xlsx
2025,municipal primary,Council,3,Herriman City Council District 3,HERRIMAN CITY COUNCIL DISTRICT 3,1,3,plurality,1187,,MATT BASHAM,570,48.02,HEATHER GARCIA,390,180,15.16,8369,1188,14.2,False,False,,final_official_statementofvotescastrpt_20250826.xlsx
2019,municipal primary,Council,4,Herriman City Council District 4,HERRIMAN CITY COUNCIL DISTRICT 4,1,5,plurality,1003,,STEVEN L. SHIELDS,567,56.53,DARRYL FENN,199,368,36.69,6607,,,False,False,2019 primary D4 (5-way) — recovered by the 2026-07-16 SLCo SOVC re-parse. The 2019 D4 general is already present. ballots_cast/turnout blank.,2019-08-13-municipal-primary-sovc.xlsx
2021,municipal primary,Mayor,,Herriman City Mayor,HERRIMAN CITY MAYOR,1,4,plurality,5241,,LORIN PALMER,2511,47.91,CLINT SMITH,1276,1235,23.56,,,,False,False,"2021 MAYOR primary — CONTEST-GRAIN from the SLCo election-night report (no 2021 primary precinct SOVC exists): Palmer 2,511 / Smith 1,276 / Jared Esselman 1,240 / Nicole Grange 214. registered_voters/ballots_cast/turnout blank (ENR PDF county-wide totals only).",2021-08-10-primary-election-results.pdf
