local_path,url,year,election_date,election_type,role,format,status,bytes,sha256,retrieved,provenance,notes
raw/2004/2004-06-22-primary-election.pdf,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2004-06-22-primary-election.pdf,2004,2004-06-22,primary,summary,pdf,mirrored,72832,b5ae1b54b61003ba351c96decd293e9f65f080e41c3742b1fb0bb20a6379a2e8,2026-08-01,fresh download from saltlakecounty.gov,county's certified summary/certification PDF — NOT parsed; used as the independent cross-check in verify_against_certifications.py
raw/2004/2004-11-02-general-canvass.xls,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2004-11-02-general-canvass.xls?v=01032022145530,2004,2004-11-02,general,sovc,xls,mirrored,968192,53a83e6bba8199595d205ff366b55c464a34c14e36d7af558a92159418d1ded4,2026-08-01,copied from local mirror ~/Desktop/slco-election-archive,precinct-grain Statement of Votes Cast — PARSED by normalize_sovc_county.py (see reconciliation_county.csv for the gate)
raw/2004/2004-11-02-general-election.pdf,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2004-11-02-general-election.pdf,2004,2004-11-02,general,summary,pdf,mirrored,112053,3928b916ebe4f2648f079c454960c681fd771452de6599e9ea2fb0c66bcd00cc,2026-08-01,fresh download from saltlakecounty.gov,county's certified summary/certification PDF — NOT parsed; used as the independent cross-check in verify_against_certifications.py
raw/2006/2006-06-27-primary-sovc.xls,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2006-06-27-primary-sovc.xls?v=01032022145530,2006,2006-06-27,primary,sovc,xls,mirrored,988160,64615610dc08098c641a679cdd91972637732e37ea91e356b082d2a690210e39,2026-08-01,copied from local mirror ~/Desktop/slco-election-archive,precinct-grain Statement of Votes Cast — PARSED by normalize_sovc_county.py (see reconciliation_county.csv for the gate)
raw/2006/2006-06-27-primary-election.pdf,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2006-06-27-primary-election.pdf,2006,2006-06-27,primary,summary,pdf,mirrored,62770,b5c4819931263e48ff9ec03e904bb89f19b7fa3655d11e43e7c39a619613c3a1,2026-08-01,fresh download from saltlakecounty.gov,county's certified summary/certification PDF — NOT parsed; used as the independent cross-check in verify_against_certifications.py
raw/2006/2006-11-07-general-sovc.xls,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2006-11-07-general-sovc.xls?v=01032022145530,2006,2006-11-07,general,sovc,xls,mirrored,23499776,95a1a287c47e0a673f6729c9ab37570b828eabe6569881fe0c4626642da9497f,2026-08-01,copied from local mirror ~/Desktop/slco-election-archive,precinct-grain Statement of Votes Cast — PARSED by normalize_sovc_county.py (see reconciliation_county.csv for the gate)
raw/2006/2006-11-07-general-election.pdf,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2006-11-07-general-election.pdf,2006,2006-11-07,general,summary,pdf,mirrored,105994,950e5ae6d097db4ec78057e50f69ab7bc4f3a6fe4843bef2524f168254609b41,2026-08-01,fresh download from saltlakecounty.gov,county's certified summary/certification PDF — NOT parsed; used as the independent cross-check in verify_against_certifications.py
raw/2008/2008-06-24-primary-sovc.xls,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2008-06-24-primary-sovc.xls?v=01032022145530,2008,2008-06-24,primary,sovc,xls,mirrored,1163776,c8fa6ebd405df2ed79f8669c184db3ae44fb093342b0c25f722e858e483d2d00,2026-08-01,copied from local mirror ~/Desktop/slco-election-archive,precinct-grain Statement of Votes Cast — PARSED by normalize_sovc_county.py (see reconciliation_county.csv for the gate)
raw/2008/2008-06-24-primary-election.pdf,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2008-06-24-primary-election.pdf,2008,2008-06-24,primary,summary,pdf,mirrored,64809,46247168cf0715131b3ab1d60af9d5f30c2f644cd21bb1b452e5054168c48ad0,2026-08-01,fresh download from saltlakecounty.gov,county's certified summary/certification PDF — NOT parsed; used as the independent cross-check in verify_against_certifications.py
raw/2008/2008-11-04-general-sovc.xls,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2008-11-04-general-sovc.xls?v=01032022145530,2008,2008-11-04,general,sovc,xls,mirrored,25759232,3918f8759966c99ce2b95891b104108490f457150525c66494e3dd83c0e1ab46,2026-08-01,copied from local mirror ~/Desktop/slco-election-archive,precinct-grain Statement of Votes Cast — PARSED by normalize_sovc_county.py (see reconciliation_county.csv for the gate)
raw/2010/2010-06-22-primary-sovc.xlsx,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2010-06-22-primary-sovc.xlsx?v=01032022145530,2010,2010-06-22,primary,sovc,xlsx,mirrored,939603,72cd8c30f43435c9aa1b84a87d3bf9baecbd9d4c84cd4580d7bfe94d23ead67b,2026-08-01,copied from local mirror ~/Desktop/slco-election-archive,precinct-grain Statement of Votes Cast — PARSED by normalize_sovc_county.py (see reconciliation_county.csv for the gate)
raw/2010/2010-06-22-primary-election.pdf,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2010-06-22-primary-election.pdf,2010,2010-06-22,primary,summary,pdf,mirrored,64361,2095522deaa248b4286d276c52716ae654d72fa75d9149fe5721cc477a501b9e,2026-08-01,fresh download from saltlakecounty.gov,county's certified summary/certification PDF — NOT parsed; used as the independent cross-check in verify_against_certifications.py
raw/2010/2010-11-02-general-sovc.xlsx,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2010-11-02-general-sovc.xlsx?v=01032022145530,2010,2010-11-02,general,sovc,xlsx,mirrored,20296613,0eb16290b103fee5643be3318cca5b15e5a3519d70342eabc87802672220c841,2026-08-01,copied from local mirror ~/Desktop/slco-election-archive,precinct-grain Statement of Votes Cast — PARSED by normalize_sovc_county.py (see reconciliation_county.csv for the gate)
raw/2010/2010-11-02-general-election.pdf,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2010-11-02-general-election.pdf,2010,2010-11-02,general,summary,pdf,mirrored,123733,d41de0637a086f69694ddfb980ea58c6d75b603d46865859a9253f6f2151ebfd,2026-08-01,fresh download from saltlakecounty.gov,county's certified summary/certification PDF — NOT parsed; used as the independent cross-check in verify_against_certifications.py
raw/2012/2012-06-26-primary-sovc.xlsx,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2012-06-26-primary-sovc.xlsx?v=01032022145530,2012,2012-06-26,primary,sovc,xlsx,mirrored,1869104,fe9ac28afbf01429ac2ac5ef31fa2cba1218a1fdb72312316d1b6116057c595c,2026-08-01,copied from local mirror ~/Desktop/slco-election-archive,precinct-grain Statement of Votes Cast — PARSED by normalize_sovc_county.py (see reconciliation_county.csv for the gate)
raw/2012/2012-06-26-primary-election.pdf,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2012-06-26-primary-election.pdf,2012,2012-06-26,primary,summary,pdf,mirrored,45937,6a3e3cf6d94f50944e17596d7793b0f90795cbc0a0b2c3b0fcf1d8335dd1f13a,2026-08-01,fresh download from saltlakecounty.gov,county's certified summary/certification PDF — NOT parsed; used as the independent cross-check in verify_against_certifications.py
raw/2012/2012-11-06-general-sovc.xlsx,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2012-11-06-general-sovc.xlsx?v=01032022145530,2012,2012-11-06,general,sovc,xlsx,mirrored,8422547,58efa449331e19d3917f6257a713d799c57b8e03dca6990162fd59c9e16ac530,2026-08-01,copied from local mirror ~/Desktop/slco-election-archive,precinct-grain Statement of Votes Cast — PARSED by normalize_sovc_county.py (see reconciliation_county.csv for the gate)
raw/2012/2012-11-06-general-election-with-recount-results.pdf,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2012-11-06-general-election-with-recount-results.pdf,2012,2012-11-06,general,summary,pdf,mirrored,105117,20d989075dfaf961eb055e821269405951cfbbce3b7f1e358cc45717ea2aef5a,2026-08-01,fresh download from saltlakecounty.gov,county's certified summary/certification PDF — NOT parsed; used as the independent cross-check in verify_against_certifications.py
raw/2014/2014-06-24-primary-sovc.xlsx,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2014-06-24-primary-sovc.xlsx?v=01032022145530,2014,2014-06-24,primary,sovc,xlsx,mirrored,607823,666c13db81b41e9a725a8cff3d52e7eac8363459a151c9ff2dfd921407216445,2026-08-01,copied from local mirror ~/Desktop/slco-election-archive,precinct-grain Statement of Votes Cast — PARSED by normalize_sovc_county.py (see reconciliation_county.csv for the gate)
raw/2014/2014-06-24-primary-election.pdf,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2014-06-24-primary-election.pdf,2014,2014-06-24,primary,summary,pdf,mirrored,45604,bb70f6e52dbcf1980257359cb3db0391db7d403034097789fd5a44547c7f6219,2026-08-01,fresh download from saltlakecounty.gov,county's certified summary/certification PDF — NOT parsed; used as the independent cross-check in verify_against_certifications.py
raw/2014/2014-11-04-general-sovc.xlsx,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2014-11-04-general-sovc.xlsx?v=01032022145530,2014,2014-11-04,general,sovc,xlsx,mirrored,9832053,48c774a60db4fb9b706c147afe0517bdc343121885a38bb2198d4032405de4df,2026-08-01,copied from local mirror ~/Desktop/slco-election-archive,precinct-grain Statement of Votes Cast — PARSED by normalize_sovc_county.py (see reconciliation_county.csv for the gate)
raw/2014/2014-11-04-general-election.pdf,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2014-11-04-general-election.pdf,2014,2014-11-04,general,summary,pdf,mirrored,86810,311b2244731dd5c2f5ba1603e65aabea4961b65f8afd3e8880a0bd93bd26e073,2026-08-01,fresh download from saltlakecounty.gov,county's certified summary/certification PDF — NOT parsed; used as the independent cross-check in verify_against_certifications.py
raw/2016/2016-06-28-primary-sovc.xlsx,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2016-06-28-primary-sovc.xlsx?v=01032022145530,2016,2016-06-28,primary,sovc,xlsx,mirrored,1087191,dde80e256ce901b19a7a57a92e110765eb8b243e50c4e000ca1d28531ccd7ff1,2026-08-01,copied from local mirror ~/Desktop/slco-election-archive,precinct-grain Statement of Votes Cast — PARSED by normalize_sovc_county.py (see reconciliation_county.csv for the gate)
raw/2016/2016-06-28-primary-election.pdf,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2016-06-28-primary-election.pdf,2016,2016-06-28,primary,summary,pdf,mirrored,70919,a8c0ab29c96f355cdfe19867c7524f8717db49be9a9d0b4e41c1c5091e6dbdae,2026-08-01,fresh download from saltlakecounty.gov,county's certified summary/certification PDF — NOT parsed; used as the independent cross-check in verify_against_certifications.py
raw/2016/2016-11-08-general-election-statement-of-votes-cast.zip,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2016-11-08-general-election-statement-of-votes-cast.zip?v=08242020123536,2016,2016-11-08,general,sovc,zip,mirrored,70188286,0bd2af05624c809790b1686b34531288dfa36b284c47dc197ba4b9bcf7d8c66b,2026-08-01,copied from local mirror ~/Desktop/slco-election-archive,precinct-grain Statement of Votes Cast — PARSED by normalize_sovc_county.py (see reconciliation_county.csv for the gate)
raw/2016/2016-11-08-general-election.pdf,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2016-11-08-general-election.pdf,2016,2016-11-08,general,summary,pdf,mirrored,532291,14fd2c3fbc2a2a461cac3d15b48d756e5fba806aaf06ff6eaf3452fc7da4da50,2026-08-01,fresh download from saltlakecounty.gov,county's certified summary/certification PDF — NOT parsed; used as the independent cross-check in verify_against_certifications.py
raw/2016/2016-12-06-house-32-recount-statement-of-votes-cast.zip,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2016-12-06-house-32-recount-statement-of-votes-cast.zip?v=08242020123536,2016,2016-12-06,recount,sovc,zip,mirrored,494648,2e0218163b0b4a6bb71d3fdf153213088891bf29a138c05fb6fbba2dabf3a339,2026-08-01,copied from local mirror ~/Desktop/slco-election-archive,precinct-grain Statement of Votes Cast — PARSED by normalize_sovc_county.py (see reconciliation_county.csv for the gate)
raw/2016/2016-12-06-house-32-general-election-recount-results.pdf,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2016-12-06-house-32-general-election-recount-results.pdf,2016,2016-12-06,recount,summary,pdf,mirrored,35808,d1798f0fefbe5f429c5f33403e1ae592d2f39c3c08f2247f91c8eb7712d21410,2026-08-01,fresh download from saltlakecounty.gov,county's certified summary/certification PDF — NOT parsed; used as the independent cross-check in verify_against_certifications.py
raw/2018/2018--06-26-primary-election-statement-of-votes-cast.zip,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2018--06-26-primary-election-statement-of-votes-cast.zip?v=08242020123536,2018,2018-06-26,primary,sovc,zip,mirrored,2770505,5a6b888315c91b4fa5f01f93d52eeae3bb9a5f610ba712e0c162e84cdbd7f659,2026-08-01,copied from local mirror ~/Desktop/slco-election-archive,precinct-grain Statement of Votes Cast — PARSED by normalize_sovc_county.py (see reconciliation_county.csv for the gate)
raw/2018/2018-06-18-primary-election.pdf,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2018-06-18-primary-election.pdf,2018,2018-06-26,primary,summary,pdf,mirrored,44352,3c73be760dbb7211ee075bf08c6419c72df1465480cf75bdf37c74406f063819,2026-08-01,fresh download from saltlakecounty.gov,county's certified summary/certification PDF — NOT parsed; used as the independent cross-check in verify_against_certifications.py
raw/2018/2018-11-06-general-election-sovc.xlsx,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2018-11-06-general-election-sovc.xlsx?v=12232021132557,2018,2018-11-06,general,sovc,xlsx,mirrored,2067813,d92c61d1e78ccbd086ca58ae656d9bf7d99cdad4df6bf82cf90dec5e1a40a533,2026-08-01,copied from local mirror ~/Desktop/slco-election-archive,precinct-grain Statement of Votes Cast — PARSED by normalize_sovc_county.py (see reconciliation_county.csv for the gate)
raw/2018/2018-11-06-general-election-results.pdf,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2018-11-06-general-election-results.pdf,2018,2018-11-06,general,summary,pdf,mirrored,3134676,a73e75e4734db32d015397e51428cbdf21765ebc996ee936c27c05372ea29566,2026-08-01,fresh download from saltlakecounty.gov,county's certified summary/certification PDF — NOT parsed; used as the independent cross-check in verify_against_certifications.py
raw/2020/2020-03-03-presidential-primary-sovc.xls,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2020-03-03-presidential-primary-sovc.xls?v=12102021150722,2020,2020-03-03,presidential primary,sovc,xls,mirrored,7898988,54ca160e120fb3d8ae6f8cb9fea243abd3f7910e532a42dd864e2c5bd0c817c2,2026-08-01,copied from local mirror ~/Desktop/slco-election-archive,precinct-grain Statement of Votes Cast — PARSED by normalize_sovc_county.py (see reconciliation_county.csv for the gate)
raw/2020/2020-03-03-presidental-primary-results.pdf,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2020-03-03-presidental-primary-results.pdf,2020,2020-03-03,presidential primary,summary,pdf,mirrored,230332,d6ede64bba9672d4ccebf0787c59f4d5078ef27380d7af3a3303d18113b275dc,2026-08-01,fresh download from saltlakecounty.gov,county's certified summary/certification PDF — NOT parsed; used as the independent cross-check in verify_against_certifications.py
raw/2020/2020-06-30-primary-sovc.xls,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2020-06-30-primary-sovc.xls?v=12102021150722,2020,2020-06-30,primary,sovc,xls,mirrored,5214969,248ec9dbd6fc6693ef89039b1e211019920e522d66ddf1ea93d29b59f022466f,2026-08-01,copied from local mirror ~/Desktop/slco-election-archive,precinct-grain Statement of Votes Cast — PARSED by normalize_sovc_county.py (see reconciliation_county.csv for the gate)
raw/2020/2020-06-30-primary-results.pdf,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2020-06-30-primary-results.pdf,2020,2020-06-30,primary,summary,pdf,mirrored,714088,1671d01f98445b3a229122418ad59db1003c98c4841e8d297dae8e2bc897319a,2026-08-01,fresh download from saltlakecounty.gov,county's certified summary/certification PDF — NOT parsed; used as the independent cross-check in verify_against_certifications.py
raw/2020/2020-11-03-general-election-sovc.xlsx,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2020-11-03-general-election-sovc.xlsx?v=07072022132317,2020,2020-11-03,general,sovc,xlsx,mirrored,2609886,55f061e63170b7a0c442219ebbd6ce3e272a9bb48d95797d37bd9970f124446d,2026-08-01,copied from local mirror ~/Desktop/slco-election-archive,precinct-grain Statement of Votes Cast — PARSED by normalize_sovc_county.py (see reconciliation_county.csv for the gate)
raw/2020/2020-11-03-general-election-results.pdf,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/historical-election-results/2020-11-03-general-election-results.pdf,2020,2020-11-03,general,summary,pdf,mirrored,2951203,d86fd64e6389372805aaed049414a26c77a7ae36fde656e7f61a4a46d5f75b7c,2026-08-01,fresh download from saltlakecounty.gov,county's certified summary/certification PDF — NOT parsed; used as the independent cross-check in verify_against_certifications.py
raw/2022/statementofvotescast.xlsx,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/2022/statementofvotescast.xlsx,2022,2022-06-28,primary,sovc,xlsx,mirrored,853200,0ceb33f3e6bfbce1be31feee1ad985889a4272addf4df0f3a7f8792e296e7df3,2026-08-01,copied from local mirror ~/Desktop/slco-election-archive,precinct-grain Statement of Votes Cast — PARSED by normalize_sovc_county.py (see reconciliation_county.csv for the gate)
raw/2022/2022-06-28-primary-election-results.pdf,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/2022/2022-06-28-primary-election-results.pdf,2022,2022-06-28,primary,summary,pdf,mirrored,221579,ab2390c704a6ed09d66d85a699b230c1d13acf911ca86c1e5361db756f6e0ee4,2026-08-01,fresh download from saltlakecounty.gov,county's certified summary/certification PDF — NOT parsed; used as the independent cross-check in verify_against_certifications.py
raw/2022/statementofvotescastrpt-11-22-2022.xlsx,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/2022/statementofvotescastrpt-11-22-2022.xlsx,2022,2022-11-08,general,sovc,xlsx,mirrored,1746984,c1eead2cd715f5a5c0908745f6b6af8fdf5461a369e12c66bf7f2986e0154821,2026-08-01,copied from local mirror ~/Desktop/slco-election-archive,precinct-grain Statement of Votes Cast — PARSED by normalize_sovc_county.py (see reconciliation_county.csv for the gate)
raw/2022/2022-11-08-general-election-results.pdf,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/2022/2022-11-08-general-election-results.pdf,2022,2022-11-08,general,summary,pdf,mirrored,540786,e671c910ccaa1ebff6808d2f3f1362b60933539f96799cb14659ffdb4605fff9,2026-08-01,fresh download from saltlakecounty.gov,county's certified summary/certification PDF — NOT parsed; used as the independent cross-check in verify_against_certifications.py
raw/2024/statementofvotescastrpt_20240319.xlsx,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/statementofvotescastrpt_20240319.xlsx,2024,2024-03-05,presidential primary,sovc,xlsx,mirrored,136729,2b67aa66928964f4589648f2d1f60b1ef9244a77a25f952b515b0e14d290d71d,2026-08-01,copied from local mirror ~/Desktop/slco-election-archive,precinct-grain Statement of Votes Cast — PARSED by normalize_sovc_county.py (see reconciliation_county.csv for the gate)
raw/2024/statementofvotescastrpt_20240625.xlsx,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/statementofvotescastrpt_20240625.xlsx,2024,2024-06-25,primary,sovc,xlsx,mirrored,694737,a1fe3b7135c5e644d7d3c735f2cce3520d87b96f0593416f8c148656f3c8a43d,2026-08-01,copied from local mirror ~/Desktop/slco-election-archive,precinct-grain Statement of Votes Cast — PARSED by normalize_sovc_county.py (see reconciliation_county.csv for the gate)
raw/2024/2024-primary-summary-results.pdf,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/2024-primary-summary-results.pdf,2024,2024-06-25,primary,summary,pdf,mirrored,45548,c475430c23004f84b6baa1f73bfba5f53c92bd470405c5a9bd6b3821b366915d,2026-08-01,fresh download from saltlakecounty.gov,county's certified summary/certification PDF — NOT parsed; used as the independent cross-check in verify_against_certifications.py
raw/2024/statementofvotescastrpt-ushouse2recount.xlsx,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/statementofvotescastrpt-ushouse2recount.xlsx,2024,2024-08-05,recount,sovc,xlsx,mirrored,69097,404388879b9ee944a0fd1ead50b77e0e87a7960eac9cdc4dcbb8b33443f04137,2026-08-01,copied from local mirror ~/Desktop/slco-election-archive,precinct-grain Statement of Votes Cast — PARSED by normalize_sovc_county.py (see reconciliation_county.csv for the gate)
raw/2024/statementofvotescastrpt-11-19-2024.xlsx,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/statementofvotescastrpt-11-19-2024.xlsx,2024,2024-11-05,general,sovc,xlsx,mirrored,2716875,eb56cbaa7fc98a6d552a75a44ab4ec1455f1bcce51ad27edf9a67f65b092bfe0,2026-08-01,copied from local mirror ~/Desktop/slco-election-archive,precinct-grain Statement of Votes Cast — PARSED by normalize_sovc_county.py (see reconciliation_county.csv for the gate)
raw/2024/2024-general-election-certification.pdf,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/2024-general-election-certification.pdf,2024,2024-11-05,general,summary,pdf,mirrored,359379,26030d51a8177e8dd764e6f2bff0bc251343c4c230dc64f608d738185ec33ee2,2026-08-01,fresh download from saltlakecounty.gov,county's certified summary/certification PDF — NOT parsed; used as the independent cross-check in verify_against_certifications.py
raw/2026/2026-primary-cvr.csv,https://www.saltlakecounty.gov/globalassets/1-site-files/clerk/elections/election-results/2026/2026-primary-cvr.csv,2026,2026-06-23,primary,cvr,csv,mirrored,8039068,d996f81c0a3bcc0c0c84996b18b213fcb4649d8c3e3cda03015ed47793c2b3a3,2026-08-01,fresh download from saltlakecounty.gov,"ballot-level Cast Vote Record — catalogued only, no loader yet"
