year,election_type,contest,jurisdiction_slug,office,district,seats,candidate,party,votes,rank_in_contest,n_precincts,suppressed,source_file
2007,municipal general,HERRIMAN CITY COUNCIL AT LARGE,herriman,Council,At-Large,,RAQUEL H. DELUCA,,1052,3,11,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,HERRIMAN CITY COUNCIL AT LARGE,herriman,Council,At-Large,,MICHELLE BAILEY,,736,4,11,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,HERRIMAN CITY COUNCIL AT LARGE,herriman,Council,At-Large,,WRITE-IN,,18,5,11,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,HOLLADAY CITY COUNCIL 2,holladay,Council,2,,LYNN H. PACE,,1395,1,6,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,HOLLADAY CITY COUNCIL 2,holladay,Council,2,,WRITE-IN,,49,2,6,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,HOLLADAY CITY COUNCIL 4,holladay,Council,4,,E. BARRY TOPHAM,,970,1,6,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,HOLLADAY CITY COUNCIL 4,holladay,Council,4,,STEVEN R. PETERSON,,670,2,6,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,HOLLADAY CITY COUNCIL 4,holladay,Council,4,,WRITE-IN,,11,3,6,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,HOLLADAY CITY COUNCIL 5,holladay,Council,5,,"JOSEPH JAMES (JIM) PALMER, JR.",,967,1,13,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,HOLLADAY CITY COUNCIL 5,holladay,Council,5,,D. BLAINE ANDERSON,,694,2,13,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,HOLLADAY CITY COUNCIL 5,holladay,Council,5,,WRITE-IN,,10,3,13,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,MIDVALE CITY COUNCIL 1,midvale,Council,1,,ROBERT M HALE,,399,1,7,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,MIDVALE CITY COUNCIL 1,midvale,Council,1,,KELLY H BENNETT,,340,2,7,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,MIDVALE CITY COUNCIL 1,midvale,Council,1,,WRITE-IN,,7,3,7,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,MIDVALE CITY COUNCIL 2,midvale,Council,2,,PAUL C GLOVER,,776,1,6,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,MIDVALE CITY COUNCIL 2,midvale,Council,2,,WRITE-IN,,17,2,6,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,MIDVALE CITY COUNCIL 3,midvale,Council,3,,BRENT MOORE,,442,1,7,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,MIDVALE CITY COUNCIL 3,midvale,Council,3,,MONTE L. MILLERBERG,,379,2,7,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,MIDVALE CITY COUNCIL 3,midvale,Council,3,,WRITE-IN,,3,3,7,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,MURRAY CITY COUNCIL 1,murray,Council,1,,JEFF DREDGE,,1490,1,16,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,MURRAY CITY COUNCIL 1,murray,Council,1,,WRITE-IN,,31,2,16,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,MURRAY CITY COUNCIL 3,murray,Council,3,,JIM BRASS,,1437,1,10,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,MURRAY CITY COUNCIL 3,murray,Council,3,,WRITE-IN,,46,2,10,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,MURRAY CITY COUNCIL 5,murray,Council,5,,KRISTA K. DUNN,,1948,1,15,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,MURRAY CITY COUNCIL 5,murray,Council,5,,WRITE-IN,,41,2,15,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,RIVERTON CITY COUNCIL 1,riverton,Council,1,,ROY TINGEY,,783,1,7,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,RIVERTON CITY COUNCIL 1,riverton,Council,1,,SHELDON STEWART,,647,2,7,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,RIVERTON CITY COUNCIL 1,riverton,Council,1,,WRITE-IN,,3,3,7,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,RIVERTON CITY COUNCIL 2,riverton,Council,2,,KARMA BENTSON,,1009,1,4,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,RIVERTON CITY COUNCIL 2,riverton,Council,2,,WRITE-IN,,24,2,4,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,RIVERTON CITY COUNCIL 5,riverton,Council,5,,RANDY BRINKERHOFF,,568,1,6,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,RIVERTON CITY COUNCIL 5,riverton,Council,5,,GALEN K. MILLS,,557,2,6,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,RIVERTON CITY COUNCIL 5,riverton,Council,5,,WRITE-IN,,5,3,6,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SANDY CITY COUNCIL 2,sandy,Council,2,,DENNIS B. TENNEY,,2060,1,35,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SANDY CITY COUNCIL 2,sandy,Council,2,,REED B. HASLAM,,2009,2,35,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SANDY CITY COUNCIL 2,sandy,Council,2,,WRITE-IN,,17,3,35,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SANDY CITY COUNCIL 4,sandy,Council,4,,CHRIS MCCANDLESS,,2896,1,26,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SANDY CITY COUNCIL 4,sandy,Council,4,,DAVID KINGSBURY,,1254,2,26,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SANDY CITY COUNCIL 4,sandy,Council,4,,WRITE-IN,,11,3,26,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SANDY CITY COUNCIL AT LARGE,sandy,Council,At-Large,,LINDA SAVILLE,,14440,1,125,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SANDY CITY COUNCIL AT LARGE,sandy,Council,At-Large,,STEVE FAIRBANKS,,13724,2,125,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SANDY CITY COUNCIL AT LARGE,sandy,Council,At-Large,,WRITE-IN,,316,3,125,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SALT LAKE CITY COUNCIL 2,slc,Council,2,,VAN BLAIR TURNER,,1269,1,17,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SALT LAKE CITY COUNCIL 2,slc,Council,2,,J. MICHAEL CLARA,,1122,2,17,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SALT LAKE CITY COUNCIL 2,slc,Council,2,,WRITE-IN,,10,3,17,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SALT LAKE CITY COUNCIL 4,slc,Council,4,,LUKE GARROTT,,2844,1,25,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SALT LAKE CITY COUNCIL 4,slc,Council,4,,NANCY SAXTON,,2110,2,25,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SALT LAKE CITY COUNCIL 4,slc,Council,4,,WRITE-IN,,19,3,25,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SALT LAKE CITY COUNCIL 6,slc,Council,6,,J T MARTIN,,4921,1,28,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SALT LAKE CITY COUNCIL 6,slc,Council,6,,ROGER J. MCCONKIE,,4282,2,28,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SALT LAKE CITY COUNCIL 6,slc,Council,6,,WRITE-IN,,36,3,28,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SALT LAKE CITY MAYOR,slc,Mayor,,,RALPH BECKER,,27556,1,167,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SALT LAKE CITY MAYOR,slc,Mayor,,,DAVE BUHLER,,15524,2,167,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SALT LAKE CITY MAYOR,slc,Mayor,,,WRITE-IN,,129,3,167,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SOUTH JORDAN CITY COUNCIL 1,south_jordan,Council,1,,LEONA WINGER,,1553,1,8,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SOUTH JORDAN CITY COUNCIL 1,south_jordan,Council,1,,WRITE-IN,,41,2,8,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SOUTH JORDAN CITY COUNCIL 2,south_jordan,Council,2,,KATHIE L. JOHNSON,,754,1,6,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SOUTH JORDAN CITY COUNCIL 2,south_jordan,Council,2,,GORDON C. MADSEN,,730,2,6,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SOUTH JORDAN CITY COUNCIL 2,south_jordan,Council,2,,WRITE-IN,,3,3,6,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SOUTH JORDAN CITY COUNCIL 4,south_jordan,Council,4,,ALETA A. TAYLOR,,1005,1,7,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SOUTH JORDAN CITY COUNCIL 4,south_jordan,Council,4,,DAVID W. COLTON,,658,2,7,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SOUTH JORDAN CITY COUNCIL 4,south_jordan,Council,4,,WRITE-IN,,4,3,7,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SOUTH SALT LAKE COUNCIL AT LRG,south_salt_lake,Council,,,MIKE RUTTER,,1150,1,16,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SOUTH SALT LAKE COUNCIL AT LRG,south_salt_lake,Council,,,HERBERT T. GOLDHARDT,,1114,2,16,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SOUTH SALT LAKE COUNCIL AT LRG,south_salt_lake,Council,,,WRITE-IN,,20,3,16,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SOUTH SALT LAKE CITY COUNCIL 1,south_salt_lake,Council,1,,MARILYN H. BRUSCH,,401,1,4,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SOUTH SALT LAKE CITY COUNCIL 1,south_salt_lake,Council,1,,RYAN GOLD,,311,2,4,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SOUTH SALT LAKE CITY COUNCIL 1,south_salt_lake,Council,1,,WRITE-IN,,3,3,4,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SOUTH SALT LAKE CITY COUNCIL 4,south_salt_lake,Council,4,,ROY TURNER,,311,1,4,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SOUTH SALT LAKE CITY COUNCIL 4,south_salt_lake,Council,4,,BILL ANDERSON,,267,2,4,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SOUTH SALT LAKE CITY COUNCIL 4,south_salt_lake,Council,4,,WRITE-IN,,2,3,4,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SOUTH SALT LAKE CITY COUNCIL 5,south_salt_lake,Council,5,,L. SHANE SIWIK,,190,1,2,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SOUTH SALT LAKE CITY COUNCIL 5,south_salt_lake,Council,5,,ERIC KINGSTON,,80,2,2,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,SOUTH SALT LAKE CITY COUNCIL 5,south_salt_lake,Council,5,,WRITE-IN,,0,3,2,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,TAYLORSVILLE CITY COUNCIL 1,taylorsville,Council,1,,D.L. 'BUD' CATLIN,,955,1,8,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,TAYLORSVILLE CITY COUNCIL 1,taylorsville,Council,1,,JOHN E. GIDNEY,,504,2,8,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,TAYLORSVILLE CITY COUNCIL 1,taylorsville,Council,1,,WRITE-IN,,7,3,8,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,TAYLORSVILLE CITY COUNCIL 2,taylorsville,Council,2,,MORRIS K. PRATT,,1412,1,8,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,TAYLORSVILLE CITY COUNCIL 2,taylorsville,Council,2,,WRITE-IN,,33,2,8,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,TAYLORSVILLE CITY COUNCIL 3,taylorsville,Council,3,,JERRY W. RECHTENBACH,,1658,1,10,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,TAYLORSVILLE CITY COUNCIL 3,taylorsville,Council,3,,WRITE-IN,,34,2,10,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,WEST JORDAN CITY COUNCIL 1,west_jordan,Council,1,,KIM V ROLFE,,2928,1,20,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,WEST JORDAN CITY COUNCIL 1,west_jordan,Council,1,,NATHAN GEDGE,,1050,2,20,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,WEST JORDAN CITY COUNCIL 1,west_jordan,Council,1,,WRITE-IN,,31,3,20,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,WEST JORDAN CITY COUNCIL 2,west_jordan,Council,2,,JIM LEMS,,2351,1,18,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,WEST JORDAN CITY COUNCIL 2,west_jordan,Council,2,,ROB BENNETT,,1681,2,18,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,WEST JORDAN CITY COUNCIL 2,west_jordan,Council,2,,WRITE-IN,,25,3,18,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,WEST JORDAN CITY COUNCIL 3,west_jordan,Council,3,,BEN SOUTHWORTH,,1772,1,18,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,WEST JORDAN CITY COUNCIL 3,west_jordan,Council,3,,MIKE KELLERMEYER,,1135,2,18,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,WEST JORDAN CITY COUNCIL 3,west_jordan,Council,3,,WRITE-IN,,16,3,18,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,WEST JORDAN CITY COUNCIL 4,west_jordan,Council,4,,LYLE C. SUMMERS,,1788,1,18,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,WEST JORDAN CITY COUNCIL 4,west_jordan,Council,4,,CLIVE M. KILLPACK,,1691,2,18,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,WEST JORDAN CITY COUNCIL 4,west_jordan,Council,4,,WRITE-IN,,25,3,18,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,WEST VALLEY CITY COUNCIL AT LRG,west_valley,Council,,,COREY LYNN RUSHTON,,7643,1,77,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,WEST VALLEY CITY COUNCIL AT LRG,west_valley,Council,,,JACK B MATHESON,,5760,2,77,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,WEST VALLEY CITY COUNCIL AT LRG,west_valley,Council,,,WRITE-IN,,55,3,77,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,WEST VALLEY CITY COUNCIL 1,west_valley,Council,1,,CAROLYNN BURT,,1471,1,16,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,WEST VALLEY CITY COUNCIL 1,west_valley,Council,1,,ADAM CALVIN LEFFLER,,817,2,16,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,WEST VALLEY CITY COUNCIL 1,west_valley,Council,1,,WRITE-IN,,6,3,16,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,WEST VALLEY CITY COUNCIL 3,west_valley,Council,3,,RUSSEL K. BROOKS,,2525,1,20,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,WEST VALLEY CITY COUNCIL 3,west_valley,Council,3,,CLINT CHILD,,1461,2,20,false,2007-11-06-municipal-general-sovc.xls
2007,municipal general,WEST VALLEY CITY COUNCIL 3,west_valley,Council,3,,WRITE-IN,,10,3,20,false,2007-11-06-municipal-general-sovc.xls
2007,municipal primary,BLUFFDALE CITY COUNCIL AT LARGE,bluffdale,Council,At-Large,,MARTHA SPEED,,330,1,6,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,BLUFFDALE CITY COUNCIL AT LARGE,bluffdale,Council,At-Large,,BRUCE M. KARTCHNER,,329,2,6,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,BLUFFDALE CITY COUNCIL AT LARGE,bluffdale,Council,At-Large,,ROD L. FLANIGAN,,277,3,6,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,BLUFFDALE CITY COUNCIL AT LARGE,bluffdale,Council,At-Large,,TROY E CHISHOLM,,249,4,6,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,BLUFFDALE CITY COUNCIL AT LARGE,bluffdale,Council,At-Large,,JESSE KELLEY,,228,5,6,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,BLUFFDALE CITY COUNCIL AT LARGE,bluffdale,Council,At-Large,,DON T. WHITE,,199,6,6,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,BLUFFDALE CITY COUNCIL AT LARGE,bluffdale,Council,At-Large,,STEVEN LEVESQUE,,158,7,6,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,BLUFFDALE CITY COUNCIL AT LARGE,bluffdale,Council,At-Large,,TROY G. RICKS,,123,8,6,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,BLUFFDALE CITY COUNCIL AT LARGE,bluffdale,Council,At-Large,,HEIREANN THORNLEY,,121,9,6,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,BLUFFDALE CITY COUNCIL AT LARGE,bluffdale,Council,At-Large,,PATI HOGLUND,,114,10,6,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,DRAPER CITY COUNCIL AT LARGE,draper,Council,At-Large,,BART BARKER,,1012,1,32,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,DRAPER CITY COUNCIL AT LARGE,draper,Council,At-Large,,ALAN SUMMERHAYS,,1002,2,32,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,DRAPER CITY COUNCIL AT LARGE,draper,Council,At-Large,,TROY K. WALKER,,822,3,32,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,DRAPER CITY COUNCIL AT LARGE,draper,Council,At-Large,,BILL COLBERT,,779,4,32,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,DRAPER CITY COUNCIL AT LARGE,draper,Council,At-Large,,SCOTT TANNER,,720,5,32,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,DRAPER CITY COUNCIL AT LARGE,draper,Council,At-Large,,NICK RAMOND,,629,6,32,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,DRAPER CITY COUNCIL AT LARGE,draper,Council,At-Large,,PAUL TONKS,,605,7,32,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,DRAPER CITY COUNCIL AT LARGE,draper,Council,At-Large,,ERIC HELT,,597,8,32,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,DRAPER CITY COUNCIL AT LARGE,draper,Council,At-Large,,RYAN S. DAW,,589,9,32,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,DRAPER CITY COUNCIL AT LARGE,draper,Council,At-Large,,JOHN LUCKY,,379,10,32,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,DRAPER CITY COUNCIL AT LARGE,draper,Council,At-Large,,STEVE ORGILL,,335,11,32,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,DRAPER CITY COUNCIL AT LARGE,draper,Council,At-Large,,TROY TAIT,,331,12,32,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,DRAPER CITY COUNCIL AT LARGE,draper,Council,At-Large,,JACK WIGNALL,,268,13,32,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,HERRIMAN CITY COUNCIL AT LARGE,herriman,Council,At-Large,,MIKE DAY,,366,1,11,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,HERRIMAN CITY COUNCIL AT LARGE,herriman,Council,At-Large,,MATT ROBINSON,,294,2,11,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,HERRIMAN CITY COUNCIL AT LARGE,herriman,Council,At-Large,,RAQUEL H. DELUCA,,210,3,11,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,HERRIMAN CITY COUNCIL AT LARGE,herriman,Council,At-Large,,MICHELLE BAILEY,,176,4,11,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,HERRIMAN CITY COUNCIL AT LARGE,herriman,Council,At-Large,,JEFFERY MORTON,,89,5,11,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,HERRIMAN CITY COUNCIL AT LARGE,herriman,Council,At-Large,,ETHAN ROBERT CHANDLE,,70,6,11,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,HOLLADAY CITY COUNCIL #4,holladay,Council,,,E. BARRY TOPHAM,,232,1,6,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,HOLLADAY CITY COUNCIL #4,holladay,Council,,,STEVEN R. PETERSON,,178,2,6,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,HOLLADAY CITY COUNCIL #4,holladay,Council,,,JOHN CHRISTOPHER,,53,3,6,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,MIDVALE CITY COUNCIL DIST #1,midvale,Council,,,ROBERT M HALE,,104,1,7,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,MIDVALE CITY COUNCIL DIST #1,midvale,Council,,,KELLY H BENNETT,,58,2,7,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,MIDVALE CITY COUNCIL DIST #1,midvale,Council,,,LYNN FUELLING,,43,3,7,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,MIDVALE CITY COUNCIL DIST #1,midvale,Council,,,E. PAUL SMITH,,27,4,7,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,RIVERTON CITY COUNCIL #1,riverton,Council,,,ROY TINGEY,,131,1,7,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,RIVERTON CITY COUNCIL #5,riverton,Council,,,GALEN K. MILLS,,109,1,6,false,2007-09-11-municipal-primary-sovc.xls
2007,municipal primary,RIVERTON CITY COUNCIL #1,riverton,Council,,,SHELDON STEWART,,128,2,7,false,2007-09-11-municipal-primary-sovc.xls
