year,election_date,election_type,source_file,sheet,contest,candidate,parsed_sum,certified_total,delta,suppressed_cells,status
2002,2002-06-25,primary,2002-06-25-primary-canvass.xls,PRI02CAN,School Prc #4 SALT LAKE CITY SCHOOL DISTRICT,JOEL K. BRISCOE,270,270,0,0,exact
2002,2002-06-25,primary,2002-06-25-primary-canvass.xls,PRI02CAN,Township,AFTON BRAY BABECKI,6,6,0,0,exact
2002,2002-06-25,primary,2002-06-25-primary-canvass.xls,PRI02CAN,Township,BOB BABECKI,2,2,0,0,exact
2002,2002-06-25,primary,2002-06-25-primary-canvass.xls,PRI02CAN,Township,HARVEY SEAL,37,37,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,Straight Party,DEMOCRATIC,36685,36685,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,Straight Party,REPUBLICAN,42271,42271,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,Straight Party,GREEN,824,824,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,Straight Party,LIBERTARIAN,919,919,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,US Rep Dist #1,DAVE THOMAS DEM,9218,9218,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,US Rep Dist #1,ROB BISHOP REP,5367,5367,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,US Rep Dist #1,CRAIG AXFORD GRN,933,933,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,US Rep Dist #1,CHARLES JOHNSTON,0,0,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,US Rep Dist #2,JIM MATHESON DEM,78845,78845,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,US Rep Dist #2,JOHN SWALLOW REP,52597,52597,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,US Rep Dist #2,PATRICK DIEHL GRN,1897,1897,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,US Rep Dist #2,RON COPIER LIB,1083,1083,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,US Rep Dist #3,NANCY JANE WOODSIDE DEM,25787,25787,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,US Rep Dist #3,CHRIS CANNON REP,43745,43745,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,US Rep Dist #3,KITTY K. BURTON LIB,2723,2723,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,US Rep Dist #3,MARK H. WILLIAMS,0,0,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Senate Dist #1-2YR,NISA J. SISNEROS DEM,4506,4506,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Senate Dist #1-2YR,JAMES EVANS REP,4777,4777,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Senate Dist #1-2YR,JOHN M. RENTERIA GRN,411,411,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Senate Dist #1-2YR,RICHARD DAVID BARNES LIB,288,288,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Senate Dist #2,PAULA F. JULANDER DEM,14104,14104,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Senate Dist #3,GENE DAVIS DEM,9146,9146,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Senate Dist #3,BRADLEY B. PROBST REP,8512,8512,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Senate Dist #4,PATRICE ARENT DEM,15420,15420,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Senate Dist #4,STEVEN POULTON REP,12015,12015,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Senate Dist #5,ED MAYNE DEM,8885,8885,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Senate Dist #5,DEIDRE ANN TYLER REP,5068,5068,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Senate Dist #7,KAREN HALE DEM,20014,20014,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Senate Dist #7,FRANK MYLAR REP,10033,10033,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Senate Dist #9,AL MANSELL REP,16086,16086,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Senate Dist #9,CHARLES A. BONSALL LIB,3973,3973,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Senate Dist #11,BENNION L. SPENCER DEM,3634,3634,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Senate Dist #11,HOWARD STEPHENSON REP,7144,7144,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Senate Dist #12,RON ALLEN DEM,6658,6658,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Senate Dist #12,JACK NIELSEN REP,6612,6612,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Senate Dist #12,MILLIE PETERSON,239,239,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #20,LANNY J. HANSEN DEM,356,356,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #20,ANN W. HARDY REP,395,395,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #22,CARL W DUCKWORTH DEM,2568,2568,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #22,RONALD M. HENLINE REP,2295,2295,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #22,WILLIAM DAVID JONES LIB,194,194,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #23,DUANE BOURDEAUX DEM,2927,2927,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #23,ORRIN COLBY III REP,1373,1373,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #24,RALPH BECKER DEM,6043,6043,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #24,"JO ELLEN ""JODY"" MILLARD REP",3034,3034,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #25,SCOTT DANIELS DEM,5065,5065,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #25,WILLIAM (BILL) DINEHART REP,1716,1716,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #26,DAVID LITVACK DEM,2285,2285,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #26,MICHAEL J WILLIAMS REP,1397,1397,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #28,ROZ MCGEE DEM,6118,6118,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #28,KATHY WARNER BLACK REP,5780,5780,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #29,BRENT H. GOODFELLOW DEM,2747,2747,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #29,TROY STAKER REP,2047,2047,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #30,JACKIE BISKUPSKI DEM,5598,5598,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #30,D. SHANE SADLER REP,2038,2038,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #31,TY MCCARTNEY DEM,4245,4245,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #31,MICHAEL E. VAN WAGONER REP,2580,2580,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #32,COREY L. RUSHTON DEM,2774,2774,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #32,RON BIGELOW REP,2856,2856,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #33,NEAL B HENDRICKSON DEM,2730,2730,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #33,BILL PENOR REP,1878,1878,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #34,FRAN CROOKSTON DEM,2317,2317,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #34,KORY M. HOLDAWAY REP,3787,3787,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #34,LINDA J. PARSONS GRN,250,250,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #35,JUDY ANN BUFFMIRE DEM,2941,2941,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #35,DOUGLAS GRASSI REP,1716,1716,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #36,JACKIE L. LASSEN DEM,5793,5793,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #36,SUSAN LAWRENCE REP,6753,6753,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #37,CAROL SPACKMAN MOSS DEM,6409,6409,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #37,MARK H. STEFFENSEN REP,4954,4954,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #38,BRAD C. ALLEN DEM,1854,1854,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #38,ERIC HUTCHINGS REP,2830,2830,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #39,CINDY BESHEAR DEM,2887,2887,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #39,JIM DUNNIGAN REP,3122,3122,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #39,JIM DEXTER LIB,157,157,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #40,PATRICIA W. JONES DEM,5131,5131,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #40,GERI C. KELLEY REP,3114,3114,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #41,TRACY SCOTT COWDELL DEM,2695,2695,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #41,TODD E. KISER REP,3416,3416,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #42,JAYME L. ANDERSON DEM,1978,1978,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #42,"MARGARET ""PEGGY"" WALLACE REP",4071,4071,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #43,JAMES BRAMBLE DEM,2698,2698,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #43,WAYNE HARPER REP,4062,4062,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #43,D MARK FAUX LIB,161,161,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #44,TIM M. COSGROVE DEM,4004,4004,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #44,CHAD E. BENNION REP,4090,4090,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #45,MIKE OLSEN DEM,3993,3993,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #45,J. MORGAN PHILPOT REP,4115,4115,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #46,KAREN W. MORGAN DEM,6084,6084,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #46,BRIAN R. ALLEN REP,4315,4315,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #47,STEVEN R. MASCARO REP,4616,4616,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #48,TRISHA S. BECK DEM,4421,4421,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #48,LAVAR CHRISTENSEN REP,4454,4454,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #49,JON WRIGHT DEM,3787,3787,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #49,GREG J CURTIS REP,5462,5462,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #50,JACKSON RYSER DEM,2230,2230,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #50,MERLYNN T. NEWBOLD REP,5882,5882,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #51,GREG HUGHES REP,7224,7224,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,St. Rep #52,DAVID L. HOGUE REP,5936,5936,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,SL County Council At-Large #A,RANDY HORIUCHI DE,108724,108724,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,SL County Council At-Large #A,J BRUCE READING REP,96882,96882,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,SL County Council At-Large #A,DIANA LEE HIRSCHI GRN,14403,14403,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,SLCO Council DISTRICT #1,JOE HATCH DEM,19701,19701,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,SLCO Council DISTRICT #1,SEAN B. THOMAS REP,10702,10702,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,SLCO Council DISTRICT #1,PATRICK C. BEECROFT GRN,2804,2804,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,SLCO Council DISTRICT #3,MANUEL ROMERO DEM,12076,12076,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,SLCO Council DISTRICT #3,DAVID A. WILDE REP,16949,16949,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,SLCO Council DISTRICT #5,ELIZABETH ROMERO DEM,10652,10652,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,SLCO Council DISTRICT #5,CORTLUND G. ASHTON REP,19226,19226,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,County Assessor,LIZ FEHRMANN DEM,90880,90880,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,County Assessor,LEE GARDNER RE,125066,125066,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,County District Attorney,DAVID E. YOCOM DE,114075,114075,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,County District Attorney,LOHRA L. MILLER RE,103629,103629,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,County Auditor,MARK A. WHEATLEY DEM,83593,83593,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,County Auditor,CRAIG B. SORENSEN RE,123338,123338,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,County Auditor,JIM ELWELL LIB,9276,9276,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,County Clerk,SHERRIE SWENSEN DE,134339,134339,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,County Clerk,KEITH PROWS REP,83904,83904,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,County Recorder,JAN JOHNSON DE,100858,100858,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,County Recorder,GARY OTT RE,113485,113485,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,County Sheriff,BEAU BABKA DEM,98480,98480,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,County Sheriff,AARON D. KENNARD RE,121314,121314,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,County Surveyor,KIM W. LUNDEBERG DEM,94163,94163,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,County Surveyor,VAUGHN E. BUTLER RE,118925,118925,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,County Treasurer,GREGG LASSEN DEM,85905,85905,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,County Treasurer,LARRY W RICHARDSON RE,116508,116508,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,County Treasurer,HUGH A. BUTLER LIB,12729,12729,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,State BD of ED #3,GARN COOMBS NP,2201,2201,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,State BD of ED #3,EDWARD A. DALTON NP,2669,2669,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,State BD of ED #6,TIM BEAGLEY NP,11358,11358,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,State BD of ED #6,LARRY D. BUNKALL NP,7140,7140,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,State BD of ED #9,DENIS R. MORRILL NP,23324,23324,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,State BD of ED #10,LAUREL BROWN NP,31142,31142,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,Granite School District # 3,CONNIE C. BURGESS NP,3501,3501,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,Granite School District # 3,BRENT OVERSON NP,2474,2474,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,Granite School District # 5,JUDY A. WEEKS NP,4672,4672,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,Granite School District # 5,BRUCE R. CARDON NP,2313,2313,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,Granite School District # 6,JULENE JOLLEY NP,5440,5440,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,Granite School District # 6,TIMOTHY P. SCHULTE NP,2127,2127,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,Granite School District # 7,HENRY K BERTOCH NP,7380,7380,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,Jordan School District # 1,PEGGY JO KENNETT NP,7496,7496,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,Jordan School District # 2,ALAN BAGGETT NP,4010,4010,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,Jordan School District # 2,ELLEN S. WALLACE NP,7052,7052,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,Jordan School District # 3,BRYSON GARBETT NP,4507,4507,0,0,exact
2002,2002-11-05,general,2002-11-05-general-canvass.xls,2002 CANV,Jordan School District # 3,ANN C. FORBUSH NP,9345,9345,0,0,exact
