candidate,office,election_year,filing_date,reporting_period,filing_type,stated_total_contributions,stated_total_expenditures,stated_beginning_balance,stated_ending_balance,itemized_contrib_sum,itemized_expend_sum,reconciles_contrib,reconciles_expend,recon_delta_contrib,recon_delta_expend,self_funded_amount,n_contrib_rows,n_expend_rows,source_filing,document_id,extraction_confidence,notes,filing_regime
Conrad Campos,Council,2025,2025-10-28,Pre-general report (Oct 28 filing),interim,6750.00,7175.78,-425.78,-490.71,,64.93,,False,,-7110.85,0.00,0,2,raw/2025_adid311_conrad-campos-election-campaign-financial-disclosure.pdf,7ed0d0e2,low,vision-transcribed(read-tool); totals-only(no itemization); expend!=stated,
Corey Thomas,Council,2025,2025-10-28,Pre-general report (Oct 28 filing),interim,0.00,0.00,3201.03,3201.03,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/2025_adid308_corey-thomas-election-campaign-financial-disclosure.pdf,eda21633,medium,vision-transcribed(read-tool),
Ray deWolfe,Council,2025,2025-10-28,Pre-general report (Oct 28 filing),interim,2166.98,2166.98,0.00,0.00,2166.98,2155.73,True,False,0.00,-11.25,0.00,7,7,raw/2025_adid312_ray-dewolfe-election-campaign-financial-disclosure.pdf,12076531,low,vision-transcribed(read-tool); expend!=stated; superseded (cumulative snapshot; cycle total = latest report),
Sharla Bynum,Council,2025,2025-10-28,Pre-general report (Oct 28 filing),interim,1274.66,1274.66,0.00,0.00,1274.66,1274.66,True,True,0.00,0.00,674.66,4,4,raw/2025_adid309_sharla-bynum-election-campaign-financial-disclosure.pdf,977703bf,medium,vision-transcribed(read-tool),
Aileen Hampton,Council,2025,2025-12-04,Post-general final (Dec 4 filing),summary,0.00,57.32,57.32,0.00,0.00,57.32,True,True,0.00,0.00,0.00,0,3,raw/2025_adid318_aileen-hampton-post-election-filing-campaign-financial-disclosure.pdf,405acf93,medium,vision-transcribed(read-tool),
Brittany Karzen,Mayor,2025,2025-12-04,Post-general final (Dec 4 filing),summary,2800.00,2800.00,0.00,0.00,2800.00,2800.00,True,True,0.00,0.00,0.00,35,4,raw/2025_adid315_brittany-karzen-post-election-filing-campaign-financial-disclosure.pdf,14e1899e,high,vision-transcribed(read-tool),
Cherie Wood,Mayor,2025,2025-12-04,Post-general final (Dec 4 filing),summary,6000.00,11523.98,7388.83,1864.85,6000.00,11523.98,True,True,0.00,0.00,0.00,3,6,raw/2025_adid314_cherie-wood-post-election-filing-campaign-financial-disclosure.pdf,510a793c,high,vision-transcribed(read-tool),
Clarissa Williams,Council,2025,2025-12-04,Post-general final (Dec 4 filing),summary,0.00,0.00,70.49,70.49,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/2025_adid321_clarissa-williams-post-election-filing-campaign-financial-disclosure.pdf,836f97a5,high,vision-transcribed(read-tool),
Conrad Campos,Council,2025,2025-12-04,Post-general final (Dec 4 filing),summary,0.00,0.00,-490.71,-490.71,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/2025_adid320_conrad-campos-post-election-filing-campaign-financial-disclosure.pdf,77ecfa4e,high,vision-transcribed(read-tool),
Corey Thomas,Council,2025,2025-12-04,Post-general final (Dec 4 filing),summary,0.00,0.00,3201.03,3201.03,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/2025_adid316_corey-thomas-post-election-filing-campaign-financial-disclosure.pdf,75218630,medium,vision-transcribed(read-tool),
Ray deWolfe,Council,2025,2025-12-04,Post-general final (Dec 4 filing),summary,2283.78,2283.78,0.00,0.00,2283.78,2283.78,True,True,0.00,0.00,0.00,8,10,raw/2025_adid319_ray-dewolfe-post-election-filing-campaign-financial-disclosure.pdf,02806104,medium,vision-transcribed(read-tool),
Sharla Bynum,Council,2025,2025-12-04,Post-general final (Dec 4 filing),summary,52.33,52.33,0.00,0.00,52.33,52.33,True,True,0.00,0.00,52.33,2,2,raw/2025_adid317_sharla-bynum-post-election-filing-campaign-financial-disclosure.pdf,b5d4c178,medium,vision-transcribed(read-tool),
