date,candidate,office,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,district,source,adid,is_incremental,date_precision,in_election_results,matched_election_candidate,join_confidence,sha256
2023-12-31,Natalie Pinkney,Council,2023,summary,Final report (year-end; transactions Nov 15+),Natalie Pinkney — South Salt Lake 2023 campaign-finance filing (Final report (year-end; transactions Nov 15+)),https://sslc.gov/Archive.aspx?ADID=336,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/2023_adid336_natalie-pinkney-final-campaign-financial-disclosure.pdf,At-Large,city_archive_center,336,no,label_inferred,yes,NATALIE PINKNEY,exact,34b797e66b676bfe2f8df64ebb1804e0ec099525c84a5918b954ad22f8309234
2023-12-31,Nicholas Mitchell,Council,2023,summary,Final report (year-end; transactions Nov 15+),Nicholas Mitchell — South Salt Lake 2023 campaign-finance filing (Final report (year-end; transactions Nov 15+)),https://sslc.gov/Archive.aspx?ADID=340,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/2023_adid340_nicholas-mitchell-final-campaign-financial-disclosure.pdf,4,city_archive_center,340,no,label_inferred,yes,NICK MITCHELL,normalized,056de05243bfb81c2db7ea1df74afc8daff9651f10c1f39c448143428abb9863
2023-12-31,Paul Sanchez,Council,2023,summary,Final report (year-end; transactions Nov 15+),Paul Sanchez — South Salt Lake 2023 campaign-finance filing (Final report (year-end; transactions Nov 15+)),https://sslc.gov/Archive.aspx?ADID=341,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2023_adid341_paul-sanchez-final-campaign-financial-disclosure.pdf,5,city_archive_center,341,no,label_inferred,yes,PAUL SANCHEZ,exact,c0f2d0efdcae2ebe20942694471325ca1d0f5f519b41a730066874a50aca45fe
2023-12-31,Portia Mila,Council,2023,summary,Final report (year-end; transactions Nov 15+),Portia Mila — South Salt Lake 2023 campaign-finance filing (Final report (year-end; transactions Nov 15+)),https://sslc.gov/Archive.aspx?ADID=339,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2023_adid339_portia-mila-final-campaign-financial-disclosure.pdf,4,city_archive_center,339,no,label_inferred,yes,PORTIA MILA,exact,817fea94a49a3f7716a3c751016d1c90d88d08788bf0302c33a7df647fc84cc4
2025-10-07,Aileen Hampton,Council,2025,interim,Pre-general report (Oct 7 / 28-day filing),Aileen Hampton — South Salt Lake 2025 campaign-finance filing (Pre-general report (Oct 7 / 28-day filing)),https://sslc.gov/Archive.aspx?ADID=302,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_adid302_aileen-hampton-final-campaign-financial-disclosure.pdf,3,city_archive_center,302,no,label_inferred,yes,AILEEN HAMPTON,exact,ef3e4785680d36a4195881542ece6a22e742d00ff34d6b1d57970adb9ecf3b6b
2025-10-07,Brittany Karzen,Mayor,2025,interim,Pre-general report (Oct 7 / 28-day filing),Brittany Karzen — South Salt Lake 2025 campaign-finance filing (Pre-general report (Oct 7 / 28-day filing)),https://sslc.gov/Archive.aspx?ADID=299,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/2025_adid299_brittany-karzen-final-campaign-financial-disclosure.pdf,,city_archive_center,299,no,label_inferred,yes,BRITTANY KARZEN,exact,a4a9142792c8fd8a7c638db4ec65b2d04104447c5592d045d95951ff08902c39
2025-10-07,Cherie Wood,Mayor,2025,interim,Pre-general report (Oct 7 / 28-day filing),Cherie Wood — South Salt Lake 2025 campaign-finance filing (Pre-general report (Oct 7 / 28-day filing)),https://sslc.gov/Archive.aspx?ADID=298,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_adid298_cherie-wood-final-campaign-financial-disclosure.pdf,,city_archive_center,298,no,label_inferred,yes,CHERIE WOOD,exact,476a34e8c06e5270e395d59a3e483c7416a61d28d78f271e7e9928b532f5e7a7
2025-10-07,Clarissa Williams,Council,2025,interim,Pre-general report (Oct 7 / 28-day filing),Clarissa Williams — South Salt Lake 2025 campaign-finance filing (Pre-general report (Oct 7 / 28-day filing)),https://sslc.gov/Archive.aspx?ADID=305,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/2025_adid305_clarissa-williams-final-campaign-financial-disclosure.pdf,At-Large,city_archive_center,305,no,label_inferred,yes,CLARISSA J. WILLIAMS,exact,d67a709ac1b50c5e280adc5d706ec1984346b39cf113e5b8068424ec820e5874
2025-10-07,Conrad Campos,Council,2025,interim,Pre-general report (Oct 7 / 28-day filing),Conrad Campos — South Salt Lake 2025 campaign-finance filing (Pre-general report (Oct 7 / 28-day filing)),https://sslc.gov/Archive.aspx?ADID=304,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_adid304_conrad-campos-final-campaign-financial-disclosure.pdf,At-Large-2yr,city_archive_center,304,no,label_inferred,yes,CONRAD CAMPOS,exact,38e9faff45d1550810f0f9b6bc824e767a53150478ede22cdd241d81042a335a
2025-10-07,Corey Thomas,Council,2025,interim,Pre-general report (Oct 7 / 28-day filing),Corey Thomas — South Salt Lake 2025 campaign-finance filing (Pre-general report (Oct 7 / 28-day filing)),https://sslc.gov/Archive.aspx?ADID=300,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_adid300_corey-thomas-final-campaign-financial-disclosure.pdf,2,city_archive_center,300,no,label_inferred,yes,COREY THOMAS,exact,66d56ba8342fac7515487773dcaa523b9aaa7cbb1a415c878ad8554caaa0b2ee
2025-10-07,Ray deWolfe,Council,2025,interim,Pre-general report (Oct 7 / 28-day filing),Ray deWolfe — South Salt Lake 2025 campaign-finance filing (Pre-general report (Oct 7 / 28-day filing)),https://sslc.gov/Archive.aspx?ADID=303,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_adid303_ray-dewolfe-final-campaign-financial-disclosure.pdf,At-Large-2yr,city_archive_center,303,no,label_inferred,yes,G. RAY DEWOLFE,normalized,d2cb25879109e82be27ce9fe5f5b0f12b25804658138dcf0e28dec3df505d03f
2025-10-07,Sharla Bynum,Council,2025,interim,Pre-general report (Oct 7 / 28-day filing),Sharla Bynum — South Salt Lake 2025 campaign-finance filing (Pre-general report (Oct 7 / 28-day filing)),https://sslc.gov/Archive.aspx?ADID=301,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_adid301_sharla-bynum-final-campaign-financial-disclosure.pdf,3,city_archive_center,301,no,label_inferred,yes,SHARLA BYNUM,exact,44e530d422d79f33edb62c221d0c15fb2110a9e9641e6e49df9f49702cc01422
2025-10-28,Aileen Hampton,Council,2025,interim,Pre-general report (Oct 28 filing),Aileen Hampton — South Salt Lake 2025 campaign-finance filing (Pre-general report (Oct 28 filing)),https://sslc.gov/Archive.aspx?ADID=310,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_adid310_aileen-hampton-election-campaign-financial-disclosure.pdf,3,city_archive_center,310,no,label_inferred,yes,AILEEN HAMPTON,exact,bb0ad225362f58429ad1577a5aecbe65d60034cc5e1524aab478f3fa1a1bc585
2025-10-28,Brittany Karzen,Mayor,2025,interim,Pre-general report (Oct 28 filing),Brittany Karzen — South Salt Lake 2025 campaign-finance filing (Pre-general report (Oct 28 filing)),https://sslc.gov/Archive.aspx?ADID=307,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/2025_adid307_brittany-karzen-election-campaign-financial-disclosure.pdf,,city_archive_center,307,no,label_inferred,yes,BRITTANY KARZEN,exact,f8938b3288964ebb0f62b5cb2b86ff5a14ec4c82bce075e4cd19d937101c8c99
2025-10-28,Cherie Wood,Mayor,2025,interim,Pre-general report (Oct 28 filing),Cherie Wood — South Salt Lake 2025 campaign-finance filing (Pre-general report (Oct 28 filing)),https://sslc.gov/Archive.aspx?ADID=306,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_adid306_cherie-wood-election-campaign-financial-disclosure.pdf,,city_archive_center,306,no,label_inferred,yes,CHERIE WOOD,exact,741ae629c1a81cd932478fec0dd2fc030463f2edee7bf3bd287d49988a87d796
2025-10-28,Clarissa Williams,Council,2025,interim,Pre-general report (Oct 28 filing),Clarissa Williams — South Salt Lake 2025 campaign-finance filing (Pre-general report (Oct 28 filing)),https://sslc.gov/Archive.aspx?ADID=313,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/2025_adid313_clarissa-williams-election-campaign-financial-disclosure.pdf,At-Large,city_archive_center,313,no,label_inferred,yes,CLARISSA J. WILLIAMS,exact,176a2db5a40f93beb4133ffa12343c5313e085c9bfab02e343a9926d6c7ee7ad
2025-10-28,Conrad Campos,Council,2025,interim,Pre-general report (Oct 28 filing),Conrad Campos — South Salt Lake 2025 campaign-finance filing (Pre-general report (Oct 28 filing)),https://sslc.gov/Archive.aspx?ADID=311,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_adid311_conrad-campos-election-campaign-financial-disclosure.pdf,At-Large-2yr,city_archive_center,311,no,label_inferred,yes,CONRAD CAMPOS,exact,150261c879fa81bb6cc32ba7d83fbc5043d0724c4ec31474529d2e872136a915
2025-10-28,Corey Thomas,Council,2025,interim,Pre-general report (Oct 28 filing),Corey Thomas — South Salt Lake 2025 campaign-finance filing (Pre-general report (Oct 28 filing)),https://sslc.gov/Archive.aspx?ADID=308,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_adid308_corey-thomas-election-campaign-financial-disclosure.pdf,2,city_archive_center,308,no,label_inferred,yes,COREY THOMAS,exact,3f6a88b42490408a3297d1be1b4c160c5b2db32f187d4d1d42b6afdcee764680
2025-10-28,Ray deWolfe,Council,2025,interim,Pre-general report (Oct 28 filing),Ray deWolfe — South Salt Lake 2025 campaign-finance filing (Pre-general report (Oct 28 filing)),https://sslc.gov/Archive.aspx?ADID=312,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_adid312_ray-dewolfe-election-campaign-financial-disclosure.pdf,At-Large-2yr,city_archive_center,312,no,label_inferred,yes,G. RAY DEWOLFE,normalized,002276590dfc51079c5807c50b7c971e38ea142b13fde44fcad3af3f51d43cd6
2025-10-28,Sharla Bynum,Council,2025,interim,Pre-general report (Oct 28 filing),Sharla Bynum — South Salt Lake 2025 campaign-finance filing (Pre-general report (Oct 28 filing)),https://sslc.gov/Archive.aspx?ADID=309,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_adid309_sharla-bynum-election-campaign-financial-disclosure.pdf,3,city_archive_center,309,no,label_inferred,yes,SHARLA BYNUM,exact,8d147a5c190d1efeb1f52bddc498248e882d53bd194848d931d55bcc0b608b03
2025-12-04,Aileen Hampton,Council,2025,summary,Post-general final (Dec 4 filing),Aileen Hampton — South Salt Lake 2025 campaign-finance filing (Post-general final (Dec 4 filing)),https://sslc.gov/Archive.aspx?ADID=318,2026-07-13,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2025_adid318_aileen-hampton-post-election-filing-campaign-financial-disclosure.pdf,3,city_archive_center,318,no,label_inferred,yes,AILEEN HAMPTON,exact,ce0adb4b643964fd256aec2779e26de972c86e2cb9738417fe34694547ae53aa
2025-12-04,Brittany Karzen,Mayor,2025,summary,Post-general final (Dec 4 filing),Brittany Karzen — South Salt Lake 2025 campaign-finance filing (Post-general final (Dec 4 filing)),https://sslc.gov/Archive.aspx?ADID=315,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/2025_adid315_brittany-karzen-post-election-filing-campaign-financial-disclosure.pdf,,city_archive_center,315,no,label_inferred,yes,BRITTANY KARZEN,exact,848856455252fbf57478ea7f1a93b44c68051674b645ef57848492acf3c4b90d
2025-12-04,Cherie Wood,Mayor,2025,summary,Post-general final (Dec 4 filing),Cherie Wood — South Salt Lake 2025 campaign-finance filing (Post-general final (Dec 4 filing)),https://sslc.gov/Archive.aspx?ADID=314,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/2025_adid314_cherie-wood-post-election-filing-campaign-financial-disclosure.pdf,,city_archive_center,314,no,label_inferred,yes,CHERIE WOOD,exact,aec4c6cf6e7e29943578dbe943229e00e3cfe146fec119e04b84edd2ede07413
2025-12-04,Clarissa Williams,Council,2025,summary,Post-general final (Dec 4 filing),Clarissa Williams — South Salt Lake 2025 campaign-finance filing (Post-general final (Dec 4 filing)),https://sslc.gov/Archive.aspx?ADID=321,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/2025_adid321_clarissa-williams-post-election-filing-campaign-financial-disclosure.pdf,At-Large,city_archive_center,321,no,label_inferred,yes,CLARISSA J. WILLIAMS,exact,02d4b67b07829cbb69ba9952c00863dbcdcdc56c46dc7bb06498a65b8956c146
2025-12-04,Conrad Campos,Council,2025,summary,Post-general final (Dec 4 filing),Conrad Campos — South Salt Lake 2025 campaign-finance filing (Post-general final (Dec 4 filing)),https://sslc.gov/Archive.aspx?ADID=320,2026-07-13,text,none (acquisition-only; born-digital text PDF),raw/2025_adid320_conrad-campos-post-election-filing-campaign-financial-disclosure.pdf,At-Large-2yr,city_archive_center,320,no,label_inferred,yes,CONRAD CAMPOS,exact,e01ab1de51b935aecda2d8ec7bfafd452eb347f8417a16bb9d413460cce34a02
