event_id,title,date,body,has_video,event_url,video_mp4,video_id,caption_track
2828,City Council & RDA Meeting,2025-06-12,Council,yes,https://holladayut.suiteonemedia.com/event/?id=2828,https://s3.amazonaws.com/suiteone.holladayut.videofiles/5e7a0cb3.mp4,5e7a0cb3,yes
2846,Planning Commission Meeting,2025-06-24,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=2846,https://s3.amazonaws.com/suiteone.holladayut.videofiles/685e125b.mp4,685e125b,yes
3008,Planning Commission Meeting,2025-07-15,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=3008,https://s3.amazonaws.com/suiteone.holladayut.videofiles/2de5b8e7.mp4,2de5b8e7,yes
2917,City Council Meeting,2025-07-17,Council,yes,https://holladayut.suiteonemedia.com/event/?id=2917,https://s3.amazonaws.com/suiteone.holladayut.videofiles/6767a387.mp4,6767a387,yes
2818,City Council Meeting,2025-08-07,Council,yes,https://holladayut.suiteonemedia.com/event/?id=2818,https://s3.amazonaws.com/suiteone.holladayut.videofiles/6591d2c1.mp4,6591d2c1,yes
2847,Planning Commission Appeal Hearing,2025-08-12,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=2847,https://s3.amazonaws.com/suiteone.holladayut.videofiles/a2fc2c56.mp4,a2fc2c56,yes
3045,Planning Commission Meeting,2025-08-19,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=3045,ERROR: The read operation timed out,,no
2830,City Council Meeting,2025-08-28,Council,yes,https://holladayut.suiteonemedia.com/event/?id=2830,https://s3.amazonaws.com/suiteone.holladayut.videofiles/9d8aa853.mp4,9d8aa853,yes
2860,Planning Commission Meeting,2025-09-02,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=2860,https://s3.amazonaws.com/suiteone.holladayut.videofiles/eeed7ce6.mp4,eeed7ce6,yes
2871,City Council Meeting,2025-09-11,Council,yes,https://holladayut.suiteonemedia.com/event/?id=2871,https://s3.amazonaws.com/suiteone.holladayut.videofiles/813922e3.mp4,813922e3,yes
2848,Planning Commission Meeting,2025-09-16,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=2848,https://s3.amazonaws.com/suiteone.holladayut.videofiles/852692f6.mp4,852692f6,yes
2919,City Council Meeting,2025-09-18,Council,yes,https://holladayut.suiteonemedia.com/event/?id=2919,https://s3.amazonaws.com/suiteone.holladayut.videofiles/e2351bec.mp4,e2351bec,yes
3095,Local Building Authority (LBA),2025-09-18,LBA,yes,https://holladayut.suiteonemedia.com/event/?id=3095,https://s3.amazonaws.com/suiteone.holladayut.videofiles/65de32e2.mp4,65de32e2,yes
3122,Planning Commission Meeting,2025-09-30,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=3122,https://s3.amazonaws.com/suiteone.holladayut.videofiles/122bc6c3.mp4,122bc6c3,yes
3108,City Council Meeting,2025-10-02,Council,yes,https://holladayut.suiteonemedia.com/event/?id=3108,https://s3.amazonaws.com/suiteone.holladayut.videofiles/e9bebad3.mp4,e9bebad3,yes
3160,Local Building Authority Mtg,2025-10-02,LBA,yes,https://holladayut.suiteonemedia.com/event/?id=3160,https://s3.amazonaws.com/suiteone.holladayut.videofiles/be3bbd14.mp4,be3bbd14,yes
3147,Planning Commission Meeting,2025-10-07,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=3147,https://s3.amazonaws.com/suiteone.holladayut.videofiles/ce75812b.mp4,ce75812b,yes
2849,Planning Commission Meeting,2025-10-21,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=2849,https://s3.amazonaws.com/suiteone.holladayut.videofiles/734bd605.mp4,734bd605,yes
3121,City Council Meeting,2025-10-23,Council,yes,https://holladayut.suiteonemedia.com/event/?id=3121,https://s3.amazonaws.com/suiteone.holladayut.videofiles/49b15e7a.mp4,49b15e7a,yes
3185,Special Planning Commission Mtg,2025-10-28,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=3185,https://s3.amazonaws.com/suiteone.holladayut.videofiles/2774f4ce.mp4,2774f4ce,yes
3109,City Council Meeting,2025-11-06,Council,yes,https://holladayut.suiteonemedia.com/event/?id=3109,https://s3.amazonaws.com/suiteone.holladayut.videofiles/ddd57960.mp4,ddd57960,yes
3186,Local Building Authority (LBA),2025-11-06,LBA,yes,https://holladayut.suiteonemedia.com/event/?id=3186,https://s3.amazonaws.com/suiteone.holladayut.videofiles/aa20333b.mp4,aa20333b,yes
3187,Council Work Mtg - Audio only,2025-11-06,Council,yes,https://holladayut.suiteonemedia.com/event/?id=3187,https://s3.amazonaws.com/suiteone.holladayut.videofiles/7b6ba27a.mp4,7b6ba27a,yes
3096,City Council Meeting,2025-11-20,Council,yes,https://holladayut.suiteonemedia.com/event/?id=3096,https://s3.amazonaws.com/suiteone.holladayut.videofiles/f041f6b3.mp4,f041f6b3,yes
3124,Planning Commission Meeting,2025-12-02,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=3124,https://s3.amazonaws.com/suiteone.holladayut.videofiles/f1b57ffd.mp4,f1b57ffd,yes
3110,City Council Meeting,2025-12-04,Council,yes,https://holladayut.suiteonemedia.com/event/?id=3110,https://s3.amazonaws.com/suiteone.holladayut.videofiles/357f57b1.mp4,357f57b1,yes
3190,City Council Meeting,2025-12-11,Council,yes,https://holladayut.suiteonemedia.com/event/?id=3190,https://s3.amazonaws.com/suiteone.holladayut.videofiles/35b08840.mp4,35b08840,yes
3013,Planning Commission Meeting,2025-12-16,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=3013,https://s3.amazonaws.com/suiteone.holladayut.videofiles/14d388e9.mp4,14d388e9,yes
3195,City Council & RDA Meeting,2025-12-18,Council,yes,https://holladayut.suiteonemedia.com/event/?id=3195,https://s3.amazonaws.com/suiteone.holladayut.videofiles/ad3b821c.mp4,ad3b821c,yes
3125,Planning Commission Meeting,2026-01-06,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=3125,https://s3.amazonaws.com/suiteone.holladayut.videofiles/f838a1c4.mp4,f838a1c4,yes
3098,City Council Meeting,2026-01-08,Council,yes,https://holladayut.suiteonemedia.com/event/?id=3098,https://s3.amazonaws.com/suiteone.holladayut.videofiles/fdb2d11a.mp4,fdb2d11a,yes
3218,2026 Swearing in Ceremony,2026-01-08,Ceremony,yes,https://holladayut.suiteonemedia.com/event/?id=3218,https://s3.amazonaws.com/suiteone.holladayut.videofiles/3b7b467d.mp4,3b7b467d,yes
3014,Planning Commission Meeting,2026-01-20,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=3014,https://s3.amazonaws.com/suiteone.holladayut.videofiles/17effa05.mp4,17effa05,yes
2923,City Council Meeting,2026-01-22,Council,yes,https://holladayut.suiteonemedia.com/event/?id=2923,https://s3.amazonaws.com/suiteone.holladayut.videofiles/03a690d8.mp4,03a690d8,yes
3210,City Council & RDA Meeting,2026-02-05,Council,yes,https://holladayut.suiteonemedia.com/event/?id=3210,https://s3.amazonaws.com/suiteone.holladayut.videofiles/ae2cb8db.mp4,ae2cb8db,yes
3164,Planning Commission Meeting,2026-02-17,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=3164,https://s3.amazonaws.com/suiteone.holladayut.videofiles/093a7b22.mp4,093a7b22,yes
3197,City Council Meeting,2026-02-19,Council,yes,https://holladayut.suiteonemedia.com/event/?id=3197,https://s3.amazonaws.com/suiteone.holladayut.videofiles/09c32d72.mp4,09c32d72,yes
3152,Planning Commission Meeting,2026-03-03,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=3152,https://s3.amazonaws.com/suiteone.holladayut.videofiles/f9daaaef.mp4,f9daaaef,yes
3113,City Council Meeting,2026-03-05,Council,yes,https://holladayut.suiteonemedia.com/event/?id=3113,https://s3.amazonaws.com/suiteone.holladayut.videofiles/517decc5.mp4,517decc5,yes
3165,Planning Commission Meeting,2026-03-24,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=3165,https://s3.amazonaws.com/suiteone.holladayut.videofiles/88287b60.mp4,88287b60,yes
3101,City Council Meeting,2026-04-16,Council,yes,https://holladayut.suiteonemedia.com/event/?id=3101,https://s3.amazonaws.com/suiteone.holladayut.videofiles/37452bd7.mp4,37452bd7,yes
3178,Planning Commission Meeting,2026-04-21,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=3178,https://s3.amazonaws.com/suiteone.holladayut.videofiles/30a402b8.mp4,30a402b8,yes
3262,City Council,2026-04-23,Council,yes,https://holladayut.suiteonemedia.com/event/?id=3262,https://s3.amazonaws.com/suiteone.holladayut.videofiles/4e968d60.mp4,4e968d60,yes
3213,City Council Meeting,2026-05-07,Council,yes,https://holladayut.suiteonemedia.com/event/?id=3213,https://s3.amazonaws.com/suiteone.holladayut.videofiles/317e3bca.mp4,317e3bca,yes
3179,Planning Commission Meeting,2026-05-19,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=3179,https://s3.amazonaws.com/suiteone.holladayut.videofiles/d16f69f7.mp4,d16f69f7,yes
3200,City Council Meeting,2026-05-21,Council,yes,https://holladayut.suiteonemedia.com/event/?id=3200,https://s3.amazonaws.com/suiteone.holladayut.videofiles/7924ee52.mp4,7924ee52,yes
3130,Planning Commission Meeting,2026-06-02,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=3130,https://s3.amazonaws.com/suiteone.holladayut.videofiles/9153cb86.mp4,9153cb86,yes
3214,City Council Meeting,2026-06-04,Council,yes,https://holladayut.suiteonemedia.com/event/?id=3214,https://s3.amazonaws.com/suiteone.holladayut.videofiles/473f529a.mp4,473f529a,yes
3277,RDA Board,2026-06-04,RDA,yes,https://holladayut.suiteonemedia.com/event/?id=3277,https://s3.amazonaws.com/suiteone.holladayut.videofiles/fb59d633.mp4,fb59d633,yes
3278,Local Building Authority (LBA),2026-06-04,LBA,yes,https://holladayut.suiteonemedia.com/event/?id=3278,https://s3.amazonaws.com/suiteone.holladayut.videofiles/f283ce3a.mp4,f283ce3a,yes
3201,City Council Meeting,2026-06-11,Council,yes,https://holladayut.suiteonemedia.com/event/?id=3201,https://s3.amazonaws.com/suiteone.holladayut.videofiles/ed47640d.mp4,ed47640d,yes
3168,Planning Commission Meeting,2026-06-16,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=3168,https://s3.amazonaws.com/suiteone.holladayut.videofiles/004a5a2f.mp4,004a5a2f,yes
3266,Planning Commission Meeting,2026-07-07,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=3266,https://s3.amazonaws.com/suiteone.holladayut.videofiles/aea86e71.mp4,aea86e71,yes
