date,title,body,video_url,video_id,caption_type,source_url,retrieved_date,format,extraction_method,path,platform,date_source,suiteone_event_id
2025-09-02,Planning Commission Meeting,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/eeed7ce6.mp4,eeed7ce6,none,https://holladayut.suiteonemedia.com/event/?id=2860,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2860
2025-09-11,City Council Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/813922e3.mp4,813922e3,none,https://holladayut.suiteonemedia.com/event/?id=2871,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2871
2025-09-16,Planning Commission Meeting,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/852692f6.mp4,852692f6,none,https://holladayut.suiteonemedia.com/event/?id=2848,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2848
2025-09-18,Local Building Authority (LBA),LBA,https://s3.amazonaws.com/suiteone.holladayut.videofiles/65de32e2.mp4,65de32e2,none,https://holladayut.suiteonemedia.com/event/?id=3095,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3095
2025-09-18,City Council Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/e2351bec.mp4,e2351bec,none,https://holladayut.suiteonemedia.com/event/?id=2919,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2919
2025-09-30,Planning Commission Meeting,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/122bc6c3.mp4,122bc6c3,none,https://holladayut.suiteonemedia.com/event/?id=3122,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3122
2025-10-02,Local Building Authority Mtg,LBA,https://s3.amazonaws.com/suiteone.holladayut.videofiles/be3bbd14.mp4,be3bbd14,none,https://holladayut.suiteonemedia.com/event/?id=3160,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3160
2025-10-02,City Council Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/e9bebad3.mp4,e9bebad3,none,https://holladayut.suiteonemedia.com/event/?id=3108,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3108
2025-10-07,Planning Commission Meeting,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/ce75812b.mp4,ce75812b,none,https://holladayut.suiteonemedia.com/event/?id=3147,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3147
2025-10-21,Planning Commission Meeting,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/734bd605.mp4,734bd605,none,https://holladayut.suiteonemedia.com/event/?id=2849,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2849
2025-10-23,City Council Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/49b15e7a.mp4,49b15e7a,none,https://holladayut.suiteonemedia.com/event/?id=3121,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3121
2025-10-28,Special Planning Commission Mtg,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/2774f4ce.mp4,2774f4ce,none,https://holladayut.suiteonemedia.com/event/?id=3185,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3185
2025-11-06,Council Work Mtg - Audio only,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/7b6ba27a.mp4,7b6ba27a,none,https://holladayut.suiteonemedia.com/event/?id=3187,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3187
2025-11-06,Local Building Authority (LBA),LBA,https://s3.amazonaws.com/suiteone.holladayut.videofiles/aa20333b.mp4,aa20333b,none,https://holladayut.suiteonemedia.com/event/?id=3186,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3186
2025-11-06,City Council Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/ddd57960.mp4,ddd57960,none,https://holladayut.suiteonemedia.com/event/?id=3109,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3109
2025-11-20,City Council Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/f041f6b3.mp4,f041f6b3,none,https://holladayut.suiteonemedia.com/event/?id=3096,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3096
2025-12-02,Planning Commission Meeting,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/f1b57ffd.mp4,f1b57ffd,none,https://holladayut.suiteonemedia.com/event/?id=3124,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3124
2025-12-04,City Council Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/357f57b1.mp4,357f57b1,none,https://holladayut.suiteonemedia.com/event/?id=3110,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3110
2025-12-11,City Council Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/35b08840.mp4,35b08840,none,https://holladayut.suiteonemedia.com/event/?id=3190,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3190
2025-12-16,Planning Commission Meeting,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/14d388e9.mp4,14d388e9,none,https://holladayut.suiteonemedia.com/event/?id=3013,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3013
2025-12-18,City Council & RDA Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/ad3b821c.mp4,ad3b821c,none,https://holladayut.suiteonemedia.com/event/?id=3195,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3195
2026-01-06,Planning Commission Meeting,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/f838a1c4.mp4,f838a1c4,none,https://holladayut.suiteonemedia.com/event/?id=3125,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3125
2026-01-08,2026 Swearing in Ceremony,Ceremony,https://s3.amazonaws.com/suiteone.holladayut.videofiles/3b7b467d.mp4,3b7b467d,none,https://holladayut.suiteonemedia.com/event/?id=3218,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3218
2026-01-08,City Council Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/fdb2d11a.mp4,fdb2d11a,none,https://holladayut.suiteonemedia.com/event/?id=3098,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3098
2026-01-20,Planning Commission Meeting,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/17effa05.mp4,17effa05,none,https://holladayut.suiteonemedia.com/event/?id=3014,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3014
2026-01-22,City Council Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/03a690d8.mp4,03a690d8,none,https://holladayut.suiteonemedia.com/event/?id=2923,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2923
2026-02-05,City Council & RDA Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/ae2cb8db.mp4,ae2cb8db,none,https://holladayut.suiteonemedia.com/event/?id=3210,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3210
2026-02-17,Planning Commission Meeting,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/093a7b22.mp4,093a7b22,none,https://holladayut.suiteonemedia.com/event/?id=3164,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3164
2026-02-19,City Council Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/09c32d72.mp4,09c32d72,none,https://holladayut.suiteonemedia.com/event/?id=3197,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3197
2026-03-03,Planning Commission Meeting,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/f9daaaef.mp4,f9daaaef,none,https://holladayut.suiteonemedia.com/event/?id=3152,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3152
2026-03-05,City Council Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/517decc5.mp4,517decc5,none,https://holladayut.suiteonemedia.com/event/?id=3113,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3113
2026-03-24,Planning Commission Meeting,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/88287b60.mp4,88287b60,none,https://holladayut.suiteonemedia.com/event/?id=3165,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3165
2026-04-16,City Council Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/37452bd7.mp4,37452bd7,none,https://holladayut.suiteonemedia.com/event/?id=3101,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3101
2026-04-21,Planning Commission Meeting,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/30a402b8.mp4,30a402b8,none,https://holladayut.suiteonemedia.com/event/?id=3178,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3178
2026-04-23,City Council,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/4e968d60.mp4,4e968d60,none,https://holladayut.suiteonemedia.com/event/?id=3262,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3262
2026-05-07,City Council Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/317e3bca.mp4,317e3bca,none,https://holladayut.suiteonemedia.com/event/?id=3213,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3213
2026-05-19,Planning Commission Meeting,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/d16f69f7.mp4,d16f69f7,none,https://holladayut.suiteonemedia.com/event/?id=3179,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3179
2026-05-21,City Council Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/7924ee52.mp4,7924ee52,none,https://holladayut.suiteonemedia.com/event/?id=3200,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3200
2026-06-02,Planning Commission Meeting,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/9153cb86.mp4,9153cb86,none,https://holladayut.suiteonemedia.com/event/?id=3130,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3130
2026-06-04,City Council Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/473f529a.mp4,473f529a,none,https://holladayut.suiteonemedia.com/event/?id=3214,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3214
2026-06-04,Local Building Authority (LBA),LBA,https://s3.amazonaws.com/suiteone.holladayut.videofiles/f283ce3a.mp4,f283ce3a,none,https://holladayut.suiteonemedia.com/event/?id=3278,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3278
2026-06-04,RDA Board,RDA,https://s3.amazonaws.com/suiteone.holladayut.videofiles/fb59d633.mp4,fb59d633,none,https://holladayut.suiteonemedia.com/event/?id=3277,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3277
2026-06-11,City Council Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/ed47640d.mp4,ed47640d,none,https://holladayut.suiteonemedia.com/event/?id=3201,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3201
2026-06-16,Planning Commission Meeting,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/004a5a2f.mp4,004a5a2f,none,https://holladayut.suiteonemedia.com/event/?id=3168,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3168
2026-07-07,Planning Commission Meeting,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/aea86e71.mp4,aea86e71,none,https://holladayut.suiteonemedia.com/event/?id=3266,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3266
