body_label,pmn_body_id,notice_id,event_date,notice_title,file_id,ext,filename,class
Council,5823,1037931,2025-11-18,Kearns Board of Canvassers Meeting,1356529,pdf,Kearns R2025-11 General Election Canvass Public Notice - COMPLETE.pdf,OTHER
Council,5823,1039447,2025-11-10,Ordinance 2025-O-18,1353887,pdf,Kearns 2025-O-18 Updating Titles 18 and 19 for HB368.pdf,OTHER
Council,5823,1035837,2025-11-10,Kearns City Council Meeting,1363073,pdf,11-10-2025 Kearns CC Meeting Minutes with Attachments - APPROVED.pdf,MINUTES
Council,5823,1035837,2025-11-10,Kearns City Council Meeting,1347081,pdf,11-10-2025 Kearns CC Meeting Agenda.pdf,AGENDA
Council,5823,1035837,2025-11-10,Kearns City Council Meeting,1347691,pdf,11-10-2025 Kearns CC Meeting Agenda - AMENDED.pdf,AGENDA
Council,5823,1035837,2025-11-10,Kearns City Council Meeting,1347693,pdf,11-10-2025 Kearns CC Meeting AMENDED Agenda and Supporting Documents.pdf,PACKET
Council,5823,1031085,2025-10-14,Ordinance 2025-O-17,1337997,pdf,Kearns 2025-O-17 Water Element General Plan Update.pdf,OTHER
Council,5823,1029823,2025-10-14,Kearns City Council Meeting,1336083,pdf,09-08-2025 Kearns CC Meeting Minutes - DRAFT.pdf,MINUTES
Council,5823,1029823,2025-10-14,Kearns City Council Meeting,1353763,pdf,10-14-2025 Kearns CC Meeting Minutes with Attachments - APPROVED.pdf,MINUTES
Council,5823,1029823,2025-10-14,Kearns City Council Meeting,1335557,pdf,10-14-2025 Kearns CC Meeting Agenda with Supporting Documents.pdf,PACKET
Council,5823,1029823,2025-10-14,Kearns City Council Meeting,1335793,pdf,10-14-2025 Kearns CC Meeting Agenda - AMENDED.pdf,AGENDA
Council,5823,1029823,2025-10-14,Kearns City Council Meeting,1335795,pdf,10-14-2025 Kearns CC Meeting - Item 8B - Facilitator Agreement.pdf,OTHER
Council,5823,1020979,2025-09-08,Kearns City Council Meeting,1337985,pdf,09-08-2025 Kearns CC Meeting Minutes - APPROVED.pdf,MINUTES
Council,5823,1020979,2025-09-08,Kearns City Council Meeting,1337987,pdf,09-08-202 Kearns CC Meeting Minute Attachments.pdf,MINUTES
Council,5823,1020979,2025-09-08,Kearns City Council Meeting,1319445,pdf,09-08-2025 Kearns CC Meeting Agenda.pdf,AGENDA
Council,5823,1020979,2025-09-08,Kearns City Council Meeting,1319479,pdf,09-08-2025 Kearns CC Meeting Agenda with Supporting Documents.pdf,PACKET
Council,5823,1020979,2025-09-08,Kearns City Council Meeting,1319481,pdf,09-08-2025 Kearns CC Meeting - Item 8B - SLC HMP Volume 1 - July 2025 Revised.pdf,OTHER
Council,5823,1020979,2025-09-08,Kearns City Council Meeting,1319483,pdf,09-08-2025 Kearns CC Meeting - Item 8B - SLC HMP Volume 2 - July 2025 Revised.pdf,OTHER
Council,5823,1018125,2025-08-26,Kearns Board of Canvassers Meeting,1320125,pdf,08-26-2025 Kearns BOC Meeting Minutes with Attachments - APPROVED.pdf,MINUTES
Council,5823,1018125,2025-08-26,Kearns Board of Canvassers Meeting,1313853,pdf,08-26-2025 Kearns Board of Canvassers Meeting Agenda.pdf,AGENDA
Council,5823,1014429,2025-08-11,Kearns City Council Meeting,1320127,pdf,08-11-2025 Kearns CC Meeting Minutes with Attachments - APPROVED.pdf,MINUTES
Council,5823,1014429,2025-08-11,Kearns City Council Meeting,1306657,pdf,08-11-2025 Kearns CC Meeting Agenda.pdf,AGENDA
Council,5823,1014429,2025-08-11,Kearns City Council Meeting,1306881,pdf,08-11-2025 Kearns CC Meeting Agenda with Supporting Documents.pdf,PACKET
Council,5823,1009493,2025-07-14,Kearns Community Reinvestment Agency Meeting,1297807,pdf,07-14-2025 Kearns CRA Meeting Agenda.pdf,AGENDA
Council,5823,1009493,2025-07-14,Kearns Community Reinvestment Agency Meeting,1297909,pdf,07-14-2025 Kearns CRA Meeting Agenda with Supporting Documents.pdf,PACKET
Council,5823,1009491,2025-07-14,Kearns City Council Meeting,1309359,pdf,07-14-2025 Kearns CC Meeting Approved Minutes with Attachments.pdf,MINUTES
Council,5823,1009491,2025-07-14,Kearns City Council Meeting,1297805,pdf,07-14-2025 Kearns CC Meeting Agenda.pdf,AGENDA
Council,5823,1009491,2025-07-14,Kearns City Council Meeting,1297907,pdf,07-14-2025 Kearns CC Meeting Agenda with Supporting Documents.pdf,PACKET
Council,5823,1006539,2025-06-28,2025 Sample Primary Election Ballots,1292725,pdf,Kearns SAMPLE Primary Ballots.pdf,OTHER
Council,5823,1001725,2025-06-09,Notice of Ordinance 2025-O-12,1283421,pdf,Ordinance 2025-O-12 - Revisiting Compensation Amounts for Mayor and Future City Manager Position.pdf,OTHER
Council,5823,1001715,2025-06-09,Notice of Ordinance 2025-O-09,1283415,pdf,Ordinance 2025-O-09 Fee Schedule Adoption.pdf,OTHER
Council,5823,1000989,2025-06-09,Kearns City Council Meeting,1306635,pdf,06-09-2025 Kearns CC Meeting Minutes with Attachments - APPROVED.pdf,MINUTES
Council,5823,1000989,2025-06-09,Kearns City Council Meeting,1282473,pdf,06-09-2025 Kearns CC Meeting Agenda.pdf,AGENDA
Council,5823,1000989,2025-06-09,Kearns City Council Meeting,1282475,pdf,06-09-2025 Kearns CC Meeting Agenda with Supporting Documents.pdf,PACKET
Council,5823,998615,2025-06-09,Notice of Public Hearing,1278389,pdf,06-10-2025 Compensation Discussion - Public Notice.pdf,OTHER
Council,5823,1001359,2025-06-09,2025 Certified Candidate List,1282917,pdf,Kearns Certified Candidate List.pdf,OTHER
Council,5823,990773,2025-06-02,2025 Municipal General Election &amp; UOCAVA Notices,1264305,pdf,Kearns 2025.pdf,OTHER
Council,5823,990773,2025-06-02,2025 Municipal General Election &amp; UOCAVA Notices,1264307,pdf,UOCAVA Kearns 2025.pdf,OTHER
Council,5823,1001719,2025-05-12,Notice of Ordinance 2025-O-11,1283417,pdf,Ordinance 2025-O-11 Adopting FY2026 Budget.pdf,OTHER
Council,5823,994583,2025-05-12,Ordinance 2025-O-08,1270933,pdf,Ordinance 2025-O-08 Adopting Engineering Standards.pdf,OTHER
Council,5823,994579,2025-05-12,Ordinance 2025-O-10,1270929,pdf,Ordinance 2025-O-10 Updating Code for Infrastructure and Public Improvements.pdf,OTHER
Council,5823,993975,2025-05-12,Kearns City Council Meeting,1438051,pdf,05-12-2025 Kearns CC Meeting Minutes with Attachments - APPROVED.pdf,MINUTES
Council,5823,993975,2025-05-12,Kearns City Council Meeting,1269803,pdf,05-12-2025 Kearns CC Meeting Agenda.pdf,AGENDA
Council,5823,993975,2025-05-12,Kearns City Council Meeting,1269805,pdf,05-12-2025 Kearns CC Meeting Agenda with Supporting Documents.pdf,PACKET
Council,5823,990035,2025-05-12,Notice of Public Hearing,1263191,pdf,FY2026 Proposed Budget - Kearns.pdf,OTHER
Council,5823,990035,2025-05-12,Notice of Public Hearing,1263219,pdf,04-24-2025 FY 2026 Budget Hearing Public Notice.pdf,OTHER
Council,5823,989269,2025-04-14,Ordinance 2025-O-07,1261661,pdf,Ordinance 2025-O-07 Title 19 Changes - equipment rentals - SIGNED.pdf,OTHER
Council,5823,987241,2025-04-14,Kearns City Council Meeting,1270915,pdf,04-14-2025 Kearns CC Meeting Minutes - APPROVED.pdf,MINUTES
Council,5823,987241,2025-04-14,Kearns City Council Meeting,1270917,pdf,04-14-2025 Kearns CC Meeting Minute Attachments.pdf,MINUTES
Council,5823,987241,2025-04-14,Kearns City Council Meeting,1258005,pdf,04-14-25 Kearns CC Meeting Agenda.pdf,AGENDA
Council,5823,987241,2025-04-14,Kearns City Council Meeting,1258007,pdf,04-14-2025 Kearns CC Meeting Agenda with Supporting Documents.pdf,PACKET
Council,5823,981289,2025-04-03,Kearns City Council Workshop Meeting,1270887,pdf,04-03-2025 Kearns WS Meeting Minutes - APPROVED.pdf,MINUTES
Council,5823,981289,2025-04-03,Kearns City Council Workshop Meeting,1253483,pdf,04-03-2025 Kearns Workshop Meeting Agenda.pdf,AGENDA
Council,5823,980530,2025-03-18,Kearns City Council Workshop Meeting - CANCELED,1245762,docx,03-18-2025 Kearns CC Meeting Agenda - DRAFT.docx,AGENDA
Council,5823,980361,2025-03-10,Ordinance 2025-O-06,1245479,pdf,Ordinance 2025-O-06 Creating Kearns Community Reinvestment Agency - SIGNED.pdf,OTHER
Council,5823,978283,2025-03-10,Kearns City Council Meeting,1418865,pdf,03-10-2025 Kearns CC Meeting Minutes with Attachments - APPROVED.pdf,MINUTES
Council,5823,978283,2025-03-10,Kearns City Council Meeting,1241291,pdf,03-10-2025 Kearns CC Meeting Agenda.pdf,AGENDA
Council,5823,978283,2025-03-10,Kearns City Council Meeting,1241293,pdf,03-10-2025 Kearns CC Meeting Packet.pdf,PACKET
Council,5823,978283,2025-03-10,Kearns City Council Meeting,1243101,pdf,03-10-2025 Kearns CC Meeting Agenda - AMENDED.pdf,AGENDA
Council,5823,978283,2025-03-10,Kearns City Council Meeting,1243103,pdf,03-10-2025 Kearns CC Meeting - Resolution R2025-05 Approving Interlocal Agreement for Survey Services (2025-02-27) (KE033-001).pdf,OTHER
Council,5823,976603,2025-03-10,Public Hearing - Compensation Wages,1238045,pdf,03-10-2025 Council Member Wage Compensation.pdf,OTHER
Council,5823,973217,2025-02-10,Ordinance 2025-O-05,1231177,pdf,Ordinance 2025-O-05 Questar Franchise Agreement.pdf,OTHER
Council,5823,973213,2025-02-10,Ordinance 2025-O-04,1270899,pdf,Ordinance 2025-O-04 - Compensation Adjustment - ADJUSTED for compensation details.pdf,OTHER
Council,5823,972073,2025-02-10,Kearns City Council Meeting,1243987,pdf,02-10-2025 Kearns CC Meeting Minutes - APPROVED.pdf,MINUTES
Council,5823,972073,2025-02-10,Kearns City Council Meeting,1243989,pdf,02-10-2025 Kearns CC Meeting Minute Attachments.pdf,MINUTES
Council,5823,972073,2025-02-10,Kearns City Council Meeting,1229209,pdf,02-10-2025 Kearns CC Meeting Packet.pdf,PACKET
Council,5823,972073,2025-02-10,Kearns City Council Meeting,1229919,pdf,02-10-2025 Kearns CC Meeting - Item - Presentation MSDCEMPproposalPPNEW.pdf,OTHER
Council,5823,971285,2025-02-10,Public Hearing - Compensation Wages,1227529,pdf,02-10-2025 Compensation Discussion - Public Notice.pdf,OTHER
Council,5823,967047,2025-01-14,Notice of Ordinance Adoption: 2025-O-03,1219505,pdf,Ordinance 2025-O-03 Title 2.04.pdf,OTHER
Council,5823,967037,2025-01-14,Notice of Ordinance Adoption: 2025-O-02,1219479,pdf,Ordinance 2025-O-02 Approving Kearns Council District Map.pdf,OTHER
Council,5823,967033,2025-01-14,Notice of Ordinance Adoption: 2025-O-01,1219473,pdf,Ordinance 2025-O-01 Vacating Camp Kearns.pdf,OTHER
Council,5823,966425,2025-01-13,Agenda,1219449,mp3,01-13-2025 Meeting Audio.mp3,AUDIO
Council,5823,966425,2025-01-13,Agenda,1218525,pdf,01-13-25 Agenda.pdf,AGENDA
Council,5823,966425,2025-01-13,Agenda,1218527,pdf,01-13-25 Agenda Packet.pdf,PACKET
Council,5823,966425,2025-01-13,Agenda,1218817,pdf,Salt Lake County Surveyor&#039;s Office Council Boundaries Letter_Map.pdf,OTHER
Council,5823,966425,2025-01-13,Agenda,1218835,pdf,Camp Kearns Subdivision (Plat 2) Petition for Road Vacation.pdf,OTHER
Council,5823,966425,2025-01-13,Agenda,1218855,pdf,2024 – FINANCIAL REVIEW Kearns.pdf,OTHER
Council,5823,966425,2025-01-13,Agenda,1219345,pdf,Municipal Officers&#039; and Employees&#039; Ethics Act Training (1-13-2025).pdf,OTHER
Council,5823,964577,2025-01-13,Notice of Public Hearing,1215169,pdf,Notice of Public Hearing Camp Kearns Road Vacation.pdf,NOTICE
Council,5823,949391,2025-01-13,Notice of Annual Meeting Schedule,1187837,pdf,2025 City Council Meeting Dates.pdf,OTHER
Council,5823,964433,2025-01-02,Notice of Public Hearing,1215003,pdf,Kearns Notice of Public Hearing Re Voting District Map.pdf,NOTICE
Council,5823,961225,2024-12-13,Ordinance Notice,1209865,pdf,Ordinance 2024-12-01.pdf,OTHER
Council,5823,958697,2024-12-09,Special Meeting Agenda,1210857,mp3,12-09-24-Meeting Audio.mp3,AUDIO
Council,5823,958697,2024-12-09,Special Meeting Agenda,1219513,pdf,12-09-2024 Approved Minutes.pdf,MINUTES
Council,5823,958697,2024-12-09,Special Meeting Agenda,1204853,pdf,12-09-24 Agenda - Special Meeting.pdf,AGENDA
Council,5823,958697,2024-12-09,Special Meeting Agenda,1204855,pdf,12-09-24 Agenda Packet.pdf,PACKET
Council,5823,969037,2024-11-12,Ordinance 2024-1-01,1223459,pdf,Ordinance 2024-11-01.pdf,OTHER
Council,5823,952529,2024-11-12,Agenda,1194601,mp3,11-12-24 Part 1.mp3,AUDIO
Council,5823,952529,2024-11-12,Agenda,1194603,mp3,11-12-24 Part 2.mp3,AUDIO
Council,5823,952529,2024-11-12,Agenda,1193381,pdf,11-12-24 Agenda.pdf,AGENDA
Council,5823,952529,2024-11-12,Agenda,1193383,pdf,11-12-2024 Kearns Agenda Packet.pdf,PACKET
Council,5823,947387,2024-10-16,Ordinance Notice,1184233,pdf,Ordinance 2024-10-02.pdf,OTHER
Council,5823,946567,2024-10-15,Agenda,1184267,mp3,10-15-24.mp3,AUDIO
Council,5823,946567,2024-10-15,Agenda,1270901,pdf,10-15-2024 Kearns CC Meeting Minutes - APPROVED.pdf,MINUTES
Council,5823,946567,2024-10-15,Agenda,1182245,pdf,10-15-24 Agenda.pdf,AGENDA
Council,5823,946567,2024-10-15,Agenda,1182247,pdf,10-15-24 Agenda Packet.pdf,PACKET
Council,5823,946567,2024-10-15,Agenda,1182681,pdf,10-15-24 Amended Agenda.pdf,AGENDA
Council,5823,946567,2024-10-15,Agenda,1182683,pdf,10-15-24 Amended Agenda Packet.pdf,PACKET
Council,5823,938261,2024-09-09,Agenda,1167777,mp3,09-09-24.mp3,AUDIO
Council,5823,938261,2024-09-09,Agenda,1261653,pdf,09-09-2024 Kearns CC Meeting Minutes - APPROVED.pdf,MINUTES
Council,5823,938261,2024-09-09,Agenda,1261655,pdf,09-09-2024 Kearns CC Meeting - Attachment A - Public Safety Bond Presentation 2024.09.09.pdf,OTHER
Council,5823,938261,2024-09-09,Agenda,1166749,pdf,Agenda 9-9-24.pdf,AGENDA
Council,5823,938261,2024-09-09,Agenda,1166751,pdf,Agenda Packet 9-9-24.pdf,PACKET
Council,5823,936411,2024-09-09,Notice of Public Hearing,1163357,pdf,Notice of Public Hearing.pdf,NOTICE
Council,5823,932569,2024-08-12,Agenda,1156471,mp3,08-12-2024-meeting-audio.mp3,AUDIO
Council,5823,932569,2024-08-12,Agenda,1243979,pdf,08-12-2024 Kearns CC Meeting Minutes - APPROVED.pdf,MINUTES
Council,5823,932569,2024-08-12,Agenda,1155715,pdf,8-12-2024 Agenda.pdf,AGENDA
Council,5823,932569,2024-08-12,Agenda,1155953,pdf,8-12-2024 Agenda Packet.pdf,PACKET
Council,5823,932569,2024-08-12,Agenda,1156473,pdf,Kearns Improvement District Handout.pdf,OTHER
Council,5823,932569,2024-08-12,Agenda,1156491,pdf,UPD Kearns July 2024 Report.pdf,OTHER
Council,5823,930547,2024-08-02,Public Notice,1152291,pdf,Notice of Intent to Prepare an IFFP.pdf,OTHER
Council,5823,925487,2024-07-08,Agenda,1144241,mp3,07-08-24 Meeting Audio.mp3,AUDIO
Council,5823,925487,2024-07-08,Agenda,1214251,pdf,07-08-2024 Approved Minutes.pdf,MINUTES
Council,5823,925487,2024-07-08,Agenda,1146110,pdf,KearnCommunityGardens.pdf,OTHER
Council,5823,925487,2024-07-08,Agenda,1146112,pdf,UPDKearnsCaseReport.pdf,OTHER
Council,5823,925487,2024-07-08,Agenda,1143215,docx,July 8 2024.docx,OTHER
Council,5823,925487,2024-07-08,Agenda,1146128,pdf,AgendaPacket07082024.pdf,PACKET
Council,5823,920325,2024-06-10,Ordinance Notice,1133757,pdf,Ordinance 2024-06-03.pdf,OTHER
Council,5823,920261,2024-06-10,Ordinance Notice,1133613,pdf,Ordinance 2024-06-01.pdf,OTHER
Council,5823,920259,2024-06-10,Ordinance Notice,1133611,pdf,Ordinance 2024-06-02.pdf,OTHER
Council,5823,919699,2024-06-10,Agenda,1214425,mp3,06-10-24A - Regular Meeting.mp3,AUDIO
Council,5823,919699,2024-06-10,Agenda,1214427,mp3,06-10-24C - Regular Meeting.mp3,AUDIO
Council,5823,919699,2024-06-10,Agenda,1214429,mp3,06-10-24B - Motion out of Closed Session.mp3,AUDIO
Council,5823,919699,2024-06-10,Agenda,1156517,pdf,Approved Minutes 6-10-2024.pdf,MINUTES
Council,5823,919699,2024-06-10,Agenda,1132737,docx,June 10 2024.docx,OTHER
Council,5823,919699,2024-06-10,Agenda,1132739,pdf,2025 Proposed Budget - Kearns.pdf,OTHER
Council,5823,919699,2024-06-10,Agenda,1132741,pdf,2024 Amended Budget - Kearns.pdf,OTHER
Council,5823,919699,2024-06-10,Agenda,1132743,pdf,Kearns Ordinance 2024-06-01  - Adopting City Name and Logo (6-7-2024).pdf,OTHER
Council,5823,919699,2024-06-10,Agenda,1132745,pdf,Kearns Resolution 2024-06-04 - Resolution Adopting 2024-2025 Fee Schedule (6-7-2024).pdf,OTHER
Council,5823,918179,2024-06-10,Budget Public Notice,1129917,pdf,Budget Public Hearing.pdf,OTHER
Council,5823,918179,2024-06-10,Budget Public Notice,1129919,pdf,2024 Amended Budget - Kearns.pdf,OTHER
Council,5823,918179,2024-06-10,Budget Public Notice,1129921,pdf,2025 Proposed Budget - Kearns.pdf,OTHER
Council,5823,921947,2024-05-20,Ordinance Notice,1136697,pdf,Ordinance 2024-05-03.pdf,OTHER
Council,5823,914875,2024-05-20,Agenda,1167013,pdf,05-20-24 Approved Minutes.pdf,MINUTES
Council,5823,914875,2024-05-20,Agenda,1124555,docx,May 20 2024.docx,OTHER
Council,5823,914875,2024-05-20,Agenda,1124557,pdf,2024 Amended Budget - Kearns.pdf,OTHER
Council,5823,914875,2024-05-20,Agenda,1124559,docx,Resolution 2024-05-04 COVID-19 Appropraition to the Small Business Grant Program (5-16-2024).docx,OTHER
Council,5823,914875,2024-05-20,Agenda,1124569,docx,2024 Kearns Tentative Budget Amendment Resolution (5-17-2024).docx,OTHER
Council,5823,920849,2024-05-13,Ordinance Notice,1134865,pdf,2024-05-02.pdf,OTHER
Council,5823,920263,2024-05-13,Ordinance Notice,1133617,pdf,Ordinance 2024-05-01.pdf,OTHER
Council,5823,912977,2024-05-13,Agenda,1121179,pdf,2025 Proposed Budget - Kearns.pdf,OTHER
Council,5823,912977,2024-05-13,Agenda,1125315,mp3,05-13-24.mp3,AUDIO
Council,5823,912977,2024-05-13,Agenda,1167007,pdf,05-13-24 Approved Minutes.pdf,MINUTES
Council,5823,912977,2024-05-13,Agenda,1121177,docx,May13 2024.docx,OTHER
Council,5823,912977,2024-05-13,Agenda,1121181,docx,Kearns Resolution 2024-5-2 - Approving Tentative 2024-2025 Fiscal Year Budget (5-13-2024).docx,OTHER
Council,5823,904601,2024-04-08,Agenda,1167005,pdf,04-08-24 Approved Minutes.pdf,MINUTES
Council,5823,904601,2024-04-08,Agenda,1106769,docx,April 8 2024.docx,OTHER
Council,5823,898491,2024-03-11,Agenda,1097822,mp3,03-11-24_01.mp3,AUDIO
Council,5823,898491,2024-03-11,Agenda,1167003,pdf,03-11-24 Approved Minutes.pdf,MINUTES
Council,5823,898491,2024-03-11,Agenda,1167011,docx,03-11-24.docx,OTHER
Council,5823,894189,2024-02-20,Agenda,1094135,mp3,02-20-24.mp3,AUDIO
Council,5823,894189,2024-02-20,Agenda,1167001,pdf,02-20-24 Approved Minutes.pdf,MINUTES
Council,5823,894189,2024-02-20,Agenda,1086987,docx,February 20 Special Meeting.docx,OTHER
Council,5823,892377,2024-02-12,Agenda,1106057,pdf,02-12-24.pdf,OTHER
Council,5823,892377,2024-02-12,Agenda,1166999,pdf,02-12-24 Approved Minutes.pdf,MINUTES
Council,5823,892377,2024-02-12,Agenda,1083715,docx,Februry 12 2024 Agenda.docx,AGENDA
