date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,pmn_body_id,pmn_file_id,size_mb,stored_locally,doc_class,fetch_status,sha256,text_path,text_chars
2025-02-10,02-10-2025 Kearns CC Meeting Packet.pdf,Council,regular,full_packet,https://www.utah.gov/pmn/files/1229209.pdf,2026-07-13,text,pdftotext -layout,raw/2025-02-10/02-10-2025_Kearns_CC_Meeting_Packet.pdf,5823,1229209,0.89,yes,,,,,
2025-03-10,03-10-2025 Kearns CC Meeting Packet.pdf,Council,regular,full_packet,https://www.utah.gov/pmn/files/1241293.pdf,2026-07-13,text,pdftotext -layout,raw/2025-03-10/03-10-2025_Kearns_CC_Meeting_Packet.pdf,5823,1241293,1.31,yes,,,,,
2025-04-14,04-14-2025 Kearns CC Meeting Agenda with Supporting Documents.pdf,Council,regular,full_packet,https://www.utah.gov/pmn/files/1258007.pdf,2026-07-13,text,pdftotext -layout,raw/2025-04-14/04-14-2025_Kearns_CC_Meeting_Agenda_with_Supporting_Documents.pdf,5823,1258007,2.04,yes,,,,,
2025-05-12,05-12-2025 Kearns CC Meeting Agenda with Supporting Documents.pdf,Council,regular,full_packet,https://www.utah.gov/pmn/files/1269805.pdf,2026-07-13,text,pdftotext -layout,raw/2025-05-12/05-12-2025_Kearns_CC_Meeting_Agenda_with_Supporting_Documents.pdf,5823,1269805,4.3,yes,,,,,
2025-06-09,06-09-2025 Kearns CC Meeting Agenda with Supporting Documents.pdf,Council,regular,full_packet,https://www.utah.gov/pmn/files/1282475.pdf,2026-07-13,text,pdftotext -layout,raw/2025-06-09/06-09-2025_Kearns_CC_Meeting_Agenda_with_Supporting_Documents.pdf,5823,1282475,1.74,yes,,,,,
2025-07-14,07-14-2025 Kearns CC Meeting Agenda with Supporting Documents.pdf,Council,regular,full_packet,https://www.utah.gov/pmn/files/1297907.pdf,2026-07-13,text,pdftotext -layout,raw/2025-07-14/07-14-2025_Kearns_CC_Meeting_Agenda_with_Supporting_Documents.pdf,5823,1297907,18.35,yes,,,,,
2025-08-11,08-11-2025 Kearns CC Meeting Agenda with Supporting Documents.pdf,Council,regular,full_packet,https://www.utah.gov/pmn/files/1306881.pdf,2026-07-13,text,pdftotext -layout,raw/2025-08-11/08-11-2025_Kearns_CC_Meeting_Agenda_with_Supporting_Documents.pdf,5823,1306881,14.93,yes,,,,,
2025-09-08,09-08-2025 Kearns CC Meeting Agenda with Supporting Documents.pdf,Council,regular,full_packet,https://www.utah.gov/pmn/files/1319479.pdf,2026-07-13,text,pdftotext -layout,raw/2025-09-08/09-08-2025_Kearns_CC_Meeting_Agenda_with_Supporting_Documents.pdf,5823,1319479,10.16,yes,,,,,
2025-10-14,10-14-2025 Kearns CC Meeting Agenda with Supporting Documents.pdf,Council,regular,full_packet,https://www.utah.gov/pmn/files/1335557.pdf,2026-07-13,text,pdftotext -layout,raw/2025-10-14/10-14-2025_Kearns_CC_Meeting_Agenda_with_Supporting_Documents.pdf,5823,1335557,2.56,yes,,,,,
2025-11-10,11-10-2025 Kearns CC Meeting AMENDED Agenda and Supporting Documents.pdf,Council,regular,full_packet,https://www.utah.gov/pmn/files/1347693.pdf,2026-07-13,text,pdftotext -layout,raw/2025-11-10/11-10-2025_Kearns_CC_Meeting_AMENDED_Agenda_and_Supporting_Documents.pdf,5823,1347693,2.74,yes,,,,,
2025-12-08,12-08-2025 Kearns CC Meeting Agenda with Supporting Documents.pdf,Council,regular,full_packet,https://www.utah.gov/pmn/files/1362003.pdf,2026-07-13,text,pdftotext -layout,raw/2025-12-08/12-08-2025_Kearns_CC_Meeting_Agenda_with_Supporting_Documents.pdf,5823,1362003,1.9,yes,,,,,
2026-01-12,01-12-2025 Kearns CC Meeting Agenda with Supporting Documents.pdf,Council,regular,full_packet,https://www.utah.gov/pmn/files/1374391.pdf,2026-07-13,text,pdftotext -layout,raw/2026-01-12/01-12-2025_Kearns_CC_Meeting_Agenda_with_Supporting_Documents.pdf,5823,1374391,1.27,yes,,,,,
2026-01-26,01-26-2026 Kearns CC Meeting Agenda with Supporting Documents.pdf,Council,regular,full_packet,https://www.utah.gov/pmn/files/1382107.pdf,2026-07-13,text,pdftotext -layout,raw/2026-01-26/01-26-2026_Kearns_CC_Meeting_Agenda_with_Supporting_Documents.pdf,5823,1382107,0.5,yes,,,,,
2026-03-09,03-09-2026 Kearns CC Meeting Supporting Documents.pdf,Council,regular,full_packet,https://www.utah.gov/pmn/files/1401727.pdf,2026-07-13,text,pdftotext -layout,raw/2026-03-09/03-09-2026_Kearns_CC_Meeting_Supporting_Documents.pdf,5823,1401727,7.56,yes,,,,,
2026-04-13,04-13-2026 Kearns CC Meeting Agenda with Supporting Documents.pdf,Council,regular,full_packet,https://www.utah.gov/pmn/files/1417135.pdf,2026-07-13,text,pdftotext -layout,raw/2026-04-13/04-13-2026_Kearns_CC_Meeting_Agenda_with_Supporting_Documents.pdf,5823,1417135,8.99,yes,,,,,
2026-05-11,05-11-2026 Kearns CC Meeting Agenda with Supporting Documents.pdf,Council,regular,full_packet,https://www.utah.gov/pmn/files/1430799.pdf,2026-07-13,text,pdftotext -layout,raw/2026-05-11/05-11-2026_Kearns_CC_Meeting_Agenda_with_Supporting_Documents.pdf,5823,1430799,3.39,yes,,,,,
2026-06-08,06-08-2026 Kearns CC Meeting Supporting Documents.pdf,Council,regular,full_packet,https://www.utah.gov/pmn/files/1445673.pdf,2026-07-13,text,pdftotext -layout,raw/2026-06-08/06-08-2026_Kearns_CC_Meeting_Supporting_Documents.pdf,5823,1445673,13.04,yes,,,,,
2026-07-13,07-13-2026 Kearns CC Meeting - Supporting Documents.pdf,Council,regular,full_packet,https://www.utah.gov/pmn/files/1460599.pdf,2026-07-13,text,pdftotext -layout,raw/2026-07-13/07-13-2026_Kearns_CC_Meeting_-_Supporting_Documents.pdf,5823,1460599,23.87,yes,,,,,
2019-01-14,190114_KearnsTPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/457123.pdf,2026-07-13,text,pdftotext -layout,raw/2019-01-14/190114_KearnsTPC_Packet.pdf,1561,457123,4.4,yes,,,,,
2019-03-11,190311_KearnsTPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/475003.pdf,2026-07-13,text,pdftotext -layout,raw/2019-03-11/190311_KearnsTPC_Packet.pdf,1561,475003,1.74,yes,,,,,
2019-04-08,190408_KearnsTPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/482439.pdf,2026-07-13,text,pdftotext -layout,raw/2019-04-08/190408_KearnsTPC_Packet.pdf,1561,482439,1.68,yes,,,,,
2019-06-10,190610_KearnsTPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/499837.pdf,2026-07-13,text,pdftotext -layout,raw/2019-06-10/190610_KearnsTPC_Packet.pdf,1561,499837,0.93,yes,,,,,
2019-07-22,190722_KearnsTPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/512147.pdf,2026-07-13,text,pdftotext -layout,raw/2019-07-22/190722_KearnsTPC_Packet.pdf,1561,512147,6.27,yes,,,,,
2019-11-18,191118_KearnsTPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/548887.pdf,2026-07-13,text,pdftotext -layout,raw/2019-11-18/191118_KearnsTPC_Packet.pdf,1561,548887,14.94,yes,,,,,
2020-01-13,200113_KearnsTPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/563553.pdf,2026-07-13,text,pdftotext -layout,raw/2020-01-13/200113_KearnsTPC_Packet.pdf,1561,563553,57.76,yes,,,,,
2020-07-13,200713_KearnsTPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/617377.pdf,2026-07-13,text,pdftotext -layout,raw/2020-07-13/200713_KearnsTPC_Packet.pdf,1561,617377,5.79,yes,,,,,
2020-08-10,200810_KearnsTPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/626051.pdf,2026-07-13,text,pdftotext -layout,raw/2020-08-10/200810_KearnsTPC_Packet.pdf,1561,626051,26.43,yes,,,,,
2020-10-12,201012_KearnsTPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/646107.pdf,2026-07-13,text,pdftotext -layout,raw/2020-10-12/201012_KearnsTPC_Packet.pdf,1561,646107,1.45,yes,,,,,
2020-11-09,201109_KearnsTPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/654747.pdf,2026-07-13,text,pdftotext -layout,raw/2020-11-09/201109_KearnsTPC_Packet.pdf,1561,654747,3.41,yes,,,,,
2020-12-14,201214_KearnsTPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/666789.pdf,2026-07-13,text,pdftotext -layout,raw/2020-12-14/201214_KearnsTPC_Packet.pdf,1561,666789,1.9,yes,,,,,
2021-04-12,210412_KearnsPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/703999.pdf,2026-07-13,text,pdftotext -layout,raw/2021-04-12/210412_KearnsPC_Packet.pdf,1561,703999,3.91,yes,,,,,
2021-05-10,210510_KearnsPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/712567.pdf,2026-07-13,text,pdftotext -layout,raw/2021-05-10/210510_KearnsPC_Packet.pdf,1561,712567,10.23,yes,,,,,
2021-06-14,210614_KearnsPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/728153.pdf,2026-07-13,text,pdftotext -layout,raw/2021-06-14/210614_KearnsPC_Packet.pdf,1561,728153,1.26,yes,,,,,
2021-07-21,VAR2021-000362_Variance Packet_Guzman.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/738805.pdf,2026-07-13,text,pdftotext -layout,raw/2021-07-21/VAR2021-000362_Variance_Packet_Guzman.pdf,1561,738805,12.22,yes,,,,,
2021-08-09,210809_KearnsPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/746043.pdf,2026-07-13,text,pdftotext -layout,raw/2021-08-09/210809_KearnsPC_Packet.pdf,1561,746043,1.52,yes,,,,,
2021-09-13,210913_KearnsPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/757885.pdf,2026-07-13,text,pdftotext -layout,raw/2021-09-13/210913_KearnsPC_Packet.pdf,1561,757885,5.66,yes,,,,,
2021-10-11,211011_KearnsPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/767579.pdf,2026-07-13,text,pdftotext -layout,raw/2021-10-11/211011_KearnsPC_Packet.pdf,1561,767579,2.61,yes,,,,,
2022-01-10,220110_KearnsPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/797971.pdf,2026-07-13,text,pdftotext -layout,raw/2022-01-10/220110_KearnsPC_Packet.pdf,1561,797971,19.04,yes,,,,,
2022-02-14,220214_KearnsPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/812861.pdf,2026-07-13,text,pdftotext -layout,raw/2022-02-14/220214_KearnsPC_Packet.pdf,1561,812861,4.26,yes,,,,,
2022-02-14,220214_KearnsPC_PacketAmended.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/813279.pdf,2026-07-13,text,pdftotext -layout,raw/2022-02-14/220214_KearnsPC_PacketAmended.pdf,1561,813279,4.14,yes,,,,,
2022-04-11,220411_KearnsPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/833179.pdf,2026-07-13,text,pdftotext -layout,raw/2022-04-11/220411_KearnsPC_Packet.pdf,1561,833179,10.86,yes,,,,,
2022-08-08,220808_KearnsPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/877439.pdf,2026-07-13,text,pdftotext -layout,raw/2022-08-08/220808_KearnsPC_Packet.pdf,1561,877439,3.02,yes,,,,,
2022-09-12,220912_KearnsPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/888941.pdf,2026-07-13,text,pdftotext -layout,raw/2022-09-12/220912_KearnsPC_Packet.pdf,1561,888941,11.11,yes,,,,,
2022-11-14,221114_KearnsPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/908345.pdf,2026-07-13,text,pdftotext -layout,raw/2022-11-14/221114_KearnsPC_Packet.pdf,1561,908345,2.17,yes,,,,,
2023-01-09,230109_KearnsPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/927577.pdf,2026-07-13,text,pdftotext -layout,raw/2023-01-09/230109_KearnsPC_Packet.pdf,1561,927577,6.7,yes,,,,,
2023-02-06,230206_KearnsPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/939407.pdf,2026-07-13,text,pdftotext -layout,raw/2023-02-06/230206_KearnsPC_Packet.pdf,1561,939407,6.71,yes,,,,,
2023-04-03,Kearns Planning Commission Staff Report and Attachments_Titles 18 and 19_ March 28 _2023.pdf,PC,regular,staff_report,https://www.utah.gov/pmn/files/960103.pdf,2026-07-13,text,pdftotext -layout,raw/2023-04-03/Kearns_Planning_Commission_Staff_Report_and_Attachments_Titles_18_and_19__March_28__2023.pdf,1561,960103,5.88,yes,staff_report,ok,a28c9545ec36dbb61852ce364287534a40a69ab216609ac2f9393a461e1bc465,text/Kearns_Planning_Commission_Staff_Report_and_Attachments_Titles_18_and_19__March_28__2023.txt,1115310
2023-04-03,230403_KearnsPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/961019.pdf,2026-07-13,text,pdftotext -layout,raw/2023-04-03/230403_KearnsPC_Packet.pdf,1561,961019,7.82,yes,,,,,
2023-06-05,KearnsPC_StaffReport_Titles18_19_June2023wAttachments.pdf,PC,regular,staff_report,https://www.utah.gov/pmn/files/983755.pdf,2026-07-13,text,pdftotext -layout,raw/2023-06-05/KearnsPC_StaffReport_Titles18_19_June2023wAttachments.pdf,1561,983755,6.54,yes,staff_report,ok,a06cd03c8ed85c3a53ffd5258c24f18f2cbcad8140fa9086e846bc09dd92d683,text/KearnsPC_StaffReport_Titles18_19_June2023wAttachments.txt,1143873
2023-07-10,230710_KearnsPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/996873.pdf,2026-07-13,text,pdftotext -layout,raw/2023-07-10/230710_KearnsPC_Packet.pdf,1561,996873,2.81,yes,,,,,
2023-09-18,230918_KearnsPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/1021495.pdf,2026-07-13,text,pdftotext -layout,raw/2023-09-18/230918_KearnsPC_Packet.pdf,1561,1021495,4.8,yes,,,,,
2024-01-03,240103_KearnsPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/1064057.pdf,2026-07-13,text,pdftotext -layout,raw/2024-01-03/240103_KearnsPC_Packet.pdf,1561,1064057,3.67,yes,,,,,
2024-01-03,OAM2023-001050_Kearns 174 Compliance Amendments_PC_StaffReport.pdf,PC,regular,staff_report,https://www.utah.gov/pmn/files/1064887.pdf,2026-07-13,text,pdftotext -layout,raw/2024-01-03/OAM2023-001050_Kearns_174_Compliance_Amendments_PC_StaffReport.pdf,1561,1064887,1.02,yes,staff_report,ok,5fbcdf267426249dbf139b1ab3c037ebab823f9ba66a9b7cfa2b50f98ded1bc5,text/OAM2023-001050_Kearns_174_Compliance_Amendments_PC_StaffReport.txt,158697
2024-03-04,240304_KearnsPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/1091767.pdf,2026-07-13,text,pdftotext -layout,raw/2024-03-04/240304_KearnsPC_Packet.pdf,1561,1091767,1.66,yes,,,,,
2024-05-06,240506_KearnsPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/1117777.pdf,2026-07-13,text,pdftotext -layout,raw/2024-05-06/240506_KearnsPC_Packet.pdf,1561,1117777,2.83,yes,,,,,
2024-06-03,Kearns PC Staff Report_OAM2024-001167_June2024wAttachments.pdf,PC,regular,staff_report,https://www.utah.gov/pmn/files/1129617.pdf,2026-07-13,text,pdftotext -layout,raw/2024-06-03/Kearns_PC_Staff_Report_OAM2024-001167_June2024wAttachments.pdf,1561,1129617,0.75,yes,staff_report,ok,a688127d318c72748132032412c3ce6f5b70e3fb3b98c2ae70493e58b41b5315,text/Kearns_PC_Staff_Report_OAM2024-001167_June2024wAttachments.txt,22968
2024-09-09,240909_KearnsPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/1166773.pdf,2026-07-13,text,pdftotext -layout,raw/2024-09-09/240909_KearnsPC_Packet.pdf,1561,1166773,2.14,yes,,,,,
2024-09-09,draft 2024-09-08 Kearns 476 Compliance Amendments_PC_StaffReport (2024-09-08).pdf,PC,regular,staff_report,https://www.utah.gov/pmn/files/1167053.pdf,2026-07-13,text,pdftotext -layout,raw/2024-09-09/draft_2024-09-08_Kearns_476_Compliance_Amendments_PC_StaffReport_2024-09-08.pdf,1561,1167053,0.21,yes,staff_report,ok,4e25806860b7801df980186388a9e6d5db83e0086c7555f7e2c820ee60425023,text/draft_2024-09-08_Kearns_476_Compliance_Amendments_PC_StaffReport_2024-09-08.txt,7340
2024-12-02,241202_KearnsPC_Packet .pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/1200787.pdf,2026-07-13,text,pdftotext -layout,raw/2024-12-02/241202_KearnsPC_Packet.pdf,1561,1200787,3.89,yes,,,,,
2025-03-03,OAM2025-001330 - P.C. packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/1235709.pdf,2026-07-13,text,pdftotext -layout,raw/2025-03-03/OAM2025-001330_-_P.C._packet.pdf,1561,1235709,0.44,yes,staff_report,ok,16fa7d1a10a9393ff1997fc697b5a9384c75345a4c25b19fea0a36e4bbd88a9a,text/OAM2025-001330_-_P.C._packet.txt,18938
2025-05-05,250505_KearnsPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/1265803.pdf,2026-07-13,text,pdftotext -layout,raw/2025-05-05/250505_KearnsPC_Packet.pdf,1561,1265803,5.06,yes,,,,,
2025-07-07,REZ2025-01400 Staff Report.pdf,PC,regular,staff_report,https://www.utah.gov/pmn/files/1294211.pdf,2026-07-13,text,pdftotext -layout,raw/2025-07-07/REZ2025-01400_Staff_Report.pdf,1561,1294211,2.89,yes,staff_report,ok,4a0b01606fd84031626d87a68d637a6f6ccad5a2e4af2830150f9b75f5467cdf,text/REZ2025-01400_Staff_Report.txt,9663
2025-07-07,CUP2025-001399_Staff_Report_Final.pdf,PC,regular,staff_report,https://www.utah.gov/pmn/files/1294213.pdf,2026-07-13,text,pdftotext -layout,raw/2025-07-07/CUP2025-001399_Staff_Report_Final.pdf,1561,1294213,64.77,yes,staff_report,ok,edc5d20874017453eff7b0954f86499cc67beb6822f71ee5b50f3073249762b8,text/CUP2025-001399_Staff_Report_Final.txt,1302436
2025-08-04,250804_KearnsPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/1303815.pdf,2026-07-13,text,pdftotext -layout,raw/2025-08-04/250804_KearnsPC_Packet.pdf,1561,1303815,1.98,yes,,,,,
2025-10-06,251006_KearnsPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/1327527.pdf,2026-07-13,text,pdftotext -layout,raw/2025-10-06/251006_KearnsPC_Packet.pdf,1561,1327527,5.64,yes,,,,,
2025-11-03,251103_KearnsPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/1343659.pdf,2026-07-13,text,pdftotext -layout,raw/2025-11-03/251103_KearnsPC_Packet.pdf,1561,1343659,15.56,yes,,,,,
2026-04-06,260406_KearnsPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/1414165.pdf,2026-07-13,text,pdftotext -layout,raw/2026-04-06/260406_KearnsPC_Packet.pdf,1561,1414165,2.28,yes,,,,,
2026-06-01,260601_KearnsPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/1441081.pdf,2026-07-13,text,pdftotext -layout,raw/2026-06-01/260601_KearnsPC_Packet.pdf,1561,1441081,49.0,yes,,,,,
2026-07-06,260706_KearnsPC_Packet.pdf,PC,regular,full_packet,https://www.utah.gov/pmn/files/1456249.pdf,2026-07-13,text,pdftotext -layout,raw/2026-07-06/260706_KearnsPC_Packet.pdf,1561,1456249,1.41,yes,,,,,
2026-07-06,OAM2026-001636 Kearns PC Staff Report.pdf,PC,regular,staff_report,https://www.utah.gov/pmn/files/1457349.pdf,2026-07-13,text,pdftotext -layout,raw/2026-07-06/OAM2026-001636_Kearns_PC_Staff_Report.pdf,1561,1457349,2.26,yes,staff_report,ok,0883a3e83df14f9622c80c38db9c32f419afedefd42cf093d9304af66b3238a8,text/OAM2026-001636_Kearns_PC_Staff_Report.txt,146254
