file,url,site_pages,labels,bytes,sha256,filetype,pdf_pages,text_layer,body_first_lines,role,notes
7dc173_314a952cb85c4689859f8215bda86532.pdf,https://www.weberelections.gov/_files/ugd/7dc173_314a952cb85c4689859f8215bda86532.pdf,electionsresults,2004 General Election.pdf,134064,d85ff1ad4bb292fbb650f51baf1bb9529568a086c2628b6dc826fc4c15eea69a,pdf,3,image-only,,catalogued,
7dc173_3166a023afc540e193b4daa269e0eeea.pdf,https://www.weberelections.gov/_files/ugd/7dc173_3166a023afc540e193b4daa269e0eeea.pdf,copy-of-historical-election-results;electionsresults,2015 General Election - Statement of Votes Cast.pdf,59819,559857b82e2492db0168da748aecd3f5210b985042d7bfaf163f9436fe012783,pdf,4,text,Proposition 1 Precinct Results / Totals / CYN001 / FRW001 / FRW002 / FRW003 / FRW004 / HPR001 / HPR002 / HPR003 / HPR004 / HPR005 / HPR006 / HSV001 / ,catalogued,
7dc173_3ab165a3f3d5495abc59146562df7ab7.pdf,https://www.weberelections.gov/_files/ugd/7dc173_3ab165a3f3d5495abc59146562df7ab7.pdf,copy-of-historical-election-results;electionsresults,"2015 General Election - Nov. 3, 2015.pdf",28612,5e7e9a78639c2e1d2f2a9db7196df6ed1f576f5011ea71e4f4284f82437df8b4,pdf,3,text,"Election Summary Report / Weber County, Utah / Municipal General Election / November 3, 2015 / Summary For Jurisdiction Wide, All Counters, All Races ",normalized,
7dc173_3fbd87144c1e47ca8ba5fc235501eadb.pdf,https://www.weberelections.gov/_files/ugd/7dc173_3fbd87144c1e47ca8ba5fc235501eadb.pdf,electionsresults,"2020 General Election Results Report - Nov. 3, 2020.pdf",157856,75f7d257dedcad440801d3b52e0870c081f2ca1693eb1aa68b740a14c79581e7,pdf,16,text,"Summary Report / 2020 Presidential Election / OFFICIAL RESULTS / November 3, 2020 / Weber County / STATISTICS / TOTAL / Registered Voters - Total / 12",normalized,
7dc173_42aefeefc8bf43f9a0e5ca43c77946a3.pdf,https://www.weberelections.gov/_files/ugd/7dc173_42aefeefc8bf43f9a0e5ca43c77946a3.pdf,electionsresults,2007 Primary Election.pdf,107084,07ce5b901cc47b022fb755663888d2b5bc75c9e99aae4bf2b313ba6a3bd7f68b,pdf,11,text,"Election Summary Report / Municipal / Primary Election / September 11, 2007 / Summary For Ogden City, All Counters, All Races / Registered Voters 4475",normalized,2007 municipal primary = Ogden-only; p1 summary parsed; pp.2-11 are GEMS SOVC precinct grids (unparsed; no official-results label printed on p1)
7dc173_4a6ea30f4ce94b3dac4608577967e079.pdf,https://www.weberelections.gov/_files/ugd/7dc173_4a6ea30f4ce94b3dac4608577967e079.pdf,copy-of-historical-election-results;electionsresults,2012 General Election - Statement of Votes Cast.pdf,5689835,f54a41feb118a51d98dc240939fb69baf94fced47743441c74dc7888592741ce,pdf,810,text,"Statement of Votes Cast / Weber County, Utah / General Election / November 6, 2012 / SOVC For Jurisdiction Wide, Multiple Counters, All Races / Offici",catalogued,
7dc173_50598a3c3a854e2f9c5d1c5439bb8808.pdf,https://www.weberelections.gov/_files/ugd/7dc173_50598a3c3a854e2f9c5d1c5439bb8808.pdf,copy-of-historical-election-results;electionsresults,"2013 Municipal General Election - Nov. 5, 2013.pdf",25035,2b02ccd5f3952cdee24a9e2b248854ec45da07f11335ce11b5d33d76c8e93810,pdf,3,text,"Election Summary Report / Weber County, Utah / Municipal General Election / November 5, 2013 / Summary For Jurisdiction Wide, All Counters, All Races ",normalized,
7dc173_51b841794d5f42f1887cb2d36886921a.pdf,https://www.weberelections.gov/_files/ugd/7dc173_51b841794d5f42f1887cb2d36886921a.pdf,electionsresults,"2008 Western States Primary - February 5, 2008.pdf",111294,5d7537abcb05f5ec35a589d7f99efbdb688c8d489a594a39a82d911c5ec11dad,pdf,1,text,"4/14/2016 / GEMS ELECTION RESULTS / Election Summary Report / Weber County, Utah / Western States Presidential Primary / February 5, 2008 / Summary Fo",catalogued,
7dc173_5547b20a2256488fbb2f30d2b1102e7a.pdf,https://www.weberelections.gov/_files/ugd/7dc173_5547b20a2256488fbb2f30d2b1102e7a.pdf,electionsresults,"2006 General Election - November 7, 2006.pdf",148466,a29cb38651dba2ecb29ea37d60fca372f876da9786a4be6d776598835e3a8ced,pdf,7,text,"4/14/2016 / GEMS ELECTION RESULTS / Election Summary Report / Weber County, Utah / General Election / November 7, 2006 / Summary For Jurisdiction Wide",normalized,
7dc173_5e828623651a4122935479755d0e1d31.pdf,https://www.weberelections.gov/_files/ugd/7dc173_5e828623651a4122935479755d0e1d31.pdf,electionsresults,"2018 Primary Election Results Report - Jun. 26, 2018.pdf",58463,eb80c057fa5b11ca2821688714534e497d0c23df158124343b7293196bc1063e,pdf,5,text,"Summary Results Report / 2018 Primary / OFFICIAL RESULTS / June 26, 2018 / Weber County / STATISTICS / TOTAL / By Mail / In Person / Registered Voters",normalized,
7dc173_699eef4e41db4101af7cf3ad8e5738ff.pdf,https://www.weberelections.gov/_files/ugd/7dc173_699eef4e41db4101af7cf3ad8e5738ff.pdf,copy-of-historical-election-results;electionsresults,"2014 Primary Election - June 24, 2014.pdf",12287,85b9f2fc8542dae17a19c0321be28989f9b1f72d21f7696266ee38d71a12d240,pdf,1,text,"Election Summary Report / Primary Election / June 24, 2014 / Summary For Jurisdiction Wide, All Counters, All Races / OFFICIAL ELECTION RESULTS / Regi",catalogued,
7dc173_6bba5a4f176542c38e5ca332b1bbc899.pdf,https://www.weberelections.gov/_files/ugd/7dc173_6bba5a4f176542c38e5ca332b1bbc899.pdf,copy-of-historical-election-results;electionsresults,"2012 General Election - Nov. 6, 2012.pdf",31386,2102176083563a1927fbd1afeb86123ba3f6b28cad532ee0c2887b1ed37565a6,pdf,4,text,"Election Summary Report / Weber County, Utah / General Election / November 6, 2012 / Summary For Jurisdiction Wide, All Counters, All Races / Official",normalized,
7dc173_72c2de4387d64efebb1249e9d40ca5ef.pdf,https://www.weberelections.gov/_files/ugd/7dc173_72c2de4387d64efebb1249e9d40ca5ef.pdf,electionsresults,1998 General Election.pdf,143593,7f8473ad72f55ca415681da39b74bf60f572574981377d125670ef9cd29a3a93,pdf,3,image-only,,catalogued,
7dc173_75aecd5191be40c68763fc99e13a3b45.pdf,https://www.weberelections.gov/_files/ugd/7dc173_75aecd5191be40c68763fc99e13a3b45.pdf,electionsresults,2007 General Election.pdf,30774,9a375f06f128d317ff1bfd39cd69613e8ca9183a94f4d18e790b92c0fd6495d5,pdf,4,text,"Election Summary Report / Municipal / General Election / November 6, 2007 / Summary For Jurisdiction Wide, All Counters, All Races / OFFICIAL RESULTS ",normalized,
7dc173_79e68dd243574221a3765da1b42a886c.pdf,https://www.weberelections.gov/_files/ugd/7dc173_79e68dd243574221a3765da1b42a886c.pdf,electionsresults,2002 Primary Election.pdf,32654,fb4a19389a20436f734bc270462072d2e231ee0148f9d3ef9dbc51c6d354b7aa,pdf,1,image-only,,catalogued,
7dc173_8c4e7363ecaf4e658047382f40cbe07c.pdf,https://www.weberelections.gov/_files/ugd/7dc173_8c4e7363ecaf4e658047382f40cbe07c.pdf,copy-of-historical-election-results;electionsresults,"2011 General Election - Nov. 8, 2011.pdf",25867,fcbf2c48c3d45d78df0d398a957b2ab5e3cd12c76a805129dd996644aa55047b,pdf,3,text,"Election Summary Report / Municipal / General Election / November 8, 2011 / Summary For Jurisdiction Wide, All Counters, All Races / OFFICIAL ELECTION",normalized,
7dc173_95d8a113a2804789b037410746d307c7.pdf,https://www.weberelections.gov/_files/ugd/7dc173_95d8a113a2804789b037410746d307c7.pdf,electionsresults,2008 General Election - Statement of Votes Cast.pdf,7236026,fde2222d50095890f2fbaace9d89b9afc9aaf174cced8cb8347a99aebb31d9fb,pdf,931,text,"Statement of Votes Cast / Weber County, Utah / General Election / November 4, 2008 / SOVC For Jurisdiction Wide, All Counters, All Races / Official El",catalogued,
7dc173_98938ecc0f27478da04c299eb61ea4b2.pdf,https://www.weberelections.gov/_files/ugd/7dc173_98938ecc0f27478da04c299eb61ea4b2.pdf,copy-of-historical-election-results;electionsresults,"2012 Primary Election - June 26, 2012.pdf",16416,d2cbcbedf10dc98a0f8b5fd6e5eee511cc3ec3a7193e04ea352454fa8aca7119,pdf,1,text,"Date:07/10/12 / Time:08:27:57 / Page:1 of 1 / Election Summary Report / Primary Election / June 26, 2012 / Summary For Jurisdiction Wide, All Counters",catalogued,
7dc173_9f6a145759b446e7a81286d1a5aac149.pdf,https://www.weberelections.gov/_files/ugd/7dc173_9f6a145759b446e7a81286d1a5aac149.pdf,copy-of-historical-election-results;electionsresults,"2014 General Election - Nov. 4, 2014.pdf",34937,42b8e2605247046fa62bd25e939bdf99134c6bbfc86307e461836310b14306f9,pdf,5,text,"Election Summary Report / General Election / November 4, 2014 / Summary For Jurisdiction Wide, All Counters, All Races / OFFICIAL ELECTION RESULTS / R",normalized,
7dc173_9fc66385284f4b51a25543c60121a72c.pdf,https://www.weberelections.gov/_files/ugd/7dc173_9fc66385284f4b51a25543c60121a72c.pdf,electionsresults,2010 General Election - Statement of Votes Cast.pdf,8508711,ca842dafdd2bb68abee381ad6af981b7ff77aeee8b0acd47639d26a973adb089,pdf,1092,text,"Statement of Votes Cast / General Election / November 2, 2010 / SOVC For Jurisdiction Wide, All Counters, All Races / Official Election Results / TURN",catalogued,
7dc173_a00ce1d87e7043caa17d49e189b2dd3d.csv,https://www.weberelections.gov/_files/ugd/7dc173_a00ce1d87e7043caa17d49e189b2dd3d.csv?dn=2018%20General%20Election%20Precinct%20Report.csv,electionsresults,"2018 General Election Precinct Results - Nov. 6, 2018.pdf",91602,8da27196df08f2d9df10becfef6652a25f6827d4cb82b0a3c1d1ac3bfbce0d28,csv,,text,"Full Precinct Report,,,,OFFICIAL RESULTS,,,,,,,,,,",normalized,machine-readable Full Precinct Report CSV (Wix ?dn= label mislabels it '.pdf'); internally consistent but an EARLIER official cut than the Nov-20 'Final' summary (uniform +13..+31/contest there) — derived layer prefers the Final summary
7dc173_a29b352ce44246b1b960c32fc398de85.pdf,https://www.weberelections.gov/_files/ugd/7dc173_a29b352ce44246b1b960c32fc398de85.pdf,copy-of-historical-election-results;electionsresults,2014 Primary Election - Statement of Votes Cast.pdf,418192,492cb20110188ba5ac0b63be200f0f02ee5fab85fe2b1e425ecf7ff5720b1bd8,pdf,51,text,"Date:07/08/14 / Time:08:49:10 / Page:1 of 51 / Statement of Votes Cast / Primary Election / June 24, 2014 / SOVC For Jurisdiction Wide, All Counters, ",catalogued,
7dc173_b15622c41e0240b8a71e9c3bc001d0f3.pdf,https://www.weberelections.gov/_files/ugd/7dc173_b15622c41e0240b8a71e9c3bc001d0f3.pdf,copy-of-historical-election-results;electionsresults,2010 Primary Election.pdf || 2016 Primary Election.pdf,9841,cbae96c514c673bab149e8af38c47a2ef1847f204695947e16a3a760462bc568,pdf,1,text,"Election Summary Report / Primary Election / June 22, 2010 / Summary For Jurisdiction Wide, All Counters, All Races / Official Results / Weber County ",catalogued,"BODY=2010 Primary (June 22, 2010); the historical page ALSO mislabels this file '2016 Primary Election.pdf'"
7dc173_c4ed15366e0740aa9ffc4f66fdf1ca2e.pdf,https://www.weberelections.gov/_files/ugd/7dc173_c4ed15366e0740aa9ffc4f66fdf1ca2e.pdf,copy-of-historical-election-results,2014 General Election - Statement of Votes Cast.pdf,0,,empty,,,,dead-link,DEAD LINK on the historical page ('2014 General SOVC') — empty document stream (0 bytes); the working copy is 92078f_23a80301ef1a453f84018d619abf4b2d.pdf
7dc173_cc6b206829ff40b6b02675a02700872c.pdf,https://www.weberelections.gov/_files/ugd/7dc173_cc6b206829ff40b6b02675a02700872c.pdf,copy-of-historical-election-results;electionsresults,"2013 Special Election - June 25, 2013.pdf",244449,778b2d07ceca48aead1099dd6e59d01cff4d23a43215d0722abf7ea437344bab,pdf,28,text,"Date:07/10/13 / Time:12:27:35 / Page:1 of 28 / Statement of Votes Cast / Weber County, Utah / Special Election / June 25, 2013 / SOVC For Jurisdiction",catalogued,
7dc173_d0d4fc19d88f469191fe6355d8d95aab.pdf,https://www.weberelections.gov/_files/ugd/7dc173_d0d4fc19d88f469191fe6355d8d95aab.pdf,copy-of-historical-election-results;electionsresults,"2015 Primary Election - Aug. 11, 2015.pdf",14447,71277c44c6a75093c69ce7d7e48834946ca47f10c77dfca5a50c1f1377c82ff3,pdf,1,text,"Election Summary Report / Weber County, Utah / Municipal Primary Election / August 11, 2015 / Summary For Jurisdiction Wide, All Counters, All Races /",normalized,
7dc173_d768b44d1cba4863a7a271a2286e4944.pdf,https://www.weberelections.gov/_files/ugd/7dc173_d768b44d1cba4863a7a271a2286e4944.pdf,electionsresults,"2021 Primary Election Results Report- Aug. 20, 2020",48500,1c3fd7e51e91bfdea157fec5d2032381cbc63e046aea493078f9ea23a1cdd1c9,pdf,3,text,"Summary Results Report / 2021 Primary / OFFICIAL RESULTS / August 10, 2021 / Weber County / STATISTICS / TOTAL / Registered Voters - Total / 58,600 / ",normalized,"site label says 'Aug. 20, 2020' but BODY=2021 Primary OFFICIAL RESULTS Aug 10 2021 (label typo)"
7dc173_da3cd0166c7f4e3fada8075c50cef007.pdf,https://www.weberelections.gov/_files/ugd/7dc173_da3cd0166c7f4e3fada8075c50cef007.pdf,electionsresults,"2008 Primary Election - June 24, 2008.pdf",108606,215c753beee25f0e71c40b2cdd693e1db5567007112bd83474d516029f82ad32,pdf,1,text,"4/14/2016 / GEMS ELECTION RESULTS / Election Summary Report / Weber County, Utah / Primary / June 24, 2008 / Summary For Jurisdiction Wide, All Counte",catalogued,
7dc173_dde1613fbfc743c994e963669ec9137c.pdf,https://www.weberelections.gov/_files/ugd/7dc173_dde1613fbfc743c994e963669ec9137c.pdf,electionsresults,"2008 General Election - Nov. 4, 2008.pdf",34797,3ba3989b576b5f7e00f1d0d237b5280ea02ad2dbe3d9976a76000f91a3b779a1,pdf,5,text,"Election Summary Report / Weber County, Utah / General Election / November 4, 2008 / Summary For Jurisdiction Wide, All Counters, All Races / OFFICIAL",normalized,
7dc173_e1ac31b4f070466cae4745fc540b3a5a.pdf,https://www.weberelections.gov/_files/ugd/7dc173_e1ac31b4f070466cae4745fc540b3a5a.pdf,electionsresults,2017 Special Election Results.pdf,49906,cf43a45c3e947246d6d06ce1933c2f9614621b91abac06c5026f7b1128b5927b,pdf,1,text,"Election Summary Report / Special Election / Summary For Jurisdiction Wide, All Counters, All Races / Official Election Results / Canvass Report / Reg",catalogued,
7dc173_e258fc774faa49119abaabc675eedad8.pdf,https://www.weberelections.gov/_files/ugd/7dc173_e258fc774faa49119abaabc675eedad8.pdf,electionsresults,1994 General Election.pdf,2010477,866bc0f8ab0eb86829de649daded87a9ae9e6748c34a4289c7805bbc0a4e5ca1,pdf,7,image-only,,catalogued,
7e3a53_025c22bd43a54a348ac7eba00809c12d.pdf,https://www.weberelections.gov/_files/ugd/7e3a53_025c22bd43a54a348ac7eba00809c12d.pdf,electionsresults,"2016 General Election - Nov. 8, 2016.pdf",99007,c443decd8cffa854f1d65d91a28f4a5d61e5efe2af807a907b1b0c68bba1e0e5,pdf,4,text,"Election Summary Report / General Election / November 8, 2016 / Summary For Jurisdiction Wide, All Counters, All Races / OFFICIAL CANVASS REPORT / Dat",catalogued,
7e3a53_0c64e2aa8b964f81a183bb1fdbd64a17.pdf,https://www.weberelections.gov/_files/ugd/7e3a53_0c64e2aa8b964f81a183bb1fdbd64a17.pdf,electionsresults,"2017 Countywide Precinct Report- Nov. 7, 2017.pdf || 2017 General Election Results- Nov. 7, 2017.pdf",30046,457bd608e9b1e51daf44b11df3376de7d18c46082c0beb1277baa4980c4083a2,pdf,4,text,"Election Summary Report / Weber County, Utah / Municipal General Election / November 7, 2017 / Summary For Jurisdiction Wide, All Counters, All Races ",normalized,BODY=2017 Municipal General SUMMARY; the site's '2017 Countywide Precinct Report' label points to this same file (mislink) — no 2017 precinct report published
7e3a53_11a9fd7e110c49b48d8a0050a155ac4b.pdf,https://www.weberelections.gov/_files/ugd/7e3a53_11a9fd7e110c49b48d8a0050a155ac4b.pdf,electionsresults,2017 Pleasant View Recount Results.pdf,30849,0b52279f89c5a0729830491ad9a6e72f703375af18a5bc40dd6808347b976cd2,pdf,1,image-only,,catalogued,
7e3a53_1698f33fed1943edb35c3b69e5e4c813.pdf,https://www.weberelections.gov/_files/ugd/7e3a53_1698f33fed1943edb35c3b69e5e4c813.pdf,electionsresults,"2018 General Election Results Report - Nov. 6, 2018.pdf",195844,cc113c5be69eed952ddc9f392ad63ba4d9a0492d51152f042f464a558740f157,pdf,17,text,Summary Results Report / 2018 GENERAL ELECTION / OFFICIAL RESULTS / Tuesday November 20th Final / Weber County / November 6th 2018 / STATISTICS / TOTA,normalized,
7e3a53_203d49db31d8445fb0eaff40bb511b4a.pdf,https://www.weberelections.gov/_files/ugd/7e3a53_203d49db31d8445fb0eaff40bb511b4a.pdf,electionsresults,"2022 Primary Election Results Report - Jun 28, 2022",23888,b14730b9f6667eee682546586550956f139e362cb1b837e256ed6ccdcf5a7b28,pdf,4,text,"Summary Results Report / 2022 Primary / Final Canvass Results / Final Results / WEBER COUNTY / July 11, 2022 / STATISTICS / TOTAL / Registered Voters ",normalized,
7e3a53_23ef3f3f90864dfa9f4ddc93a9363215.pdf,https://www.weberelections.gov/_files/ugd/7e3a53_23ef3f3f90864dfa9f4ddc93a9363215.pdf,electionsresults,"2019 General Election Results Report - Nov. 5, 2019.pdf || 2019 Primary Election Results Report- Aug. 13, 2019",160175,e00c5d914b6f54aa4303372c70bf81dec41bdc10862407085d75aa34661b1615,pdf,40,text,"Summary Results Report / 2019 GENERAL / OFFICIAL RESULTS / Proposition 3 / Weber County / November 5, 2019 / STATISTICS / TOTAL / Registered Voters - ",normalized,BODY=2019 GENERAL official per-jurisdiction summaries ONLY; the site's '2019 Primary Election Results Report' label ALSO points here (mislink) — no county 2019-primary report is published anywhere on the site (honest gap)
7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,https://www.weberelections.gov/_files/ugd/7e3a53_3364efea7ede4fb597486bf50a6e7ee8.pdf,electionsresults,Ogden Precinct Results Sep. 18 2023,358584,0fb93233a98d55838775dd6e33047f5cd1636d7b421c53a818bdafdab7bf0357,pdf,41,text,"Weber County / 2023 Primary Election / September 5, 2023 / Official Canvass Results / Ogden City / Precinct Level Results / OGD01 / Statistics / TOTAL",normalized,
7e3a53_5478cc8484274a30afebf06cedabf9eb.pdf,https://www.weberelections.gov/_files/ugd/7e3a53_5478cc8484274a30afebf06cedabf9eb.pdf,electionsresults,2016 Primary Election - Statement of Votes Cast.pdf,729322,20dd0a6fb8d513179128cc541287d53f895ea4b2490a3ca28a9f40b50049c2e3,pdf,102,text,"Statement of Votes Cast / Primary Election / June 28, 2016 / SOVC For Jurisdiction Wide, All Counters, All Races / OFFICIAL PRIMARY RESULTS / TURN OUT",catalogued,
7e3a53_6386b6b5d1e7436786c79677b6b4329d.pdf,https://www.weberelections.gov/_files/ugd/7e3a53_6386b6b5d1e7436786c79677b6b4329d.pdf,electionsresults,"North Ogden Results Updated Sep. 18, 2023",6954,f62685d512ea1765105570598ad9562e32fe59b660103000b7f1278ce9c3742e,pdf,2,text,"Weber County / 2023 PRIMARY ELECTION / 9-18-23 Results / North Ogden City / September 5, 2023 / STATISTICS / TOTAL / Registered Voters - Total / 12,20",normalized,
7e3a53_693bb1b48d9b4a4bb9b727fb622e13be.pdf,https://www.weberelections.gov/_files/ugd/7e3a53_693bb1b48d9b4a4bb9b727fb622e13be.pdf,electionsresults,"Hooper Precinct Results Sep. 18, 2023",46789,ec8cd73258db8bc5404dc52b7636f77cf85eee90b896def62ba5355c0de3dc02,pdf,8,text,"Weber County / 2023 Primary Election / September 5, 2023 / Official Canvass Results / Hooper City / Precinct Level Results / HPR10 / Statistics / TOTA",normalized,
7e3a53_73d852c0d26f45028c8e2a34e747701e.pdf,https://www.weberelections.gov/_files/ugd/7e3a53_73d852c0d26f45028c8e2a34e747701e.pdf,copy-of-historical-election-results,"2016 General Election - November 8, 2016.pdf",99007,c443decd8cffa854f1d65d91a28f4a5d61e5efe2af807a907b1b0c68bba1e0e5,pdf,4,text,"Election Summary Report / General Election / November 8, 2016 / Summary For Jurisdiction Wide, All Counters, All Races / OFFICIAL CANVASS REPORT / Dat",normalized,2016 general OFFICIAL CANVASS REPORT (historical page only; the main page's 2016 file is the election summary)
7e3a53_78a11a0b224041319e8dcfbaa391bdf8.pdf,https://www.weberelections.gov/_files/ugd/7e3a53_78a11a0b224041319e8dcfbaa391bdf8.pdf,electionsresults,"Roy Results Updated Sep. 18, 2023",7873,64546812d36843346249e294e5f638de329162c365639e682380fcea9cbe7814,pdf,2,text,"Weber County / 2023 PRIMARY ELECTION / 9-18-23 Results / Roy City / September 5, 2023 / STATISTICS / TOTAL / Registered Voters - Total / 17,176 / Ball",normalized,
7e3a53_847d93ca04b748b19764dfe9d4f2e2a0.pdf,https://www.weberelections.gov/_files/ugd/7e3a53_847d93ca04b748b19764dfe9d4f2e2a0.pdf,electionsresults,"2022 General Election Results Report - Nov. 8, 2022",97269,cda7b43c014a226fd0c2c6646844c17df96393c0e58e3f2f28a26b37d6591cd8,pdf,11,image-only,,normalized,image-only signed Board-of-Canvassers 2022 certification + summary; county-office totals transcribed via OCR + visual verification (certified_totals_transcribed.csv)
7e3a53_d56516a643e14d51908315eded4deb21.pdf,https://www.weberelections.gov/_files/ugd/7e3a53_d56516a643e14d51908315eded4deb21.pdf,copy-of-historical-election-results;electionsresults,2016 General Election - Statement of Votes Cast.pdf,6251536,39eb67c2ff425db885d9eff1edb74dbc819fdd46744a4b9b487169a38eb5ddd4,pdf,833,text,"Statement of Votes Cast / General Election / November 8, 2016 / SOVC For Jurisdiction Wide, All Counters, All Races / OFFICIAL CANVASS REPORT / TURN O",catalogued,
7e3a53_db736b8b1f4f4a67bb7dc4418426230a.pdf,https://www.weberelections.gov/_files/ugd/7e3a53_db736b8b1f4f4a67bb7dc4418426230a.pdf,electionsresults,"North Ogden Precinct Results Sep. 18, 2023",75064,b125ae090cc8539db36df1556f011aea806a74c14b818e277f687fcc6c137ac7,pdf,14,text,"Weber County / 2023 Primary Election / September 5, 2023 / Official Canvass Results / North Ogden City / Precinct Level Results / NOG01 / Statistics /",normalized,
7e3a53_dfa082bf8ece4fa59b962d928fe93aa7.pdf,https://www.weberelections.gov/_files/ugd/7e3a53_dfa082bf8ece4fa59b962d928fe93aa7.pdf,electionsresults,"2017 Municipal Primary Election - Aug. 15, 2017.pdf",19147,2fe4eba7838eab37a81b8d93275f8bbb23f30cffae57457ffd7a7ade15906f07,pdf,2,text,"Election Summary Report / Weber County, Utah / Municipal Primary Election / August 15, 2017 / Summary For Jurisdiction Wide, All Counters, Election Ni",normalized,"OFFICIAL ELECTION RESULTS; report header notes 'All Counters, Election Night' counter group (canvass-dated 8/28/17 print)"
