date,candidate,office,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,matched_election_candidate,join_confidence,amended
2021-11-01,Cami Purtschert,Council,2021,statement,Before General/interim (Nov),Cami Purtschert — 2021 municipal campaign financial statement (Before General/interim (Nov)),https://www.lehi-ut.gov/wp-content/uploads/2021/11/Cami-Purtschert.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2021/202111_Cami-Purtschert.pdf,CAMI PURTSCHERT,exact,no
2021-12-01,Cami Purtschert,Council,2021,statement,Final/Post-election (Dec),Cami Purtschert — 2021 municipal campaign financial statement (Final/Post-election (Dec)),https://www.lehi-ut.gov/wp-content/uploads/2021/12/Cami-Purtschert-Final.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2021/202112_Cami-Purtschert-Final.pdf,CAMI PURTSCHERT,exact,no
2021-10-01,Chris Condie,Council,2021,statement,Before General (Oct),Chris Condie — 2021 municipal campaign financial statement (Before General (Oct)),https://www.lehi-ut.gov/wp-content/uploads/2021/10/Chris-Condie.pdf,2026-07-02,text,pdftotext -layout,raw/2021/202110_Chris-Condie.pdf,CHRIS CONDIE,exact,no
2021-12-01,Chris Condie,Council,2021,statement,Final/Post-election (Dec),Chris Condie — 2021 municipal campaign financial statement (Final/Post-election (Dec)),https://www.lehi-ut.gov/wp-content/uploads/2021/12/Chris-Condie-Final.pdf,2026-07-02,text,pdftotext -layout,raw/2021/202112_Chris-Condie-Final.pdf,CHRIS CONDIE,exact,no
2021-12-01,Ethan Erickson,Council,2021,statement,Final/Post-election (Dec),Ethan Erickson — 2021 municipal campaign financial statement (Final/Post-election (Dec)),https://www.lehi-ut.gov/wp-content/uploads/2021/12/Ethan-Erickson-Final.pdf,2026-07-02,text,pdftotext -layout,raw/2021/202112_Ethan-Erickson-Final.pdf,ETHAN M ERICKSON,firstlast,no
2021-10-01,Ethan M. Erickson,Council,2021,statement,Before General (Oct),Ethan M. Erickson — 2021 municipal campaign financial statement (Before General (Oct)),https://www.lehi-ut.gov/wp-content/uploads/2021/10/Ethan-Erikson.pdf,2026-07-02,text,pdftotext -layout,raw/2021/202110_Ethan-Erikson.pdf,ETHAN M ERICKSON,exact,no
2021-10-01,Jesse Riddle,Mayor,2021,statement,Before General (Oct),Jesse Riddle — 2021 municipal campaign financial statement (Before General (Oct)) [amended/revised],https://www.lehi-ut.gov/wp-content/uploads/2021/10/Jesse-Riddle-Revised.pdf,2026-07-02,text,pdftotext -layout,raw/2021/202110_Jesse-Riddle-Revised.pdf,JESSE L RIDDLE,firstlast,yes
2021-12-01,Jesse Riddle,Mayor,2021,statement,Final/Post-election (Dec),Jesse Riddle — 2021 municipal campaign financial statement (Final/Post-election (Dec)),https://www.lehi-ut.gov/wp-content/uploads/2021/12/Jess-R-FINAL-Disclosure.pdf,2026-07-02,text,pdftotext -layout,raw/2021/202112_Jess-R-FINAL-Disclosure.pdf,JESSE L RIDDLE,firstlast,no
2021-10-01,Lori McIntosh Le,Council,2021,statement,Before General (Oct),Lori McIntosh Le — 2021 municipal campaign financial statement (Before General (Oct)),https://www.lehi-ut.gov/wp-content/uploads/2021/10/Lori-Le.pdf,2026-07-02,text,pdftotext -layout,raw/2021/202110_Lori-Le.pdf,LORI MCINTOSH LE,exact,no
2021-12-01,Lori McIntosh Le,Council,2021,statement,Final/Post-election (Dec),Lori McIntosh Le — 2021 municipal campaign financial statement (Final/Post-election (Dec)),https://www.lehi-ut.gov/wp-content/uploads/2021/12/Lori-Le-Final.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2021/202112_Lori-Le-Final.pdf,LORI MCINTOSH LE,exact,no
2021-10-01,Mark Johnson,Mayor,2021,statement,Before General (Oct),Mark Johnson — 2021 municipal campaign financial statement (Before General (Oct)),https://www.lehi-ut.gov/wp-content/uploads/2021/10/Mark-Johnson.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2021/202110_Mark-Johnson.pdf,MARK I JOHNSON,firstlast,no
2021-12-01,Mark Johnson,Mayor,2021,statement,Final/Post-election (Dec),Mark Johnson — 2021 municipal campaign financial statement (Final/Post-election (Dec)),https://www.lehi-ut.gov/wp-content/uploads/2021/12/Mark-Johnson-Final.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2021/202112_Mark-Johnson-Final.pdf,MARK I JOHNSON,firstlast,no
2021-10-01,Michelle Miles,Council,2021,statement,Before General (Oct),Michelle Miles — 2021 municipal campaign financial statement (Before General (Oct)),https://www.lehi-ut.gov/wp-content/uploads/2021/10/Michelle-Miles.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2021/202110_Michelle-Miles.pdf,MICHELLE MILES,exact,no
2021-12-01,Michelle Miles,Council,2021,statement,Final/Post-election (Dec),Michelle Miles — 2021 municipal campaign financial statement (Final/Post-election (Dec)),https://www.lehi-ut.gov/wp-content/uploads/2021/12/Michelle-Miles1.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2021/202112_Michelle-Miles1.pdf,MICHELLE MILES,exact,no
2021-10-01,Montane Hamilton,Council,2021,statement,Before General (Oct),Montane Hamilton — 2021 municipal campaign financial statement (Before General (Oct)),https://www.lehi-ut.gov/wp-content/uploads/2021/10/MontaneHamilton_FinancialDisclosure.pdf,2026-07-02,text,pdftotext -layout,raw/2021/202110_MontaneHamilton_FinancialDisclosure.pdf,MONTANE C HAMILTON,firstlast,no
2021-10-01,Nicole Kunze,Council,2021,statement,Before General (Oct),Nicole Kunze — 2021 municipal campaign financial statement (Before General (Oct)),https://www.lehi-ut.gov/wp-content/uploads/2021/10/Nicole-Kunze.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2021/202110_Nicole-Kunze.pdf,NICOLE KUNZE,exact,no
2021-10-01,Paul Hancock,Council,2021,statement,Before General (Oct),Paul Hancock — 2021 municipal campaign financial statement (Before General (Oct)),https://www.lehi-ut.gov/wp-content/uploads/2021/10/Paul-Hancock.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2021/202110_Paul-Hancock.pdf,PAUL HANCOCK,exact,no
2021-12-01,Paul Hancock,Council,2021,statement,Final/Post-election (Dec),Paul Hancock — 2021 municipal campaign financial statement (Final/Post-election (Dec)),https://www.lehi-ut.gov/wp-content/uploads/2021/12/Paul-Hancock.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2021/202112_Paul-Hancock.pdf,PAUL HANCOCK,exact,no
2023-08-01,Brent Summers,Council,2023,statement,Before Primary (Aug),Brent Summers — 2023 municipal campaign financial statement (Before Primary (Aug)),https://www.lehi-ut.gov/wp-content/uploads/2023/08/Brent-Summers.pdf,2026-07-02,text,pdftotext -layout,raw/2023/202308_Brent-Summers.pdf,BRENT SUMMERS,exact,no
2023-08-01,Brent Summers,Council,2023,statement,Before Primary (Aug),Brent Summers — 2023 municipal campaign financial statement (Before Primary (Aug)),https://www.lehi-ut.gov/wp-content/uploads/2023/08/Campaign_Finance_Aug282023_Brent_Summers.pdf,2026-07-02,text,pdftotext -layout,raw/2023/202308_Campaign_Finance_Aug282023_Brent_Summers.pdf,BRENT SUMMERS,exact,no
2023-08-01,Corey Astill,Council,2023,statement,Before Primary (Aug),Corey Astill — 2023 municipal campaign financial statement (Before Primary (Aug)),https://www.lehi-ut.gov/wp-content/uploads/2023/08/Astill_Lehi-campaign-finance-report_2023.08.29.pdf,2026-07-02,text,pdftotext -layout,raw/2023/202308_Astill_Lehi-campaign-finance-report_2023.08.29.pdf,COREY ASTILL,exact,no
2023-08-01,Corey Astill,Council,2023,statement,Before Primary (Aug),Corey Astill — 2023 municipal campaign financial statement (Before Primary (Aug)) [amended/revised],https://www.lehi-ut.gov/wp-content/uploads/2023/08/Corey-Astill-amended.pdf,2026-07-02,text,pdftotext -layout,raw/2023/202308_Corey-Astill-amended.pdf,COREY ASTILL,exact,yes
2023-08-01,Haley Sousa,Council,2023,statement,Before Primary (Aug),Haley Sousa — 2023 municipal campaign financial statement (Before Primary (Aug)),https://www.lehi-ut.gov/wp-content/uploads/2023/08/2023-08-28-Sousa-Campaign-Finance-Report.pdf,2026-07-02,text,pdftotext -layout,raw/2023/202308_2023-08-28-Sousa-Campaign-Finance-Report.pdf,HALEY SOUSA,exact,no
2023-08-01,Heather Newall,Council,2023,statement,Before Primary (Aug),Heather Newall — 2023 municipal campaign financial statement (Before Primary (Aug)),https://www.lehi-ut.gov/wp-content/uploads/2023/08/Heather-Newall.pdf,2026-07-02,text,pdftotext -layout,raw/2023/202308_Heather-Newall.pdf,HEATHER NEWALL,exact,no
2023-08-01,Heather Newall,Council,2023,statement,Before Primary (Aug),Heather Newall — 2023 municipal campaign financial statement (Before Primary (Aug)),https://www.lehi-ut.gov/wp-content/uploads/2023/08/newall-campaign-disclosure2.pdf,2026-07-02,text,pdftotext -layout,raw/2023/202308_newall-campaign-disclosure2.pdf,HEATHER NEWALL,exact,no
2023-10-01,Heather Newall,Council,2023,statement,Before General (Oct),Heather Newall — 2023 municipal campaign financial statement (Before General (Oct)),https://www.lehi-ut.gov/wp-content/uploads/2023/10/newall-campaign-disclosure3.pdf,2026-07-02,text,pdftotext -layout,raw/2023/202310_newall-campaign-disclosure3.pdf,HEATHER NEWALL,exact,no
2023-11-01,Heather Newall,Council,2023,statement,Post-election (Nov),Heather Newall — 2023 municipal campaign financial statement (Post-election (Nov)),https://www.lehi-ut.gov/wp-content/uploads/2023/11/Heather-Newall.pdf,2026-07-02,text,pdftotext -layout,raw/2023/202311_Heather-Newall.pdf,HEATHER NEWALL,exact,no
2023-08-01,Ieli Charlie Tautuaa,Council,2023,statement,Before Primary (Aug),Ieli Charlie Tautuaa — 2023 municipal campaign financial statement (Before Primary (Aug)),https://www.lehi-ut.gov/wp-content/uploads/2023/08/Charlie.pdf,2026-07-02,text,pdftotext -layout,raw/2023/202308_Charlie.pdf,IELI CHARLIE TAUTUAA,exact,no
2023-08-01,Ieli Charlie Tautuaa,Council,2023,statement,Before Primary (Aug),Ieli Charlie Tautuaa — 2023 municipal campaign financial statement (Before Primary (Aug)),https://www.lehi-ut.gov/wp-content/uploads/2023/08/Ieli-Charlie-Tautuaa.pdf,2026-07-02,text,pdftotext -layout,raw/2023/202308_Ieli-Charlie-Tautuaa.pdf,IELI CHARLIE TAUTUAA,exact,no
2023-10-01,Ieli Charlie Tautuaa,Council,2023,statement,Before General (Oct),Ieli Charlie Tautuaa — 2023 municipal campaign financial statement (Before General (Oct)),https://www.lehi-ut.gov/wp-content/uploads/2023/10/Charlie.pdf,2026-07-02,text,pdftotext -layout,raw/2023/202310_Charlie.pdf,IELI CHARLIE TAUTUAA,exact,no
2023-08-01,Jason Harris,Council,2023,statement,Before Primary (Aug),Jason Harris — 2023 municipal campaign financial statement (Before Primary (Aug)),https://www.lehi-ut.gov/wp-content/uploads/2023/08/Campaign-Finance-Disclosure-2023-v2_Jason-Harris_8.29.2023.pdf,2026-07-02,text,pdftotext -layout,raw/2023/202308_Campaign-Finance-Disclosure-2023-v2_Jason-Harris_8.29.2023.pdf,JASON HARRIS,exact,no
2023-08-01,Jason Harris,Council,2023,statement,Before Primary (Aug),Jason Harris — 2023 municipal campaign financial statement (Before Primary (Aug)),https://www.lehi-ut.gov/wp-content/uploads/2023/08/Jason-Harris.pdf,2026-07-02,text,pdftotext -layout,raw/2023/202308_Jason-Harris.pdf,JASON HARRIS,exact,no
2023-08-01,Jason Hill,Council,2023,statement,Before Primary (Aug),Jason Hill — 2023 municipal campaign financial statement (Before Primary (Aug)),https://www.lehi-ut.gov/wp-content/uploads/2023/08/Jason-Hill-Finance-Disclosure-2023-08-05.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2023/202308_Jason-Hill-Finance-Disclosure-2023-08-05.pdf,JASON HILL,exact,no
2023-08-01,Jason Hill,Council,2023,statement,Before Primary (Aug),Jason Hill — 2023 municipal campaign financial statement (Before Primary (Aug)),https://www.lehi-ut.gov/wp-content/uploads/2023/08/Jason-Hill-Finance-Disclosure-2023-08-25.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2023/202308_Jason-Hill-Finance-Disclosure-2023-08-25.pdf,JASON HILL,exact,no
2023-08-01,Jeremy K Baker,Council,2023,statement,Before Primary (Aug),Jeremy K Baker — 2023 municipal campaign financial statement (Before Primary (Aug)),https://www.lehi-ut.gov/wp-content/uploads/2023/08/Jeremy-Baker.pdf,2026-07-02,text,pdftotext -layout,raw/2023/202308_Jeremy-Baker.pdf,JEREMY K BAKER,exact,no
2023-08-01,Jeremy K Baker,Council,2023,statement,Before Primary (Aug),Jeremy K Baker — 2023 municipal campaign financial statement (Before Primary (Aug)),https://www.lehi-ut.gov/wp-content/uploads/2023/08/Jeremy-K-Baker.pdf,2026-07-02,text,pdftotext -layout,raw/2023/202308_Jeremy-K-Baker.pdf,JEREMY K BAKER,exact,no
2023-10-01,Jeremy K Baker,Council,2023,statement,Before General (Oct),Jeremy K Baker — 2023 municipal campaign financial statement (Before General (Oct)),https://www.lehi-ut.gov/wp-content/uploads/2023/10/Jeremy-Baker.pdf,2026-07-02,text,pdftotext -layout,raw/2023/202310_Jeremy-Baker.pdf,JEREMY K BAKER,exact,no
2023-08-01,K. Casey Glade,Council,2023,statement,Before Primary (Aug),K. Casey Glade — 2023 municipal campaign financial statement (Before Primary (Aug)),https://www.lehi-ut.gov/wp-content/uploads/2023/08/K.-Casey-Glade.pdf,2026-07-02,text,pdftotext -layout,raw/2023/202308_K.-Casey-Glade.pdf,K CASEY GLADE,exact,no
2023-08-01,Kenneth Roberts,Council,2023,statement,Before Primary (Aug),Kenneth Roberts — 2023 municipal campaign financial statement (Before Primary (Aug)),https://www.lehi-ut.gov/wp-content/uploads/2023/08/Kenneth-Roberts-1.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2023/202308_Kenneth-Roberts-1.pdf,KENNETH ROBERTS,exact,no
2023-08-01,Kenneth Roberts,Council,2023,statement,Before Primary (Aug),Kenneth Roberts — 2023 municipal campaign financial statement (Before Primary (Aug)),https://www.lehi-ut.gov/wp-content/uploads/2023/08/Kenneth-Roberts.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2023/202308_Kenneth-Roberts.pdf,KENNETH ROBERTS,exact,no
2023-09-01,Kenneth Roberts,Council,2023,statement,Before Primary/amended (Sep),Kenneth Roberts — 2023 municipal campaign financial statement (Before Primary/amended (Sep)) [amended/revised],https://www.lehi-ut.gov/wp-content/uploads/2023/09/Kenneth-Roberts-Amended.pdf,2026-07-02,text,pdftotext -layout,raw/2023/202309_Kenneth-Roberts-Amended.pdf,KENNETH ROBERTS,exact,yes
2023-10-01,Kenneth Roberts,Council,2023,statement,Before General (Oct),Kenneth Roberts — 2023 municipal campaign financial statement (Before General (Oct)),https://www.lehi-ut.gov/wp-content/uploads/2023/10/Ken-Roberts-campaign-finance-report-October-24.pdf,2026-07-02,text,pdftotext -layout,raw/2023/202310_Ken-Roberts-campaign-finance-report-October-24.pdf,KENNETH ROBERTS,exact,no
2023-11-01,Kenneth Roberts,Council,2023,statement,Post-election (Nov),Kenneth Roberts — 2023 municipal campaign financial statement (Post-election (Nov)),https://www.lehi-ut.gov/wp-content/uploads/2023/11/Kenneth-Roberts-1.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2023/202311_Kenneth-Roberts-1.pdf,KENNETH ROBERTS,exact,no
2023-08-01,Michelle Stallings,Council,2023,statement,Before Primary (Aug),Michelle Stallings — 2023 municipal campaign financial statement (Before Primary (Aug)),https://www.lehi-ut.gov/wp-content/uploads/2023/08/Michelle-Stallings.pdf,2026-07-02,text,pdftotext -layout,raw/2023/202308_Michelle-Stallings.pdf,MICHELLE STALLINGS,exact,no
2023-11-01,Michelle Stallings,Council,2023,statement,Post-election (Nov),Michelle Stallings — 2023 municipal campaign financial statement (Post-election (Nov)),https://www.lehi-ut.gov/wp-content/uploads/2023/11/Michelle-Stallings.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2023/202311_Michelle-Stallings.pdf,MICHELLE STALLINGS,exact,no
2023-08-01,Nicole Kunze,Council,2023,statement,Before Primary (Aug),Nicole Kunze — 2023 municipal campaign financial statement (Before Primary (Aug)),https://www.lehi-ut.gov/wp-content/uploads/2023/08/Nicole-Kunze-1.pdf,2026-07-02,text,pdftotext -layout,raw/2023/202308_Nicole-Kunze-1.pdf,NICOLE KUNZE,exact,no
2023-08-01,Nicole Kunze,Council,2023,statement,Before Primary (Aug),Nicole Kunze — 2023 municipal campaign financial statement (Before Primary (Aug)),https://www.lehi-ut.gov/wp-content/uploads/2023/08/Nicole-Kunze.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2023/202308_Nicole-Kunze.pdf,NICOLE KUNZE,exact,no
2023-10-01,Nicole Kunze,Council,2023,statement,Before General (Oct),Nicole Kunze — 2023 municipal campaign financial statement (Before General (Oct)),https://www.lehi-ut.gov/wp-content/uploads/2023/10/Nicole-Kunze.pdf,2026-07-02,scanned,tesseract OCR (pdftoppm 300dpi),raw/2023/202310_Nicole-Kunze.pdf,NICOLE KUNZE,exact,no
