candidate,office,seat,election_year,filing_date,reporting_period,date,vendor_raw,vendor_normalized,purpose,amount,in_kind,is_incremental,source_filing,document_id,line_no,extraction_confidence,extract_method,needs_review
Matthew Wynn Hemmert,Council,,2019,2019-10-01,,2019-07-01,Contender Bicycles,Contender Bicycles,Bike rental for pre-parade,129.30,False,False,raw/2019/201910_Matt-Hemmert.pdf,201910_Matt-Hemmert,202,low,lehi_formab/text,1
Matthew Wynn Hemmert,Council,,2019,2019-10-01,,2019-07-01,Costco,Costco,,40.73,False,False,raw/2019/201910_Matt-Hemmert.pdf,201910_Matt-Hemmert,204,low,lehi_formab/text,1
Matthew Wynn Hemmert,Council,,2019,2019-10-01,,2019-07-01,Pioneer Party,Pioneer Party,Balloons for pre-parade,28.72,False,False,raw/2019/201910_Matt-Hemmert.pdf,201910_Matt-Hemmert,208,low,lehi_formab/text,1
Matthew Wynn Hemmert,Council,,2019,2019-10-01,,2019-07-01,Walmart,Walmart,. Candy for pre-parade,20.60,False,False,raw/2019/201910_Matt-Hemmert.pdf,201910_Matt-Hemmert,210,low,lehi_formab/text,1
Matthew Wynn Hemmert,Council,,2019,2019-10-01,,2019-07-01,Facebook,Facebook,Social media marketing,40.00,False,False,raw/2019/201910_Matt-Hemmert.pdf,201910_Matt-Hemmert,212,low,lehi_formab/text,1
Matthew Wynn Hemmert,Council,,2019,2019-10-01,,2019-07-03,Facebook,Facebook,Social media marketing,35.00,False,False,raw/2019/201910_Matt-Hemmert.pdf,201910_Matt-Hemmert,214,low,lehi_formab/text,1
Matthew Wynn Hemmert,Council,,2019,2019-10-01,,2019-07-05,Majority 51,Majority 51,,2908.43,False,False,raw/2019/201910_Matt-Hemmert.pdf,201910_Matt-Hemmert,216,low,lehi_formab/text,1
Matthew Wynn Hemmert,Council,,2019,2019-10-01,,2019-07-05,USAA Bank,Usaa Bank,Official check fee,10.00,False,False,raw/2019/201910_Matt-Hemmert.pdf,201910_Matt-Hemmert,224,low,lehi_formab/text,1
Matthew Wynn Hemmert,Council,,2019,2019-10-01,,2019-07-12,Facebook,Facebook,Social media marketing,50.00,False,False,raw/2019/201910_Matt-Hemmert.pdf,201910_Matt-Hemmert,226,low,lehi_formab/text,1
Matthew Wynn Hemmert,Council,,2019,2019-10-01,,2019-07-16,Facebook,Facebook,Social media marketing,18.68,False,False,raw/2019/201910_Matt-Hemmert.pdf,201910_Matt-Hemmert,228,low,lehi_formab/text,1
Matthew Wynn Hemmert,Council,,2019,2019-10-01,,2019-07-22,Markus Jessop (comp Manual,Markus Jessop (comp Manual,labor,600.00,False,False,raw/2019/201910_Matt-Hemmert.pdf,201910_Matt-Hemmert,230,low,lehi_formab/text,1
Matthew Wynn Hemmert,Council,,2019,2019-10-01,,2019-07-29,Facebook,Facebook,Social media marketing,75.00,False,False,raw/2019/201910_Matt-Hemmert.pdf,201910_Matt-Hemmert,236,low,lehi_formab/text,1
Matthew Wynn Hemmert,Council,,2019,2019-10-01,,2019-08-12,Facebook,Facebook,Marketing,125.00,False,False,raw/2019/201910_Matt-Hemmert.pdf,201910_Matt-Hemmert,245,low,lehi_formab/text,1
Matthew Wynn Hemmert,Council,,2019,2019-10-01,,2019-08-19,Facebook,Facebook,Marketing,13.65,False,False,raw/2019/201910_Matt-Hemmert.pdf,201910_Matt-Hemmert,247,low,lehi_formab/text,1
Matthew Wynn Hemmert,Council,,2019,2019-10-01,,2019-08-19,Amazon,Amazon,Campaign supplies,149.95,False,False,raw/2019/201910_Matt-Hemmert.pdf,201910_Matt-Hemmert,249,low,lehi_formab/text,1
Matthew Wynn Hemmert,Council,,2019,2019-10-01,,2019-08-20,Original Pancake House Breakfast for volunteers,Original Pancake House Breakfast for volunteers,,39.48,False,False,raw/2019/201910_Matt-Hemmert.pdf,201910_Matt-Hemmert,251,low,lehi_formab/text,1
Matthew Wynn Hemmert,Council,,2019,2019-10-01,,2019-08-26,Amazon,Amazon,Campaign supplies,17.21,False,False,raw/2019/201910_Matt-Hemmert.pdf,201910_Matt-Hemmert,253,low,lehi_formab/text,1
Matthew Wynn Hemmert,Council,,2019,2019-10-01,,2019-09-11,Fueled Fresh Kitchen,Fueled Fresh Kitchen,Lunch for volunteers,32.13,False,False,raw/2019/201910_Matt-Hemmert.pdf,201910_Matt-Hemmert,255,low,lehi_formab/text,1
Matthew Wynn Hemmert,Council,,2019,2019-10-01,,2019-09-16,Facebook,Facebook,Marketing,56.91,False,False,raw/2019/201910_Matt-Hemmert.pdf,201910_Matt-Hemmert,257,low,lehi_formab/text,1
Matthew Wynn Hemmert,Council,,2019,2019-10-01,,2019-09-30,Facebook,Facebook,Marketing,125.00,False,False,raw/2019/201910_Matt-Hemmert.pdf,201910_Matt-Hemmert,259,low,lehi_formab/text,1
Matthew Wynn Hemmert,Council,,2019,2019-10-01,,2019-10-01,Amazon,Amazon,Campaign supplies,13.38,False,False,raw/2019/201910_Matt-Hemmert.pdf,201910_Matt-Hemmert,261,low,lehi_formab/text,1
Matthew Wynn Hemmert,Council,,2019,2019-10-01,,2019-10-09,IFA,Ifa,Fence post driver,27.42,False,False,raw/2019/201910_Matt-Hemmert.pdf,201910_Matt-Hemmert,263,low,lehi_formab/text,1
Matthew Wynn Hemmert,Council,,2019,2019-10-01,,2019-10-09,Salt Lake Mailing,Salt Lake Mailing,Mailer printing and postage,2366.59,False,False,raw/2019/201910_Matt-Hemmert.pdf,201910_Matt-Hemmert,265,low,lehi_formab/text,1
Matthew Wynn Hemmert,Council,,2019,2019-10-01,,2019-10-09,Renaissance Signs,Renaissance Signs,Door hanger printing,559.38,False,False,raw/2019/201910_Matt-Hemmert.pdf,201910_Matt-Hemmert,267,low,lehi_formab/text,1
Matthew Wynn Hemmert,Council,,2019,2019-10-01,,2019-10-15,Dominos,Dominos,Dinner for volunteers,59.21,False,False,raw/2019/201910_Matt-Hemmert.pdf,201910_Matt-Hemmert,269,low,lehi_formab/text,1
Matthew Wynn Hemmert,Council,,2019,2019-10-01,,2019-10-16,Markus Jessop,Markus Jessop,Delivery labor,1700.00,False,False,raw/2019/201910_Matt-Hemmert.pdf,201910_Matt-Hemmert,271,low,lehi_formab/text,1
Matthew Wynn Hemmert,Council,,2019,2019-10-01,,2019-10-16,Facebook,Facebook,Marketing,4.56,False,False,raw/2019/201910_Matt-Hemmert.pdf,201910_Matt-Hemmert,273,low,lehi_formab/text,1
Matthew Wynn Hemmert,Council,,2019,2019-10-01,,2019-10-16,Megan Long,Megan Long,Campaign Pins,25.00,False,False,raw/2019/201910_Matt-Hemmert.pdf,201910_Matt-Hemmert,275,low,lehi_formab/text,1
Matthew Wynn Hemmert,Council,,2019,2019-10-01,,2019-10-25,Facebook,Facebook,Marketing,12500.00,False,False,raw/2019/201910_Matt-Hemmert.pdf,201910_Matt-Hemmert,277,low,lehi_formab/text,1
Lori McIntosh Le,Council,,2021,2021-10-01,,,Lehi Cit,Lehi Cit,Filing Fee,35.00,False,False,raw/2021/202110_Lori-Le.pdf,202110_Lori-Le,86,low,lehi_formab/text,1
Lori McIntosh Le,Council,,2021,2021-10-01,,,Vistaprint,Vistaprint,"door hangers, ard signs",786.20,False,False,raw/2021/202110_Lori-Le.pdf,202110_Lori-Le,88,low,lehi_formab/text,1
Lori McIntosh Le,Council,,2021,2021-10-01,,,Vistaprint,Vistaprint,door hangers,157.53,False,False,raw/2021/202110_Lori-Le.pdf,202110_Lori-Le,90,low,lehi_formab/text,1
Lori McIntosh Le,Council,,2021,2021-10-01,,,Office Depot,Office Depot,poster board for meet the,51.47,False,False,raw/2021/202110_Lori-Le.pdf,202110_Lori-Le,92,low,lehi_formab/text,1
Lori McIntosh Le,Council,,2021,2021-10-01,,,Pioneer Part,Pioneer Part,balloons for meet the,15.80,False,False,raw/2021/202110_Lori-Le.pdf,202110_Lori-Le,96,low,lehi_formab/text,1
Lori McIntosh Le,Council,,2021,2021-10-01,,,Costco,Costco,cand for meet the candidate,17.50,False,False,raw/2021/202110_Lori-Le.pdf,202110_Lori-Le,100,low,lehi_formab/text,1
Lori McIntosh Le,Council,,2021,2021-10-01,,,Ama on,Ama on,ip ties and hole p nch,19.68,False,False,raw/2021/202110_Lori-Le.pdf,202110_Lori-Le,104,low,lehi_formab/text,1
Lori McIntosh Le,Council,,2021,2021-10-01,,,"Dann SentMe, LLC","Dann SentMe, Llc","eb de elopment, design,",890.00,False,False,raw/2021/202110_Lori-Le.pdf,202110_Lori-Le,106,low,lehi_formab/text,1
Lori McIntosh Le,Council,,2021,2021-10-01,,,"Dann SentMe, LLC","Dann SentMe, Llc","eb de elopment, design,",150.00,False,False,raw/2021/202110_Lori-Le.pdf,202110_Lori-Le,110,low,lehi_formab/text,1
Lori McIntosh Le,Council,,2021,2021-10-01,,,Foam Fab,Foam Fab,10 in l signs,300.00,False,False,raw/2021/202110_Lori-Le.pdf,202110_Lori-Le,114,low,lehi_formab/text,1
Lori McIntosh Le,Council,,2021,2021-10-01,,,USPS,Usps,stamps,11.60,False,False,raw/2021/202110_Lori-Le.pdf,202110_Lori-Le,116,low,lehi_formab/text,1
Lori McIntosh Le,Council,,2021,2021-10-01,,,Cr mble Cookies,Cr mble Cookies,thank o gifts,35.87,False,False,raw/2021/202110_Lori-Le.pdf,202110_Lori-Le,118,low,lehi_formab/text,1
Brent Summers,Council,,2023,2023-08-01,,2023-08-15,Department and craft stores,Department and craft stores,campaign supplies for canvasing,100.00,False,False,raw/2023/202308_Campaign_Finance_Aug282023_Brent_Summers.pdf,202308_Campaign_Finance_Aug282023_Brent_Summers,55,low,lehi_formab/text,1
Haley Sousa,Council,,2023,2023-08-01,,2023-06-06,Lehi City,Lehi City,Candidate filing fee,35.00,False,False,raw/2023/202308_2023-08-28-Sousa-Campaign-Finance-Report.pdf,202308_2023-08-28-Sousa-Campaign-Finance-Report,57,low,lehi_formab/text,1
Haley Sousa,Council,,2023,2023-08-01,,2023-06-20,Wix.com,Wix.com,Website,24.64,False,False,raw/2023/202308_2023-08-28-Sousa-Campaign-Finance-Report.pdf,202308_2023-08-28-Sousa-Campaign-Finance-Report,58,low,lehi_formab/text,1
Haley Sousa,Council,,2023,2023-08-01,,2023-07-15,Walmart,Walmart,Plain t-shirts,24.02,False,False,raw/2023/202308_2023-08-28-Sousa-Campaign-Finance-Report.pdf,202308_2023-08-28-Sousa-Campaign-Finance-Report,59,low,lehi_formab/text,1
Haley Sousa,Council,,2023,2023-08-01,,2023-07-24,Beehive Embroidery,Beehive Embroidery,Printed t-shirts,68.50,False,False,raw/2023/202308_2023-08-28-Sousa-Campaign-Finance-Report.pdf,202308_2023-08-28-Sousa-Campaign-Finance-Report,60,low,lehi_formab/text,1
Haley Sousa,Council,,2023,2023-08-01,,2023-07-25,FedEx,FedEx,Printing services,24.42,False,False,raw/2023/202308_2023-08-28-Sousa-Campaign-Finance-Report.pdf,202308_2023-08-28-Sousa-Campaign-Finance-Report,61,low,lehi_formab/text,1
Haley Sousa,Council,,2023,2023-08-01,,2023-08-09,Griffco Partners,Griffco Partners,Yard signs,236.13,False,False,raw/2023/202308_2023-08-28-Sousa-Campaign-Finance-Report.pdf,202308_2023-08-28-Sousa-Campaign-Finance-Report,62,low,lehi_formab/text,1
Haley Sousa,Council,,2023,2023-08-01,,2023-08-10,Griffco Partners (in-kind),Griffco Partners (in-kind),In kind-more yard signs,108.20,True,False,raw/2023/202308_2023-08-28-Sousa-Campaign-Finance-Report.pdf,202308_2023-08-28-Sousa-Campaign-Finance-Report,63,low,lehi_formab/text,1
Haley Sousa,Council,,2023,2023-08-01,,2023-08-15,Utah County,Utah County,Voter data,16.01,False,False,raw/2023/202308_2023-08-28-Sousa-Campaign-Finance-Report.pdf,202308_2023-08-28-Sousa-Campaign-Finance-Report,64,low,lehi_formab/text,1
Heather Newall,Council,,2023,2023-08-01,,2023-05-31,dynadot,dynadot,Domain Names,15.76,False,False,raw/2023/202308_Heather-Newall.pdf,202308_Heather-Newall,85,low,lehi_formab/text,1
Heather Newall,Council,,2023,2023-08-01,,2023-06-03,Lehi City,Lehi City,Candidacy Filing Fee,35.00,False,False,raw/2023/202308_Heather-Newall.pdf,202308_Heather-Newall,86,low,lehi_formab/text,1
Heather Newall,Council,,2023,2023-08-01,,2023-06-08,imprint,imprint,Yard Signs,448.01,False,False,raw/2023/202308_Heather-Newall.pdf,202308_Heather-Newall,87,low,lehi_formab/text,1
Heather Newall,Council,,2023,2023-08-01,,2023-06-08,"All New, LLC (In-Kind)","All New, Llc (In-Kind)","Website, Design",1000.00,True,False,raw/2023/202308_Heather-Newall.pdf,202308_Heather-Newall,88,low,lehi_formab/text,1
Heather Newall,Council,,2023,2023-08-01,,2023-06-10,Sticker Mule,Sticker Mule,Stickers,31.10,False,False,raw/2023/202308_Heather-Newall.pdf,202308_Heather-Newall,89,low,lehi_formab/text,1
Heather Newall,Council,,2023,2023-08-01,,2023-06-10,Stahls,Stahls,Vinyl for Shirts,179.32,False,False,raw/2023/202308_Heather-Newall.pdf,202308_Heather-Newall,90,low,lehi_formab/text,1
Heather Newall,Council,,2023,2023-08-01,,2023-06-11,imprint,imprint,Banners,457.71,False,False,raw/2023/202308_Heather-Newall.pdf,202308_Heather-Newall,91,low,lehi_formab/text,1
Heather Newall,Council,,2023,2023-08-01,,2023-06-17,Amazon,Amazon,Yard Stakes,112.56,False,False,raw/2023/202308_Heather-Newall.pdf,202308_Heather-Newall,92,low,lehi_formab/text,1
Heather Newall,Council,,2023,2023-08-01,,2023-06-21,Kat Fuller (In-Kind),Kat Fuller (In-Kind),Shirt Pressing,50.00,True,False,raw/2023/202308_Heather-Newall.pdf,202308_Heather-Newall,93,low,lehi_formab/text,1
Heather Newall,Council,,2023,2023-08-01,,2023-06-21,Kat Fuller,Kat Fuller,Blank Shirts,241.35,False,False,raw/2023/202308_Heather-Newall.pdf,202308_Heather-Newall,94,low,lehi_formab/text,1
Heather Newall,Council,,2023,2023-08-01,,2023-06-30,Amazon,Amazon,Zip Ties,7.50,False,False,raw/2023/202308_Heather-Newall.pdf,202308_Heather-Newall,95,low,lehi_formab/text,1
Heather Newall,Council,,2023,2023-08-01,,2023-06-30,Amazon,Amazon,Zip Ties,13.93,False,False,raw/2023/202308_Heather-Newall.pdf,202308_Heather-Newall,96,low,lehi_formab/text,1
Heather Newall,Council,,2023,2023-08-01,,2023-07-06,Paypal,Paypal,Paypal fees,5.32,False,False,raw/2023/202308_Heather-Newall.pdf,202308_Heather-Newall,97,low,lehi_formab/text,1
Heather Newall,Council,,2023,2023-08-01,,2023-07-11,Lowes,Lowes,Stakes/materials for signs,82.82,False,False,raw/2023/202308_Heather-Newall.pdf,202308_Heather-Newall,98,low,lehi_formab/text,1
Heather Newall,Council,,2023,2023-08-01,,2023-07-25,"Integrity Matters, LLC (In-Kind)","Integrity Matters, Llc (In-Kind)","Voter Data, Email list service, Data",1856.12,True,False,raw/2023/202308_Heather-Newall.pdf,202308_Heather-Newall,99,low,lehi_formab/text,1
Heather Newall,Council,,2023,2023-08-01,,2023-05-31,dynadot,dynadot,Domain Names,15.76,False,False,raw/2023/202308_newall-campaign-disclosure2.pdf,202308_newall-campaign-disclosure2,91,low,lehi_formab/text,1
Heather Newall,Council,,2023,2023-08-01,,2023-06-03,Lehi City,Lehi City,Candidacy Filing Fee,35.00,False,False,raw/2023/202308_newall-campaign-disclosure2.pdf,202308_newall-campaign-disclosure2,92,low,lehi_formab/text,1
Heather Newall,Council,,2023,2023-08-01,,2023-06-08,imprint,imprint,Yard Signs,448.01,False,False,raw/2023/202308_newall-campaign-disclosure2.pdf,202308_newall-campaign-disclosure2,93,low,lehi_formab/text,1
Heather Newall,Council,,2023,2023-08-01,,2023-06-08,"All New, LLC (In-Kind)","All New, Llc (In-Kind)","Website, Design",1000.00,True,False,raw/2023/202308_newall-campaign-disclosure2.pdf,202308_newall-campaign-disclosure2,94,low,lehi_formab/text,1
Heather Newall,Council,,2023,2023-08-01,,2023-06-10,Sticker Mule,Sticker Mule,Stickers,31.10,False,False,raw/2023/202308_newall-campaign-disclosure2.pdf,202308_newall-campaign-disclosure2,95,low,lehi_formab/text,1
Heather Newall,Council,,2023,2023-08-01,,2023-06-10,Stahls,Stahls,Vinyl for Shirts,179.32,False,False,raw/2023/202308_newall-campaign-disclosure2.pdf,202308_newall-campaign-disclosure2,96,low,lehi_formab/text,1
Heather Newall,Council,,2023,2023-08-01,,2023-06-11,imprint,imprint,Banners,457.71,False,False,raw/2023/202308_newall-campaign-disclosure2.pdf,202308_newall-campaign-disclosure2,97,low,lehi_formab/text,1
Heather Newall,Council,,2023,2023-08-01,,2023-06-17,Amazon,Amazon,Yard Stakes,112.56,False,False,raw/2023/202308_newall-campaign-disclosure2.pdf,202308_newall-campaign-disclosure2,98,low,lehi_formab/text,1
Heather Newall,Council,,2023,2023-08-01,,2023-06-21,Kat Fuller (In-Kind),Kat Fuller (In-Kind),Shirt Pressing,50.00,True,False,raw/2023/202308_newall-campaign-disclosure2.pdf,202308_newall-campaign-disclosure2,99,low,lehi_formab/text,1
Heather Newall,Council,,2023,2023-08-01,,2023-06-21,Kat Fuller,Kat Fuller,Blank Shirts,241.35,False,False,raw/2023/202308_newall-campaign-disclosure2.pdf,202308_newall-campaign-disclosure2,100,low,lehi_formab/text,1
