local_path,url,election,format,role,status,bytes,sha256,retrieved,notes
raw/2021/08/washco_elections_20210810_OFFICIAL-precinct-summary.pdf,https://outpost.washco.utah.gov/apps/clerk/elections/2021/08/washco_elections_20210810_OFFICIAL-precinct-summary.pdf,2021-08-10 municipal primary,pdf-text,precinct report,mirrored,914669,9e2ee91def68412d5151b9c1b8bd6611196479c6ba87ea9cc6983c1ab0266fc3,2026-07-20,Byte-identical to st_george audited raw mirror.
raw/2021/08/washco_elections_20210810_OFFICIAL-summary.pdf,https://outpost.washco.utah.gov/apps/clerk/elections/2021/08/washco_elections_20210810_OFFICIAL-summary.pdf,2021-08-10 municipal primary,pdf-text,summary,mirrored,88101,ba9b4e3cb2d16e5674fa484b3204855f7a212133a3ba0322d3ffb89554554929,2026-07-20,Cross-checked vs CSV (St George Mayor totals exact).
raw/2021/08/washco_elections_20210810_OFFICIAL_municipal-primary.csv,https://outpost.washco.utah.gov/apps/clerk/elections/2021/08/washco_elections_20210810_OFFICIAL_municipal-primary.csv,2021-08-10 municipal primary,csv-crosstab,precinct export,mirrored,22418,3aeea74a1ea5f2efb899fd43c8db737081712d9b272323fcbf84320d6b6dabd3,2026-07-20,Loaded (92 precincts x 80 cols). Byte-identical to st_george audited raw mirror.
raw/2021/11/washco-election-20211102-results-export.csv,https://outpost.washco.utah.gov/apps/clerk/elections/2021/11/washco-election-20211102-results-export.csv,2021-11-02 municipal general,csv-crosstab,precinct export,mirrored,38306,e707519312398a94c34c8b291db2035a7672bb5311339bcee36e5feed6e95a45,2026-07-20,Loaded (99 precincts x 142 cols). COUNTY NUMBER column blank in this file; contest names carry jurisdiction suffixes (verbatim). Byte-identical to st_george mirror.
raw/2021/11/washco-election-20211102-results-precinct.pdf,https://outpost.washco.utah.gov/apps/clerk/elections/2021/11/washco-election-20211102-results-precinct.pdf,2021-11-02 municipal general,pdf-text,precinct report,mirrored,526769,f451243c776b64167cd40f945ceb3c8106d4063cb9123f89ac4d5e67799a2984,2026-07-20,Byte-identical to st_george audited raw mirror.
raw/2021/11/washco-election-20211102-results-summary.pdf,https://outpost.washco.utah.gov/apps/clerk/elections/2021/11/washco-election-20211102-results-summary.pdf,2021-11-02 municipal general,pdf-text,summary,mirrored,101297,26f2e7f87fc5f95e5ab24834433ca84e6be748858c526efbc7bbd002a46a39f2,2026-07-20,
raw/2022/06/washco-election-20220628-results-precinct.pdf,https://outpost.washco.utah.gov/apps/clerk/elections/2022/06/washco-election-20220628-results-precinct.pdf,2022-06-28 regular primary,pdf-text,precinct report (RECOUNT ONLY),mirrored,99135,d6e584919ff3c55169a8c2967f5d6fbaefe827d71a32d6dcf7e4129c729218e3,2026-07-20,House District 72 RECOUNT only — the county published NO full canvass for the June 2022 primary (honest gap; see VERIFICATION.md).
raw/2022/06/washco-election-20220628-results-sovc.pdf,https://outpost.washco.utah.gov/apps/clerk/elections/2022/06/washco-election-20220628-results-sovc.pdf,2022-06-28 regular primary,pdf-text,SOVC (RECOUNT ONLY),mirrored,17289,58d9a51870632fd0174ef4b6ee7846fbe6b714d277899543486cefccba237b1d,2026-07-20,House District 72 recount SOVC only.
raw/2022/06/washco-election-20220628-results-summary.pdf,https://outpost.washco.utah.gov/apps/clerk/elections/2022/06/washco-election-20220628-results-summary.pdf,2022-06-28 regular primary,pdf-text,summary (RECOUNT ONLY),mirrored,3290,277394a1751412c3c7eb210c98c32735ace680cd09d487a09d4fd6b3dc10342e,2026-07-20,"Elison 4,134 / Billings 4,124 certified recount."
raw/2022/11/washco-election-20221122-results-export.csv,https://outpost.washco.utah.gov/apps/clerk/elections/2022/11/washco-election-20221122-results-export.csv,2022-11-08 general,csv-crosstab,precinct export,mirrored,27326,6f0740f9fa0232aa05077dd4276a243e0305b39029008248f03534cd1583e631,2026-07-20,Loaded (130 precincts x 52 cols).
raw/2022/11/washco-election-20221122-results-precinct.pdf,https://outpost.washco.utah.gov/apps/clerk/elections/2022/11/washco-election-20221122-results-precinct.pdf,2022-11-08 general,pdf-text,precinct report,mirrored,1122201,acdeab67c32b1454d1ac4bb3e904f95b698a9fbf7722d11589ba01acf84b0e96,2026-07-20,
raw/2022/11/washco-election-20221122-results-summary.pdf,https://outpost.washco.utah.gov/apps/clerk/elections/2022/11/washco-election-20221122-results-summary.pdf,2022-11-08 general,pdf-text,summary,mirrored,12620,5b84919008ed9465cfc958696c0aca2e81525c6bfc5970be0e49b4446fb7385e,2026-07-20,
raw/2023/09/washco-election-202309-results-export.csv,https://outpost.washco.utah.gov/apps/clerk/elections/2023/09/washco-election-202309-results-export.csv,2023-09-05 municipal primary + congressional special,csv-crosstab,precinct export,mirrored,27035,a2912a90f74164d8b44bd38091a7dc9ed8c2ac72121d76dcbf708531339eb850,2026-07-20,Loaded (130 precincts x 64 cols). Also carries the REP U.S. House D2 special primary (consolidated event). Byte-identical to st_george mirror.
raw/2023/09/washco-election-202309-results-precinct.pdf,https://outpost.washco.utah.gov/apps/clerk/elections/2023/09/washco-election-202309-results-precinct.pdf,2023-09-05 municipal primary + congressional special,pdf-text,precinct report,mirrored,284857,4edd09fec3ee4c510d6a45d123bc844c7d5d8555044e8c98a54757f5943d3f05,2026-07-20,Byte-identical to st_george audited raw mirror.
raw/2023/09/washco-election-202309-results-summary.pdf,https://outpost.washco.utah.gov/apps/clerk/elections/2023/09/washco-election-202309-results-summary.pdf,2023-09-05 municipal primary + congressional special,pdf-text,summary,mirrored,8414,24a72f2aeafd5e25cca27b4ab5f775c1f578ffb1bad3428ef1109658108388b1,2026-07-20,Cross-checked vs CSV (REP House D2 totals exact).
raw/2023/11/washco-election-20231121-results-export.csv,https://outpost.washco.utah.gov/apps/clerk/elections/2023/11/washco-election-20231121-results-export.csv,2023-11-21 municipal general,csv-crosstab,precinct export,mirrored,26290,c503c715edbc5c6a5a03f0c7c8d0ccfdf319e83454fa6f37519c26c4c975e709,2026-07-20,Loaded (130 precincts x 68 cols). Includes St George Special Bond Election + U.S. House D2 special general. Byte-identical to st_george mirror.
raw/2023/11/washco-election-20231121-results-precinct.pdf,https://outpost.washco.utah.gov/apps/clerk/elections/2023/11/washco-election-20231121-results-precinct.pdf,2023-11-21 municipal general,pdf-text,precinct report,mirrored,278663,f73fa892675cf7d9f75904aeaeb116086863d23c07129790a3e36b8ff3664118,2026-07-20,Byte-identical to st_george audited raw mirror.
raw/2023/11/washco-election-20231121-results-summary.pdf,https://outpost.washco.utah.gov/apps/clerk/elections/2023/11/washco-election-20231121-results-summary.pdf,2023-11-21 municipal general,pdf-text,summary,mirrored,10732,9a5fa1ba2159af8de9795396cab6eadcccd7de1eec4ed2f07c76bc8f6e515848,2026-07-20,
raw/2024/03/washco-elections-202403-dpp-canvass-report.pdf,https://outpost.washco.utah.gov/apps/clerk/elections/2024/03/washco-elections-202403-dpp-canvass-report.pdf,2024-03-05 presidential primary (DPP),pdf-text,canvass statistics,mirrored,110902,e9450d84cb0147d521bdd0e3eec7a6944d57f65d7e068837bde81e25565a642f,2026-07-20,
raw/2024/03/washco-elections-202403-dpp-official-export.csv,https://outpost.washco.utah.gov/apps/clerk/elections/2024/03/washco-elections-202403-dpp-official-export.csv,2024-03-05 presidential primary (DPP),csv-crosstab,precinct export,mirrored,6698,61b4be84aaf135d4760883637a726350ac97d6b07bb330d1c2cef376a8b14cea,2026-07-20,"Loaded (135 precincts x 5 cols). Democratic-only: the file contains no Republican contest (Utah GOP held caucuses in 2024, not a county-run presidential primary)."
raw/2024/03/washco-elections-202403-dpp-official-results.pdf,https://outpost.washco.utah.gov/apps/clerk/elections/2024/03/washco-elections-202403-dpp-official-results.pdf,2024-03-05 presidential primary (DPP),pdf-text,summary,mirrored,2535,8a5b91543d818f2551b3d842d4f1c432c30b817995ba714b7301cab39ea71cc2,2026-07-20,
raw/2024/03/washco-elections-202403-dpp-precinct-summary.pdf,https://outpost.washco.utah.gov/apps/clerk/elections/2024/03/washco-elections-202403-dpp-precinct-summary.pdf,2024-03-05 presidential primary (DPP),pdf-text,precinct report,mirrored,231935,5dcab3aca1ac8ee404ff78e031c6f9bcb7b7200d0c1871bed10f9d680d13a53c,2026-07-20,
raw/2024/06/washco-election-20240625-results-canvas.pdf,https://outpost.washco.utah.gov/apps/clerk/elections/2024/06/washco-election-20240625-results-canvas.pdf,2024-06-25 regular primary,pdf-text,canvass statistics,mirrored,111695,5cfdd95118c6ab0a581ce340d5eb1725e08d863b1d9c5e7141f32fa5bb1cb30d,2026-07-20,
raw/2024/06/washco-election-20240625-results-export.csv,https://outpost.washco.utah.gov/apps/clerk/elections/2024/06/washco-election-20240625-results-export.csv,2024-06-25 regular primary,csv-crosstab,precinct export,mirrored,14328,c26b66a175682671dd7d85fc251eba00628e4e4c15245a9597947a3c7524a998,2026-07-20,Loaded (136 precincts x 17 cols; partisan P variant).
raw/2024/06/washco-election-20240625-results-precinct.pdf,https://outpost.washco.utah.gov/apps/clerk/elections/2024/06/washco-election-20240625-results-precinct.pdf,2024-06-25 regular primary,pdf-text,precinct report,mirrored,699262,f16bbb28469c8ec0ab97dbf2eb00d22094166365f0590e9cd5170b2c6aaa5f75,2026-07-20,
raw/2024/06/washco-election-20240625-results-summary.pdf,https://outpost.washco.utah.gov/apps/clerk/elections/2024/06/washco-election-20240625-results-summary.pdf,2024-06-25 regular primary,pdf-text,summary,mirrored,5207,e83884bd580463bd388290fc68c96c0442105c60ab7d28f39d4c66dc21741eea,2026-07-20,
raw/2024/11/washco-election-20241105-results-canvas.pdf,https://outpost.washco.utah.gov/apps/clerk/elections/2024/11/washco-election-20241105-results-canvas.pdf,2024-11-05 general,pdf-text,canvass statistics,mirrored,111489,bf187fce8647f70a2148b8e0a267a6572e45b520933145865e06adec0293311b,2026-07-20,"Ballot-reconciliation statistics (99,137 counted / 4,348 not counted), NOT a results report."
raw/2024/11/washco-election-20241105-results-export.csv,https://outpost.washco.utah.gov/apps/clerk/elections/2024/11/washco-election-20241105-results-export.csv,2024-11-05 general,csv-crosstab,precinct export,mirrored,58647,4b57f0b5c54a6506bfbb01c2acf449b862058eae6f448d27d027c5f7fd1bd6e9,2026-07-20,Loaded (136 precincts x 129 cols; E2 variant — no registered-voters/ballots-cast columns).
raw/2024/11/washco-election-20241105-results-precinct.pdf,https://outpost.washco.utah.gov/apps/clerk/elections/2024/11/washco-election-20241105-results-precinct.pdf,2024-11-05 general,pdf-text,precinct report,mirrored,1802160,6fa69c71eba711baeffa76e661d64d8e1da9d69639134d4e809fd2cf851994a1,2026-07-20,Cross-checked vs export CSV (APV01 President row exact). Names individual write-in candidates (detail the CSV lacks).
raw/2024/11/washco-election-20241105-results-summary.pdf,https://outpost.washco.utah.gov/apps/clerk/elections/2024/11/washco-election-20241105-results-summary.pdf,2024-11-05 general,pdf-text,summary,mirrored,16200,0f1bd9c9bc6ba0d244dedcc8c1adb936bd0111deb1a90fce58cd08849d868a02,2026-07-20,
raw/2025/08/washco-election-20250812-results-export.csv,https://outpost.washco.utah.gov/apps/clerk/elections/2025/08/washco-election-20250812-results-export.csv,2025-08-12 municipal primary,csv-crosstab,precinct export,mirrored,17985,c94edfc801292d7041e620dd2b6e712bcf9d81b4402830c58cfa29dc0d4c4123,2026-07-20,Loaded (88 precincts x 63 cols). Byte-identical to st_george mirror.
raw/2025/08/washco-election-20250812-results-precinct.pdf,https://outpost.washco.utah.gov/apps/clerk/elections/2025/08/washco-election-20250812-results-precinct.pdf,2025-08-12 municipal primary,pdf-text,precinct report,mirrored,166847,30c8429a8a25f96946b67a23b0300ae5792b583d1789493307cbf5fcb5c70767,2026-07-20,Byte-identical to st_george audited raw mirror.
raw/2025/08/washco-election-20250812-results-summary.pdf,https://outpost.washco.utah.gov/apps/clerk/elections/2025/08/washco-election-20250812-results-summary.pdf,2025-08-12 municipal primary,pdf-text,summary,mirrored,8713,de3496bb2d10797cf6679ce27f87eb64bfefa4aa6aed7d68be62cafb5d7e84a8,2026-07-20,Cross-checked vs CSV (St George Mayor totals exact).
raw/2025/11/washco-election-20251104-results-export.csv,https://outpost.washco.utah.gov/apps/clerk/elections/2025/11/washco-election-20251104-results-export.csv,2025-11-04 municipal general,csv-crosstab,precinct export,mirrored,33488,d6bb1a004d91bf04c31b9d36c5c09a607ff76a4db56c85073c1f76a82e10acc9,2026-07-20,Loaded (127 precincts x 94 cols). 'Cancelled' column group ledgered in VERIFICATION.md. Byte-identical to st_george mirror.
raw/2025/11/washco-election-20251104-results-precinct.pdf,https://outpost.washco.utah.gov/apps/clerk/elections/2025/11/washco-election-20251104-results-precinct.pdf,2025-11-04 municipal general,pdf-text,precinct report,mirrored,214075,38bbab7434fccce6a51a0851761dd922dd7a6fec4415b7fe4f0daebf25918dd8,2026-07-20,Cross-checked vs CSV (Ivins 27IVN:01 rows exact). Byte-identical to st_george mirror.
raw/2025/11/washco-election-20251104-results-summary.pdf,https://outpost.washco.utah.gov/apps/clerk/elections/2025/11/washco-election-20251104-results-summary.pdf,2025-11-04 municipal general,pdf-text,summary,mirrored,15642,a12b62eaf55677320f0290f3c0ea273cccc2322f3620b1368626d2f428a87f95,2026-07-20,Carries Vote For N per contest (the CSVs do not).
raw/2025/11/washco-election-20251104-standard-canvas-report.xlsx,https://outpost.washco.utah.gov/apps/clerk/elections/2025/11/washco-election-20251104-standard-canvas-report.xlsx,2025-11-04 municipal general,xlsx,standardized canvass statistics,mirrored,15070,83dd368e9f2dd1c016744ebe3dd821d40c39ba7ad78749684a98ef46ce1acbe7,2026-07-20,"LG standardized-canvass template, effectively UNFILLED (zeros/#DIV/0!/blank; 14 filled cells). Not results data."
raw/2026/01-26-P-Summary-Results-Report.pdf,https://www.washco.utah.gov/wp-content/uploads/2026/07/01-26-P-Summary-Results-Report.pdf,2026-06-23 regular primary,pdf-text,summary (OFFICIAL),mirrored,2674,08f0d6dae0a34ff4306c6cfae29c9be3c017980a0def94746daf257fe6102218,2026-07-20,"3 contests: REP US House D3 (MALOY 17,707 / LYMAN 9,756), REP County Commission Seat A (ALMQUIST 15,295 / HOSTER 11,761), Seat B (BELLISTON 13,838 / IVERSON 13,283)."
raw/2026/02-26-P-Precinct-Level-Results_Redacted.pdf,https://www.washco.utah.gov/wp-content/uploads/2026/07/02-26-P-Precinct-Level-Results_Redacted.pdf,2026-06-23 regular primary,pdf-redacted,precinct report (REDACTED),mirrored,209893,05eb01aeabaf04a0660b1a2bee4797e5afbd7de2bb60b036dabe37fa65a76c33,2026-07-20,County-redacted precinct report — suppressed cells stay suppressed; NOT loaded (no machine-readable precinct source for 2026).
raw/2026/04-Standardized-Canvass-Statistics-executed.pdf,https://www.washco.utah.gov/wp-content/uploads/2026/07/04-Standardized-Canvass-Statistics-executed.pdf,2026-06-23 regular primary,pdf-text,standardized canvass statistics,mirrored,63706,50643fca7ac79b6b5f0199c0b9314f0a2444323d6464b7edb3cf3b28868e5c9d,2026-07-20,
raw/2026/stateportal-primary06232026-ballot-items.json,https://electionresults.utah.gov/results/public/api/elections/washington-county-ut/Primary06232026/ballot-items,2026-06-23 regular primary,json,state portal ballot items + summary tallies (snapshot 2026-07-20),mirrored,6037,0730aa01d278be1f9ccc58d329da3b470ae0e539d11b34b6cfbea1fee5f4eb48,2026-07-20,Shows only the REP US House D3 item for washington-county-ut; UNOFFICIAL — not loaded.
raw/2026/stateportal-primary06232026-election-meta.json,https://electionresults.utah.gov/results/public/api/elections/washington-county-ut/Primary06232026,2026-06-23 regular primary,json,state portal election metadata (snapshot 2026-07-20),mirrored,2500,86490cff4c508c13ae5d7431cae4f0c450be87bab92431f2e34d87c81d9c115a,2026-07-20,electionresults.utah.gov API; isOfficialResults=false as of snapshot; UNOFFICIAL — not loaded.
,https://outpost.washco.utah.gov/apps/clerk/elections/2025/11/washco-election-20251104-public-cast-vote-record.xlsx,2025-11-04 municipal general,xlsx-cvr,public cast vote record,link-only,,,2026-07-20,"Ballot-level CVR (4.9 MB). Bulk-data discipline: linked, not mirrored; future loader."
,https://www.washco.utah.gov/wp-content/uploads/2026/07/03-PUBLIC-CVR-for-publication.xlsx,2026-06-23 regular primary,xlsx-cvr,public cast vote record,link-only,,,2026-07-20,"Ballot-level CVR. Linked, not mirrored (HEAD blocked; size unknown). NOT used to reconstruct redacted precinct tallies."
