year,election_type,source_file,sheet,contest,vote_for,precinct,candidate,votes,suppressed,vote_method,times_cast,registered_voters
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,State House District 74,,AV51,Rep V. LOWRY SNOW,0,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,State House District 74,,AV51,Lib DANIEL HOLLOWAY,0,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,State House District 75,,AV51,Rep WALT BROOKS,0,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,State House District 75,,AV51,Lib MICHAEL A GARDNER,0,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,State House District 75,,AV51,Ind KEITH R. KELSCH,0,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,County Commission Seat A,,AV51,Dem ROBERT E FORD,80,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,County Commission Seat A,,AV51,Rep GIL ALMQUIST,228,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,County Commission Seat B,,AV51,Rep VICTOR IVERSON,250,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,County Attorney,,AV51,Rep BROCK R BELNAP,243,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,County Clerk/Auditor,,AV51,Rep KIM M HAFEN,248,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,County Sheriff,,AV51,Rep CORY C PULSIPHER,245,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Local School Board District 4,,AV51,LARENE L. COX,0,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Local School Board District 5,,AV51,DAVID B. STIRLAND,210,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Local School Board District 6,,AV51,KELLY WADE BLAKE,0,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Local School Board District 7,,AV51,LAURA J. HESSON,0,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Justice of the Supreme Court CONSTANDINOS (DENO) HIMONAS,,AV51,YES,204,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Justice of the Supreme Court CONSTANDINOS (DENO) HIMONAS,,AV51,NO,64,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Court of Appeals Judge MARY KATE A. TOOMEY,,AV51,YES,206,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Court of Appeals Judge MARY KATE A. TOOMEY,,AV51,NO,62,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Fifth District Court Judge KEITH C. BARNES,,AV51,YES,194,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Fifth District Court Judge KEITH C. BARNES,,AV51,NO,70,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Fifth District Court Judge ERIC A. LUDLOW,,AV51,YES,206,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Fifth District Court Judge ERIC A. LUDLOW,,AV51,NO,61,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Fifth District Juvenile Court Judge MICHAEL F. LEAVITT,,AV51,YES,198,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Fifth District Juvenile Court Judge MICHAEL F. LEAVITT,,AV51,NO,65,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Fifth District Court Judge G. MICHAEL WESTFALL,,AV51,YES,189,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Fifth District Court Judge G. MICHAEL WESTFALL,,AV51,NO,75,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Fifth District Juvenile Court Judge PAUL E. DAME,,AV51,YES,200,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Fifth District Juvenile Court Judge PAUL E. DAME,,AV51,NO,63,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Justice Court Judge RONALD L. READ,,AV51,Yes,189,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Justice Court Judge RONALD L. READ,,AV51,No,74,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Constitutional Amendment A,,AV51,FOR,235,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Constitutional Amendment A,,AV51,AGAINST,72,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Constitutional Amendment B,,AV51,FOR,87,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Constitutional Amendment B,,AV51,AGAINST,220,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Constitutional Amendment C,,AV51,FOR,206,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Constitutional Amendment C,,AV51,AGAINST,92,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Nonbinding Opinion Question #1,,AV51,FOR,49,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Nonbinding Opinion Question #1,,AV51,AGAINST,265,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Proposition #2,,AV51,FOR,190,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Proposition #2,,AV51,AGAINST,122,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Proposition #3,,AV51,FOR,139,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Proposition #3,,AV51,AGAINST,174,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Proposition #4,,AV51,FOR,121,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Proposition #4,,AV51,AGAINST,185,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Proposition #18,,AV51,FOR,0,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Proposition #18,,AV51,AGAINST,0,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Proposition #20,,AV51,FOR,0,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Proposition #20,,AV51,AGAINST,0,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Proposition #21,,AV51,FOR,0,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Proposition #21,,AV51,AGAINST,0,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Washington County School District Special Bond Election,,AV51,FOR THE ISSUANCE OF BONDS,120,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Washington County School District Special Bond Election,,AV51,AGAINST THE ISSUANCE OF BONDS,186,False,Total,321,428
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Straight Party,,COAND,Constitution,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Straight Party,,COAND,Libertarian,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Straight Party,,COAND,Republican,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Straight Party,,COAND,Democrat,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Straight Party,,COAND,Independent American,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,United States Senate,,COAND,Con TIM AALDERS,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,United States Senate,,COAND,Lib CRAIG R. BOWDEN,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,United States Senate,,COAND,Ind REED C. MCCANDLESS,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,United States Senate,,COAND,Dem JENNY WILSON,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,United States Senate,,COAND,Rep MITT ROMNEY,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,United States House of Representatives District 2,,COAND,Rep CHRIS STEWART,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,United States House of Representatives District 2,,COAND,Lib JEFFREY WHIPPLE,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,United States House of Representatives District 2,,COAND,Dem SHIREEN GHORBANI,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,State Senate District 28,,COAND,Dem MARK CHAMBERS,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,State Senate District 28,,COAND,Rep EVAN J VICKERS,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,State House District 62,,COAND,Rep TRAVIS M. SEEGMILLER,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,State House District 71,,COAND,Rep BRAD LAST,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,State House District 71,,COAND,Dem CHUCK GOODE,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,State House District 74,,COAND,Rep V. LOWRY SNOW,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,State House District 74,,COAND,Lib DANIEL HOLLOWAY,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,State House District 75,,COAND,Rep WALT BROOKS,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,State House District 75,,COAND,Lib MICHAEL A GARDNER,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,State House District 75,,COAND,Ind KEITH R. KELSCH,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,County Commission Seat A,,COAND,Dem ROBERT E FORD,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,County Commission Seat A,,COAND,Rep GIL ALMQUIST,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,County Commission Seat B,,COAND,Rep VICTOR IVERSON,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,County Attorney,,COAND,Rep BROCK R BELNAP,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,County Clerk/Auditor,,COAND,Rep KIM M HAFEN,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,County Sheriff,,COAND,Rep CORY C PULSIPHER,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Local School Board District 4,,COAND,LARENE L. COX,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Local School Board District 5,,COAND,DAVID B. STIRLAND,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Local School Board District 6,,COAND,KELLY WADE BLAKE,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Local School Board District 7,,COAND,LAURA J. HESSON,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Justice of the Supreme Court CONSTANDINOS (DENO) HIMONAS,,COAND,YES,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Justice of the Supreme Court CONSTANDINOS (DENO) HIMONAS,,COAND,NO,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Court of Appeals Judge MARY KATE A. TOOMEY,,COAND,YES,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Court of Appeals Judge MARY KATE A. TOOMEY,,COAND,NO,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Fifth District Court Judge KEITH C. BARNES,,COAND,YES,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Fifth District Court Judge KEITH C. BARNES,,COAND,NO,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Fifth District Court Judge ERIC A. LUDLOW,,COAND,YES,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Fifth District Court Judge ERIC A. LUDLOW,,COAND,NO,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Fifth District Juvenile Court Judge MICHAEL F. LEAVITT,,COAND,YES,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Fifth District Juvenile Court Judge MICHAEL F. LEAVITT,,COAND,NO,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Fifth District Court Judge G. MICHAEL WESTFALL,,COAND,YES,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Fifth District Court Judge G. MICHAEL WESTFALL,,COAND,NO,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Fifth District Juvenile Court Judge PAUL E. DAME,,COAND,YES,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Fifth District Juvenile Court Judge PAUL E. DAME,,COAND,NO,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Justice Court Judge RONALD L. READ,,COAND,Yes,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Justice Court Judge RONALD L. READ,,COAND,No,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Constitutional Amendment A,,COAND,FOR,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Constitutional Amendment A,,COAND,AGAINST,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Constitutional Amendment B,,COAND,FOR,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Constitutional Amendment B,,COAND,AGAINST,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Constitutional Amendment C,,COAND,FOR,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Constitutional Amendment C,,COAND,AGAINST,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Nonbinding Opinion Question #1,,COAND,FOR,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Nonbinding Opinion Question #1,,COAND,AGAINST,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Proposition #2,,COAND,FOR,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Proposition #2,,COAND,AGAINST,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Proposition #3,,COAND,FOR,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Proposition #3,,COAND,AGAINST,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Proposition #4,,COAND,FOR,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Proposition #4,,COAND,AGAINST,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Proposition #18,,COAND,FOR,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Proposition #18,,COAND,AGAINST,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Proposition #20,,COAND,FOR,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Proposition #20,,COAND,AGAINST,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Proposition #21,,COAND,FOR,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Proposition #21,,COAND,AGAINST,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Washington County School District Special Bond Election,,COAND,FOR THE ISSUANCE OF BONDS,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Washington County School District Special Bond Election,,COAND,AGAINST THE ISSUANCE OF BONDS,0,False,Total,0,2
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Straight Party,,COCDSR,Constitution,2,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Straight Party,,COCDSR,Libertarian,0,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Straight Party,,COCDSR,Republican,50,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Straight Party,,COCDSR,Democrat,9,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Straight Party,,COCDSR,Independent American,2,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,United States Senate,,COCDSR,Con TIM AALDERS,3,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,United States Senate,,COCDSR,Lib CRAIG R. BOWDEN,1,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,United States Senate,,COCDSR,Ind REED C. MCCANDLESS,1,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,United States Senate,,COCDSR,Dem JENNY WILSON,17,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,United States Senate,,COCDSR,Rep MITT ROMNEY,102,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,United States House of Representatives District 2,,COCDSR,Rep CHRIS STEWART,97,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,United States House of Representatives District 2,,COCDSR,Lib JEFFREY WHIPPLE,5,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,United States House of Representatives District 2,,COCDSR,Dem SHIREEN GHORBANI,19,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,State Senate District 28,,COCDSR,Dem MARK CHAMBERS,24,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,State Senate District 28,,COCDSR,Rep EVAN J VICKERS,97,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,State House District 62,,COCDSR,Rep TRAVIS M. SEEGMILLER,0,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,State House District 71,,COCDSR,Rep BRAD LAST,99,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,State House District 71,,COCDSR,Dem CHUCK GOODE,21,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,State House District 74,,COCDSR,Rep V. LOWRY SNOW,0,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,State House District 74,,COCDSR,Lib DANIEL HOLLOWAY,0,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,State House District 75,,COCDSR,Rep WALT BROOKS,0,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,State House District 75,,COCDSR,Lib MICHAEL A GARDNER,0,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,State House District 75,,COCDSR,Ind KEITH R. KELSCH,0,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,County Commission Seat A,,COCDSR,Dem ROBERT E FORD,23,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,County Commission Seat A,,COCDSR,Rep GIL ALMQUIST,97,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,County Commission Seat B,,COCDSR,Rep VICTOR IVERSON,103,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,County Attorney,,COCDSR,Rep BROCK R BELNAP,101,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,County Clerk/Auditor,,COCDSR,Rep KIM M HAFEN,102,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,County Sheriff,,COCDSR,Rep CORY C PULSIPHER,101,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Local School Board District 4,,COCDSR,LARENE L. COX,0,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Local School Board District 5,,COCDSR,DAVID B. STIRLAND,65,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Local School Board District 6,,COCDSR,KELLY WADE BLAKE,0,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Local School Board District 7,,COCDSR,LAURA J. HESSON,0,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Justice of the Supreme Court CONSTANDINOS (DENO) HIMONAS,,COCDSR,YES,76,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Justice of the Supreme Court CONSTANDINOS (DENO) HIMONAS,,COCDSR,NO,17,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Court of Appeals Judge MARY KATE A. TOOMEY,,COCDSR,YES,78,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Court of Appeals Judge MARY KATE A. TOOMEY,,COCDSR,NO,16,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Fifth District Court Judge KEITH C. BARNES,,COCDSR,YES,78,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Fifth District Court Judge KEITH C. BARNES,,COCDSR,NO,16,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Fifth District Court Judge ERIC A. LUDLOW,,COCDSR,YES,77,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Fifth District Court Judge ERIC A. LUDLOW,,COCDSR,NO,15,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Fifth District Juvenile Court Judge MICHAEL F. LEAVITT,,COCDSR,YES,78,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Fifth District Juvenile Court Judge MICHAEL F. LEAVITT,,COCDSR,NO,14,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Fifth District Court Judge G. MICHAEL WESTFALL,,COCDSR,YES,79,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Fifth District Court Judge G. MICHAEL WESTFALL,,COCDSR,NO,14,False,Total,124,147
2018,general,201811-election-results-by-precinct.xlsx,UT Washington General 181106_2_,Fifth District Juvenile Court Judge PAUL E. DAME,,COCDSR,YES,77,False,Total,124,147
