referral_id,primary_application_id,primary_body,related_application_id,related_body,match_method,confidence,shared_address,subject_score,primary_date,related_date,gap_days,note
30,143,Council,401,PlanningCommission,subject,medium,,0.622,2021-11-17,2021-10-20,28,
31,146,Council,410,PlanningCommission,address+subject,high,13937 s 2950 w,0.281,2021-12-08,2021-12-01,7,
32,147,Council,410,PlanningCommission,address+subject,high,13937 s 2950 w,0.238,2021-12-08,2021-12-01,7,
33,147,Council,412,PlanningCommission,subject,medium,,0.63,2021-12-08,2021-12-01,7,
34,159,Council,410,PlanningCommission,address+subject,high,13937 s 2950 w,0.302,2022-01-12,2021-12-01,42,
35,160,Council,410,PlanningCommission,address+subject,high,13937 s 2950 w,0.229,2022-01-12,2021-12-01,42,
36,160,Council,412,PlanningCommission,subject,medium,,0.58,2022-01-12,2021-12-01,42,
37,165,Council,415,PlanningCommission,address+subject,high,13820 s 2700 w,0.282,2022-01-26,2022-01-05,21,
38,165,Council,416,PlanningCommission,address+subject,high,13820 s 2700 w,0.215,2022-01-26,2022-01-05,21,
39,189,Council,423,PlanningCommission,subject,medium,,0.694,2022-05-11,2022-04-06,35,
40,189,Council,426,PlanningCommission,subject,medium,,0.599,2022-05-11,2022-04-20,21,
41,206,Council,435,PlanningCommission,subject,medium,,0.727,2022-09-14,2022-08-17,28,
42,208,Council,434,PlanningCommission,subject,medium,,0.632,2022-10-12,2022-08-17,56,
43,210,Council,439,PlanningCommission,subject,medium,,0.824,2022-11-09,2022-10-05,35,
44,210,Council,444,PlanningCommission,subject,medium,,0.765,2022-11-09,2022-10-19,21,
45,217,Council,453,PlanningCommission,subject,medium,,0.755,2023-01-25,2022-12-07,49,
46,218,Council,452,PlanningCommission,subject,medium,,0.777,2023-01-25,2022-12-07,49,
47,219,Council,455,PlanningCommission,subject,medium,,0.714,2023-01-25,2023-01-04,21,
48,232,Council,465,PlanningCommission,subject,medium,,0.622,2023-07-12,2023-06-21,21,
49,236,Council,470,PlanningCommission,subject,medium,,0.775,2023-10-11,2023-09-20,21,
50,237,Council,476,PlanningCommission,subject,medium,,0.81,2023-10-11,2023-10-04,7,
51,272,Council,491,PlanningCommission,subject,medium,,0.73,2024-09-11,2024-08-21,21,
52,281,Council,492,PlanningCommission,subject,medium,,0.528,2024-12-11,2024-10-02,70,
53,289,Council,497,PlanningCommission,subject,medium,,0.833,2025-02-26,2025-02-05,21,
54,290,Council,498,PlanningCommission,subject,medium,,0.848,2025-02-26,2025-02-05,21,
55,291,Council,499,PlanningCommission,subject,medium,,0.739,2025-02-26,2025-02-05,21,
56,292,Council,500,PlanningCommission,subject,medium,,0.74,2025-02-26,2025-02-05,21,
57,299,Council,506,PlanningCommission,address+subject,high,14676 s porter rockwell,0.821,2025-07-09,2025-06-04,35,
58,304,Council,512,PlanningCommission,subject,medium,,0.546,2025-09-10,2025-09-03,7,
59,306,Council,511,PlanningCommission,subject,medium,,0.202,2025-11-12,2025-09-03,70,
60,312,Council,519,PlanningCommission,subject,medium,,0.818,2026-02-25,2026-02-04,21,
61,312,Council,521,PlanningCommission,subject,medium,,0.818,2026-02-25,2026-02-18,7,
62,312,Council,522,PlanningCommission,subject,medium,,0.818,2026-02-25,2026-02-18,7,
