EventItemId,_event_id,_body_id,VotePersonId,VotePersonName,VoteValueId,VoteValueName
30445,2947,138,195,Ann Granato,16,Aye
30445,2947,138,197,Steve DeBry,16,Aye
30445,2947,138,199,Max Burdick,16,Aye
30445,2947,138,193,Aimee Winder Newton,16,Aye
30448,2947,138,345,Shireen Ghorbani,16,Aye
30448,2947,138,202,Richard Snelgrove,16,Aye
30448,2947,138,203,Jim Bradley,16,Aye
30448,2947,138,189,Arlyn Bradshaw,16,Aye
30448,2947,138,191,Michael Jensen,16,Aye
30448,2947,138,195,Ann Granato,16,Aye
30448,2947,138,197,Steve DeBry,16,Aye
30448,2947,138,199,Max Burdick,16,Aye
30448,2947,138,193,Aimee Winder Newton,16,Aye
30449,2947,138,345,Shireen Ghorbani,16,Aye
30449,2947,138,202,Richard Snelgrove,16,Aye
30449,2947,138,203,Jim Bradley,16,Aye
30449,2947,138,189,Arlyn Bradshaw,16,Aye
30449,2947,138,191,Michael Jensen,16,Aye
30449,2947,138,195,Ann Granato,16,Aye
30449,2947,138,197,Steve DeBry,16,Aye
30449,2947,138,199,Max Burdick,16,Aye
30449,2947,138,193,Aimee Winder Newton,16,Aye
30453,2947,138,345,Shireen Ghorbani,16,Aye
30453,2947,138,202,Richard Snelgrove,16,Aye
30453,2947,138,203,Jim Bradley,16,Aye
30453,2947,138,189,Arlyn Bradshaw,16,Aye
30453,2947,138,191,Michael Jensen,16,Aye
30453,2947,138,195,Ann Granato,16,Aye
30453,2947,138,197,Steve DeBry,16,Aye
30453,2947,138,199,Max Burdick,16,Aye
30453,2947,138,193,Aimee Winder Newton,16,Aye
30461,2947,138,345,Shireen Ghorbani,16,Aye
30461,2947,138,202,Richard Snelgrove,16,Aye
30461,2947,138,203,Jim Bradley,16,Aye
30461,2947,138,189,Arlyn Bradshaw,16,Aye
30461,2947,138,191,Michael Jensen,16,Aye
30461,2947,138,195,Ann Granato,16,Aye
30461,2947,138,197,Steve DeBry,16,Aye
30461,2947,138,199,Max Burdick,16,Aye
30461,2947,138,193,Aimee Winder Newton,16,Aye
30462,2947,138,345,Shireen Ghorbani,16,Aye
30462,2947,138,202,Richard Snelgrove,16,Aye
30462,2947,138,203,Jim Bradley,16,Aye
30462,2947,138,189,Arlyn Bradshaw,16,Aye
30462,2947,138,191,Michael Jensen,16,Aye
30462,2947,138,195,Ann Granato,16,Aye
30462,2947,138,197,Steve DeBry,16,Aye
30462,2947,138,199,Max Burdick,16,Aye
30462,2947,138,193,Aimee Winder Newton,16,Aye
30494,2948,138,345,Shireen Ghorbani,16,Aye
30494,2948,138,202,Richard Snelgrove,16,Aye
30494,2948,138,203,Jim Bradley,16,Aye
30494,2948,138,189,Arlyn Bradshaw,16,Aye
30494,2948,138,191,Michael Jensen,16,Aye
30494,2948,138,195,Ann Granato,16,Aye
30494,2948,138,197,Steve DeBry,16,Aye
30494,2948,138,199,Max Burdick,16,Aye
30494,2948,138,193,Aimee Winder Newton,16,Aye
30497,2948,138,345,Shireen Ghorbani,16,Aye
30497,2948,138,202,Richard Snelgrove,16,Aye
30497,2948,138,203,Jim Bradley,16,Aye
30497,2948,138,189,Arlyn Bradshaw,16,Aye
30497,2948,138,191,Michael Jensen,16,Aye
30497,2948,138,195,Ann Granato,16,Aye
30497,2948,138,197,Steve DeBry,16,Aye
30497,2948,138,199,Max Burdick,16,Aye
30497,2948,138,193,Aimee Winder Newton,16,Aye
30543,2948,138,345,Shireen Ghorbani,16,Aye
30543,2948,138,202,Richard Snelgrove,16,Aye
30543,2948,138,203,Jim Bradley,16,Aye
30543,2948,138,189,Arlyn Bradshaw,16,Aye
30543,2948,138,191,Michael Jensen,16,Aye
30543,2948,138,195,Ann Granato,16,Aye
30543,2948,138,197,Steve DeBry,16,Aye
30543,2948,138,199,Max Burdick,16,Aye
30543,2948,138,193,Aimee Winder Newton,16,Aye
30613,2949,138,345,Shireen Ghorbani,16,Aye
30613,2949,138,202,Richard Snelgrove,16,Aye
30613,2949,138,203,Jim Bradley,16,Aye
30613,2949,138,189,Arlyn Bradshaw,16,Aye
30613,2949,138,191,Michael Jensen,20,Excused
30613,2949,138,195,Ann Granato,16,Aye
30613,2949,138,197,Steve DeBry,16,Aye
30613,2949,138,199,Max Burdick,16,Aye
30613,2949,138,193,Aimee Winder Newton,16,Aye
30616,2949,138,345,Shireen Ghorbani,16,Aye
30616,2949,138,202,Richard Snelgrove,16,Aye
30616,2949,138,203,Jim Bradley,16,Aye
30616,2949,138,189,Arlyn Bradshaw,16,Aye
30616,2949,138,191,Michael Jensen,20,Excused
30616,2949,138,195,Ann Granato,16,Aye
30616,2949,138,197,Steve DeBry,16,Aye
30616,2949,138,199,Max Burdick,16,Aye
30616,2949,138,193,Aimee Winder Newton,16,Aye
30617,2949,138,345,Shireen Ghorbani,16,Aye
30617,2949,138,202,Richard Snelgrove,16,Aye
30617,2949,138,203,Jim Bradley,16,Aye
30617,2949,138,189,Arlyn Bradshaw,16,Aye
30617,2949,138,191,Michael Jensen,20,Excused
30617,2949,138,195,Ann Granato,16,Aye
30617,2949,138,197,Steve DeBry,16,Aye
30617,2949,138,199,Max Burdick,16,Aye
30617,2949,138,193,Aimee Winder Newton,16,Aye
30618,2949,138,345,Shireen Ghorbani,16,Aye
30618,2949,138,202,Richard Snelgrove,16,Aye
30618,2949,138,203,Jim Bradley,16,Aye
30618,2949,138,189,Arlyn Bradshaw,16,Aye
30618,2949,138,191,Michael Jensen,20,Excused
30618,2949,138,195,Ann Granato,16,Aye
30618,2949,138,197,Steve DeBry,16,Aye
30618,2949,138,199,Max Burdick,16,Aye
30618,2949,138,193,Aimee Winder Newton,16,Aye
30619,2949,138,345,Shireen Ghorbani,16,Aye
30619,2949,138,202,Richard Snelgrove,16,Aye
30619,2949,138,203,Jim Bradley,16,Aye
30619,2949,138,189,Arlyn Bradshaw,16,Aye
30619,2949,138,191,Michael Jensen,20,Excused
30619,2949,138,195,Ann Granato,16,Aye
30619,2949,138,197,Steve DeBry,16,Aye
30619,2949,138,199,Max Burdick,16,Aye
30619,2949,138,193,Aimee Winder Newton,16,Aye
30620,2949,138,345,Shireen Ghorbani,16,Aye
30620,2949,138,202,Richard Snelgrove,16,Aye
30620,2949,138,203,Jim Bradley,16,Aye
30620,2949,138,189,Arlyn Bradshaw,16,Aye
30620,2949,138,191,Michael Jensen,20,Excused
30620,2949,138,195,Ann Granato,16,Aye
30620,2949,138,197,Steve DeBry,16,Aye
30620,2949,138,199,Max Burdick,16,Aye
30620,2949,138,193,Aimee Winder Newton,16,Aye
30623,2949,138,345,Shireen Ghorbani,16,Aye
30623,2949,138,202,Richard Snelgrove,16,Aye
30623,2949,138,203,Jim Bradley,16,Aye
30623,2949,138,189,Arlyn Bradshaw,16,Aye
30623,2949,138,191,Michael Jensen,20,Excused
30623,2949,138,195,Ann Granato,16,Aye
30623,2949,138,197,Steve DeBry,16,Aye
30623,2949,138,199,Max Burdick,16,Aye
30623,2949,138,193,Aimee Winder Newton,16,Aye
30631,2949,138,345,Shireen Ghorbani,16,Aye
30631,2949,138,202,Richard Snelgrove,16,Aye
30631,2949,138,203,Jim Bradley,16,Aye
30631,2949,138,189,Arlyn Bradshaw,16,Aye
30631,2949,138,191,Michael Jensen,20,Excused
30631,2949,138,195,Ann Granato,16,Aye
30631,2949,138,197,Steve DeBry,16,Aye
30631,2949,138,199,Max Burdick,16,Aye
30631,2949,138,193,Aimee Winder Newton,16,Aye
30632,2949,138,345,Shireen Ghorbani,16,Aye
30632,2949,138,202,Richard Snelgrove,16,Aye
30632,2949,138,203,Jim Bradley,16,Aye
30632,2949,138,189,Arlyn Bradshaw,16,Aye
30632,2949,138,191,Michael Jensen,20,Excused
30632,2949,138,195,Ann Granato,16,Aye
30632,2949,138,197,Steve DeBry,16,Aye
30632,2949,138,199,Max Burdick,16,Aye
30632,2949,138,193,Aimee Winder Newton,16,Aye
30636,2949,138,345,Shireen Ghorbani,16,Aye
30636,2949,138,202,Richard Snelgrove,16,Aye
30636,2949,138,203,Jim Bradley,16,Aye
30636,2949,138,189,Arlyn Bradshaw,16,Aye
30636,2949,138,191,Michael Jensen,20,Excused
30636,2949,138,195,Ann Granato,16,Aye
30636,2949,138,197,Steve DeBry,16,Aye
30636,2949,138,199,Max Burdick,16,Aye
30636,2949,138,193,Aimee Winder Newton,16,Aye
30640,2949,138,345,Shireen Ghorbani,16,Aye
30640,2949,138,202,Richard Snelgrove,16,Aye
30640,2949,138,203,Jim Bradley,16,Aye
30640,2949,138,189,Arlyn Bradshaw,16,Aye
30640,2949,138,191,Michael Jensen,20,Excused
30640,2949,138,195,Ann Granato,16,Aye
30640,2949,138,197,Steve DeBry,16,Aye
30640,2949,138,199,Max Burdick,16,Aye
30640,2949,138,193,Aimee Winder Newton,16,Aye
30704,2950,138,345,Shireen Ghorbani,16,Aye
30704,2950,138,202,Richard Snelgrove,16,Aye
30704,2950,138,203,Jim Bradley,16,Aye
30704,2950,138,189,Arlyn Bradshaw,16,Aye
30704,2950,138,191,Michael Jensen,16,Aye
30704,2950,138,195,Ann Granato,16,Aye
30704,2950,138,197,Steve DeBry,20,Excused
30704,2950,138,199,Max Burdick,16,Aye
30704,2950,138,193,Aimee Winder Newton,16,Aye
30709,2950,138,345,Shireen Ghorbani,16,Aye
30709,2950,138,202,Richard Snelgrove,16,Aye
30709,2950,138,203,Jim Bradley,16,Aye
30709,2950,138,189,Arlyn Bradshaw,16,Aye
30709,2950,138,191,Michael Jensen,16,Aye
30709,2950,138,195,Ann Granato,16,Aye
30709,2950,138,197,Steve DeBry,20,Excused
30709,2950,138,199,Max Burdick,16,Aye
30709,2950,138,193,Aimee Winder Newton,16,Aye
30710,2950,138,345,Shireen Ghorbani,16,Aye
30710,2950,138,202,Richard Snelgrove,16,Aye
30710,2950,138,203,Jim Bradley,16,Aye
30710,2950,138,189,Arlyn Bradshaw,16,Aye
30710,2950,138,191,Michael Jensen,16,Aye
30710,2950,138,195,Ann Granato,16,Aye
30710,2950,138,197,Steve DeBry,20,Excused
30710,2950,138,199,Max Burdick,16,Aye
30710,2950,138,193,Aimee Winder Newton,16,Aye
30711,2950,138,345,Shireen Ghorbani,16,Aye
30711,2950,138,202,Richard Snelgrove,16,Aye
30711,2950,138,203,Jim Bradley,16,Aye
30711,2950,138,189,Arlyn Bradshaw,16,Aye
30711,2950,138,191,Michael Jensen,16,Aye
30711,2950,138,195,Ann Granato,16,Aye
30711,2950,138,197,Steve DeBry,20,Excused
30711,2950,138,199,Max Burdick,16,Aye
30711,2950,138,193,Aimee Winder Newton,16,Aye
30712,2950,138,345,Shireen Ghorbani,16,Aye
30712,2950,138,202,Richard Snelgrove,16,Aye
30712,2950,138,203,Jim Bradley,16,Aye
30712,2950,138,189,Arlyn Bradshaw,16,Aye
30712,2950,138,191,Michael Jensen,16,Aye
30712,2950,138,195,Ann Granato,16,Aye
30712,2950,138,197,Steve DeBry,20,Excused
30712,2950,138,199,Max Burdick,16,Aye
30712,2950,138,193,Aimee Winder Newton,16,Aye
30713,2950,138,345,Shireen Ghorbani,16,Aye
30713,2950,138,202,Richard Snelgrove,16,Aye
30713,2950,138,203,Jim Bradley,16,Aye
30713,2950,138,189,Arlyn Bradshaw,16,Aye
30713,2950,138,191,Michael Jensen,16,Aye
30713,2950,138,195,Ann Granato,16,Aye
30713,2950,138,197,Steve DeBry,20,Excused
30713,2950,138,199,Max Burdick,16,Aye
30713,2950,138,193,Aimee Winder Newton,16,Aye
30714,2950,138,345,Shireen Ghorbani,16,Aye
30714,2950,138,202,Richard Snelgrove,16,Aye
30714,2950,138,203,Jim Bradley,16,Aye
30714,2950,138,189,Arlyn Bradshaw,16,Aye
30714,2950,138,191,Michael Jensen,16,Aye
30714,2950,138,195,Ann Granato,16,Aye
30714,2950,138,197,Steve DeBry,20,Excused
30714,2950,138,199,Max Burdick,16,Aye
30714,2950,138,193,Aimee Winder Newton,16,Aye
30715,2950,138,345,Shireen Ghorbani,16,Aye
30715,2950,138,202,Richard Snelgrove,16,Aye
30715,2950,138,203,Jim Bradley,16,Aye
30715,2950,138,189,Arlyn Bradshaw,16,Aye
30715,2950,138,191,Michael Jensen,16,Aye
30715,2950,138,195,Ann Granato,16,Aye
30715,2950,138,197,Steve DeBry,20,Excused
30715,2950,138,199,Max Burdick,16,Aye
30715,2950,138,193,Aimee Winder Newton,16,Aye
30716,2950,138,345,Shireen Ghorbani,16,Aye
30716,2950,138,202,Richard Snelgrove,16,Aye
30716,2950,138,203,Jim Bradley,16,Aye
30716,2950,138,189,Arlyn Bradshaw,16,Aye
30716,2950,138,191,Michael Jensen,16,Aye
30716,2950,138,195,Ann Granato,16,Aye
30716,2950,138,197,Steve DeBry,20,Excused
30716,2950,138,199,Max Burdick,16,Aye
30716,2950,138,193,Aimee Winder Newton,16,Aye
30718,2950,138,345,Shireen Ghorbani,16,Aye
30718,2950,138,202,Richard Snelgrove,16,Aye
30718,2950,138,203,Jim Bradley,16,Aye
30718,2950,138,189,Arlyn Bradshaw,16,Aye
30718,2950,138,191,Michael Jensen,16,Aye
30718,2950,138,195,Ann Granato,16,Aye
30718,2950,138,197,Steve DeBry,20,Excused
30718,2950,138,199,Max Burdick,16,Aye
30718,2950,138,193,Aimee Winder Newton,16,Aye
30729,2950,138,345,Shireen Ghorbani,16,Aye
30729,2950,138,202,Richard Snelgrove,16,Aye
30729,2950,138,203,Jim Bradley,16,Aye
30729,2950,138,189,Arlyn Bradshaw,16,Aye
30729,2950,138,191,Michael Jensen,16,Aye
30729,2950,138,195,Ann Granato,16,Aye
30729,2950,138,197,Steve DeBry,20,Excused
30729,2950,138,199,Max Burdick,16,Aye
30729,2950,138,193,Aimee Winder Newton,16,Aye
30730,2950,138,345,Shireen Ghorbani,16,Aye
30730,2950,138,202,Richard Snelgrove,16,Aye
30730,2950,138,203,Jim Bradley,16,Aye
30730,2950,138,189,Arlyn Bradshaw,16,Aye
30730,2950,138,191,Michael Jensen,16,Aye
30730,2950,138,195,Ann Granato,16,Aye
30730,2950,138,197,Steve DeBry,20,Excused
30730,2950,138,199,Max Burdick,16,Aye
30730,2950,138,193,Aimee Winder Newton,16,Aye
30731,2950,138,345,Shireen Ghorbani,16,Aye
30731,2950,138,202,Richard Snelgrove,16,Aye
30731,2950,138,203,Jim Bradley,16,Aye
30731,2950,138,189,Arlyn Bradshaw,16,Aye
30731,2950,138,191,Michael Jensen,16,Aye
30731,2950,138,195,Ann Granato,16,Aye
30731,2950,138,197,Steve DeBry,20,Excused
30731,2950,138,199,Max Burdick,16,Aye
30731,2950,138,193,Aimee Winder Newton,16,Aye
30732,2950,138,345,Shireen Ghorbani,16,Aye
30732,2950,138,202,Richard Snelgrove,16,Aye
30732,2950,138,203,Jim Bradley,16,Aye
30732,2950,138,189,Arlyn Bradshaw,16,Aye
30732,2950,138,191,Michael Jensen,16,Aye
30732,2950,138,195,Ann Granato,16,Aye
30732,2950,138,197,Steve DeBry,20,Excused
30732,2950,138,199,Max Burdick,16,Aye
30732,2950,138,193,Aimee Winder Newton,16,Aye
30747,2950,138,345,Shireen Ghorbani,16,Aye
30747,2950,138,202,Richard Snelgrove,16,Aye
30747,2950,138,203,Jim Bradley,16,Aye
30747,2950,138,189,Arlyn Bradshaw,16,Aye
30747,2950,138,191,Michael Jensen,16,Aye
30747,2950,138,195,Ann Granato,16,Aye
30747,2950,138,197,Steve DeBry,20,Excused
30747,2950,138,199,Max Burdick,16,Aye
30747,2950,138,193,Aimee Winder Newton,16,Aye
30902,2959,138,345,Shireen Ghorbani,16,Aye
30902,2959,138,202,Richard Snelgrove,16,Aye
30902,2959,138,203,Jim Bradley,16,Aye
30902,2959,138,189,Arlyn Bradshaw,16,Aye
30902,2959,138,191,Michael Jensen,16,Aye
30902,2959,138,195,Ann Granato,16,Aye
30902,2959,138,197,Steve DeBry,16,Aye
30902,2959,138,199,Max Burdick,16,Aye
30902,2959,138,193,Aimee Winder Newton,16,Aye
30904,2959,138,345,Shireen Ghorbani,16,Aye
30904,2959,138,202,Richard Snelgrove,16,Aye
30904,2959,138,203,Jim Bradley,16,Aye
30904,2959,138,189,Arlyn Bradshaw,16,Aye
30904,2959,138,191,Michael Jensen,16,Aye
30904,2959,138,195,Ann Granato,16,Aye
30904,2959,138,197,Steve DeBry,16,Aye
30904,2959,138,199,Max Burdick,16,Aye
30904,2959,138,193,Aimee Winder Newton,16,Aye
30907,2959,138,345,Shireen Ghorbani,16,Aye
30907,2959,138,202,Richard Snelgrove,16,Aye
30907,2959,138,203,Jim Bradley,16,Aye
30907,2959,138,189,Arlyn Bradshaw,16,Aye
30907,2959,138,191,Michael Jensen,16,Aye
30907,2959,138,195,Ann Granato,16,Aye
30907,2959,138,197,Steve DeBry,16,Aye
30907,2959,138,199,Max Burdick,16,Aye
30907,2959,138,193,Aimee Winder Newton,16,Aye
30923,2959,138,345,Shireen Ghorbani,16,Aye
30923,2959,138,202,Richard Snelgrove,16,Aye
30923,2959,138,203,Jim Bradley,16,Aye
30923,2959,138,189,Arlyn Bradshaw,16,Aye
30923,2959,138,191,Michael Jensen,16,Aye
30923,2959,138,195,Ann Granato,16,Aye
30923,2959,138,197,Steve DeBry,16,Aye
30923,2959,138,199,Max Burdick,16,Aye
30923,2959,138,193,Aimee Winder Newton,16,Aye
30928,2959,138,345,Shireen Ghorbani,16,Aye
30928,2959,138,202,Richard Snelgrove,16,Aye
30928,2959,138,203,Jim Bradley,16,Aye
30928,2959,138,189,Arlyn Bradshaw,16,Aye
30928,2959,138,191,Michael Jensen,16,Aye
30928,2959,138,195,Ann Granato,16,Aye
30928,2959,138,197,Steve DeBry,16,Aye
30928,2959,138,199,Max Burdick,16,Aye
30928,2959,138,193,Aimee Winder Newton,16,Aye
30937,2959,138,345,Shireen Ghorbani,16,Aye
30937,2959,138,202,Richard Snelgrove,16,Aye
30937,2959,138,203,Jim Bradley,16,Aye
30937,2959,138,189,Arlyn Bradshaw,16,Aye
30937,2959,138,191,Michael Jensen,16,Aye
30937,2959,138,195,Ann Granato,16,Aye
30937,2959,138,197,Steve DeBry,16,Aye
30937,2959,138,199,Max Burdick,16,Aye
30937,2959,138,193,Aimee Winder Newton,16,Aye
30938,2959,138,345,Shireen Ghorbani,16,Aye
30938,2959,138,202,Richard Snelgrove,16,Aye
30938,2959,138,203,Jim Bradley,16,Aye
30938,2959,138,189,Arlyn Bradshaw,16,Aye
30938,2959,138,191,Michael Jensen,16,Aye
30938,2959,138,195,Ann Granato,16,Aye
30938,2959,138,197,Steve DeBry,16,Aye
30938,2959,138,199,Max Burdick,16,Aye
30938,2959,138,193,Aimee Winder Newton,16,Aye
30828,2960,138,345,Shireen Ghorbani,16,Aye
30828,2960,138,202,Richard Snelgrove,16,Aye
30828,2960,138,203,Jim Bradley,16,Aye
30828,2960,138,189,Arlyn Bradshaw,20,Excused
30828,2960,138,191,Michael Jensen,16,Aye
30828,2960,138,195,Ann Granato,16,Aye
30828,2960,138,197,Steve DeBry,16,Aye
30828,2960,138,199,Max Burdick,16,Aye
30828,2960,138,193,Aimee Winder Newton,16,Aye
30831,2960,138,345,Shireen Ghorbani,16,Aye
30831,2960,138,202,Richard Snelgrove,16,Aye
30831,2960,138,203,Jim Bradley,16,Aye
30831,2960,138,189,Arlyn Bradshaw,20,Excused
30831,2960,138,191,Michael Jensen,16,Aye
30831,2960,138,195,Ann Granato,16,Aye
30831,2960,138,197,Steve DeBry,16,Aye
30831,2960,138,199,Max Burdick,16,Aye
30831,2960,138,193,Aimee Winder Newton,16,Aye
30838,2960,138,345,Shireen Ghorbani,16,Aye
30838,2960,138,202,Richard Snelgrove,16,Aye
30838,2960,138,203,Jim Bradley,16,Aye
30838,2960,138,189,Arlyn Bradshaw,20,Excused
30838,2960,138,191,Michael Jensen,16,Aye
30838,2960,138,195,Ann Granato,16,Aye
30838,2960,138,197,Steve DeBry,16,Aye
30838,2960,138,199,Max Burdick,16,Aye
30838,2960,138,193,Aimee Winder Newton,16,Aye
30840,2960,138,345,Shireen Ghorbani,16,Aye
30840,2960,138,202,Richard Snelgrove,16,Aye
30840,2960,138,203,Jim Bradley,16,Aye
30840,2960,138,189,Arlyn Bradshaw,20,Excused
30840,2960,138,191,Michael Jensen,16,Aye
30840,2960,138,195,Ann Granato,16,Aye
30840,2960,138,197,Steve DeBry,16,Aye
30840,2960,138,199,Max Burdick,16,Aye
30840,2960,138,193,Aimee Winder Newton,16,Aye
30841,2960,138,345,Shireen Ghorbani,16,Aye
30841,2960,138,202,Richard Snelgrove,16,Aye
30841,2960,138,203,Jim Bradley,16,Aye
30841,2960,138,189,Arlyn Bradshaw,20,Excused
30841,2960,138,191,Michael Jensen,16,Aye
30841,2960,138,195,Ann Granato,16,Aye
30841,2960,138,197,Steve DeBry,16,Aye
30841,2960,138,199,Max Burdick,16,Aye
30841,2960,138,193,Aimee Winder Newton,16,Aye
30845,2960,138,345,Shireen Ghorbani,16,Aye
30845,2960,138,202,Richard Snelgrove,16,Aye
30845,2960,138,203,Jim Bradley,16,Aye
30845,2960,138,189,Arlyn Bradshaw,20,Excused
30845,2960,138,191,Michael Jensen,16,Aye
30845,2960,138,195,Ann Granato,16,Aye
30845,2960,138,197,Steve DeBry,16,Aye
30845,2960,138,199,Max Burdick,16,Aye
30845,2960,138,193,Aimee Winder Newton,16,Aye
30851,2960,138,345,Shireen Ghorbani,16,Aye
30851,2960,138,202,Richard Snelgrove,16,Aye
30851,2960,138,203,Jim Bradley,16,Aye
30851,2960,138,189,Arlyn Bradshaw,20,Excused
30851,2960,138,191,Michael Jensen,16,Aye
30851,2960,138,195,Ann Granato,16,Aye
30851,2960,138,197,Steve DeBry,16,Aye
30851,2960,138,199,Max Burdick,16,Aye
30851,2960,138,193,Aimee Winder Newton,16,Aye
30986,2961,138,345,Shireen Ghorbani,16,Aye
30986,2961,138,202,Richard Snelgrove,16,Aye
30986,2961,138,203,Jim Bradley,16,Aye
30986,2961,138,189,Arlyn Bradshaw,16,Aye
30986,2961,138,191,Michael Jensen,16,Aye
30986,2961,138,195,Ann Granato,16,Aye
30986,2961,138,197,Steve DeBry,16,Aye
30986,2961,138,199,Max Burdick,16,Aye
30986,2961,138,193,Aimee Winder Newton,16,Aye
30997,2961,138,345,Shireen Ghorbani,16,Aye
30997,2961,138,202,Richard Snelgrove,16,Aye
30997,2961,138,203,Jim Bradley,16,Aye
30997,2961,138,189,Arlyn Bradshaw,16,Aye
30997,2961,138,191,Michael Jensen,16,Aye
30997,2961,138,195,Ann Granato,16,Aye
30997,2961,138,197,Steve DeBry,16,Aye
30997,2961,138,199,Max Burdick,16,Aye
30997,2961,138,193,Aimee Winder Newton,16,Aye
30998,2961,138,345,Shireen Ghorbani,16,Aye
30998,2961,138,202,Richard Snelgrove,16,Aye
30998,2961,138,203,Jim Bradley,16,Aye
30998,2961,138,189,Arlyn Bradshaw,16,Aye
30998,2961,138,191,Michael Jensen,16,Aye
30998,2961,138,195,Ann Granato,16,Aye
30998,2961,138,197,Steve DeBry,16,Aye
30998,2961,138,199,Max Burdick,16,Aye
30998,2961,138,193,Aimee Winder Newton,16,Aye
30999,2961,138,345,Shireen Ghorbani,16,Aye
30999,2961,138,202,Richard Snelgrove,16,Aye
30999,2961,138,203,Jim Bradley,16,Aye
30999,2961,138,189,Arlyn Bradshaw,16,Aye
