date,year,title,slug,path,source,source_url,format,body,meeting_kind,pmn_file
2024-04-18,2024,PlanningCommission PC Meeting 2024-04-18,2024-04-18_pc_PC,minutes/2024/2024-04-15/2024-04-18_pc_PC.md,pmn,https://www.utah.gov/pmn/files/1117583.pdf,pdf-text,PlanningCommission,PC,1117583
2024-05-02,2024,PlanningCommission PC Meeting 2024-05-02,2024-05-02_pc_PC,minutes/2024/2024-04-29/2024-05-02_pc_PC.md,pmn,https://www.utah.gov/pmn/files/1123991.pdf,pdf-text,PlanningCommission,PC,1123991
2024-05-16,2024,PlanningCommission PC Meeting 2024-05-16,2024-05-16_pc_PC,minutes/2024/2024-05-13/2024-05-16_pc_PC.md,pmn,https://www.utah.gov/pmn/files/1146264.pdf,pdf-text,PlanningCommission,PC,1146264
2024-05-16,2024,PlanningCommission WM Meeting 2024-05-16,2024-05-16_pc_WM,minutes/2024/2024-05-13/2024-05-16_pc_WM.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/Minutes/_05162024-261,pdf-text,PlanningCommission,WM,
2024-07-11,2024,PlanningCommission PC Meeting 2024-07-11,2024-07-11_pc_PC,minutes/2024/2024-07-08/2024-07-11_pc_PC.md,pmn,https://www.utah.gov/pmn/files/1166641.pdf,pdf-text,PlanningCommission,PC,1166641
2024-07-18,2024,PlanningCommission PC Meeting 2024-07-18,2024-07-18_pc_PC,minutes/2024/2024-07-15/2024-07-18_pc_PC.md,pmn,https://www.utah.gov/pmn/files/1152427.pdf,pdf-text,PlanningCommission,PC,1152427
2024-08-01,2024,PlanningCommission PC Meeting 2024-08-01,2024-08-01_pc_PC,minutes/2024/2024-07-29/2024-08-01_pc_PC.md,pmn,https://www.utah.gov/pmn/files/1166643.pdf,pdf-text,PlanningCommission,PC,1166643
2024-09-05,2024,PlanningCommission PC Meeting 2024-09-05,2024-09-05_pc_PC,minutes/2024/2024-09-02/2024-09-05_pc_PC.md,pmn,https://www.utah.gov/pmn/files/1174367.pdf,pdf-text,PlanningCommission,PC,1174367
2024-09-19,2024,PlanningCommission PC Meeting 2024-09-19,2024-09-19_pc_PC,minutes/2024/2024-09-16/2024-09-19_pc_PC.md,pmn,https://www.utah.gov/pmn/files/1194627.pdf,pdf-text,PlanningCommission,PC,1194627
2024-10-17,2024,PlanningCommission PC Meeting 2024-10-17,2024-10-17_pc_PC,minutes/2024/2024-10-14/2024-10-17_pc_PC.md,pmn,https://www.utah.gov/pmn/files/1194631.pdf,pdf-text,PlanningCommission,PC,1194631
2024-11-07,2024,PlanningCommission PC Meeting 2024-11-07,2024-11-07_pc_PC,minutes/2024/2024-11-04/2024-11-07_pc_PC.md,pmn,https://www.utah.gov/pmn/files/1200342.pdf,pdf-text,PlanningCommission,PC,1200342
2024-11-21,2024,PlanningCommission PC Meeting 2024-11-21,2024-11-21_pc_PC,minutes/2024/2024-11-18/2024-11-21_pc_PC.md,pmn,https://www.utah.gov/pmn/files/1236589.pdf,pdf-text,PlanningCommission,PC,1236589
2025-01-16,2025,PlanningCommission PC Meeting 2025-01-16,2025-01-16_pc_PC,minutes/2025/2025-01-13/2025-01-16_pc_PC.md,pmn,https://www.utah.gov/pmn/files/1236593.pdf,pdf-text,PlanningCommission,PC,1236593
2025-02-20,2025,PlanningCommission PC Meeting 2025-02-20,2025-02-20_pc_PC,minutes/2025/2025-02-17/2025-02-20_pc_PC.md,pmn,https://www.utah.gov/pmn/files/1242685.pdf,pdf-text,PlanningCommission,PC,1242685
2025-03-06,2025,PlanningCommission PC Meeting 2025-03-06,2025-03-06_pc_PC,minutes/2025/2025-03-03/2025-03-06_pc_PC.md,pmn,https://www.utah.gov/pmn/files/1254491.pdf,pdf-text,PlanningCommission,PC,1254491
2025-04-03,2025,PlanningCommission PC Meeting 2025-04-03,2025-04-03_pc_PC,minutes/2025/2025-03-31/2025-04-03_pc_PC.md,pmn,https://www.utah.gov/pmn/files/1260693.pdf,pdf-text,PlanningCommission,PC,1260693
2025-04-17,2025,PlanningCommission PC Meeting 2025-04-17,2025-04-17_pc_PC,minutes/2025/2025-04-14/2025-04-17_pc_PC.md,pmn,https://www.utah.gov/pmn/files/1281805.pdf,pdf-text,PlanningCommission,PC,1281805
2025-06-05,2025,PlanningCommission PC Meeting 2025-06-05,2025-06-05_pc_PC,minutes/2025/2025-06-02/2025-06-05_pc_PC.md,pmn,https://www.utah.gov/pmn/files/1289162.pdf,pdf-text,PlanningCommission,PC,1289162
2025-06-19,2025,PlanningCommission PC Meeting 2025-06-19,2025-06-19_pc_PC,minutes/2025/2025-06-16/2025-06-19_pc_PC.md,pmn,https://www.utah.gov/pmn/files/1297327.pdf,pdf-text,PlanningCommission,PC,1297327
2025-07-03,2025,PlanningCommission PC Meeting 2025-07-03,2025-07-03_pc_PC,minutes/2025/2025-06-30/2025-07-03_pc_PC.md,pmn,https://www.utah.gov/pmn/files/1306591.pdf,pdf-text,PlanningCommission,PC,1306591
2025-07-10,2025,PlanningCommission PC Meeting 2025-07-10,2025-07-10_pc_PC,minutes/2025/2025-07-07/2025-07-10_pc_PC.md,pmn,https://www.utah.gov/pmn/files/1306593.pdf,pdf-text,PlanningCommission,PC,1306593
2025-08-07,2025,PlanningCommission PC Meeting 2025-08-07,2025-08-07_pc_PC,minutes/2025/2025-08-04/2025-08-07_pc_PC.md,pmn,https://www.utah.gov/pmn/files/1337955.pdf,pdf-text,PlanningCommission,PC,1337955
2025-10-02,2025,PlanningCommission PC Meeting 2025-10-02,2025-10-02_pc_PC,minutes/2025/2025-09-29/2025-10-02_pc_PC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_10022025-563,pdf-text,PlanningCommission,PC,
2025-10-16,2025,PlanningCommission PC Meeting 2025-10-16,2025-10-16_pc_PC,minutes/2025/2025-10-13/2025-10-16_pc_PC.md,pmn,https://www.utah.gov/pmn/files/1347477.pdf,pdf-text,PlanningCommission,PC,1347477
2025-11-06,2025,PlanningCommission PC Meeting 2025-11-06,2025-11-06_pc_PC,minutes/2025/2025-11-03/2025-11-06_pc_PC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_11062025-596,pdf-text,PlanningCommission,PC,
2026-01-15,2026,PlanningCommission PC Meeting 2026-01-15,2026-01-15_pc_PC,minutes/2026/2026-01-12/2026-01-15_pc_PC.md,pmn,https://www.utah.gov/pmn/files/1391573.pdf,pdf-text,PlanningCommission,PC,1391573
2026-02-05,2026,PlanningCommission PC Meeting 2026-02-05,2026-02-05_pc_PC,minutes/2026/2026-02-02/2026-02-05_pc_PC.md,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_02052026-614,pdf-text,PlanningCommission,PC,
2026-02-19,2026,PlanningCommission PC Meeting 2026-02-19,2026-02-19_pc_PC,minutes/2026/2026-02-16/2026-02-19_pc_PC.md,pmn,https://www.utah.gov/pmn/files/1431931.pdf,pdf-text,PlanningCommission,PC,1431931
2026-03-05,2026,PlanningCommission PC Meeting 2026-03-05,2026-03-05_pc_PC,minutes/2026/2026-03-02/2026-03-05_pc_PC.md,pmn,https://www.utah.gov/pmn/files/1431137.pdf,pdf-text,PlanningCommission,PC,1431137
2026-05-07,2026,PlanningCommission PC Meeting 2026-05-07,2026-05-07_pc_PC,minutes/2026/2026-05-04/2026-05-07_pc_PC.md,pmn,https://www.utah.gov/pmn/files/1444409.pdf,pdf-text,PlanningCommission,PC,1444409
2026-06-04,2026,PlanningCommission PC Meeting 2026-06-04,2026-06-04_pc_PC,minutes/2026/2026-06-01/2026-06-04_pc_PC.md,pmn,https://www.utah.gov/pmn/files/1452287.pdf,pdf-text,PlanningCommission,PC,1452287
2026-06-18,2026,PlanningCommission PC Meeting 2026-06-18,2026-06-18_pc_PC,minutes/2026/2026-06-15/2026-06-18_pc_PC.md,pmn,https://www.utah.gov/pmn/files/1460219.pdf,pdf-text,PlanningCommission,PC,1460219
