date,candidate,office,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,seat,source,original_url,tyler_node,tyler_attachment_id,date_precision,duplicate_of,matched_election_candidate,join_confidence
2013-11-05,John R. Dismuke,Mayor,2013,,undated published financial report (class unknown; classify at extraction),2013 John R. Dismuke (Mayor) — Dismuke.pdf,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Dismuke.pdf.pdf?id=DOC265S4296.A1&parent=DOC265S4296,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S4296_A1_Dismuke.pdf,,tyler_cm_grama_portal,,DOC265S4296,DOC265S4296.A1,cycle_anchor (undated scan; date = that year general election day; actual filing date unknown),,JOHN R. DISMUKE,high
2013-11-05,John R. Dismuke,Mayor,2013,,undated published financial report (class unknown; classify at extraction),2013 John R. Dismuke (Mayor) — John R. Dismuke,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/John_R._Dismuke.pdf?id=DOC265S4296.A2&parent=DOC265S4296,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S4296_A2_John_R._Dismuke.pdf,,tyler_cm_grama_portal,,DOC265S4296,DOC265S4296.A2,cycle_anchor (undated scan; date = that year general election day; actual filing date unknown),,JOHN R. DISMUKE,high
2013-11-05,Mani Grewal,Council,2013,,undated published financial report (class unknown; classify at extraction),2013 Mani Grewal (Council) — Grewal.pdf,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Grewal.pdf.pdf?id=DOC265S4298.A1&parent=DOC265S4298,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S4298_A1_Grewal.pdf,,tyler_cm_grama_portal,,DOC265S4298,DOC265S4298.A1,cycle_anchor (undated scan; date = that year general election day; actual filing date unknown),,MANI GREWAL,high
2013-11-05,Mani Grewal,Council,2013,,undated published financial report (class unknown; classify at extraction),2013 Mani Grewal (Council) — Mani Grewal.pdf,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Mani_Grewal.pdf.pdf?id=DOC265S4298.A2&parent=DOC265S4298,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S4298_A2_Mani_Grewal.pdf,,tyler_cm_grama_portal,,DOC265S4298,DOC265S4298.A2,cycle_anchor (undated scan; date = that year general election day; actual filing date unknown),,MANI GREWAL,high
2013-11-05,Michele Weeks,Council,2013,,undated published financial report (class unknown; classify at extraction),2013 Michele Weeks (Council) — Weeks.pdf,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Weeks.pdf.pdf?id=DOC265S4305.A1&parent=DOC265S4305,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S4305_A1_Weeks.pdf,,tyler_cm_grama_portal,,DOC265S4305,DOC265S4305.A1,cycle_anchor (undated scan; date = that year general election day; actual filing date unknown),,MICHELE WEEKS,high
2013-11-05,Phillip B. Shell,Mayor,2013,,undated published financial report (class unknown; classify at extraction),2013 Phillip B. Shell (Mayor) — Shell.pdf,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Shell.pdf.pdf?id=DOC265S4302.A1&parent=DOC265S4302,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S4302_A1_Shell.pdf,,tyler_cm_grama_portal,,DOC265S4302,DOC265S4302.A1,cycle_anchor (undated scan; date = that year general election day; actual filing date unknown),,PHILLIP B. SHELL,high
2013-11-05,Randy P. Gerona,Council,2013,,undated published financial report (class unknown; classify at extraction),2013 Randy P. Gerona (Council) — Gerona.pdf,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Gerona.pdf.pdf?id=DOC265S4297.A1&parent=DOC265S4297,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S4297_A1_Gerona.pdf,,tyler_cm_grama_portal,,DOC265S4297,DOC265S4297.A1,cycle_anchor (undated scan; date = that year general election day; actual filing date unknown),,RANDY P. GERONA,high
2013-11-05,Randy P. Gerona,Council,2013,,undated published financial report (class unknown; classify at extraction),2013 Randy P. Gerona (Council) — Randy P. Gerona,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Randy_P._Gerona.pdf?id=DOC265S4297.A2&parent=DOC265S4297,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S4297_A2_Randy_P._Gerona.pdf,,tyler_cm_grama_portal,,DOC265S4297,DOC265S4297.A2,cycle_anchor (undated scan; date = that year general election day; actual filing date unknown),,RANDY P. GERONA,high
2013-11-05,Troy K. Walker,Mayor,2013,,undated published financial report (class unknown; classify at extraction),2013 Troy K. Walker (Mayor) — Walker.pdf,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Walker.pdf.pdf?id=DOC265S4304.A1&parent=DOC265S4304,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S4304_A1_Walker.pdf,,tyler_cm_grama_portal,,DOC265S4304,DOC265S4304.A1,cycle_anchor (undated scan; date = that year general election day; actual filing date unknown),,TROY K. WALKER,high
2013-11-05,William E. Rappleye,Council,2013,,undated published financial report (class unknown; classify at extraction),2013 William E. Rappleye (Council) — Rappleye.pdf,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Rappleye.pdf.pdf?id=DOC265S4301.A1&parent=DOC265S4301,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S4301_A1_Rappleye.pdf,,tyler_cm_grama_portal,,DOC265S4301,DOC265S4301.A1,cycle_anchor (undated scan; date = that year general election day; actual filing date unknown),,WILLIAM E. RAPPLEYE,high
2015-11-03,Alan Summerhays,Council,2015,,undated published financial report (class unknown; classify at extraction),2015 Alan Summerhays (Council) — Summerhays - Financials.pdf,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Summerhays___Financials.pdf.pdf?id=DOC265S3693.A1&parent=DOC265S3693,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3693_A1_Summerhays_Financials.pdf,,tyler_cm_grama_portal,,DOC265S3693,DOC265S3693.A1,cycle_anchor (undated scan; date = that year general election day; actual filing date unknown),,ALAN SUMMERHAYS,high
2015-11-03,Bill Colbert,Council,2015,,undated published financial report (class unknown; classify at extraction),2015 Bill Colbert (Council) — Colbert - Financials.pdf,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Colbert___Financials.pdf.pdf?id=DOC265S3690.A1&parent=DOC265S3690,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3690_A1_Colbert_Financials.pdf,,tyler_cm_grama_portal,,DOC265S3690,DOC265S3690.A1,cycle_anchor (undated scan; date = that year general election day; actual filing date unknown),,BILL COLBERT,high
2015-11-03,Justin Poirier,Council,2015,,undated published financial report (class unknown; classify at extraction),2015 Justin Poirier (Council) — Poinier - Financials.pdf,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Poinier___Financials.pdf.pdf?id=DOC265S3692.A0&parent=DOC265S3692,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3692_A0_Poinier_Financials.pdf,,tyler_cm_grama_portal,,DOC265S3692,DOC265S3692.A0,cycle_anchor (undated scan; date = that year general election day; actual filing date unknown),,JUSTIN POIRIER,high
2015-11-03,Mani Grewal,Council,2015,,undated published financial report (class unknown; classify at extraction),2015 Mani Grewal (Council) — Grewel - financials.pdf,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Grewel___financials.pdf.pdf?id=DOC265S3691.A1&parent=DOC265S3691,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3691_A1_Grewel_financials.pdf,,tyler_cm_grama_portal,,DOC265S3691,DOC265S3691.A1,cycle_anchor (undated scan; date = that year general election day; actual filing date unknown),,MANI GREWAL,high
2015-11-03,Marsha Vawdrey,Council,2015,,undated published financial report (class unknown; classify at extraction),2015 Marsha Vawdrey (Council) — Vawdrey - Financials.pdf,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Vawdrey___Financials.pdf.pdf?id=DOC265S3694.A1&parent=DOC265S3694,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3694_A1_Vawdrey_Financials.pdf,,tyler_cm_grama_portal,,DOC265S3694,DOC265S3694.A1,cycle_anchor (undated scan; date = that year general election day; actual filing date unknown),,MARSHA R. VAWDREY,high
2015-11-03,Michele Weeks,Council,2015,,undated published financial report (class unknown; classify at extraction),2015 Michele Weeks (Council) — Weeks - Financials.pdf,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Weeks___Financials.pdf.pdf?id=DOC265S3695.A1&parent=DOC265S3695,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3695_A1_Weeks_Financials.pdf,,tyler_cm_grama_portal,,DOC265S3695,DOC265S3695.A1,cycle_anchor (undated scan; date = that year general election day; actual filing date unknown),,MICHELE WEEKS,high
2017-11-07,Dan Wheatley,Council,2017,,undated published financial report (class unknown; classify at extraction),2017 Dan Wheatley (Council) — Wheatley-Finances.pdf,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Wheatley_Finances.pdf.pdf?id=DOC265S3555.A1&parent=DOC265S3555,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3555_A1_Wheatley_Finances.pdf,,tyler_cm_grama_portal,,DOC265S3555,DOC265S3555.A1,cycle_anchor (undated scan; date = that year general election day; actual filing date unknown),,DAN WHEATLEY,high
2017-11-07,Dan Wheatley,Council,2017,,undated published financial report (class unknown; classify at extraction),2017 Dan Wheatley (Council) — Wheatley.pdf,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Wheatley.pdf.pdf?id=DOC265S3568.A0&parent=DOC265S3568,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3568_A0_Wheatley.pdf,,tyler_cm_grama_portal,,DOC265S3568,DOC265S3568.A0,cycle_anchor (undated scan; date = that year general election day; actual filing date unknown),raw/tyler_DOC265S3555_A1_Wheatley_Finances.pdf,DAN WHEATLEY,high
2017-11-07,Michele Weeks,Mayor,2017,,undated published financial report (class unknown; classify at extraction),2017 Michele Weeks (Mayor) — Weeks - Finances.pdf,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Weeks___Finances.pdf.pdf?id=DOC265S3559.A1&parent=DOC265S3559,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3559_A1_Weeks_Finances.pdf,,tyler_cm_grama_portal,,DOC265S3559,DOC265S3559.A1,cycle_anchor (undated scan; date = that year general election day; actual filing date unknown),,MICHELE WEEKS,high
2017-11-07,Michele Weeks,Mayor,2017,,undated published financial report (class unknown; classify at extraction),2017 Michele Weeks (Mayor) — Weeks.pdf,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Weeks.pdf.pdf?id=DOC265S3572.A0&parent=DOC265S3572,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3572_A0_Weeks.pdf,,tyler_cm_grama_portal,,DOC265S3572,DOC265S3572.A0,cycle_anchor (undated scan; date = that year general election day; actual filing date unknown),raw/tyler_DOC265S3559_A1_Weeks_Finances.pdf,MICHELE WEEKS,high
2017-11-07,Mike Green,Council,2017,,undated published financial report (class unknown; classify at extraction),2017 Mike Green (Council) — Green - Finances.pdf,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Green___Finances.pdf.pdf?id=DOC265S3558.A1&parent=DOC265S3558,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3558_A1_Green_Finances.pdf,,tyler_cm_grama_portal,,DOC265S3558,DOC265S3558.A1,cycle_anchor (undated scan; date = that year general election day; actual filing date unknown),,MIKE GREEN,high
2017-11-07,Mike Green,Council,2017,,undated published financial report (class unknown; classify at extraction),2017 Mike Green (Council) — Green.pdf,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Green.pdf.pdf?id=DOC265S3574.A0&parent=DOC265S3574,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3574_A0_Green.pdf,,tyler_cm_grama_portal,,DOC265S3574,DOC265S3574.A0,cycle_anchor (undated scan; date = that year general election day; actual filing date unknown),raw/tyler_DOC265S3558_A1_Green_Finances.pdf,MIKE GREEN,high
2017-11-07,Tasha Lowery,Council,2017,,undated published financial report (class unknown; classify at extraction),2017 Tasha Lowery (Council) — Lowery.pdf,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Lowery.pdf.pdf?id=DOC265S3573.A0&parent=DOC265S3573,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3573_A0_Lowery.pdf,,tyler_cm_grama_portal,,DOC265S3573,DOC265S3573.A0,cycle_anchor (undated scan; date = that year general election day; actual filing date unknown),,TASHA LOWERY,high
2017-11-07,Tasha Lowery,Council,2017,,undated published financial report (class unknown; classify at extraction),2017 Tasha Lowery (Council) — Lowery- Finances.pdf,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Lowery__Finances.pdf.pdf?id=DOC265S3560.A1&parent=DOC265S3560,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3560_A1_Lowery_Finances.pdf,,tyler_cm_grama_portal,,DOC265S3560,DOC265S3560.A1,cycle_anchor (undated scan; date = that year general election day; actual filing date unknown),raw/tyler_DOC265S3573_A0_Lowery.pdf,TASHA LOWERY,high
2017-11-07,Troy K. Walker,Mayor,2017,,undated published financial report (class unknown; classify at extraction),2017 Troy K. Walker (Mayor) — Walker.pdf,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Walker.pdf.pdf?id=DOC265S3570.A0&parent=DOC265S3570,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3570_A0_Walker.pdf,,tyler_cm_grama_portal,,DOC265S3570,DOC265S3570.A0,cycle_anchor (undated scan; date = that year general election day; actual filing date unknown),,TROY K. WALKER,high
2017-11-07,Troy K. Walker,Mayor,2017,,undated published financial report (class unknown; classify at extraction),2017 Troy K. Walker (Mayor) — Walker - Finances.pdf,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Walker___Finances.pdf.pdf?id=DOC265S3557.A1&parent=DOC265S3557,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3557_A1_Walker_Finances.pdf,,tyler_cm_grama_portal,,DOC265S3557,DOC265S3557.A1,cycle_anchor (undated scan; date = that year general election day; actual filing date unknown),raw/tyler_DOC265S3570_A0_Walker.pdf,TROY K. WALKER,high
2017-11-07,Troy Martinez,Mayor,2017,,undated published financial report (class unknown; classify at extraction),2017 Troy Martinez (Mayor) — Martinez.pdf,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Martinez.pdf.pdf?id=DOC265S3571.A0&parent=DOC265S3571,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3571_A0_Martinez.pdf,,tyler_cm_grama_portal,,DOC265S3571,DOC265S3571.A0,cycle_anchor (undated scan; date = that year general election day; actual filing date unknown),,TROY MARTINEZ,high
2017-11-07,Troy Martinez,Mayor,2017,,undated published financial report (class unknown; classify at extraction),2017 Troy Martinez (Mayor) — Martinez - Finances.pdf,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Martinez___Finances.pdf.pdf?id=DOC265S3561.A1&parent=DOC265S3561,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3561_A1_Martinez_Finances.pdf,,tyler_cm_grama_portal,,DOC265S3561,DOC265S3561.A1,cycle_anchor (undated scan; date = that year general election day; actual filing date unknown),raw/tyler_DOC265S3571_A0_Martinez.pdf,TROY MARTINEZ,high
2017-11-07,William E. Rappleye,Council,2017,,undated published financial report (class unknown; classify at extraction),2017 William E. Rappleye (Council) — Rappleye.pdf,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Rappleye.pdf.pdf?id=DOC265S3569.A0&parent=DOC265S3569,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3569_A0_Rappleye.pdf,,tyler_cm_grama_portal,,DOC265S3569,DOC265S3569.A0,cycle_anchor (undated scan; date = that year general election day; actual filing date unknown),,WILLIAM E. RAPPLEYE,high
2017-11-07,William E. Rappleye,Council,2017,,undated published financial report (class unknown; classify at extraction),2017 William E. Rappleye (Council) — Rappleye - Finances.pdf,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Rappleye___Finances.pdf.pdf?id=DOC265S3565.A1&parent=DOC265S3565,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3565_A1_Rappleye_Finances.pdf,,tyler_cm_grama_portal,,DOC265S3565,DOC265S3565.A1,cycle_anchor (undated scan; date = that year general election day; actual filing date unknown),raw/tyler_DOC265S3569_A0_Rappleye.pdf,WILLIAM E. RAPPLEYE,high
2019-08-05,Chris Clegg,Council,2019,interim,pre-Primary report (due 2019-08-08; primary later not held — see AVAILABILITY flag),2019 Chris Clegg (Council) — Clegg Finance Disclosure 1 8.5.19,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Clegg_Finance_Disclosure_1_8.5.19.pdf?id=DOC265S3670.A3&parent=DOC265S3670,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3670_A3_Clegg_Finance_Disclosure_1_8.5.19.pdf,,tyler_cm_grama_portal,,DOC265S3670,DOC265S3670.A3,from_filename,,,none
2019-08-05,Clinton DeYoung,Council,2019,interim,pre-Primary report (due 2019-08-08; primary later not held — see AVAILABILITY flag),2019 Clinton DeYoung (Council) — DeYoung Finance Disclosure-1 8.5,https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/DeYoung_Finance_Disclosure_1_8.5.pdf?id=DOC265S3671.A1&parent=DOC265S3671,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3671_A1_DeYoung_Finance_Disclosure_1_8.5.pdf,,tyler_cm_grama_portal,,DOC265S3671,DOC265S3671.A1,from_filename,,,none
2019-08-05,David Hunt,Council,2019,interim,pre-Primary report (due 2019-08-08; primary later not held — see AVAILABILITY flag),"2019 David Hunt (Council) — Hunt, Finance Disclosure 1, 8.5",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Hunt__Finance_Disclosure_1__8.5.pdf?id=DOC265S3664.A1&parent=DOC265S3664,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3664_A1_Hunt_Finance_Disclosure_1_8.5.pdf,,tyler_cm_grama_portal,,DOC265S3664,DOC265S3664.A1,from_filename,,DAVID HUNT,high
2019-08-05,Fred Lowry,Council,2019,interim,pre-Primary report (due 2019-08-08; primary later not held — see AVAILABILITY flag),"2019 Fred Lowry (Council) — Lowry, finance disclosure 1, 8.5",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Lowry__finance_disclosure_1__8.5.pdf?id=DOC265S3665.A0&parent=DOC265S3665,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3665_A0_Lowry_finance_disclosure_1_8.5.pdf,,tyler_cm_grama_portal,,DOC265S3665,DOC265S3665.A0,from_filename,,FRED LOWRY,high
2019-08-05,James B. North,Council,2019,interim,pre-Primary report (due 2019-08-08; primary later not held — see AVAILABILITY flag),"2019 James B. North (Council) — North, finance disclosure 1 8.5",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/North__finance_disclosure_1_8.5.pdf?id=DOC265S3675.A1&parent=DOC265S3675,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3675_A1_North_finance_disclosure_1_8.5.pdf,,tyler_cm_grama_portal,,DOC265S3675,DOC265S3675.A1,from_filename,,,none
2019-08-05,Marsha Vawdrey,Council,2019,interim,pre-Primary report (due 2019-08-08; primary later not held — see AVAILABILITY flag),"2019 Marsha Vawdrey (Council) — Vawdrey, Campaign Finance  8.5",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Vawdrey__Campaign_Finance__8.5.pdf?id=DOC265S3669.A0&parent=DOC265S3669,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3669_A0_Vawdrey_Campaign_Finance_8.5.pdf,,tyler_cm_grama_portal,,DOC265S3669,DOC265S3669.A0,from_filename,,MARSHA VAWDREY,high
2019-08-05,Tab Bingham,Council,2019,interim,pre-Primary report (due 2019-08-08; primary later not held — see AVAILABILITY flag),"2019 Tab Bingham (Council) — Bingham, Finance Disclosure-1, 8.5",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Bingham__Finance_Disclosure_1__8.5.pdf?id=DOC265S3662.A1&parent=DOC265S3662,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC265S3662_A1_Bingham_Finance_Disclosure_1_8.5.pdf,,tyler_cm_grama_portal,,DOC265S3662,DOC265S3662.A1,from_filename,,TAB BINGHAM,high
