date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,event_id,size_mb,stored_locally
2022-02-22,City Council Meeting,Council,City Council Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=207,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-02-22/Council_e170_agenda.pdf,170,0.119,yes
2022-02-22,City Council Meeting,Council,City Council Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=208,plainText=false)",,na,civicclerk_odata,,170,27.862,no
2022-03-02,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=211,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-03-02/PlanningCommission_e120_agenda.pdf,120,0.096,yes
2022-03-02,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=214,plainText=false)",,na,civicclerk_odata,,120,40.85,no
2022-03-09,City Council Meeting,Council,City Council Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=224,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-03-09/Council_e158_agenda.pdf,158,0.12,yes
2022-03-09,City Council Meeting,Council,City Council Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=225,plainText=false)",,na,civicclerk_odata,,158,9.304,no
2022-03-16,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=227,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-03-16/PlanningCommission_e117_agenda.pdf,117,0.095,yes
2022-03-16,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=228,plainText=false)",,na,civicclerk_odata,,117,9.199,no
2022-03-22,City Council Meeting,Council,City Council Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=235,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-03-22/Council_e171_agenda.pdf,171,0.117,yes
2022-03-22,City Council Meeting,Council,City Council Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=236,plainText=false)",,na,civicclerk_odata,,171,2.915,no
2022-04-12,City Council Meeting,Council,City Council Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=242,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-04-12/Council_e159_agenda.pdf,159,0.12,yes
2022-04-12,City Council Meeting,Council,City Council Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=243,plainText=false)",,na,civicclerk_odata,,159,1.873,no
2022-04-20,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=244,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-04-20/PlanningCommission_e118_agenda.pdf,118,0.096,yes
2022-04-20,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=248,plainText=false)",,na,civicclerk_odata,,118,13.505,no
2022-04-26,City Council Meeting,Council,City Council Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=250,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-04-26/Council_e172_agenda.pdf,172,0.132,yes
2022-04-26,City Council Meeting,Council,City Council Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=251,plainText=false)",,na,civicclerk_odata,,172,6.061,no
2022-05-04,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=254,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-05-04/PlanningCommission_e122_agenda.pdf,122,0.096,yes
2022-05-04,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=255,plainText=false)",,na,civicclerk_odata,,122,18.61,no
2022-05-10,City Council Meeting,Council,City Council Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=261,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-05-10/Council_e160_agenda.pdf,160,0.117,yes
2022-05-10,City Council Meeting,Council,City Council Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=262,plainText=false)",,na,civicclerk_odata,,160,5.188,no
2022-05-18,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=263,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-05-18/PlanningCommission_e131_agenda.pdf,131,0.097,yes
2022-05-18,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=297,plainText=false)",,na,civicclerk_odata,,131,61.064,no
2022-05-24,City Council Meeting,Council,City Council Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=269,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-05-24/Council_e173_agenda.pdf,173,0.119,yes
2022-05-24,City Council Meeting,Council,City Council Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=273,plainText=false)",,na,civicclerk_odata,,173,16.613,no
2022-06-14,City Council Meeting,Council,City Council Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=283,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-06-14/Council_e161_agenda.pdf,161,0.124,yes
2022-06-14,City Council Meeting,Council,City Council Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=285,plainText=false)",,na,civicclerk_odata,,161,58.874,no
2022-06-15,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=278,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-06-15/PlanningCommission_e96_agenda.pdf,96,0.098,yes
2022-06-15,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=281,plainText=false)",,na,civicclerk_odata,,96,83.635,no
2022-06-22,Board of Adjustments Meeting,BoardOfAdjustment,Board of Adjustments Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=292,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-06-22/BoardOfAdjustment_e148_agenda.pdf,148,0.096,yes
2022-06-22,Board of Adjustments Meeting,BoardOfAdjustment,Board of Adjustments Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=293,plainText=false)",,na,civicclerk_odata,,148,235.915,no
2022-06-28,City Council Meeting,Council,City Council Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=298,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-06-28/Council_e174_agenda.pdf,174,0.12,yes
2022-06-28,City Council Meeting,Council,City Council Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=299,plainText=false)",,na,civicclerk_odata,,174,30.257,no
2022-07-06,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=300,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-07-06/PlanningCommission_e100_agenda.pdf,100,0.112,yes
2022-07-06,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=302,plainText=false)",,na,civicclerk_odata,,100,86.314,no
2022-07-12,City Council Meeting,Council,City Council Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=308,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-07-12/Council_e89_agenda.pdf,89,0.225,yes
2022-07-12,City Council Meeting,Council,City Council Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=310,plainText=false)",,na,civicclerk_odata,,89,12.384,no
2022-07-20,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=319,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-07-20/PlanningCommission_e116_agenda.pdf,116,0.147,yes
2022-07-20,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=322,plainText=false)",,na,civicclerk_odata,,116,55.993,no
2022-08-17,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=335,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-08-17/PlanningCommission_e112_agenda.pdf,112,0.188,yes
2022-08-17,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=340,plainText=false)",,na,civicclerk_odata,,112,47.244,no
2022-08-23,City Council Meeting,Council,City Council Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=348,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-08-23/Council_e176_agenda.pdf,176,0.256,yes
2022-08-23,City Council Meeting,Council,City Council Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=349,plainText=false)",,na,civicclerk_odata,,176,64.55,no
2022-09-07,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=354,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-09-07/PlanningCommission_e113_agenda.pdf,113,0.209,yes
2022-09-07,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=359,plainText=false)",,na,civicclerk_odata,,113,47.173,no
2022-09-13,City Council Meeting,Council,City Council Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=361,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-09-13/Council_e91_agenda.pdf,91,0.236,yes
2022-09-13,City Council Meeting,Council,City Council Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=362,plainText=false)",,na,civicclerk_odata,,91,62.414,no
2022-09-21,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=369,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-09-21/PlanningCommission_e102_agenda.pdf,102,0.211,yes
2022-09-21,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=370,plainText=false)",,na,civicclerk_odata,,102,23.166,no
2022-09-27,City Council Meeting,Council,City Council Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=379,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-09-27/Council_e177_agenda.pdf,177,0.233,yes
2022-09-27,City Council Meeting,Council,City Council Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=380,plainText=false)",,na,civicclerk_odata,,177,22.062,no
2022-10-05,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=387,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-10-05/PlanningCommission_e103_agenda.pdf,103,0.19,yes
2022-10-05,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=388,plainText=false)",,na,civicclerk_odata,,103,16.007,no
2022-10-11,City Council Meeting,Council,City Council Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=392,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-10-11/Council_e92_agenda.pdf,92,0.244,yes
2022-10-11,City Council Meeting,Council,City Council Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=393,plainText=false)",,na,civicclerk_odata,,92,19.481,no
2022-10-19,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=395,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-10-19/PlanningCommission_e114_agenda.pdf,114,0.166,yes
2022-10-19,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=396,plainText=false)",,na,civicclerk_odata,,114,46.046,no
2022-10-25,City Council Meeting - Amended Agenda,Council,City Council Meeting - Amended Agenda,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=401,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-10-25/Council_e178_agenda.pdf,178,0.201,yes
2022-10-25,City Council Meeting - Amended Agenda,Council,City Council Meeting - Amended Agenda,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=402,plainText=false)",,na,civicclerk_odata,,178,44.129,no
2022-11-02,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=403,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-11-02/PlanningCommission_e115_agenda.pdf,115,0.17,yes
2022-11-02,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=404,plainText=false)",,na,civicclerk_odata,,115,38.981,no
2022-11-09,City Council Meeting,Council,City Council Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=406,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-11-09/Council_e166_agenda.pdf,166,0.265,yes
