date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,doc_type_code,meeting_id,content_length_bytes,size_mb,size_source,stored_locally,probe_status
2020-04-14,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1917_Agenda_Packet_4_14_2020_12_30_00_PM.pdf?documentType=5&meetingId=1917,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1917,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-04-21,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1953_Agenda_Packet_4_21_2020_5_30_00_PM.pdf?documentType=5&meetingId=1953,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1953,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-04-21,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1929_Agenda_Packet_4_21_2020_12_00_00_PM.pdf?documentType=5&meetingId=1929,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1929,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-05-05,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1942_Agenda_Packet_5_5_2020_5_30_00_PM.pdf?documentType=5&meetingId=1942,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1942,35966114,35.97,measured_on_disk_public_comments_harvest,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-05-05,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1918_Agenda_Packet_5_5_2020_1_00_00_PM.pdf?documentType=5&meetingId=1918,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1918,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-05-07,Town Hall On The Critical Hillside Overlay Zone For Foothills Protection,Council,special,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Town_Hall_on_the_Critical_Hillside_Overlay_Zone_for_Foothill_1968_Agenda_Packet_5_7_2020_7_00_00_PM.pdf?documentType=5&meetingId=1968,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1968,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-05-19,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1954_Agenda_Packet_5_19_2020_5_30_00_PM.pdf?documentType=5&meetingId=1954,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1954,57831250,57.83,measured_on_disk_public_comments_harvest,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-06-02,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1943_Agenda_Packet_6_2_2020_5_30_00_PM.pdf?documentType=5&meetingId=1943,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1943,26038994,26.04,measured_on_disk_public_comments_harvest,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-06-02,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1919_Agenda_Packet_6_2_2020_1_30_00_PM.pdf?documentType=5&meetingId=1919,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1919,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-06-16,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1955_Agenda_Packet_6_16_2020_5_30_00_PM.pdf?documentType=5&meetingId=1955,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1955,65260958,65.26,measured_on_disk_public_comments_harvest,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-06-16,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1931_Agenda_Packet_6_16_2020_1_00_00_PM.pdf?documentType=5&meetingId=1931,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1931,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-07-07,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1944_Agenda_Packet_7_7_2020_5_30_00_PM.pdf?documentType=5&meetingId=1944,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1944,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-07-07,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1920_Agenda_Packet_7_7_2020_3_00_00_PM.pdf?documentType=5&meetingId=1920,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1920,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-07-21,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1956_Agenda_Packet_7_21_2020_5_30_00_PM.pdf?documentType=5&meetingId=1956,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1956,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-07-21,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1932_Agenda_Packet_7_21_2020_2_00_00_PM.pdf?documentType=5&meetingId=1932,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1932,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-08-04,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1945_Agenda_Packet_8_4_2020_5_30_00_PM.pdf?documentType=5&meetingId=1945,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1945,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-08-04,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1921_Agenda_Packet_8_4_2020_3_30_00_PM.pdf?documentType=5&meetingId=1921,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1921,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-08-18,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1957_Agenda_Packet_8_18_2020_5_30_00_PM.pdf?documentType=5&meetingId=1957,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1957,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-08-18,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1933_Agenda_Packet_8_18_2020_1_00_00_PM.pdf?documentType=5&meetingId=1933,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1933,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-08-20,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1970_Agenda_Packet_8_20_2020_5_30_00_PM.pdf?documentType=5&meetingId=1970,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1970,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-08-25,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1971_Agenda_Packet_8_25_2020_5_30_00_PM.pdf?documentType=5&meetingId=1971,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1971,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-08-27,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1972_Agenda_Packet_8_27_2020_6_00_00_PM.pdf?documentType=5&meetingId=1972,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1972,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-09-01,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1946_Agenda_Packet_9_1_2020_5_30_00_PM.pdf?documentType=5&meetingId=1946,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1946,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-09-01,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1922_Agenda_Packet_9_1_2020_1_30_00_PM.pdf?documentType=5&meetingId=1922,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1922,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-09-15,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1958_Agenda_Packet_9_15_2020_5_30_00_PM.pdf?documentType=5&meetingId=1958,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1958,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-09-15,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1934_Agenda_Packet_9_15_2020_12_00_00_PM.pdf?documentType=5&meetingId=1934,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1934,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-10-06,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1947_Agenda_Packet_10_6_2020_5_30_00_PM.pdf?documentType=5&meetingId=1947,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1947,32343279,32.34,measured_on_disk_public_comments_harvest,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-10-06,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1923_Agenda_Packet_10_6_2020_12_00_00_PM.pdf?documentType=5&meetingId=1923,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1923,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-10-20,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1959_Agenda_Packet_10_20_2020_5_30_00_PM.pdf?documentType=5&meetingId=1959,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1959,26269683,26.27,measured_on_disk_public_comments_harvest,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-10-20,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1935_Agenda_Packet_10_20_2020_1_00_00_PM.pdf?documentType=5&meetingId=1935,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1935,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-10-27,Transportation Retreat,Council,special,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Transportation_Retreat_1974_Agenda_Packet_10_27_2020_4_00_00_PM.pdf?documentType=5&meetingId=1974,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1974,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-11-10,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1948_Agenda_Packet_11_10_2020_5_30_00_PM.pdf?documentType=5&meetingId=1948,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1948,82911553,82.91,measured_on_disk_public_comments_harvest,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-11-10,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1924_Agenda_Packet_11_10_2020_1_00_00_PM.pdf?documentType=5&meetingId=1924,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1924,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-12-01,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1949_Agenda_Packet_12_1_2020_5_30_00_PM.pdf?documentType=5&meetingId=1949,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1949,64768799,64.77,measured_on_disk_public_comments_harvest,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-12-01,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1925_Agenda_Packet_12_1_2020_12_00_00_PM.pdf?documentType=5&meetingId=1925,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1925,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-12-15,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1961_Agenda_Packet_12_15_2020_5_30_00_PM.pdf?documentType=5&meetingId=1961,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1961,31588506,31.59,measured_on_disk_public_comments_harvest,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2020-12-15,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1937_Agenda_Packet_12_15_2020_12_00_00_PM.pdf?documentType=5&meetingId=1937,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1937,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-01-05,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1991_Agenda_Packet_1_5_2021_5_30_00_PM.pdf?documentType=5&meetingId=1991,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1991,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-01-05,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1979_Agenda_Packet_1_5_2021_12_00_00_PM.pdf?documentType=5&meetingId=1979,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1979,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-01-12,Joint Meeting Provo City Council With State Legislators,Council,special,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Joint_Meeting_-_Provo_City_Council_with_State_Legislators_2029_Agenda_Packet_1_12_2021_9_00_00_AM.pdf?documentType=5&meetingId=2029,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2029,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-01-19,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2014_Agenda_Packet_1_19_2021_5_30_00_PM.pdf?documentType=5&meetingId=2014,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2014,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-01-19,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_2003_Agenda_Packet_1_19_2021_12_00_00_PM.pdf?documentType=5&meetingId=2003,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2003,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-02-02,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1992_Agenda_Packet_2_2_2021_5_30_00_PM.pdf?documentType=5&meetingId=1992,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1992,75387852,75.39,measured_on_disk_public_comments_harvest,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-02-02,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1980_Agenda_Packet_2_2_2021_1_30_00_PM.pdf?documentType=5&meetingId=1980,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1980,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-02-16,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2015_Agenda_Packet_2_16_2021_5_30_00_PM.pdf?documentType=5&meetingId=2015,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2015,39952353,39.95,measured_on_disk_public_comments_harvest,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-02-16,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_2004_Agenda_Packet_2_16_2021_1_00_00_PM.pdf?documentType=5&meetingId=2004,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2004,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-03-02,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1993_Agenda_Packet_3_2_2021_5_30_00_PM.pdf?documentType=5&meetingId=1993,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1993,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-03-02,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1981_Agenda_Packet_3_2_2021_12_00_00_PM.pdf?documentType=5&meetingId=1981,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1981,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-03-16,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2016_Agenda_Packet_3_16_2021_5_30_00_PM.pdf?documentType=5&meetingId=2016,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2016,18218108,18.22,measured_on_disk_public_comments_harvest,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-03-16,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_2005_Agenda_Packet_3_16_2021_12_00_00_PM.pdf?documentType=5&meetingId=2005,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,2005,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-03-30,Council Regular Meeting,Council,regular,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1994_Agenda_Packet_3_30_2021_5_30_00_PM.pdf?documentType=5&meetingId=1994,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1994,37422680,37.42,measured_on_disk_public_comments_harvest,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
2021-03-30,Council Work Session,Council,work,full_packet,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1982_Agenda_Packet_3_30_2021_12_00_00_PM.pdf?documentType=5&meetingId=1982,2026-07-03,na,"not_retrieved (index-only; fetch source_url with session cookie+Referer, use vision/OCR)",,5,1982,,,unknown_chunked_no_content_length,no,pattern_verified_get_200_pdf; onbase_chunked_no_content_length
