rollcall_id,session,bill_no,date,chamber,committee,body_name,vote_type,motion_desc,action,result,yeas,nays,absent,recorded,source_url
REC_2025GS_H_1238,2025GS,SB0262,3/5/2025,House,,House,floor,Substitute 3,,Pass,45,22,8,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2025GS&voteid=1238&house=H
REC_2025GS_H_1340,2025GS,HB0256,3/6/2025,House,,House,floor,Substitute 3,,Pass,47,22,6,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2025GS&voteid=1340&house=H
REC_2025GS_H_1404,2025GS,SB0181,3/6/2025,House,,House,floor,Substitute 1,,Pass,50,20,5,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2025GS&voteid=1404&house=H
REC_2025GS_H_1421,2025GS,SB0026,3/7/2025,House,,House,floor,Substitute 6,,Pass,64,5,6,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2025GS&voteid=1421&house=H
REC_2025GS_H_1576,2025GS,HB0360,3/7/2025,House,,House,floor,Substitute 2,,Pass,48,21,6,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2025GS&voteid=1576&house=H
REC_2025GS_H_1601,2025GS,SB0316,3/7/2025,House,,House,floor,Substitute 3,,Pass,38,27,10,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2025GS&voteid=1601&house=H
REC_2025GS_H_1635,2025GS,HB0368,3/7/2025,House,,House,floor,Substitute 3,,Pass,47,22,6,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2025GS&voteid=1635&house=H
REC_2025GS_H_1639,2025GS,HB0550,3/7/2025,House,,House,floor,Substitute 1,,Pass,65,5,5,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2025GS&voteid=1639&house=H
REC_2025GS_H_1651,2025GS,HB0037,3/7/2025,House,,House,floor,Substitute 5,,Pass,39,30,6,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2025GS&voteid=1651&house=H
REC_2025GS_S_15,2025GS,SB0023,1/21/2025,Senate,,Senate,floor,First Home Investment Zone Amendments,,Pass,23,2,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2025GS&voteid=15&house=S
REC_2025GS_S_17,2025GS,SB0026,1/21/2025,Senate,,Senate,floor,Housing and Transit Reinvestment Zone Amendments,,Pass,22,3,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2025GS&voteid=17&house=S
REC_2025GS_S_340,2025GS,SB0023,2/10/2025,Senate,,Senate,floor,Substitute 1,,Pass,22,4,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2025GS&voteid=340&house=S
REC_2025GS_S_778,2025GS,HB0175,2/20/2025,Senate,,Senate,floor,Housing Construction Amendments,,Pass,22,0,7,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2025GS&voteid=778&house=S
REC_2025GS_S_846,2025GS,HB0266,2/20/2025,Senate,,Senate,floor,Veteran Housing Amendments,,Pass,22,0,7,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2025GS&voteid=846&house=S
REC_2025GS_S_874,2025GS,HB0266,2/21/2025,Senate,,Senate,floor,Veteran Housing Amendments,,Pass,22,0,7,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2025GS&voteid=874&house=S
REC_2025GS_S_945,2025GS,SB0181,2/21/2025,Senate,,Senate,floor,Substitute 1,,Pass,26,0,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2025GS&voteid=945&house=S
REC_2025GS_S_1015,2025GS,SB0181,2/24/2025,Senate,,Senate,floor,Substitute 1,,Pass,22,0,7,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2025GS&voteid=1015&house=S
REC_2025GS_S_1231,2025GS,HB0255,2/26/2025,Senate,,Senate,floor,Substitute 1,,Pass,18,0,11,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2025GS&voteid=1231&house=S
REC_2025GS_S_1287,2025GS,HB0255,2/27/2025,Senate,,Senate,floor,Substitute 1,,Pass,24,0,5,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2025GS&voteid=1287&house=S
REC_2025GS_S_1375,2025GS,SB0316,2/27/2025,Senate,,Senate,floor,Substitute 1,,Pass,23,3,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2025GS&voteid=1375&house=S
REC_2025GS_S_1431,2025GS,SB0316,2/28/2025,Senate,,Senate,floor,Substitute 1,,Pass,19,5,5,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2025GS&voteid=1431&house=S
REC_2025GS_S_1459,2025GS,SB0262,2/28/2025,Senate,,Senate,floor,Substitute 1,,Pass,25,2,2,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2025GS&voteid=1459&house=S
REC_2025GS_S_1524,2025GS,SB0262,3/3/2025,Senate,,Senate,floor,Substitute 2,,Pass,26,1,2,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2025GS&voteid=1524&house=S
REC_2025GS_S_1855,2025GS,HB0256,3/6/2025,Senate,,Senate,floor,Substitute 3,,Pass,27,1,1,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2025GS&voteid=1855&house=S
REC_2025GS_S_1873,2025GS,SB0262,3/6/2025,Senate,,Senate,floor,Substitute 3,,Pass,24,0,5,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2025GS&voteid=1873&house=S
REC_2026GS_H_70,2026GS,HB0065,1/27/2026,House,,House,floor,Substitute 2,,Pass,67,2,6,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=70&house=H
REC_2026GS_H_192,2026GS,HB0178,2/4/2026,House,,House,floor,Substitute 2,,Pass,69,0,6,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=192&house=H
REC_2026GS_H_283,2026GS,HB0065,2/9/2026,House,,House,floor,Substitute 4,,Pass,67,2,6,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=283&house=H
REC_2026GS_H_291,2026GS,HB0013,2/9/2026,House,,House,floor,Substitute 1,,Fail,32,39,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=291&house=H
REC_2026GS_H_328,2026GS,HB0404,2/10/2026,House,,House,floor,Sex-Designated Housing Amendments,,Pass,50,20,5,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=328&house=H
REC_2026GS_H_438,2026GS,HB0068,2/13/2026,House,,House,floor,Substitute 3,,Pass,55,13,7,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=438&house=H
REC_2026GS_H_515,2026GS,HB0436,2/18/2026,House,,House,floor,Moderate Income Housing Infrastructure Amendments,,Pass,65,0,10,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=515&house=H
REC_2026GS_H_565,2026GS,SB0039,2/19/2026,House,,House,floor,Investment Zones Amendments,,Pass,46,22,7,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=565&house=H
REC_2026GS_H_785,2026GS,HB0492,2/24/2026,House,,House,floor,Substitute 3,,Pass,61,8,6,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=785&house=H
REC_2026GS_H_925,2026GS,HB0520,2/26/2026,House,,House,floor,3rd Reading,,Pass,45,23,7,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=925&house=H
REC_2026GS_H_1011,2026GS,HB0510,2/27/2026,House,,House,floor,Substitute 1,,Pass,68,0,7,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=1011&house=H
REC_2026GS_H_1030,2026GS,HB0178,3/2/2026,House,,House,floor,Substitute 2,,Pass,63,3,9,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=1030&house=H
REC_2026GS_H_1069,2026GS,HB0544,3/2/2026,House,,House,floor,County Land Use Authority Amendments,,Pass,69,0,6,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=1069&house=H
REC_2026GS_H_1118,2026GS,HB0544,3/3/2026,House,,House,floor,County Land Use Authority Amendments,,Pass,73,0,2,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=1118&house=H
REC_2026GS_H_1310,2026GS,HB0068,3/5/2026,House,,House,floor,Substitute 6,,Pass,54,10,11,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=1310&house=H
REC_2026GS_H_1328,2026GS,SB0228,3/5/2026,House,,House,floor,Substitute 1,,Pass,58,1,16,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=1328&house=H
REC_2026GS_H_1560,2026GS,HB0436,3/6/2026,House,,House,floor,Substitute 1,,Pass,64,0,11,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=1560&house=H
REC_2026GS_H_1686,2026GS,HB0492,3/6/2026,House,,House,floor,Substitute 6,,Pass,66,5,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=1686&house=H
REC_2026GS_S_251,2026GS,HB0065,2/5/2026,Senate,,Senate,floor,Substitute 4,,Pass,20,5,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=251&house=S
REC_2026GS_S_277,2026GS,SB0039,2/5/2026,Senate,,Senate,floor,Investment Zones Amendments,,Pass,23,1,5,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=277&house=S
REC_2026GS_S_283,2026GS,HB0065,2/6/2026,Senate,,Senate,floor,Substitute 4,,Pass,27,0,2,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=283&house=S
REC_2026GS_S_301,2026GS,SB0039,2/6/2026,Senate,,Senate,floor,Investment Zones Amendments,,Pass,23,2,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=301&house=S
REC_2026GS_S_733,2026GS,HB0404,2/19/2026,Senate,,Senate,floor,Sex-Designated Housing Amendments,,Pass,19,7,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=733&house=S
REC_2026GS_S_761,2026GS,HB0404,2/20/2026,Senate,,Senate,floor,Sex-Designated Housing Amendments,,Pass,19,7,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=761&house=S
REC_2026GS_S_958,2026GS,SB0221,2/23/2026,Senate,,Senate,floor,Substitute 2,,Pass,23,4,2,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=958&house=S
REC_2026GS_S_994,2026GS,SB0228,2/23/2026,Senate,,Senate,floor,Substitute 1,,Pass,24,3,2,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=994&house=S
REC_2026GS_S_1029,2026GS,SB0228,2/24/2026,Senate,,Senate,floor,Substitute 1,,Pass,25,0,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=1029&house=S
REC_2026GS_S_1055,2026GS,SB0221,2/24/2026,Senate,,Senate,floor,Substitute 2,,Pass,16,2,11,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=1055&house=S
REC_2026GS_S_1183,2026GS,HB0068,2/25/2026,Senate,,Senate,floor,Substitute 4,,Pass,19,2,8,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=1183&house=S
REC_2026GS_S_1274,2026GS,HB0178,2/26/2026,Senate,,Senate,floor,Substitute 2,,Pass,26,0,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=1274&house=S
REC_2026GS_S_1380,2026GS,HB0178,2/27/2026,Senate,,Senate,floor,Substitute 2,,Pass,25,2,2,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=1380&house=S
REC_2026GS_S_1776,2026GS,HB0520,3/4/2026,Senate,,Senate,floor,2nd Reading,,Pass,25,4,0,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=1776&house=S
REC_2026GS_S_1826,2026GS,HB0068,3/5/2026,Senate,,Senate,floor,Substitute 6,,Pass,25,3,1,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2026GS&voteid=1826&house=S
