rollcall_id,session,bill_no,legislator_verbatim,chamber,district,party,vote_value
3,2015GS,HB0042,"Wilson, B.",House,,,Nay
3,2015GS,HB0042,"McIff, K.",House,,,Absent
3,2015GS,HB0042,"McKell, M.",House,,,Absent
4,2015GS,HB0042,"Anderegg, J.",House,,,Yea
4,2015GS,HB0042,"Barlow, S.",House,,,Yea
4,2015GS,HB0042,"Brown, M.",House,,,Yea
4,2015GS,HB0042,"Chew, S.",House,,,Yea
4,2015GS,HB0042,"Christensen, L.",House,,,Yea
4,2015GS,HB0042,"Christofferson, K.",House,,,Yea
4,2015GS,HB0042,"Coleman, K.",House,,,Yea
4,2015GS,HB0042,"Cox, J.",House,,,Yea
4,2015GS,HB0042,"Cunningham, R.",House,,,Yea
4,2015GS,HB0042,"Cutler, B. R.",House,,,Yea
4,2015GS,HB0042,"Dee, B.",House,,,Yea
4,2015GS,HB0042,"Draxler, J.",House,,,Yea
4,2015GS,HB0042,"Edwards, R.",House,,,Yea
4,2015GS,HB0042,"Fawson, J.",House,,,Yea
4,2015GS,HB0042,"Froerer, G.",House,,,Yea
4,2015GS,HB0042,"Gibson, F.",House,,,Yea
4,2015GS,HB0042,"Greene, B.",House,,,Yea
4,2015GS,HB0042,"Grover, K.",House,,,Yea
4,2015GS,HB0042,"Handy, S.",House,,,Yea
4,2015GS,HB0042,"Hughes, G.",House,,,Yea
4,2015GS,HB0042,"Ipson, D.",House,,,Yea
4,2015GS,HB0042,"Ivory, K.",House,,,Yea
4,2015GS,HB0042,"Kennedy, M.",House,,,Yea
4,2015GS,HB0042,"Knotwell, J.",House,,,Yea
4,2015GS,HB0042,"Last, B.",House,,,Yea
4,2015GS,HB0042,"Lifferth, D.",House,,,Yea
4,2015GS,HB0042,"McCay, D.",House,,,Yea
4,2015GS,HB0042,"Nelson, M.",House,,,Yea
4,2015GS,HB0042,"Noel, M.",House,,,Yea
4,2015GS,HB0042,"Oda, C.",House,,,Yea
4,2015GS,HB0042,"Perry, L.",House,,,Yea
4,2015GS,HB0042,"Peterson, V.",House,,,Yea
4,2015GS,HB0042,"Pitcher, D.",House,,,Yea
4,2015GS,HB0042,"Powell, K.",House,,,Yea
4,2015GS,HB0042,"Ray, P.",House,,,Yea
4,2015GS,HB0042,"Redd, E.",House,,,Yea
4,2015GS,HB0042,"Roberts, M.",House,,,Yea
4,2015GS,HB0042,"Sagers, D.",House,,,Yea
4,2015GS,HB0042,"Sandall, S.",House,,,Yea
4,2015GS,HB0042,"Sanpei, D.",House,,,Yea
4,2015GS,HB0042,"Schultz, M.",House,,,Yea
4,2015GS,HB0042,"Snow, V. L.",House,,,Yea
4,2015GS,HB0042,"Spendlove, R.",House,,,Yea
4,2015GS,HB0042,"Stanard, J.",House,,,Yea
4,2015GS,HB0042,"Stratton, K.",House,,,Yea
4,2015GS,HB0042,"Tanner, E.",House,,,Yea
4,2015GS,HB0042,"Thurston, N.",House,,,Yea
4,2015GS,HB0042,"Ward, R.",House,,,Yea
4,2015GS,HB0042,"Webb, R. C.",House,,,Yea
4,2015GS,HB0042,"Westwood, J.",House,,,Yea
4,2015GS,HB0042,"Wilson, B.",House,,,Yea
4,2015GS,HB0042,"Anderson, Johnny",House,,,Nay
4,2015GS,HB0042,"Arent, P.",House,,,Nay
4,2015GS,HB0042,"Briscoe, J.",House,,,Nay
4,2015GS,HB0042,"Chavez-Houck, R.",House,,,Nay
4,2015GS,HB0042,"Cox, F.",House,,,Nay
4,2015GS,HB0042,"Daw, B.",House,,,Nay
4,2015GS,HB0042,"DiCaro, S.",House,,,Nay
4,2015GS,HB0042,"Duckworth, S.",House,,,Nay
4,2015GS,HB0042,"Dunnigan, J.",House,,,Nay
4,2015GS,HB0042,"Eliason, S.",House,,,Nay
4,2015GS,HB0042,"Hall, C.",House,,,Nay
4,2015GS,HB0042,"Hawkes, T.",House,,,Nay
4,2015GS,HB0042,"Hollins, S.",House,,,Nay
4,2015GS,HB0042,"Hutchings, E.",House,,,Nay
4,2015GS,HB0042,"King, Brad",House,,,Nay
4,2015GS,HB0042,"King, Brian S.",House,,,Nay
4,2015GS,HB0042,"Miller, J.",House,,,Nay
4,2015GS,HB0042,"Moss, C.",House,,,Nay
4,2015GS,HB0042,"Peterson, J.",House,,,Nay
4,2015GS,HB0042,"Poulson, M.",House,,,Nay
4,2015GS,HB0042,"Romero, A.",House,,,Nay
4,2015GS,HB0042,"Wheatley, M.",House,,,Nay
4,2015GS,HB0042,"McIff, K.",House,,,Absent
4,2015GS,HB0042,"McKell, M.",House,,,Absent
7,2015GS,HB0042,"Bramble, C.",Senate,,,Yea
7,2015GS,HB0042,"Christensen, A.",Senate,,,Yea
7,2015GS,HB0042,"Dabakis, J.",Senate,,,Yea
7,2015GS,HB0042,"Dayton, M.",Senate,,,Yea
7,2015GS,HB0042,"Escamilla, L.",Senate,,,Yea
7,2015GS,HB0042,"Henderson, D.",Senate,,,Yea
7,2015GS,HB0042,"Hinkins, D.",Senate,,,Yea
7,2015GS,HB0042,"Iwamoto, J.",Senate,,,Yea
7,2015GS,HB0042,"Jackson, A.",Senate,,,Yea
7,2015GS,HB0042,"Jenkins, S.",Senate,,,Yea
7,2015GS,HB0042,"Knudson, P.",Senate,,,Yea
7,2015GS,HB0042,"Mayne, K.",Senate,,,Yea
7,2015GS,HB0042,"Millner, A.",Senate,,,Yea
7,2015GS,HB0042,"Niederhauser, W.",Senate,,,Yea
7,2015GS,HB0042,"Osmond, A.",Senate,,,Yea
7,2015GS,HB0042,"Shiozawa, B.",Senate,,,Yea
7,2015GS,HB0042,"Stephenson, H.",Senate,,,Yea
7,2015GS,HB0042,"Stevenson, J.",Senate,,,Yea
7,2015GS,HB0042,"Thatcher, D.",Senate,,,Yea
7,2015GS,HB0042,"Vickers, E.",Senate,,,Yea
7,2015GS,HB0042,"Weiler, T.",Senate,,,Yea
7,2015GS,HB0042,"Adams, J. S.",Senate,,,Absent
7,2015GS,HB0042,"Davis, G.",Senate,,,Absent
7,2015GS,HB0042,"Harper, W.",Senate,,,Absent
7,2015GS,HB0042,"Hillyard, L.",Senate,,,Absent
7,2015GS,HB0042,"Madsen, M.",Senate,,,Absent
7,2015GS,HB0042,"Okerlund, R.",Senate,,,Absent
7,2015GS,HB0042,"Urquhart, S.",Senate,,,Absent
7,2015GS,HB0042,"Van Tassell, K.",Senate,,,Absent
8,2015GS,HB0042,"Bramble, C.",Senate,,,Yea
8,2015GS,HB0042,"Christensen, A.",Senate,,,Yea
8,2015GS,HB0042,"Dabakis, J.",Senate,,,Yea
8,2015GS,HB0042,"Davis, G.",Senate,,,Yea
8,2015GS,HB0042,"Dayton, M.",Senate,,,Yea
8,2015GS,HB0042,"Escamilla, L.",Senate,,,Yea
8,2015GS,HB0042,"Harper, W.",Senate,,,Yea
8,2015GS,HB0042,"Henderson, D.",Senate,,,Yea
8,2015GS,HB0042,"Hillyard, L.",Senate,,,Yea
8,2015GS,HB0042,"Hinkins, D.",Senate,,,Yea
8,2015GS,HB0042,"Jackson, A.",Senate,,,Yea
8,2015GS,HB0042,"Jenkins, S.",Senate,,,Yea
8,2015GS,HB0042,"Knudson, P.",Senate,,,Yea
8,2015GS,HB0042,"Mayne, K.",Senate,,,Yea
8,2015GS,HB0042,"Millner, A.",Senate,,,Yea
8,2015GS,HB0042,"Niederhauser, W.",Senate,,,Yea
8,2015GS,HB0042,"Okerlund, R.",Senate,,,Yea
8,2015GS,HB0042,"Osmond, A.",Senate,,,Yea
8,2015GS,HB0042,"Shiozawa, B.",Senate,,,Yea
8,2015GS,HB0042,"Stephenson, H.",Senate,,,Yea
8,2015GS,HB0042,"Thatcher, D.",Senate,,,Yea
8,2015GS,HB0042,"Urquhart, S.",Senate,,,Yea
8,2015GS,HB0042,"Van Tassell, K.",Senate,,,Yea
8,2015GS,HB0042,"Vickers, E.",Senate,,,Yea
8,2015GS,HB0042,"Weiler, T.",Senate,,,Yea
8,2015GS,HB0042,"Iwamoto, J.",Senate,,,Nay
8,2015GS,HB0042,"Adams, J. S.",Senate,,,Absent
8,2015GS,HB0042,"Madsen, M.",Senate,,,Absent
8,2015GS,HB0042,"Stevenson, J.",Senate,,,Absent
9,2015GS,HB0042,"Anderegg, J.",House,,,Yea
9,2015GS,HB0042,"Barlow, S.",House,,,Yea
9,2015GS,HB0042,"Brown, M.",House,,,Yea
9,2015GS,HB0042,"Chew, S.",House,,,Yea
9,2015GS,HB0042,"Christensen, L.",House,,,Yea
9,2015GS,HB0042,"Christofferson, K.",House,,,Yea
9,2015GS,HB0042,"Coleman, K.",House,,,Yea
9,2015GS,HB0042,"Cox, J.",House,,,Yea
9,2015GS,HB0042,"Cunningham, R.",House,,,Yea
9,2015GS,HB0042,"Cutler, B. R.",House,,,Yea
9,2015GS,HB0042,"Daw, B.",House,,,Yea
9,2015GS,HB0042,"DiCaro, S.",House,,,Yea
9,2015GS,HB0042,"Dunnigan, J.",House,,,Yea
9,2015GS,HB0042,"Edwards, R.",House,,,Yea
9,2015GS,HB0042,"Eliason, S.",House,,,Yea
9,2015GS,HB0042,"Fawson, J.",House,,,Yea
9,2015GS,HB0042,"Froerer, G.",House,,,Yea
9,2015GS,HB0042,"Gibson, F.",House,,,Yea
9,2015GS,HB0042,"Greene, B.",House,,,Yea
9,2015GS,HB0042,"Grover, K.",House,,,Yea
9,2015GS,HB0042,"Handy, S.",House,,,Yea
9,2015GS,HB0042,"Hawkes, T.",House,,,Yea
9,2015GS,HB0042,"Hughes, G.",House,,,Yea
9,2015GS,HB0042,"Ipson, D.",House,,,Yea
9,2015GS,HB0042,"Ivory, K.",House,,,Yea
9,2015GS,HB0042,"Kennedy, M.",House,,,Yea
9,2015GS,HB0042,"Knotwell, J.",House,,,Yea
9,2015GS,HB0042,"Last, B.",House,,,Yea
9,2015GS,HB0042,"Lifferth, D.",House,,,Yea
9,2015GS,HB0042,"McCay, D.",House,,,Yea
9,2015GS,HB0042,"McIff, K.",House,,,Yea
9,2015GS,HB0042,"McKell, M.",House,,,Yea
9,2015GS,HB0042,"Noel, M.",House,,,Yea
9,2015GS,HB0042,"Oda, C.",House,,,Yea
9,2015GS,HB0042,"Perry, L.",House,,,Yea
9,2015GS,HB0042,"Peterson, J.",House,,,Yea
9,2015GS,HB0042,"Peterson, V.",House,,,Yea
9,2015GS,HB0042,"Pitcher, D.",House,,,Yea
9,2015GS,HB0042,"Powell, K.",House,,,Yea
9,2015GS,HB0042,"Ray, P.",House,,,Yea
9,2015GS,HB0042,"Redd, E.",House,,,Yea
9,2015GS,HB0042,"Sagers, D.",House,,,Yea
9,2015GS,HB0042,"Sandall, S.",House,,,Yea
9,2015GS,HB0042,"Schultz, M.",House,,,Yea
9,2015GS,HB0042,"Snow, V. L.",House,,,Yea
9,2015GS,HB0042,"Spendlove, R.",House,,,Yea
9,2015GS,HB0042,"Stanard, J.",House,,,Yea
9,2015GS,HB0042,"Stratton, K.",House,,,Yea
9,2015GS,HB0042,"Tanner, E.",House,,,Yea
9,2015GS,HB0042,"Thurston, N.",House,,,Yea
9,2015GS,HB0042,"Ward, R.",House,,,Yea
9,2015GS,HB0042,"Webb, R. C.",House,,,Yea
9,2015GS,HB0042,"Westwood, J.",House,,,Yea
9,2015GS,HB0042,"Wilson, B.",House,,,Yea
9,2015GS,HB0042,"Anderson, Johnny",House,,,Nay
9,2015GS,HB0042,"Arent, P.",House,,,Nay
9,2015GS,HB0042,"Briscoe, J.",House,,,Nay
9,2015GS,HB0042,"Chavez-Houck, R.",House,,,Nay
9,2015GS,HB0042,"Cox, F.",House,,,Nay
9,2015GS,HB0042,"Draxler, J.",House,,,Nay
9,2015GS,HB0042,"Duckworth, S.",House,,,Nay
9,2015GS,HB0042,"Hall, C.",House,,,Nay
9,2015GS,HB0042,"Hollins, S.",House,,,Nay
9,2015GS,HB0042,"Hutchings, E.",House,,,Nay
9,2015GS,HB0042,"King, Brad",House,,,Nay
9,2015GS,HB0042,"King, Brian S.",House,,,Nay
9,2015GS,HB0042,"Miller, J.",House,,,Nay
9,2015GS,HB0042,"Moss, C.",House,,,Nay
9,2015GS,HB0042,"Poulson, M.",House,,,Nay
9,2015GS,HB0042,"Romero, A.",House,,,Nay
9,2015GS,HB0042,"Wheatley, M.",House,,,Nay
9,2015GS,HB0042,"Dee, B.",House,,,Absent
9,2015GS,HB0042,"Nelson, M.",House,,,Absent
9,2015GS,HB0042,"Roberts, M.",House,,,Absent
9,2015GS,HB0042,"Sanpei, D.",House,,,Absent
10,2015GS,HB0055,"Anderson, Johnny",House,,,Yea
10,2015GS,HB0055,"Arent, P.",House,,,Yea
10,2015GS,HB0055,"Barlow, S.",House,,,Yea
10,2015GS,HB0055,"Briscoe, J.",House,,,Yea
10,2015GS,HB0055,"Brown, M.",House,,,Yea
10,2015GS,HB0055,"Chavez-Houck, R.",House,,,Yea
10,2015GS,HB0055,"Chew, S.",House,,,Yea
10,2015GS,HB0055,"Christensen, L.",House,,,Yea
10,2015GS,HB0055,"Christofferson, K.",House,,,Yea
10,2015GS,HB0055,"Coleman, K.",House,,,Yea
10,2015GS,HB0055,"Cox, F.",House,,,Yea
10,2015GS,HB0055,"Cox, J.",House,,,Yea
10,2015GS,HB0055,"Cunningham, R.",House,,,Yea
10,2015GS,HB0055,"Cutler, B. R.",House,,,Yea
10,2015GS,HB0055,"Daw, B.",House,,,Yea
10,2015GS,HB0055,"Dee, B.",House,,,Yea
10,2015GS,HB0055,"DiCaro, S.",House,,,Yea
10,2015GS,HB0055,"Draxler, J.",House,,,Yea
10,2015GS,HB0055,"Duckworth, S.",House,,,Yea
10,2015GS,HB0055,"Dunnigan, J.",House,,,Yea
10,2015GS,HB0055,"Edwards, R.",House,,,Yea
10,2015GS,HB0055,"Eliason, S.",House,,,Yea
10,2015GS,HB0055,"Fawson, J.",House,,,Yea
10,2015GS,HB0055,"Froerer, G.",House,,,Yea
10,2015GS,HB0055,"Gibson, F.",House,,,Yea
10,2015GS,HB0055,"Greene, B.",House,,,Yea
10,2015GS,HB0055,"Grover, K.",House,,,Yea
10,2015GS,HB0055,"Hall, C.",House,,,Yea
10,2015GS,HB0055,"Handy, S.",House,,,Yea
10,2015GS,HB0055,"Hawkes, T.",House,,,Yea
10,2015GS,HB0055,"Hollins, S.",House,,,Yea
10,2015GS,HB0055,"Hughes, G.",House,,,Yea
10,2015GS,HB0055,"Hutchings, E.",House,,,Yea
10,2015GS,HB0055,"Ipson, D.",House,,,Yea
10,2015GS,HB0055,"Ivory, K.",House,,,Yea
10,2015GS,HB0055,"Kennedy, M.",House,,,Yea
10,2015GS,HB0055,"King, Brad",House,,,Yea
10,2015GS,HB0055,"King, Brian S.",House,,,Yea
10,2015GS,HB0055,"Knotwell, J.",House,,,Yea
10,2015GS,HB0055,"Last, B.",House,,,Yea
10,2015GS,HB0055,"Lifferth, D.",House,,,Yea
10,2015GS,HB0055,"McCay, D.",House,,,Yea
10,2015GS,HB0055,"McKell, M.",House,,,Yea
10,2015GS,HB0055,"Miller, J.",House,,,Yea
10,2015GS,HB0055,"Moss, C.",House,,,Yea
10,2015GS,HB0055,"Nelson, M.",House,,,Yea
10,2015GS,HB0055,"Oda, C.",House,,,Yea
10,2015GS,HB0055,"Perry, L.",House,,,Yea
10,2015GS,HB0055,"Peterson, J.",House,,,Yea
10,2015GS,HB0055,"Peterson, V.",House,,,Yea
10,2015GS,HB0055,"Pitcher, D.",House,,,Yea
10,2015GS,HB0055,"Poulson, M.",House,,,Yea
10,2015GS,HB0055,"Powell, K.",House,,,Yea
10,2015GS,HB0055,"Ray, P.",House,,,Yea
10,2015GS,HB0055,"Redd, E.",House,,,Yea
10,2015GS,HB0055,"Roberts, M.",House,,,Yea
10,2015GS,HB0055,"Romero, A.",House,,,Yea
10,2015GS,HB0055,"Sagers, D.",House,,,Yea
10,2015GS,HB0055,"Sandall, S.",House,,,Yea
10,2015GS,HB0055,"Sanpei, D.",House,,,Yea
10,2015GS,HB0055,"Schultz, M.",House,,,Yea
10,2015GS,HB0055,"Snow, V. L.",House,,,Yea
10,2015GS,HB0055,"Spendlove, R.",House,,,Yea
10,2015GS,HB0055,"Stanard, J.",House,,,Yea
10,2015GS,HB0055,"Stratton, K.",House,,,Yea
10,2015GS,HB0055,"Thurston, N.",House,,,Yea
10,2015GS,HB0055,"Ward, R.",House,,,Yea
10,2015GS,HB0055,"Webb, R. C.",House,,,Yea
10,2015GS,HB0055,"Westwood, J.",House,,,Yea
10,2015GS,HB0055,"Wheatley, M.",House,,,Yea
10,2015GS,HB0055,"Wilson, B.",House,,,Yea
10,2015GS,HB0055,"Anderegg, J.",House,,,Absent
10,2015GS,HB0055,"McIff, K.",House,,,Absent
10,2015GS,HB0055,"Noel, M.",House,,,Absent
10,2015GS,HB0055,"Tanner, E.",House,,,Absent
13,2015GS,HB0055,"Adams, J. S.",Senate,,,Yea
13,2015GS,HB0055,"Bramble, C.",Senate,,,Yea
13,2015GS,HB0055,"Christensen, A.",Senate,,,Yea
13,2015GS,HB0055,"Dabakis, J.",Senate,,,Yea
13,2015GS,HB0055,"Davis, G.",Senate,,,Yea
13,2015GS,HB0055,"Dayton, M.",Senate,,,Yea
13,2015GS,HB0055,"Escamilla, L.",Senate,,,Yea
13,2015GS,HB0055,"Harper, W.",Senate,,,Yea
13,2015GS,HB0055,"Henderson, D.",Senate,,,Yea
13,2015GS,HB0055,"Hillyard, L.",Senate,,,Yea
13,2015GS,HB0055,"Hinkins, D.",Senate,,,Yea
13,2015GS,HB0055,"Iwamoto, J.",Senate,,,Yea
13,2015GS,HB0055,"Jackson, A.",Senate,,,Yea
13,2015GS,HB0055,"Jenkins, S.",Senate,,,Yea
13,2015GS,HB0055,"Knudson, P.",Senate,,,Yea
13,2015GS,HB0055,"Madsen, M.",Senate,,,Yea
13,2015GS,HB0055,"Mayne, K.",Senate,,,Yea
13,2015GS,HB0055,"Millner, A.",Senate,,,Yea
13,2015GS,HB0055,"Niederhauser, W.",Senate,,,Yea
13,2015GS,HB0055,"Okerlund, R.",Senate,,,Yea
13,2015GS,HB0055,"Shiozawa, B.",Senate,,,Yea
13,2015GS,HB0055,"Stevenson, J.",Senate,,,Yea
13,2015GS,HB0055,"Urquhart, S.",Senate,,,Yea
13,2015GS,HB0055,"Van Tassell, K.",Senate,,,Yea
13,2015GS,HB0055,"Vickers, E.",Senate,,,Yea
13,2015GS,HB0055,"Weiler, T.",Senate,,,Yea
13,2015GS,HB0055,"Osmond, A.",Senate,,,Absent
13,2015GS,HB0055,"Stephenson, H.",Senate,,,Absent
13,2015GS,HB0055,"Thatcher, D.",Senate,,,Absent
14,2015GS,HB0055,"Adams, J. S.",Senate,,,Yea
14,2015GS,HB0055,"Bramble, C.",Senate,,,Yea
14,2015GS,HB0055,"Christensen, A.",Senate,,,Yea
14,2015GS,HB0055,"Dabakis, J.",Senate,,,Yea
14,2015GS,HB0055,"Davis, G.",Senate,,,Yea
14,2015GS,HB0055,"Dayton, M.",Senate,,,Yea
14,2015GS,HB0055,"Escamilla, L.",Senate,,,Yea
14,2015GS,HB0055,"Harper, W.",Senate,,,Yea
14,2015GS,HB0055,"Henderson, D.",Senate,,,Yea
14,2015GS,HB0055,"Hillyard, L.",Senate,,,Yea
14,2015GS,HB0055,"Hinkins, D.",Senate,,,Yea
14,2015GS,HB0055,"Iwamoto, J.",Senate,,,Yea
14,2015GS,HB0055,"Jackson, A.",Senate,,,Yea
14,2015GS,HB0055,"Jenkins, S.",Senate,,,Yea
14,2015GS,HB0055,"Knudson, P.",Senate,,,Yea
14,2015GS,HB0055,"Madsen, M.",Senate,,,Yea
14,2015GS,HB0055,"Mayne, K.",Senate,,,Yea
14,2015GS,HB0055,"Millner, A.",Senate,,,Yea
14,2015GS,HB0055,"Niederhauser, W.",Senate,,,Yea
14,2015GS,HB0055,"Okerlund, R.",Senate,,,Yea
14,2015GS,HB0055,"Osmond, A.",Senate,,,Yea
14,2015GS,HB0055,"Shiozawa, B.",Senate,,,Yea
14,2015GS,HB0055,"Stephenson, H.",Senate,,,Yea
14,2015GS,HB0055,"Stevenson, J.",Senate,,,Yea
14,2015GS,HB0055,"Urquhart, S.",Senate,,,Yea
14,2015GS,HB0055,"Van Tassell, K.",Senate,,,Yea
14,2015GS,HB0055,"Vickers, E.",Senate,,,Yea
14,2015GS,HB0055,"Weiler, T.",Senate,,,Yea
14,2015GS,HB0055,"Thatcher, D.",Senate,,,Absent
15,2015GS,HB0087,"Anderegg, J.",House,,,Yea
15,2015GS,HB0087,"Anderson, Johnny",House,,,Yea
15,2015GS,HB0087,"Arent, P.",House,,,Yea
15,2015GS,HB0087,"Briscoe, J.",House,,,Yea
15,2015GS,HB0087,"Brown, M.",House,,,Yea
15,2015GS,HB0087,"Chavez-Houck, R.",House,,,Yea
15,2015GS,HB0087,"Chew, S.",House,,,Yea
15,2015GS,HB0087,"Christensen, L.",House,,,Yea
15,2015GS,HB0087,"Christofferson, K.",House,,,Yea
15,2015GS,HB0087,"Coleman, K.",House,,,Yea
15,2015GS,HB0087,"Cox, F.",House,,,Yea
15,2015GS,HB0087,"Cox, J.",House,,,Yea
15,2015GS,HB0087,"Cunningham, R.",House,,,Yea
15,2015GS,HB0087,"Cutler, B. R.",House,,,Yea
15,2015GS,HB0087,"Daw, B.",House,,,Yea
15,2015GS,HB0087,"Dee, B.",House,,,Yea
15,2015GS,HB0087,"DiCaro, S.",House,,,Yea
15,2015GS,HB0087,"Duckworth, S.",House,,,Yea
15,2015GS,HB0087,"Dunnigan, J.",House,,,Yea
15,2015GS,HB0087,"Edwards, R.",House,,,Yea
15,2015GS,HB0087,"Eliason, S.",House,,,Yea
15,2015GS,HB0087,"Fawson, J.",House,,,Yea
15,2015GS,HB0087,"Froerer, G.",House,,,Yea
15,2015GS,HB0087,"Gibson, F.",House,,,Yea
15,2015GS,HB0087,"Greene, B.",House,,,Yea
15,2015GS,HB0087,"Grover, K.",House,,,Yea
15,2015GS,HB0087,"Hall, C.",House,,,Yea
15,2015GS,HB0087,"Handy, S.",House,,,Yea
15,2015GS,HB0087,"Hawkes, T.",House,,,Yea
15,2015GS,HB0087,"Hollins, S.",House,,,Yea
15,2015GS,HB0087,"Hughes, G.",House,,,Yea
15,2015GS,HB0087,"Hutchings, E.",House,,,Yea
15,2015GS,HB0087,"Ipson, D.",House,,,Yea
15,2015GS,HB0087,"Ivory, K.",House,,,Yea
15,2015GS,HB0087,"Kennedy, M.",House,,,Yea
15,2015GS,HB0087,"King, Brad",House,,,Yea
15,2015GS,HB0087,"King, Brian S.",House,,,Yea
15,2015GS,HB0087,"Knotwell, J.",House,,,Yea
15,2015GS,HB0087,"Last, B.",House,,,Yea
15,2015GS,HB0087,"Lifferth, D.",House,,,Yea
15,2015GS,HB0087,"McCay, D.",House,,,Yea
15,2015GS,HB0087,"McIff, K.",House,,,Yea
15,2015GS,HB0087,"McKell, M.",House,,,Yea
15,2015GS,HB0087,"Miller, J.",House,,,Yea
15,2015GS,HB0087,"Moss, C.",House,,,Yea
15,2015GS,HB0087,"Nelson, M.",House,,,Yea
15,2015GS,HB0087,"Noel, M.",House,,,Yea
15,2015GS,HB0087,"Oda, C.",House,,,Yea
15,2015GS,HB0087,"Perry, L.",House,,,Yea
15,2015GS,HB0087,"Peterson, J.",House,,,Yea
15,2015GS,HB0087,"Peterson, V.",House,,,Yea
15,2015GS,HB0087,"Pitcher, D.",House,,,Yea
15,2015GS,HB0087,"Poulson, M.",House,,,Yea
15,2015GS,HB0087,"Powell, K.",House,,,Yea
