motion_id,meeting_id,body_id,motion_no,motion_text,motion_type,result_raw,outcome,stage,recommendation,disposition,disposition_method,disposition_confidence,application_id,app_match_method,app_confidence,mover_person_id,seconder_person_id,names_recorded,source_file,provenance
33,7,1,2,"direct Daniel Quintanilla to contact the following individuals to serve on the Emigration Canyon Metro Township General Plan Steering Committee:       Robert Pinon, Chair, Emigration Canyon Metro Township Planning Commission Steve Borst, Chair, Emigration Canyon Community Council Bill Tobey, Emigration Canyon Community Council Paul Brown, Emigration Canyon Community Council, Emigration Oaks…",Land-Use/Zoning,Pass (unanimous),Pass,council_vote,,,unclassified,low,2,singleton,high,6,,0,minutes/2019/2019-05-23/2019-05-23_metro-township-council-meeting-522683.md,minutes
34,7,1,3,approve the franchise agreement with Dominion Energy with amendments that include changing “town” to “Metro Township” and changing the amount paid from $50 to $500,Contract/Purchase,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,13,6,0,minutes/2019/2019-05-23/2019-05-23_metro-township-council-meeting-522683.md,minutes
35,7,1,4,approve the franchise agreement with Rocky Mountain Power with amendments that include changing “town” to “Metro Township” and adding $500 that will be paid to the Metro Township upon acceptance of the agreement,Contract/Purchase,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,13,6,0,minutes/2019/2019-05-23/2019-05-23_metro-township-council-meeting-522683.md,minutes
36,7,1,5,"approve the minutes of the Emigration Canyon Metro Township Council meeting held on April 25, 2019",Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,6,13,0,minutes/2019/2019-05-23/2019-05-23_metro-township-council-meeting-522683.md,minutes
37,8,1,1,approve the use of the Stormwater Maintenance Agreement form with an updated Emigration Canyon Metro Township logo,Other,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,6,13,0,minutes/2019/2019-06-19/2019-06-19_metro-township-council-meeting-522685.md,minutes
38,8,1,2,change the number of Emigration Canyon Metro Township Planning Commissioners from seven to five with two alternates,Other,Pass (unanimous),Pass,council_vote,,,unclassified,low,,,,6,8,0,minutes/2019/2019-06-19/2019-06-19_metro-township-council-meeting-522685.md,minutes
39,8,1,3,approve the following individuals to serve on the Emigration Canyon Metro Township General Plan Steering Committee:        Robert Pinon Bill Tobey Paul Brown Willy Stokman Steve Borst Tim Harpst Jim Karcut,Land-Use/Zoning,Pass (unanimous),Pass,council_vote,,approve,keyword,high,3,singleton,high,6,13,0,minutes/2019/2019-06-19/2019-06-19_metro-township-council-meeting-522685.md,minutes
40,8,1,4,go into a closed session to discuss real estate matters,Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,13,8,0,minutes/2019/2019-06-19/2019-06-19_metro-township-council-meeting-522685.md,minutes
41,9,1,1,table the decision until the Council has reviewed and edited the document,Procedural/Administrative,Pass (unanimous),Pass,council_vote,,table,keyword,high,,,,8,15,0,minutes/2019/2019-08-22/2019-08-22_metro-township-council-meeting-556733.md,minutes
42,9,1,2,"approve the minutes of the Emigration Canyon Metro Township Council meeting held on July 25, 2019",Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,6,8,0,minutes/2019/2019-08-22/2019-08-22_metro-township-council-meeting-556733.md,minutes
43,10,1,1,appoint Tim Harpst to the Emigration Canyon Metro Township Planning Commission,Appointment,Pass (unanimous),Pass,council_vote,,,unclassified,low,,,,6,8,0,minutes/2019/2019-09-19/2019-09-19_metro-township-council-meeting-556735.md,minutes
44,10,1,2,table the policy until the next meeting,Procedural/Administrative,Pass (unanimous),Pass,council_vote,,table,keyword,high,,,,8,,0,minutes/2019/2019-09-19/2019-09-19_metro-township-council-meeting-556735.md,minutes
45,10,1,3,"approve the minutes of the Emigration Canyon Metro Township Council meeting held on August 22, 2019",Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,6,15,0,minutes/2019/2019-09-19/2019-09-19_metro-township-council-meeting-556735.md,minutes
46,10,1,4,support WFWRD efforts to become a local district,Other,Pass (unanimous),Pass,council_vote,,,unclassified,low,,,,15,7,0,minutes/2019/2019-09-19/2019-09-19_metro-township-council-meeting-556735.md,minutes
47,11,1,1,adopt Resolution No. 19-10-01,Resolution,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,6,7,0,minutes/2019/2019-10-24/2019-10-24_metro-township-council-meeting-568103.md,minutes
48,11,1,2,adopt Ordinance No. 19-10-01,Ordinance,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,6,15,0,minutes/2019/2019-10-24/2019-10-24_metro-township-council-meeting-568103.md,minutes
49,11,1,3,adopt Resolution No. 19-10-02 with amendments,Resolution,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,8,6,0,minutes/2019/2019-10-24/2019-10-24_metro-township-council-meeting-568103.md,minutes
50,11,1,4,"accept the proposed 2020 tentative budget and set the public hearing for November 20, 2019 at 7:00 pm located at the Emigration Canyon Fire Station, with amendments",Budget Amendment,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,15,6,0,minutes/2019/2019-10-24/2019-10-24_metro-township-council-meeting-568103.md,minutes
51,11,1,5,"approve the minutes of the Emigration Canyon Metro Township Council meeting held on September 19, 2019",Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,8,6,0,minutes/2019/2019-10-24/2019-10-24_metro-township-council-meeting-568103.md,minutes
52,11,1,6,direct Council Member Bowen to vote for a one member one vote option. Council Member Brems amended the motion to include writing a letter to the Salt Lake County Council and ask for support,Other,Pass (unanimous),Pass,council_vote,,,unclassified,low,,,,15,8,0,minutes/2019/2019-10-24/2019-10-24_metro-township-council-meeting-568103.md,minutes
53,12,1,1,approve the resolution and direct Mayor Smolka to sign the Interlocal Agreement,Interlocal,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,15,8,0,minutes/2019/2019-11-20/2019-11-20_metro-township-council-meeting-568099.md,minutes
54,12,1,2,open the public hearing to hear comments on the 2020 Emigration Canyon Metro Township budget,Public Hearing Action,Pass (unanimous),Pass,council_vote,,procedural,keyword,medium,,,,7,15,0,minutes/2019/2019-11-20/2019-11-20_metro-township-council-meeting-568099.md,minutes
55,13,1,1,table the item and address it at next month’s Council meeting,Procedural/Administrative,Pass (unanimous),Pass,council_vote,,table,keyword,high,,,,7,6,0,minutes/2019/2019-12-12/2019-12-12_metro-township-council-meeting-612069.md,minutes
56,13,1,2,approve Resolution No. 19-12-02,Resolution,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,6,8,0,minutes/2019/2019-12-12/2019-12-12_metro-township-council-meeting-612069.md,minutes
57,13,1,3,approve Resolution 19-12-04,Resolution,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,6,8,0,minutes/2019/2019-12-12/2019-12-12_metro-township-council-meeting-612069.md,minutes
58,13,1,4,approve the letter and direct Mayor Smolka to sign the letter,Other,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,7,6,0,minutes/2019/2019-12-12/2019-12-12_metro-township-council-meeting-612069.md,minutes
59,13,1,5,approve Resolution No. 19-12-03,Resolution,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,15,6,0,minutes/2019/2019-12-12/2019-12-12_metro-township-council-meeting-612069.md,minutes
60,13,1,6,"approve the minutes of the Emigration Canyon Metro Township Council meeting held on October 24, 2019 and November 20, 2019 and the Emigration Canyon Metro Township Board of Canvassers meeting held on November 19, 2019",Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,8,7,0,minutes/2019/2019-12-12/2019-12-12_metro-township-council-meeting-612069.md,minutes
61,14,1,1,nominate Mayor Smolka to continue to serve as Mayor of Emigration Canyon Metro Township. Mayor Smolka accepted the position,Procedural/Administrative,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,7,3,0,minutes/2020/2020-01-23/2020-01-23_metro-township-council-meeting-612071.md,minutes
62,14,1,2,nominate Deputy Mayor Hawkes to continue to serve as Deputy Mayor of Emigration Canyon Metro Township. Deputy Mayor Hawkes accepted the position,Procedural/Administrative,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,7,6,0,minutes/2020/2020-01-23/2020-01-23_metro-township-council-meeting-612071.md,minutes
63,14,1,3,accept the funding and start the process of defining the criteria to hire a consultant for an RFP,Other,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,6,8,0,minutes/2020/2020-01-23/2020-01-23_metro-township-council-meeting-612071.md,minutes
64,14,1,4,"approve, upon receipt of Emigration Canyon Community Council’s financial statement, $4,500 to the Emigration Canyon Community Council for its annual funding and an additional $3,200 to pay Utah Conservation Corps; for a total of $7,700",Other,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,11,8,0,minutes/2020/2020-01-23/2020-01-23_metro-township-council-meeting-612071.md,minutes
65,14,1,5,table this item,Procedural/Administrative,Pass (unanimous),Pass,council_vote,,table,keyword,high,,,,6,3,0,minutes/2020/2020-01-23/2020-01-23_metro-township-council-meeting-612071.md,minutes
66,14,1,6,approve Resolution 20-01-01,Resolution,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,8,7,0,minutes/2020/2020-01-23/2020-01-23_metro-township-council-meeting-612071.md,minutes
67,14,1,7,approve the 2020 meeting schedule,Other,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,8,6,0,minutes/2020/2020-01-23/2020-01-23_metro-township-council-meeting-612071.md,minutes
68,14,1,8,continue board assignments as assigned and appoint Council Member Harris to the Wasatch Front Waste and Recycling District (WFWRD),Procedural/Administrative,Pass (unanimous),Pass,council_vote,,,unclassified,low,,,,6,8,0,minutes/2020/2020-01-23/2020-01-23_metro-township-council-meeting-612071.md,minutes
69,15,1,1,"approve the minutes of the Emigration Canyon Metro Township meeting held on January 23, 2020",Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,8,6,0,minutes/2020/2020-02-27/2020-02-27_metro-township-council-meeting-612073.md,minutes
70,15,1,2,close the public meeting to discuss real estate,Other,Pass (unanimous),Pass,council_vote,,,unclassified,low,,,,11,8,0,minutes/2020/2020-02-27/2020-02-27_metro-township-council-meeting-612073.md,minutes
71,16,1,1,approve Resolution No. 20-04-01,Resolution,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,11,6,0,minutes/2020/2020-04-23/2020-04-23_metro-township-council-meeting-607109.md,minutes
72,16,1,2,"direct planning staff to determine if fees from the fee schedule need to be reduced, deferred, postponed, or penalties waived",Budget Amendment,Pass (unanimous),Pass,council_vote,,,unclassified,low,,,,11,6,0,minutes/2020/2020-04-23/2020-04-23_metro-township-council-meeting-607109.md,minutes
73,16,1,3,approve Resolution No. 20-04-02,Resolution,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,11,3,0,minutes/2020/2020-04-23/2020-04-23_metro-township-council-meeting-607109.md,minutes
74,16,1,4,"approve the minutes of the Emigration Canyon Metro Township meeting held on February 27, 2020 with amendments",Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,7,6,0,minutes/2020/2020-04-23/2020-04-23_metro-township-council-meeting-607109.md,minutes
75,17,1,1,open the public hearing,Public Hearing Action,Pass (unanimous),Pass,council_vote,,procedural,keyword,medium,,,,3,8,0,minutes/2020/2020-11-17/2020-11-17_metro-township-council-meeting-680643.md,minutes
76,17,1,2,close the public hearing,Public Hearing Action,Pass (unanimous),Pass,council_vote,,procedural,keyword,medium,,,,6,3,0,minutes/2020/2020-11-17/2020-11-17_metro-township-council-meeting-680643.md,minutes
77,17,1,3,"approve the budget as presented and the following Resolution. RESOLUTION NO. 20-11-01 Date: November 17, 2020 A RESOLUTION OF THE EMIGRATION CANYON METRO TOWNSHIP COUNCIL ADOPTING THE ANNUAL BUDGET FOR THE YEAR 2021 FOR THE OPERATION OF THE TOWNSHIP WHEREAS, the Emigration Canyon Metro Township Council has previously adopted a tentative budget for the 2021 budget year; and WHEREAS, the Emigration…",Budget Amendment,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,6,8,0,minutes/2020/2020-11-17/2020-11-17_metro-township-council-meeting-680643.md,minutes
78,17,1,4,approve Ordinance No 20-11-01 as written,Ordinance,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,3,6,0,minutes/2020/2020-11-17/2020-11-17_metro-township-council-meeting-680643.md,minutes
79,17,1,5,approve Resolution No. 20-11-02,Resolution,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,11,6,0,minutes/2020/2020-11-17/2020-11-17_metro-township-council-meeting-680643.md,minutes
80,17,1,6,approve Resolution No. 20-11-02,Resolution,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,11,6,0,minutes/2020/2020-11-17/2020-11-17_metro-township-council-meeting-680643.md,minutes
81,17,1,7,close the public meeting to discuss the hiring of legal counsel,Other,Pass (unanimous),Pass,council_vote,,,unclassified,low,,,,7,6,0,minutes/2020/2020-11-17/2020-11-17_metro-township-council-meeting-680643.md,minutes
82,18,1,1,open the public hearing,Public Hearing Action,Pass (unanimous),Pass,council_vote,,procedural,keyword,medium,,,,3,6,0,minutes/2020/2020-12-17/2020-12-17_metro-township-council-meeting-680645.md,minutes
83,18,1,2,close the public hearing,Public Hearing Action,Pass (unanimous),Pass,council_vote,,procedural,keyword,medium,,,,3,8,0,minutes/2020/2020-12-17/2020-12-17_metro-township-council-meeting-680645.md,minutes
84,18,1,3,"approve the budget adjustment and the following Resolution: RESOLUTION NO. 20-12-01 Date: December 17, 2020 A RESOLUTION OF THE EMIGRATION CANYON METRO TOWNSHIP COUNCIL OPENING AND AMENDING THE ANNUAL BUDGET FOR THE YEAR 2020 FOR THE OPERATION OF THE TOWNSHIP WHEREAS, the Emigration Canyon Metro Township Council has previously adopted a budget for the 2020 budget year; and WHEREAS, the Emigration…",Budget Amendment,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,7,3,0,minutes/2020/2020-12-17/2020-12-17_metro-township-council-meeting-680645.md,minutes
85,18,1,4,ratify approval of CARES Act funding for the Unified Fire Authority and the Wasatch Front Waste and Recycling District,Appointment,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,6,7,0,minutes/2020/2020-12-17/2020-12-17_metro-township-council-meeting-680645.md,minutes
86,18,1,5,set the 2021 meeting schedule for the fourth Thursday of the month,Other,Pass (unanimous),Pass,council_vote,,,unclassified,low,,,,6,3,0,minutes/2020/2020-12-17/2020-12-17_metro-township-council-meeting-680645.md,minutes
87,18,1,6,"approve the minutes of the Emigration Canyon Metro Township meeting held on October 29, 2020 and November 10, 2020",Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,3,8,0,minutes/2020/2020-12-17/2020-12-17_metro-township-council-meeting-680645.md,minutes
88,19,1,1,"approve minutes of the Emigration Canyon Metro Township meetings held on November 17 and December 17, 2020",Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,3,6,0,minutes/2021/2021-01-28/2021-01-28_metro-township-council-meeting-692675.md,pmn_minutes
89,20,1,1,open the public hearing,Public Hearing Action,Pass (unanimous),Pass,council_vote,,procedural,keyword,medium,,,,7,6,0,minutes/2021/2021-02-25/2021-02-25_metro-township-council-meeting-717575.md,pmn_minutes
90,20,1,2,close the public hearing,Public Hearing Action,Pass (unanimous),Pass,council_vote,,procedural,keyword,medium,,,,3,7,0,minutes/2021/2021-02-25/2021-02-25_metro-township-council-meeting-717575.md,pmn_minutes
91,20,1,3,table the decision on the General Plan until the Council can meet to discuss the General Plan further,Procedural/Administrative,Pass (unanimous),Pass,council_vote,,table,keyword,high,4,singleton,high,11,3,0,minutes/2021/2021-02-25/2021-02-25_metro-township-council-meeting-717575.md,pmn_minutes
92,20,1,4,approve the Resolution,Resolution,4-1 Pass,Pass,council_vote,,approve,keyword,high,,,,11,6,1,minutes/2021/2021-02-25/2021-02-25_metro-township-council-meeting-717575.md,pmn_minutes
93,20,1,5,"change the regular meeting schedule to the fourth Tuesday of the month, beginning in April. Them",Other,Pass (unanimous),Pass,council_vote,,,unclassified,low,,,,6,3,0,minutes/2021/2021-02-25/2021-02-25_metro-township-council-meeting-717575.md,pmn_minutes
94,20,1,6,"approve minutes of the Emigration Canyon Metro Township meeting held on January 28, 2021",Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,7,3,0,minutes/2021/2021-02-25/2021-02-25_metro-township-council-meeting-717575.md,pmn_minutes
95,21,1,1,"approve the hiring of River Restoration to conduct the scope of work outlined in the Division of Water Quality grant, not to exceed $40,000",Grant-Funding,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,3,6,0,minutes/2021/2021-04-27/2021-04-27_metro-township-council-meeting-764603.md,minutes
96,21,1,2,"approve the proclamation with an amendment to the population to reflect 1,806 citizens",Ceremonial,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,11,3,0,minutes/2021/2021-04-27/2021-04-27_metro-township-council-meeting-764603.md,minutes
97,21,1,3,"approve payment of $12,000 to help fund the Fuel Mitigation Program",Other,4-1 Pass,Pass,council_vote,,approve,keyword,high,,,,3,11,1,minutes/2021/2021-04-27/2021-04-27_metro-township-council-meeting-764603.md,minutes
98,21,1,4,"approve the transfer of $16,000 from the fund balance to the capital Improvement fund",Other,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,11,7,0,minutes/2021/2021-04-27/2021-04-27_metro-township-council-meeting-764603.md,minutes
99,21,1,5,"approve minutes of the Emigration Canyon Metro Township Council meetings held on February 25, 2021, March 4, 2021, and March 16, 2021",Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,6,3,0,minutes/2021/2021-04-27/2021-04-27_metro-township-council-meeting-764603.md,minutes
100,22,1,1,authorize the Mayor and Deputy Mayor to forward emergency alert requests to Jim Woodward or Clint Mecham at the Emergency Coordination Center,Appointment,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,11,7,0,minutes/2021/2021-05-25/2021-05-25_metro-township-council-meeting-764611.md,minutes
101,22,1,2,"approve the minutes of the Emigration Canyon Metro Township Council meeting held on March 25, 2021",Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,7,8,0,minutes/2021/2021-05-25/2021-05-25_metro-township-council-meeting-764611.md,minutes
102,23,1,1,approve Ordinance 2021-06-01 as written,Ordinance,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,11,3,0,minutes/2021/2021-06-22/2021-06-22_metro-township-council-meeting-764615.md,minutes
103,23,1,2,"approve minutes of the Emigration Canyon Metro Township Council meetings held on April 27, 2021, and May 18, 2021",Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,11,3,0,minutes/2021/2021-06-22/2021-06-22_metro-township-council-meeting-764615.md,minutes
104,24,1,1,approve Resolution 2021-07-01,Resolution,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,11,6,0,minutes/2021/2021-07-27/2021-07-27_metro-township-council-meeting-764617.md,minutes
105,25,1,1,"approve the Resolution cancelling the November 2, 2021 election pursuant to there are no write-in candidates",Resolution,4-1 Pass,Pass,council_vote,,approve,keyword,high,,,,7,3,1,minutes/2021/2021-08-24/2021-08-24_metro-township-council-meeting-764619.md,minutes
106,25,1,2,approve Resolution 2021-08-02,Resolution,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,6,8,0,minutes/2021/2021-08-24/2021-08-24_metro-township-council-meeting-764619.md,minutes
107,25,1,3,approve the minutes of the Emigration Canyon Metro Township meetings held on May 24 and May 25,Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,11,3,0,minutes/2021/2021-08-24/2021-08-24_metro-township-council-meeting-764619.md,minutes
108,26,1,1,ratify Resolution No. 21-08-01,Appointment,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,7,6,0,minutes/2021/2021-09-28/2021-09-28_metro-township-council-meeting-805461.md,minutes
