date,meeting_id,url,reason
2022-03-09,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_03092022-138,no minutes document posted on AgendaCenter (agenda/packet only)
2022-04-13,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_04132022-139,no minutes document posted on AgendaCenter (agenda/packet only)
2022-04-27,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_04272022-140,no minutes document posted on AgendaCenter (agenda/packet only)
2022-05-25,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_05252022-141,no minutes document posted on AgendaCenter (agenda/packet only)
2022-06-08,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_06082022-142,no minutes document posted on AgendaCenter (agenda/packet only)
2022-06-22,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_06222022-143,no minutes document posted on AgendaCenter (agenda/packet only)
2022-07-13,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_07132022-152,no minutes document posted on AgendaCenter (agenda/packet only)
2022-07-27,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_07272022-144,no minutes document posted on AgendaCenter (agenda/packet only)
2022-08-10,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_08102022-145,no minutes document posted on AgendaCenter (agenda/packet only)
2022-09-14,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_09142022-146,no minutes document posted on AgendaCenter (agenda/packet only)
2022-09-28,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_09282022-147,no minutes document posted on AgendaCenter (agenda/packet only)
2022-10-12,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_10122022-148,no minutes document posted on AgendaCenter (agenda/packet only)
2022-10-26,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_10262022-149,no minutes document posted on AgendaCenter (agenda/packet only)
2022-11-09,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_11092022-151,no minutes document posted on AgendaCenter (agenda/packet only)
2022-12-07,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_12072022-150,no minutes document posted on AgendaCenter (agenda/packet only)
2023-01-11,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_01112023-62,no minutes document posted on AgendaCenter (agenda/packet only)
2023-02-08,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_02082023-63,no minutes document posted on AgendaCenter (agenda/packet only)
2023-03-22,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_03222023-64,no minutes document posted on AgendaCenter (agenda/packet only)
2023-04-12,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_04122023-65,no minutes document posted on AgendaCenter (agenda/packet only)
2023-04-26,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_04262023-61,no minutes document posted on AgendaCenter (agenda/packet only)
2023-05-10,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_05102023-66,no minutes document posted on AgendaCenter (agenda/packet only)
2023-05-24,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_05242023-67,no minutes document posted on AgendaCenter (agenda/packet only)
2023-06-14,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_06142023-68,no minutes document posted on AgendaCenter (agenda/packet only)
2023-07-12,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_07122023-69,no minutes document posted on AgendaCenter (agenda/packet only)
2023-07-26,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_07262023-70,no minutes document posted on AgendaCenter (agenda/packet only)
2023-08-23,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_08232023-71,no minutes document posted on AgendaCenter (agenda/packet only)
2023-09-13,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_09132023-72,no minutes document posted on AgendaCenter (agenda/packet only)
2023-09-27,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_09272023-73,no minutes document posted on AgendaCenter (agenda/packet only)
2023-10-25,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_10252023-74,no minutes document posted on AgendaCenter (agenda/packet only)
2023-11-08,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_11082023-75,no minutes document posted on AgendaCenter (agenda/packet only)
2023-12-06,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_12062023-76,no minutes document posted on AgendaCenter (agenda/packet only)
2024-01-17,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_01172024-6,no minutes document posted on AgendaCenter (agenda/packet only)
2024-01-31,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_01312024-7,no minutes document posted on AgendaCenter (agenda/packet only)
2024-02-14,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_02142024-8,no minutes document posted on AgendaCenter (agenda/packet only)
2024-02-28,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_02282024-9,no minutes document posted on AgendaCenter (agenda/packet only)
2024-03-13,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_03132024-10,no minutes document posted on AgendaCenter (agenda/packet only)
2024-03-27,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_03272024-11,no minutes document posted on AgendaCenter (agenda/packet only)
2024-04-10,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_04102024-12,no minutes document posted on AgendaCenter (agenda/packet only)
2024-04-24,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_04242024-21,no minutes document posted on AgendaCenter (agenda/packet only)
2024-05-08,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_05082024-13,no minutes document posted on AgendaCenter (agenda/packet only)
2024-05-22,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_05222024-14,no minutes document posted on AgendaCenter (agenda/packet only)
2024-06-26,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_06262024-15,no minutes document posted on AgendaCenter (agenda/packet only)
2024-07-10,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_07102024-22,no minutes document posted on AgendaCenter (agenda/packet only)
2024-08-14,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_08142024-23,no minutes document posted on AgendaCenter (agenda/packet only)
2024-08-28,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_08282024-16,no minutes document posted on AgendaCenter (agenda/packet only)
2024-09-11,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_09112024-17,no minutes document posted on AgendaCenter (agenda/packet only)
2024-09-25,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_09252024-18,no minutes document posted on AgendaCenter (agenda/packet only)
2024-10-23,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_10232024-19,no minutes document posted on AgendaCenter (agenda/packet only)
2024-11-13,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_11132024-20,no minutes document posted on AgendaCenter (agenda/packet only)
2025-01-08,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_01082025-207,no minutes document posted on AgendaCenter (agenda/packet only)
2025-01-22,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_01222025-210,no minutes document posted on AgendaCenter (agenda/packet only)
2025-02-12,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_02122025-216,no minutes document posted on AgendaCenter (agenda/packet only)
2025-05-28,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_05282025-260,no minutes document posted on AgendaCenter (agenda/packet only)
2026-06-24,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_06242026-401,no minutes document posted on AgendaCenter (agenda/packet only)
2026-07-08,,https://www.provo.gov/AgendaCenter/ViewFile/Agenda/_07082026-406,no minutes document posted on AgendaCenter (agenda/packet only)
