date,docid,url,fetch_status,bytes,sha256,pages,text_chars
2022-02-16,546,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_02162022-546?packet=true,ok,81870555,22fdd9fee2012fca3b9a3649cfb2050dfa51c059db0a78e90c5aed57e951ebd1,182,2013741
2022-03-16,554,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_03162022-554?packet=true,ok,88697094,f8aa4931547e5b5ac37ad31110db41ef6b39f6e50a0a6ab0ae8a0a6a5cd5a7f2,631,2818566
2022-04-20,564,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_04202022-564?packet=true,ok,7056369,55e7a0609135423d33d1536fa98060515fce25df1efe1a5f46c7e42d4c140fe3,38,172736
2022-05-18,575,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_05182022-575?packet=true,ok,17020024,34378b8801c932af9c1a20b661169a097750ed237f5d16e4c1ccefa0a6da32f9,121,619206
2022-06-15,590,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_06152022-590?packet=true,ok,31490774,6abe2f0d959c4b3eb42b0af4eb1ed6d3489458db446b3d5ed50781b12e7a5fec,105,1257254
2022-06-29,593,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_06292022-593?packet=true,ok,72650984,0662c0003997fc471dd029a065df86e9adfffd77f70cc20b06ee12bfa76278c1,114,3002744
2022-07-20,598,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_07202022-598?packet=true,ok,87112227,d22c94b48044234bb7ac1bbe87891d5d0048d09365e8a9f545dc19ba4e3a422f,204,3146018
2022-09-21,616,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_09212022-616?packet=true,ok,33892045,56db31d71c82e2668bf1e8be27d1de6e3ebb12ec170f492d0315f1d00f0cc14b,91,556903
2022-10-19,626,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_10192022-626?packet=true,ok,38290731,77958cec4a74f1756f0899c018d6273290f9499e45fb9b9770db8b9ab77c1520,128,2419468
2022-10-26,629,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_10262022-629?packet=true,ok,36714628,50f907de7c35d3c8188280e1c711d94298054103edd1fcce064f4d3e02c0e2c1,174,1649860
2022-11-16,639,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_11162022-639?packet=true,ok,35974208,071612cfc1de19249ba37a7224bae6deaf8ad554c7af1125ef0afeabd10c36ab,270,2801522
2022-12-21,647,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_12212022-647?packet=true,ok,33076742,faa0f1a9a2bea8fe81a4a16dab193709fd866e64166d13937c26889dd9863b3e,98,861262
2023-01-18,655,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_01182023-655?packet=true,ok,49024827,b1e29085c16399edc7acd3f7735f1b4ed881ce83e9c141b55232d20e34081dee,149,2262630
2023-01-23,659,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_01232023-659?packet=true,ok,3660693,23e1184c4f3904909420478ac863c647f4643b53f096d019924bef7154ce7c13,90,220106
2023-02-15,663,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_02152023-663?packet=true,ok,25596482,c9958a8e3c0b65b704f1ce3f51222936ce9ec8866c84ce4ead047fe0961d7825,229,1362508
2023-02-28,669,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_02282023-669?packet=true,ok,8873080,9b46fb032c8c9ee77d8e8a20dfbaed80095c29748d31a8a5925f31badd4d7610,53,262257
2023-03-15,674,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_03152023-674?packet=true,not_pdf,83248,077ce3cd98bc76cc406ac4e35d3dac1734968ac932dce7e1a2c36acb84c32a6c,,0
2023-04-19,684,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_04192023-684?packet=true,ok,23748410,b632f24c3d70c242ee166d8f65a3a6eafbf5a8071933c921b02db47f99fb29e1,77,339624
2023-05-17,692,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_05172023-692?packet=true,ok,29949327,d3d0fdde15e5e6a31271998b588d39c3b34ecd49493fb8ff87b9245d3e41decc,118,396447
2023-06-21,701,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_06212023-701?packet=true,ok,3893701,68ad0ad405d4d4f86605510f11feef52f4256ea902b39e5919973666bb3c9c13,63,167434
2023-07-19,712,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_07192023-712?packet=true,ok,15049099,697cf8ea500da4f4c467792b9e5b41b3f57a87bea232ddd70bec649159df7261,66,1057622
2023-08-16,718,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_08162023-718?packet=true,ok,26444997,cbc30cfd512a152f091abb4c16d04c98d31dbae18e6235b25a5a0474e103cdd5,74,470333
2023-09-20,729,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_09202023-729?packet=true,ok,43843031,898535a35bf241096dc64425f381db75a33883acde6ffc5b5d25b6a4e7d868e0,180,753414
2023-10-18,736,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_10182023-736?packet=true,ok,48979617,7fb23e5ed7225c2b071f77ac0ee141e38ecee0765830ca0230c4011e8088b28b,96,583772
2023-11-15,743,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_11152023-743?packet=true,ok,52138161,747d293603ca46de66e45d14a653a5ac9d44598c27cf86a01c96a75d0dd2beaa,131,964421
2023-12-20,757,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_12202023-757?packet=true,ok,3026227,48c712fd8f67346c65b58a003b962451840e58ebcba9e5260549cbe4fb462015,69,178045
2024-01-17,764,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_01172024-764?packet=true,ok,7762098,e3cbac077a4db3a8d9c03a0402f8134448dc9299141733255fea0c09d245b59f,142,312413
2024-02-21,776,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_02212024-776?packet=true,ok,31749853,9db092f536f7632ca3cbc2e9c306dbde29eb934d928e4a039d866a9744803e25,132,1396271
2024-02-28,780,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_02282024-780?packet=true,ok,14463666,52dfa13b34ede905fb213496581c2d12f3f8b412aedb1e2afd30d6bf3445f894,225,641631
2024-03-20,787,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_03202024-787?packet=true,ok,1092529,7ca7006ca934fbe7012b608d7c81e2f23399bcd8b5db701ea484e2de0c7707a9,43,132053
2024-04-17,796,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_04172024-796?packet=true,ok,31104405,888f354aa4c04d50a5f7be00a3f24e197dc9c53cfb053f0804f4d8e49543231a,101,1505145
2024-05-15,802,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_05152024-802?packet=true,ok,3080526,3d13cad52c4a679a62f6c31cf9d67e5707282df80815d63f713866f54d70f0e2,87,211009
2024-06-19,820,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_06192024-820?packet=true,ok,12837639,744eca14c96f156af288bd65f5092419b786dd0b0468107a292525b4df9b939a,124,407612
2024-07-17,829,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_07172024-829?packet=true,ok,23678050,3fc1c44d63676106fc334d785638d96502343b90debbc126adbce184248594da,108,1052366
2024-07-29,832,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_07292024-832?packet=true,ok,32631042,53e7f43882970d2ea1172f4ae89e43c8b37d8d50855a12a48c1b4b9af01613c7,35,285799
2024-08-21,836,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_08212024-836?packet=true,ok,50338534,682c06371ce517eb27f64caf4048aae6c9bb181bb259ce35613fe17979378c29,210,2417363
2024-09-18,845,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_09182024-845?packet=true,ok,2174863,28d21a6d313545bab837a4738b05694363f630c618d9ed60665e40fc81319b3f,57,147681
2024-10-16,852,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_10162024-852?packet=true,ok,58356991,e00c2ecd34d9a33a5056e06ca46c32d45a4ad4b27b0d528b33d20235cc939f67,162,2010071
2024-11-20,858,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_11202024-858?packet=true,ok,31376680,d3322e2e7aca8987cbe35fba49738d8a0c62a1015936eeeb31a9e19971e412cd,64,289109
2024-12-18,867,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_12182024-867?packet=true,ok,17938692,542549f894b7f6353c0d716f74802bf30a1047140d3fd6bcb14d3910d9d3abde,89,1359254
2025-01-15,872,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_01152025-872?packet=true,ok,4549136,4a8abea937b1459b556e7afd0fe429a61647f500ec32d52b8faf0ec943d70019,19,38214
2025-02-19,883,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_02192025-883?packet=true,ok,1511209,7eb7ea4200562c64a6ddd8cc566b7de559cc7e5a896392927291d48ce10b17b8,76,181465
2025-02-26,884,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_02262025-884?packet=true,ok,73831493,4074cc91fe7738d8be577a2f03689ead30684dad844a3af374172e19c63f0417,94,2739832
2025-03-19,891,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_03192025-891?packet=true,ok,15566685,e394597fd25911c870a22e45d19e9329fd986d6f680d7e30e7fab0d83deea6d6,70,960502
2025-04-16,901,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_04162025-901?packet=true,ok,13973470,7b5f788bc25049fd7a1b369f81abdf829a74001d62c0fe09efe3edc4265b7c45,46,90554
2025-06-18,934,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_06182025-934?packet=true,ok,37413130,1e22af5b5ac4d702e06965eb0d71fd56cbcedcf974ea7d0c90e01da23e7945e1,52,6595608
2025-07-16,940,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_07162025-940?packet=true,ok,165219,35588fbc64c83313fd857c6741cccf14ebd9cd1b75d678cf00a378d1006d492d,7,14497
2025-08-20,951,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_08202025-951?packet=true,ok,203759345,21b1bd7a945a6047d622523a63d667af489e6fe26902c68edb8240acfe074b54,242,7189464
2025-09-17,957,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_09172025-957?packet=true,ok,13012148,db2e8252c467e896733b1d06751e521acbbb1707b5b30f95fc5e41fc519d8dbb,71,511346
2025-10-15,966,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_10152025-966?packet=true,ok,75783817,a3a8f20ed28c6ceae64a3db92133409fbb3bbbb30fbfe3945fa60061a355d991,111,1023561
2025-11-19,978,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_11192025-978?packet=true,ok,318632729,91e6eca29caa12801b352061d750a0bdbfe684755536df9415b9c67d89440975,139,359108
2025-12-17,987,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_12172025-987?packet=true,ok,35080295,64f90b9c44c42bc6c3ec19f15d0f4e8adfc1f6f69d57448b92e8a9cf27482996,56,131032
2026-01-21,996,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_01212026-996?packet=true,ok,1750460,df039212fa0e5a993f0829627504a15528e8dfdd7d67697ad3a49197857a5183,93,214105
2026-02-18,1006,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_02182026-1006?packet=true,ok,121937999,459f3b08363ffbab42e39f10f7df3bbae288fe53ad1e32fcc37458ce4f7094e0,240,4123985
2026-03-18,1017,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_03182026-1017?packet=true,ok,4643662,6bc776b0d75d5d911d474166c2abe9ef1fb36aad4cc6bf9d0b0f2d68fb025e37,61,175723
2026-04-15,1026,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_04152026-1026?packet=true,ok,41292557,394745ae98d2b64e3af18b973d095ea1876d77941a9d0582e158732a59b1adeb,202,1283064
2026-05-20,1043,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_05202026-1043?packet=true,ok,35227455,b04e6f5ff20b1bd2f27a6ff2a0802064c36feea7dd535e8a90091143d2c7b602,270,2138374
2026-06-17,1060,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_06172026-1060?packet=true,ok,22788716,040860963a63dda15553fbef5aa214c187a056c0d064ba517015bb87c4eba460,90,1473966
