date,year,title,slug,path,source,source_url,format,body
2020-08-04,2020,Planning Commission Meeting,planning-commission,minutes/2020/2020-08-03/2020-08-04_planning-commission_wayback.md,wayback,http://cityofholladay.com/file/2020/12/080420-PC-Mtg.pdf,pdf-text,PlanningCommission
2020-08-18,2020,Planning Commission Meeting,planning-commission,minutes/2020/2020-08-17/2020-08-18_planning-commission_wayback.md,wayback,http://cityofholladay.com/file/2020/12/081820-PC-Mtg.pdf,pdf-text,PlanningCommission
2020-09-01,2020,Planning Commission Meeting,planning-commission,minutes/2020/2020-08-31/2020-09-01_planning-commission_wayback.md,wayback,http://cityofholladay.com/file/2020/12/090120-PC-Mtg.pdf,pdf-text,PlanningCommission
2020-09-15,2020,Planning Commission Meeting,planning-commission,minutes/2020/2020-09-14/2020-09-15_planning-commission_wayback.md,wayback,http://cityofholladay.com/file/2020/12/091520-PC-Mtg.pdf,pdf-text,PlanningCommission
2021-01-05,2021,Planning Commission Meeting,planning-commission,minutes/2021/2021-01-04/2021-01-05_planning-commission_wayback.md,wayback,http://cityofholladay.com/file/2021/05/010521-PC-Mtg.pdf,pdf-text,PlanningCommission
2021-01-19,2021,Planning Commission Meeting,planning-commission,minutes/2021/2021-01-18/2021-01-19_planning-commission_wayback.md,wayback,http://cityofholladay.com/file/2021/05/011921-PC-Mtg.pdf,pdf-text,PlanningCommission
2021-02-09,2021,Planning Commission Meeting,planning-commission,minutes/2021/2021-02-08/2021-02-09_planning-commission_wayback.md,wayback,http://cityofholladay.com/file/2021/05/020921-PC-Mtg.pdf,pdf-text,PlanningCommission
2021-02-23,2021,Planning Commission Meeting,planning-commission,minutes/2021/2021-02-22/2021-02-23_planning-commission_wayback.md,wayback,http://cityofholladay.com/file/2021/05/022321-PC-Mtg.pdf,pdf-text,PlanningCommission
2021-03-02,2021,Planning Commission Meeting,planning-commission,minutes/2021/2021-03-01/2021-03-02_planning-commission_wayback.md,wayback,http://cityofholladay.com/file/2021/05/030221-PC-Mtg.pdf,pdf-text,PlanningCommission
2021-03-16,2021,Planning Commission Meeting,planning-commission,minutes/2021/2021-03-15/2021-03-16_planning-commission_wayback.md,wayback,http://cityofholladay.com/file/2021/05/031621-PC-Mtg.pdf,pdf-text,PlanningCommission
2021-04-06,2021,Planning Commission Meeting,planning-commission,minutes/2021/2021-04-05/2021-04-06_planning-commission_wayback.md,wayback,http://cityofholladay.com/file/2021/05/040621-PC-Mtg.pdf,pdf-text,PlanningCommission
2021-05-04,2021,Planning Commission Meeting,planning-commission,minutes/2021/2021-05-03/2021-05-04_planning-commission_wayback.md,wayback,http://cityofholladay.com/file/2021/07/050421-PC-Mtg.pdf,pdf-text,PlanningCommission
2021-05-18,2021,Planning Commission Meeting,planning-commission,minutes/2021/2021-05-17/2021-05-18_planning-commission_wayback.md,wayback,http://cityofholladay.com/file/2021/07/051821-PC-Mtg-1.pdf,pdf-text,PlanningCommission
2021-06-01,2021,Planning Commission Meeting,planning-commission,minutes/2021/2021-05-31/2021-06-01_planning-commission_wayback.md,wayback,http://cityofholladay.com/file/2021/07/060121-PC-Mtg.pdf,pdf-text,PlanningCommission
2021-06-15,2021,Planning Commission Meeting,planning-commission,minutes/2021/2021-06-14/2021-06-15_planning-commission_wayback.md,wayback,http://cityofholladay.com/file/2021/07/061521-PC-Mtg.pdf,pdf-text,PlanningCommission
2022-03-15,2022,Planning Commission Meeting,planning-commission,minutes/2022/2022-03-14/2022-03-15_planning-commission_870747.md,pmn,https://www.utah.gov/pmn/files/870747.pdf,pdf-text,PlanningCommission
2022-04-05,2022,Planning Commission Meeting,planning-commission,minutes/2022/2022-04-04/2022-04-05_planning-commission_870745.md,pmn,https://www.utah.gov/pmn/files/870745.pdf,pdf-text,PlanningCommission
2022-05-03,2022,Planning Commission Meeting,planning-commission,minutes/2022/2022-05-02/2022-05-03_planning-commission_870743.md,pmn,https://www.utah.gov/pmn/files/870743.pdf,pdf-text,PlanningCommission
2022-05-17,2022,Planning Commission Meeting,planning-commission,minutes/2022/2022-05-16/2022-05-17_planning-commission_870741.md,pmn,https://www.utah.gov/pmn/files/870741.pdf,pdf-text,PlanningCommission
2022-07-12,2022,Planning Commission Meeting,planning-commission,minutes/2022/2022-07-11/2022-07-12_planning-commission_934075.md,pmn,https://www.utah.gov/pmn/files/934075.pdf,pdf-text,PlanningCommission
2022-08-16,2022,Planning Commission Meeting,planning-commission,minutes/2022/2022-08-15/2022-08-16_planning-commission_934073.md,pmn,https://www.utah.gov/pmn/files/934073.pdf,pdf-text,PlanningCommission
2022-08-30,2022,Planning Commission Meeting,planning-commission,minutes/2022/2022-08-29/2022-08-30_planning-commission_934065.md,pmn,https://www.utah.gov/pmn/files/934065.pdf,pdf-text,PlanningCommission
2022-09-13,2022,Planning Commission Meeting,planning-commission,minutes/2022/2022-09-12/2022-09-13_planning-commission_934061.md,pmn,https://www.utah.gov/pmn/files/934061.pdf,pdf-text,PlanningCommission
2022-09-27,2022,Planning Commission Meeting,planning-commission,minutes/2022/2022-09-26/2022-09-27_planning-commission_934057.md,pmn,https://www.utah.gov/pmn/files/934057.pdf,pdf-text,PlanningCommission
2022-10-04,2022,Planning Commission Meeting,planning-commission,minutes/2022/2022-10-03/2022-10-04_planning-commission_934059.md,pmn,https://www.utah.gov/pmn/files/934059.pdf,pdf-text,PlanningCommission
2022-12-06,2022,Planning Commission Meeting,planning-commission,minutes/2022/2022-12-05/2022-12-06_planning-commission_934053.md,pmn,https://www.utah.gov/pmn/files/934053.pdf,pdf-text,PlanningCommission
2024-01-09,2024,Planning Commission Meeting,planning-commission,minutes/2024/2024-01-08/2024-01-09_planning-commission_1119999.md,pmn,https://www.utah.gov/pmn/files/1119999.pdf,pdf-text,PlanningCommission
2024-01-23,2024,Planning Commission Meeting,planning-commission,minutes/2024/2024-01-22/2024-01-23_planning-commission_1162227.md,pmn,https://www.utah.gov/pmn/files/1162227.pdf,pdf-text,PlanningCommission
2024-02-06,2024,Planning Commission Meeting,planning-commission,minutes/2024/2024-02-05/2024-02-06_planning-commission_1119997.md,pmn,https://www.utah.gov/pmn/files/1119997.pdf,pdf-text,PlanningCommission
2024-02-20,2024,Planning Commission Meeting,planning-commission,minutes/2024/2024-02-19/2024-02-20_planning-commission_1190587.md,pmn,https://www.utah.gov/pmn/files/1190587.pdf,pdf-text,PlanningCommission
2024-03-05,2024,Planning Commission Meeting,planning-commission,minutes/2024/2024-03-04/2024-03-05_planning-commission_1119995.md,pmn,https://www.utah.gov/pmn/files/1119995.pdf,pdf-text,PlanningCommission
2024-03-19,2024,Planning Commission Meeting,planning-commission,minutes/2024/2024-03-18/2024-03-19_planning-commission_1190583.md,pmn,https://www.utah.gov/pmn/files/1190583.pdf,pdf-text,PlanningCommission
2024-04-02,2024,Planning Commission Meeting,planning-commission,minutes/2024/2024-04-01/2024-04-02_planning-commission_1190589.md,pmn,https://www.utah.gov/pmn/files/1190589.pdf,pdf-text,PlanningCommission
2024-04-16,2024,Planning Commission Meeting,planning-commission,minutes/2024/2024-04-15/2024-04-16_planning-commission_1190581.md,pmn,https://www.utah.gov/pmn/files/1190581.pdf,pdf-text,PlanningCommission
2024-05-07,2024,Planning Commission Meeting,planning-commission,minutes/2024/2024-05-06/2024-05-07_planning-commission_1200354.md,pmn,https://www.utah.gov/pmn/files/1200354.pdf,pdf-text,PlanningCommission
2024-05-21,2024,Planning Commission Meeting,planning-commission,minutes/2024/2024-05-20/2024-05-21_planning-commission_1190579.md,pmn,https://www.utah.gov/pmn/files/1190579.pdf,pdf-text,PlanningCommission
2024-06-04,2024,Planning Commission Meeting,planning-commission,minutes/2024/2024-06-03/2024-06-04_planning-commission_1190575.md,pmn,https://www.utah.gov/pmn/files/1190575.pdf,pdf-text,PlanningCommission
2024-06-25,2024,Planning Commission Meeting,planning-commission,minutes/2024/2024-06-24/2024-06-25_planning-commission_1190591.md,pmn,https://www.utah.gov/pmn/files/1190591.pdf,pdf-text,PlanningCommission
2024-07-16,2024,Planning Commission Meeting,planning-commission,minutes/2024/2024-07-15/2024-07-16_planning-commission_1190573.md,pmn,https://www.utah.gov/pmn/files/1190573.pdf,pdf-text,PlanningCommission
2024-08-20,2024,Planning Commission Meeting,planning-commission,minutes/2024/2024-08-19/2024-08-20_planning-commission_1190623.md,pmn,https://www.utah.gov/pmn/files/1190623.pdf,pdf-text,PlanningCommission
2024-10-01,2024,Planning Commission Meeting,planning-commission,minutes/2024/2024-09-30/2024-10-01_planning-commission_1200358.md,pmn,https://www.utah.gov/pmn/files/1200358.pdf,pdf-text,PlanningCommission
2024-11-19,2024,Planning Commission Meeting,planning-commission,minutes/2024/2024-11-18/2024-11-19_planning-commission_1230903.md,pmn,https://www.utah.gov/pmn/files/1230903.pdf,pdf-text,PlanningCommission
2024-12-03,2024,Planning Commission Meeting,planning-commission,minutes/2024/2024-12-02/2024-12-03_planning-commission_1230907.md,pmn,https://www.utah.gov/pmn/files/1230907.pdf,pdf-text,PlanningCommission
2025-01-07,2025,Planning Commission Meeting,planning-commission,minutes/2025/2025-01-06/2025-01-07_planning-commission_1230893.md,pmn,https://www.utah.gov/pmn/files/1230893.pdf,pdf-text,PlanningCommission
2025-03-04,2025,Planning Commission Meeting,planning-commission,minutes/2025/2025-03-03/2025-03-04_planning-commission_1260735.md,pmn,https://www.utah.gov/pmn/files/1260735.pdf,pdf-text,PlanningCommission
2025-03-18,2025,Planning Commission Meeting,planning-commission,minutes/2025/2025-03-17/2025-03-18_planning-commission_1260733.md,pmn,https://www.utah.gov/pmn/files/1260733.pdf,pdf-text,PlanningCommission
2025-04-01,2025,Planning Commission Meeting,planning-commission,minutes/2025/2025-03-31/2025-04-01_planning-commission_1260737.md,pmn,https://www.utah.gov/pmn/files/1260737.pdf,pdf-text,PlanningCommission
2025-06-24,2025,Planning Commission Meeting,planning-commission,minutes/2025/2025-06-23/2025-06-24_planning-commission_1373129.md,pmn,https://www.utah.gov/pmn/files/1373129.pdf,pdf-text,PlanningCommission
2025-09-30,2025,Planning Commission Meeting,planning-commission,minutes/2025/2025-09-29/2025-09-30_planning-commission_1456617.md,pmn,https://www.utah.gov/pmn/files/1456617.pdf,pdf-text,PlanningCommission
2025-10-07,2025,Planning Commission Meeting,planning-commission,minutes/2025/2025-10-06/2025-10-07_planning-commission_1369121.md,pmn,https://www.utah.gov/pmn/files/1369121.pdf,pdf-text,PlanningCommission
2025-10-21,2025,Planning Commission Meeting,planning-commission,minutes/2025/2025-10-20/2025-10-21_planning-commission_1369119.md,pmn,https://www.utah.gov/pmn/files/1369119.pdf,pdf-text,PlanningCommission
2025-10-28,2025,Planning Commission Meeting,planning-commission,minutes/2025/2025-10-27/2025-10-28_planning-commission_1369109.md,pmn,https://www.utah.gov/pmn/files/1369109.pdf,pdf-text,PlanningCommission
2025-12-02,2025,Planning Commission Meeting,planning-commission,minutes/2025/2025-12-01/2025-12-02_planning-commission_1373123.md,pmn,https://www.utah.gov/pmn/files/1373123.pdf,pdf-text,PlanningCommission
2025-12-16,2025,Planning Commission Meeting,planning-commission,minutes/2025/2025-12-15/2025-12-16_planning-commission_1456615.md,pmn,https://www.utah.gov/pmn/files/1456615.pdf,pdf-text,PlanningCommission
2026-01-06,2026,Planning Commission Meeting,planning-commission,minutes/2026/2026-01-05/2026-01-06_planning-commission_1456607.md,pmn,https://www.utah.gov/pmn/files/1456607.pdf,pdf-text,PlanningCommission
2026-03-03,2026,Planning Commission Meeting,planning-commission,minutes/2026/2026-03-02/2026-03-03_planning-commission_1456597.md,pmn,https://www.utah.gov/pmn/files/1456597.pdf,pdf-text,PlanningCommission
2026-03-24,2026,Planning Commission Meeting,planning-commission,minutes/2026/2026-03-23/2026-03-24_planning-commission_1456595.md,pmn,https://www.utah.gov/pmn/files/1456595.pdf,pdf-text,PlanningCommission
2026-04-21,2026,Planning Commission Meeting,planning-commission,minutes/2026/2026-04-20/2026-04-21_planning-commission_1456593.md,pmn,https://www.utah.gov/pmn/files/1456593.pdf,pdf-text,PlanningCommission
2026-04-28,2026,Planning Commission Meeting,planning-commission,minutes/2026/2026-04-27/2026-04-28_planning-commission_1456605.md,pmn,https://www.utah.gov/pmn/files/1456605.pdf,pdf-text,PlanningCommission
