date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,size_mb,stored_locally
2020-03-17,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_03172020-108,2026-07-05,text,none (raw retained),raw/2020-03-17/council_108_agenda.pdf,0.0115,yes
2020-03-24,Work Session Agenda,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_03242020-109,2026-07-05,text,none (raw retained),raw/2020-03-24/council_109_agenda.pdf,0.0075,yes
2020-04-07,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_04072020-111,2026-07-05,text,none (raw retained),raw/2020-04-07/council_111_agenda.pdf,0.0115,yes
2020-04-14,Work Session Agenda,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_04142020-110,2026-07-05,text,none (raw retained),raw/2020-04-14/council_110_agenda.pdf,0.0077,yes
2020-04-21,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_04212020-112,2026-07-05,text,none (raw retained),raw/2020-04-21/council_112_agenda.pdf,0.0106,yes
2020-04-28,City Council and Work Session Agenda,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_04282020-113,2026-07-05,text,none (raw retained),raw/2020-04-28/council_113_agenda.pdf,0.0081,yes
2020-05-05,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_05052020-114,2026-07-05,text,none (raw retained),raw/2020-05-05/council_114_agenda.pdf,0.0117,yes
2020-05-12,Work Session,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_05122020-115,2026-07-05,text,none (raw retained),raw/2020-05-12/council_115_agenda.pdf,0.007,yes
2020-05-19,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_05192020-116,2026-07-05,text,none (raw retained),raw/2020-05-19/council_116_agenda.pdf,0.012,yes
2020-05-26,Work Session Agenda,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_05262020-119,2026-07-05,text,none (raw retained),raw/2020-05-26/council_119_agenda.pdf,0.0074,yes
2020-06-02,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_06022020-118,2026-07-05,text,none (raw retained),raw/2020-06-02/council_118_agenda.pdf,0.0138,yes
2020-06-09,Work Session Agenda,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_06092020-117,2026-07-05,text,none (raw retained),raw/2020-06-09/council_117_agenda.pdf,0.0084,yes
2020-06-10,"The approved minutes of the Planning Commission Meeting held June 10, 2020.",PlanningCommission,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_06102020-126,2026-07-05,text,none (raw retained),raw/2020-06-10/pc_126_agenda.pdf,0.0649,yes
2020-06-10,"Public Hearing for the Planning Commission June 10, 2020.",PlanningCommission,public_hearing,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_06102020-127,2026-07-05,text,none (raw retained),raw/2020-06-10/pc_127_agenda.pdf,0.0553,yes
2020-06-16,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_06162020-121,2026-07-05,text,none (raw retained),raw/2020-06-16/council_121_agenda.pdf,0.012,yes
2020-06-23,Work Session Agenda,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_06232020-122,2026-07-05,text,none (raw retained),raw/2020-06-23/council_122_agenda.pdf,0.0063,yes
2020-07-07,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_07072020-124,2026-07-05,text,none (raw retained),raw/2020-07-07/council_124_agenda.pdf,0.0124,yes
2020-07-08,Planning Commission,PlanningCommission,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_07082020-125,2026-07-05,text,none (raw retained),raw/2020-07-08/pc_125_agenda.pdf,0.3131,yes
2020-07-14,Works Session,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_07142020-128,2026-07-05,text,none (raw retained),raw/2020-07-14/council_128_agenda.pdf,0.007,yes
2020-07-21,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_07212020-129,2026-07-05,text,none (raw retained),raw/2020-07-21/council_129_agenda.pdf,0.0118,yes
2020-08-04,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_08042020-130,2026-07-05,text,none (raw retained),raw/2020-08-04/council_130_agenda.pdf,0.0116,yes
2020-08-11,Work Session Agenda,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_08112020-131,2026-07-05,text,none (raw retained),raw/2020-08-11/council_131_agenda.pdf,0.0064,yes
2020-08-18,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_08182020-133,2026-07-05,text,none (raw retained),raw/2020-08-18/council_133_agenda.pdf,0.0117,yes
2020-08-25,Work Session and Regular Council,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_08252020-134,2026-07-05,text,none (raw retained),raw/2020-08-25/council_134_agenda.pdf,0.0076,yes
2020-09-01,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_09012020-135,2026-07-05,text,none (raw retained),raw/2020-09-01/council_135_agenda.pdf,0.0116,yes
2020-09-15,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_09152020-136,2026-07-05,text,none (raw retained),raw/2020-09-15/council_136_agenda.pdf,0.0122,yes
2020-09-22,Work Session and Regular Council Meeting,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_09222020-137,2026-07-05,text,none (raw retained),raw/2020-09-22/council_137_agenda.pdf,0.0076,yes
2020-10-06,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_10062020-138,2026-07-05,text,none (raw retained),raw/2020-10-06/council_138_agenda.pdf,0.0113,yes
2020-10-13,Work Session Agenda,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_10132020-139,2026-07-05,text,none (raw retained),raw/2020-10-13/council_139_agenda.pdf,0.007,yes
2020-10-14,Planning Commission Agenda,PlanningCommission,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_10142020-140,2026-07-05,text,none (raw retained),raw/2020-10-14/pc_140_agenda.pdf,0.2093,yes
2020-10-20,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_10202020-141,2026-07-05,text,none (raw retained),raw/2020-10-20/council_141_agenda.pdf,0.0123,yes
2020-10-27,Work Session and Regular Council,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_10272020-143,2026-07-05,text,none (raw retained),raw/2020-10-27/council_143_agenda.pdf,0.0074,yes
2020-11-03,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_11032020-142,2026-07-05,text,none (raw retained),raw/2020-11-03/council_142_agenda.pdf,0.0122,yes
2020-11-04,Planning Commission,PlanningCommission,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_11042020-144,2026-07-05,text,none (raw retained),raw/2020-11-04/pc_144_agenda.pdf,0.2095,yes
2020-11-10,Work Session Agenda,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_11102020-146,2026-07-05,text,none (raw retained),raw/2020-11-10/council_146_agenda.pdf,0.0077,yes
2020-11-17,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_11172020-145,2026-07-05,text,none (raw retained),raw/2020-11-17/council_145_agenda.pdf,0.0118,yes
2020-12-01,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_12012020-147,2026-07-05,text,none (raw retained),raw/2020-12-01/council_147_agenda.pdf,0.0121,yes
2020-12-15,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_12152020-148,2026-07-05,text,none (raw retained),raw/2020-12-15/council_148_agenda.pdf,0.012,yes
2021-01-05,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_01052021-149,2026-07-05,text,none (raw retained),raw/2021-01-05/council_149_agenda.pdf,0.0123,yes
2021-01-12,Work Session Agenda,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_01122021-150,2026-07-05,text,none (raw retained),raw/2021-01-12/council_150_agenda.pdf,0.0099,yes
2021-01-19,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_01192021-151,2026-07-05,text,none (raw retained),raw/2021-01-19/council_151_agenda.pdf,0.011,yes
2021-01-26,Work Session Agenda,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_01262021-152,2026-07-05,text,none (raw retained),raw/2021-01-26/council_152_agenda.pdf,0.0097,yes
2021-02-02,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_02022021-153,2026-07-05,text,none (raw retained),raw/2021-02-02/council_153_agenda.pdf,0.0256,yes
2021-02-09,Work Session,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_02092021-154,2026-07-05,text,none (raw retained),raw/2021-02-09/council_154_agenda.pdf,0.0071,yes
2021-02-16,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_02162021-155,2026-07-05,text,none (raw retained),raw/2021-02-16/council_155_agenda.pdf,0.0112,yes
2021-02-23,Work Session Agenda,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_02232021-156,2026-07-05,text,none (raw retained),raw/2021-02-23/council_156_agenda.pdf,0.0071,yes
2021-03-02,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_03022021-157,2026-07-05,text,none (raw retained),raw/2021-03-02/council_157_agenda.pdf,0.0116,yes
2021-03-09,Work Session Agenda,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_03092021-158,2026-07-05,text,none (raw retained),raw/2021-03-09/council_158_agenda.pdf,0.0074,yes
2021-03-10,Planning Commission Agenda,PlanningCommission,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_03102021-159,2026-07-05,text,none (raw retained),raw/2021-03-10/pc_159_agenda.pdf,0.2096,yes
2021-03-16,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_03162021-160,2026-07-05,text,none (raw retained),raw/2021-03-16/council_160_agenda.pdf,0.0271,yes
2021-03-23,Work Session,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_03232021-161,2026-07-05,text,none (raw retained),raw/2021-03-23/council_161_agenda.pdf,0.0067,yes
2021-04-06,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_04062021-162,2026-07-05,text,none (raw retained),raw/2021-04-06/council_162_agenda.pdf,0.0272,yes
2021-04-13,Work Session Agenda,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_04132021-163,2026-07-05,text,none (raw retained),raw/2021-04-13/council_163_agenda.pdf,0.0073,yes
2021-04-14,Planning Commission Agenda,PlanningCommission,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_04142021-164,2026-07-05,text,none (raw retained),raw/2021-04-14/pc_164_agenda.pdf,0.223,yes
2021-04-20,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_04202021-165,2026-07-05,text,none (raw retained),raw/2021-04-20/council_165_agenda.pdf,0.0119,yes
2021-04-27,Work Session Agenda,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_04272021-166,2026-07-05,text,none (raw retained),raw/2021-04-27/council_166_agenda.pdf,0.0067,yes
2021-05-04,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_05042021-167,2026-07-05,text,none (raw retained),raw/2021-05-04/council_167_agenda.pdf,0.0111,yes
2021-05-11,Work Session and Council Meeting,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_05112021-168,2026-07-05,text,none (raw retained),raw/2021-05-11/council_168_agenda.pdf,0.0116,yes
2021-05-12,Planning Commission PH and Meeting,PlanningCommission,public_hearing,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_05122021-169,2026-07-05,text,none (raw retained),raw/2021-05-12/pc_169_agenda.pdf,0.2249,yes
2021-05-18,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_05182021-170,2026-07-05,text,none (raw retained),raw/2021-05-18/council_170_agenda.pdf,0.0272,yes
2021-05-25,Budget Public Hearing/Work Session,Council,public_hearing+work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_05252021-171,2026-07-05,text,none (raw retained),raw/2021-05-25/council_171_agenda.pdf,0.0117,yes
2021-06-01,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_06012021-172,2026-07-05,text,none (raw retained),raw/2021-06-01/council_172_agenda.pdf,0.0124,yes
2021-06-08,Work Session/City Council Meeting,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_06082021-173,2026-07-05,text,none (raw retained),raw/2021-06-08/council_173_agenda.pdf,0.0084,yes
2021-06-09,Planning Commission Meeting,PlanningCommission,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_06092021-174,2026-07-05,text,none (raw retained),raw/2021-06-09/pc_174_agenda.pdf,0.2228,yes
2021-06-15,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_06152021-175,2026-07-05,text,none (raw retained),raw/2021-06-15/council_175_agenda.pdf,0.027,yes
2021-06-22,Work Session/Regular City Council,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_06222021-176,2026-07-05,text,none (raw retained),raw/2021-06-22/council_176_agenda.pdf,0.0074,yes
2021-07-06,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_07062021-177,2026-07-05,text,none (raw retained),raw/2021-07-06/council_177_agenda.pdf,0.0267,yes
2021-07-13,Work Session Agenda,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_07132021-178,2026-07-05,text,none (raw retained),raw/2021-07-13/council_178_agenda.pdf,0.0074,yes
2021-07-14,Planning Commission Meeting,PlanningCommission,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_07142021-179,2026-07-05,text,none (raw retained),raw/2021-07-14/pc_179_agenda.pdf,0.0063,yes
2021-07-20,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_07202021-180,2026-07-05,text,none (raw retained),raw/2021-07-20/council_180_agenda.pdf,0.0145,yes
2021-07-27,Community Reinvestment Agency Agenda,CRA,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_07272021-182,2026-07-05,text,none (raw retained),raw/2021-07-27/cra_182_agenda.pdf,0.006,yes
2021-07-27,Work Session Agenda,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_07272021-181,2026-07-05,text,none (raw retained),raw/2021-07-27/council_181_agenda.pdf,0.0074,yes
2021-07-27,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_07272021-183,2026-07-05,text,none (raw retained),raw/2021-07-27/council_183_agenda.pdf,0.0261,yes
2021-08-03,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_08032021-184,2026-07-05,text,none (raw retained),raw/2021-08-03/council_184_agenda.pdf,0.0261,yes
2021-08-10,Work Session Agenda,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_08102021-185,2026-07-05,text,none (raw retained),raw/2021-08-10/council_185_agenda.pdf,0.007,yes
2021-08-17,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_08172021-186,2026-07-05,text,none (raw retained),raw/2021-08-17/council_186_agenda.pdf,0.0271,yes
2021-08-24,Work Session Agenda,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_08242021-187,2026-07-05,text,none (raw retained),raw/2021-08-24/council_187_agenda.pdf,0.0078,yes
2021-09-08,Planning Commission Meeting/Public Hearing,PlanningCommission,public_hearing,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_09082021-188,2026-07-05,text,none (raw retained),raw/2021-09-08/pc_188_agenda.pdf,0.0223,yes
2021-09-14,Work Session Agenda,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_09142021-189,2026-07-05,text,none (raw retained),raw/2021-09-14/council_189_agenda.pdf,0.0108,yes
2021-09-21,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_09212021-190,2026-07-05,text,none (raw retained),raw/2021-09-21/council_190_agenda.pdf,0.0132,yes
2021-09-28,Work Session Agenda,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_09282021-191,2026-07-05,text,none (raw retained),raw/2021-09-28/council_191_agenda.pdf,0.0078,yes
2021-10-05,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_10052021-192,2026-07-05,text,none (raw retained),raw/2021-10-05/council_192_agenda.pdf,0.0113,yes
2021-10-19,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_10192021-193,2026-07-05,text,none (raw retained),raw/2021-10-19/council_193_agenda.pdf,0.0257,yes
2021-10-26,Work Session Agenda,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_10262021-194,2026-07-05,text,none (raw retained),raw/2021-10-26/council_194_agenda.pdf,0.0211,yes
2021-10-27,Planning Commission Agenda,PlanningCommission,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_10272021-195,2026-07-05,text,none (raw retained),raw/2021-10-27/pc_195_agenda.pdf,0.0198,yes
2021-11-02,Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_11022021-196,2026-07-05,text,none (raw retained),raw/2021-11-02/council_196_agenda.pdf,0.1112,yes
2021-11-09,Work Session,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_11092021-198,2026-07-05,text,none (raw retained),raw/2021-11-09/council_198_agenda.pdf,0.0073,yes
2021-11-10,Planning Commission Agenda,PlanningCommission,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_11102021-197,2026-07-05,text,none (raw retained),raw/2021-11-10/pc_197_agenda.pdf,0.0065,yes
2021-11-16,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_11162021-199,2026-07-05,text,none (raw retained),raw/2021-11-16/council_199_agenda.pdf,0.0127,yes
2021-11-23,Work Session Agenda,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_11232021-200,2026-07-05,text,none (raw retained),raw/2021-11-23/council_200_agenda.pdf,0.0068,yes
2021-12-07,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_12072021-201,2026-07-05,text,none (raw retained),raw/2021-12-07/council_201_agenda.pdf,0.0104,yes
2021-12-08,Planning Commission Agenda,PlanningCommission,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_12082021-202,2026-07-05,text,none (raw retained),raw/2021-12-08/pc_202_agenda.pdf,0.0085,yes
2021-12-14,Work Session Agenda,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_12142021-203,2026-07-05,text,none (raw retained),raw/2021-12-14/council_203_agenda.pdf,0.0066,yes
2021-12-21,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_12212021-204,2026-07-05,text,none (raw retained),raw/2021-12-21/council_204_agenda.pdf,0.0129,yes
2022-01-04,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_01042022-205,2026-07-05,text,none (raw retained),raw/2022-01-04/council_205_agenda.pdf,0.0108,yes
2022-01-11,Work Session Agenda,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_01112022-206,2026-07-05,text,none (raw retained),raw/2022-01-11/council_206_agenda.pdf,0.0057,yes
2022-01-12,Planning Commission Agenda,PlanningCommission,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_01122022-212,2026-07-05,text,none (raw retained),raw/2022-01-12/pc_212_agenda.pdf,0.0226,yes
2022-01-18,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_01182022-207,2026-07-05,text,none (raw retained),raw/2022-01-18/council_207_agenda.pdf,0.026,yes
2022-01-19,Planning Commission Work Session Agenda,PlanningCommission,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_01192022-213,2026-07-05,text,none (raw retained),raw/2022-01-19/pc_213_agenda.pdf,0.0057,yes
2022-01-25,Work Session Agenda,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_01252022-208,2026-07-05,text,none (raw retained),raw/2022-01-25/council_208_agenda.pdf,0.0082,yes
2022-02-01,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_02012022-209,2026-07-05,text,none (raw retained),raw/2022-02-01/council_209_agenda.pdf,0.0836,yes
2022-02-08,Work Session Agenda,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_02082022-210,2026-07-05,text,none (raw retained),raw/2022-02-08/council_210_agenda.pdf,0.007,yes
2022-02-09,Planning Commission,PlanningCommission,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_02092022-211,2026-07-05,text,none (raw retained),raw/2022-02-09/pc_211_agenda.pdf,0.0226,yes
2022-02-15,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_02152022-214,2026-07-05,text,none (raw retained),raw/2022-02-15/council_214_agenda.pdf,0.0107,yes
2022-02-16,Planning Commission Work Session,PlanningCommission,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_02162022-215,2026-07-05,scanned,none (raw retained),raw/2022-02-16/pc_215_agenda.pdf,0.0071,yes
2022-03-01,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_03012022-216,2026-07-05,text,none (raw retained),raw/2022-03-01/council_216_agenda.pdf,0.0126,yes
2022-03-09,Planning Commission Agenda,PlanningCommission,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_03092022-228,2026-07-05,text,none (raw retained),raw/2022-03-09/pc_228_agenda.pdf,0.0148,yes
2022-03-15,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_03152022-217,2026-07-05,text,none (raw retained),raw/2022-03-15/council_217_agenda.pdf,0.0125,yes
2022-03-22,Work Session Agenda,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_03222022-218,2026-07-05,text,none (raw retained),raw/2022-03-22/council_218_agenda.pdf,0.007,yes
2022-04-05,City Council Meeting,Council,regular,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_04052022-219,2026-07-05,text,none (raw retained),raw/2022-04-05/council_219_agenda.pdf,0.0118,yes
2022-04-12,Work Session Agenda,Council,work_session,agenda,https://www.nephi.utah.gov/AgendaCenter/ViewFile/Agenda/_04122022-220,2026-07-05,text,none (raw retained),raw/2022-04-12/council_220_agenda.pdf,0.0077,yes
