referral_id,primary_application_id,primary_body,related_application_id,related_body,match_method,confidence,shared_address,subject_score,primary_date,related_date,gap_days,note
27,4548,Council,4540,PlanningCommission,address+subject,high,8170 e highland; 8215 s rossett green,1.0,2021-09-07,2021-08-19,19,
28,4553,Council,3988,PlanningCommission,subject,low,,0.655,2021-09-07,2020-07-16,418,
29,4584,Council,4552,PlanningCommission,subject,medium,,1.0,2021-09-28,2021-09-02,26,
30,4584,Council,4583,PlanningCommission,subject,medium,,1.0,2021-09-28,2021-09-23,5,
31,4592,Council,4572,PlanningCommission,subject,medium,,0.939,2021-10-05,2021-09-16,19,
32,4592,Council,4573,PlanningCommission,address+subject,high,11237 s 700 e,0.905,2021-10-05,2021-09-16,19,
33,4592,Council,4574,PlanningCommission,address+subject,high,11237 s 700 e,0.905,2021-10-05,2021-09-16,19,
34,4618,Council,4600,PlanningCommission,subject,medium,,1.0,2021-11-16,2021-10-07,40,
35,4690,Council,4643,PlanningCommission,subject,medium,,1.0,2021-12-07,2021-11-04,33,
36,4693,Council,4676,PlanningCommission,address+subject,high,1286 e spring ridge,1.0,2021-12-07,2021-11-18,19,
37,4699,Council,4288,PlanningCommission,subject,medium,,0.801,2021-12-07,2021-02-18,292,
38,4699,Council,4695,PlanningCommission,subject,medium,,1.0,2021-12-07,2021-12-02,5,
39,4907,Council,4886,PlanningCommission,subject,medium,,0.307,2022-06-07,2022-05-05,33,
40,5038,Council,4937,PlanningCommission,address+subject,high,285 e 11000 s,0.214,2022-08-16,2022-06-16,61,
41,5080,Council,5079,PlanningCommission,address+subject,high,3170 e little cottonwood,1.0,2022-10-18,2022-10-06,12,
42,5080,Council,5393,PlanningCommission,subject,low,3170 e little cottonwood,0.93,2022-10-18,2023-06-01,-226,
43,5081,Council,5056,PlanningCommission,address+subject,high,7635 s 300 e,0.809,2022-10-04,2022-09-01,33,
44,5137,Council,5057,PlanningCommission,subject,medium,,1.0,2022-11-15,2022-09-01,75,
45,5295,Council,5250,PlanningCommission,address+subject,high,963 e 8600 s,0.701,2023-03-21,2023-02-16,33,
46,5434,Council,5414,PlanningCommission,subject,medium,,1.0,2023-07-18,2023-06-15,33,
47,5458,Council,5449,PlanningCommission,subject,medium,,1.0,2023-08-08,2023-07-20,19,
48,5470,Council,5448,PlanningCommission,address+subject,high,10600 s 1000 e,1.0,2023-08-29,2023-07-20,40,
49,5470,Council,5605,PlanningCommission,subject,low,10600 s 1000 e,1.0,2023-08-29,2023-11-02,-65,
50,5499,Council,5482,PlanningCommission,address+subject,high,11489 s oberland,0.958,2023-08-29,2023-08-03,26,
51,5499,Council,5491,PlanningCommission,address+subject,high,11489 s oberland,1.0,2023-08-29,2023-08-03,26,
52,5508,Council,5531,PlanningCommission,address+subject,high,3295 e deer hollow,0.828,2023-08-29,2023-09-21,-23,
53,5518,Council,4937,PlanningCommission,subject,low,285 e 11000 s,0.801,2023-08-29,2022-06-16,439,
54,5518,Council,5392,PlanningCommission,address+subject,high,285 e 11000 s,1.0,2023-08-29,2023-06-01,89,
55,5518,Council,5489,PlanningCommission,address+subject,high,285 e 11000 s,0.988,2023-08-29,2023-08-03,26,
56,5518,Council,5490,PlanningCommission,address+subject,high,285 e 11000 s,0.401,2023-08-29,2023-08-03,26,
57,5519,Council,5392,PlanningCommission,address+subject,high,285 e 11000 s,0.401,2023-08-29,2023-06-01,89,
58,5519,Council,5489,PlanningCommission,address+subject,high,285 e 11000 s,0.394,2023-08-29,2023-08-03,26,
59,5519,Council,5490,PlanningCommission,address+subject,high,285 e 11000 s,1.0,2023-08-29,2023-08-03,26,
60,5540,Council,5529,PlanningCommission,subject,medium,,1.0,2023-10-03,2023-09-07,26,
61,5564,Council,5515,PlanningCommission,subject,medium,,1.0,2023-10-03,2023-09-07,26,
62,5578,Council,5400,PlanningCommission,address+subject,high,109 w 11000 s,0.727,2023-10-03,2023-06-01,124,
63,5578,Council,5510,PlanningCommission,address+subject,high,109 w 11000 s,1.0,2023-10-03,2023-08-17,47,
64,5578,Council,5512,PlanningCommission,address+subject,high,109 w 11000 s,0.864,2023-10-03,2023-08-17,47,
65,5627,Council,5448,PlanningCommission,address+subject,high,10600 s 1000 e,1.0,2023-11-28,2023-07-20,131,
66,5627,Council,5605,PlanningCommission,address+subject,high,10600 s 1000 e,1.0,2023-11-28,2023-11-02,26,
67,5634,Council,5618,PlanningCommission,address+subject,high,10254 s dimple dell,1.0,2023-11-28,2023-11-16,12,
68,5654,Council,5652,PlanningCommission,subject,medium,,1.0,2024-01-09,2023-12-14,26,
69,5655,Council,5651,PlanningCommission,subject,medium,,1.0,2023-12-19,2023-12-14,5,
70,5715,Council,5656,PlanningCommission,subject,medium,,0.858,2024-01-30,2023-12-14,47,
71,5748,Council,5550,PlanningCommission,subject,medium,,1.0,2024-02-27,2023-09-21,159,
72,5748,Council,5712,PlanningCommission,subject,medium,,1.0,2024-02-27,2024-02-01,26,
73,5776,Council,5765,PlanningCommission,subject,medium,,1.0,2024-03-26,2024-03-07,19,
74,5790,Council,5770,PlanningCommission,subject,medium,,0.785,2024-03-19,2024-03-07,12,
75,5814,Council,5778,PlanningCommission,subject,medium,,1.0,2024-04-16,2024-04-04,12,
76,5829,Council,5464,PlanningCommission,address+subject,high,8700 s 700 w,0.609,2024-04-16,2023-07-20,271,
77,5829,Council,5805,PlanningCommission,address+subject,high,8700 s 700 w,1.0,2024-04-16,2024-04-04,12,
78,5829,Council,6147,PlanningCommission,subject,low,8700 s 700 w,1.0,2024-04-16,2025-01-16,-275,
79,5830,Council,5804,PlanningCommission,address+subject,high,886 e 7800 s,1.0,2024-04-16,2024-04-04,12,
80,5895,Council,5857,PlanningCommission,subject,medium,,1.0,2024-06-18,2024-05-16,33,
81,5898,Council,5850,PlanningCommission,subject,medium,,1.0,2024-06-18,2024-05-16,33,
82,5913,Council,5864,PlanningCommission,subject,medium,,1.0,2024-06-18,2024-05-16,33,
83,5941,Council,5928,PlanningCommission,subject,medium,,1.0,2024-07-30,2024-07-18,12,
84,5943,Council,5935,PlanningCommission,subject,medium,,1.0,2024-07-30,2024-07-18,12,
85,5998,Council,5981,PlanningCommission,address+subject,high,9643 s glacier park,1.0,2024-09-24,2024-09-19,5,
86,6044,Council,5982,PlanningCommission,subject,medium,,1.0,2024-10-15,2024-09-19,26,
87,6100,Council,6086,PlanningCommission,subject,medium,,1.0,2024-12-10,2024-11-21,19,
88,6101,Council,6085,PlanningCommission,address+subject,high,10175 s dimple dell,1.0,2024-12-10,2024-11-21,19,
89,6122,Council,6087,PlanningCommission,address,low,886 e 7800 s,0.127,2024-12-17,2024-11-21,26,
90,6140,Council,6045,PlanningCommission,subject,medium,,0.5,2025-01-07,2024-10-17,82,
91,6148,Council,6114,PlanningCommission,address+subject,high,10191 s dimple dell,1.0,2025-01-21,2024-12-19,33,
92,6149,Council,6112,PlanningCommission,address+subject,high,2182 e creek,1.0,2025-01-21,2024-12-19,33,
93,6150,Council,6115,PlanningCommission,address+subject,high,2136 e willow park,1.0,2025-01-21,2024-12-19,33,
94,6261,Council,5867,PlanningCommission,subject,medium,,0.56,2025-04-29,2024-05-16,348,
95,6278,Council,6253,PlanningCommission,address+subject,high,10665 s dimple dell; 3075 e deer hollow,1.0,2025-05-20,2025-05-15,5,
96,6332,Council,6323,PlanningCommission,subject,medium,,1.0,2025-07-15,2025-06-19,26,
97,6336,Council,6324,PlanningCommission,subject,medium,,0.559,2025-07-15,2025-06-19,26,
98,6391,Council,6352,PlanningCommission,address+subject,high,3320 e old wasatch; 3342 e little cottonwood; 9820 s wasatch,1.0,2025-08-26,2025-08-07,19,
99,6413,Council,6411,PlanningCommission,subject,medium,,1.0,2025-09-30,2025-09-04,26,
100,6425,Council,6411,PlanningCommission,subject,medium,,0.861,2025-09-30,2025-09-04,26,
101,6434,Council,6430,PlanningCommission,address+subject,high,8564 s 1000 e; 8590 s 1000 e,1.0,2025-09-30,2025-09-18,12,
102,6451,Council,6446,PlanningCommission,subject,medium,,1.0,2025-11-11,2025-10-16,26,
103,6527,Council,6526,PlanningCommission,address+subject,high,2935 e dimple dell,1.0,2026-01-20,2026-01-15,5,
104,6540,Council,6495,PlanningCommission,subject,medium,,1.0,2026-01-20,2025-12-04,47,
105,6796,Council,6649,PlanningCommission,address+subject,high,9565 s wasatch,1.0,2026-05-12,2026-03-19,54,
106,6796,Council,6776,PlanningCommission,address+subject,high,9565 s wasatch,1.0,2026-05-12,2026-05-07,5,
107,6797,Council,6777,PlanningCommission,address+subject,high,9521 s ksel,1.0,2026-05-19,2026-05-07,12,
108,1000006,Council,4240,PlanningCommission,subject,medium,,1.0,2021-02-16,2021-01-21,26,
109,1000007,Council,4288,PlanningCommission,subject,medium,,0.691,2021-03-23,2021-02-18,33,
110,1000016,Council,6067,PlanningCommission,subject,medium,,0.992,2024-11-12,2024-11-07,5,
111,1000017,Council,6069,PlanningCommission,address,low,10479 s dimple dell,0.706,2024-11-12,2024-11-07,5,
112,1000018,Council,6071,PlanningCommission,address,low,1491 e 8425 s; 8411 s 1475 e,0.66,2024-11-12,2024-11-07,5,
113,1000019,Council,6073,PlanningCommission,address,low,2162 e creek,0.743,2024-11-12,2024-11-07,5,
114,1000020,Council,5976,PlanningCommission,subject,medium,,0.797,2025-02-04,2024-10-17,110,
115,1000021,Council,6351,PlanningCommission,subject,medium,,0.84,2025-08-26,2025-08-07,19,
116,1000023,Council,6650,PlanningCommission,address,low,10424 s dimple dell,0.619,2026-04-07,2026-03-19,19,
