legistar_event_id,legistar_body_id,event_date,event_time,location,agenda_status,minutes_status,meeting_id
1427,138,2020-07-21,5:15 PM,Online Meeting,Final,Final,33
1428,138,2020-07-28,5:15 PM,Online Meeting,Final,Final,34
1430,138,2020-08-11,5:15 PM,Online Meeting,Final,Final,36
1431,138,2020-08-18,5:15 PM,Online Meeting,Final-revised,Final,37
1432,138,2020-08-25,5:15 PM,Online Meeting,Final,Final,39
1433,138,2020-09-01,5:15 PM,Online Meeting,Final,Final,40
1434,138,2020-09-08,5:15 PM,Online Meeting,Final-revised,Final,42
1435,138,2020-09-15,5:15 PM,Online Meeting,Final,Final,43
1436,138,2020-09-22,5:15 PM,Online Meeting,Final,Final,45
1438,138,2020-10-06,5:15 PM,Online Meeting,Final,Final,47
1439,138,2020-10-13,5:15 PM,Online Meeting,Final-revised,Final,48
1440,138,2020-10-20,5:15 PM,Online Meeting,Final,Final,50
1441,138,2020-10-27,5:15 PM,Online Meeting,Final,Final,51
1442,138,2020-11-03,5:15 PM,Online Meeting,Final,Final,52
1443,138,2020-11-10,5:15 PM,Online Meeting,Final,Final,54
1444,138,2020-11-17,5:15 PM,Online Meeting,Final,Final,55
1447,138,2020-12-08,5:15 PM,Online Meeting,Final,Final,59
1448,138,2020-12-15,5:15 PM,Online Meeting,Final-revised,Final,60
1456,140,2020-02-06,6:15 PM,Council Chambers,Final,Final,5
1457,140,2020-02-20,6:15 PM,Council Chambers,Final,Final,8
1458,140,2020-03-05,6:15 PM,Council Chambers,Final,Final,11
1459,140,2020-03-19,6:15 PM,Council Chambers,Final,Draft,
1460,140,2020-04-02,6:15 PM,Council Chambers,Final,Draft,
1461,140,2020-04-16,4:30 PM,Council Chambers,Final,Final,
1466,138,2020-02-19,4:00 PM,Council Chambers,Final-revised,Final,7
1468,140,2020-04-02,4:30 PM,Electronic Meeting,Final,Final,
1469,140,2020-05-07,6:30 PM,On-line Meeting,Final-revised,Final,16
1473,140,2020-05-21,6:15 PM,On-Line Meeting,Final,Final,19
1474,140,2020-06-04,6:15 PM,On-line meeting,Final,Final,22
1477,140,2020-06-18,6:15 PM,On-line Meeting,Final,Final,25
1479,140,2020-07-02,6:15 PM,On-line meeting,Final,Draft,
1480,140,2020-07-16,6:15 PM,On-line Meeting,Final,Final,32
1481,140,2020-08-06,5:30 PM,On-line Meeting,Final,Final,35
1482,140,2020-08-20,6:15 PM,On-line meeting,Final,Final,38
1483,138,2020-06-25,5:15 PM,Online Meeting,Final-revised,Final,27
1486,140,2020-09-03,6:15 PM,On-line meeting,Final,Final,41
1487,140,2020-09-17,6:15 PM,On-Line Meeting,Final,Final,44
1496,138,2020-09-23,5:15 PM,*eComment Test Meeting*,Final,Draft,
1497,140,2020-10-15,6:15 PM,On-line Meeting,Final,Final,49
1498,140,2020-10-01,6:15 PM,On-line Meeting,Final,Final,46
1499,140,2020-11-05,6:15 PM,On-line Meeting,Final,Final,53
1500,140,2020-11-19,6:15 PM,On-line Meeting,Final,Final,56
1501,140,2020-12-03,6:15 PM,On-line Meeting,Final,Final,58
1502,140,2020-12-17,6:30 PM,On-line Meeting,Final-revised,Final,61
1509,138,2020-11-30,5:30 PM,Online Meeting,Final,Final,57
1511,138,2021-01-05,5:15 PM,Online Meeting,Final,Final,62
1512,138,2021-01-12,5:15 PM,Online Meeting,Final,Final,63
1513,138,2021-01-19,5:15 PM,Online Meeting,Final,Final,64
1514,138,2021-01-26,5:15 PM,Online Meeting,Final,Final,66
1515,138,2021-02-02,5:15 PM,Online Meeting,Final,Final,67
1516,138,2021-02-09,5:15 PM,Online Meeting,Final,Final,68
1517,138,2021-02-16,5:15 PM,Online Meeting,Final,Final,69
1518,138,2021-02-23,5:15 PM,Online Meeting,Final,Final,71
1519,138,2021-03-02,5:15 PM,Online Meeting,Final-revised,Final,72
1520,138,2021-03-09,5:15 PM,Online Meeting,Final,Final,74
1521,138,2021-03-16,5:15 PM,Online Meeting,Final,Final,75
1522,138,2021-03-23,5:15 PM,Online Meeting,Final,Final,77
1524,138,2021-04-06,5:15 PM,Online Meeting,Final-revised,Final,79
1525,138,2021-04-13,5:15 PM,Online Meeting,Final,Final,80
1526,138,2021-04-20,5:15 PM,Online Meeting,Final,Final,82
1527,138,2021-04-27,5:15 PM,Online Meeting,Final,Final,83
1528,138,2021-05-04,5:15 PM,Online Meeting,Final,Final,84
1529,138,2021-05-11,5:15 PM,Online Meeting,Final,Final,86
1530,138,2021-05-18,5:15 PM,Online Meeting,Final,Final,87
1531,138,2021-05-25,5:15 PM,Online Meeting,Final,Final,
1532,138,2021-06-01,5:15 PM,City Hall & Online,Final,Final,89
1533,138,2021-06-08,5:15 PM,City Hall & Online,Final,Final,92
1534,138,2021-06-15,5:15 PM,City Hall and Online,Final,Final,93
1535,138,2021-06-22,5:15 PM,City Hall & Online,Final,Final,95
1536,138,2021-06-29,5:15 PM,City Hall & Online,Final,Final,96
1538,138,2021-07-13,5:15 PM,City Hall & Online,Final,Final,97
1539,138,2021-07-20,5:15 PM,City Hall & Online,Final-revised,Final,98
1540,138,2021-07-27,5:15 PM,City Hall & Online,Final,Final,99
1542,138,2021-08-10,5:15 PM,City Hall & Online,Final,Final,
1543,138,2021-08-17,5:15 PM,City Hall & Online,Final-revised,Draft,100
1544,138,2021-08-24,5:15 PM,City Hall & Online,Final,Draft,
1546,138,2021-09-07,5:15 PM,City Hall & Online,Final,Draft,103
1547,138,2021-09-14,5:15 PM,City Hall & Online,Final,Draft,104
1548,138,2021-09-21,5:15 PM,City Hall & Online,Final,Draft,106
1549,138,2021-09-28,5:15 PM,City Hall & Online,Final-revised,Draft,108
1550,138,2021-10-05,5:15 PM,City Hall & Online,Final,Draft,109
1551,138,2021-10-12,5:15 PM,City Hall & Online,Final,Draft,111
1552,138,2021-10-19,5:15 PM,City Hall & Online,Final,Draft,112
1553,138,2021-10-26,5:15 PM,City Hall & Online,Final,Draft,
1555,138,2021-11-09,5:15 PM,City Hall & Online,Final,Draft,115
1557,138,2021-11-16,5:15 PM,City Hall & Online,Final,Draft,116
1560,138,2021-12-07,5:15 PM,City Hall & Online,Final,Draft,120
1561,138,2021-12-14,5:15 PM,City Hall & Online,Final,Draft,121
1566,140,2021-01-07,6:15 PM,Council Chambers,Final,Draft,
1567,140,2021-01-21,6:15 PM,On-line Meeting,Final,Final,65
1568,140,2021-02-04,6:15 PM,On-line Meeting,Final,Draft,
1569,140,2021-02-18,6:15 PM,On-line Meeting,Final-revised,Final,70
1570,140,2021-03-04,6:15 PM,On-line Meeting,Final,Final,73
1571,140,2021-03-18,6:15 PM,On-line Meeting,Final,Final,76
1573,139,2021-02-11,5:15 PM,On-line Meeting,Final,Final,
1578,140,2021-04-01,6:15 PM,On-line Meeting,Final,Final,78
1579,140,2021-04-15,6:15 PM,On-line Meeting,Final,Final,81
1580,140,2021-05-06,6:15 PM,On-line Meeting,Final,Final,85
1581,140,2021-05-20,6:15 PM,On-line Meeting,Final,Final,88
1587,140,2021-06-03,6:15 PM,On-line,Final,Final,91
1588,140,2021-06-17,6:15 PM,On-line,Final,Final,94
1589,140,2021-07-01,6:15 PM,Council Chambers,Final,Draft,
1590,140,2021-07-15,6:15 PM,On-Line,Final,Final,
1591,140,2021-08-05,6:15 PM,On-Line,Final,Final,
1592,140,2021-08-19,6:15 PM,On-Line,Final,Final,101
1593,140,2021-09-02,6:15 PM,On-Line,Final-revised,Final,102
1594,140,2021-09-16,6:15 PM,On-Line,Final-revised,Final,105
1596,140,2021-10-07,6:15 PM,On-line,Final,Final,110
1597,140,2021-10-21,6:15 PM,On-line,Final,Final,113
1598,140,2021-11-04,6:15 PM,On-line,Final,Final,114
1599,140,2021-11-18,5:30 PM,On-line,Final,Final,117
1604,140,2021-09-23,5:00 PM,On-line,Final,Final,107
1606,140,2021-12-02,6:15 PM,On-line,Final,Final,119
1607,140,2021-12-16,5:30 PM,On-line,Final,Final,122
1611,138,2021-11-18,6:00 PM,City Hall & Online,Final,Draft,118
1612,138,2021-11-22,5:30 PM,City Hall & Online,Final,Draft,
1615,138,2022-01-04,5:15 PM,City Hall & Online,Final,Final,123
1616,140,2022-01-20,6:15 PM,On-line,Final,Final,125
1617,140,2022-02-03,6:15 PM,On-line,Final,Final,128
1618,140,2022-02-17,6:15 PM,On-line,Final,Final,131
1619,140,2022-03-03,6:15 PM,On-line,Final,Final,
1620,140,2022-03-17,6:15 PM,On-line,Final,Final,135
1622,138,2022-01-18,5:15 PM,Online Only,Final-revised,Final,124
1623,138,2022-01-25,5:15 PM,Online,Final-revised,Final,126
1624,138,2022-02-01,5:15 PM,Online,Final,Final,127
1625,138,2022-02-08,5:15 PM,Online,Final,Final,129
1626,138,2022-02-15,5:15 PM,Online,Final,Final,130
1627,138,2022-02-22,5:15 PM,Online,Final,Final,132
1628,138,2022-03-01,5:15 PM,City Hall & Online,Final,Final,133
1630,138,2022-03-15,5:15 PM,City Hall & Online,Final,Final,134
1632,138,2022-03-29,5:15 PM,City Hall & Online,Final,Final,136
1634,139,2022-02-10,5:15 PM,On-line,Final,Final,
1636,138,2022-02-28,6:00 PM,City Hall & Online,Final,Final,
1637,138,2022-04-05,5:15 PM,City Hall & Online,Final,Final,137
1638,138,2022-04-12,5:15 PM,City Hall & Online,Final,Final,
1639,138,2022-04-19,5:15 PM,City Hall & Online,Final,Final,139
1640,138,2022-04-26,5:15 PM,City Hall & Online,Final,Final,
1641,138,2022-05-03,5:15 PM,City Hall & Online,Final,Final,141
1642,138,2022-05-10,5:15 PM,City Hall & Online,Final,Final,
1643,138,2022-05-17,5:15 PM,City Hall & Online,Final-revised,Final,143
1644,138,2022-05-24,5:15 PM,City Hall & Online,Final-revised,Final,145
1645,138,2022-05-31,5:15 PM,City Hall & Online,Final,Final,146
1646,138,2022-06-07,5:15 PM,City Hall & Online,Final-revised,Final,148
1647,138,2022-06-14,5:15 PM,City Hall & Online,Final,Final,149
1648,138,2022-06-21,5:15 PM,City Hall & Online,Final,Final,151
1649,138,2022-06-28,5:15 PM,City Hall & Online,Final-revised,Final,152
1650,140,2022-04-07,6:15 PM,On-Line,Final,Final,138
1651,140,2022-04-21,6:15 PM,City Hall & Online,Final,Final,140
1652,140,2022-05-05,6:15 PM,City Hall & Online,Final-revised,Final,142
1653,140,2022-05-19,6:15 PM,CIty Hall & Online,Final,Final,144
1655,138,2022-03-19,8:00 AM,Loveland Living Planet Aquarium,Final,Final,
1656,138,2022-03-28,6:00 PM,Sandy City Parks and Recreation,Final,Final,
1658,138,2022-04-25,6:00 PM,City Hall & Online,Final,Final,
1659,140,2022-06-02,6:15 PM,City Hall and On-line,Final,Final,147
1660,140,2022-06-16,6:15 PM,City Hall and On-line,Final,Final,150
1661,138,2022-05-16,6:00 PM,Sandy City Public Works,Final,Final,
1664,138,2022-07-12,5:15 PM,Tour of the Cairns,Final,Final,
1667,138,2022-07-19,5:15 PM,"City Hall, Room #341 and Online",Final,Final,
1669,138,2022-07-26,5:15 PM,City Hall and Online,Final-revised,Final,155
1671,138,2022-08-09,5:15 PM,City Hall and Online,Final,Final,156
1672,138,2022-08-16,5:15 PM,City Hall and Online,Final,Final,157
1673,138,2022-08-23,5:15 PM,Water Treatment Plant Tour,Final,Final,
1675,138,2022-09-06,5:15 PM,City Hall and Online,Final,Final,160
1676,138,2022-09-13,5:15 PM,City Hall and Online,Final,Final,161
1679,138,2022-09-20,5:15 PM,City Hall and Online,Final,Final,162
1681,138,2022-09-27,5:15 PM,Parks Facilities Tour,Final,Final,
1682,138,2022-10-04,5:15 PM,City Hall and Online,Final,Final,163
1683,138,2022-10-11,5:15 PM,City Hall and Online,Final,Final,165
1684,138,2022-10-18,5:15 PM,City Hall and Online,Final,Final,166
1685,138,2022-10-25,5:15 PM,City Hall and Online,Final,Final,167
1686,138,2022-11-01,6:00 PM,Salt Lake City Public Safety Building (475 S 300 E),Final,Draft,
1687,140,2022-07-07,6:15 PM,Council Chambers,Final,Final,153
1688,140,2022-07-21,6:15 PM,Council Chambers,Final,Final,154
1693,140,2022-08-18,6:15 PM,City Hall and Online,Final-revised,Final,158
1695,140,2022-09-01,6:15 PM,City Hall and Online,Final,Final,159
1696,139,2022-08-11,5:30 PM,City Hall and On-line,Final,Final,
1698,140,2022-10-06,6:15 PM,Council Chambers and Online,Final-revised,Final,164
1702,138,2022-11-08,5:15 PM,City Hall & Online,Final,Draft,169
1703,138,2022-11-15,5:15 PM,City Hall & Online,Final,Draft,170
1706,138,2022-12-06,5:15 PM,City Hall & Online,Final,Final,172
1707,138,2022-12-13,5:15 PM,City Hall & Online,Final-revised,Draft,173
1708,138,2022-12-20,5:15 PM,City Hall & Online,Final,Draft,175
1710,140,2022-11-03,6:15 PM,Council Chambers and Online,Final,Final,168
1711,140,2022-11-17,6:15 PM,Council Chambers,Final,Final,171
1712,140,2022-12-01,6:15 PM,Council Chambers,Final,Final,
1719,140,2022-12-15,6:15 PM,Council Chambers & Online,Final,Final,174
1721,140,2023-01-05,6:15 PM,Council Chambers,Final,Final,
1722,140,2023-01-19,6:15 PM,Council Chambers & Online,Final,Final,179
1723,138,2023-01-03,5:15 PM,City Hall & Online,Final,Final,176
1724,138,2023-01-10,5:15 PM,City Hall & Online,Final,Final,177
1725,138,2023-01-17,5:15 PM,City Hall & Online,Final,Final,178
1726,138,2023-01-24,5:15 PM,City Hall & Online,Final,Final,180
1727,138,2023-01-31,5:15 PM,City Hall & Online,Final,Final,181
1730,138,2023-02-14,5:15 PM,City Hall & Online,Final,Final,182
1731,138,2023-02-21,5:15 PM,City Hall & Online,Final,Final,184
1733,138,2023-03-07,5:15 PM,City Hall & Online,Final,Final,186
1734,138,2023-03-14,5:15 PM,City Hall & Online,Final,Final,
1735,138,2023-03-21,5:15 PM,City Hall & Online,Final,Final,188
1736,138,2023-03-28,5:15 PM,City Hall & Online,Final,Final,
1737,138,2023-04-04,5:15 PM,City Hall & Online,Final,Final,190
1738,138,2023-05-30,5:15 PM,City Hall & Online,Final,Draft,198
1739,138,2023-04-11,5:15 PM,City Hall & Online,Final,Draft,191
1740,138,2023-04-18,5:15 PM,City Hall & Online,Final,Final,192
1741,138,2023-04-25,5:30 PM,"Law Enforcement Driving Range, 4200 West, W 2600 N, Lehi, UT 84043",Final-revised,Draft,
1742,138,2023-05-02,5:15 PM,City Hall & Online,Final,Draft,193
1743,138,2023-05-09,5:15 PM,City Hall & Online,Final,Draft,195
1745,138,2023-06-06,5:15 PM,City Hall & Online,Final,Final,200
1746,138,2023-06-13,5:15 PM,City Hall & Online,Final-revised,Final,
1747,138,2023-06-20,5:15 PM,City Hall & Online,Final,Draft,202
1748,138,2023-06-27,5:15 PM,City Hall & Online,Final,Final,203
1750,138,2023-07-18,5:15 PM,City Hall & Online,Final,Final,205
1751,138,2023-07-11,5:15 PM,City Hall & Online,Final,Final,204
1752,138,2023-07-25,5:15 PM,City Hall & Online,Final,Final,207
1754,138,2023-08-08,5:15 PM,City Hall & Online,Final,Final,209
1756,138,2023-08-22,5:15 PM,City Hall & Online,Final,Final,211
1757,138,2023-08-29,5:15 PM,City Hall & Online,Final,Draft,212
1759,138,2023-09-12,6:30 PM,City Hall & Online,Final,Draft,214
1760,138,2023-09-19,5:15 PM,City Hall & Online,Final,Draft,215
1761,138,2023-09-26,5:15 PM,City Hall & Online,Final,Draft,217
1762,138,2023-10-03,5:15 PM,City Hall & Online,Final-revised,Draft,218
1763,138,2023-10-10,5:15 PM,City Hall & Online,Final,Draft,220
1764,138,2023-10-17,5:15 PM,City Hall & Online,Final,Draft,
1765,138,2023-10-24,5:15 PM,City Hall & Online,Final,Draft,
1767,138,2023-11-07,5:15 PM,City Hall & Online,Final-revised,Final,
1768,138,2023-11-14,5:15 PM,City Hall & Online,Final-revised,Final,222
1770,138,2023-11-28,5:15 PM,City Hall & Online,Final,Final,224
1772,138,2023-12-12,5:15 PM,City Hall (Multipurpose Room #341) & Online,Final,Final,226
1775,140,2023-02-02,6:15 PM,,Final,Final,
1776,140,2023-02-16,6:15 PM,Council Chambers & Online,Final,Final,183
1778,138,2023-02-02,8:30 AM,Sandy Public Works Training Room,Final,Final,
1779,140,2023-03-02,6:15 PM,Council Chambers and Online,Final,Draft,
1782,140,2023-03-16,6:15 PM,Council Chambers and Online,Final,Final,187
1783,140,2023-04-06,6:15 PM,Council Chambers and Online,Final,Final,
1784,138,2023-02-28,5:15 PM,City Hall and Online,Final,Final,185
1786,140,2023-04-20,5:15 PM,Council Chambers and Online,Final-revised,Final,
1787,140,2023-05-04,6:15 PM,Council Chambers and Online,Final,Final,194
1788,140,2023-06-01,6:15 PM,Council Chambers and Online,Final,Final,199
1789,140,2023-06-15,6:15 PM,Council Chambers and Online,Final-revised,Final,201
1790,140,2023-07-06,6:15 PM,Council Chambers and Online,Final,Draft,
1791,140,2023-07-20,6:15 PM,Council Chambers and Online,Final,Final,206
1792,140,2023-08-03,6:15 PM,Council Chambers and Online,Final-revised,Final,208
1793,140,2023-08-17,6:15 PM,Council Chambers and Online,Final,Final,210
1794,140,2023-09-07,7:15 PM,Council Chambers and Online,Final,Final,213
1795,140,2023-09-21,6:15 PM,Council Chambers and Online,Final,Final,216
1796,140,2023-10-05,7:15 PM,Council Chambers and Online,Final,Final,219
1797,140,2023-10-19,6:15 PM,,Final,Draft,
1798,140,2023-11-02,6:15 PM,Council Chambers and Online,Final,Final,221
1799,140,2023-11-16,6:15 PM,Council Chambers and Online,Final,Final,223
1800,140,2023-12-07,6:15 PM,Council Chambers and Online,Final,Final,
1801,140,2023-12-21,6:15 PM,Council Chambers and Online,Final,Final,
1802,140,2023-05-18,6:15 PM,Council Chambers and Online,Final,Final,196
1803,138,2023-03-06,6:00 PM,Fire Station 31(9010 S 150 E) and Online,Final,Draft,
1805,140,2023-03-30,6:15 PM,Council Chambers and Online,Final,Final,189
1807,139,2023-05-11,6:30 PM,Council Chambers and Online,Final,Final,
1808,138,2023-05-23,5:15 PM,City Hall & Online,Final,Draft,197
1809,138,2023-05-08,6:00 PM,9565 Highland Drive and Online,Final,Draft,
1818,140,2023-12-14,6:15 PM,Council Chambers,Final,Final,227
1824,138,2023-12-06,5:15 PM,City Hall - Multipurpose Room #341,Final-revised,Final,225
1825,138,2023-12-19,5:15 PM,City Hall & Online,Final,Draft,228
1834,140,2024-01-04,6:15 PM,Council Chambers and Online,Final,Draft,
1835,140,2024-01-18,6:15 PM,Council Chambers and Online,Final,Final,231
1836,140,2024-02-01,6:15 PM,Council Chambers and Online,Final,Final,233
1837,140,2024-02-15,6:15 PM,Council Chambers and Online,Final,Final,235
1838,140,2024-03-07,6:15 PM,Council Chambers and Online,Final,Final,238
1841,140,2024-04-04,6:15 PM,Council Chambers and Online,Final,Final,243
1842,140,2024-04-18,6:15 PM,Council Chambers and Online,Final,Final,246
1843,140,2024-03-21,6:15 PM,Council Chambers and Online,Final,Draft,
1844,140,2024-05-02,7:00 PM,Council Chambers and Online,Final,Final,247
1845,140,2024-05-16,6:15 PM,Council Chambers and Online,Final,Final,249
1846,140,2024-06-06,6:15 PM,Council Chambers and Online,Final,Draft,
1847,140,2024-06-20,6:15 PM,Council Chambers and Online,Final,Draft,
1848,140,2024-07-04,6:15 PM,Council Chambers and Online,Final,Draft,
1849,140,2024-07-18,6:15 PM,Council Chambers and Online,Final,Final,258
1850,140,2024-08-01,6:15 PM,Council Chambers and Online,Final,Draft,
1851,140,2024-08-15,4:30 PM,Council Chambers and Online,Final,Final,
1852,140,2024-09-05,6:15 PM,Council Chambers and Online,Final,Final,264
1853,140,2024-09-19,6:15 PM,Council Chambers and Online,Final,Final,266
1854,140,2024-10-03,6:15 PM,Council Chambers and Online,Final,Final,269
1855,140,2024-10-17,6:15 PM,Council Chambers and Online,Final,Final,272
1856,140,2024-11-07,6:15 PM,Council Chambers and Online,Final,Final,274
1857,140,2024-11-21,6:15 PM,Council Chambers and Online,Final,Final,277
1858,140,2024-12-05,6:15 PM,Council Chambers and Online,Final,Draft,
1859,140,2024-12-19,6:15 PM,Council Chambers and Online,Final,Final,280
1862,138,2024-01-09,5:15 PM,City Hall & Online,Final,Draft,229
1863,138,2024-01-16,5:15 PM,City Hall & Online,Final,Draft,230
1864,138,2024-01-23,4:00 PM,City Hall (Multipurpose Room #341),Final,Draft,
1865,138,2024-01-30,5:15 PM,City Hall & Online,Final,Draft,232
1867,138,2024-02-13,5:15 PM,City Hall & Online,Final,Final,234
1868,138,2024-02-20,5:15 PM,City Hall & Online,Final,Draft,236
1869,138,2024-02-27,5:15 PM,City Hall & Online,Final,Final,237
1871,138,2024-03-12,5:15 PM,City Hall & Online,Final,Final,239
1872,138,2024-03-19,5:15 PM,City Hall & Online,Final,Final,240
1873,138,2024-03-26,5:15 PM,City Hall & Online,Final,Final,241
1874,138,2024-04-02,5:15 PM,City Hall & Online,Final,Final,242
1875,138,2024-04-09,5:15 PM,City Hall & Online,Final,Final,244
1876,138,2024-04-16,5:15 PM,City Hall & Online,Final,Draft,245
1877,138,2024-04-23,5:30 PM,Off Site Tour,Final,Draft,
1880,138,2024-05-07,5:15 PM,City Hall & Online,Final,Draft,248
1881,138,2024-05-21,5:15 PM,City Hall & Online,Final,Draft,250
1882,138,2024-05-28,5:15 PM,City Hall & Online,Final,Draft,251
1883,138,2024-06-04,5:15 PM,City Hall & Online,Final,Draft,252
1884,138,2024-06-11,5:15 PM,City Hall & Online,Final,Draft,253
1885,138,2024-06-18,5:15 PM,City Hall & Online,Final,Final,254
1886,138,2024-06-25,5:15 PM,City Hall & Online,Final,Draft,255
1888,138,2024-07-09,5:15 PM,City Hall & Online,Final,Final,256
1889,138,2024-07-16,5:15 PM,City Hall & Online,Final,Draft,257
1890,138,2024-07-23,5:15 PM,City Hall & Online,Final,Final,259
1891,138,2024-07-30,5:15 PM,City Hall & Online,Final,Final,260
1893,138,2024-08-13,5:15 PM,City Hall & Online,Final,Draft,261
1894,138,2024-08-20,5:15 PM,City Hall & Online,Final,Draft,262
1895,138,2024-08-27,5:15 PM,City Hall & Online,Final,Draft,263
1896,138,2024-09-03,5:15 PM,"410 W 9800 S Sandy, UT",Final,Draft,
1897,138,2024-09-10,5:15 PM,City Hall & Online,Final,Draft,265
1899,138,2024-09-24,5:15 PM,City Hall & Online,Final,Final,267
1900,138,2024-10-01,5:30 PM,City Hall & Online,Final,Final,268
1901,138,2024-10-08,5:15 PM,City Hall & Online,Final,Final,270
1902,138,2024-10-15,5:15 PM,City Hall & Online,Final,Final,271
1903,138,2024-10-22,4:30 PM,City Hall & Online,Final,Final,273
1906,138,2024-11-12,5:15 PM,City Hall & Online,Final,Final,275
1908,138,2024-11-19,5:15 PM,City Hall & Online,Final,Final,276
1911,138,2024-12-10,5:15 PM,City Hall & Online,Final,Final,278
1912,138,2024-12-17,5:15 PM,City Hall & Online,Final,Final,279
1915,138,2024-01-02,12:00 PM,Council Chambers,Final,Draft,
1916,138,2024-01-06,9:00 AM,Sandy City Hall Multi-Purpose Room & Online,Final,Draft,
1921,139,2024-05-23,6:30 PM,Council Chambers and Online,Final-revised,Final,
1923,138,2024-06-10,6:00 PM,Multi-purpose Room,Final,Draft,
1924,138,2024-07-23,2:30 PM,Council Chambers,Final,Draft,259
1926,139,2024-09-12,6:30 PM,City Hall Council Chambers and Online,Final,Final,
1927,138,2024-10-03,6:00 PM,Alta Canyon Sports Center,Final,Draft,
1929,138,2024-10-08,5:15 PM,Council Chambers,Final,Draft,270
1930,140,2025-01-02,6:15 PM,Council Chambers and Online,Final,Draft,
1931,140,2025-01-16,6:15 PM,Council Chambers and Online,Final,Final,282
1932,140,2025-02-06,6:15 PM,Council Chambers and Online,Final,Final,285
1933,140,2025-02-20,6:15 PM,Council Chambers and Online,Final,Final,287
1934,140,2025-03-06,6:15 PM,Council Chambers and Online,Final,Draft,
1935,140,2025-03-20,6:15 PM,Council Chambers and Online,Final,Final,291
1936,140,2025-04-03,6:15 PM,Council Chambers and Online,Final,Final,294
1937,140,2025-04-17,6:15 PM,Council Chambers and Online,Final,Draft,
1938,140,2025-05-01,6:15 PM,Council Chambers and Online,Final,Final,
1939,140,2025-06-05,6:15 PM,Council Chambers and Online,Final,Final,304
1940,140,2025-05-15,6:15 PM,Council Chambers and Online,Final,Final,300
1941,140,2025-06-19,6:15 PM,Council Chambers and Online,Final,Final,307
1942,140,2025-07-03,6:15 PM,Council Chambers and Online,Final,Draft,
1943,140,2025-07-17,6:15 PM,Council Chambers and Online,Final,Final,311
1944,140,2025-08-07,6:15 PM,Council Chambers and Online,Final,Final,314
1945,140,2025-08-21,6:15 PM,Council Chambers and Online,Final,Draft,
1946,140,2025-09-04,6:15 PM,Council Chambers and Online,Final,Final,316
1947,140,2025-09-18,6:15 PM,Council Chambers and Online,Final,Final,319
1948,140,2025-10-02,6:15 PM,Council Chambers and Online,Final,Draft,
1949,140,2025-10-16,6:15 PM,Council Chambers and Online,Final,Final,322
1950,140,2025-11-06,6:15 PM,Council Chambers and Online,Final,Final,324
1951,140,2025-11-20,6:15 PM,Council Chambers and Online,Final,Draft,
1952,140,2025-12-04,6:15 PM,Council Chambers and Online,Final,Final,327
1953,140,2025-12-18,6:15 PM,Council Chambers and Online,Final,Draft,
1955,138,2024-12-16,10:00 AM,Council Chambers,Final,Draft,
1956,138,2025-01-07,5:15 PM,City Hall and Online,Final,Final,281
1957,138,2025-01-14,5:15 PM,City Hall Multipurpose Room and Online,Final,Final,
1958,138,2025-01-21,5:15 PM,City Hall and Online,Final,Final,283
1959,138,2025-01-28,5:15 PM,City Hall and Online,Final,Final,
1960,138,2025-02-04,5:15 PM,City Hall and Online,Final,Final,284
