motion_id,meeting_id,body_id,motion_no,motion_text,motion_type,result_raw,outcome,stage,recommendation,disposition,disposition_method,disposition_confidence,application_id,app_match_method,app_confidence,mover_person_id,seconder_person_id,names_recorded,source_file
12,3,1,5,"A motion was made by Kristin Coleman-Nicholl, seconded by Cyndi Sharkey, to authorize the commencement of alternating Council Work Sessions and Business Session Council meeting's for a period of six months.... Discussion on the motion followed",Other,4-3 Pass,Pass,council_vote,,approve,keyword,high,,,,14,7,1,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md
13,3,1,6,"Monica Zoltanski made a motion seconded by Zach Robinson to adopt the amendments to the Council Rules of Procedure which included: written and oral comments are welcome on any topic not otherwise addressed in that meetings agenda; placing the citizen comments as the first Time Certain item to occur at regular meetings no sooner than 6:00 PM, and as soon thereafter as feasible; to further establish a policy for speakers to be allowed three minutes to address the Council, or longer, as the Chair may allow; and set forth the process of providing contact information in order for Staff to maintain ",Other,6-1 Pass,Pass,council_vote,,procedural,keyword,high,,,,19,25,1,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md
14,3,1,7,"A motion was made by Brooke Christensen, seconded by Zach Robinson,to recess from Council Meeting into a Possible Closed Session to be held in the Council Conference Room, to discuss the purchase, exchange, or lease of real property",Contract/Purchase,7-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,3,25,1,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md
15,4,1,1,"A motion was made by Zach Robinson, seconded by Monica Zoltanski, to approve the Consent Calendar with recommended amendments to the January 21, 2020 and January 28, 2020 Minutes",Ceremonial,7-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,25,19,1,meeting_minutes/minutes/2020/2020-02-03/2020-02-04_city-council-meeting.md
16,4,1,2,"A motion was made by Zach Robinson, seconded by Brooke Christensen, to adopt Resolution #20-05C, a resolution authorizing the condemnation of real property owned by Wagstaff Investments, LLC doing business as Holiday Oil for the 9000 South Monroe Intersection Project",Resolution,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,25,3,1,meeting_minutes/minutes/2020/2020-02-03/2020-02-04_city-council-meeting.md
17,4,1,3,Kris Nicholl made a motion seconded by Brooke Christensen to table item #5,Procedural/Administrative,Unanimous (voice),Pass,council_vote,,table,keyword,high,,,,14,3,0,meeting_minutes/minutes/2020/2020-02-03/2020-02-04_city-council-meeting.md
18,4,1,4,Kris Coleman Nicholl made a motion seconded by Alison Stroud to move forward with the amendments to the maximum number of household dogs allowed in Sandy City,Other,Unanimous (voice),Pass,council_vote,,,unclassified,low,,,,14,2,0,meeting_minutes/minutes/2020/2020-02-03/2020-02-04_city-council-meeting.md
19,4,1,5,Cyndi Sharkey made a motion seconded by Kris Coleman Nicholl to table this item due to the lack of supporting documents in the packet to know what is being asked to consider of reconsider,Procedural/Administrative,Voice,Pass,council_vote,,table,keyword,high,,,,7,14,0,meeting_minutes/minutes/2020/2020-02-03/2020-02-04_city-council-meeting.md
20,5,2,1,Berg Accessory Apartment (Conditional Use Permit) 1850 E. 10980 S.  [Community #26],Resolution,5:0 Pass,Pass,pc_final_action,,,unclassified,low,3801,matter_id,high,5,9,1,"db/staging (Legistar EventItemVote, body 140)"
21,5,2,2,Enterprise Rent-A-Car (Conditional Use Permit) 10710 S. State St. [Community #9 - Commercial Area],Resolution,5:0 Pass,Pass,pc_final_action,,,unclassified,low,3807,matter_id,high,11,5,1,"db/staging (Legistar EventItemVote, body 140)"
22,5,2,3,Enterprise Rent-A-Car (Preliminary Site Plan Review) 10710 S. State St. [Community #9 - Commercial Area],Resolution,5:0 Pass,Pass,pc_final_action,,,unclassified,low,3806,matter_id,high,9,8,1,"db/staging (Legistar EventItemVote, body 140)"
23,5,2,4,Jolley Pharmacy (Preliminary Site Plan Review) 984 E. 10600 S. [Community #12],Planning Item,5:0 Pass,Pass,pc_final_action,,,unclassified,low,3794,matter_id,high,9,11,1,"db/staging (Legistar EventItemVote, body 140)"
24,5,2,5,Jolley Pharmacy Subdivision (Preliminary Subdivision Review) 984 E. 10600 S. [Community #12],Planning Item,5:0 Pass,Pass,pc_final_action,,,unclassified,low,3795,matter_id,high,5,8,1,"db/staging (Legistar EventItemVote, body 140)"
25,5,2,6,Planning Commission meeting minutes for 01.16.2020,Minutes,5:0 Pass,Pass,pc_final_action,,procedural,keyword,high,,,,,,1,"db/staging (Legistar EventItemVote, body 140)"
26,6,1,1,"A motion was made by Brooke Christensen, seconded by Marci Houseman, to adopt Resolution 20-06C authorizing the Mayor to execute the revised Metro Fire Agency Interlocal Agreement",Interlocal,6-0 Pass,Pass,council_vote,,approve,keyword,high,,,,3,16,1,meeting_minutes/minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md
27,7,1,1,"A motion was made by Brooke Christensen, seconded by Kristin Coleman-Nicholl, to adopt Resolution 20-07 C, a resolution of the Sandy City Council consenting to the appointment of Greg Severson as Police Chief of Sandy City effective February 19, 2020",Appointment,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,3,,1,meeting_minutes/minutes/2020/2020-02-17/2020-02-19_city-council-meeting.md
28,8,2,1,Gailey Subdivision (Preliminary Subdivision Review) 657 E. 8680 S. [Community 4 - Historic Sandy],Planning Item,7:0 Pass,Pass,pc_final_action,,,unclassified,low,3810,matter_id,high,9,12,1,"db/staging (Legistar EventItemVote, body 140)"
29,8,2,2,Haddadin Accessory Apartment (Conditional Use Permit) 11457 S. Gracey Ln. [Community #25 - The Bluff],Resolution,7:0 Pass,Pass,pc_final_action,,,unclassified,low,3824,matter_id,high,11,9,1,"db/staging (Legistar EventItemVote, body 140)"
30,8,2,3,Planning Commission meeting minutes for 02.06.2020,Minutes,7:0 Pass,Pass,pc_final_action,,procedural,keyword,high,,,,,,1,"db/staging (Legistar EventItemVote, body 140)"
31,9,1,1,"A motion was made by Kristin Coleman-Nicholl, seconded by Zach Robinson, to adjourn City Council Meeting and enter into a Possible Closed Session: to discuss the character, professional competence, or physical or mental health of an individual",Procedural/Administrative,7-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,14,25,1,meeting_minutes/minutes/2020/2020-02-24/2020-02-25_city-council-meeting.md
32,10,1,1,"A motion was made by Brooke Christensen, seconded by Zach Robinson, to approve the Consent Calendar",Procedural/Administrative,7-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,3,25,1,meeting_minutes/minutes/2020/2020-03-02/2020-03-03_city-council-meeting.md
33,11,2,1,Windcroft Subdivision (Amended Plat Review) 11778 S. Windcroft Ct [Community #27 - Lone Peak],Planning Item,7:0 Pass,Pass,pc_final_action,,,unclassified,low,3837,matter_id,high,21,9,1,"db/staging (Legistar EventItemVote, body 140)"
34,11,2,2,"Wright Accessory Structure (Conditional Use Permit) (Increased square footage, height, and setback waiver) 88 E. 11000 S.          [Community #11 - Crescent]",Planning Item,7:0 Pass,Pass,pc_final_action,,,unclassified,low,3840,matter_id,high,12,5,1,"db/staging (Legistar EventItemVote, body 140)"
35,11,2,3,Tannenbaum Cove Subdivision (Preliminary Review) 2888 E. Little Cottonwood Rd [Community #9 - Granite],Planning Item,7:0 Pass,Pass,pc_final_action,,,unclassified,low,3835,matter_id,high,9,21,1,"db/staging (Legistar EventItemVote, body 140)"
36,11,2,4,Tannenbaum Cove Subdivision (Special Exceptions) 2888 E. Little Cottonwood Rd [Community #30 - Granite],Planning Item,6:1 Pass,Pass,pc_final_action,,,unclassified,low,3836,matter_id,high,9,21,1,"db/staging (Legistar EventItemVote, body 140)"
37,11,2,5,Planning Commission Minutes for 02.20.2020,Minutes,7:0 Pass,Pass,pc_final_action,,procedural,keyword,high,,,,11,,1,"db/staging (Legistar EventItemVote, body 140)"
38,12,1,1,"A motion was made by Kristin Coleman-Nicholl, seconded by Brooke Christensen, to approve the Consent Calendar inclusive of agenda items 2-8",Procedural/Administrative,7-0 Pass,Pass,council_vote,,procedural,keyword,high,3864,matter_id,high,14,,1,meeting_minutes/minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md
39,12,1,2,"A motion was made by Zach Robinson, seconded by Kristin Coleman-Nicholl, to adopt resolution consenting to the renewal and continuance of the March 12, 2020 Proclamation of Local Emergency",Resolution,7-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,25,14,1,meeting_minutes/minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md
40,13,1,1,"A motion was made by Alison Stroud, seconded by Zach Robinson to 1) adopt Ordinance 20-01 and 2) direct staff to proceed with the conforming amendment to the Sandy Land Use Code through the Planning Commission process",Ordinance,7-0 Pass,Pass,council_vote,,approve,keyword,high,3872,matter_id,high,2,25,1,meeting_minutes/minutes/2020/2020-04-20/2020-04-21_city-council-meeting.md
41,14,1,1,"A motion was made by Marci Houseman, seconded by Cyndi Sharkey, to adopt Resolution 20-11C",Resolution,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,16,7,1,meeting_minutes/minutes/2020/2020-04-27/2020-04-28_city-council-meeting.md
42,15,1,1,"A motion was made by Brooke Christensen, seconded by Zach Robinson, to approve the Consent Calendar",Procedural/Administrative,7-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,3,25,1,meeting_minutes/minutes/2020/2020-05-04/2020-05-05_city-council-meeting.md
43,15,1,2,"A motion was made by Cyndi Sharkey, seconded by Monica Zoltanski, to adopt Resolution 20-14C",Resolution,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,7,19,1,meeting_minutes/minutes/2020/2020-05-04/2020-05-05_city-council-meeting.md
44,16,2,1,LHM Jordan Commons Subdivision (Preliminary Review) 9450 S. 150 E. [Community #4 - Historic Sandy],Planning Item,7:0 Pass,Pass,pc_final_action,,,unclassified,low,3889,matter_id,high,18,12,1,"db/staging (Legistar EventItemVote, body 140)"
45,16,2,2,Bell Canyon Cove Subdivision (Preliminary Review) 1785 E. & 1815 E. 11400 S [Community #26],Planning Item,7:0 Pass,Pass,pc_final_action,,,unclassified,low,3885,matter_id,high,9,11,1,"db/staging (Legistar EventItemVote, body 140)"
46,16,2,3,Bell Canyon Cove Subdivision (Special Exceptions) 1785 E. & 1815 E. 11400 S. [Community #26],Planning Item,7:0 Pass,Pass,pc_final_action,,,unclassified,low,3887,matter_id,high,9,11,1,"db/staging (Legistar EventItemVote, body 140)"
47,16,2,4,Crescent Park Pickleball Courts (Amended CUP and Preliminary Site Plan Review) 11071 S. 230 E. [Community #11 - Crescent],Planning Item,7:0 Pass,Pass,pc_final_action,,,unclassified,low,3875,matter_id,high,12,5,1,"db/staging (Legistar EventItemVote, body 140)"
48,16,2,5,Alta Canyon Park Pickleball Courts (Amended CUP and Preliminary Site Plan Review) 9565 S. Highland Dr. [Community #20 - Little Cottonwood],Planning Item,7:0 Pass,Pass,pc_final_action,,,unclassified,low,3876,matter_id,high,5,11,1,"db/staging (Legistar EventItemVote, body 140)"
49,16,2,6,Rees Capital Office Site Plan (Preliminary Review) 1680 E. Dimple Dell Road [Community 22],Planning Item,7:0 Pass,Pass,pc_final_action,,,unclassified,low,3881,matter_id,high,8,5,1,"db/staging (Legistar EventItemVote, body 140)"
50,16,2,7,Rees Capital Subdivision (Preliminary Review) 1680 E. Dimple Dell Road [Community #22],Planning Item,7:0 Pass,Pass,pc_final_action,,,unclassified,low,3882,matter_id,high,8,9,1,"db/staging (Legistar EventItemVote, body 140)"
51,16,2,8,Princeton Terrace - Mixed Use Development - Mix Use Zone (MU) (Preliminary Site Plan Review) 8377 S. 115 E. [Community #3 - Sandy Woods],Planning Item,7:0 Pass,Pass,pc_final_action,,,unclassified,low,3884,matter_id,high,9,12,1,"db/staging (Legistar EventItemVote, body 140)"
52,16,2,9,Princeton Terrace Subdivision (Preliminary Review) 8377 S. 115 E. [Community #3 - Sandy Woods],Planning Item,7:0 Pass,Pass,pc_final_action,,,unclassified,low,3886,matter_id,high,18,9,1,"db/staging (Legistar EventItemVote, body 140)"
53,17,1,1,"A motion was made by Zach Robinson, seconded by Alison Stroud, to approve the Consent Calendar",Procedural/Administrative,7-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,25,2,1,meeting_minutes/minutes/2020/2020-05-11/2020-05-12_city-council-meeting.md
54,17,1,2,"A motion was made by Zach Robinson, seconded by Marci Houseman, that Resolution #20-16c be approved, authorizing the Mayor to sign the Interlocal Cooperation Agreement for membership in a consortium of the Home Investment Partnership Program for Federal Fiscal Years 2021 through 2023",Interlocal,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,25,16,1,meeting_minutes/minutes/2020/2020-05-11/2020-05-12_city-council-meeting.md
55,18,1,1,"A motion was made by Kristin Coleman-Nicholl, seconded by Cyndi Sharkey, to adopt Resolution 20-13C",Resolution,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,14,7,1,meeting_minutes/minutes/2020/2020-05-18/2020-05-19_city-council-meeting.md
56,18,1,2,A motion was made by Kris Nicholl and seconded by Marci Houseman to recess the City Council meeting and convene a meeting of the Redevelopment Agency of Sandy City,Procedural/Administrative,Unanimous (voice),Pass,council_vote,,procedural,keyword,high,,,,14,16,0,meeting_minutes/minutes/2020/2020-05-18/2020-05-19_city-council-meeting.md
57,18,1,3,A motion was made by Kris Nicholl and seconded by Zach Robinson to adjourn the Redevelopment Agency meeting and reconvene the meeting of the City Council,Procedural/Administrative,Unanimous (voice),Pass,council_vote,,procedural,keyword,high,,,,14,25,0,meeting_minutes/minutes/2020/2020-05-18/2020-05-19_city-council-meeting.md
58,19,2,1,"Solar Carports - Proposed Amendment to the SD(Harada) Zone Amend Title 21, Chapter 19 - Special Development (SD) Districts, Section 14 - SD(Harada), of the Sandy Municipal Code",Planning Item,7:0 Pass,Pass,pc_recommendation,Positive,,unclassified,low,3905,matter_id,high,18,5,1,"db/staging (Legistar EventItemVote, body 140)"
59,19,2,2,"Limits on Dogs as Household Pets Amend Title 21, Chapter 11, Special Use Standards, Section 3 - Animals (Farm and Household Pets), of the Sandy Municipal Code",Planning Item,7:0 Pass,Pass,pc_recommendation,Positive,,unclassified,low,3906,matter_id,high,11,18,1,"db/staging (Legistar EventItemVote, body 140)"
60,19,2,3,"Schriever Accessory Structure (Request for increased square footage, height, and to allow a single structure to be over 1500 square feet) 1829 E. 10980 S.  [Community #26]",Planning Item,7:0 Pass,Pass,pc_final_action,,,unclassified,low,3907,matter_id,high,18,11,1,"db/staging (Legistar EventItemVote, body 140)"
61,19,2,4,Morrill Accessory Structure (Request for increased height and setback waiver) 10308 S. Ashley Meadows Circle. [Community #21],Planning Item,7:0 Pass,Pass,pc_final_action,,,unclassified,low,3910,matter_id,high,12,18,1,"db/staging (Legistar EventItemVote, body 140)"
62,19,2,5,PC Meeting Minutes for 03.05.2020,Minutes,7:0 Pass,Pass,pc_final_action,,procedural,keyword,high,,,,18,21,1,"db/staging (Legistar EventItemVote, body 140)"
63,19,2,6,PC Test Meeting Minutes 04.02.2020,Minutes,7:0 Pass,Pass,pc_final_action,,procedural,keyword,high,,,,18,21,1,"db/staging (Legistar EventItemVote, body 140)"
64,19,2,7,PC Meeting Minutes for 5.07.2020,Minutes,7:0 Pass,Pass,pc_final_action,,procedural,keyword,high,,,,9,11,1,"db/staging (Legistar EventItemVote, body 140)"
65,20,1,1,"A motion was made by Brooke Christensen, seconded by Zach Robinson, that Resolution #20-15c be approved, including the following: 1. Approval of the 2020-2024 Consolidated Plan and First Year Annual Action Plan for the 2020 Program Year; and 2. Authorization for the Mayor to submit the 2020-2024 Consolidated Plan and First Year Annual Action Plan for the 2020 Program Year to the U.S. Department of Housing and Urban Development and to sign associated documents",Resolution,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,3,25,1,meeting_minutes/minutes/2020/2020-05-25/2020-05-26_city-council-meeting.md
66,21,1,1,"A motion was made by Brooke Christensen, seconded by Zach Robinson, to approve the Consent Calendar including items 3, 4, and 5",Procedural/Administrative,7-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,3,25,1,meeting_minutes/minutes/2020/2020-06-01/2020-06-02_city-council-meeting.md
67,21,1,2,"A motion was made by Zach Robinson, seconded by Marci Houseman, to adopt Resolution 20-12C as amended to refer to ""Unified"" Fire",Resolution,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,25,16,1,meeting_minutes/minutes/2020/2020-06-01/2020-06-02_city-council-meeting.md
68,21,1,3,"A motion was made by Alison Stroud, seconded by Kristin Coleman-Nicholl, to adopt the proposed ordinance #20-03, which is an amendment to the Land Development Code and shown in Exhibit ""A"", for the following reasons: 1. Compliance with the Purpose of the Land Development Code by creating consistency and equitable standards in Sandy City. 2. Compliance with the Goals and Policies of the General Plan by establishing appropriate development standards for all uses and zoning categories within Sandy City",Ordinance,7-0 Pass,Pass,council_vote,,approve,keyword,high,3922,matter_id,high,2,14,1,meeting_minutes/minutes/2020/2020-06-01/2020-06-02_city-council-meeting.md
69,22,2,1,Hunt Accessory Apartment (Conditional Use Permit) 10069 S. Rockview Dr. [Community #21- Falcon HIl],Planning Item,7:0 Pass,Pass,pc_final_action,,,unclassified,low,3924,matter_id,high,18,21,1,"db/staging (Legistar EventItemVote, body 140)"
70,22,2,2,"Haislip Accessory Structure (Conditional Use - Increased square footage, height, and setback waiver) 801 E. Silver Sage Dr. [Community #12]",Planning Item,6:1 Pass,Pass,pc_final_action,,,unclassified,low,3923,matter_id,high,11,8,1,"db/staging (Legistar EventItemVote, body 140)"
71,22,2,3,"Jolley Pharmacy (2nd Request) - Proposed Amendments to the SD(Carnation) Zone Amend Title 21, Chapter 19 - Special Development (SD) Districts, Section 20 - SD(Carnation), of the Sandy Municipal Code",Planning Item,7:0 Pass,Pass,pc_recommendation,Positive,,unclassified,low,3928,matter_id,high,9,5,1,"db/staging (Legistar EventItemVote, body 140)"
72,22,2,4,Orchards at Farnsworth Farms Rezone 11228 S. 700 E. from R-1-40A to PUD (12) [Community #11 - Crescent],Planning Item,6:1 Pass,Pass,pc_recommendation,Negative,,unclassified,low,3927,matter_id,high,18,8,1,"db/staging (Legistar EventItemVote, body 140)"
73,22,2,5,Planning Commission minutes from 5.21.20,Minutes,7:0 Pass,Pass,pc_final_action,,procedural,keyword,high,,,,9,18,1,"db/staging (Legistar EventItemVote, body 140)"
74,23,1,1,A motion was made by Marcie Houseman and seconded by Cyndi Sharkey to call the question,Other,4-3 Pass,Pass,council_vote,,,unclassified,low,,,,,7,1,meeting_minutes/minutes/2020/2020-06-08/2020-06-09_city-council-meeting.md
75,23,1,2,"A motion was made by Cyndi Sharkey, seconded by Marci Houseman, to direct council office staff to work with Administration to incorporate the budget amendments in the FY 2020-21 budget as described in the Nicholl, Houseman, and Stroud memo from Council Members Nicholl, Houseman, and Stroud less item 1 from the memo. Council discussion on the proposal followed. Dustin Fratto provided direction about how to comment on this agenda item. Seth Drew from the Fire Department encouraged the Council to fund the step-in-grade program. Fire Chief Bruce Cline said he did not support the motion as detrimen",Budget Amendment,4-3 Pass,Pass,council_vote,,,unclassified,low,,,,7,16,1,meeting_minutes/minutes/2020/2020-06-08/2020-06-09_city-council-meeting.md
76,23,1,3,"A motion was made by Zach Robinson, seconded by Brooke Christensen, to continue discussion despite the 11 PM rule",Procedural/Administrative,7-0 Pass,Pass,council_vote,,continue,keyword,high,,,,25,3,1,meeting_minutes/minutes/2020/2020-06-08/2020-06-09_city-council-meeting.md
77,24,1,1,"A motion was made by Zach Robinson, seconded by Kristin Coleman-Nicholl, that the City Council adopt the proposed ordinance #20-05, which is an amendment to the Land Development Code and shown in Exhibit ""B.""",Ordinance,7-0 Pass,Pass,council_vote,,approve,keyword,high,3956,matter_id,high,25,14,1,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md
78,24,1,2,"A motion was made by Brooke Christensen, seconded by Zach Robinson, to adopt resolution 20-20C setting the certified tax rate equivalent to the rate set by Salt Lake County",Resolution,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,3,25,1,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md
79,24,1,3,"A motion was made by Zach Robinson, seconded by Brooke Christensen, to adopt resolution 20-21C setting the certified tax rate equivalent to the rate set by Salt Lake County",Resolution,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,25,3,1,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md
80,24,1,4,"A motion was made by Cyndi Sharkey, seconded by Zach Robinson, to table this item",Procedural/Administrative,7-0 Pass,Pass,council_vote,,table,keyword,high,,,,7,25,1,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md
81,24,1,5,There was a motion by Zach Robinson and seconded by Brooke Christensen to call the question,Other,6-1 Pass,Pass,council_vote,,,unclassified,low,,,,25,3,1,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md
82,24,1,6,"A motion was made by Brooke Christensen, seconded by Zach Robinson, to amend the direction given last week that included items 2-5 of the Nicholl, Stroud, Houseman budget proposal to include an adjustment to the compensation package for 50% of the Public Safety Steps and 50% of the Market increase for all other employees starting on July 1, 2020. The remaining 50% of the compensation package would be put in place as soon as General Fund money is available or three months of revenue and expense, as set in the approved budget, is met. Dustin Fratto gave instruction on how to address the Council ",Other,3-4 Fail,Fail,council_vote,,approve,keyword,high,,,,3,25,1,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md
83,24,1,7,"There was a motion to adopt budget option #2 by Council Member Christensen and seconded by Council Member Robinson. Dustin Fratto gave instruction for how to address the Council on this issue. Danny Shoenfeld recommended the Council adopt the compensation package now. Jodi Monaco expressed concern that the Council's support for public safety was not genuine. Cathy Spuck suggested that if all else fails the Council should consider using a rainy day fund to fund compensation. Lisa Burbank, spouse of a Sandy City police sergeant felt that constituents are not being fairly represented. Graham Tini",Ceremonial,3-4 Fail,Fail,council_vote,,approve,keyword,high,,,,3,25,1,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md
84,24,1,8,"A motion was made by Zach Robinson, seconded by Brooke Christensen, to adopt resolutions 20-18C",Other,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,25,3,1,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md
85,24,1,9,"A motion was made by Zach Robinson, seconded by Brooke Christensen, that this Motion to adopt resolutions 20-19C",Other,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,25,3,1,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md
86,25,2,1,Sandy Rehabilitation Subdivision (Preliminary Review) 50 E. 9000 S [Community #4 - Historic Sandy],Planning Item,7:0 Pass,Pass,pc_final_action,,,unclassified,low,3948,matter_id,high,11,12,1,"db/staging (Legistar EventItemVote, body 140)"
87,25,2,2,Tasso Accessory Apartment (Conditional Use Permit) 2235 E. 9800 S. [Community #20 - Little Cottonwood],Planning Item,7:0 Pass,Pass,pc_final_action,,,unclassified,low,3946,matter_id,high,9,5,1,"db/staging (Legistar EventItemVote, body 140)"
88,25,2,3,Willow Canyon Living LLC (Category II Home Occupation) 9853 S. Glendover Way [Community #17 - Willow Canyon],Planning Item,7:0 Pass,Pass,pc_final_action,,,unclassified,low,3947,matter_id,high,12,9,1,"db/staging (Legistar EventItemVote, body 140)"
89,25,2,4,Planning Commission minutes from 6.4.2020,Minutes,7:0 Pass,Pass,pc_final_action,,procedural,keyword,high,,,,21,11,1,"db/staging (Legistar EventItemVote, body 140)"
90,26,1,1,"A motion was made by Zach Robinson, seconded by Marci Houseman, to approve the Consent Calendar",Procedural/Administrative,7-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,25,16,1,meeting_minutes/minutes/2020/2020-06-22/2020-06-23_city-council-meeting.md
91,26,1,2,"A motion was made by Monica Zoltanski, seconded by Zach Robinson, to fund the FY 20-21 public safety step and grade and civil service employee market increase pay for 6-months, by allocating the entire balance of the City Council capital contingency of $360,800 cash on hand, allocating the entire 20-21 contingency fund contribution of $56,000, reduce the annual city council professional services fund by $30,000, cut the 2% increase in pay for council members, and reduce capital projects by $76,167. In the event general fund revenue and expenses accumulate to meet the compensation without utili",Contract/Purchase,3-4 Fail,Fail,council_vote,,,unclassified,low,,,,19,25,1,meeting_minutes/minutes/2020/2020-06-22/2020-06-23_city-council-meeting.md
