application_id,app_key,body_id,name,rep_title
41,Council|s|minutes/2023/2023-04-24/2023-04-26_council_RC.md|4,1,,An Ordinance of the South Salt Lake City Council Amending Section 3.11.030 of the — motion to approve the Ordinance as it was presented with the delayed implementation for restaurants and booth rentals
42,Council|s|minutes/2023/2023-05-08/2023-05-10_council_RC.md|2,1,,An Ordinance of the South Salt Lake City Council Amending Section 3.11.110 of the — motion to move this as Unfinished Business to the next
43,Council|s|minutes/2023/2023-05-08/2023-05-10_council_RC.md|4,1,,The City Council Authorizing the Loan of Project Area Funds for the 3900 South
44,RDA|s|minutes/2023/2023-05-08/2023-05-10_rda_RC.md|1,3,,Report of the Executive Director. None.
45,RDA|s|minutes/2023/2023-05-08/2023-05-10_rda_RC.md|2,3,,motion to adjourn
46,Council|s|minutes/2023/2023-05-22/2023-05-24_council_RC.md|3,1,,An Ordinance of the South Salt Lake City Council Authorizing the Loan of Project Area — motion to approve the Ordinance
47,Council|s|minutes/2023/2023-05-22/2023-05-24_council_RC.md|4,1,,An Ordinance of the South Salt Lake City Council Amending Section 3.11.110 of the — motion to move this to a future Council Meeting
48,RDA|s|minutes/2023/2023-05-22/2023-05-24_rda_RC.md|2,3,,A Resolution of the Redevelopment Agency of South Salt Lake Authorizing the Dissolution of — motion to approve the RDA Resolution
49,RDA|s|minutes/2023/2023-05-22/2023-05-24_rda_RC.md|3,3,,A Resolution of the Redevelopment Agency of South Salt Lake Authorizing the Loan of Project — motion to approve the RDA Resolution
50,RDA|s|minutes/2023/2023-05-22/2023-05-24_rda_RC.md|4,3,,motion to adjourn
51,Council|s|minutes/2023/2023-06-05/2023-06-07_council_RC.md|2,1,,An Ordinance of the South Salt Lake City Council to Amend the South Salt Lake Zoning — motion to approve this Ordinance
52,Council|s|minutes/2023/2023-06-05/2023-06-07_council_RC.md|3,1,,An Ordinance of the South Salt Lake City Council Amending Section 3.11.110 of the — motion to approve this Ordinance
53,Council|s|minutes/2023/2023-06-12/2023-06-14_council_RC.md|1,1,,An Ordinance of the South Salt Lake City Council Amending Section 2.24.010 of the — motion to move this as Unfinished Business to the next
54,RDA|s|minutes/2023/2023-06-12/2023-06-14_rda_RC.md|3,3,,motion to close the meeting
55,RDA|s|minutes/2023/2023-06-12/2023-06-14_rda_RC.md|4,3,,motion to adjourn
56,Council|s|minutes/2023/2023-07-10/2023-07-12_council_RC.md|2,1,,An Ordinance of the South Salt Lake City Council Amending Section 2.24.010 of the — motion to approve the Ordinance
57,Council|s|minutes/2023/2023-09-25/2023-09-27_council_RC.md|2,1,,An Ordinance of the South Salt Lake City Council Amending Chapter 17.06 of the South — motion to move this as Unfinished Business to a future meeting
58,Council|s|minutes/2023/2023-10-09/2023-10-11_council_RC.md|2,1,,An Ordinance of the South Salt Lake City Council Amending Chapter 17.06 of the South — motion to approve the Ordinance
59,Council|s|minutes/2023/2023-10-23/2023-10-25_council_RC.md|2,1,,An Ordinance of the South Salt Lake City Council to Amend the South Salt Lake Zoning — motion to approve the Resolution
60,RDA|s|minutes/2023/2023-10-23/2023-10-25_rda_RC.md|2,3,,A Resolution of the Redevelopment Agency of South Salt Lake Initiating the Process of — motion to approve the Resolution
61,RDA|s|minutes/2023/2023-10-23/2023-10-25_rda_RC.md|3,3,,motion to adjourn
62,RDA|s|minutes/2023/2023-11-13/2023-11-15_rda_RC.md|2,3,,Housing and Transit Reinvestment Zones (HTRZ) Update — motion to adjourn
63,RDA|s|minutes/2023/2023-12-11/2023-12-13_rda_RC.md|2,3,,2024 RDA Meeting Schedule — motion to approve the 2024 RDA Meeting Schedule
64,RDA|s|minutes/2023/2023-12-11/2023-12-13_rda_RC.md|3,3,,motion to adjourn
65,RDA|s|minutes/2024/2024-01-08/2024-01-10_rda_RC.md|2,3,,motion to adjourn
66,RDA|s|minutes/2024/2024-01-22/2024-01-24_rda_RC.md|1,3,,motion to switch the order of the agenda
67,RDA|s|minutes/2024/2024-01-22/2024-01-24_rda_RC.md|2,3,,(motion — description not captured)
68,RDA|s|minutes/2024/2024-01-22/2024-01-24_rda_RC.md|4,3,,Redevelopment Agency Training — motion to adjourn
69,RDA|s|minutes/2024/2024-02-26/2024-02-28_rda_RC.md|2,3,,Potential Property Acquisition and Disposition Policy — motion to adjourn
70,Council|s|minutes/2024/2024-03-11/2024-03-13_council_RC.md|5,1,,Interlocal Agreement with the South Salt Lake Redevelopment Agency. — motion to move New Business items 1-4 as Unfinished
71,RDA|s|minutes/2024/2024-03-11/2024-03-13_rda_RC.md|2,3,,Resolution for the Board to Authorize the Executive Director to Enter Into a Participation — motion to move this as Unfinished Business to the next RDA meeting
72,RDA|s|minutes/2024/2024-03-11/2024-03-13_rda_RC.md|3,3,,motion to move this as Unfinished Business to the next RDA Meeting
73,RDA|s|minutes/2024/2024-03-11/2024-03-13_rda_RC.md|4,3,,motion to adjourn
74,RDA|s|minutes/2024/2024-03-25/2024-03-27_rda_RC.md|2,3,,A Resolution of the Redevelopment Agency of South Salt Lake Authorizing the Executive — motion to approve the Resolution
75,RDA|s|minutes/2024/2024-03-25/2024-03-27_rda_RC.md|3,3,,A Resolution of the Redevelopment Agency of South Salt Lake Authorizing the Executive — motion to move this item as Unfinished Business to a future meeting
76,RDA|s|minutes/2024/2024-03-25/2024-03-27_rda_RC.md|4,3,,A Resolution of the Redevelopment Agency of South Salt Lake Amending the Budget for Fiscal — motion to approve the Resolution
77,RDA|s|minutes/2024/2024-03-25/2024-03-27_rda_RC.md|5,3,,A Resolution of the Redevelopment Agency of South Salt Lake Adopting an Official Plan for the — motion to approve the Resolution
78,RDA|s|minutes/2024/2024-03-25/2024-03-27_rda_RC.md|6,3,,A Resolution of the Redevelopment Agency of South Salt Lake Adopting the Project Area — motion to approve the Resolution
79,RDA|s|minutes/2024/2024-03-25/2024-03-27_rda_RC.md|7,3,,A Resolution of the Redevelopment Agency of South Salt Lake Authorizing the Execution of an — motion to approve the Resolution
80,RDA|s|minutes/2024/2024-03-25/2024-03-27_rda_RC.md|8,3,,A Resolution of the Redevelopment Agency of South Salt Lake Authorizing the Execution of an — motion to approve the Resolution
81,RDA|s|minutes/2024/2024-03-25/2024-03-27_rda_RC.md|9,3,,motion to adjourn
82,RDA|s|minutes/2024/2024-04-22/2024-04-24_rda_RC.md|2,3,,A Resolution of the Redevelopment Agency of South Salt Lake Authorizing the Executive — motion to approve the Resolution
83,RDA|s|minutes/2024/2024-04-22/2024-04-24_rda_RC.md|3,3,,motion to adjourn
84,Council|s|minutes/2024/2024-05-06/2024-05-08_council_RC.md|4,1,,An Ordinance of the South Salt Lake City Council Amending Section 17.05.110 and — motion to approve the Ordinance
85,RDA|s|minutes/2024/2024-05-06/2024-05-08_rda_RC.md|2,3,,Fiscal Year 2024-2025 Tentative Redevelopment Agency Budget Presentation. — motion to adjourn
86,RDA|s|minutes/2024/2024-05-20/2024-05-22_rda_RC.md|1,3,,Budget Discussion Regarding Proposed 2024-2025 Redevelopment Agency Budget — motion to adjourn
87,RDA|s|minutes/2024/2024-06-03/2024-06-05_rda_RC.md|2,3,,motion to adopt the 2024-2045 Redevelopment Agency budget via Resolution
88,RDA|s|minutes/2024/2024-06-03/2024-06-05_rda_RC.md|3,3,,motion to adjourn the meeting
89,Council|s|minutes/2024/2024-06-10/2024-06-12_council_RC.md|14,1,,An Ordinance of the South Salt Lake City Council Amending Section 3.11.100 of the — motion to move this as Unfinished Business to the next meeting
90,Council|s|minutes/2024/2024-07-08/2024-07-10_council_RC.md|1,1,,An Ordinance of the South Salt Lake City Council Amending Section 3.11.100 of the — motion to approve the Ordinance
91,Council|s|minutes/2024/2024-07-08/2024-07-10_council_RC.md|7,1,,An Ordinance of the South Salt Lake City Council Amending Chapter 3.12 of the South — motion to move this as Unfinished Business to a future meeting
92,Council|s|minutes/2024/2024-07-29/2024-07-31_council_RC.md|2,1,,An Ordinance of the South Salt Lake City Council Amending Chapter 3.12 of the South — motion to approve the Ordinance
93,Council|s|minutes/2024/2024-07-29/2024-07-31_council_RC.md|6,1,,An Ordinance of the South Salt Lake City Council Amending Section 3.11.040(B) of the — motion to approve the Ordinance
94,RDA|s|minutes/2024/2024-08-26/2024-08-28_rda_RC.md|2,3,,A Resolution of the Redevelopment Agency of South Salt Lake Authorizing the Dissolution of — motion to approve the Resolution
95,RDA|s|minutes/2024/2024-08-26/2024-08-28_rda_RC.md|3,3,,A Resolution of the Redevelopment Agency of South Salt Lake Authorizing the Executive — motion to approve the Resolution
96,Council|s|minutes/2024/2024-10-07/2024-10-09_council_RC.md|4,1,,An Ordinance of the South Salt Lake City Council Amending Section 3.11.100(f) of the — motion to move this to Unfinished Business to the next meeting
97,Council|s|minutes/2024/2024-10-21/2024-10-23_council_RC.md|2,1,,An Ordinance of the South Salt Lake City Council Amending Section 3.11.100(f) of the — motion to approve the Ordinance
98,RDA|s|minutes/2024/2024-10-21/2024-10-23_rda_RC.md|2,3,,A Resolution of the Redevelopment Agency of South Salt Lake Authorizing the Executive — motion to approve the Resolution
99,RDA|s|minutes/2024/2024-10-21/2024-10-23_rda_RC.md|3,3,,A Resolution of the Redevelopment Agency of South Salt Lake Adopting the South Salt Lake — motion to approve the Resolution
100,Council|s|minutes/2024/2024-12-09/2024-12-11_council_RC.md|3,1,,An Ordinance of the South Salt Lake City Council to Amend the South Salt Lake Zoning — motion to approve the Ordinance
101,RDA|s|minutes/2024/2024-12-09/2024-12-11_rda_RC.md|2,3,,Approval of the 2025 RDA Meeting Schedule — motion to approve the proposed 2025 Redevelopment Agency meeting schedule
102,RDA|s|minutes/2024/2024-12-09/2024-12-11_rda_RC.md|3,3,,motion to adjourn
103,RDA|s|minutes/2025/2025-01-06/2025-01-08_rda_RC.md|2,3,,Elect RDA Chair & Vice Chair for 2025
104,RDA|s|minutes/2025/2025-01-06/2025-01-08_rda_RC.md|3,3,,(motion — description not captured)
105,RDA|s|minutes/2025/2025-01-06/2025-01-08_rda_RC.md|4,3,,motion to adjourn
106,Council|s|minutes/2025/2025-01-20/2025-01-22_council_RC.md|4,1,,An Ordinance of the South Salt Lake City Council to Amend the South Salt Lake Zoning — motion to approve the Ordinance
107,Council|s|minutes/2025/2025-03-10/2025-03-12_council_RC.md|4,1,,An Ordinance of the South Salt Lake City Council Amending Section 17.10.120 of the — motion to approve
108,Council|s|minutes/2025/2025-03-10/2025-03-12_council_RC.md|5,1,,An Ordinance of the South Salt Lake City Council Amending Section 2.70.030 of the — motion to move this to Unfinished Business to the next meeting
109,Council|s|minutes/2025/2025-03-24/2025-03-26_council_RC.md|3,1,,An Ordinance of the South Salt Lake City Council Amending Section 2.70.030 of the — motion to approve the Ordinance
110,Council|s|minutes/2025/2025-04-21/2025-04-23_council_RC.md|5,1,,An Ordinance of the South Salt Lake City Council Amending Title 12 and Title 17 of the — motion to move this item to the next meeting
111,Council|s|minutes/2025/2025-04-21/2025-04-23_council_RC.md|6,1,,An Ordinance of the South Salt Lake City Council to Amend the South Salt Lake Zoning — motion to approve the Ordinance
112,RDA|s|minutes/2025/2025-05-12/2025-05-14_rda_RC.md|1,3,,motion to approve these
113,RDA|s|minutes/2025/2025-05-12/2025-05-14_rda_RC.md|2,3,,Consideration of a Resolution of the Board (the “Board”) of the City of South Salt Lake — motion to approve the Resolution
114,RDA|s|minutes/2025/2025-05-12/2025-05-14_rda_RC.md|3,3,,motion to adjourn
115,Council|s|minutes/2025/2025-05-26/2025-05-28_council_RC.md|6,1,,An Ordinance of the South Salt Lake City Council Amending Section 3.11.040(B) of the — motion to approve the Ordinance
116,RDA|s|minutes/2025/2025-05-26/2025-05-28_rda_RC.md|2,3,,(motion — description not captured)
117,RDA|s|minutes/2025/2025-05-26/2025-05-28_rda_RC.md|3,3,,Presentation of the 2025-2026 Redevelopment Agency Tentative Budget. — motion to move the matter as Unfinished Business to the next meeting
118,RDA|s|minutes/2025/2025-05-26/2025-05-28_rda_RC.md|4,3,,motion to adjourn
119,Council|s|minutes/2025/2025-06-09/2025-06-11_council_RC.md|2,1,,An Ordinance of the South Salt Lake City Council Amending Section 3.11.100 of the — motion to approve the Ordinance
120,RDA|s|minutes/2025/2025-06-09/2025-06-11_rda_RC.md|2,3,,(motion — description not captured)
121,RDA|s|minutes/2025/2025-06-09/2025-06-11_rda_RC.md|3,3,,motion to adjourn
122,Council|s|minutes/2025/2025-07-07/2025-07-09_council_RC.md|3,1,,An Ordinance of the South Salt Lake City Council to Amend the South Salt Lake Zoning — motion to move the item as Unfinished Business to another meeting
123,Council|s|minutes/2025/2025-07-07/2025-07-09_council_RC.md|5,1,,An Ordinance Of The South Salt Lake City Council Amending Section 3.11.020 Of The — motion to move the item as Unfinished Business to another meeting
124,Council|s|minutes/2025/2025-07-07/2025-07-09_council_RC.md|6,1,,An Ordinance Of The South Salt Lake City Council Amending Section 3.11.060 Of The — motion to move the item as Unfinished Business to another meeting
125,Council|s|minutes/2025/2025-07-07/2025-07-09_council_RC.md|7,1,,An Ordinance Of The South Salt Lake City Council Amending Section 3.11.070 Of The — motion to move the item as Unfinished Business to another meeting
126,Council|s|minutes/2025/2025-07-21/2025-07-23_council_RC.md|3,1,,An Ordinance of the South Salt Lake City Council Amending Section 3.11.100 of the — motion to approve the Ordinance
127,Council|s|minutes/2025/2025-07-21/2025-07-23_council_RC.md|4,1,,An Ordinance of the South Salt Lake City Council Amending Section 3.11.070 of the — motion to approve the Ordinance
128,Council|s|minutes/2025/2025-07-21/2025-07-23_council_RC.md|5,1,,An Ordinance Of The South Salt Lake City Council Amending Section 3.11.020 Of The — motion to approve the Ordinance
129,Council|s|minutes/2025/2025-07-21/2025-07-23_council_RC.md|6,1,,An Ordinance Of The South Salt Lake City Council Amending Section 3.11.060 Of The — motion to approve the Ordinance
130,Council|s|minutes/2025/2025-07-21/2025-07-23_council_RC.md|10,1,,An Ordinance of the South Salt Lake City Council to Amend the South Salt Lake Zoning — motion to approve the Ordinance
131,Council|s|minutes/2025/2025-08-11/2025-08-13_council_RC.md|4,1,,An Ordinance of the South Salt Lake City Council to Amend the South Salt Lake Zoning — motion to approve the Ordinance
132,Council|s|minutes/2025/2025-08-11/2025-08-13_council_RC.md|6,1,,An Ordinance of the South Salt Lake City Council Amending Chapter 3.16 of the South — motion to move this item as Unfinished Business to the next meeting
133,Council|s|minutes/2025/2025-08-11/2025-08-13_council_RC.md|7,1,,An Ordinance of the South Salt Lake City Council Amending Section 3.11.010 of the — motion to move this item as Unfinished Business to the next meeting
134,Council|s|minutes/2025/2025-08-11/2025-08-13_council_RC.md|8,1,,An Ordinance of the South Salt Lake City Council Amending Section 3.11.010 of the — motion to move this item as Unfinished Business to the next meeting
135,Council|s|minutes/2025/2025-08-25/2025-08-27_council_RC.md|4,1,,An Ordinance of the South Salt Lake City Council Amending Chapter 3.16 of the South — motion to approve the Ordinance
136,Council|s|minutes/2025/2025-08-25/2025-08-27_council_RC.md|5,1,,An Ordinance of the South Salt Lake City Council Amending Section 3.11.010 of the — motion to approve the Ordinance
137,Council|s|minutes/2025/2025-08-25/2025-08-27_council_RC.md|6,1,,An Ordinance of the South Salt Lake City Council Amending Section 3.11.010 of the — motion to approve the Ordinance
138,RDA|s|minutes/2025/2025-08-25/2025-08-27_rda_RC.md|2,3,,Belle Haven Project Overview — motion to adjourn
139,Council|s|minutes/2025/2025-10-13/2025-10-15_council_RC.md|4,1,,An Ordinance of the South Salt Lake City Council Amending Section 3.11.020(C) of the — motion to move this item as Unfinished Business to the next meeting
140,Council|s|minutes/2025/2025-10-13/2025-10-15_council_RC.md|5,1,,An Ordinance of the South Salt Lake City Council Amending Section 3.11.100(F) of the — motion to move this item as Unfinished Business to a future meeting
141,Council|s|minutes/2025/2025-10-27/2025-10-29_council_RC.md|2,1,,An Ordinance of the South Salt Lake City Council to Amend the South Salt Lake Zoning — motion to approve the Ordinance
142,Council|s|minutes/2025/2025-10-27/2025-10-29_council_RC.md|3,1,,An Ordinance of the South Salt Lake City Council Amending Section 3.11.020(C) of the — motion to approve the Ordinance
143,Council|s|minutes/2025/2025-10-27/2025-10-29_council_RC.md|4,1,,An Ordinance of the South Salt Lake City Council Amending Section 3.11.100(F) of the — motion to approve the Resolution
144,RDA|s|minutes/2025/2025-11-10/2025-11-12_rda_RC.md|1,3,,motion to approve these
145,RDA|s|minutes/2025/2025-11-10/2025-11-12_rda_RC.md|2,3,,A Resolution of the Redevelopment Agency of South Salt Lake Authorizing the Conveyance of — motion to approve the Resolution
146,RDA|s|minutes/2025/2025-11-10/2025-11-12_rda_RC.md|3,3,,A Resolution of the Redevelopment Agency of South Salt Lake Authorizing the Conveyance of — motion to approve the Resolution
147,RDA|s|minutes/2025/2025-11-10/2025-11-12_rda_RC.md|4,3,,A Resolution of the Redevelopment Agency of South Salt Lake Authorizing the Execution of an — motion to approve the Resolution
148,RDA|s|minutes/2025/2025-11-10/2025-11-12_rda_RC.md|5,3,,motion to adjourn
149,RDA|s|minutes/2025/2025-12-08/2025-12-10_rda_RC.md|1,3,,motion to approve these
150,RDA|s|minutes/2025/2025-12-08/2025-12-10_rda_RC.md|2,3,,2026 Redevelopment Agency Meeting Schedule. — motion to approve the 2026 Redevelopment Agency Meeting Schedule
151,RDA|s|minutes/2025/2025-12-08/2025-12-10_rda_RC.md|3,3,,A Resolution of the Redevelopment Agency of South Salt Lake Authorizing the Execution of a — motion to approve the Resolution
152,RDA|s|minutes/2025/2025-12-08/2025-12-10_rda_RC.md|4,3,,A Resolution of the Redevelopment Agency of South Salt Lake Authorizing the Execution of a — motion to approve the Resolution
153,RDA|s|minutes/2025/2025-12-08/2025-12-10_rda_RC.md|5,3,,motion to adjourn
154,Council|s|minutes/2026/2026-01-12/2026-01-14_council_RC.md|3,1,,An Ordinance of the South Salt Lake City Council Amending Chapter 12.30 and Chapter — motion to approve the Ordinance
155,RDA|s|minutes/2026/2026-01-12/2026-01-14_rda_RC.md|1,3,,motion to approve
156,RDA|s|minutes/2026/2026-01-12/2026-01-14_rda_RC.md|2,3,,motion to adjourn
157,Council|s|minutes/2026/2026-03-23/2026-03-25_council_RC.md|3,1,,An Ordinance of the South Salt Lake City Council Amending Section 17.03.230 of the — motion to approve the Ordinance
158,Council|s|minutes/2026/2026-03-23/2026-03-25_council_RC.md|4,1,,An Ordinance of the South Salt Lake City Council Amending Section 17.10.120 of the — motion to approve the Ordinance
159,Council|s|minutes/2026/2026-04-27/2026-04-29_council_RC.md|7,1,,"To receive public input regarding a petition by applicant, dbURBAN, to vacate the — motion to approve the street vacation by Ordinance"
160,Council|s|minutes/2026/2026-05-11/2026-05-13_council_RC.md|7,1,,An Ordinance Of The South Salt Lake City Council Amending Section 3.11.100 Of The — motion to move the proposed Ordinance back to a Work Meeting for further discussion
161,Council|s|minutes/2026/2026-05-11/2026-05-13_council_RC.md|8,1,,An Ordinance Of The South Salt Lake City Council Amending Chapter 12.30 Of The — motion to move the proposed Ordinance back to a Work Meeting for further discussion
162,Council|s|minutes/2026/2026-05-25/2026-05-27_council_RC.md|6,1,,An Ordinance of the South Salt Lake City Council Amending Section 3.11.100 of the — motion to approve the Ordinance
163,Council|s|minutes/2026/2026-05-25/2026-05-27_council_RC.md|7,1,,An Ordinance of the South Salt Lake City Council Amending Chapter 12.30 of the South — motion to approve the Ordinance
164,RDA|s|minutes/2026/2026-05-25/2026-05-27_rda_RC.md|1,3,,motion to approve these
165,RDA|s|minutes/2026/2026-05-25/2026-05-27_rda_RC.md|2,3,,A Resolution of the Redevelopment Agency of South Salt Lake Authorizing the Execution — motion to approve the Resolution for the Participation Agreement
166,RDA|s|minutes/2026/2026-05-25/2026-05-27_rda_RC.md|3,3,,A Resolution of the Redevelopment Agency of South Salt Lake Authorizing the Execution of a — motion to approve the Resolution for the Participation Agreement
167,RDA|s|minutes/2026/2026-06-08/2026-06-10_rda_RC.md|2,3,,(motion — description not captured)
168,RDA|s|minutes/2026/2026-06-15/2026-06-17_rda_RC.md|2,3,,A Resolution of the Redevelopment Agency of South Salt Lake Approving and Adopting the — motion to approve the Resolution to approve and adopt the Redevelopment Agency budget for fiscal year 2026-2027
169,PlanningCommission|s|minutes/2022/2022-01-17/2022-01-20_pc_PC.md|3,2,,Public Hearing – S-21-010 – Preliminary Plat Approval of a Subdivision Plat — Motion to approve the Preliminary Subdivision Plat Amendment to adjust the lot line between the two existing parcels located at 2770 South and 2778 South Blair Street with the following conditions
170,PlanningCommission|s|minutes/2022/2022-01-17/2022-01-20_pc_PC.md|4,2,,Public Hearing – S-21-006 – Preliminary Plat Approval of a Plat Amendment — Motion to approve the application from Roderick Enterprises on behalf of Brighton Bank for a Preliminary Subdivision Plat Amendment to subdivide one existing parcel into two parcels located at 4193 West 3300 South subject to the following
171,PlanningCommission|s|minutes/2022/2022-01-31/2022-02-03_pc_PC.md|2,2,,Public Meeting – S-21-010 – Final Plat Approval of a Subdivision Plat Amendment to — Motion to approve the application from Bryan and Robin Bennett for a Final Subdivision Plat Amendment to adjust the lot line between the two existing parcels located at 2770 and 2778 South Blair Street with the following conditions
172,PlanningCommission|s|minutes/2022/2022-04-04/2022-04-07_pc_PC.md|3,2,,"Public Hearing – A Recommendation to the South Salt Lake City Council to Adopt an — Motion to forward a recommendation to the South Salt Lake City Council to adopt an Ordinance enacting Section 12.61 and amending Section 3.11 of the South Salt Lake Municipal Code to enact standards regarding the siting of Wireless Facilities, and Wireless Support Structures within City-owned rights-of-way, to conform to the South Salt Lake City Code with recent mandates in State Law and to adjust the Consolidated Fee Schedule to address new fees relating to Wireless Facilities, with the grammatical corrections"
173,PlanningCommission|s|minutes/2022/2022-08-15/2022-08-18_pc_WM.md|2,2,,"Motion to approve the application submitted by Jose Correa for a Conditional Use Permit on behalf of Century Theaters for four (4) EMC signs, to be installed at 125 East 3300 South, based on the finding and conclusions of law included in the staff report with the following conditions"
174,PlanningCommission|s|minutes/2022/2022-08-15/2022-08-18_pc_WM.md|3,2,,"Motion to forward a recommendation of APPROVAL of the application by 2121 Fedora, LLC to the South Salt Lake City Council to vacate the public alley located between 2101 South State Street, 2115 South State Street, and 2121 South State Street based on the analysis and findings set forth in the staff report and the following conditions of approval"
