date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,meeting_id,size_mb,stored_locally
2020-02-25,HA Special Meeting,HousingAuthority,special,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/HA_Special_Meeting_7127_Agenda_2_25_2020_6_30_00_PM.pdf?documentType=1&meetingId=7127,2026-07-06,text,pdftotext,raw/2020/HA_Special_Meeting_7127_Agenda_2_25_2020_6_30_00_PM.pdf,7127,0.128,yes
2020-02-25,RDA Special Meeting,RDA,special,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/RDA_Special_Meeting_7126_Agenda_2_25_2020_6_30_00_PM.pdf?documentType=1&meetingId=7126,2026-07-06,text,pdftotext,raw/2020/RDA_Special_Meeting_7126_Agenda_2_25_2020_6_30_00_PM.pdf,7126,0.128,yes
2020-02-26,Planning Commission Public Hearing,PlanningCommission,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/Planning_Commission_Public_Hearing_6986_Agenda_2_26_2020_4_00_00_PM.pdf?documentType=1&meetingId=6986,2026-07-06,text,pdftotext,raw/2020/Planning_Commission_Public_Hearing_6986_Agenda_2_26_2020_4_00_00_PM.pdf,6986,0.061,yes
2020-03-03,City Council Study Meeting,Council,study,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Study_Meeting_7013_Agenda_3_3_2020_4_30_00_PM.pdf?documentType=1&meetingId=7013,2026-07-06,text,pdftotext,raw/2020/City_Council_Study_Meeting_7013_Agenda_3_3_2020_4_30_00_PM.pdf,7013,0.109,yes
2020-03-03,City Council Regular Meeting,Council,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Regular_Meeting_7063_Agenda_3_3_2020_6_30_00_PM.pdf?documentType=1&meetingId=7063,2026-07-06,text,pdftotext,raw/2020/City_Council_Regular_Meeting_7063_Agenda_3_3_2020_6_30_00_PM.pdf,7063,0.109,yes
2020-03-04,Board of Adjstment Meeting,BoardOfAdjustment,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/Board_of_Adjstment_Meeting_7128_Agenda_3_4_2020_6_00_00_PM.pdf?documentType=1&meetingId=7128,2026-07-06,text,pdftotext,raw/2020/Board_of_Adjstment_Meeting_7128_Agenda_3_4_2020_6_00_00_PM.pdf,7128,0.057,yes
2020-03-04,Planning Commission Study Meeting,PlanningCommission,study,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/Planning_Commission_Study_Meeting_6965_Agenda_3_4_2020_3_30_00_PM.pdf?documentType=1&meetingId=6965,2026-07-06,text,pdftotext,raw/2020/Planning_Commission_Study_Meeting_6965_Agenda_3_4_2020_3_30_00_PM.pdf,6965,0.061,yes
2020-03-10,City Council Study Meeting,Council,study,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Study_Meeting_7014_Agenda_3_10_2020_4_30_00_PM.pdf?documentType=1&meetingId=7014,2026-07-06,text,pdftotext,raw/2020/City_Council_Study_Meeting_7014_Agenda_3_10_2020_4_30_00_PM.pdf,7014,0.133,yes
2020-03-10,City Council Regular Meeting,Council,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Regular_Meeting_7064_Agenda_3_10_2020_6_30_00_PM.pdf?documentType=1&meetingId=7064,2026-07-06,text,pdftotext,raw/2020/City_Council_Regular_Meeting_7064_Agenda_3_10_2020_6_30_00_PM.pdf,7064,0.154,yes
2020-03-11,Planning Commission Public Hearing,PlanningCommission,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/Planning_Commission_Public_Hearing_6987_Agenda_3_11_2020_4_00_00_PM.pdf?documentType=1&meetingId=6987,2026-07-06,text,pdftotext,raw/2020/Planning_Commission_Public_Hearing_6987_Agenda_3_11_2020_4_00_00_PM.pdf,6987,0.057,yes
2020-03-17,City Council Study Meeting,Council,study,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Study_Meeting_7015_Agenda_3_17_2020_4_30_00_PM.pdf?documentType=1&meetingId=7015,2026-07-06,text,pdftotext,raw/2020/City_Council_Study_Meeting_7015_Agenda_3_17_2020_4_30_00_PM.pdf,7015,0.15,yes
2020-03-17,City Council Regular Meeting,Council,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Regular_Meeting_7065_Agenda_3_17_2020_6_30_00_PM.pdf?documentType=1&meetingId=7065,2026-07-06,text,pdftotext,raw/2020/City_Council_Regular_Meeting_7065_Agenda_3_17_2020_6_30_00_PM.pdf,7065,0.155,yes
2020-03-18,Planning Commission Study Meeting,PlanningCommission,study,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/Planning_Commission_Study_Meeting_6966_Agenda_3_18_2020_3_30_00_PM.pdf?documentType=1&meetingId=6966,2026-07-06,text,pdftotext,raw/2020/Planning_Commission_Study_Meeting_6966_Agenda_3_18_2020_3_30_00_PM.pdf,6966,0.08,yes
2020-03-24,City Council Study Meeting,Council,study,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Study_Meeting_7016_Agenda_3_24_2020_4_30_00_PM.pdf?documentType=1&meetingId=7016,2026-07-06,text,pdftotext,raw/2020/City_Council_Study_Meeting_7016_Agenda_3_24_2020_4_30_00_PM.pdf,7016,0.106,yes
2020-03-24,City Council Regular Meeting,Council,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Regular_Meeting_7066_Agenda_3_24_2020_6_30_00_PM.pdf?documentType=1&meetingId=7066,2026-07-06,text,pdftotext,raw/2020/City_Council_Regular_Meeting_7066_Agenda_3_24_2020_6_30_00_PM.pdf,7066,0.106,yes
2020-03-25,Planning Commission Public Hearing,PlanningCommission,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/Planning_Commission_Public_Hearing_6988_Agenda_3_25_2020_4_00_00_PM.pdf?documentType=1&meetingId=6988,2026-07-06,text,pdftotext,raw/2020/Planning_Commission_Public_Hearing_6988_Agenda_3_25_2020_4_00_00_PM.pdf,6988,0.081,yes
2020-04-01,Board of Adjustment Meeting,BoardOfAdjustment,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/Board_of_Adjustment_Meeting_7130_Agenda_4_1_2020_6_00_00_PM.pdf?documentType=1&meetingId=7130,2026-07-06,text,pdftotext,raw/2020/Board_of_Adjustment_Meeting_7130_Agenda_4_1_2020_6_00_00_PM.pdf,7130,0.074,yes
2020-04-01,Planning Commission Study Meeting,PlanningCommission,study,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/Planning_Commission_Study_Meeting_6967_Agenda_4_1_2020_3_30_00_PM.pdf?documentType=1&meetingId=6967,2026-07-06,text,pdftotext,raw/2020/Planning_Commission_Study_Meeting_6967_Agenda_4_1_2020_3_30_00_PM.pdf,6967,0.077,yes
2020-04-07,City Council Study Meeting,Council,study,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Study_Meeting_7018_Agenda_4_7_2020_4_30_00_PM.pdf?documentType=1&meetingId=7018,2026-07-06,text,pdftotext,raw/2020/City_Council_Study_Meeting_7018_Agenda_4_7_2020_4_30_00_PM.pdf,7018,0.145,yes
2020-04-07,City Council Regular Meeting,Council,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Regular_Meeting_7068_Agenda_4_7_2020_6_30_00_PM.pdf?documentType=1&meetingId=7068,2026-07-06,text,pdftotext,raw/2020/City_Council_Regular_Meeting_7068_Agenda_4_7_2020_6_30_00_PM.pdf,7068,0.151,yes
2020-04-07,HA Regular Meeting,HousingAuthority,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/HA_Regular_Meeting_7109_Agenda_4_7_2020_6_30_00_PM.pdf?documentType=1&meetingId=7109,2026-07-06,text,pdftotext,raw/2020/HA_Regular_Meeting_7109_Agenda_4_7_2020_6_30_00_PM.pdf,7109,0.106,yes
2020-04-07,BA Regular Meeting,MBA,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/BA_Regular_Meeting_7110_Agenda_4_7_2020_6_30_00_PM.pdf?documentType=1&meetingId=7110,2026-07-06,text,pdftotext,raw/2020/BA_Regular_Meeting_7110_Agenda_4_7_2020_6_30_00_PM.pdf,7110,0.118,yes
2020-04-07,RDA Regular Meeting,RDA,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/RDA_Regular_Meeting_7108_Agenda_4_7_2020_6_30_00_PM.pdf?documentType=1&meetingId=7108,2026-07-06,text,pdftotext,raw/2020/RDA_Regular_Meeting_7108_Agenda_4_7_2020_6_30_00_PM.pdf,7108,0.134,yes
2020-04-08,Planning Commission Public Hearing,PlanningCommission,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/Planning_Commission_Public_Hearing_6989_Agenda_4_8_2020_4_00_00_PM.pdf?documentType=1&meetingId=6989,2026-07-06,text,pdftotext,raw/2020/Planning_Commission_Public_Hearing_6989_Agenda_4_8_2020_4_00_00_PM.pdf,6989,0.085,yes
2020-04-14,City Council Study Meeting,Council,study,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Study_Meeting_7019_Agenda_4_14_2020_4_30_00_PM.pdf?documentType=1&meetingId=7019,2026-07-06,text,pdftotext,raw/2020/City_Council_Study_Meeting_7019_Agenda_4_14_2020_4_30_00_PM.pdf,7019,0.145,yes
2020-04-14,City Council Regular Meeting,Council,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Regular_Meeting_7069_Agenda_4_14_2020_6_30_00_PM.pdf?documentType=1&meetingId=7069,2026-07-06,text,pdftotext,raw/2020/City_Council_Regular_Meeting_7069_Agenda_4_14_2020_6_30_00_PM.pdf,7069,0.16,yes
2020-04-15,Planning Commission Study Meeting,PlanningCommission,study,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/Planning_Commission_Study_Meeting_6968_Agenda_4_15_2020_3_30_00_PM.pdf?documentType=1&meetingId=6968,2026-07-06,text,pdftotext,raw/2020/Planning_Commission_Study_Meeting_6968_Agenda_4_15_2020_3_30_00_PM.pdf,6968,0.076,yes
2020-04-21,City Council Study Meeting,Council,study,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Study_Meeting_7020_Agenda_4_21_2020_4_30_00_PM.pdf?documentType=1&meetingId=7020,2026-07-06,text,pdftotext,raw/2020/City_Council_Study_Meeting_7020_Agenda_4_21_2020_4_30_00_PM.pdf,7020,0.145,yes
2020-04-21,City Council Regular Meeting,Council,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Regular_Meeting_7070_Agenda_4_21_2020_6_30_00_PM.pdf?documentType=1&meetingId=7070,2026-07-06,text,pdftotext,raw/2020/City_Council_Regular_Meeting_7070_Agenda_4_21_2020_6_30_00_PM.pdf,7070,0.161,yes
2020-04-21,Test Council Meeting - Video,Council,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/Test_Council_Meeting_-_Video_7139_Agenda_4_21_2020_10_49_14_AM.pdf?documentType=1&meetingId=7139,2026-07-06,text,pdftotext,raw/2020/Test_Council_Meeting_-_Video_7139_Agenda_4_21_2020_10_49_14_AM.pdf,7139,0.147,yes
2020-04-22,Planning Commission Public Hearing,PlanningCommission,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/Planning_Commission_Public_Hearing_6990_Agenda_4_22_2020_4_00_00_PM.pdf?documentType=1&meetingId=6990,2026-07-06,text,pdftotext,raw/2020/Planning_Commission_Public_Hearing_6990_Agenda_4_22_2020_4_00_00_PM.pdf,6990,0.076,yes
2020-04-28,City Council Study Meeting,Council,study,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Study_Meeting_7021_Agenda_4_28_2020_4_30_00_PM.pdf?documentType=1&meetingId=7021,2026-07-06,text,pdftotext,raw/2020/City_Council_Study_Meeting_7021_Agenda_4_28_2020_4_30_00_PM.pdf,7021,0.145,yes
2020-04-28,City Council Regular Meeting,Council,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Regular_Meeting_7071_Agenda_4_28_2020_6_30_00_PM.pdf?documentType=1&meetingId=7071,2026-07-06,text,pdftotext,raw/2020/City_Council_Regular_Meeting_7071_Agenda_4_28_2020_6_30_00_PM.pdf,7071,0.16,yes
2020-05-05,City Council Study Meeting,Council,study,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Study_Meeting_7022_Agenda_5_5_2020_4_30_00_PM.pdf?documentType=1&meetingId=7022,2026-07-06,text,pdftotext,raw/2020/City_Council_Study_Meeting_7022_Agenda_5_5_2020_4_30_00_PM.pdf,7022,0.147,yes
2020-05-05,City Council Regular Meeting,Council,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Regular_Meeting_7072_Agenda_5_5_2020_6_30_00_PM.pdf?documentType=1&meetingId=7072,2026-07-06,text,pdftotext,raw/2020/City_Council_Regular_Meeting_7072_Agenda_5_5_2020_6_30_00_PM.pdf,7072,0.162,yes
2020-05-05,HA Regular Meeting,HousingAuthority,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/HA_Regular_Meeting_7112_Agenda_5_5_2020_6_30_00_PM.pdf?documentType=1&meetingId=7112,2026-07-06,text,pdftotext,raw/2020/HA_Regular_Meeting_7112_Agenda_5_5_2020_6_30_00_PM.pdf,7112,0.129,yes
2020-05-05,BA Regular Meeting,MBA,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/BA_Regular_Meeting_7113_Agenda_5_5_2020_6_30_00_PM.pdf?documentType=1&meetingId=7113,2026-07-06,text,pdftotext,raw/2020/BA_Regular_Meeting_7113_Agenda_5_5_2020_6_30_00_PM.pdf,7113,0.144,yes
2020-05-05,RDA Regular Meeting,RDA,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/RDA_Regular_Meeting_7111_Agenda_5_5_2020_6_30_00_PM.pdf?documentType=1&meetingId=7111,2026-07-06,text,pdftotext,raw/2020/RDA_Regular_Meeting_7111_Agenda_5_5_2020_6_30_00_PM.pdf,7111,0.129,yes
2020-05-06,Board of Adjustment Meeting,BoardOfAdjustment,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/Board_of_Adjustment_Meeting_7131_Agenda_5_6_2020_6_00_00_PM.pdf?documentType=1&meetingId=7131,2026-07-06,text,pdftotext,raw/2020/Board_of_Adjustment_Meeting_7131_Agenda_5_6_2020_6_00_00_PM.pdf,7131,0.08,yes
