date,body,motion_no,motion,result,mover,seconder,names_recorded
2016-10-06,PlanningCommission,1,"to approve the minutes from September 1st, 2016","Passed 4, 0",Gunnell,Christensen,false
2016-10-06,PlanningCommission,2,"to recommend approval of the consent agenda, including MJ Enterprises Subdivision 1st Amendment and Agriculture Protection Areas, to the County Council with the noted findings of fact, conditions, and conclusions","Passed 4, 0",Olsen,Christensen,false
2016-10-06,PlanningCommission,3,"to recommend approval of the Munk Brother’s Subdivision to the County Council with the findings of fact, conditions, and conclusions","Passed 4, 0",Gunnell,Christensen,false
2016-10-06,PlanningCommission,4,"to recommend approval of the Hawk’s Ridge Subdivision to the County Council with the findings of fact, conditions, and conclusions","Passed 4, 0",Christensen,Gunnell,false
2016-10-06,PlanningCommission,5,"to recommend approval of the Meridian Acres Subdivision to the County Council with the findings of fact, conditions, and three conclusions","Passed 4, 0",Olsen,Gunnell,false
2016-10-06,PlanningCommission,6,"to recommend approval of the Little Bear Field Subdivision to the County Council with the findings of fact, conditions, and conclusions","Passed 4, 0",Gunnell,Christensen,false
2016-10-06,PlanningCommission,7,to open the public hearing,"Passed 4, 0",Olsen,Gunnell,false
2016-10-06,PlanningCommission,8,to close the public hearing,"Passed 4, 0",Christensen,Olsen,false
2016-10-06,PlanningCommission,9,to recommend approval of the proposed amendments to the County Council,"Passed 4, 0",Christensen,Gunnell,false
2016-10-06,PlanningCommission,10,"to approve the Rebound Unlimited Conditional Use Permit with the findings of fact, conditions, and conclusions","Passed 4, 0",Olsen,Gunnell,false
2016-10-06,PlanningCommission,11,"to approve the Crazy Cascade Blueticks CUP with the findings of fact, conditions, and conclusions","Passed 4, 0",Christensen,Gunnell,false
2016-10-06,PlanningCommission,12,to extend the meeting to 8:10 pm,"Passed 4, 0",Olsen,Gunnell,false
2016-10-06,PlanningCommission,13,"to approve the Whisper Ridge CUP with the findings of fact, conditions including the amendments to condition 7 and addition of condition 14, and the conclusions","Passed 4, 0",Gunnell,Olsen,false
2016-11-03,PlanningCommission,1,to approve the minutes,"Passed 4, 0",Christensen,Olsen,false
2016-11-03,PlanningCommission,2,"to approve the Maple Fields Subdivision with the 28 findings of fact, 6 conditions, and 3 conclusions","Passed 4, 0",Christensen,Parker,false
2016-11-03,PlanningCommission,3,"to recommend approval to the County Council for the Hansen 400 West Subdivision the stated findings of fact, conditions, and conclusions","Passed 5, 0",Olsen,Watterson,false
2016-12-01,PlanningCommission,1,to approve the agenda with the removal of item #4,"Passed 6, 0",Sands,Gunnell,false
2016-12-01,PlanningCommission,2,to approve the consent agenda,"Passed 7, 0",Sands,Olsen,false
2016-12-01,PlanningCommission,3,"to open the public hearing for the Nixon & Nixon, Inc. Rezone","Passed 7, 0",Olsen,Christensen,false
2016-12-01,PlanningCommission,4,"to close the public hearing for the Nixon & Nixon, Inc. Rezone","Passed 6, 0",Watterson,Gunnell,false
2016-12-01,PlanningCommission,5,"to recommend approval of the Nixon & Nixon, Inc. Rezone to the County Council","Passed 7, 0",Gunnell,Watterson,false
2016-12-01,PlanningCommission,6,to accept the dates for the 2017 Meeting schedule,"Passed 7, 0",Christensen,Watterson,false
2017-01-05,PlanningCommission,1,to accept the minutes from 1 December 2016,"Approved 4, 0",Gunnell,Sands,false
2017-01-05,PlanningCommission,2,to approve the Agricultural Protection Area,"Approved 4, 0",Sands,Christensen,false
2017-02-02,PlanningCommission,1,to approve the agenda with the removal of item #4 and changing item #3 to a discussion instead of a public hearing,"Passed 6, 0",Watterson,Christensen,false
2017-02-02,PlanningCommission,2,"to accept the minutes from January 7, 2017","Approved 6, 0",Gunnell,Christensen,false
2017-02-02,PlanningCommission,3,to approve the consent agenda,"Passed 6, 0",Sands,Gunnell,false
2017-02-02,PlanningCommission,4,to open the public hearing for the West Cache Buildings Rezone,"Passed 5, 0",Parker,Christensen,false
2017-02-02,PlanningCommission,5,to close the public hearing,"Passed 5, 0",Gunnell,Christensen,false
2017-02-02,PlanningCommission,6,to recommend denial for the West Cache Buildings Rezone,"Passed 5, 0",Gunnell,Parker,false
2017-03-02,PlanningCommission,1,to accept the agenda,"Passed 5, 0",Parker,Gunnell,false
2017-03-02,PlanningCommission,2,"to approve the minutes from February 2, 2017 meeting","Passed 5, 0",Gunnell,Parker,false
2017-03-02,PlanningCommission,3,to remove the View of the Valley Subdivision from the consent agenda,"Passed 5, 0",Gunnell,Christensen,false
2017-03-02,PlanningCommission,4,"to recommend approval of the View of the Valley Subdivision to the Cache County Council based on the conditions, with the addition of condition #4 regarding additional review of 1600 West, the findings of fact, and conclusions in the staff report","Passed 5, 0",Gunnell,Sands,false
2017-03-02,PlanningCommission,5,to open the public hearing,"Passed 5, 0",Sands,Gunnell,false
2017-03-02,PlanningCommission,6,to close the public hearing,"Passed 5, 0",Christensen,Gunnell,false
2017-03-02,PlanningCommission,7,"to recommend approval of the Reed and Joan Baldwin Rezone to the Cache County Council with the conclusions, findings of fact, and conditions in the staff report","Passed 5, 0",Christensen,Sands,false
2017-03-02,PlanningCommission,8,to open,"Passed 5, 0",Sands,Gunnell,false
2017-03-02,PlanningCommission,9,to close the public hearing,"Passed 5, 0",Gunnell,Sands,false
2017-03-02,PlanningCommission,10,"to recommend approval of the Amendments to Title 17 including 17.07, 17.09, and 17.22, to the County Council","Passed 5, 0",Gunnell,Parker,false
2017-03-02,PlanningCommission,11,to continue the item up to 60 days to allow the proponents to complete their agreement,"Passed 5, 0",Sands,Gunnell,false
2017-04-13,PlanningCommission,1,to open the public hearing,"Passed 6, 0",Smith,Parker,false
2017-04-13,PlanningCommission,2,to close the public hearing,"Passed 6, 0",Olsen,Smith,false
2017-04-13,PlanningCommission,3,to recommend approval of the Birch Hollow Rezone to the County Council based on the noted findings of fact and conclusions,"Passed 6, 0",Sands,Smith,false
2017-04-13,PlanningCommission,4,to open the public hearing,"Passed 5, 0",Sands,Christensen,false
2017-04-13,PlanningCommission,5,to close the public hearing,"Passed 5, 0",Sands,Smith,false
2017-04-13,PlanningCommission,6,to recommend approval of the M & R Rezone to the County Council based on the noted findings of fact and conclusions,"Passed 5, 0",Sands,Parker,false
2017-04-13,PlanningCommission,7,"to approve the Nixon & Nixon gravel pit with the noted findings and fact, conditions including the addition of an 11th condition, and conclusions","Passed 6, 0",Sands,Parker,false
2017-05-03,PlanningCommission,1,to approve,"Passed 4, 0",Parker,Gunnell,false
2017-05-03,PlanningCommission,2,to remove items #1 and #2 from the consent agenda,"Passed 4, 0",Sands,Gunnell,false
2017-05-03,PlanningCommission,3,to approve the consent agenda for items #3 and #4,"Passed 4, 0",Parker,Gunnell,false
2017-05-03,PlanningCommission,4,to open the public hearing,"Passed 4, 0",Sands,Gunnell,false
2017-05-03,PlanningCommission,5,to close the public hearing,"Passed 4, 0",Gunnell,Parker,false
2017-05-03,PlanningCommission,6,to recommend approval for the Wellsville City Sewer Improvement Rezone to the County Council based on the stated findings of fact and conclusions,"Passed 4, 0",Sands,Gunnell,false
2017-05-03,PlanningCommission,7,to accept public comment,"Passed 4, 0",Gunnell,Parker,false
2017-05-03,PlanningCommission,8,to close public comment,"Passed 5, 0",Gunnell,Parker,false
2017-05-03,PlanningCommission,9,"to approve the Spring Ridge Subdivision 2 nd amendment with the state findings of fact, conditions, and conclusions","Passed 5, 0",Parker,Gunnell,false
2017-05-03,PlanningCommission,10,"to approve the Cross J Subdivision Phase 1, 1st amendment with the stated findings of fact, conditions, and conclusions","Passed 4, 0",Christensen,Sands,false
2017-05-03,PlanningCommission,11,"to continue the DD Auto & Salvage Conditional Use Permit 1st Amendment up to 90 days, being August 3, 2017","Passed 5, 0",Christensen,Parker,false
2017-06-07,PlanningCommission,1,"to approve the minutes from May 3, 2017","Passed 4, 0",Gunnell,Christensen,false
2017-06-07,PlanningCommission,2,to open the public hearing for the Cache Resource Management Plan,"Passed 4, 0",Smith,Gunnell,false
2017-06-07,PlanningCommission,3,to close the public hearing for the Cache Resource Management Plan,"Passed 4, 0",Gunnell,Smith,false
2017-06-07,PlanningCommission,4,to recommend approval to the County Council for the Cache Resource Management Plan,"Passed 4, 0",Smith,Christensen,false
2017-06-07,PlanningCommission,5,to recommend approval for the Intermountain Hydraulics Conditional Use Permit amendment with the 8 conditions and 2 conclusions as written,"Passed 4, 0",Christensen,Smith,false
2017-06-07,PlanningCommission,6,"to approve the Rebound Unlimited Conditional Use Permit 1 st Amendment with the additional condition, stated conditions, and conclusions","Passed 4, 0",Smith,Gunnell,false
2017-07-06,PlanningCommission,1,to approve the minutes from the 07 June 2017 meeting,"Passed 7, 0",Gunnell,Smith,false
2017-07-06,PlanningCommission,2,to open the public hearing for the Curtis Rezone,"Passed 7, 0",Gunnell,Olsen,false
2017-07-06,PlanningCommission,3,to close the public hearing for the Curtis Rezone,"Passed 7, 0",Gunnell,Parker,false
2017-07-06,PlanningCommission,4,to recommend denial to the Cache County Council for the Curtis Rezone based on the two conclusions as written,"Passed 7, 0",Sands,Smith,false
2017-07-06,PlanningCommission,5,"to recommend the Autonomous Solutions, Inc, Conditional Use Permit based on the amended staff report with the stated findings of fact, ten (10) conditions, and two (2) conclusions","Passed 7, 0",Smith,Gunnell,false
2017-09-07,PlanningCommission,1,"to approved the July 6th minutes,","Passed 4, 0",Christensen,Sands,false
2017-09-07,PlanningCommission,2,to recommend approval of the consent agenda to the County Council,"Passed 4, 0",Olsen,Christensen,false
2017-09-07,PlanningCommission,3,to open the public hearing,"Passed 4, 0",Sands,Olsen,false
2017-09-07,PlanningCommission,4,to close the public hearing,"Passed 4, 0",Christensen,Sands,false
2017-09-07,PlanningCommission,5,to recommend denial to the County Council for the Mountain Heights Rezone with the stated findings of facts and conclusions,"Passed 4, 0",Sands,Olsen,false
2017-09-07,PlanningCommission,6,to open the public hearing,"Passed 4, 0",Sands,Christensen,false
2017-09-07,PlanningCommission,7,to close the public hearing,"Passed 4, 0",Olsen,Christensen,false
2017-09-07,PlanningCommission,8,to recommend approval of the Pate Rezone to the County Council based on the conclusions recommended by staff,"Passed 3, 1",Sands,Olsen,false
2017-09-07,PlanningCommission,9,"to approve the DD Auto & Salvage Conditional Use Permit 1st Amendment with the stated conclusions, conditions, and findings of facts","Passed 4, 0",Christensen,Olsen,false
2017-09-07,PlanningCommission,10,"to recommend approval of the Wellsville City CUP to the County Council with the stated findings of fact, conditions, and conclusions","Passed 4, 0",Olsen,Sands,false
2017-10-05,PlanningCommission,1,"to recommend approval to the County Council with the stated findings of fact, conditions , and conclusions","Passed 6, 0",Olsen,Gunnell,false
2017-10-05,PlanningCommission,2,to open the public hearing,"Passed 6, 0",Olsen,Smith,false
2017-10-05,PlanningCommission,3,to close the public hearing,"Passed 6, 0",Gunnell,Smith,false
2017-10-05,PlanningCommission,4,to recommend denial to the County Council based on it not being a moderately dense pattern and impeding adjacent agricultural uses,"Passed 6, 0",Smith,Gunnell,false
2017-10-05,PlanningCommission,5,to open the public hearing,"Passed 6, 0",Smith,Christensen,false
2017-10-05,PlanningCommission,6,to close the hearing,"Passed 6, 0",Gunnell,Olsen,false
2017-10-05,PlanningCommission,7,to recommend denial to the County Council based on it not being a moderately dense pattern area and impediments to agricultural interests in the area,"Passed 6, 0",Gunnell,Smith,false
2017-10-05,PlanningCommission,8,to open the public hearing,"Passed 6, 0",Smith,Christensen,false
2017-10-05,PlanningCommission,9,to close the public hearing,"Passed 6, 0",Olsen,Gunnell,false
2017-10-05,PlanningCommission,10,to continue the item until November’s meeting for additional information to be given to the public and for the commission to have another month to look at the given information,"Passed 6, 0",Smith,,false
2017-11-02,PlanningCommission,1,"to approve the minutes from October 5, 2017","Passed 5, 0",Gunnell,Smith,false
2017-11-02,PlanningCommission,2,to recommend approval of the Cache County Trails and Active Transportation Master Plan to the County Council,"Passed 5, 0",Sands,Gunnell,false
2017-12-07,PlanningCommission,1,to approve the minutes from 2 November 2017,"Passed 5, 0",Gunnell,Olsen,false
2017-12-07,PlanningCommission,2,to open the public hearing for the Jenkins Storage Parking Rezone,"Passed 5, 0",Olsen,Sands,false
2017-12-07,PlanningCommission,3,to close the public hearing for the Jenkins Storage Parking Rezone,"Passed 5, 0",Sands,Gunnell,false
2017-12-07,PlanningCommission,4,to recommend the denial of the Jenkins Storage Parking Rezone to the County Council with the stated findings of fact and conclusions,"Passed 5, 0",Gunnell,Sands,false
2017-12-07,PlanningCommission,5,"to recommend approval to the County Council for the Mt. Naomi Subdivision 1 st Amendment with the stated findings of facts, conditions, conclusions, and noted changes to condition #3","Passed 4, 1",Olsen,Gunnell,false
2017-12-07,PlanningCommission,6,"to approve the Lower Family Conditional Use Permit based on the findings of fact, conditions, and conclusions","Passed 5, 0",Sands,Christensen,false
2017-12-07,PlanningCommission,7,"to approve the Zeotech-Little Mountain Conditional Use Permit based on the findings of fact, conditions, and conclusions with the noted changes to conditions 4 and 9, and the addition of condition 15","Passed 5, 0",Gunnell,Olsen,false
2017-12-07,PlanningCommission,8,to nominate Brady Christensen for Chair,"Passed 4, 0",Gunnell,Sands,false
2017-12-07,PlanningCommission,9,to nominate Phil Olsen as Vice Chair,"Passed 5, 0",Gunnell,Sands,false
2018-01-04,PlanningCommission,1,to approve the 7 December 2017 minutes,"Passed 4, 0",Gunnell,Watterson,false
