date,year,title,slug,path,source,source_url,format,packet_url
2020-03-31,2020,Council Work Session,council-work-session,meeting_minutes/minutes/2020/2020-03-30/2020-03-31_council-work-session.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1928_Minutes_3_31_2020_12_00_00_PM.pdf?documentType=2&meetingId=1928,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1928_Agenda_Packet_3_31_2020_12_00_00_PM.pdf?documentType=5&meetingId=1928
2020-04-07,2020,Budget Retreat,budget-retreat,meeting_minutes/minutes/2020/2020-04-06/2020-04-07_budget-retreat.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Budget_Retreat_1967_Minutes_4_7_2020_2_00_00_PM.pdf?documentType=2&meetingId=1967,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Budget_Retreat_1967_Agenda_Packet_4_7_2020_2_00_00_PM.pdf?documentType=5&meetingId=1967
2020-04-14,2020,Council Regular Meeting,council-regular-meeting,meeting_minutes/minutes/2020/2020-04-13/2020-04-14_council-regular-meeting.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1941_Minutes_4_14_2020_5_30_00_PM.pdf?documentType=2&meetingId=1941,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1941_Agenda_Packet_4_14_2020_5_30_00_PM.pdf?documentType=5&meetingId=1941
2020-04-14,2020,Council Work Session,council-work-session,meeting_minutes/minutes/2020/2020-04-13/2020-04-14_council-work-session.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1917_Minutes_4_14_2020_12_30_00_PM.pdf?documentType=2&meetingId=1917,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1917_Agenda_Packet_4_14_2020_12_30_00_PM.pdf?documentType=5&meetingId=1917
2020-04-21,2020,Council Regular Meeting,council-regular-meeting,meeting_minutes/minutes/2020/2020-04-20/2020-04-21_council-regular-meeting.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1953_Minutes_4_21_2020_5_30_00_PM.pdf?documentType=2&meetingId=1953,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1953_Agenda_Packet_4_21_2020_5_30_00_PM.pdf?documentType=5&meetingId=1953
2020-04-21,2020,Council Work Session,council-work-session,meeting_minutes/minutes/2020/2020-04-20/2020-04-21_council-work-session.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1929_Minutes_4_21_2020_12_00_00_PM.pdf?documentType=2&meetingId=1929,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1929_Agenda_Packet_4_21_2020_12_00_00_PM.pdf?documentType=5&meetingId=1929
2020-05-05,2020,Council Regular Meeting,council-regular-meeting,meeting_minutes/minutes/2020/2020-05-04/2020-05-05_council-regular-meeting.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1942_Minutes_5_5_2020_5_30_00_PM.pdf?documentType=2&meetingId=1942,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1942_Agenda_Packet_5_5_2020_5_30_00_PM.pdf?documentType=5&meetingId=1942
2020-05-05,2020,Council Work Session,council-work-session,meeting_minutes/minutes/2020/2020-05-04/2020-05-05_council-work-session.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1918_Minutes_5_5_2020_1_00_00_PM.pdf?documentType=2&meetingId=1918,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1918_Agenda_Packet_5_5_2020_1_00_00_PM.pdf?documentType=5&meetingId=1918
2020-05-07,2020,Town Hall on the Critical Hillside Overlay Zone for Foothills Protection,town-hall-on-the-critical-hillside-overlay-zone-for-foothills-protection,meeting_minutes/minutes/2020/2020-05-04/2020-05-07_town-hall-on-the-critical-hillside-overlay-zone-for-foothills-protection.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Town_Hall_on_the_Critical_Hillside_Overlay_Zone_for_Foothills_Prot_1968_Minutes_5_7_2020_7_00_00_PM.pdf?documentType=2&meetingId=1968,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Town_Hall_on_the_Critical_Hillside_Overlay_Zone_for_Foothill_1968_Agenda_Packet_5_7_2020_7_00_00_PM.pdf?documentType=5&meetingId=1968
2020-05-19,2020,Council Regular Meeting,council-regular-meeting,meeting_minutes/minutes/2020/2020-05-18/2020-05-19_council-regular-meeting.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1954_Minutes_5_19_2020_5_30_00_PM.pdf?documentType=2&meetingId=1954,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1954_Agenda_Packet_5_19_2020_5_30_00_PM.pdf?documentType=5&meetingId=1954
2020-06-02,2020,Council Regular Meeting,council-regular-meeting,meeting_minutes/minutes/2020/2020-06-01/2020-06-02_council-regular-meeting.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1943_Minutes_6_2_2020_5_30_00_PM.pdf?documentType=2&meetingId=1943,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1943_Agenda_Packet_6_2_2020_5_30_00_PM.pdf?documentType=5&meetingId=1943
2020-06-02,2020,Council Work Session,council-work-session,meeting_minutes/minutes/2020/2020-06-01/2020-06-02_council-work-session.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1919_Minutes_6_2_2020_1_30_00_PM.pdf?documentType=2&meetingId=1919,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1919_Agenda_Packet_6_2_2020_1_30_00_PM.pdf?documentType=5&meetingId=1919
2020-06-16,2020,Council Regular Meeting,council-regular-meeting,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_council-regular-meeting.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1955_Minutes_6_16_2020_5_30_00_PM.pdf?documentType=2&meetingId=1955,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1955_Agenda_Packet_6_16_2020_5_30_00_PM.pdf?documentType=5&meetingId=1955
2020-06-16,2020,Council Work Session,council-work-session,meeting_minutes/minutes/2020/2020-06-15/2020-06-16_council-work-session.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1931_Minutes_6_16_2020_1_00_00_PM.pdf?documentType=2&meetingId=1931,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1931_Agenda_Packet_6_16_2020_1_00_00_PM.pdf?documentType=5&meetingId=1931
2020-07-07,2020,Council Regular Meeting,council-regular-meeting,meeting_minutes/minutes/2020/2020-07-06/2020-07-07_council-regular-meeting.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1944_Minutes_7_7_2020_5_30_00_PM.pdf?documentType=2&meetingId=1944,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1944_Agenda_Packet_7_7_2020_5_30_00_PM.pdf?documentType=5&meetingId=1944
2020-07-07,2020,Council Work Session,council-work-session,meeting_minutes/minutes/2020/2020-07-06/2020-07-07_council-work-session.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1920_Minutes_7_7_2020_3_00_00_PM.pdf?documentType=2&meetingId=1920,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1920_Agenda_Packet_7_7_2020_3_00_00_PM.pdf?documentType=5&meetingId=1920
2020-07-21,2020,Council Regular Meeting,council-regular-meeting,meeting_minutes/minutes/2020/2020-07-20/2020-07-21_council-regular-meeting.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1956_Minutes_7_21_2020_5_30_00_PM.pdf?documentType=2&meetingId=1956,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1956_Agenda_Packet_7_21_2020_5_30_00_PM.pdf?documentType=5&meetingId=1956
2020-07-21,2020,Council Work Session,council-work-session,meeting_minutes/minutes/2020/2020-07-20/2020-07-21_council-work-session.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1932_Minutes_7_21_2020_2_00_00_PM.pdf?documentType=2&meetingId=1932,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1932_Agenda_Packet_7_21_2020_2_00_00_PM.pdf?documentType=5&meetingId=1932
2020-08-04,2020,Council Regular Meeting,council-regular-meeting,meeting_minutes/minutes/2020/2020-08-03/2020-08-04_council-regular-meeting.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1945_Minutes_8_4_2020_5_30_00_PM.pdf?documentType=2&meetingId=1945,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1945_Agenda_Packet_8_4_2020_5_30_00_PM.pdf?documentType=5&meetingId=1945
2020-08-04,2020,Council Work Session,council-work-session,meeting_minutes/minutes/2020/2020-08-03/2020-08-04_council-work-session.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1921_Minutes_8_4_2020_3_30_00_PM.pdf?documentType=2&meetingId=1921,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1921_Agenda_Packet_8_4_2020_3_30_00_PM.pdf?documentType=5&meetingId=1921
2020-08-18,2020,Council Regular Meeting,council-regular-meeting,meeting_minutes/minutes/2020/2020-08-17/2020-08-18_council-regular-meeting.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1957_Minutes_8_18_2020_5_30_00_PM.pdf?documentType=2&meetingId=1957,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1957_Agenda_Packet_8_18_2020_5_30_00_PM.pdf?documentType=5&meetingId=1957
2020-08-18,2020,Council Work Session,council-work-session,meeting_minutes/minutes/2020/2020-08-17/2020-08-18_council-work-session.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1933_Minutes_8_18_2020_1_00_00_PM.pdf?documentType=2&meetingId=1933,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1933_Agenda_Packet_8_18_2020_1_00_00_PM.pdf?documentType=5&meetingId=1933
2020-08-20,2020,Council Regular Meeting,council-regular-meeting,meeting_minutes/minutes/2020/2020-08-17/2020-08-20_council-regular-meeting.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1970_Minutes_8_20_2020_5_30_00_PM.pdf?documentType=2&meetingId=1970,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1970_Agenda_Packet_8_20_2020_5_30_00_PM.pdf?documentType=5&meetingId=1970
2020-08-25,2020,Council Regular Meeting,council-regular-meeting,meeting_minutes/minutes/2020/2020-08-24/2020-08-25_council-regular-meeting.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1971_Minutes_8_25_2020_5_30_00_PM.pdf?documentType=2&meetingId=1971,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1971_Agenda_Packet_8_25_2020_5_30_00_PM.pdf?documentType=5&meetingId=1971
2020-08-27,2020,Council Regular Meeting,council-regular-meeting,meeting_minutes/minutes/2020/2020-08-24/2020-08-27_council-regular-meeting.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1972_Minutes_8_27_2020_6_00_00_PM.pdf?documentType=2&meetingId=1972,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1972_Agenda_Packet_8_27_2020_6_00_00_PM.pdf?documentType=5&meetingId=1972
2020-09-01,2020,Council Regular Meeting,council-regular-meeting,meeting_minutes/minutes/2020/2020-08-31/2020-09-01_council-regular-meeting.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1946_Minutes_9_1_2020_5_30_00_PM.pdf?documentType=2&meetingId=1946,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1946_Agenda_Packet_9_1_2020_5_30_00_PM.pdf?documentType=5&meetingId=1946
2020-09-01,2020,Council Work Session,council-work-session,meeting_minutes/minutes/2020/2020-08-31/2020-09-01_council-work-session.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1922_Minutes_9_1_2020_1_30_00_PM.pdf?documentType=2&meetingId=1922,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1922_Agenda_Packet_9_1_2020_1_30_00_PM.pdf?documentType=5&meetingId=1922
2020-09-15,2020,Council Regular Meeting,council-regular-meeting,meeting_minutes/minutes/2020/2020-09-14/2020-09-15_council-regular-meeting.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1958_Minutes_9_15_2020_5_30_00_PM.pdf?documentType=2&meetingId=1958,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1958_Agenda_Packet_9_15_2020_5_30_00_PM.pdf?documentType=5&meetingId=1958
2020-09-15,2020,Council Work Session,council-work-session,meeting_minutes/minutes/2020/2020-09-14/2020-09-15_council-work-session.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1934_Minutes_9_15_2020_12_00_00_PM.pdf?documentType=2&meetingId=1934,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1934_Agenda_Packet_9_15_2020_12_00_00_PM.pdf?documentType=5&meetingId=1934
2020-10-06,2020,Council Regular Meeting,council-regular-meeting,meeting_minutes/minutes/2020/2020-10-05/2020-10-06_council-regular-meeting.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1947_Minutes_10_6_2020_5_30_00_PM.pdf?documentType=2&meetingId=1947,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1947_Agenda_Packet_10_6_2020_5_30_00_PM.pdf?documentType=5&meetingId=1947
2020-10-06,2020,Council Work Session,council-work-session,meeting_minutes/minutes/2020/2020-10-05/2020-10-06_council-work-session.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1923_Minutes_10_6_2020_12_00_00_PM.pdf?documentType=2&meetingId=1923,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1923_Agenda_Packet_10_6_2020_12_00_00_PM.pdf?documentType=5&meetingId=1923
2020-10-20,2020,Council Regular Meeting,council-regular-meeting,meeting_minutes/minutes/2020/2020-10-19/2020-10-20_council-regular-meeting.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1959_Minutes_10_20_2020_5_30_00_PM.pdf?documentType=2&meetingId=1959,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1959_Agenda_Packet_10_20_2020_5_30_00_PM.pdf?documentType=5&meetingId=1959
2020-10-20,2020,Council Work Session,council-work-session,meeting_minutes/minutes/2020/2020-10-19/2020-10-20_council-work-session.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1935_Minutes_10_20_2020_1_00_00_PM.pdf?documentType=2&meetingId=1935,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1935_Agenda_Packet_10_20_2020_1_00_00_PM.pdf?documentType=5&meetingId=1935
2020-10-27,2020,Transportation Retreat,transportation-retreat,meeting_minutes/minutes/2020/2020-10-26/2020-10-27_transportation-retreat.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Transportation_Retreat_1974_Minutes_10_27_2020_4_00_00_PM.pdf?documentType=2&meetingId=1974,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Transportation_Retreat_1974_Agenda_Packet_10_27_2020_4_00_00_PM.pdf?documentType=5&meetingId=1974
2020-11-10,2020,Council Regular Meeting,council-regular-meeting,meeting_minutes/minutes/2020/2020-11-09/2020-11-10_council-regular-meeting.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1948_Minutes_11_10_2020_5_30_00_PM.pdf?documentType=2&meetingId=1948,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1948_Agenda_Packet_11_10_2020_5_30_00_PM.pdf?documentType=5&meetingId=1948
2020-11-10,2020,Council Work Session,council-work-session,meeting_minutes/minutes/2020/2020-11-09/2020-11-10_council-work-session.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1924_Minutes_11_10_2020_1_00_00_PM.pdf?documentType=2&meetingId=1924,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1924_Agenda_Packet_11_10_2020_1_00_00_PM.pdf?documentType=5&meetingId=1924
2020-12-01,2020,Council Regular Meeting,council-regular-meeting,meeting_minutes/minutes/2020/2020-11-30/2020-12-01_council-regular-meeting.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1949_Minutes_12_1_2020_5_30_00_PM.pdf?documentType=2&meetingId=1949,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1949_Agenda_Packet_12_1_2020_5_30_00_PM.pdf?documentType=5&meetingId=1949
2020-12-01,2020,Council Work Session,council-work-session,meeting_minutes/minutes/2020/2020-11-30/2020-12-01_council-work-session.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1925_Minutes_12_1_2020_12_00_00_PM.pdf?documentType=2&meetingId=1925,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1925_Agenda_Packet_12_1_2020_12_00_00_PM.pdf?documentType=5&meetingId=1925
2020-12-15,2020,Council Regular Meeting,council-regular-meeting,meeting_minutes/minutes/2020/2020-12-14/2020-12-15_council-regular-meeting.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1961_Minutes_12_15_2020_5_30_00_PM.pdf?documentType=2&meetingId=1961,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1961_Agenda_Packet_12_15_2020_5_30_00_PM.pdf?documentType=5&meetingId=1961
2020-12-15,2020,Council Work Session,council-work-session,meeting_minutes/minutes/2020/2020-12-14/2020-12-15_council-work-session.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1937_Minutes_12_15_2020_12_00_00_PM.pdf?documentType=2&meetingId=1937,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1937_Agenda_Packet_12_15_2020_12_00_00_PM.pdf?documentType=5&meetingId=1937
2021-01-05,2021,Council Regular Meeting,council-regular-meeting,meeting_minutes/minutes/2021/2021-01-04/2021-01-05_council-regular-meeting.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1991_Minutes_1_5_2021_5_30_00_PM.pdf?documentType=2&meetingId=1991,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1991_Agenda_Packet_1_5_2021_5_30_00_PM.pdf?documentType=5&meetingId=1991
2021-01-05,2021,Council Work Session,council-work-session,meeting_minutes/minutes/2021/2021-01-04/2021-01-05_council-work-session.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1979_Minutes_1_5_2021_12_00_00_PM.pdf?documentType=2&meetingId=1979,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1979_Agenda_Packet_1_5_2021_12_00_00_PM.pdf?documentType=5&meetingId=1979
2021-01-12,2021,Joint Meeting - Provo City Council with State Legislators,joint-meeting-provo-city-council-with-state-legislators,meeting_minutes/minutes/2021/2021-01-11/2021-01-12_joint-meeting-provo-city-council-with-state-legislators.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Joint_Meeting_-_Provo_City_Council_with_State_Legislators_2029_Minutes_1_12_2021_9_00_00_AM.pdf?documentType=2&meetingId=2029,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Joint_Meeting_-_Provo_City_Council_with_State_Legislators_2029_Agenda_Packet_1_12_2021_9_00_00_AM.pdf?documentType=5&meetingId=2029
2021-01-19,2021,Council Regular Meeting,council-regular-meeting,meeting_minutes/minutes/2021/2021-01-18/2021-01-19_council-regular-meeting.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2014_Minutes_1_19_2021_5_30_00_PM.pdf?documentType=2&meetingId=2014,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2014_Agenda_Packet_1_19_2021_5_30_00_PM.pdf?documentType=5&meetingId=2014
2021-01-19,2021,Council Work Session,council-work-session,meeting_minutes/minutes/2021/2021-01-18/2021-01-19_council-work-session.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_2003_Minutes_1_19_2021_12_00_00_PM.pdf?documentType=2&meetingId=2003,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_2003_Agenda_Packet_1_19_2021_12_00_00_PM.pdf?documentType=5&meetingId=2003
2021-02-02,2021,Council Regular Meeting,council-regular-meeting,meeting_minutes/minutes/2021/2021-02-01/2021-02-02_council-regular-meeting.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1992_Minutes_2_2_2021_5_30_00_PM.pdf?documentType=2&meetingId=1992,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_1992_Agenda_Packet_2_2_2021_5_30_00_PM.pdf?documentType=5&meetingId=1992
2021-02-02,2021,Council Work Session,council-work-session,meeting_minutes/minutes/2021/2021-02-01/2021-02-02_council-work-session.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1980_Minutes_2_2_2021_1_30_00_PM.pdf?documentType=2&meetingId=1980,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_1980_Agenda_Packet_2_2_2021_1_30_00_PM.pdf?documentType=5&meetingId=1980
2021-02-16,2021,Council Regular Meeting,council-regular-meeting,meeting_minutes/minutes/2021/2021-02-15/2021-02-16_council-regular-meeting.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2015_Minutes_2_16_2021_5_30_00_PM.pdf?documentType=2&meetingId=2015,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2015_Agenda_Packet_2_16_2021_5_30_00_PM.pdf?documentType=5&meetingId=2015
2021-02-16,2021,Council Work Session,council-work-session,meeting_minutes/minutes/2021/2021-02-15/2021-02-16_council-work-session.md,onbase,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_2004_Minutes_2_16_2021_1_00_00_PM.pdf?documentType=2&meetingId=2004,pdf,https://agendas.provo.gov/Documents/DownloadFileBytes/Work_Meeting_2004_Agenda_Packet_2_16_2021_1_00_00_PM.pdf?documentType=5&meetingId=2004
