year,election_type,office,district,contest,contest_verbatim,n_seats,n_candidates,voting_method,total_votes,total_first_choice_votes,winner,winner_votes,winner_pct,runner_up,runner_up_votes,margin_votes,margin_pct,registered_voters,ballots_cast,turnout_pct,uncontested,suppressed_precincts,note,source_file
2019,municipal primary,Council,At-Large,South Salt Lake City Council At-Large,SOUTH SALT LAKE CITY COUNCIL AT LARGE,1,3,plurality,1949,,NATALIE PINKNEY,1011,51.87,MARY ANNA SOUTHEY,506,505,25.91,8092,,,False,False,,2019-08-13-municipal-primary-sovc.xlsx
2019,municipal primary,Council,1,South Salt Lake City Council District 1,SOUTH SALT LAKE CITY COUNCIL DISTRICT 1,1,4,plurality,507,,LEANNE HUFF,194,38.26,JARED FITTS,178,16,3.16,3839,,,False,False,,2019-08-13-municipal-primary-sovc.xlsx
2019,municipal primary,Council,4,South Salt Lake City Council District 4,SOUTH SALT LAKE CITY COUNCIL DISTRICT 4,1,3,plurality,502,,PORTIA MILA,347,69.12,GEORGE E. KELLOGG,109,238,47.41,1770,,,False,False,,2019-08-13-municipal-primary-sovc.xlsx
2019,municipal primary,Council,5,South Salt Lake City Council District 5,SOUTH SALT LAKE CITY COUNCIL DISTRICT 5,1,3,plurality,346,,SHANE SIWIK,157,45.38,CLARISSA J. WILLIAMS,133,24,6.94,1770,,,False,False,,2019-08-13-municipal-primary-sovc.xlsx
2021,municipal general,Council,At-Large,South Salt Lake City Council At-Large,CITY OF SOUTH SALT LAKE COUNCIL AT-LARGE,1,2,plurality,2885,,CLARISSA J. WILLIAMS,1490,51.65,OLIVIA SPENCER,1395,95,3.29,10300,3064,29.75,False,False,,november-2-2021-general-election-statement-of-votes-cast.xlsx
2021,municipal general,Council,2,South Salt Lake City Council District 2,CITY OF SOUTH SALT LAKE COUNCIL DISTRICT 2,1,2,plurality,430,,COREY THOMAS,236,54.88,SAM GARFIELD,194,42,9.77,1597,441,27.61,False,False,,november-2-2021-general-election-statement-of-votes-cast.xlsx
2021,municipal general,Council,3,South Salt Lake City Council District 3,CITY OF SOUTH SALT LAKE COUNCIL DISTRICT 3,1,2,plurality,572,,SHARLA BYNUM,390,68.18,AILEEN E. HAMPTON,182,208,36.36,1790,585,32.68,False,False,,november-2-2021-general-election-statement-of-votes-cast.xlsx
2021,municipal general,Mayor,,South Salt Lake City Mayor,CITY OF SOUTH SALT LAKE MAYOR,1,3,plurality,3051,,CHERIE WOOD,1777,58.24,JAKE CHRISTENSEN,678,1099,36.02,10300,3064,29.75,False,False,,november-2-2021-general-election-statement-of-votes-cast.xlsx
2023,municipal general,Council,At-Large,South Salt Lake City Council At-Large,CITY OF SOUTH SALT LAKE COUNCIL AT-LARGE,1,2,plurality,2695,,NATALIE PINKNEY,2084,77.33,CONRAD N. CAMPOS,611,1473,54.66,9520,2966,31.16,False,False,,statementofvotescastrpt-official-report-12-05-2023-5.22pm.xlsx
2023,municipal general,Council,1,South Salt Lake City Council District 1,CITY OF SOUTH SALT LAKE COUNCIL DISTRICT 1,1,2,plurality,708,,LEANNE HUFF,506,71.47,JEANETTE POTTER,202,304,42.94,2256,805,35.68,False,False,,statementofvotescastrpt-official-report-12-05-2023-5.22pm.xlsx
2023,municipal general,Council,4,South Salt Lake City Council District 4,CITY OF SOUTH SALT LAKE COUNCIL DISTRICT 4,1,2,plurality,661,,NICK MITCHELL,347,52.5,PORTIA MILA,314,33,4.99,2159,355,16.44,False,False,,statementofvotescastrpt-official-report-12-05-2023-5.22pm.xlsx
2023,municipal general,Council,5,South Salt Lake City Council District 5,CITY OF SOUTH SALT LAKE COUNCIL DISTRICT 5,1,1,plurality,305,,PAUL SANCHEZ,305,100.0,,0,305,100.0,1577,328,20.8,True,False,,statementofvotescastrpt-official-report-12-05-2023-5.22pm.xlsx
2025,municipal general,Council,At-Large,South Salt Lake City Council At-Large,SOUTH SALT LAKE CITY COUNCIL AT-LARGE,1,1,plurality,2660,,CLARISSA J. WILLIAMS,2660,100.0,Write-in (unresolved),0,2660,100.0,9948,3317,33.34,True,False,,2025-general-election-statementofvotescastrpt.xlsx
2025,municipal general,Council,At-Large-2yr,South Salt Lake City Council At-Large (2-Year Term),SOUTH SALT LAKE CITY COUNCIL AT-LARGE (2 YEAR TERM),1,2,plurality,3142,,G. RAY DEWOLFE,2183,69.48,CONRAD CAMPOS,959,1224,38.96,9948,3317,33.34,False,False,,2025-general-election-statementofvotescastrpt.xlsx
2025,municipal general,Council,2,South Salt Lake City Council District 2,SOUTH SALT LAKE CITY COUNCIL DISTRICT 2,1,1,plurality,242,,COREY THOMAS,242,100.0,Write-in (unresolved),0,242,100.0,1279,325,25.41,True,False,,2025-general-election-statementofvotescastrpt.xlsx
2025,municipal general,Council,3,South Salt Lake City Council District 3,SOUTH SALT LAKE CITY COUNCIL DISTRICT 3,1,2,plurality,830,,SHARLA BYNUM,532,64.1,AILEEN HAMPTON,298,234,28.19,2236,872,39.0,False,False,,2025-general-election-statementofvotescastrpt.xlsx
2025,municipal general,Mayor,,South Salt Lake City Mayor,SOUTH SALT LAKE CITY MAYOR,1,2,plurality,3300,,CHERIE WOOD,2203,66.76,BRITTANY KARZEN,1097,1106,33.52,9948,3317,33.34,False,False,,2025-general-election-statementofvotescastrpt.xlsx
