year,election_type,office,district,contest,candidate,votes,pct,rank,is_winner
2015,municipal primary,Council,5,South Salt Lake City Council District 5,IRVIN H. JONES,65,23.38,3,False
2017,municipal general,Council,At-Large,South Salt Lake City Council At-Large,RAY DEWOLFE,1567,56.16,1,True
2017,municipal general,Council,At-Large,South Salt Lake City Council At-Large,AARON A. FROST,1223,43.84,2,False
2017,municipal general,Council,2,South Salt Lake City Council District 2,COREY THOMAS,218,53.04,1,True
2017,municipal general,Council,2,South Salt Lake City Council District 2,ERIC BALKEN,193,46.96,2,False
2017,municipal general,Council,3,South Salt Lake City Council District 3,SHARLA BEVERLY,388,66.44,1,True
2017,municipal general,Council,3,South Salt Lake City Council District 3,ADAM THOMPSON,196,33.56,2,False
2017,municipal general,Mayor,,South Salt Lake City Mayor,CHERIE WOOD,1524,50.46,1,True
2017,municipal general,Mayor,,South Salt Lake City Mayor,MARK C. KINDRED,1481,49.04,2,False
2017,municipal general,Mayor,,South Salt Lake City Mayor,Write-in,8,0.26,3,False
2017,municipal general,Mayor,,South Salt Lake City Mayor,BILL HOGAN,7,0.23,4,False
2017,municipal primary,Council,At-Large,South Salt Lake City Council At-Large,RAY DEWOLFE,765,39.25,1,True
2017,municipal primary,Council,At-Large,South Salt Lake City Council At-Large,AARON A. FROST,651,33.4,2,False
2017,municipal primary,Council,At-Large,South Salt Lake City Council At-Large,JAMES D. SMITH,533,27.35,3,False
2017,municipal primary,Mayor,,South Salt Lake City Mayor,CHERIE WOOD,1176,56.51,1,True
2017,municipal primary,Mayor,,South Salt Lake City Mayor,MARK C. KINDRED,475,22.83,2,False
2017,municipal primary,Mayor,,South Salt Lake City Mayor,L SHANE SIWIK,430,20.66,3,False
2019,municipal general,Council,At-Large,South Salt Lake City Council At-Large,NATALIE PINKNEY,1652,63.66,1,True
2019,municipal general,Council,At-Large,South Salt Lake City Council At-Large,MARY ANNA SOUTHEY,943,36.34,2,False
2019,municipal general,Council,1,South Salt Lake City Council District 1,LEANNE HUFF,463,63.95,1,True
2019,municipal general,Council,1,South Salt Lake City Council District 1,JARED FITTS,261,36.05,2,False
2019,municipal general,Council,4,South Salt Lake City Council District 4,PORTIA MILA,436,67.7,1,True
2019,municipal general,Council,4,South Salt Lake City Council District 4,GEORGE E. KELLOGG,208,32.3,2,False
2019,municipal general,Council,5,South Salt Lake City Council District 5,SHANE SIWIK,258,53.2,1,True
2019,municipal general,Council,5,South Salt Lake City Council District 5,CLARISSA J. WILLIAMS,227,46.8,2,False
2019,municipal primary,Council,At-Large,South Salt Lake City Council At-Large,NATALIE PINKNEY,1011,51.87,1,True
2019,municipal primary,Council,At-Large,South Salt Lake City Council At-Large,MARY ANNA SOUTHEY,506,25.96,2,False
2019,municipal primary,Council,At-Large,South Salt Lake City Council At-Large,ROSEMARY CARD,432,22.17,3,False
2019,municipal primary,Council,1,South Salt Lake City Council District 1,LEANNE HUFF,194,38.26,1,True
2019,municipal primary,Council,1,South Salt Lake City Council District 1,JARED FITTS,178,35.11,2,False
2019,municipal primary,Council,1,South Salt Lake City Council District 1,JEANETTE POTTER,78,15.38,3,False
2019,municipal primary,Council,1,South Salt Lake City Council District 1,PAUL OLSEN,57,11.24,4,False
2019,municipal primary,Council,4,South Salt Lake City Council District 4,PORTIA MILA,347,69.12,1,True
2019,municipal primary,Council,4,South Salt Lake City Council District 4,GEORGE E. KELLOGG,109,21.71,2,False
2019,municipal primary,Council,4,South Salt Lake City Council District 4,ADDISON RICHEY,46,9.16,3,False
2019,municipal primary,Council,5,South Salt Lake City Council District 5,SHANE SIWIK,157,45.38,1,True
2019,municipal primary,Council,5,South Salt Lake City Council District 5,CLARISSA J. WILLIAMS,133,38.44,2,False
2019,municipal primary,Council,5,South Salt Lake City Council District 5,BRENT HADLEY,56,16.18,3,False
2021,municipal general,Council,At-Large,South Salt Lake City Council At-Large,CLARISSA J. WILLIAMS,1490,51.65,1,True
2021,municipal general,Council,At-Large,South Salt Lake City Council At-Large,OLIVIA SPENCER,1395,48.35,2,False
2021,municipal general,Council,2,South Salt Lake City Council District 2,COREY THOMAS,236,54.88,1,True
2021,municipal general,Council,2,South Salt Lake City Council District 2,SAM GARFIELD,194,45.12,2,False
2021,municipal general,Council,3,South Salt Lake City Council District 3,SHARLA BYNUM,390,68.18,1,True
2021,municipal general,Council,3,South Salt Lake City Council District 3,AILEEN E. HAMPTON,182,31.82,2,False
2021,municipal general,Mayor,,South Salt Lake City Mayor,CHERIE WOOD,1777,58.24,1,True
2021,municipal general,Mayor,,South Salt Lake City Mayor,JAKE CHRISTENSEN,678,22.22,2,False
2021,municipal general,Mayor,,South Salt Lake City Mayor,L. SHANE SIWIK,596,19.53,3,False
2023,municipal general,Council,At-Large,South Salt Lake City Council At-Large,NATALIE PINKNEY,2084,77.33,1,True
2023,municipal general,Council,At-Large,South Salt Lake City Council At-Large,CONRAD N. CAMPOS,611,22.67,2,False
2023,municipal general,Council,1,South Salt Lake City Council District 1,LEANNE HUFF,506,71.47,1,True
2023,municipal general,Council,1,South Salt Lake City Council District 1,JEANETTE POTTER,202,28.53,2,False
2023,municipal general,Council,4,South Salt Lake City Council District 4,NICK MITCHELL,347,52.5,1,True
2023,municipal general,Council,4,South Salt Lake City Council District 4,PORTIA MILA,314,47.5,2,False
2023,municipal general,Council,5,South Salt Lake City Council District 5,PAUL SANCHEZ,305,100.0,1,True
2025,municipal general,Council,At-Large,South Salt Lake City Council At-Large,CLARISSA J. WILLIAMS,2660,100.0,1,True
2025,municipal general,Council,At-Large,South Salt Lake City Council At-Large,Write-in (unresolved),0,0.0,2,False
2025,municipal general,Council,At-Large-2yr,South Salt Lake City Council At-Large (2-Year Term),G. RAY DEWOLFE,2183,69.48,1,True
2025,municipal general,Council,At-Large-2yr,South Salt Lake City Council At-Large (2-Year Term),CONRAD CAMPOS,959,30.52,2,False
2025,municipal general,Council,At-Large-2yr,South Salt Lake City Council At-Large (2-Year Term),Write-in (unresolved),0,0.0,3,False
2025,municipal general,Council,2,South Salt Lake City Council District 2,COREY THOMAS,242,100.0,1,True
2025,municipal general,Council,2,South Salt Lake City Council District 2,Write-in (unresolved),0,0.0,2,False
2025,municipal general,Council,3,South Salt Lake City Council District 3,SHARLA BYNUM,532,64.1,1,True
2025,municipal general,Council,3,South Salt Lake City Council District 3,AILEEN HAMPTON,298,35.9,2,False
2025,municipal general,Council,3,South Salt Lake City Council District 3,Write-in (unresolved),0,0.0,3,False
2025,municipal general,Mayor,,South Salt Lake City Mayor,CHERIE WOOD,2203,66.76,1,True
2025,municipal general,Mayor,,South Salt Lake City Mayor,BRITTANY KARZEN,1097,33.24,2,False
2025,municipal general,Mayor,,South Salt Lake City Mayor,Write-in (unresolved),0,0.0,3,False
