candidate,office,seat,election_year,filing_date,reporting_period,date,vendor_raw,vendor_normalized,purpose,amount,in_kind,is_incremental,source_filing,document_id,line_no,extraction_confidence,extract_method,needs_review,geometry
Tanner Ainge,County Commission Seat A,,2018,2018-10-29,General - Ainge,2018-10-14,Anedot,Anedot,Transaction Fees,2.30,False,True,raw/2018/2018_TAinge.pdf,raw/2018/2018_TAinge.pdf|r1,215,high,utahcounty_schedab/text,0,p6:l215:c65-75
Tanner Ainge,County Commission Seat A,,2018,2018-10-29,General - Ainge,2018-10-17,Harmons,Harmons,Food for Volunteers,76.99,False,True,raw/2018/2018_TAinge.pdf,raw/2018/2018_TAinge.pdf|r1,216,high,utahcounty_schedab/text,0,p6:l216:c65-75
Tanner Ainge,County Commission Seat A,,2018,2018-10-29,General - Ainge,2018-10-19,Facebook,Facebook,Ads,456.84,False,True,raw/2018/2018_TAinge.pdf,raw/2018/2018_TAinge.pdf|r1,217,high,utahcounty_schedab/text,0,p6:l217:c65-73
Tanner Ainge,County Commission Seat A,,2018,2018-10-29,General - Ainge,2018-10-23,Twitter,Twitter,Ads,70.00,False,True,raw/2018/2018_TAinge.pdf,raw/2018/2018_TAinge.pdf|r1,218,high,utahcounty_schedab/text,0,p6:l218:c65-75
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,BCR Political,Bcr Political,,75.00,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,66,high,utahcounty_schedab/text,0,p2:l66:c34-40
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,BIVIO Resources,Bivio Resources,,56.07,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,67,high,utahcounty_schedab/text,0,p2:l67:c34-40
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,BCR Political,Bcr Political,,100.00,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,68,high,utahcounty_schedab/text,0,p2:l68:c32-39
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,BCR Political,Bcr Political,,1522.08,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,69,high,utahcounty_schedab/text,0,p2:l69:c31-40
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,BCR Political,Bcr Political,,899.99,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,70,high,utahcounty_schedab/text,0,p2:l70:c32-39
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,BIVIO Resources,Bivio Resources,,9.93,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,71,high,utahcounty_schedab/text,0,p2:l71:c35-40
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,BIVIO Resources,Bivio Resources,,79.71,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,72,high,utahcounty_schedab/text,0,p2:l72:c34-40
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,BIVIO Resources,Bivio Resources,,1464.20,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,73,high,utahcounty_schedab/text,0,p2:l73:c31-40
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,BIVIO Resources,Bivio Resources,,533.04,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,74,high,utahcounty_schedab/text,0,p2:l74:c32-39
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,BIVIO Resources,Bivio Resources,,654.92,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,75,high,utahcounty_schedab/text,0,p2:l75:c32-39
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,BIVIO Resources,Bivio Resources,,731.52,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,76,high,utahcounty_schedab/text,0,p2:l76:c32-39
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,BIVIO Resources,Bivio Resources,,11.82,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,77,high,utahcounty_schedab/text,0,p2:l77:c34-40
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,BIVIO Resources,Bivio Resources,,571.29,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,78,high,utahcounty_schedab/text,0,p2:l78:c32-39
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,BIVIO Resources,Bivio Resources,,35483.95,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,79,high,utahcounty_schedab/text,0,p2:l79:c31-39
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,Alta Bank,Alta Bank,,10.00,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,80,high,utahcounty_schedab/text,0,p2:l80:c38-40
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,Gathering Inc,Gathering Inc,,20333.33,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,81,high,utahcounty_schedab/text,0,p2:l81:c31-39
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,Gathering Inc,Gathering Inc,,25000.00,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,82,high,utahcounty_schedab/text,0,p2:l82:c34-39
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,Gathering Inc,Gathering Inc,,25000.00,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,83,high,utahcounty_schedab/text,0,p2:l83:c34-39
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,Campaign Verify,Campaign Verify,,95.00,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,84,high,utahcounty_schedab/text,0,p2:l84:c38-40
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,Peerly,Peerly,,109.91,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,85,high,utahcounty_schedab/text,0,p2:l85:c34-40
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,Peerly,Peerly,,4535.49,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,86,high,utahcounty_schedab/text,0,p2:l86:c32-39
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,BIVIO Resources,Bivio Resources,,1356.19,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,87,high,utahcounty_schedab/text,0,p2:l87:c32-39
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,BIVIO Resources,Bivio Resources,,865.52,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,88,high,utahcounty_schedab/text,0,p2:l88:c34-40
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,Deseret News,Deseret News,,3213.59,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,89,high,utahcounty_schedab/text,0,p2:l89:c32-39
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,BCR Political,Bcr Political,,3000.00,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,90,high,utahcounty_schedab/text,0,p2:l90:c35-39
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,BCR Political,Bcr Political,,10000.00,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,91,high,utahcounty_schedab/text,0,p2:l91:c34-39
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,Sams Club,Sams Club,,554.87,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,92,high,utahcounty_schedab/text,0,p2:l92:c34-40
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,BCR Political,Bcr Political,,350.00,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,93,high,utahcounty_schedab/text,0,p2:l93:c36-39
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,Springville,Springville,,110.00,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,94,high,utahcounty_schedab/text,0,p2:l94:c36-39
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,Blip,Blip,,1510.00,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,95,high,utahcounty_schedab/text,0,p2:l95:c35-39
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,Payson Santaquin Chamber,Payson Santaquin Chamber,,10.40,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,96,high,utahcounty_schedab/text,0,p2:l96:c36-40
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,Kneaders,Kneaders,,23.51,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,97,high,utahcounty_schedab/text,0,p2:l97:c35-40
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,Mailchimp,Mailchimp,,1400.00,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,98,high,utahcounty_schedab/text,0,p2:l98:c35-39
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,WinRed,WinRed,,140.22,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,99,high,utahcounty_schedab/text,0,p2:l99:c34-40
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,BCR Political,Bcr Political,,1600.00,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,100,high,utahcounty_schedab/text,0,p2:l100:c35-39
Isaac Paxman,County Commission Seat B,,2026,2026-06-16,7 Days before Primary,,BCR Political,Bcr Political,,10000.00,False,True,raw/2026/2026_Isaac_Paxman_Redacted.pdf,raw/2026/2026_Isaac_Paxman_Redacted.pdf|r1,101,high,utahcounty_schedab/text,0,p2:l101:c34-39
