election_year,candidate,office,office_source,office_confidence,office_note,reporting_period,alt_reporting_periods,filing_type,amended,title,source_url,alt_source_urls,channel,channel_desc,listing_url,listing_label,listing_status,listing_party,fetch_url,retrieved_date,retrieved_utc,http_status,bytes,sha256,format,extraction_method,text_chars,form_header,contest_class,matched_election_offices,path,text_path,n_channel_copies,needs_review,scope
2010,Bryan E. Thompson,County Clerk/Auditor,listing,high,,Thompson - 06/15/10,,statement,,(filer not named by the channel) — 2010 County Clerk/Auditor — Financial Campaign Report (Thompson - 06/15/10),https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCLERKAUD/2010/CountyClerkAuditor-ThompsonBryanE-061510.pdf,,county_static,county clerk <YEAR>Disclosures.html (Wayback listing -> live PDF store),https://www.utahcounty.gov/Dept/Clerk/Elections/candidates/disclosures/2010Disclosures.html,Thompson - 06/15/10,,,https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCLERKAUD/2010/CountyClerkAuditor-ThompsonBryanE-061510.pdf,2026-08-01,2026-08-01T18:40:51Z,cached,88790,23bb8a6c0c1830cc798aaab06ce00eda6af1135b9498c06ef4afb6ebd5108e85,scanned,"tesseract OCR (pdftoppm 300dpi, <=25pp)",2458,county_form,,,raw/2010/2010_CountyClerkAuditor-ThompsonBryanE-061510.pdf,text/2010_CountyClerkAuditor-ThompsonBryanE-061510.txt,1,0,in
2010,Bryan E. Thompson,County Clerk/Auditor,listing,high,,Thompson - 10/26/10,,statement,,(filer not named by the channel) — 2010 County Clerk/Auditor — Financial Campaign Report (Thompson - 10/26/10),https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCLERKAUD/2010/CountyClerkAuditor-ThompsonBryanE-102610.pdf,,county_static,county clerk <YEAR>Disclosures.html (Wayback listing -> live PDF store),https://www.utahcounty.gov/Dept/Clerk/Elections/candidates/disclosures/2010Disclosures.html,Thompson - 10/26/10,,,https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCLERKAUD/2010/CountyClerkAuditor-ThompsonBryanE-102610.pdf,2026-08-01,2026-08-01T18:40:52Z,cached,87878,eb299a1b4b19eba1a9f5521acac5e29201fa2c8e5418f44b670faa859e14e9cc,scanned,"tesseract OCR (pdftoppm 300dpi, <=25pp)",2291,county_form,,,raw/2010/2010_CountyClerkAuditor-ThompsonBryanE-102610.pdf,text/2010_CountyClerkAuditor-ThompsonBryanE-102610.txt,1,0,in
2010,Gary J Anderson,County Commission Seat A,listing,high,,Anderson - 06/15/10,,statement,,(filer not named by the channel) — 2010 County Commission Seat A — Financial Campaign Report (Anderson - 06/15/10),https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCOMMISSA/2010/CountyCommissionSeatA-AndersonGaryJ-061510.pdf,,county_static,county clerk <YEAR>Disclosures.html (Wayback listing -> live PDF store),https://www.utahcounty.gov/Dept/Clerk/Elections/candidates/disclosures/2010Disclosures.html,Anderson - 06/15/10,,,https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCOMMISSA/2010/CountyCommissionSeatA-AndersonGaryJ-061510.pdf,2026-08-01,2026-08-01T18:40:52Z,cached,261618,09f5fc8ccfe3d83546259a2db26c9836aa1492fb1544c31389c7ffac48281fe4,scanned,"tesseract OCR (pdftoppm 300dpi, <=25pp)",7867,county_form,,,raw/2010/2010_CountyCommissionSeatA-AndersonGaryJ-061510.pdf,text/2010_CountyCommissionSeatA-AndersonGaryJ-061510.txt,1,0,in
2010,Gary J. Anderson,County Commission Seat A,listing,high,filing text agrees,Anderson - 10/26/10,,statement,,(filer not named by the channel) — 2010 County Commission Seat A — Financial Campaign Report (Anderson - 10/26/10),https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCOMMISSA/2010/CountyCommissionSeatA-AndersonGaryJ-102610.pdf,,county_static,county clerk <YEAR>Disclosures.html (Wayback listing -> live PDF store),https://www.utahcounty.gov/Dept/Clerk/Elections/candidates/disclosures/2010Disclosures.html,Anderson - 10/26/10,,,https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCOMMISSA/2010/CountyCommissionSeatA-AndersonGaryJ-102610.pdf,2026-08-01,2026-08-01T18:40:53Z,cached,158446,089e9b3ec14b97daf37fcd83f0e6b62bdb13aa9a71e07eb54ab969c1b4e0dda8,scanned,"tesseract OCR (pdftoppm 300dpi, <=25pp)",4719,county_form,,,raw/2010/2010_CountyCommissionSeatA-AndersonGaryJ-102610.pdf,text/2010_CountyCommissionSeatA-AndersonGaryJ-102610.txt,1,0,in
2010,Gary J. Anderson,County Commission Seat A,listing,high,filing text agrees,Anderson - 12/02/10,,statement,,(filer not named by the channel) — 2010 County Commission Seat A — Financial Campaign Report (Anderson - 12/02/10),https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCOMMISSA/2010/CountyCommissionSeatA-AndersonGaryJ-120210.pdf,,county_static,county clerk <YEAR>Disclosures.html (Wayback listing -> live PDF store),https://www.utahcounty.gov/Dept/Clerk/Elections/candidates/disclosures/2010Disclosures.html,Anderson - 12/02/10,,,https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCOMMISSA/2010/CountyCommissionSeatA-AndersonGaryJ-120210.pdf,2026-08-01,2026-08-01T18:40:53Z,cached,103124,dd385453b43b8467775ea1e35ae5240869aaab19c120a91c27c1dcfaddfda588,scanned,"tesseract OCR (pdftoppm 300dpi, <=25pp)",3129,county_form,,,raw/2010/2010_CountyCommissionSeatA-AndersonGaryJ-120210.pdf,text/2010_CountyCommissionSeatA-AndersonGaryJ-120210.txt,1,0,in
2010,J. Lane Henderson,County Commission Seat A,listing,high,,Henderson - 06/15/10,,statement,,(filer not named by the channel) — 2010 County Commission Seat A — Financial Campaign Report (Henderson - 06/15/10),https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCOMMISSA/2010/CountyCommissionSeatA-HendersonJLane-061510.pdf,,county_static,county clerk <YEAR>Disclosures.html (Wayback listing -> live PDF store),https://www.utahcounty.gov/Dept/Clerk/Elections/candidates/disclosures/2010Disclosures.html,Henderson - 06/15/10,,,https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCOMMISSA/2010/CountyCommissionSeatA-HendersonJLane-061510.pdf,2026-08-01,2026-08-01T18:40:53Z,cached,118658,d9567acdf0cd2caf6aee070825f1afba113d00cd7f700aea1a679c63118f81fc,scanned,"tesseract OCR (pdftoppm 300dpi, <=25pp)",2610,county_form,,,raw/2010/2010_CountyCommissionSeatA-HendersonJLane-061510.pdf,text/2010_CountyCommissionSeatA-HendersonJLane-061510.txt,1,0,in
2010,J. Lane Henderson,County Commission Seat A,listing,high,,Henderson - 10/26/10,,statement,,(filer not named by the channel) — 2010 County Commission Seat A — Financial Campaign Report (Henderson - 10/26/10),https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCOMMISSA/2010/CountyCommissionSeatA-HendersonJLane-102610.pdf,,county_static,county clerk <YEAR>Disclosures.html (Wayback listing -> live PDF store),https://www.utahcounty.gov/Dept/Clerk/Elections/candidates/disclosures/2010Disclosures.html,Henderson - 10/26/10,,,https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCOMMISSA/2010/CountyCommissionSeatA-HendersonJLane-102610.pdf,2026-08-01,2026-08-01T18:40:54Z,cached,307632,71d9662cc532e9340782beb2ae2a4c76bf9b64b6fef66aece2f7f6d5195ed248,scanned,"tesseract OCR (pdftoppm 300dpi, <=25pp)",6106,county_form,,,raw/2010/2010_CountyCommissionSeatA-HendersonJLane-102610.pdf,text/2010_CountyCommissionSeatA-HendersonJLane-102610.txt,1,0,in
2010,J. Lane Henderson,County Commission Seat A,listing,high,,Henderson - 12/02/10,,statement,,(filer not named by the channel) — 2010 County Commission Seat A — Financial Campaign Report (Henderson - 12/02/10),https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCOMMISSA/2010/CountyCommissionSeatA-HendersonJLane-120210.pdf,,county_static,county clerk <YEAR>Disclosures.html (Wayback listing -> live PDF store),https://www.utahcounty.gov/Dept/Clerk/Elections/candidates/disclosures/2010Disclosures.html,Henderson - 12/02/10,,,https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCOMMISSA/2010/CountyCommissionSeatA-HendersonJLane-120210.pdf,2026-08-01,2026-08-01T18:40:54Z,cached,291164,9fabc3b2070a28185f11a10f1ba30c345f45ec9fc40fda971a2ecd85931ba6ac,scanned,"tesseract OCR (pdftoppm 300dpi, <=25pp)",5623,county_form,,,raw/2010/2010_CountyCommissionSeatA-HendersonJLane-120210.pdf,text/2010_CountyCommissionSeatA-HendersonJLane-120210.txt,1,0,in
2010,Joel Wright,County Commission Seat A,listing,high,filing text agrees,Wright - 06/15/10,,statement,,(filer not named by the channel) — 2010 County Commission Seat A — Financial Campaign Report (Wright - 06/15/10),https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCOMMISSA/2010/CountyCommissionSeatA-WrightJoel-061510.pdf,,county_static,county clerk <YEAR>Disclosures.html (Wayback listing -> live PDF store),https://www.utahcounty.gov/Dept/Clerk/Elections/candidates/disclosures/2010Disclosures.html,Wright - 06/15/10,,,https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCOMMISSA/2010/CountyCommissionSeatA-WrightJoel-061510.pdf,2026-08-01,2026-08-01T18:40:55Z,cached,159762,12b032747cd3b7ac50f91a9a75396496524b9abce45e6ceb113df5e35b247758,scanned,"tesseract OCR (pdftoppm 300dpi, <=25pp)",6143,county_form,,,raw/2010/2010_CountyCommissionSeatA-WrightJoel-061510.pdf,text/2010_CountyCommissionSeatA-WrightJoel-061510.txt,1,0,in
2010,Joel Wright,County Commission Seat A,listing,high,filing text agrees,Wright - 07/22/10,,statement,,(filer not named by the channel) — 2010 County Commission Seat A — Financial Campaign Report (Wright - 07/22/10),https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCOMMISSA/2010/CountyCommissionSeatA-WrightJoel-072210.pdf,,county_static,county clerk <YEAR>Disclosures.html (Wayback listing -> live PDF store),https://www.utahcounty.gov/Dept/Clerk/Elections/candidates/disclosures/2010Disclosures.html,Wright - 07/22/10,,,https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCOMMISSA/2010/CountyCommissionSeatA-WrightJoel-072210.pdf,2026-08-01,2026-08-01T18:40:55Z,cached,273946,79af0bfc13952451f14237d9a8c5a58ab89532c356457ffe24811fed8fedcab8,scanned,"tesseract OCR (pdftoppm 300dpi, <=25pp)",6735,county_form,,,raw/2010/2010_CountyCommissionSeatA-WrightJoel-072210.pdf,text/2010_CountyCommissionSeatA-WrightJoel-072210.txt,1,0,in
2010,Douglas Witney,County Commission Seat B,listing,high,,Witney - 5/11/10,,statement,,(filer not named by the channel) — 2010 County Commission Seat B — Financial Campaign Report (Witney - 5/11/10),https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCOMMISS/2010/CommissionSeatBWitneyDouglas05112010.pdf,,county_static,county clerk <YEAR>Disclosures.html (Wayback listing -> live PDF store),https://www.utahcounty.gov/Dept/Clerk/Elections/candidates/disclosures/2010Disclosures.html,Witney - 5/11/10,,,https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCOMMISS/2010/CommissionSeatBWitneyDouglas05112010.pdf,2026-08-01,2026-08-01T18:40:58Z,cached,74164,cd60c7f3b07c31f0aaa1127cec08e80f7e5548aa8d20a66ac39ce6c06d685bff,scanned,"tesseract OCR (pdftoppm 300dpi, <=25pp)",2575,county_form,,,raw/2010/2010_CommissionSeatBWitneyDouglas05112010.pdf,text/2010_CommissionSeatBWitneyDouglas05112010.txt,1,0,in
2010,Douglas Witney,County Commission Seat B,listing,high,filing text agrees,Witney - 10/25/10,,statement,,(filer not named by the channel) — 2010 County Commission Seat B — Financial Campaign Report (Witney - 10/25/10),https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCOMMISS/2010/CountyCommissionSeatB-WitneyDouglas-102510.pdf,,county_static,county clerk <YEAR>Disclosures.html (Wayback listing -> live PDF store),https://www.utahcounty.gov/Dept/Clerk/Elections/candidates/disclosures/2010Disclosures.html,Witney - 10/25/10,,,https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCOMMISS/2010/CountyCommissionSeatB-WitneyDouglas-102510.pdf,2026-08-01,2026-08-01T18:40:58Z,cached,118985,aef26b1e1dae970f7ae193bb56f99f67a5e9a82d5dcffabdfd1d03e78096516c,scanned,"tesseract OCR (pdftoppm 300dpi, <=25pp)",3830,county_form,,,raw/2010/2010_CountyCommissionSeatB-WitneyDouglas-102510.pdf,text/2010_CountyCommissionSeatB-WitneyDouglas-102510.txt,1,0,in
2010,Douglas Witney,County Commission Seat B,listing,high,,Witney - 11/15/10,,statement,,(filer not named by the channel) — 2010 County Commission Seat B — Financial Campaign Report (Witney - 11/15/10),https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCOMMISS/2010/CountyCommissionSeatB-WitneyDouglas-111510.pdf,,county_static,county clerk <YEAR>Disclosures.html (Wayback listing -> live PDF store),https://www.utahcounty.gov/Dept/Clerk/Elections/candidates/disclosures/2010Disclosures.html,Witney - 11/15/10,,,https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCOMMISS/2010/CountyCommissionSeatB-WitneyDouglas-111510.pdf,2026-08-01,2026-08-01T18:40:58Z,cached,87277,12796b7610c75404c98e672b56f69ff6674fd394b2f74e6197b88b69ded011d2,scanned,"tesseract OCR (pdftoppm 300dpi, <=25pp)",3511,county_form,,,raw/2010/2010_CountyCommissionSeatB-WitneyDouglas-111510.pdf,text/2010_CountyCommissionSeatB-WitneyDouglas-111510.txt,1,0,in
2010,Linda Houskeeper,County Commission Seat B,listing,high,,Houskeeper - 5/24/2010,,statement,,(filer not named by the channel) — 2010 County Commission Seat B — Financial Campaign Report (Houskeeper - 5/24/2010),https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCOMMISS/2010/CommissionSeatBHouskeeperLinda052410.pdf,,county_static,county clerk <YEAR>Disclosures.html (Wayback listing -> live PDF store),https://www.utahcounty.gov/Dept/Clerk/Elections/candidates/disclosures/2010Disclosures.html,Houskeeper - 5/24/2010,,,https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCOMMISS/2010/CommissionSeatBHouskeeperLinda052410.pdf,2026-08-01,2026-08-01T18:40:57Z,cached,70270,5353678d4d06f72d41242a60345033660868cab95bfaff06bec240f2de8b3993,scanned,"tesseract OCR (pdftoppm 300dpi, <=25pp)",2315,county_form,,,raw/2010/2010_CommissionSeatBHouskeeperLinda052410.pdf,text/2010_CommissionSeatBHouskeeperLinda052410.txt,1,0,in
