date,year,title,slug,path,source,source_url,format,body
2024-04-25,2024,City Council Meeting,city-council-meeting,minutes/2024/2024-04-22/2024-04-25_city-council-meeting_1145972.md,pmn,https://www.utah.gov/pmn/files/1145972.pdf,pdf-text,Council
2024-05-02,2024,City Council Meeting,city-council-meeting,minutes/2024/2024-04-29/2024-05-02_city-council-meeting_1145974.md,pmn,https://www.utah.gov/pmn/files/1145974.pdf,pdf-text,Council
2024-05-09,2024,City Council Meeting,city-council-work-meeting,minutes/2024/2024-05-06/2024-05-09_city-council-work-meeting_1145976.md,pmn,https://www.utah.gov/pmn/files/1145976.pdf,pdf-text,Council
2024-05-16,2024,City Council Meeting,city-council-meeting,minutes/2024/2024-05-13/2024-05-16_city-council-meeting_1145978.md,pmn,https://www.utah.gov/pmn/files/1145978.pdf,pdf-text,Council
2024-06-06,2024,City Council Meeting,city-council-meeting,minutes/2024/2024-06-03/2024-06-06_city-council-meeting_1128735.md,pmn,https://www.utah.gov/pmn/files/1128735.pdf,pdf-text,Council
2024-06-06,2024,City Council Meeting,city-council-meeting,minutes/2024/2024-06-03/2024-06-06_city-council-meeting_1162219.md,pmn,https://www.utah.gov/pmn/files/1162219.pdf,pdf-text,Council
2024-06-06,2024,Redevelopment Agency (RDA) Meeting,rda-meeting,minutes/2024/2024-06-03/2024-06-06_rda-meeting_1136885.md,pmn,https://www.utah.gov/pmn/files/1136885.pdf,pdf-text,RDA
2024-06-13,2024,City Council Meeting,city-council-meeting,minutes/2024/2024-06-10/2024-06-13_city-council-meeting_1145980.md,pmn,https://www.utah.gov/pmn/files/1145980.pdf,pdf-text,Council
2024-07-11,2024,City Council Meeting,city-council-meeting,minutes/2024/2024-07-08/2024-07-11_city-council-meeting_1162221.md,pmn,https://www.utah.gov/pmn/files/1162221.pdf,pdf-text,Council
2024-08-15,2024,City Council Meeting,city-council-meeting,minutes/2024/2024-08-12/2024-08-15_city-council-meeting_1194895.md,pmn,https://www.utah.gov/pmn/files/1194895.pdf,pdf-text,Council
2024-08-22,2024,City Council Meeting,city-council-meeting,minutes/2024/2024-08-19/2024-08-22_city-council-meeting_1194897.md,pmn,https://www.utah.gov/pmn/files/1194897.pdf,pdf-text,Council
2024-09-05,2024,City Council Meeting,city-council-meeting,minutes/2024/2024-09-02/2024-09-05_city-council-meeting_1194899.md,pmn,https://www.utah.gov/pmn/files/1194899.pdf,pdf-text,Council
2024-09-19,2024,City Council Meeting,city-council-meeting,minutes/2024/2024-09-16/2024-09-19_city-council-meeting_1200278.md,pmn,https://www.utah.gov/pmn/files/1200278.pdf,pdf-text,Council
2024-10-03,2024,City Council Meeting,city-council-meeting,minutes/2024/2024-09-30/2024-10-03_city-council-meeting_1210651.md,pmn,https://www.utah.gov/pmn/files/1210651.pdf,pdf-text,Council
2024-10-24,2024,City Council Meeting,city-council-meeting,minutes/2024/2024-10-21/2024-10-24_city-council-meeting_1210649.md,pmn,https://www.utah.gov/pmn/files/1210649.pdf,pdf-text,Council
2024-11-07,2024,City Council Meeting,city-council-meeting,minutes/2024/2024-11-04/2024-11-07_city-council-meeting_1210647.md,pmn,https://www.utah.gov/pmn/files/1210647.pdf,pdf-text,Council
2024-11-21,2024,City Council Meeting,city-council-meeting,minutes/2024/2024-11-18/2024-11-21_city-council-meeting_1230881.md,pmn,https://www.utah.gov/pmn/files/1230881.pdf,pdf-text,Council
2024-12-12,2024,City Council Meeting,city-council-meeting,minutes/2024/2024-12-09/2024-12-12_city-council-meeting_1230883.md,pmn,https://www.utah.gov/pmn/files/1230883.pdf,pdf-text,Council
2025-01-09,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-01-06/2025-01-09_city-council-meeting_1242591.md,pmn,https://www.utah.gov/pmn/files/1242591.pdf,pdf-text,Council
2025-01-09,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-01-06/2025-01-09_city-council-meeting_1242595.md,pmn,https://www.utah.gov/pmn/files/1242595.pdf,pdf-text,Council
2025-01-23,2025,City Council Meeting,city-council-work-meeting,minutes/2025/2025-01-20/2025-01-23_city-council-work-meeting_1242589.md,pmn,https://www.utah.gov/pmn/files/1242589.pdf,pdf-text,Council
2025-02-06,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-02-03/2025-02-06_city-council-meeting_1242587.md,pmn,https://www.utah.gov/pmn/files/1242587.pdf,pdf-text,Council
2025-03-06,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-03-03/2025-03-06_city-council-meeting_1260731.md,pmn,https://www.utah.gov/pmn/files/1260731.pdf,pdf-text,Council
2025-03-20,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-03-17/2025-03-20_city-council-meeting_1260727.md,pmn,https://www.utah.gov/pmn/files/1260727.pdf,pdf-text,Council
2025-04-03,2025,City Council Meeting,city-council-work-meeting,minutes/2025/2025-03-31/2025-04-03_city-council-work-meeting_1306925.md,pmn,https://www.utah.gov/pmn/files/1306925.pdf,pdf-text,Council
2025-04-17,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-04-14/2025-04-17_city-council-meeting_1282119.md,pmn,https://www.utah.gov/pmn/files/1282119.pdf,pdf-text,Council
2025-05-01,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-04-28/2025-05-01_city-council-meeting_suiteone1156.md,suiteone,https://holladayut.suiteonemedia.com/event/GetMinutesFile/Minutes?mid=1156,pdf-text,Council
2025-05-08,2025,City Council Meeting,city-council-work-meeting,minutes/2025/2025-05-05/2025-05-08_city-council-work-meeting_1282123.md,pmn,https://www.utah.gov/pmn/files/1282123.pdf,pdf-text,Council
2025-05-15,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-05-12/2025-05-15_city-council-meeting_1282125.md,pmn,https://www.utah.gov/pmn/files/1282125.pdf,pdf-text,Council
2025-06-05,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-06-02/2025-06-05_city-council-meeting_1306921.md,pmn,https://www.utah.gov/pmn/files/1306921.pdf,pdf-text,Council
2025-06-12,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-06-09/2025-06-12_city-council-meeting_1306919.md,pmn,https://www.utah.gov/pmn/files/1306919.pdf,pdf-text,Council
2025-07-17,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-07-14/2025-07-17_city-council-meeting_1306917.md,pmn,https://www.utah.gov/pmn/files/1306917.pdf,pdf-text,Council
2025-08-28,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-08-25/2025-08-28_city-council-meeting_1346945.md,pmn,https://www.utah.gov/pmn/files/1346945.pdf,pdf-text,Council
2025-09-11,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-09-08/2025-09-11_city-council-meeting_1346943.md,pmn,https://www.utah.gov/pmn/files/1346943.pdf,pdf-text,Council
2025-09-18,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-09-15/2025-09-18_city-council-meeting_1346941.md,pmn,https://www.utah.gov/pmn/files/1346941.pdf,pdf-text,Council
2025-10-02,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-09-29/2025-10-02_city-council-meeting_1375585.md,pmn,https://www.utah.gov/pmn/files/1375585.pdf,pdf-text,Council
2025-10-23,2025,City Council Meeting,city-council-work-meeting,minutes/2025/2025-10-20/2025-10-23_city-council-work-meeting_1375575.md,pmn,https://www.utah.gov/pmn/files/1375575.pdf,pdf-text,Council
2025-11-06,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-11-03/2025-11-06_city-council-meeting_1375581.md,pmn,https://www.utah.gov/pmn/files/1375581.pdf,pdf-text,Council
2025-11-20,2025,City Council Meeting,city-council-meeting,minutes/2025/2025-11-17/2025-11-20_city-council-meeting_1375583.md,pmn,https://www.utah.gov/pmn/files/1375583.pdf,pdf-text,Council
