channel,raw_path,text_path,format,extraction_method,bytes,text_chars
live_wp,raw/live_wp/2022-Victor-Iverson.pdf,text/live_wp__2022-Victor-Iverson.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",697838,3117
live_wp,raw/live_wp/2024-Adam-Snow.pdf,text/live_wp__2024-Adam-Snow.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",1351327,3873
live_wp,raw/live_wp/2024-Craig-Seegmiller.pdf,text/live_wp__2024-Craig-Seegmiller.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",1329769,3076
live_wp,raw/live_wp/2024-David-Whitehead.pdf,text/live_wp__2024-David-Whitehead.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",1257046,3213
live_wp,raw/live_wp/2024-Gary-Christensen.pdf,text/live_wp__2024-Gary-Christensen.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",1162445,2722
live_wp,raw/live_wp/2024-Heidi-Gunn.pdf,text/live_wp__2024-Heidi-Gunn.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",1581444,3470
live_wp,raw/live_wp/2024-Ryan-Sullivan.pdf,text/live_wp__2024-Ryan-Sullivan.txt,text,pdftotext -layout,1200256,118
live_wp,raw/live_wp/2024-Tom-Durrant.pdf,text/live_wp__2024-Tom-Durrant.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",1089994,3226
live_wp,raw/live_wp/Burke-Staheli.pdf,text/live_wp__Burke-Staheli.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",108732,1617
live_wp,raw/live_wp/Craig-Seegmiller-Financial-012026.pdf,text/live_wp__Craig-Seegmiller-Financial-012026.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",71278,1351
live_wp,raw/live_wp/David-Whitehead.pdf,text/live_wp__David-Whitehead.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",109089,1452
live_wp,raw/live_wp/Gary-L-Christensen.pdf,text/live_wp__Gary-L-Christensen.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",72121,1414
live_wp,raw/live_wp/Gil-Almquist-Financial-012026.pdf,text/live_wp__Gil-Almquist-Financial-012026.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",134740,1522
live_wp,raw/live_wp/Jerry-Jaeger-012026.pdf,text/live_wp__Jerry-Jaeger-012026.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",81135,1560
live_wp,raw/live_wp/K.-Adam-Snow-2.pdf,text/live_wp__K.-Adam-Snow-2.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",80448,1790
live_wp,raw/live_wp/LaRene-Cox-Financial-012026.pdf,text/live_wp__LaRene-Cox-Financial-012026.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",108184,1584
live_wp,raw/live_wp/N.-Craig-Hammer-2.pdf,text/live_wp__N.-Craig-Hammer-2.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",101821,1680
live_wp,raw/live_wp/Nate-Brooksby-2.pdf,text/live_wp__Nate-Brooksby-2.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",92402,1426
live_wp,raw/live_wp/Ronald-M-Wade-2.pdf,text/live_wp__Ronald-M-Wade-2.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",72478,1345
live_wp,raw/live_wp/Ryan-Sullivan.pdf,text/live_wp__Ryan-Sullivan.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",113992,3748
live_wp,raw/live_wp/Tom-Durrant.pdf,text/live_wp__Tom-Durrant.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",139593,1440
live_wp,raw/live_wp/Victor-Iverson-Financial-012026.pdf,text/live_wp__Victor-Iverson-Financial-012026.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",197905,1540
state_disclosures,raw/state_disclosures/washington_2008_Local School Board_AlanDeanGardnerCommissionerSept.pdf,text/state_disclosures__washington_2008_Local School Board_AlanDeanGardnerCommissionerSept.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",133523,2155
state_disclosures,raw/state_disclosures/washington_2008_Local School Board_AlanGardnerOCt.pdf,text/state_disclosures__washington_2008_Local School Board_AlanGardnerOCt.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",805525,3191
state_disclosures,raw/state_disclosures/washington_2008_Local School Board_LindenHanerAlderCommissionerOct.pdf,text/state_disclosures__washington_2008_Local School Board_LindenHanerAlderCommissionerOct.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",537336,8476
state_disclosures,raw/state_disclosures/washington_2008_Local School Board_LindenHanerAlderCommissionerSept.pdf,text/state_disclosures__washington_2008_Local School Board_LindenHanerAlderCommissionerSept.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",208875,3513
state_disclosures,raw/state_disclosures/washington_2010 Elections_Arlin Hughes 4-9-10.pdf,text/state_disclosures__washington_2010 Elections_Arlin Hughes 4-9-10.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",74917,1394
state_disclosures,raw/state_disclosures/washington_2010 Elections_Cory Pulsipher 4-6-10.pdf,text/state_disclosures__washington_2010 Elections_Cory Pulsipher 4-6-10.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",100546,1987
state_disclosures,raw/state_disclosures/washington_2010 Elections_Cyril_noble-4-13-10.pdf,text/state_disclosures__washington_2010 Elections_Cyril_noble-4-13-10.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",108673,1243
state_disclosures,raw/state_disclosures/washington_2010 Elections_Denny Drake 4-5-10.pdf,text/state_disclosures__washington_2010 Elections_Denny Drake 4-5-10.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",81261,1494
state_disclosures,raw/state_disclosures/washington_2010 Elections_Greg Aldred 4-9-10 update.pdf,text/state_disclosures__washington_2010 Elections_Greg Aldred 4-9-10 update.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",114054,1850
state_disclosures,raw/state_disclosures/washington_2010 Elections_James Eardley 4-9-10.pdf,text/state_disclosures__washington_2010 Elections_James Eardley 4-9-10.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",79588,1616
state_disclosures,raw/state_disclosures/washington_2010 Elections_Kevin Brooks 4-9-10.pdf,text/state_disclosures__washington_2010 Elections_Kevin Brooks 4-9-10.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",70212,1472
state_disclosures,raw/state_disclosures/washington_2010 Elections_Rob Tersigni 4-9-10.pdf,text/state_disclosures__washington_2010 Elections_Rob Tersigni 4-9-10.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",181833,2133
state_disclosures,raw/state_disclosures/washington_2010 Elections_Robert Allen 5-15-10.pdf,text/state_disclosures__washington_2010 Elections_Robert Allen 5-15-10.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",69282,1541
state_disclosures,raw/state_disclosures/washington_2010 Elections_Russell Shirts 4-5-10.pdf,text/state_disclosures__washington_2010 Elections_Russell Shirts 4-5-10.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",194251,1513
state_disclosures,raw/state_disclosures/washington_2010 Elections_Slade Hughes 4-6-10.pdf,text/state_disclosures__washington_2010 Elections_Slade Hughes 4-6-10.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",67153,1481
state_disclosures,raw/state_disclosures/washington_2010 Elections_Steven Despain 4-9-10.pdf,text/state_disclosures__washington_2010 Elections_Steven Despain 4-9-10.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",85608,1594
state_disclosures,raw/state_disclosures/washington_2010 Elections_brock belnap 4-7-10.pdf,text/state_disclosures__washington_2010 Elections_brock belnap 4-7-10.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",77981,1502
state_disclosures,raw/state_disclosures/washington_2010 Elections_calvin durfey 5-15-10.pdf,text/state_disclosures__washington_2010 Elections_calvin durfey 5-15-10.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",104962,1753
state_disclosures,raw/state_disclosures/washington_2010 Elections_david whitehead 4-7-10.pdf,text/state_disclosures__washington_2010 Elections_david whitehead 4-7-10.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",81821,1528
state_disclosures,raw/state_disclosures/washington_2010 Elections_kevin_brooks_4-13-10.pdf,text/state_disclosures__washington_2010 Elections_kevin_brooks_4-13-10.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",76845,1500
state_disclosures,raw/state_disclosures/washington_2010 Elections_kim hafen 4-7-10.pdf,text/state_disclosures__washington_2010 Elections_kim hafen 4-7-10.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",101624,1686
state_disclosures,raw/state_disclosures/washington_2010 Elections_travis christiansen 5-15-10.pdf,text/state_disclosures__washington_2010 Elections_travis christiansen 5-15-10.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",231009,1476
state_disclosures,raw/state_disclosures/washington_2010 Elections_wes swaney 5-15-10.pdf,text/state_disclosures__washington_2010 Elections_wes swaney 5-15-10.txt,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",97388,1808
wayback_2010elections,raw/wayback_2010elections/6-15-2010 Cal Durfey Contributions.pdf,text/wayback_2010elections__6-15-2010 Cal Durfey Contributions.txt,text,pdftotext -layout,15256,279
wayback_2010elections,raw/wayback_2010elections/6-15-2010 Cal Durfey Expenditures.pdf,text/wayback_2010elections__6-15-2010 Cal Durfey Expenditures.txt,text,pdftotext -layout,15066,209
wayback_2010elections,raw/wayback_2010elections/6-15-2010 Cal Durfey Local School Board Candidate Summary.pdf,text/wayback_2010elections__6-15-2010 Cal Durfey Local School Board Candidate Summary.txt,text,pdftotext -layout,10425,236
wayback_2010elections,raw/wayback_2010elections/6-15-2010 Contributions - Brock Belnap.pdf,text/wayback_2010elections__6-15-2010 Contributions - Brock Belnap.txt,text,pdftotext -layout,13606,110
wayback_2010elections,raw/wayback_2010elections/6-15-2010 Contributions - Cory Pulsipher.pdf,text/wayback_2010elections__6-15-2010 Contributions - Cory Pulsipher.txt,text,pdftotext -layout,25436,1891
wayback_2010elections,raw/wayback_2010elections/6-15-2010 Contributions - David Whitehead.pdf,text/wayback_2010elections__6-15-2010 Contributions - David Whitehead.txt,text,pdftotext -layout,12268,83
wayback_2010elections,raw/wayback_2010elections/6-15-2010 Contributions - Greg Aldred.pdf,text/wayback_2010elections__6-15-2010 Contributions - Greg Aldred.txt,text,pdftotext -layout,9183,245
wayback_2010elections,raw/wayback_2010elections/6-15-2010 Contributions - James Eardley.pdf,text/wayback_2010elections__6-15-2010 Contributions - James Eardley.txt,text,pdftotext -layout,15209,196
wayback_2010elections,raw/wayback_2010elections/6-15-2010 Contributions - Kim Hafen.pdf,text/wayback_2010elections__6-15-2010 Contributions - Kim Hafen.txt,text,pdftotext -layout,12418,81
wayback_2010elections,raw/wayback_2010elections/6-15-2010 Contributions - Rob Tersigni.pdf,text/wayback_2010elections__6-15-2010 Contributions - Rob Tersigni.txt,text,pdftotext -layout,53691,5434
wayback_2010elections,raw/wayback_2010elections/6-15-2010 Contributions - Russell Shirts.pdf,text/wayback_2010elections__6-15-2010 Contributions - Russell Shirts.txt,text,pdftotext -layout,12414,81
wayback_2010elections,raw/wayback_2010elections/6-15-2010 Contributions- Denny Drake.pdf,text/wayback_2010elections__6-15-2010 Contributions- Denny Drake.txt,text,pdftotext -layout,12507,79
wayback_2010elections,raw/wayback_2010elections/6-15-2010 County Candidate Summary - Brock Belnap.pdf,text/wayback_2010elections__6-15-2010 County Candidate Summary - Brock Belnap.txt,text,pdftotext -layout,8456,197
wayback_2010elections,raw/wayback_2010elections/6-15-2010 County Candidate Summary - Cory Pulsipher.pdf,text/wayback_2010elections__6-15-2010 County Candidate Summary - Cory Pulsipher.txt,text,pdftotext -layout,9038,260
wayback_2010elections,raw/wayback_2010elections/6-15-2010 County Candidate Summary - David Whitehead.pdf,text/wayback_2010elections__6-15-2010 County Candidate Summary - David Whitehead.txt,text,pdftotext -layout,9068,239
wayback_2010elections,raw/wayback_2010elections/6-15-2010 County Candidate Summary - Greg Aldred.pdf,text/wayback_2010elections__6-15-2010 County Candidate Summary - Greg Aldred.txt,text,pdftotext -layout,9183,245
wayback_2010elections,raw/wayback_2010elections/6-15-2010 County Candidate Summary - James Eardley.pdf,text/wayback_2010elections__6-15-2010 County Candidate Summary - James Eardley.txt,text,pdftotext -layout,9007,245
wayback_2010elections,raw/wayback_2010elections/6-15-2010 County Candidate Summary - Kevin Brooks.pdf,text/wayback_2010elections__6-15-2010 County Candidate Summary - Kevin Brooks.txt,text,pdftotext -layout,9065,232
wayback_2010elections,raw/wayback_2010elections/6-15-2010 County Candidate Summary - Kim Hafen.pdf,text/wayback_2010elections__6-15-2010 County Candidate Summary - Kim Hafen.txt,text,pdftotext -layout,9085,237
wayback_2010elections,raw/wayback_2010elections/6-15-2010 County Candidate Summary - Rob Tersigni.pdf,text/wayback_2010elections__6-15-2010 County Candidate Summary - Rob Tersigni.txt,text,pdftotext -layout,9229,247
wayback_2010elections,raw/wayback_2010elections/6-15-2010 County Candidate Summary - Russell Shirts.pdf,text/wayback_2010elections__6-15-2010 County Candidate Summary - Russell Shirts.txt,text,pdftotext -layout,9180,243
wayback_2010elections,raw/wayback_2010elections/6-15-2010 County Candidate Summary- Art Partridge.pdf,text/wayback_2010elections__6-15-2010 County Candidate Summary- Art Partridge.txt,text,pdftotext -layout,9179,245
wayback_2010elections,raw/wayback_2010elections/6-15-2010 County Candidate Summary- Denny Drake.pdf,text/wayback_2010elections__6-15-2010 County Candidate Summary- Denny Drake.txt,text,pdftotext -layout,8811,206
wayback_2010elections,raw/wayback_2010elections/6-15-2010 Dale Ure Contributions.pdf,text/wayback_2010elections__6-15-2010 Dale Ure Contributions.txt,text,pdftotext -layout,13466,97
wayback_2010elections,raw/wayback_2010elections/6-15-2010 Dale Ure Expenditures.pdf,text/wayback_2010elections__6-15-2010 Dale Ure Expenditures.txt,text,pdftotext -layout,13052,89
wayback_2010elections,raw/wayback_2010elections/6-15-2010 Dale Ure Local School Board Candidate Summary.pdf,text/wayback_2010elections__6-15-2010 Dale Ure Local School Board Candidate Summary.txt,text,pdftotext -layout,10389,221
wayback_2010elections,raw/wayback_2010elections/6-15-2010 Expenditures - Brock Belnap.pdf,text/wayback_2010elections__6-15-2010 Expenditures - Brock Belnap.txt,text,pdftotext -layout,13947,126
wayback_2010elections,raw/wayback_2010elections/6-15-2010 Expenditures - Cory Pulsipher.pdf,text/wayback_2010elections__6-15-2010 Expenditures - Cory Pulsipher.txt,text,pdftotext -layout,22969,1631
wayback_2010elections,raw/wayback_2010elections/6-15-2010 Expenditures - David Whitehead.pdf,text/wayback_2010elections__6-15-2010 Expenditures - David Whitehead.txt,text,pdftotext -layout,14493,195
wayback_2010elections,raw/wayback_2010elections/6-15-2010 Expenditures - Denny Drake.pdf,text/wayback_2010elections__6-15-2010 Expenditures - Denny Drake.txt,text,pdftotext -layout,11634,139
wayback_2010elections,raw/wayback_2010elections/6-15-2010 Expenditures - Greg Aldred.pdf,text/wayback_2010elections__6-15-2010 Expenditures - Greg Aldred.txt,text,pdftotext -layout,16360,763
wayback_2010elections,raw/wayback_2010elections/6-15-2010 Expenditures - James Eardley.pdf,text/wayback_2010elections__6-15-2010 Expenditures - James Eardley.txt,text,pdftotext -layout,14758,224
wayback_2010elections,raw/wayback_2010elections/6-15-2010 Expenditures - Kevin Brooks.pdf,text/wayback_2010elections__6-15-2010 Expenditures - Kevin Brooks.txt,text,pdftotext -layout,14711,251
wayback_2010elections,raw/wayback_2010elections/6-15-2010 Expenditures - Kim Hafen.pdf,text/wayback_2010elections__6-15-2010 Expenditures - Kim Hafen.txt,text,pdftotext -layout,14920,280
wayback_2010elections,raw/wayback_2010elections/6-15-2010 Expenditures - Rob Tersigni.pdf,text/wayback_2010elections__6-15-2010 Expenditures - Rob Tersigni.txt,text,pdftotext -layout,34154,2192
wayback_2010elections,raw/wayback_2010elections/6-15-2010 Expenditures - Russell Shirts.pdf,text/wayback_2010elections__6-15-2010 Expenditures - Russell Shirts.txt,text,pdftotext -layout,13910,135
wayback_2010elections,raw/wayback_2010elections/6-15-2010 Expenditures- Art Partridge.pdf,text/wayback_2010elections__6-15-2010 Expenditures- Art Partridge.txt,text,pdftotext -layout,13887,128
wayback_2010elections,raw/wayback_2010elections/6-15-2010 Frank Lojko Contributions.pdf,text/wayback_2010elections__6-15-2010 Frank Lojko Contributions.txt,text,pdftotext -layout,12643,81
wayback_2010elections,raw/wayback_2010elections/6-15-2010 Frank Lojko Expenditures.pdf,text/wayback_2010elections__6-15-2010 Frank Lojko Expenditures.txt,text,pdftotext -layout,12569,85
wayback_2010elections,raw/wayback_2010elections/6-15-2010 Frank Lojko Local School Board Candidate Summary.pdf,text/wayback_2010elections__6-15-2010 Frank Lojko Local School Board Candidate Summary.txt,text,pdftotext -layout,10402,221
