candidate,office,seat,election_year,filing_date,reporting_period,date,vendor_raw,vendor_normalized,purpose,amount,in_kind,is_incremental,source_filing,document_id,line_no,extraction_confidence,extract_method,needs_review,geometry
CHUCK GOODE,Commission Seat C,,2024,2024-06-13,1-1-24..6-13-24,,Campaign Partners,Campaign Partners,Website,29.00,False,False,raw/live_outpost/06-13-2024-Chuck Goode-Commission Seat C_06-13-2024.pdf,FILE|raw/live_outpost/06-13-2024-Chuck Goode-Commission Seat C_06-13-2024.pdf,9,medium,vision/cover_form,1,"pct:65.73,54.02,24.67,3.02@p3"
CHUCK GOODE,Commission Seat C,,2024,2024-06-13,1-1-24..6-13-24,,WIX Monthly,Wix Monthly,Hosting,15.95,False,False,raw/live_outpost/06-13-2024-Chuck Goode-Commission Seat C_06-13-2024.pdf,FILE|raw/live_outpost/06-13-2024-Chuck Goode-Commission Seat C_06-13-2024.pdf,10,medium,vision/cover_form,1,"pct:65.73,57.05,24.67,3.00@p3"
CHUCK GOODE,Commission Seat C,,2024,2024-06-13,1-1-24..6-13-24,,Zoom Video,Zoom Video,Communications,17.07,False,False,raw/live_outpost/06-13-2024-Chuck Goode-Commission Seat C_06-13-2024.pdf,FILE|raw/live_outpost/06-13-2024-Chuck Goode-Commission Seat C_06-13-2024.pdf,11,medium,vision/cover_form,1,"pct:65.73,60.05,24.67,3.00@p3"
CHUCK GOODE,Commission Seat C,,2024,2024-06-13,1-1-24..6-13-24,,Campaign Partners,Campaign Partners,Website,29.00,False,False,raw/live_outpost/06-13-2024-Chuck Goode-Commission Seat C_06-13-2024.pdf,FILE|raw/live_outpost/06-13-2024-Chuck Goode-Commission Seat C_06-13-2024.pdf,12,medium,vision/cover_form,1,"pct:65.73,63.05,24.67,3.02@p3"
CHUCK GOODE,Commission Seat C,,2024,2024-06-13,1-1-24..6-13-24,,Staples,Staples,Printing,76.67,False,False,raw/live_outpost/06-13-2024-Chuck Goode-Commission Seat C_06-13-2024.pdf,FILE|raw/live_outpost/06-13-2024-Chuck Goode-Commission Seat C_06-13-2024.pdf,13,medium,vision/cover_form,1,"pct:65.73,66.07,24.67,3.02@p3"
CHUCK GOODE,Commission Seat C,,2024,2024-06-13,1-1-24..6-13-24,,Quicken,Quicken,Accounting,25.55,False,False,raw/live_outpost/06-13-2024-Chuck Goode-Commission Seat C_06-13-2024.pdf,FILE|raw/live_outpost/06-13-2024-Chuck Goode-Commission Seat C_06-13-2024.pdf,14,medium,vision/cover_form,1,"pct:65.73,69.09,24.67,3.05@p3"
CHUCK GOODE,Commission Seat C,,2024,2024-06-13,1-1-24..6-13-24,,MicroSoft,MicroSoft,Office,74.71,False,False,raw/live_outpost/06-13-2024-Chuck Goode-Commission Seat C_06-13-2024.pdf,FILE|raw/live_outpost/06-13-2024-Chuck Goode-Commission Seat C_06-13-2024.pdf,15,medium,vision/cover_form,1,"pct:65.73,72.14,24.67,3.00@p3"
CHUCK GOODE,Commission Seat C,,2024,2024-06-13,1-1-24..6-13-24,,Zoom Video,Zoom Video,Communications,51.21,False,False,raw/live_outpost/06-13-2024-Chuck Goode-Commission Seat C_06-13-2024.pdf,FILE|raw/live_outpost/06-13-2024-Chuck Goode-Commission Seat C_06-13-2024.pdf,16,medium,vision/cover_form,1,"pct:65.73,75.14,24.67,3.02@p3"
CHUCK GOODE,Commission Seat C,,2024,2024-06-13,1-1-24..6-13-24,,Campaign Partner,Campaign Partner,Monthly Website,87.00,False,False,raw/live_outpost/06-13-2024-Chuck Goode-Commission Seat C_06-13-2024.pdf,FILE|raw/live_outpost/06-13-2024-Chuck Goode-Commission Seat C_06-13-2024.pdf,17,medium,vision/cover_form,1,"pct:65.73,78.16,24.67,3.05@p3"
CHUCK GOODE,Commission Seat C,,2024,2024-06-13,1-1-24..6-13-24,,ACLU,Aclu,Cont. Membership,25.00,False,False,raw/live_outpost/06-13-2024-Chuck Goode-Commission Seat C_06-13-2024.pdf,FILE|raw/live_outpost/06-13-2024-Chuck Goode-Commission Seat C_06-13-2024.pdf,18,low,vision/cover_form,1,"pct:65.73,81.21,24.67,3.07@p3"
TOM DURRANT,Assessor,,2024,2024-06-12,1/2/24..6/12/24,2024-01-02,Washington County,Washington County,Filing Fee,640.20,False,False,raw/live_outpost/06-14-2024-Tom Durrant_Assessor_06-15-2024.pdf,FILE|raw/live_outpost/06-14-2024-Tom Durrant_Assessor_06-15-2024.pdf,1,medium,vision/cover_form,0,"pct:66.24,25.91,25.29,3.11@p3"
K. ADAM SNOW,Commission Seat C,,2024,2024-06-18,1/1/24..6/18/24,2024-01-08,Washington Co.,Washington Co,Candidate filing fee,640.26,False,False,raw/live_outpost/06-18-2024-Adam Snow-Commission C_06-20-2024.pdf,FILE|raw/live_outpost/06-18-2024-Adam Snow-Commission C_06-20-2024.pdf,1,medium,vision/cover_form,1,"pct:65.46,25.61,25.30,3.11@p3"
K. ADAM SNOW,Commission Seat C,,2024,2024-06-18,1/1/24..6/18/24,2024-01-16,Got your back shack,Got your back shack,Campaign materials,550.83,False,False,raw/live_outpost/06-18-2024-Adam Snow-Commission C_06-20-2024.pdf,FILE|raw/live_outpost/06-18-2024-Adam Snow-Commission C_06-20-2024.pdf,2,medium,vision/cover_form,1,"pct:65.46,28.72,25.30,3.12@p3"
K. ADAM SNOW,Commission Seat C,,2024,2024-06-18,1/1/24..6/18/24,2024-01-05,Washington County Rep. Women,Washington County Rep. Women,Campaign lunch,20.00,False,False,raw/live_outpost/06-18-2024-Adam Snow-Commission C_06-20-2024.pdf,FILE|raw/live_outpost/06-18-2024-Adam Snow-Commission C_06-20-2024.pdf,3,medium,vision/cover_form,1,"pct:65.46,31.84,25.30,3.09@p3"
K. ADAM SNOW,Commission Seat C,,2024,2024-06-18,1/1/24..6/18/24,2024-01-02,Beehive State Consulting,Beehive State Consulting,Campaign Consulting,75.72,False,False,raw/live_outpost/06-18-2024-Adam Snow-Commission C_06-20-2024.pdf,FILE|raw/live_outpost/06-18-2024-Adam Snow-Commission C_06-20-2024.pdf,4,medium,vision/cover_form,1,"pct:65.46,34.93,25.30,3.11@p3"
DAVID WHITEHEAD,Treasurer,,2024,2024-06-18,1/2/24..6-18-24,2024-01-02,County clerk,County clerk,filing FEE,640.20,False,False,raw/live_outpost/06-18-2024-David Whitehead-Treasurer_06-20-2024.pdf,FILE|raw/live_outpost/06-18-2024-David Whitehead-Treasurer_06-20-2024.pdf,1,medium,vision/cover_form,0,"pct:64.80,25.63,25.44,3.09@p3"
K. ADAM SNOW,Commission Seat C,,2024,2025-01-06,10/28/24..12/31/24,2024-10-30,Anedot,Anedot,fundraising fees,281.20,False,False,raw/live_outpost/Adam Snow - Commission Seat C-Final_01-06-2025.pdf,FILE|raw/live_outpost/Adam Snow - Commission Seat C-Final_01-06-2025.pdf,1,medium,vision/cover_form,0,"pct:75.45,14.38,15.15,1.73@p3"
K. ADAM SNOW,Commission Seat C,,2024,2025-01-06,10/28/24..12/31/24,2024-11-04,Anedot,Anedot,fundraising fees,46.60,False,False,raw/live_outpost/Adam Snow - Commission Seat C-Final_01-06-2025.pdf,FILE|raw/live_outpost/Adam Snow - Commission Seat C-Final_01-06-2025.pdf,2,medium,vision/cover_form,1,"pct:75.45,16.11,15.15,1.73@p3"
K. ADAM SNOW,Commission Seat C,,2024,2025-01-06,10/28/24..12/31/24,2024-11-06,Benja Thai,Benja Thai,Campaign victory dinner,85.08,False,False,raw/live_outpost/Adam Snow - Commission Seat C-Final_01-06-2025.pdf,FILE|raw/live_outpost/Adam Snow - Commission Seat C-Final_01-06-2025.pdf,3,medium,vision/cover_form,0,"pct:75.45,17.84,15.15,1.73@p3"
K. ADAM SNOW,Commission Seat C,,2024,2025-01-06,10/28/24..12/31/24,2024-11-05,Pinkbox,Pinkbox,Republican victory food,27.52,False,False,raw/live_outpost/Adam Snow - Commission Seat C-Final_01-06-2025.pdf,FILE|raw/live_outpost/Adam Snow - Commission Seat C-Final_01-06-2025.pdf,4,medium,vision/cover_form,0,"pct:75.45,19.57,15.15,1.73@p3"
K. ADAM SNOW,Commission Seat C,,2024,2025-01-06,10/28/24..12/31/24,2024-11-27,Boehire Consulting,Boehire Consulting,Campaign Consulting,978.00,False,False,raw/live_outpost/Adam Snow - Commission Seat C-Final_01-06-2025.pdf,FILE|raw/live_outpost/Adam Snow - Commission Seat C-Final_01-06-2025.pdf,5,low,vision/cover_form,1,"pct:75.45,21.30,15.15,1.81@p3"
K. ADAM SNOW,Commission Seat C,,2024,2025-01-06,10/28/24..12/31/24,2024-12-03,Walgreens,Walgreens,Campaign card,91.72,False,False,raw/live_outpost/Adam Snow - Commission Seat C-Final_01-06-2025.pdf,FILE|raw/live_outpost/Adam Snow - Commission Seat C-Final_01-06-2025.pdf,6,medium,vision/cover_form,0,"pct:75.45,23.11,15.15,1.82@p3"
K. ADAM SNOW,Commission Seat C,,2024,2025-01-06,10/28/24..12/31/24,2024-12-09,Costco,Costco,Campaign postage,148.06,False,False,raw/live_outpost/Adam Snow - Commission Seat C-Final_01-06-2025.pdf,FILE|raw/live_outpost/Adam Snow - Commission Seat C-Final_01-06-2025.pdf,7,medium,vision/cover_form,0,"pct:75.45,24.93,15.15,1.73@p3"
CHUCK GOODE,Commission Seat C,,2024,2024-10-28,6-13-24..10-28-24,,WIX Website,Wix Website,Advertising Web,319.35,False,True,raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,FILE|raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,1,medium,vision/cover_form,1,"pct:66.68,35.16,25.35,3.14@p3"
CHUCK GOODE,Commission Seat C,,2024,2024-10-28,6-13-24..10-28-24,,WIX Hosting,Wix Hosting,Advertising,313.47,False,True,raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,FILE|raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,2,medium,vision/cover_form,1,"pct:66.68,38.30,25.35,3.11@p3"
CHUCK GOODE,Commission Seat C,,2024,2024-10-28,6-13-24..10-28-24,,Campaign Partner,Campaign Partner,Advertising,116.00,False,True,raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,FILE|raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,3,medium,vision/cover_form,1,"pct:66.68,41.41,25.35,3.09@p3"
CHUCK GOODE,Commission Seat C,,2024,2024-10-28,6-13-24..10-28-24,,Zoom Meetings,Zoom Meetings,Communications,68.28,False,True,raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,FILE|raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,4,medium,vision/cover_form,1,"pct:66.68,44.50,25.35,3.09@p3"
CHUCK GOODE,Commission Seat C,,2024,2024-10-28,6-13-24..10-28-24,,Facebook,Facebook,Advertising,253.00,False,True,raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,FILE|raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,5,medium,vision/cover_form,1,"pct:66.68,47.59,25.35,3.11@p3"
CHUCK GOODE,Commission Seat C,,2024,2024-10-28,6-13-24..10-28-24,,SU Independent,SU Independent,Newspaper,285.00,False,True,raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,FILE|raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,6,medium,vision/cover_form,1,"pct:66.68,50.70,25.35,3.10@p3"
CHUCK GOODE,Commission Seat C,,2024,2024-10-28,6-13-24..10-28-24,,Bank Fee,Bank Fee,MACU,5.13,False,True,raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,FILE|raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,7,medium,vision/cover_form,1,"pct:66.68,53.80,25.35,3.09@p3"
CHUCK GOODE,Commission Seat C,,2024,2024-10-28,6-13-24..10-28-24,,White Pages,White Pages,Advertising,9.99,False,True,raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,FILE|raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,8,medium,vision/cover_form,1,"pct:66.68,56.89,25.35,3.11@p3"
CHUCK GOODE,Commission Seat C,,2024,2024-10-28,6-13-24..10-28-24,,Campaign Team,Campaign Team,Manager,300.00,False,True,raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,FILE|raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,9,medium,vision/cover_form,1,"pct:66.68,60.00,25.35,3.14@p3"
CHUCK GOODE,Commission Seat C,,2024,2024-10-28,6-13-24..10-28-24,,Campaign Team,Campaign Team,Manager,300.00,False,True,raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,FILE|raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,10,medium,vision/cover_form,1,"pct:66.68,63.14,25.35,3.09@p3"
CHUCK GOODE,Commission Seat C,,2024,2024-10-28,6-13-24..10-28-24,,Staples,Staples,Copying,69.38,False,True,raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,FILE|raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,11,medium,vision/cover_form,1,"pct:66.68,66.23,25.35,3.13@p3"
CHUCK GOODE,Commission Seat C,,2024,2024-10-28,6-13-24..10-28-24,,Campaign Team,Campaign Team,Manager,300.00,False,True,raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,FILE|raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,12,medium,vision/cover_form,1,"pct:66.68,69.36,25.35,3.12@p3"
CHUCK GOODE,Commission Seat C,,2024,2024-10-28,6-13-24..10-28-24,,Act Blue,Act Blue,Donation,45.00,False,True,raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,FILE|raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,13,medium,vision/cover_form,1,"pct:66.68,72.48,25.35,3.11@p3"
CHUCK GOODE,Commission Seat C,,2024,2024-10-28,6-13-24..10-28-24,,White Pages,White Pages,Advertising,9.99,False,True,raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,FILE|raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,14,medium,vision/cover_form,1,"pct:66.68,75.59,25.35,3.11@p3"
CHUCK GOODE,Commission Seat C,,2024,2024-10-28,6-13-24..10-28-24,,Act Blue,Act Blue,Advertising,50.00,False,True,raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,FILE|raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,15,medium,vision/cover_form,1,"pct:66.68,78.70,25.35,3.07@p3"
CHUCK GOODE,Commission Seat C,,2024,2024-10-28,6-13-24..10-28-24,,Campaign Team,Campaign Team,Manager,257.21,False,True,raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,FILE|raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf,16,medium,vision/cover_form,1,"pct:66.68,81.77,25.35,3.12@p3"
TOM DURRANT,Assessor,,2024,2024-10-15,6/12/2024..10/15/2024,,FedEx Office,FedEx Office,Overnight Mail,35.55,False,True,raw/live_outpost/Tom Durrant_Assessor_FCR_10-26-2024.pdf,FILE|raw/live_outpost/Tom Durrant_Assessor_FCR_10-26-2024.pdf,1,medium,vision/cover_form,1,"pct:66.12,35.68,25.41,3.11@p3"
DAVID WHITEHEAD,Treasurer,,2006,2006-10-20,,2006-03-17,,,Filing FEE,360.00,False,False,raw/live_wp/2006-David-Whitehead.pdf,FILE|raw/live_wp/2006-David-Whitehead.pdf,1,medium,vision/cover_form,0,"pct:82.60,8.06,11.30,2.10@p3"
DAVID WHITEHEAD,Treasurer,,2006,2006-10-20,,2006-04-07,,,Convention FEE,50.00,False,False,raw/live_wp/2006-David-Whitehead.pdf,FILE|raw/live_wp/2006-David-Whitehead.pdf,2,medium,vision/cover_form,0,"pct:82.60,10.16,11.30,2.10@p3"
DAVID WHITEHEAD,Treasurer,,2006,2006-10-20,,2006-04-19,LC Signs,LC Signs,BANNER,63.75,False,False,raw/live_wp/2006-David-Whitehead.pdf,FILE|raw/live_wp/2006-David-Whitehead.pdf,3,medium,vision/cover_form,0,"pct:82.60,12.26,11.30,2.01@p3"
DAVID WHITEHEAD,Treasurer,,2006,2006-10-20,,2006-04-10,STAPLES,Staples,Flyer Supplies,53.77,False,False,raw/live_wp/2006-David-Whitehead.pdf,FILE|raw/live_wp/2006-David-Whitehead.pdf,4,medium,vision/cover_form,0,"pct:82.60,14.27,11.30,2.14@p3"
DAVID WHITEHEAD,Treasurer,,2006,2006-10-20,,2006-04-20,STAPLES,Staples,Convention Supplies,52.82,False,False,raw/live_wp/2006-David-Whitehead.pdf,FILE|raw/live_wp/2006-David-Whitehead.pdf,5,medium,vision/cover_form,0,"pct:82.60,16.41,11.30,1.96@p3"
DAVID WHITEHEAD,Treasurer,,2006,2006-10-20,,,THE mail Place,The mail Place,Postage,184.47,False,False,raw/live_wp/2006-David-Whitehead.pdf,FILE|raw/live_wp/2006-David-Whitehead.pdf,6,medium,vision/cover_form,1,"pct:82.60,18.37,11.30,2.17@p3"
DAVID WHITEHEAD,Treasurer,,2006,2006-10-20,,2006-04-20,Kinkos,Kinkos,Copying,29.75,False,False,raw/live_wp/2006-David-Whitehead.pdf,FILE|raw/live_wp/2006-David-Whitehead.pdf,7,medium,vision/cover_form,0,"pct:82.60,20.54,11.30,2.00@p3"
DAVID WHITEHEAD,Treasurer,,2006,2006-10-20,,2006-04-21,COSTCO,Costco,Food,115.80,False,False,raw/live_wp/2006-David-Whitehead.pdf,FILE|raw/live_wp/2006-David-Whitehead.pdf,8,medium,vision/cover_form,0,"pct:82.60,22.54,11.30,2.12@p3"
DAVID WHITEHEAD,Treasurer,,2006,2006-10-20,,2006-04-22,Lins,Lins,Food,5.88,False,False,raw/live_wp/2006-David-Whitehead.pdf,FILE|raw/live_wp/2006-David-Whitehead.pdf,9,medium,vision/cover_form,0,"pct:82.60,24.66,11.30,2.04@p3"
David Whitehead,Treasurer,,2010,2011-01-10,,2010-03-15,Washington County,Washington County,Filing Fee,375.00,False,False,raw/live_wp/2011-David-Whitehead.pdf,FILE|raw/live_wp/2011-David-Whitehead.pdf,15,high,washco_split/text,0,"pct:44.00,16.04,5.86,0.95@p6"
David Whitehead,Treasurer,,2010,2011-01-10,,2010-04-05,Washington County Republican Party,Washington County Republican Party,Table for Convention,25.00,False,False,raw/live_wp/2011-David-Whitehead.pdf,FILE|raw/live_wp/2011-David-Whitehead.pdf,16,high,washco_split/text,0,"pct:44.90,19.34,4.96,0.95@p6"
DAVID WHITEHEAD,Treasurer,,2014,2014-04-04,,2014-03-14,washingTon cunTy clerk,washingTon cunTy clerk,filing fee,641.00,False,False,raw/live_wp/2014-David-Whitehead.pdf,FILE|raw/live_wp/2014-David-Whitehead.pdf,1,medium,vision/cover_form,0,"pct:83.20,9.13,10.60,2.46@p6"
TOM DURRANT,Assessor,,2014,2014-04-03,,2014-01-16,Washington County Republican CC,Washington County Republican CC,Lincoln Breakfast,300.00,False,False,raw/live_wp/2014-Tom-Durrant.pdf,FILE|raw/live_wp/2014-Tom-Durrant.pdf,1,medium,vision/cover_form,0,"pct:74.68,14.89,16.76,1.45@p6"
TOM DURRANT,Assessor,,2014,2014-04-03,,2014-02-11,Washington County Republican CC,Washington County Republican CC,Lincoln Breakfast,100.00,False,False,raw/live_wp/2014-Tom-Durrant.pdf,FILE|raw/live_wp/2014-Tom-Durrant.pdf,2,medium,vision/cover_form,0,"pct:74.68,16.43,16.76,1.45@p6"
TOM DURRANT,Assessor,,2014,2014-04-03,,2014-02-10,Roy Pryor,Roy Pryor,Photographer,154.00,False,False,raw/live_wp/2014-Tom-Durrant.pdf,FILE|raw/live_wp/2014-Tom-Durrant.pdf,3,medium,vision/cover_form,0,"pct:74.68,18.02,16.76,1.45@p6"
TOM DURRANT,Assessor,,2014,2014-04-03,,2014-02-14,US Postal Service,US Postal Service,P.O. Box,31.00,False,False,raw/live_wp/2014-Tom-Durrant.pdf,FILE|raw/live_wp/2014-Tom-Durrant.pdf,4,medium,vision/cover_form,0,"pct:74.68,19.61,16.76,1.45@p6"
TOM DURRANT,Assessor,,2014,2014-04-03,,2014-02-14,J Maxfield,J Maxfield,Website Design,413.50,False,False,raw/live_wp/2014-Tom-Durrant.pdf,FILE|raw/live_wp/2014-Tom-Durrant.pdf,5,medium,vision/cover_form,0,"pct:74.68,21.16,16.76,1.45@p6"
TOM DURRANT,Assessor,,2014,2014-04-03,,2014-02-14,Alphagraphics,Alphagraphics,Promotional Materials,185.25,False,False,raw/live_wp/2014-Tom-Durrant.pdf,FILE|raw/live_wp/2014-Tom-Durrant.pdf,6,medium,vision/cover_form,0,"pct:74.68,22.75,16.76,1.45@p6"
TOM DURRANT,Assessor,,2014,2014-04-03,,2014-02-14,Speak By Design,Speak By Design,Promotional Material Design,80.00,False,False,raw/live_wp/2014-Tom-Durrant.pdf,FILE|raw/live_wp/2014-Tom-Durrant.pdf,7,medium,vision/cover_form,0,"pct:74.68,24.30,16.76,1.45@p6"
TOM DURRANT,Assessor,,2014,2014-04-03,,2014-02-14,Alphagraphics,Alphagraphics,Promotional Materials,260.81,False,False,raw/live_wp/2014-Tom-Durrant.pdf,FILE|raw/live_wp/2014-Tom-Durrant.pdf,8,medium,vision/cover_form,0,"pct:74.68,25.89,16.76,1.45@p6"
TOM DURRANT,Assessor,,2014,2014-04-03,,2014-02-14,Alphagraphics,Alphagraphics,Postage,153.50,False,False,raw/live_wp/2014-Tom-Durrant.pdf,FILE|raw/live_wp/2014-Tom-Durrant.pdf,9,medium,vision/cover_form,0,"pct:74.68,27.43,16.76,1.45@p6"
TOM DURRANT,Assessor,,2014,2014-04-03,,2014-02-20,Pay Pal,Pay Pal,Multiple Transaction Fees,15.91,False,False,raw/live_wp/2014-Tom-Durrant.pdf,FILE|raw/live_wp/2014-Tom-Durrant.pdf,10,medium,vision/cover_form,0,"pct:74.68,29.02,16.76,1.45@p6"
TOM DURRANT,Assessor,,2014,2014-04-03,,2014-03-12,Alphagraphics,Alphagraphics,Promotional Materials,300.97,False,False,raw/live_wp/2014-Tom-Durrant.pdf,FILE|raw/live_wp/2014-Tom-Durrant.pdf,11,medium,vision/cover_form,0,"pct:74.68,30.61,16.76,1.45@p6"
TOM DURRANT,Assessor,,2014,2014-04-03,,2014-03-13,Alphagraphics,Alphagraphics,Promotional Materials,237.22,False,False,raw/live_wp/2014-Tom-Durrant.pdf,FILE|raw/live_wp/2014-Tom-Durrant.pdf,12,medium,vision/cover_form,0,"pct:74.68,32.16,16.76,1.45@p6"
TOM DURRANT,Assessor,,2014,2014-04-03,,2014-03-14,Washington County Clerk,Washington County Clerk,Filing Fee,641.00,False,False,raw/live_wp/2014-Tom-Durrant.pdf,FILE|raw/live_wp/2014-Tom-Durrant.pdf,13,medium,vision/cover_form,0,"pct:74.68,33.70,16.76,1.45@p6"
TOM DURRANT,Assessor,,2014,2014-04-03,,2014-03-24,Facebook,Facebook,Ads,14.78,False,False,raw/live_wp/2014-Tom-Durrant.pdf,FILE|raw/live_wp/2014-Tom-Durrant.pdf,14,medium,vision/cover_form,0,"pct:74.68,35.25,16.76,1.45@p6"
