date,candidate,office,reporting_year,reporting_year_source,cycle_year,cycle_year_source,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,text_path,bytes,sha256,channel,source_archive,wayback_timestamp,fetch_url,doc_kind,posted_date,date_source,office_source,office_confidence,roster_match,document_office_raw,portal_office,document_candidate,candidate_source,label_conflict,cycle_parity_flag,needs_review,notes,alt_source_urls,n_identical_copies
2010,Arthur Partridge,Assessor,2010,document,2010,document,2010,,,"Summary - Arthur Partridge (Assessor, 2010)",http://www.washco.utah.gov/clerk/pdf/2010elections/County Candidate Summary- Art Partridge.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_2010elections/County Candidate Summary- Art Partridge.pdf,text/wayback_2010elections__County Candidate Summary- Art Partridge.txt,9152,21ec031b56cfa35885daf16ef33e057ee0503245ec6e422efb7dbad1c8bf89fa,wayback_2010elections,wayback,20100408072623,https://web.archive.org/web/20100408072623id_/http://www.washco.utah.gov/clerk/pdf/2010elections/County%20Candidate%20Summary-%20Art%20Partridge.pdf,summary,,reporting_year_only,document,high,ARTHUR PARTRIDGE @any,County Assessor,,Arthur Partridge,document,,,0,,,1
2010,Arthur Partridge,Assessor,2010,url_folder,2010,even_reporting_year,,,,"Expenditures - Arthur Partridge (Assessor, 2010)",http://www.washco.utah.gov/clerk/pdf/2010elections/Expenditures- Art Partridge.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_2010elections/Expenditures- Art Partridge.pdf,text/wayback_2010elections__Expenditures- Art Partridge.txt,13887,ed7959598311f32b017f1ba7892ca9825577ad716c812590441a8e2b3c239cfb,wayback_2010elections,wayback,20100408072648,https://web.archive.org/web/20100408072648id_/http://www.washco.utah.gov/clerk/pdf/2010elections/Expenditures-%20Art%20Partridge.pdf,expenditures,,reporting_year_only,document,high,ARTHUR PARTRIDGE @any,County Assessor,,Arthur Partridge,document,,,0,,,1
2011-04-05,Arthur Partridge,Assessor,2010,document,2010,document,2010,,,"Summary - Arthur Partridge (Assessor, 2010)",http://www.washco.utah.gov/clerk/pdf/financialreports/County Candidate Summary- Art Partridge_04-05-2011.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_financialreports/County Candidate Summary- Art Partridge_04-05-2011.pdf,text/wayback_financialreports__County Candidate Summary- Art Partridge_04-05-2011.txt,9226,2d65109c631df91e8c7127e27916a22a0f2d2e27aec166294cb03175c6b8ff58,wayback_financialreports,wayback,20121017192438,https://web.archive.org/web/20121017192438id_/http://www.washco.utah.gov/clerk/pdf/financialreports/County%20Candidate%20Summary-%20Art%20Partridge_04-05-2011.pdf,summary,2011-04-05,posted_date,document,high,ARTHUR PARTRIDGE @any,County Assessor,,Arthur Partridge,document,,,0,,,1
2010,Brock Belnap,Attorney,2010,filename,2010,even_reporting_year,,,,"Contributions - Brock Belnap (Attorney, 2010)",http://www.washco.utah.gov/clerk/pdf/2010elections/6-15-2010 Contributions - Brock Belnap.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_2010elections/6-15-2010 Contributions - Brock Belnap.pdf,text/wayback_2010elections__6-15-2010 Contributions - Brock Belnap.txt,13606,d3ced90a21afbb3e6c96332eb4a48b71799c964a8eb817e6abff1748a2c07164,wayback_2010elections,wayback,20100624143735,https://web.archive.org/web/20100624143735id_/http://www.washco.utah.gov/clerk/pdf/2010elections/6-15-2010%20Contributions%20-%20Brock%20Belnap.pdf,contributions,,reporting_year_only,document,high,BROCK BELNAP @2010,County Attorney,,Brock Belnap,document,,,0,,,1
2010,Brock Belnap,Attorney,2010,filename,2010,even_reporting_year,,,,"Summary - Brock Belnap (Attorney, 2010)",http://www.washco.utah.gov/clerk/pdf/2010elections/6-15-2010 County Candidate Summary - Brock Belnap.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_2010elections/6-15-2010 County Candidate Summary - Brock Belnap.pdf,text/wayback_2010elections__6-15-2010 County Candidate Summary - Brock Belnap.txt,8456,55f249f9be33abb783c4955f3d7196437abb2337191c5716aaeff8beea39889e,wayback_2010elections,wayback,20100624143725,https://web.archive.org/web/20100624143725id_/http://www.washco.utah.gov/clerk/pdf/2010elections/6-15-2010%20County%20Candidate%20Summary%20-%20Brock%20Belnap.pdf,summary,,reporting_year_only,person_roster,medium,BROCK BELNAP @2010,,,,roster_key(filename),,,1,,,1
2010,Brock Belnap,Attorney,2010,filename,2010,even_reporting_year,,,,"Expenditures - Brock Belnap (Attorney, 2010)",http://www.washco.utah.gov/clerk/pdf/2010elections/6-15-2010 Expenditures - Brock Belnap.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_2010elections/6-15-2010 Expenditures - Brock Belnap.pdf,text/wayback_2010elections__6-15-2010 Expenditures - Brock Belnap.txt,13947,5c6cf861354b8acb3c58bf28e43bb6bbb1608cab21a96749117ad96b83742496,wayback_2010elections,wayback,20100624143751,https://web.archive.org/web/20100624143751id_/http://www.washco.utah.gov/clerk/pdf/2010elections/6-15-2010%20Expenditures%20-%20Brock%20Belnap.pdf,expenditures,,reporting_year_only,document,high,BROCK BELNAP @2010,County Attorney,,Brock Belnap,document,,,0,,,1
2010,Brock Belnap,Attorney,2010,url_folder,2010,even_reporting_year,,,,"Contributions - Brock Belnap (Attorney, 2010)",http://www.washco.utah.gov/clerk/pdf/2010elections/Contributions - Brock Belnap.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_2010elections/Contributions - Brock Belnap.pdf,text/wayback_2010elections__Contributions - Brock Belnap.txt,13606,31e176703aa02d308d1519df20559e4373c272620b2c4b4203dc730dd0121e16,wayback_2010elections,wayback,20100415141248,https://web.archive.org/web/20100415141248id_/http://www.washco.utah.gov/clerk/pdf/2010elections/Contributions%20-%20Brock%20Belnap.pdf,contributions,,reporting_year_only,document,high,BROCK BELNAP @any,County Attorney,,Brock Belnap,document,,,0,,,1
2010,Brock Belnap,Attorney,2010,url_folder,2010,even_reporting_year,,,,"Summary - Brock Belnap (Attorney, 2010)",http://www.washco.utah.gov/clerk/pdf/2010elections/County Candidate Summary - Brock Belnap.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_2010elections/County Candidate Summary - Brock Belnap.pdf,text/wayback_2010elections__County Candidate Summary - Brock Belnap.txt,8424,5cac6d50b8ee3a0d5707831309c35559c5f7477c61cb3c31f9d31127ad0e2658,wayback_2010elections,wayback,20100415141236,https://web.archive.org/web/20100415141236id_/http://www.washco.utah.gov/clerk/pdf/2010elections/County%20Candidate%20Summary%20-%20Brock%20Belnap.pdf,summary,,reporting_year_only,person_roster,medium,BROCK BELNAP @any,,,,roster_key(filename),,,1,,,1
2010,Brock Belnap,Attorney,2010,url_folder,2010,even_reporting_year,,,,"Expenditures - Brock Belnap (Attorney, 2010)",http://www.washco.utah.gov/clerk/pdf/2010elections/Expenditures - Brock Belnap.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_2010elections/Expenditures - Brock Belnap.pdf,text/wayback_2010elections__Expenditures - Brock Belnap.txt,13947,8cbdb76b0a389635b4f89a925952d79602905ca6ccf082fe4f85126357ff5fc2,wayback_2010elections,wayback,20100415141259,https://web.archive.org/web/20100415141259id_/http://www.washco.utah.gov/clerk/pdf/2010elections/Expenditures%20-%20Brock%20Belnap.pdf,expenditures,,reporting_year_only,document,high,BROCK BELNAP @any,County Attorney,,Brock Belnap,document,,,0,,,1
2011-04-05,Brock Belnap,Attorney,2010,document,2010,document,2010,,,"Summary - Brock Belnap (Attorney, 2010)",http://www.washco.utah.gov/clerk/pdf/financialreports/County Candidate Summary - Brock Belnap_04-05-2011.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_financialreports/County Candidate Summary - Brock Belnap_04-05-2011.pdf,text/wayback_financialreports__County Candidate Summary - Brock Belnap_04-05-2011.txt,9274,de4077513e31c4a672a61436e23c52aecaff651b597893c5976d16eec71847fa,wayback_financialreports,wayback,20121017192440,https://web.archive.org/web/20121017192440id_/http://www.washco.utah.gov/clerk/pdf/financialreports/County%20Candidate%20Summary%20-%20Brock%20Belnap_04-05-2011.pdf,summary,2011-04-05,posted_date,document,high,BROCK BELNAP @any,Washington County Attorney,,Brock Belnap,document,,,0,,,1
2010-04-07,Jove cke Ke Dein ap,Attorney,2010,url_folder,2010,even_reporting_year,,,,"Statement - Jove cke Ke Dein ap (Attorney, 2010)",http://municipal.utah.gov/washington\2010 Elections\brock belnap 4-7-10.pdf,2026-08-01,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",raw/state_disclosures/washington_2010 Elections_brock belnap 4-7-10.pdf,text/state_disclosures__washington_2010 Elections_brock belnap 4-7-10.txt,77981,0582e0d17d2577018cbe2863d3621db52b69c1274723a06a09cfae4964e3afda,state_disclosures,county_live,,http://municipal.utah.gov/washington/2010%20Elections/brock%20belnap%204-7-10.pdf,statement,2010-04-07,posted_date,person_roster,medium,BROCK BELNAP @any,County Athorneg _-——__—,,Jove cke Ke Dein ap,document,,,1,,,1
2010,Kim Hafen,Clerk/Auditor,2010,filename,2010,even_reporting_year,,,,"Contributions - Kim Hafen (Clerk/Auditor, 2010)",http://www.washco.utah.gov/clerk/pdf/2010elections/6-15-2010 Contributions - Kim Hafen.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_2010elections/6-15-2010 Contributions - Kim Hafen.pdf,text/wayback_2010elections__6-15-2010 Contributions - Kim Hafen.txt,12418,0e5cfc90e50db4c98f5ab2d00d22013d9a870dde471fea48d17d819d3a24c3e3,wayback_2010elections,wayback,20100624143812,https://web.archive.org/web/20100624143812id_/http://www.washco.utah.gov/clerk/pdf/2010elections/6-15-2010%20Contributions%20-%20Kim%20Hafen.pdf,contributions,,reporting_year_only,document,high,KIM HAFEN @2010,County Clerk/Auditor,,Kim Hafen,document,,,0,,,1
2010,Kim Hafen,Clerk/Auditor,2010,document,2010,document,2010,,,"Summary - Kim Hafen (Clerk/Auditor, 2010)",http://www.washco.utah.gov/clerk/pdf/2010elections/6-15-2010 County Candidate Summary - Kim Hafen.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_2010elections/6-15-2010 County Candidate Summary - Kim Hafen.pdf,text/wayback_2010elections__6-15-2010 County Candidate Summary - Kim Hafen.txt,9085,fd9cd19b2f378e5714876086e1cf4bdacc09fc971ebcce37a33f6239836c96a7,wayback_2010elections,wayback,20100624143801,https://web.archive.org/web/20100624143801id_/http://www.washco.utah.gov/clerk/pdf/2010elections/6-15-2010%20County%20Candidate%20Summary%20-%20Kim%20Hafen.pdf,summary,,reporting_year_only,document,high,KIM HAFEN @2010,Clerk/Auditor,,Kim Hafen,document,,,0,,,1
2010,Kim Hafen,Clerk/Auditor,2010,filename,2010,even_reporting_year,,,,"Expenditures - Kim Hafen (Clerk/Auditor, 2010)",http://www.washco.utah.gov/clerk/pdf/2010elections/6-15-2010 Expenditures - Kim Hafen.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_2010elections/6-15-2010 Expenditures - Kim Hafen.pdf,text/wayback_2010elections__6-15-2010 Expenditures - Kim Hafen.txt,14920,f475f3bf7dfb3d5226c9c4327bdbbae50b820170be74357ad276ee1980a1c595,wayback_2010elections,wayback,20100624143819,https://web.archive.org/web/20100624143819id_/http://www.washco.utah.gov/clerk/pdf/2010elections/6-15-2010%20Expenditures%20-%20Kim%20Hafen.pdf,expenditures,,reporting_year_only,document,high,KIM HAFEN @2010,Clerk/Auditor,,Kim Hafen,document,,,0,,,1
2010,Kim Hafen,Clerk/Auditor,2010,url_folder,2010,even_reporting_year,,,,"Contributions - Kim Hafen (Clerk/Auditor, 2010)",http://www.washco.utah.gov/clerk/pdf/2010elections/Contributions - Kim Hafen.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_2010elections/Contributions - Kim Hafen.pdf,text/wayback_2010elections__Contributions - Kim Hafen.txt,12418,229d05f2e6ce029288ea1f680455cc04c7e587a64c1be182e07b3202bad7d074,wayback_2010elections,wayback,20100415141314,https://web.archive.org/web/20100415141314id_/http://www.washco.utah.gov/clerk/pdf/2010elections/Contributions%20-%20Kim%20Hafen.pdf,contributions,,reporting_year_only,document,high,KIM HAFEN @any,County Clerk/Auditor,,Kim Hafen,document,,,0,,,1
2010,Kim Hafen,Clerk/Auditor,2010,document,2010,document,2010,,,"Summary - Kim Hafen (Clerk/Auditor, 2010)",http://www.washco.utah.gov/clerk/pdf/2010elections/County Candidate Summary - Kim Hafen.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_2010elections/County Candidate Summary - Kim Hafen.pdf,text/wayback_2010elections__County Candidate Summary - Kim Hafen.txt,9054,471b544c1888bd82ad8ea01559e50609bfc2b075aa1e68317c84cbb208db0d45,wayback_2010elections,wayback,20100415141306,https://web.archive.org/web/20100415141306id_/http://www.washco.utah.gov/clerk/pdf/2010elections/County%20Candidate%20Summary%20-%20Kim%20Hafen.pdf,summary,,reporting_year_only,document,high,KIM HAFEN @any,Clerk/Auditor,,Kim Hafen,document,,,0,,,1
2010,Kim Hafen,Clerk/Auditor,2010,url_folder,2010,even_reporting_year,,,,"Expenditures - Kim Hafen (Clerk/Auditor, 2010)",http://www.washco.utah.gov/clerk/pdf/2010elections/Expenditures - Kim Hafen.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_2010elections/Expenditures - Kim Hafen.pdf,text/wayback_2010elections__Expenditures - Kim Hafen.txt,14920,d1ebeec80444acbefcf9d465fd4fa1e82be42a17c2f1d8275e8cd373f606c47b,wayback_2010elections,wayback,20100415141321,https://web.archive.org/web/20100415141321id_/http://www.washco.utah.gov/clerk/pdf/2010elections/Expenditures%20-%20Kim%20Hafen.pdf,expenditures,,reporting_year_only,document,high,KIM HAFEN @any,Clerk/Auditor,,Kim Hafen,document,,,0,,,1
2010-04-07,Kim Hafen,Clerk/Auditor,2010,url_folder,2010,even_reporting_year,,,,"Statement - Kim Hafen (Clerk/Auditor, 2010)",http://municipal.utah.gov/washington\2010 Elections\kim hafen 4-7-10.pdf,2026-08-01,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",raw/state_disclosures/washington_2010 Elections_kim hafen 4-7-10.pdf,text/state_disclosures__washington_2010 Elections_kim hafen 4-7-10.txt,101624,29bd8dfa926938678222e6d7394090e2d65de353108deec69d7c792fb6080735,state_disclosures,county_live,,http://municipal.utah.gov/washington/2010%20Elections/kim%20hafen%204-7-10.pdf,statement,2010-04-07,posted_date,person_roster,medium,KIM HAFEN @any,"Wasnt incton Cunt, Creer | Mudebee cee eee",,,roster_key(filename),,,1,,,1
2011-04-05,Kim Hafen,Clerk/Auditor,2010,document,2010,document,2010,,,"Summary - Kim Hafen (Clerk/Auditor, 2010)",http://www.washco.utah.gov/clerk/pdf/financialreports/County Candidate Summary - Kim Hafen_04-05-2011.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_financialreports/County Candidate Summary - Kim Hafen_04-05-2011.pdf,text/wayback_financialreports__County Candidate Summary - Kim Hafen_04-05-2011.txt,9127,3ecf2435e8606bde4420f7a3afc0e6ccdb38964f98afe4f9df80fed6cc7d1ad1,wayback_financialreports,wayback,20121017192442,https://web.archive.org/web/20121017192442id_/http://www.washco.utah.gov/clerk/pdf/financialreports/County%20Candidate%20Summary%20-%20Kim%20Hafen_04-05-2011.pdf,summary,2011-04-05,posted_date,document,high,KIM HAFEN @any,Clerk/Auditor,,Kim Hafen,document,,,0,,,1
2010,Arlin Hughes,Commission Seat A,2010,url_folder,2010,even_reporting_year,,,,"Contributions - Arlin Hughes (Commission Seat A, 2010)",http://www.washco.utah.gov/clerk/pdf/2010elections/Contributions - Arlin Hughes.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_2010elections/Contributions - Arlin Hughes.pdf,text/wayback_2010elections__Contributions - Arlin Hughes.txt,12422,71bbb69cd545bce5d808be869b9a1c55f2f9be102861092b5f811f06b9a08fdc,wayback_2010elections,wayback,20100415141100,https://web.archive.org/web/20100415141100id_/http://www.washco.utah.gov/clerk/pdf/2010elections/Contributions%20-%20Arlin%20Hughes.pdf,contributions,,reporting_year_only,document,high,ARLIN HUGHES @any,Commission Seat A,,Arlin Hughes,document,,,0,,http://www.washco.utah.gov/clerk/pdf/financialreports/Contributions - Arlin Hughes_03-08-2011.pdf,2
2010,Arlin Hughes,Commission Seat A,2010,document,2010,document,2010,,,"Summary - Arlin Hughes (Commission Seat A, 2010)",http://www.washco.utah.gov/clerk/pdf/2010elections/County Candidate Summary - Arlin Hughes.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_2010elections/County Candidate Summary - Arlin Hughes.pdf,text/wayback_2010elections__County Candidate Summary - Arlin Hughes.txt,9090,1576b5df2e71dc884a1efe675c66bfe0a9ee0a6ddd3c0a12a7159e54187dd928,wayback_2010elections,wayback,20100415141049,https://web.archive.org/web/20100415141049id_/http://www.washco.utah.gov/clerk/pdf/2010elections/County%20Candidate%20Summary%20-%20Arlin%20Hughes.pdf,summary,,reporting_year_only,document,high,ARLIN HUGHES @any,Commission Seat A,,Arlin Hughes,document,,,0,,http://www.washco.utah.gov/clerk/pdf/financialreports/County Candidate Summary - Arlin Hughes_03-08-2011.pdf,2
2010,Arlin Hughes,Commission Seat A,2010,url_folder,2010,even_reporting_year,,,,"Expenditures - Arlin Hughes (Commission Seat A, 2010)",http://www.washco.utah.gov/clerk/pdf/2010elections/Expenditures - Arlin Hughes.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_2010elections/Expenditures - Arlin Hughes.pdf,text/wayback_2010elections__Expenditures - Arlin Hughes.txt,14112,3d791f698ee13bff6049bdcf389a176c2fd2f6b7874281c7fb92666ab3ff970e,wayback_2010elections,wayback,20100415141109,https://web.archive.org/web/20100415141109id_/http://www.washco.utah.gov/clerk/pdf/2010elections/Expenditures%20-%20Arlin%20Hughes.pdf,expenditures,,reporting_year_only,document,high,ARLIN HUGHES @any,Commission Seat A,,Arlin Hughes,document,,,0,,http://www.washco.utah.gov/clerk/pdf/financialreports/Expenditures - Arlin Hughes_03-08-2011.pdf,2
2010-04-09,Arlin S. Hughes,Commission Seat A,2010,url_folder,2010,even_reporting_year,,,,"Statement - Arlin S. Hughes (Commission Seat A, 2010)",http://municipal.utah.gov/washington\2010 Elections\Arlin Hughes 4-9-10.pdf,2026-08-01,scanned,"tesseract OCR (pdftoppm 200dpi, --psm 6)",raw/state_disclosures/washington_2010 Elections_Arlin Hughes 4-9-10.pdf,text/state_disclosures__washington_2010 Elections_Arlin Hughes 4-9-10.txt,74917,455e636a5d51e56f138472247dd9df230bf377843f2eea49194b69164e2f58ad,state_disclosures,county_live,,http://municipal.utah.gov/washington/2010%20Elections/Arlin%20Hughes%204-9-10.pdf,statement,2010-04-09,posted_date,person_roster,medium,ARLIN HUGHES @any,Cora beg Seana A,,——Aelig ——S. ——Haghet,"document(vision, candidate_determinations.csv)",,,1,,,1
2010,Greg Aldred,Commission Seat A,2010,document,2010,document,2010,,,"Summary - Greg Aldred (Commission Seat A, 2010)",http://www.washco.utah.gov/clerk/pdf/2010elections/6-15-2010 Contributions - Greg Aldred.pdf,2026-08-01,text,pdftotext -layout,raw/wayback_2010elections/6-15-2010 Contributions - Greg Aldred.pdf,text/wayback_2010elections__6-15-2010 Contributions - Greg Aldred.txt,9183,2cc456449563828e0e822e466aedfe5e898cc93dadabb38d0b8de9a2f7b057ca,wayback_2010elections,wayback,20100624143440,https://web.archive.org/web/20100624143440id_/http://www.washco.utah.gov/clerk/pdf/2010elections/6-15-2010%20Contributions%20-%20Greg%20Aldred.pdf,summary,,reporting_year_only,document,high,GREG ALDRED @2010,Commission Seat A,,Greg Aldred,document,,,0,,http://www.washco.utah.gov/clerk/pdf/financialreports/Contributions - Greg Aldred_03-08-2011.pdf,2
