city,candidate,election_year,office,seat,regime,regime_basis,raised_gross,spent_gross,carryover_opening,carryover_basis,raised_net_of_carryover,ending_balance,chain_closes,n_filings,n_live,n_governing,chain_len,is_floor,in_kind_basis,confidence,governing_filings,excluded_filings,gap_reason,itemized_check_raised,itemized_check_spent,itemized_check_note,review_flag
washington_county,David Whitehead,2010,Treasurer,,per-period,chain-closure,0.00,400.00,0.00,chain-first-bb,0.00,-400.00,True,4,4,3,3,,unknown,A-superseded,raw/state_disclosures/washington_2010 Elections_david whitehead 4-7-10.pdf;raw/wayback_financialreports/County Candidate Summary - David Whitehead_04-05-2011.pdf;raw/wayback_2010elections/6-15-2010 County Candidate Summary - David Whitehead.pdf,raw/wayback_2010elections/County Candidate Summary - David Whitehead.pdf=orphan-not-chained,,,,not-comparable: itemized rows exist for only 1/3 governing filings,
washington_county,ALAN DEAN GARDNER,2012,Commission Seat C,,per-period,chain-closure,1000.00,2684.10,1802.35,chain-first-bb,1000.00,118.25,True,5,5,3,3,,unknown,A-superseded,raw/wayback_financialreports/County Candidate Summary - Alan Gardner_08-24-2012.xls;raw/wayback_financialreports/County Candidate Summary - Alan Gardner_10-29-2012.xls;raw/wayback_financialreports/County Candidate Summary - Alan Gardner_12-28-2012.xls,raw/wayback_financialreports/County Candidate Summary - Alan Gardner_03-30-2012.pdf=orphan-not-chained;raw/wayback_financialreports/County Candidate Summary - Alan Gardner 6 19 2012_06-13-2012.pdf=orphan-not-chained,,,,no itemized layer,
washington_county,Chris White,2012,Commission Seat C,,undetermined,none,,,,,,,,5,5,0,4,,unknown,,,,regime-conflict: period-only and cumulative-only filings coexist and no chain resolves them,,,,
washington_county,GREG ALDRED,2012,Commission Seat C,,undetermined,none,,,,,,,,2,2,0,2,,unknown,,,,neither-basis: the filer's own arithmetic closes on neither the per-period nor the cumulative reading,,,,
washington_county,SLADE HUGHES,2012,Commission Seat C,,undetermined,none,,,,,,,,1,1,0,0,,unknown,,,,neither-basis: the filer's own arithmetic closes on neither the per-period nor the cumulative reading,,,,
washington_county,D Christopher Isom,2014,Assessor,,cumulative-single,single-filing,0.00,960.00,,,,-960.00,,1,1,1,0,,unknown,B,raw/wayback_financialreports/4 4 2014 Summary - D Christopher Isom_04-04-2014.xls,,,,,no itemized layer,
washington_county,David Miller,2014,Assessor,,undetermined,none,,,,,,,,3,3,0,3,,unknown,,,,regime-conflict: period-only and cumulative-only filings coexist and no chain resolves them,,,,
washington_county,Tom Durant,2014,Assessor,,undetermined,none,,,,,,,,4,4,0,3,,unknown,,,,regime-conflict: period-only and cumulative-only filings coexist and no chain resolves them,,,,
washington_county,Brock Belnap,2014,Attorney,,undetermined,none,,,,,,,,4,4,0,4,,unknown,,,,regime-conflict: period-only and cumulative-only filings coexist and no chain resolves them,,,,
washington_county,Nathan Gregg Caplin,2014,Attorney,,undetermined,none,,,,,,,,4,4,0,4,,unknown,,,,regime-conflict: period-only and cumulative-only filings coexist and no chain resolves them,,,,
washington_county,Kim M Hafen,2014,Clerk/Auditor,,undetermined,none,,,,,,,,4,4,0,3,,unknown,,,,regime-conflict: period-only and cumulative-only filings coexist and no chain resolves them,,,,
washington_county,Chris White,2014,Commission Seat A,,per-period,chain-closure,328.09,439.90,134.82,chain-first-bb,328.09,23.02,True,4,4,3,3,,unknown,A-superseded,raw/wayback_financialreports/6 17 2014 Summary - Chris White_06-17-2014.xls;raw/wayback_financialreports/10 28 2014 Summary - Chris White_10-28-2014.xls;raw/wayback_financialreports/1 5 2015 Summary - Chris White_01-08-2015.xls,raw/wayback_financialreports/4 4 2014 Summary - Chris White_04-04-2014.xls=orphan-not-chained,,,,no itemized layer,
washington_county,Greg Aldred,2014,Commission Seat A,,undetermined,none,,,,,,,,2,2,0,2,,unknown,,,,regime-conflict: period-only and cumulative-only filings coexist and no chain resolves them,,,,
washington_county,James J Eardley,2014,Commission Seat A,,cumulative-single,single-filing,0.00,478.00,,,,-478.00,,1,1,1,0,,unknown,B,raw/wayback_financialreports/4 4 2001 Summary - James J Eardley_04-04-2014.xls,,,,,no itemized layer,
washington_county,Mark Boyer,2014,Commission Seat A,,undetermined,none,,,,,,,,2,2,0,2,,unknown,,,,regime-conflict: period-only and cumulative-only filings coexist and no chain resolves them,,,,
washington_county,Slade Hughes,2014,Commission Seat A,,cumulative-single,single-filing,0.00,378.00,,,,-378.00,,1,1,1,0,,unknown,B,raw/wayback_financialreports/4 4 2014 Summary - Slade Hughes_04-04-2014.xls,,,,,no itemized layer,
washington_county,Zachary Renstrom,2014,Commission Seat A,,undetermined,none,,,,,,,,4,4,0,4,,unknown,,,,regime-conflict: period-only and cumulative-only filings coexist and no chain resolves them,,,,
washington_county,Chet R Hughes,2014,Commission Seat B,,cumulative-single,single-filing,0.00,378.00,,,,-378.00,,1,1,1,0,,unknown,B,raw/wayback_financialreports/4 4 2014 Summary - Chet R Hughes_04-04-2014.xls,,,,,no itemized layer,
washington_county,Daniel D McArthur,2014,Commission Seat B,,cumulative-single,single-filing,676.91,498.00,,,,178.91,,1,1,1,0,,unknown,B,raw/wayback_financialreports/4 4 2014 Summary - Daniel D McArthur_04-04-2014.xls,,,,,no itemized layer,
washington_county,Paul Van Dam,2014,Commission Seat B,,undetermined,none,,,,,,,False,3,3,0,2,,unknown,,,,chain-broken: the longest balance chain (2 of 3 live filings) does not close,,,,
washington_county,Victor Iverson,2014,Commission Seat B,,undetermined,none,,,,,,,False,3,3,0,2,,unknown,,,,regime-conflict: period-only and cumulative-only filings coexist and no chain resolves them,,,,
washington_county,Russell Shirts,2014,Recorder,,undetermined,none,,,,,,,,4,4,0,4,,unknown,,,,regime-conflict: period-only and cumulative-only filings coexist and no chain resolves them,,,,
washington_county,Cory C Pulsipher,2014,Sheriff,,undetermined,none,,,,,,,,4,4,0,3,,unknown,,,,regime-conflict: period-only and cumulative-only filings coexist and no chain resolves them,,,,
washington_county,Hank Kodele,2014,Sheriff,,cumulative-single,single-filing,0.00,714.61,,,,-714.61,,1,1,1,0,,unknown,B,raw/wayback_financialreports/4 4 2014-Summary - Hank Kodele_04-04-2014.xls,,,,,no itemized layer,
washington_county,David A Whitehead,2014,Treasurer,,undetermined,none,,,,,,,,4,4,0,4,,unknown,,,,regime-conflict: period-only and cumulative-only filings coexist and no chain resolves them,,,,
washington_county,Joshua Elijah Warburton,2016,Commission (seat not stated),,cumulative-single,single-filing,17880.00,17838.37,,,,41.63,,1,1,1,0,,unknown,B,raw/wayback_forms2016/Josh Warburton 11_1_2016 FCR_11-05-2016.pdf,,,17880.00,17838.37,latest-ledger,
washington_county,Dean J. Cox,2016,Commission Seat C,,cumulative,filing-arithmetic,31170.60,30245.45,0.00,chain-first-bb,,925.15,False,2,2,1,2,,unknown,B,raw/wayback_forms2016/Dean Cox 10_26_2016 FCR_10-27-2016.pdf,raw/wayback_forms2016/Dean Cox_Commission Seat C_Financial Campaign Report 6_14_2016_06-15-2016.pdf=duplicate-restatement,,6480.60,7581.27,not-comparable: ledger is period-scoped (is_incremental=True) while the stated total is cumulative,
washington_county,Gilbert Almquist,2016,Commission Seat C,,cumulative,filing-arithmetic,20117.51,20117.51,,,,0.00,,2,2,1,1,,unknown,B,raw/wayback_forms2016/Gil Almquist_Commission C_Financial Campaign Report_6_17_2016_06-24-2016.pdf,raw/wayback_forms2016/Gil Almquist_County Commission Seat C_Final FCR_8_4_2016_08-05-2016.pdf=duplicate-restatement,,20117.51,20117.51,latest-ledger,
washington_county,Greg Aldred,2016,Commission Seat C,,cumulative-single,single-filing,2650.00,6333.06,,,,-3683.06,,1,1,1,0,,unknown,B,raw/wayback_forms2016/Greg Aldred 10_26_2016 FCR_11-05-2016.pdf,,,2650.00,6333.06,latest-ledger,
washington_county,Brock R Belnap,2018,Attorney,,undetermined,none,,,,,,,,3,3,0,1,,unknown,,,,mixed-county-no-evidence: this county's regime varies per filer and the cycle's own arithmetic is silent (a required printed figure is blank on every live filing),,,,
washington_county,Kim M Hafen,2018,Clerk/Auditor,,cumulative,filing-arithmetic,0.00,527.00,0.00,chain-first-bb,,-527.00,False,3,3,1,3,,unknown,B,raw/wayback_forms2018/Jan 5 2019_Kim M Hafen_Final FCR_01-07-2019.pdf,raw/wayback_forms2018/June 12_Kim M Hafen_FCR_06-13-2018.pdf=duplicate-restatement;raw/wayback_forms2018/Oct 23_2018_Kim M Hafen_FCR_10-23-2018.pdf=duplicate-restatement,,,,no itemized layer,
washington_county,GILBERT MICHAEL ALMQUIST,2018,Commission Seat A,,cumulative-single,single-filing,42028.39,33376.95,,,,8651.44,,1,1,1,0,,unknown,B,raw/wayback_forms2018/Jan 7 2019_Gil Almquist_Final FCR_01-07-2019.pdf,,,,220.28,not-comparable: ledger is period-scoped (is_incremental=True) while the stated total is cumulative,
washington_county,Gilbert M. Almquist,2018,Commission Seat A,,cumulative-single,single-filing,29728.39,27236.46,,,,2491.93,,1,1,1,0,,unknown,B,raw/wayback_forms2018/June 19_Gil Almquist_FCR_06-19-2018.pdf,,,29152.93,27236.46,not-comparable: ledger is period-scoped (is_incremental=True) while the stated total is cumulative,
washington_county,Gilbert Michael Almquist,2018,Commission Seat A,,cumulative-single,single-filing,42028.39,33156.67,,,,8871.72,,1,1,1,0,,unknown,B,raw/wayback_forms2018/Oct 30_Gil Almquist_FCR_10-31-2018.pdf,,,12300.00,5920.21,not-comparable: ledger is period-scoped (is_incremental=True) while the stated total is cumulative,
washington_county,Robert E. Ford,2018,Commission Seat A,,undetermined,none,,,,,,,,3,3,0,1,,unknown,,,,neither-basis: the filer's own arithmetic closes on neither the per-period nor the cumulative reading,,,,
washington_county,Victor Moses Iverson,2018,Commission Seat B,,undetermined,none,,,,,,,,2,2,0,1,,unknown,,,,neither-basis: the filer's own arithmetic closes on neither the per-period nor the cumulative reading,,,,
washington_county,Cory Clarke Pulsipher,2018,Sheriff,,cumulative,filing-arithmetic,1470.91,-927.00,870.91,chain-first-bb,,543.91,False,3,3,1,3,,unknown,B,raw/wayback_forms2018/Jan 4 2019_Cory C Pulsipher_Final FCR_01-07-2019.pdf,raw/wayback_forms2018/June 26_Cory Pulsipher_FCR_06-13-2018.pdf=duplicate-restatement;raw/wayback_forms2018/Oct 29_Cory C Pulsipher_FCR_10-30-2018.pdf=duplicate-restatement,,,,no itemized layer,
washington_county,David Todd Miller,2020,Assessor,,undetermined,none,,,,,,,,1,1,0,0,,unknown,,,,mixed-county-no-evidence: this county's regime varies per filer and the cycle's own arithmetic is silent (a required printed figure is blank on every live filing),,,,
washington_county,Tom Durrant,2020,Assessor,,cumulative,filing-arithmetic,0.00,571.00,0.00,chain-first-bb,,-571.00,False,3,3,1,3,,unknown,B,raw/wayback_forms2020/Assessor_Tom Durrant_December 17 2020_12-17-2020.pdf,raw/wayback_forms2020/Assessor_Tom Durrant_June 23 2020 FCR_06-15-2020.pdf=duplicate-restatement;raw/wayback_forms2020/Assessor_Tom Durrant_October 22 2020_10-23-2020.pdf=duplicate-restatement,,,,no itemized layer,
washington_county,Eric Wesley Clarke,2020,Attorney,,cumulative-single,single-filing,1400.00,2500.23,-1100.23,governing-report-bb,,-1100.23,,1,1,1,0,,unknown,B,raw/wayback_forms2020/Attorney_Special 2 Year_Eric Wesley Clarke_October 21 2020_10-21-2020.pdf,,,,,no itemized layer,
washington_county,Douglas LaGrande Wulfenstein,2020,Commission (seat not stated),,undetermined,none,,,,,,,,1,1,0,0,,unknown,,,,no-stated-total: no live filing prints a parseable total-contributions figure,,,,
washington_county,Dean J. Cox,2020,Commission Seat C,,cumulative,filing-arithmetic,105.41,,,,,105.41,,3,3,1,1,,unknown,B,raw/wayback_forms2020/Commission Seat C_Dean J_12-17-2020. Cox_December 17 2020.pdf,raw/wayback_forms2020/Commission Seat C_Dean J_06-15-2020. Cox_June 23 2020 FCR.pdf=duplicate-restatement;raw/wayback_forms2020/Commission Seat C_Dean J_10-21-2020. Cox_October 20 2020.pdf=duplicate-restatement,,,,no itemized layer,
washington_county,Robert Vernon Love,2020,Commission Seat C,,undetermined,single-filing,3.00,0.00,0.00,governing-report-bb,,3.00,,1,1,1,0,1,unknown,C,raw/wayback_forms2020/Commission Seat C_Robert V Love_October 26 2020_10-27-2020.pdf,,,0.00,0.00,latest-ledger,
washington_county,Slade Rudy Hughes,2020,Commission Seat C,,cumulative-single,single-filing,571.00,571.00,,,,0.00,,1,1,1,0,,unknown,B,raw/wayback_forms2020/Commission C_Slade Hughes_June 23 2020_04-20-2020.pdf,,,571.00,571.00,latest-ledger,
washington_county,Gary L. Christensen,2020,Recorder,,cumulative,filing-arithmetic,300.00,1195.61,-895.61,chain-first-bb,,-895.61,,3,3,1,3,,unknown,B,raw/wayback_forms2020/Recorder_Gary L_12-16-2020. Christensen_December 15 2020.pdf,raw/wayback_forms2020/Recorder_Gary L_06-17-2020. Christensen_June 23 2020 FCR.pdf=duplicate-restatement;raw/wayback_forms2020/Recorder_Gary L_10-28-2020. Christensen_October 23 2020.pdf=duplicate-restatement,,300.00,1195.91,latest-ledger,
washington_county,Johnathan Mark Liddle,2020,Recorder,,undetermined,none,,,,,,,,1,1,0,0,,unknown,,,,no-stated-total: no live filing prints a parseable total-contributions figure,,,,
washington_county,Michael R. Draper,2020,Recorder,,undetermined,none,,,,,,,,1,1,0,0,,unknown,,,,no-stated-total: no live filing prints a parseable total-contributions figure,,,,
washington_county,Robert Foster,2020,Recorder,,undetermined,none,,,,,,,,1,1,0,0,,unknown,,,,neither-basis: the filer's own arithmetic closes on neither the per-period nor the cumulative reading,,,,
washington_county,David Alan Whitehead,2020,Treasurer,,undetermined,none,,,,,,,,1,1,0,0,,unknown,,,,neither-basis: the filer's own arithmetic closes on neither the per-period nor the cumulative reading,,,,
washington_county,David Whitehead,2020,Treasurer,,undetermined,none,,,,,,,,2,2,0,1,,unknown,,,,mixed-county-no-evidence: this county's regime varies per filer and the cycle's own arithmetic is silent (a required printed figure is blank on every live filing),,,,
washington_county,Tom Durrant,2024,Assessor,,undetermined,none,,,,,,,,2,2,0,1,,unknown,,,,"chain-broken: 1 of 2 live filings close on their own arithmetic, but their balances do not link into a chain (longest chain 1), so the periods cannot be proved disjoint and are never summed",,,,
washington_county,Ryan Sullivan,2024,Clerk/Auditor,,undetermined,none,,,,,,,,3,3,0,1,,unknown,,,,"chain-broken: 1 of 3 live filings close on their own arithmetic, but their balances do not link into a chain (longest chain 1), so the periods cannot be proved disjoint and are never summed",,,,
washington_county,Chuck Goode,2024,Commission Seat C,,cumulative,filing-arithmetic,3970.95,3970.95,,,,0.00,,3,3,1,3,,unknown,B,raw/live_outpost/Chuck Goode_Commission Seat C_Final_01-14-2025.pdf,raw/live_outpost/06-13-2024-Chuck Goode-Commission Seat C_06-13-2024.pdf=duplicate-restatement;raw/live_outpost/Chuck Goode_Commission Seat C_FCR_10-30-2024.pdf=duplicate-restatement,,,,no itemized layer,
washington_county,Kenneth Adam Snow,2024,Commission Seat C,,undetermined,none,,,,,,,False,3,3,0,2,,unknown,,,,regime-conflict: period-only and cumulative-only filings coexist and no chain resolves them,,,,
washington_county,Gary L Christensen,2024,Recorder,,undetermined,single-filing,640.20,640.20,0.00,governing-report-bb,,0.00,,1,1,1,0,1,unknown,C,raw/live_outpost/06-12-2024-Gary L_06-13-2024. Christensen-Recorder.pdf,,,640.20,640.20,latest-ledger,
washington_county,Gary L. Christensen,2024,Recorder,,undetermined,single-filing,640.20,640.20,0.00,governing-report-bb,,0.00,,1,1,1,0,1,unknown,C,raw/live_outpost/Gary L_01-08-2025. Christensen_Recorder_Final.pdf,,,,,no itemized layer,
washington_county,DAVID WHITEHEAD,2024,Treasurer,,per-period,chain-closure,1920.60,1920.60,0.00,chain-first-bb,1920.60,0.00,True,3,3,3,3,,unknown,A,raw/live_outpost/06-18-2024-David Whitehead-Treasurer_06-20-2024.pdf;raw/live_outpost/David Whitehead_Treasurer_Final_01-08-2025.pdf;raw/live_outpost/David Whitehead_Treasurer_FCR_10-26-2024.pdf,,,,,not-comparable: itemized rows exist for only 1/3 governing filings,
