date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,doc_kind,template_name,meeting_id,content_length_bytes,size_mb,stored_locally,probe_status,doc_class,fetch_status,sha256,text_path,text_chars
2020-02-04,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=1931,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,588,,,no,not_probed,,,,,
2020-02-11,City Council Workshop,Council,special,agenda_only,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=1954,2026-07-05,html,not_retrieved,,meeting_bundle,Agenda,596,,,no,not_probed,,,,,
2020-02-11,Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=1943,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,592,,,no,not_probed,,,,,
2020-02-18,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=1946,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,593,,,no,not_probed,,,,,
2020-02-18,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=1950,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,594,198293406,189.11,no,200 application/pdf,,,,,
2020-03-03,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=1959,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,597,,,no,not_probed,,,,,
2020-03-03,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=1963,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,598,,,no,not_probed,,,,,
2020-03-17,Redevelopment Agency (RDA) Notice,Council,formal,agenda_only,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=1998,2026-07-05,html,not_retrieved,,meeting_bundle,Agenda,610,,,no,not_probed,,,,,
2020-03-17,Revised - Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=1968,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,600,,,no,not_probed,,,,,
2020-03-17,Revised - Special Limited Formal Council Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=1988,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,606,,,no,not_probed,,,,,
2020-03-24,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=1971,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,601,,,no,not_probed,,,,,
2020-03-24,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=1975,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,602,,,no,not_probed,,,,,
2020-04-07,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=1978,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,603,,,no,not_probed,,,,,
2020-04-07,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=1982,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,604,,,no,not_probed,,,,,
2020-04-14,Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=1966,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,599,,,no,not_probed,,,,,
2020-04-14,REVISED- Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=1994,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,608,,,no,not_probed,,,,,
2020-04-14,Special Limited Formal Council Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2029,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,620,,,no,not_probed,,,,,
2020-04-21,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2003,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,611,,,no,not_probed,,,,,
2020-04-21,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2007,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,612,80641104,76.91,no,200 application/pdf,,,,,
2020-05-05,Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2010,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,613,,,no,not_probed,,,,,
2020-05-05,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2012,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,614,,,no,not_probed,,,,,
2020-05-05,"LBA, RDA and Council Formal Meeting",Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2015,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,615,,,no,not_probed,,,,,
2020-05-12,Council Work Session Only,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2018,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,616,,,no,not_probed,,,,,
2020-05-19,Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2023,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,618,,,no,not_probed,,,,,
2020-05-19,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2020,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,617,,,no,not_probed,,,,,
2020-05-19,"LBA, RDA and Council Formal Meeting",Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2026,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,619,,,no,not_probed,,,,,
2020-05-26,Council Work Session Only,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2032,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,621,,,no,not_probed,,,,,
2020-05-28,Council Work Session Only,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2046,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,625,,,no,not_probed,,,,,
2020-06-02,Special Limited Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2060,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,630,,,no,not_probed,,,,,
2020-06-02,REVISED Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2035,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,622,,,no,not_probed,,,,,
2020-06-02,"REVISED LBA, RDA and Council Formal Meeting",Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2039,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,623,,,no,not_probed,,,,,
2020-06-04,Special Limited Formal Council Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2088,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,639,,,no,not_probed,,,,,
2020-06-09,Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2052,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,627,37297466,35.57,no,200 application/pdf,,,,,
2020-06-09,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2054,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,628,,,no,not_probed,,,,,
2020-06-09,"LBA, RDA and Council Formal Meeting",Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2057,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,629,,,no,not_probed,,,,,
2020-06-11,Council Work Session Only,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2094,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,641,,,no,not_probed,,,,,
2020-06-16,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2066,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,632,,,no,not_probed,,,,,
2020-06-16,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2070,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,633,,,no,not_probed,,,,,
2020-07-02,Special Council Work Session,Council,work,agenda_only,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2117,2026-07-05,html,not_retrieved,,meeting_bundle,Agenda,649,,,no,not_probed,,,,,
2020-07-02,Special Limited Formal Council Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2123,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,650,,,no,not_probed,,,,,
2020-07-07,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2073,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,634,,,no,not_probed,,,,,
2020-07-07,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2077,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,635,,,no,not_probed,,,,,
2020-07-14,Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2091,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,640,,,no,not_probed,,,,,
2020-07-14,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2082,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,637,,,no,not_probed,,,,,
2020-07-14,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2085,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,638,,,no,not_probed,,,,,
2020-08-11,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2106,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,645,,,no,not_probed,,,,,
2020-08-11,Special Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2109,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,646,159994694,152.58,no,200 application/pdf,,,,,
2020-08-11,Special Limited Formal Council Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2133,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,653,,,no,not_probed,,,,,
2020-08-18,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2112,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,647,,,no,not_probed,,,,,
2020-08-18,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2116,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,648,,,no,not_probed,,,,,
2020-09-01,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2136,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,654,,,no,not_probed,,,,,
2020-09-01,REVISED Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2140,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,655,,,no,not_probed,,,,,
2020-09-08,CANCELLED - Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2146,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,657,,,no,not_probed,,,,,
2020-09-08,CANCELLED - Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2143,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,656,,,no,not_probed,,,,,
2020-09-15,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2148,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,658,,,no,not_probed,,,,,
2020-09-15,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2151,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,659,,,no,not_probed,,,,,
2020-09-29,Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2224,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,683,,,no,not_probed,,,,,
2020-09-29,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2218,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,681,,,no,not_probed,,,,,
2020-10-06,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2157,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,661,,,no,not_probed,,,,,
2020-10-06,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2161,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,662,,,no,not_probed,,,,,
2020-10-13,Council Work Session Only,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2163,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,663,32645935,31.13,no,200 application/pdf,,,,,
2020-10-20,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2169,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,665,,,no,not_probed,,,,,
2020-10-20,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2173,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,666,,,no,not_probed,,,,,
2020-10-28,Special Limited Formal Council Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2234,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,686,,,no,not_probed,,,,,
2020-11-10,Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2176,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,667,,,no,not_probed,,,,,
2020-11-10,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2178,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,668,,,no,not_probed,,,,,
2020-11-10,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2181,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,669,,,no,not_probed,,,,,
2020-11-17,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2184,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,670,,,no,not_probed,,,,,
2020-11-17,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2188,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,671,,,no,not_probed,,,,,
2020-12-01,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2191,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,672,,,no,not_probed,,,,,
2020-12-01,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2195,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,673,,,no,not_probed,,,,,
2020-12-08,Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2198,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,674,,,no,not_probed,,,,,
2020-12-08,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2200,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,675,,,no,not_probed,,,,,
2020-12-08,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2203,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,676,,,no,not_probed,,,,,
2020-12-11,Special Limited Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2318,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,713,,,no,200 text/html; charset=utf-8,,,,,
2021-01-05,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2267,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,697,20360745,19.42,no,200 application/pdf,,,,,
2021-01-05,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2271,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,698,,,no,not_probed,,,,,
2021-01-12,Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2274,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,699,,,no,not_probed,,,,,
2021-01-12,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2276,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,700,,,no,not_probed,,,,,
2021-01-19,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2279,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,701,,,no,not_probed,,,,,
2021-01-19,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2283,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,702,,,no,not_probed,,,,,
2021-02-02,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2289,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,704,,,no,not_probed,,,,,
2021-02-02,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2293,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,705,,,no,not_probed,,,,,
2021-02-09,Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2296,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,706,,,no,not_probed,,,,,
2021-02-09,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2298,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,707,,,no,not_probed,,,,,
2021-02-16,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2301,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,708,,,no,not_probed,,,,,
2021-02-16,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2315,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,712,,,no,not_probed,,,,,
2021-03-02,Council Work Session,Council,work,agenda_only,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2306,2026-07-05,html,not_retrieved,,meeting_bundle,Agenda,710,,,no,not_probed,,,,,
2021-03-16,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2327,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,716,27309852,26.04,no,200 application/pdf,,,,,
2021-03-23,Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2324,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,715,,,no,not_probed,,,,,
2021-03-23,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2333,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,718,,,no,not_probed,,,,,
2021-04-06,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2336,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,719,,,no,not_probed,,,,,
2021-04-06,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2340,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,720,,,no,not_probed,,,,,
2021-04-13,Revised - Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2343,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,721,,,no,not_probed,,,,,
2021-04-13,Revised - Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2345,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,722,,,no,not_probed,,,,,
2021-04-20,Revised - Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2349,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,723,,,no,not_probed,,,,,
2021-04-20,Council Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2353,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,724,,,no,not_probed,,,,,
2021-05-04,Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2369,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,728,,,no,not_probed,,,,,
2021-05-04,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2362,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,726,,,no,not_probed,,,,,
2021-05-04,"Revised - LBA, RDA and Council Formal Meeting",Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2393,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,735,,,no,not_probed,,,,,
2021-05-11,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2372,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,729,,,no,not_probed,,,,,
2021-05-11,Special Limited Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2433,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,747,1004360,0.96,no,200 application/pdf,,,,,
2021-05-13,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2423,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,744,,,no,not_probed,,,,,
2021-05-13,Special Limited Formal Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2430,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,746,,,no,not_probed,,,,,
2021-05-18,Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2396,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,736,,,no,not_probed,,,,,
2021-05-18,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2376,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,730,,,no,not_probed,,,,,
2021-05-18,"LBA, RDA and Council Formal Meeting",Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2383,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,732,,,no,not_probed,,,,,
2021-05-25,Council Work Session,Council,work,agenda_only,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2384,2026-07-05,html,not_retrieved,,meeting_bundle,Agenda,733,,,no,not_probed,,,,,
2021-06-01,Special Limited Redevelopment Agency (RDA) Meeting,Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2406,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,739,,,no,not_probed,,,,,
2021-06-01,Council Work Session,Council,work,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2399,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,737,,,no,not_probed,,,,,
2021-06-01,"LBA, RDA and Council Formal Meeting",Council,formal,full_packet,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2440,2026-07-05,na,not_retrieved,,meeting_bundle,Meeting Materials,749,,,no,not_probed,,,,,
2021-06-03,Council Work Session,Council,work,agenda_only,https://slc.primegov.com/Public/CompiledDocument?meetingTemplateId=2434,2026-07-05,html,not_retrieved,,meeting_bundle,Agenda,748,,,no,not_probed,,,,,
