candidate,office,seat,election_year,filing_date,reporting_period,date,vendor_raw,vendor_normalized,purpose,amount,in_kind,is_incremental,source_filing,document_id,line_no,extraction_confidence,extract_method,needs_review,geometry
Karl McDonald,County Treasurer,,2010,2010-06-10,June 2010 (pre-primary),2010-03-19,Wasatch County,Wasatch County,Application Fees ✓#751,295.57,False,False,raw/2010/2010_Karl-Mcdonald-6-10-10.pdf,wasatch-cf-e17ac8f5,1,medium,vision-itemized/read-tool,0,"pct:6.00,7.90,88.00,2.28@p3"
Karl McDonald,County Treasurer,,2010,2010-06-10,June 2010 (pre-primary),2010-03-25,The UPS Store,The Ups Store,Flyers for Delegates  Debit,15.41,False,False,raw/2010/2010_Karl-Mcdonald-6-10-10.pdf,wasatch-cf-e17ac8f5,2,medium,vision-itemized/read-tool,0,"pct:6.00,10.18,88.00,2.28@p3"
Karl McDonald,County Treasurer,,2010,2010-06-10,June 2010 (pre-primary),2010-05-21,Chuck Williams,Chuck Williams,Street Signs ✓#764,416.00,False,False,raw/2010/2010_Karl-Mcdonald-6-10-10.pdf,wasatch-cf-e17ac8f5,3,medium,vision-itemized/read-tool,0,"pct:6.00,12.46,88.00,2.28@p3"
Karl McDonald,County Treasurer,,2010,2010-06-10,June 2010 (pre-primary),2010-05-22,LOWES,Lowes,Material for sign stakes  Debit,25.58,False,False,raw/2010/2010_Karl-Mcdonald-6-10-10.pdf,wasatch-cf-e17ac8f5,4,medium,vision-itemized/read-tool,0,"pct:6.00,14.74,88.00,2.28@p3"
Karl McDonald,County Treasurer,,2010,2010-06-10,June 2010 (pre-primary),2010-06-01,Home Depot,Home Depot,Material for sign stakes  Debit,8.49,False,False,raw/2010/2010_Karl-Mcdonald-6-10-10.pdf,wasatch-cf-e17ac8f5,5,medium,vision-itemized/read-tool,0,"pct:6.00,17.02,88.00,2.28@p3"
Karl McDonald,County Treasurer,,2010,2010-06-10,June 2010 (pre-primary),2010-06-07,Wave,Wave,Brochures #1000,30.81,False,False,raw/2010/2010_Karl-Mcdonald-6-10-10.pdf,wasatch-cf-e17ac8f5,6,medium,vision-itemized/read-tool,0,"pct:6.00,19.30,88.00,2.28@p3"
Karl McDonald,County Treasurer,,2010,2010-06-10,June 2010 (pre-primary),2010-06-09,Wave,Wave,Add in Wave + Extra 2 wks,264.88,False,False,raw/2010/2010_Karl-Mcdonald-6-10-10.pdf,wasatch-cf-e17ac8f5,7,medium,vision-itemized/read-tool,0,"pct:6.00,21.58,88.00,2.28@p3"
Karl McDonald,County Treasurer,,2010,2010-06-10,June 2010 (pre-primary),2010-06-10,Wave,Wave,Brochures #1000,106.25,False,False,raw/2010/2010_Karl-Mcdonald-6-10-10.pdf,wasatch-cf-e17ac8f5,8,medium,vision-itemized/read-tool,0,"pct:6.00,23.86,88.00,2.28@p3"
Scott Sweat,County Attorney,County,2010,2010-06-15,June 2010 (pre-primary),2010-03-22,Wave Publishing,Wave Publishing,Printing,73.92,False,False,raw/2010/2010_Scott-Sweat-6-15-10.pdf,wasatch-cf-01be9386,1,medium,vision-itemized/read-tool,0,"pct:6.00,7.90,88.00,2.28@p3"
Scott Sweat,County Attorney,County,2010,2010-06-15,June 2010 (pre-primary),2010-03-26,Wave Publishing,Wave Publishing,Printing,77.00,False,False,raw/2010/2010_Scott-Sweat-6-15-10.pdf,wasatch-cf-01be9386,2,medium,vision-itemized/read-tool,0,"pct:6.00,10.18,88.00,2.28@p3"
Scott Sweat,County Attorney,County,2010,2010-06-15,June 2010 (pre-primary),2010-03-17,Wave Publishing,Wave Publishing,Printing,33.52,False,False,raw/2010/2010_Scott-Sweat-6-15-10.pdf,wasatch-cf-01be9386,3,medium,vision-itemized/read-tool,0,"pct:6.00,12.46,88.00,2.28@p3"
Scott Sweat,County Attorney,County,2010,2010-06-15,June 2010 (pre-primary),2010-05-20,Wasatch County,Wasatch County,List,5.00,False,False,raw/2010/2010_Scott-Sweat-6-15-10.pdf,wasatch-cf-01be9386,4,medium,vision-itemized/read-tool,0,"pct:6.00,14.74,88.00,2.28@p3"
Scott Sweat,County Attorney,County,2010,2010-06-15,June 2010 (pre-primary),2010-05-21,Wave Publishing,Wave Publishing,Political Advertizing,635.46,False,False,raw/2010/2010_Scott-Sweat-6-15-10.pdf,wasatch-cf-01be9386,5,medium,vision-itemized/read-tool,0,"pct:6.00,17.02,88.00,2.28@p3"
Scott Sweat,County Attorney,County,2010,2010-06-15,June 2010 (pre-primary),2010-05-21,Midway Printing,Midway Printing,Printing,61.09,False,False,raw/2010/2010_Scott-Sweat-6-15-10.pdf,wasatch-cf-01be9386,6,medium,vision-itemized/read-tool,0,"pct:6.00,19.30,88.00,2.28@p3"
Scott Sweat,County Attorney,County,2010,2010-06-15,June 2010 (pre-primary),2010-05-28,Identity Signs & Designs,Identity Signs & Designs,Signs,500.00,False,False,raw/2010/2010_Scott-Sweat-6-15-10.pdf,wasatch-cf-01be9386,7,medium,vision-itemized/read-tool,0,"pct:6.00,21.58,88.00,2.28@p3"
Scott Sweat,County Attorney,County,2010,2010-06-15,June 2010 (pre-primary),2010-05-26,Identity Signs & Designs,Identity Signs & Designs,Banners,300.00,False,False,raw/2010/2010_Scott-Sweat-6-15-10.pdf,wasatch-cf-01be9386,8,medium,vision-itemized/read-tool,0,"pct:6.00,23.86,88.00,2.28@p3"
Scott Sweat,County Attorney,County,2010,2010-06-15,June 2010 (pre-primary),2010-06-10,Midway Printing,Midway Printing,Printing,37.19,False,False,raw/2010/2010_Scott-Sweat-6-15-10.pdf,wasatch-cf-01be9386,9,medium,vision-itemized/read-tool,0,"pct:6.00,26.14,88.00,2.28@p3"
Scott Sweat,County Attorney,County,2010,2010-06-15,June 2010 (pre-primary),2010-06-02,Wave Publishing,Wave Publishing,Political Advertizing,340.00,False,False,raw/2010/2010_Scott-Sweat-6-15-10.pdf,wasatch-cf-01be9386,10,medium,vision-itemized/read-tool,0,"pct:6.00,28.42,88.00,2.28@p3"
Scott Sweat,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-06-08,USPS mailer postage,Usps mailer postage,,1915.44,False,False,raw/2018/2018_Financial-Campaign-Report--Scott-Sweat.pdf,wasatch-cf-2322e95a,1,medium,vision-itemized/read-tool,0,"pct:10.00,15.50,80.00,2.10@p3"
Scott Sweat,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-06-08,Identity Signs,Identity Signs,banners,850.00,False,False,raw/2018/2018_Financial-Campaign-Report--Scott-Sweat.pdf,wasatch-cf-2322e95a,2,medium,vision-itemized/read-tool,0,"pct:10.00,17.60,80.00,2.10@p3"
Scott Sweat,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-06-12,Wave,Wave,mailer & ads,1786.88,False,False,raw/2018/2018_Financial-Campaign-Report--Scott-Sweat.pdf,wasatch-cf-2322e95a,3,medium,vision-itemized/read-tool,0,"pct:10.00,19.70,80.00,2.10@p3"
Scott Sweat,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-06-07,Texas Roadhouse,Texas Roadhouse,thank you,100.00,False,False,raw/2018/2018_Financial-Campaign-Report--Scott-Sweat.pdf,wasatch-cf-2322e95a,4,medium,vision-itemized/read-tool,0,"pct:10.00,21.80,80.00,2.10@p3"
Scott Sweat,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-05-29,UPS,Ups,Copies,12.69,False,False,raw/2018/2018_Financial-Campaign-Report--Scott-Sweat.pdf,wasatch-cf-2322e95a,5,medium,vision-itemized/read-tool,0,"pct:10.00,23.90,80.00,2.10@p3"
Scott Sweat,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-05-30,USPS,Usps,POSTAGE,30.00,False,False,raw/2018/2018_Financial-Campaign-Report--Scott-Sweat.pdf,wasatch-cf-2322e95a,6,medium,vision-itemized/read-tool,0,"pct:10.00,26.00,80.00,2.10@p3"
Scott Sweat,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-05-21,Identity Signs,Identity Signs,stickers,330.00,False,False,raw/2018/2018_Financial-Campaign-Report--Scott-Sweat.pdf,wasatch-cf-2322e95a,7,medium,vision-itemized/read-tool,0,"pct:10.00,28.10,80.00,2.10@p3"
Scott Sweat,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-05-21,Walmart,Walmart,postage,100.00,False,False,raw/2018/2018_Financial-Campaign-Report--Scott-Sweat.pdf,wasatch-cf-2322e95a,8,medium,vision-itemized/read-tool,0,"pct:10.00,30.20,80.00,2.10@p3"
Scott Sweat,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-05-04,Walmart,Walmart,office supplies,21.22,False,False,raw/2018/2018_Financial-Campaign-Report--Scott-Sweat.pdf,wasatch-cf-2322e95a,9,medium,vision-itemized/read-tool,0,"pct:10.00,32.30,80.00,2.10@p3"
Scott Sweat,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-04-30,Spin Café,Spin Café,consulting,85.00,False,False,raw/2018/2018_Financial-Campaign-Report--Scott-Sweat.pdf,wasatch-cf-2322e95a,10,medium,vision-itemized/read-tool,0,"pct:10.00,34.40,80.00,2.10@p3"
Scott Sweat,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-03-20,Wasatch GOP,Wasatch Gop,table fee,50.00,False,False,raw/2018/2018_Financial-Campaign-Report--Scott-Sweat.pdf,wasatch-cf-2322e95a,11,medium,vision-itemized/read-tool,0,"pct:10.00,36.50,80.00,2.10@p3"
Scott Sweat,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-03-19,Wave Printing,Wave Printing,flyers,329.38,False,False,raw/2018/2018_Financial-Campaign-Report--Scott-Sweat.pdf,wasatch-cf-2322e95a,12,medium,vision-itemized/read-tool,0,"pct:10.00,38.60,80.00,2.10@p3"
Scott Sweat,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-03-20,Walmart,Walmart,,0.71,False,False,raw/2018/2018_Financial-Campaign-Report--Scott-Sweat.pdf,wasatch-cf-2322e95a,13,medium,vision-itemized/read-tool,1,"pct:10.00,40.70,80.00,2.10@p3"
Scott Sweat,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-03-06,Staples,Staples,,16.58,False,False,raw/2018/2018_Financial-Campaign-Report--Scott-Sweat.pdf,wasatch-cf-2322e95a,14,medium,vision-itemized/read-tool,0,"pct:10.00,42.80,80.00,2.10@p3"
Scott Sweat,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-03-05,Wasatch County,Wasatch County,filing fee,588.53,False,False,raw/2018/2018_Financial-Campaign-Report--Scott-Sweat.pdf,wasatch-cf-2322e95a,15,medium,vision-itemized/read-tool,0,"pct:10.00,44.90,80.00,2.10@p3"
Scott Sweat,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-03-03,UPS,Ups,,2.98,False,False,raw/2018/2018_Financial-Campaign-Report--Scott-Sweat.pdf,wasatch-cf-2322e95a,16,medium,vision-itemized/read-tool,0,"pct:10.00,47.00,80.00,2.10@p3"
Scott Sweat,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-02-08,UPS,Ups,,2.98,False,False,raw/2018/2018_Financial-Campaign-Report--Scott-Sweat.pdf,wasatch-cf-2322e95a,17,medium,vision-itemized/read-tool,0,"pct:10.00,49.10,80.00,2.10@p3"
Scott Sweat,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-03-22,Wave Printing,Wave Printing,letters,81.81,False,False,raw/2018/2018_Financial-Campaign-Report--Scott-Sweat.pdf,wasatch-cf-2322e95a,18,medium,vision-itemized/read-tool,0,"pct:10.00,51.20,80.00,2.10@p3"
Scott Sweat,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-03-19,Amazon,Amazon,envelopes,15.00,False,False,raw/2018/2018_Financial-Campaign-Report--Scott-Sweat.pdf,wasatch-cf-2322e95a,19,medium,vision-itemized/read-tool,0,"pct:10.00,53.30,80.00,2.10@p3"
Tyler J. Berg,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-03-09,Wasatch County Clerk,Wasatch County Clerk,,588.43,False,False,raw/2018/2018_Financial-Campaign-Report--Tyler-J.-Berg.pdf,wasatch-cf-0a62522c,1,medium,vision-itemized/read-tool,0,"pct:10.00,15.50,80.00,2.10@p3"
Tyler J. Berg,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-04-09,Signarama,Signarama,,289.41,False,False,raw/2018/2018_Financial-Campaign-Report--Tyler-J.-Berg.pdf,wasatch-cf-0a62522c,2,medium,vision-itemized/read-tool,0,"pct:10.00,17.60,80.00,2.10@p3"
Tyler J. Berg,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-04-17,Wasatch County GOP,Wasatch County Gop,,50.00,False,False,raw/2018/2018_Financial-Campaign-Report--Tyler-J.-Berg.pdf,wasatch-cf-0a62522c,3,medium,vision-itemized/read-tool,0,"pct:10.00,19.70,80.00,2.10@p3"
Tyler J. Berg,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-04-30,Signarama,Signarama,,552.14,False,False,raw/2018/2018_Financial-Campaign-Report--Tyler-J.-Berg.pdf,wasatch-cf-0a62522c,4,medium,vision-itemized/read-tool,0,"pct:10.00,21.80,80.00,2.10@p3"
Tyler J. Berg,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-05-08,Signarama,Signarama,,804.08,False,False,raw/2018/2018_Financial-Campaign-Report--Tyler-J.-Berg.pdf,wasatch-cf-0a62522c,5,medium,vision-itemized/read-tool,0,"pct:10.00,23.90,80.00,2.10@p3"
Tyler J. Berg,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-05-12,Tractor Supply Co,Tractor Supply Co,,65.60,False,False,raw/2018/2018_Financial-Campaign-Report--Tyler-J.-Berg.pdf,wasatch-cf-0a62522c,6,medium,vision-itemized/read-tool,0,"pct:10.00,26.00,80.00,2.10@p3"
Tyler Richard Dow,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-06-01,Nate Dow,Nate Dow,1099 contractor - campaign labor,2500.00,False,False,raw/2018/2018_Financial-Campaign-Report--Tyler-Richard-Dow.pdf,wasatch-cf-cdb50a56,1,medium,vision-itemized/read-tool,0,"pct:10.00,15.50,80.00,2.10@p3"
Tyler Richard Dow,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-04-26,Luke Searle,Luke Searle,1099 contractor - campaign labor,1340.00,False,False,raw/2018/2018_Financial-Campaign-Report--Tyler-Richard-Dow.pdf,wasatch-cf-cdb50a56,2,medium,vision-itemized/read-tool,1,"pct:10.00,17.60,80.00,2.10@p3"
Tyler Richard Dow,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-06-26,Greg Boberg,Greg Boberg,1099 contractor - campaign labor,1215.00,False,False,raw/2018/2018_Financial-Campaign-Report--Tyler-Richard-Dow.pdf,wasatch-cf-cdb50a56,3,medium,vision-itemized/read-tool,0,"pct:10.00,19.70,80.00,2.10@p3"
Tyler Richard Dow,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-06-26,YouTube (Google),YouTube (Google),Advertising,946.20,False,False,raw/2018/2018_Financial-Campaign-Report--Tyler-Richard-Dow.pdf,wasatch-cf-cdb50a56,4,medium,vision-itemized/read-tool,0,"pct:10.00,21.80,80.00,2.10@p3"
Tyler Richard Dow,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-03-15,Wasatch County,Wasatch County,File Fee,588.43,False,False,raw/2018/2018_Financial-Campaign-Report--Tyler-Richard-Dow.pdf,wasatch-cf-cdb50a56,5,medium,vision-itemized/read-tool,0,"pct:10.00,23.90,80.00,2.10@p3"
Tyler Richard Dow,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-05-25,Specialty Apparel and Promotion,Specialty Apparel and Promotion,T-shirts,421.20,False,False,raw/2018/2018_Financial-Campaign-Report--Tyler-Richard-Dow.pdf,wasatch-cf-cdb50a56,6,medium,vision-itemized/read-tool,0,"pct:10.00,26.00,80.00,2.10@p3"
Tyler Richard Dow,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-06-01,Impact Photography,Impact Photography,Yard signs - large,228.44,False,False,raw/2018/2018_Financial-Campaign-Report--Tyler-Richard-Dow.pdf,wasatch-cf-cdb50a56,7,medium,vision-itemized/read-tool,0,"pct:10.00,28.10,80.00,2.10@p3"
Tyler Richard Dow,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-04-15,Smiths,Smiths,Gift certificates/thank you,100.00,False,False,raw/2018/2018_Financial-Campaign-Report--Tyler-Richard-Dow.pdf,wasatch-cf-cdb50a56,8,medium,vision-itemized/read-tool,0,"pct:10.00,30.20,80.00,2.10@p3"
Tyler Richard Dow,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-06-26,Facebook,Facebook,,73.79,False,False,raw/2018/2018_Financial-Campaign-Report--Tyler-Richard-Dow.pdf,wasatch-cf-cdb50a56,9,medium,vision-itemized/read-tool,1,"pct:10.00,32.30,80.00,2.10@p3"
Tyler Richard Dow,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-05-01,Home Depot,Home Depot,,62.08,False,False,raw/2018/2018_Financial-Campaign-Report--Tyler-Richard-Dow.pdf,wasatch-cf-cdb50a56,10,medium,vision-itemized/read-tool,0,"pct:10.00,34.40,80.00,2.10@p3"
Tyler Richard Dow,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-06-04,Ace Hardware,Ace Hardware,Hammer and ties,19.11,False,False,raw/2018/2018_Financial-Campaign-Report--Tyler-Richard-Dow.pdf,wasatch-cf-cdb50a56,11,medium,vision-itemized/read-tool,0,"pct:10.00,36.50,80.00,2.10@p3"
Tyler Richard Dow,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-05-16,Signs on the Cheap,Signs on the Cheap,,772.69,False,False,raw/2018/2018_Financial-Campaign-Report--Tyler-Richard-Dow.pdf,wasatch-cf-cdb50a56,12,low,vision-itemized/read-tool,0,"pct:10.00,38.60,80.00,2.10@p3"
Alan Wane McDonald,County Council,At Large,2018,2018-07-01,2018 cycle (as published by the county),,County Filling Fee,County Filling Fee,,132.00,False,False,raw/2018/2018_Financial-Campaign-Report-Alan-Wane-McDonald.pdf,wasatch-cf-db09b057,1,medium,vision-itemized/read-tool,1,"pct:10.00,15.50,80.00,2.10@p3"
Alan Wane McDonald,County Council,At Large,2018,2018-07-01,2018 cycle (as published by the county),,Booth Fee Rep. Party,Booth Fee Rep. Party,,50.00,False,False,raw/2018/2018_Financial-Campaign-Report-Alan-Wane-McDonald.pdf,wasatch-cf-db09b057,2,medium,vision-itemized/read-tool,1,"pct:10.00,17.60,80.00,2.10@p3"
Alan Wane McDonald,County Council,At Large,2018,2018-07-01,2018 cycle (as published by the county),2018-05-01,Signs On The Cheap,Signs On The Cheap,,1084.38,False,False,raw/2018/2018_Financial-Campaign-Report-Alan-Wane-McDonald.pdf,wasatch-cf-db09b057,3,medium,vision-itemized/read-tool,0,"pct:10.00,19.70,80.00,2.10@p3"
Alan Wane McDonald,County Council,At Large,2018,2018-07-01,2018 cycle (as published by the county),,Tractor Supply,Tractor Supply,,35.00,False,False,raw/2018/2018_Financial-Campaign-Report-Alan-Wane-McDonald.pdf,wasatch-cf-db09b057,4,medium,vision-itemized/read-tool,1,"pct:10.00,21.80,80.00,2.10@p3"
Brent R. Titcomb,Clerk/Auditor,,2018,2018-07-01,2018 cycle (as published by the county),2018-03-09,Wasatch County,Wasatch County,Filling Fee,408.95,False,False,raw/2018/2018_Financial-Campaign-Report-Brent-R.-Titcomb.pdf,wasatch-cf-62fbf39b,1,medium,vision-itemized/read-tool,0,"pct:10.00,15.50,80.00,2.10@p3"
Brent R. Titcomb,Clerk/Auditor,,2018,2018-07-01,2018 cycle (as published by the county),2018-07-23,Lee's MarketPlace,Lee's MarketPlace,Candy For Wallsberg Prade,52.12,False,False,raw/2018/2018_Financial-Campaign-Report-Brent-R.-Titcomb.pdf,wasatch-cf-62fbf39b,2,medium,vision-itemized/read-tool,0,"pct:10.00,17.60,80.00,2.10@p3"
Brent R. Titcomb,Clerk/Auditor,,2018,2018-07-01,2018 cycle (as published by the county),2018-07-23,"Wasatch County Park, Rec.","Wasatch County Park, Rec",Fee For Fair Prade,25.00,False,False,raw/2018/2018_Financial-Campaign-Report-Brent-R.-Titcomb.pdf,wasatch-cf-62fbf39b,3,medium,vision-itemized/read-tool,0,"pct:10.00,19.70,80.00,2.10@p3"
Jeff Wade,County Council,County East,2018,2018-07-01,2018 cycle (as published by the county),2018-05-29,Signarama - Signs,Signarama - Signs,,872.92,False,False,raw/2018/2018_Financial-Campaign-Report-Jeff-Wade.pdf,wasatch-cf-9cbd543c,1,medium,vision-itemized/read-tool,0,"pct:10.00,15.50,80.00,2.10@p3"
Jeff Wade,County Council,County East,2018,2018-07-01,2018 cycle (as published by the county),2018-04-12,Wasatch County - Filing Fee,Wasatch County - Filing Fee,,131.82,False,False,raw/2018/2018_Financial-Campaign-Report-Jeff-Wade.pdf,wasatch-cf-9cbd543c,2,medium,vision-itemized/read-tool,0,"pct:10.00,17.60,80.00,2.10@p3"
Kit R. Kosakowski,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-01-31,Staples,Staples,Poster,26.02,False,False,raw/2018/2018_Financial-Campaign-Report-Kit-R.-Kosakowski.pdf,wasatch-cf-b9f08c2a,1,medium,vision-itemized/read-tool,0,"pct:10.00,15.50,80.00,2.10@p3"
Kit R. Kosakowski,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-02-07,Candidate Boot Camp,Candidate Boot Camp,Political Campaign Digital Infrastructure,7.00,False,False,raw/2018/2018_Financial-Campaign-Report-Kit-R.-Kosakowski.pdf,wasatch-cf-b9f08c2a,2,medium,vision-itemized/read-tool,0,"pct:10.00,17.60,80.00,2.10@p3"
Kit R. Kosakowski,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-02-07,Go Daddy,Go Daddy,Domain Registration Website,56.30,False,False,raw/2018/2018_Financial-Campaign-Report-Kit-R.-Kosakowski.pdf,wasatch-cf-b9f08c2a,3,medium,vision-itemized/read-tool,0,"pct:10.00,19.70,80.00,2.10@p3"
Kit R. Kosakowski,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-02-19,Hostgator,Hostgator,Website,187.34,False,False,raw/2018/2018_Financial-Campaign-Report-Kit-R.-Kosakowski.pdf,wasatch-cf-b9f08c2a,4,medium,vision-itemized/read-tool,0,"pct:10.00,21.80,80.00,2.10@p3"
Kit R. Kosakowski,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-03-12,S.R. Whitmore,S.R. Whitmore,website design,300.00,False,False,raw/2018/2018_Financial-Campaign-Report-Kit-R.-Kosakowski.pdf,wasatch-cf-b9f08c2a,5,medium,vision-itemized/read-tool,0,"pct:10.00,23.90,80.00,2.10@p3"
Kit R. Kosakowski,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-03-21,Smith's,Smith's,caucus refreshments,155.15,False,False,raw/2018/2018_Financial-Campaign-Report-Kit-R.-Kosakowski.pdf,wasatch-cf-b9f08c2a,6,low,vision-itemized/read-tool,1,"pct:10.00,26.00,80.00,2.10@p3"
Kit R. Kosakowski,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-03-21,Whole Foods,Whole Foods,caucus refreshments,64.93,False,False,raw/2018/2018_Financial-Campaign-Report-Kit-R.-Kosakowski.pdf,wasatch-cf-b9f08c2a,7,medium,vision-itemized/read-tool,0,"pct:10.00,28.10,80.00,2.10@p3"
Kit R. Kosakowski,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-03-27,S.R. Whitmore,S.R. Whitmore,website design,300.00,False,False,raw/2018/2018_Financial-Campaign-Report-Kit-R.-Kosakowski.pdf,wasatch-cf-b9f08c2a,8,medium,vision-itemized/read-tool,0,"pct:10.00,30.20,80.00,2.10@p3"
Kit R. Kosakowski,County Attorney,,2018,2018-07-01,2018 cycle (as published by the county),2018-03-27,Stripe,Stripe,website plugin (www.givewp.com),62.00,False,False,raw/2018/2018_Financial-Campaign-Report-Kit-R.-Kosakowski.pdf,wasatch-cf-b9f08c2a,9,medium,vision-itemized/read-tool,0,"pct:10.00,32.30,80.00,2.10@p3"
