date,candidate,office,seat,election_year,filing_type,reporting_period,title,source_url,archive_url,retrieved_date,form_family,format,extraction_method,path,text_path,pages,bytes,sha256,channel,needs_review,notes
2018-07-01,Tyler J. Berg,County Attorney,,2018,statement,2018 cycle (as published by the county),Tyler J. Berg — County Attorney campaign financial report (2018 cycle (as published by the county)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2018Elections/DC/Financial%20Campaign%20Report-%20Tyler%20J.%20Berg.pdf,,2026-08-01,wasatch_fcr_3line,text,pdftotext -layout,raw/2018/2018_Financial-Campaign-Report--Tyler-J.-Berg.pdf,text/2018/2018_Financial-Campaign-Report--Tyler-J.-Berg.txt,3,642291,4b511deec55d42b5ee46aaa4ad5bb775aa862299aff73e7dbd33e0170f7d043a,origin,1,
2018-07-01,Tyler Richard Dow,County Attorney,,2018,statement,2018 cycle (as published by the county),Tyler Richard Dow — County Attorney campaign financial report (2018 cycle (as published by the county)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2018Elections/DC/Financial%20Campaign%20Report-%20Tyler%20Richard%20Dow.pdf,,2026-08-01,wasatch_fcr_3line,text,pdftotext -layout,raw/2018/2018_Financial-Campaign-Report--Tyler-Richard-Dow.pdf,text/2018/2018_Financial-Campaign-Report--Tyler-Richard-Dow.txt,3,836826,70b45a0d369f22f592e802c8ad0b39f38e20692101ba088403d4814cacddbc39,origin,1,
2020-06-01,Aimee Armer,County Council,Seat B — At Large,2020,statement,June 2020 (7 days before Primary),Aimee Armer — County Council campaign financial report (June 2020 (7 days before Primary)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/JuneAArmer.pdf,,2026-08-01,wasatch_fcr_3line,scanned,"tesseract OCR (pdftoppm 300dpi, psm 6)",raw/2020/2020_JuneAArmer.pdf,text/2020/2020_JuneAArmer.txt,4,1427300,7581f279557a00b2c0589594edc36c0af546dd2f069ef67af63f21f8671ceac4,origin,1,
2020-06-01,Diane G Burgener,County Treasurer,,2020,statement,June 2020 (7 days before Primary),Diane G Burgener — County Treasurer campaign financial report (June 2020 (7 days before Primary)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/JuneDBurgener.pdf,,2026-08-01,wasatch_fcr_3line,text,pdftotext -layout,raw/2020/2020_JuneDBurgener.pdf,text/2020/2020_JuneDBurgener.txt,3,1196638,f35168639db8a3b7de4fdd7784e245f1f07722d3bc0abac418cd506a1aa4f9a1,origin,1,
2020-06-01,Elizabeth Hokanson,County Council,Seat D — Heber South,2020,statement,June 2020 (7 days before Primary),Elizabeth Hokanson — County Council campaign financial report (June 2020 (7 days before Primary)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/JuneEHokanson.pdf,,2026-08-01,wasatch_fcr_3line,text,pdftotext -layout,raw/2020/2020_JuneEHokanson.pdf,text/2020/2020_JuneEHokanson.txt,3,906827,0fe26f35128cdcaccf0ac1d68c59449883e8ff278272332f4922949e628bd4c8,origin,1,
2020-06-01,James C Kaiserman,County Surveyor,,2020,statement,June 2020 (7 days before Primary),James C Kaiserman — County Surveyor campaign financial report (June 2020 (7 days before Primary)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/JuneJKaiserman.pdf,,2026-08-01,wasatch_fcr_3line,text,pdftotext -layout,raw/2020/2020_JuneJKaiserman.pdf,text/2020/2020_JuneJKaiserman.txt,3,1239798,69fff3980253b0a6b9c5728989fe7f04f0f578ecfd5cbd297186dbb65d28aa48,origin,1,
2020-06-01,Jason G Jenkins,County Surveyor,,2020,statement,June 2020 (7 days before Primary),Jason G Jenkins — County Surveyor campaign financial report (June 2020 (7 days before Primary)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/JuneJJenkins.pdf,,2026-08-01,wasatch_fcr_3line,text,pdftotext -layout,raw/2020/2020_JuneJJenkins.pdf,text/2020/2020_JuneJJenkins.txt,3,1262567,9500919afdb8f4fc80b20ece867ae00bac6b8bbc31e2d8e417a869d98fd15d94,origin,1,
2020-06-01,Jennifer Lee,Clerk/Auditor,2-year term,2020,statement,June 2020 (7 days before Primary),Jennifer Lee — Clerk/Auditor campaign financial report (June 2020 (7 days before Primary)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/JuneJLee.pdf,,2026-08-01,wasatch_fcr_3line,text,pdftotext -layout,raw/2020/2020_JuneJLee.pdf,text/2020/2020_JuneJLee.txt,7,4304398,be72e5579b2ee39ca16e76150edb3b718fc72ecf885648c72727607865048566,origin,1,
2020-06-01,Joey D Granger,Clerk/Auditor,2-year term,2020,statement,June 2020 (7 days before Primary),Joey D Granger — Clerk/Auditor campaign financial report (June 2020 (7 days before Primary)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/JuneJGranger.pdf,,2026-08-01,wasatch_fcr_3line,text,pdftotext -layout,raw/2020/2020_JuneJGranger.pdf,text/2020/2020_JuneJGranger.txt,7,1049022,29454a51cfc0ed6e068f3c810e25da11c86ae3072290c7701a86067556d0fb32,origin,1,
2020-06-01,Kendall Crittenden,County Council,Seat D — Heber South,2020,statement,June 2020 (7 days before Primary),Kendall Crittenden — County Council campaign financial report (June 2020 (7 days before Primary)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/JuneKCrittenden.pdf,,2026-08-01,wasatch_fcr_3line,text,pdftotext -layout,raw/2020/2020_JuneKCrittenden.pdf,text/2020/2020_JuneKCrittenden.txt,4,945540,5dc9826063d035b3d317dfd624a659954a223ad08a09a4616cf3b5f5163b7265,origin,1,
2020-06-01,Marcy Murray,County Recorder,,2020,statement,June 2020 (7 days before Primary),Marcy Murray — County Recorder campaign financial report (June 2020 (7 days before Primary)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/JuneMMurray.pdf,,2026-08-01,wasatch_fcr_3line,text,pdftotext -layout,raw/2020/2020_JuneMMurray.pdf,text/2020/2020_JuneMMurray.txt,3,1077056,edcc4959915f348541143c0ddf3ce54424311a033e60575ce89b15fb5aac9d48,origin,1,
2020-06-01,Mark B Nelson,County Council,Seat E — Midway,2020,statement,June 2020 (7 days before Primary),Mark B Nelson — County Council campaign financial report (June 2020 (7 days before Primary)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/JuneMNelson.pdf,,2026-08-01,wasatch_fcr_3line,text,pdftotext -layout,raw/2020/2020_JuneMNelson.pdf,text/2020/2020_JuneMNelson.txt,2,758947,a695023b41fef155c5390c4812fa7e831b49286bd69677d4793ba1960fead10b,origin,1,
2020-06-01,Spencer Jason Park,County Council,Seat G — County South,2020,statement,June 2020 (7 days before Primary),Spencer Jason Park — County Council campaign financial report (June 2020 (7 days before Primary)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/JuneSPark.pdf,,2026-08-01,wasatch_fcr_3line,scanned,"tesseract OCR (pdftoppm 300dpi, psm 6)",raw/2020/2020_JuneSPark.pdf,text/2020/2020_JuneSPark.txt,1,339212,9fc2992d45eea9936747be9802430a683d9ae6af43e7cddc9b52d2f5cbf2f0f6,origin,1,
2020-06-01,Steve Farrell,County Council,Seat B — At Large,2020,statement,June 2020 (7 days before Primary),Steve Farrell — County Council campaign financial report (June 2020 (7 days before Primary)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/JuneSFarrell.pdf,,2026-08-01,wasatch_fcr_3line,scanned,"tesseract OCR (pdftoppm 300dpi, psm 6)",raw/2020/2020_JuneSFarrell.pdf,text/2020/2020_JuneSFarrell.txt,3,726699,6951b6d6cb87755c6a1c649e0e4191b1d65c9055af47ea32ba31e1b8b6ff00e5,origin,1,
2020-06-01,Todd Griffin,County Assessor,,2020,statement,June 2020 (7 days before Primary),Todd Griffin — County Assessor campaign financial report (June 2020 (7 days before Primary)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/JuneTGriffin.pdf,,2026-08-01,wasatch_fcr_3line,text,pdftotext -layout,raw/2020/2020_JuneTGriffin.pdf,text/2020/2020_JuneTGriffin.txt,2,757282,644d118e0727471b84b6769600d2805b7e14b7dd83e5b04ee815346cc2735900,origin,1,
2020-06-01,Xela Thomas,Clerk/Auditor,2-year term (withdrawn),2020,statement,June 2020 (7 days before Primary),Xela Thomas — Clerk/Auditor campaign financial report (June 2020 (7 days before Primary)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/JuneXThomas%202020.pdf,,2026-08-01,wasatch_fcr_3line,scanned,"tesseract OCR (pdftoppm 300dpi, psm 6)",raw/2020/2020_JuneXThomas 2020.pdf,text/2020/2020_JuneXThomas 2020.txt,3,1581769,c6736220cdf8502cd7a2d025ddce219d917bdf77abb692e6e97ff9d8f5e8da6e,origin,1,
2020-10-01,Aimee Armer,County Council,Seat B — At Large,2020,statement,October 2020 (7 days before General),Aimee Armer — County Council campaign financial report (October 2020 (7 days before General)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/OctAArmer.pdf,,2026-08-01,wasatch_fcr_3line,scanned,"tesseract OCR (pdftoppm 300dpi, psm 6)",raw/2020/2020_OctAArmer.pdf,text/2020/2020_OctAArmer.txt,5,4184793,5f340392787f6d4bc2dab7b0e4b4e332a5316eb1e2c12776b0f91fa98a735a76,origin,1,
2020-10-01,Diane G Burgener,County Treasurer,,2020,statement,October 2020 (7 days before General),Diane G Burgener — County Treasurer campaign financial report (October 2020 (7 days before General)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/OctDBurgener.pdf,,2026-08-01,wasatch_fcr_3line,text,pdftotext -layout,raw/2020/2020_OctDBurgener.pdf,text/2020/2020_OctDBurgener.txt,1,382728,322305ebf670dbd763680e92a7fb4c0a03098f16bfc8482252d3a023549ba976,origin,1,
2020-10-01,James C Kaiserman,County Surveyor,,2020,statement,October 2020 (7 days before General),James C Kaiserman — County Surveyor campaign financial report (October 2020 (7 days before General)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/OctJKaiserman.pdf,,2026-08-01,wasatch_fcr_3line,text,pdftotext -layout,raw/2020/2020_OctJKaiserman.pdf,text/2020/2020_OctJKaiserman.txt,3,1347129,8d79cb622492b791560cdf5350113ec3446237f070539e4431c4f2613784eafa,origin,1,
2020-10-01,Jason G Jenkins,County Surveyor,,2020,statement,October 2020 (7 days before General),Jason G Jenkins — County Surveyor campaign financial report (October 2020 (7 days before General)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/OctJJenkins.pdf,,2026-08-01,wasatch_fcr_3line,text,pdftotext -layout,raw/2020/2020_OctJJenkins.pdf,text/2020/2020_OctJJenkins.txt,3,965253,e83c44306ba53bfe6df913df7e97512bf0b5039ef6fb0fd053462e3c0672e5eb,origin,1,
2020-10-01,Jennifer Lee,Clerk/Auditor,2-year term,2020,statement,October 2020 (7 days before General),Jennifer Lee — Clerk/Auditor campaign financial report (October 2020 (7 days before General)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/OctJLee.pdf,,2026-08-01,wasatch_fcr_3line,text,pdftotext -layout,raw/2020/2020_OctJLee.pdf,text/2020/2020_OctJLee.txt,3,6154589,53bf67da37251a6aabbab6febf8feaa89aa9dbe0c8253f54aa6a1b536f3669c3,origin,1,
2020-10-01,Joey D Granger,Clerk/Auditor,2-year term,2020,statement,October 2020 (7 days before General),Joey D Granger — Clerk/Auditor campaign financial report (October 2020 (7 days before General)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/OctJGranger.pdf,,2026-08-01,wasatch_fcr_3line,text,pdftotext -layout,raw/2020/2020_OctJGranger.pdf,text/2020/2020_OctJGranger.txt,3,577263,3efe9e7d5f60cc0d345cedd3bd988f70afcedd01cc095d2a09d1a88918fe651c,origin,1,AcroForm text layer carries the typed VALUES only (no template text) — form family undetectable from text; read the PDF for the form header.
2020-10-01,Kendall Crittenden,County Council,Seat D — Heber South,2020,statement,October 2020 (7 days before General),Kendall Crittenden — County Council campaign financial report (October 2020 (7 days before General)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/OctKCrittenden.pdf,,2026-08-01,wasatch_fcr_3line,text,pdftotext -layout,raw/2020/2020_OctKCrittenden.pdf,text/2020/2020_OctKCrittenden.txt,3,869540,357a7e8d2a04b227eec9087e07449563644120816b9d3332f1a8b72111cb9ada,origin,1,
2020-10-01,Marcy Murray,County Recorder,,2020,statement,October 2020 (7 days before General),Marcy Murray — County Recorder campaign financial report (October 2020 (7 days before General)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/OctMMurray.pdf,,2026-08-01,wasatch_fcr_3line,text,pdftotext -layout,raw/2020/2020_OctMMurray.pdf,text/2020/2020_OctMMurray.txt,3,1188413,8659aa7d11cf7c3a774c3679b4adb4aae2c1cdf28e6ae1f685cd1083eaf3865a,origin,1,
2020-10-01,Mark B Nelson,County Council,Seat E — Midway,2020,statement,October 2020 (7 days before General),Mark B Nelson — County Council campaign financial report (October 2020 (7 days before General)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/OctMNelson.pdf,,2026-08-01,wasatch_fcr_3line,scanned,"tesseract OCR (pdftoppm 300dpi, psm 6)",raw/2020/2020_OctMNelson.pdf,text/2020/2020_OctMNelson.txt,1,306637,68687d4917dceeaa6aec7a61053fef4ddfbd0f9c0c8d431c7f76c99734615292,origin,1,
2020-10-01,Spencer Jason Park,County Council,Seat G — County South,2020,statement,October 2020 (7 days before General),Spencer Jason Park — County Council campaign financial report (October 2020 (7 days before General)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/OctSPark.pdf,,2026-08-01,wasatch_fcr_3line,text,pdftotext -layout,raw/2020/2020_OctSPark.pdf,text/2020/2020_OctSPark.txt,1,246075,3a44b751697e143e30535a52c57a22fef2fbedd66b2ce9e83dfa2f4b41c1165a,origin,1,
2020-10-01,Steve Farrell,County Council,Seat B — At Large,2020,statement,October 2020 (7 days before General),Steve Farrell — County Council campaign financial report (October 2020 (7 days before General)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/OctSFarrell.pdf,,2026-08-01,wasatch_fcr_3line,scanned,"tesseract OCR (pdftoppm 300dpi, psm 6)",raw/2020/2020_OctSFarrell.pdf,text/2020/2020_OctSFarrell.txt,3,777566,517742366abf34955ac026c61fef72032156d728a62a527b5d0bb9719f18e165,origin,1,
2020-10-01,Todd Griffin,County Assessor,,2020,statement,October 2020 (7 days before General),Todd Griffin — County Assessor campaign financial report (October 2020 (7 days before General)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/OctTGriffin.pdf,,2026-08-01,wasatch_fcr_3line,text,pdftotext -layout,raw/2020/2020_OctTGriffin.pdf,text/2020/2020_OctTGriffin.txt,1,440062,aae182867af2e25e787e5861c5f508124a01475a872ced468361f18792095047,origin,1,
2020-12-01,Aimee Armer,County Council,Seat B — At Large,2020,statement,December 2020 (30 days after General),Aimee Armer — County Council campaign financial report (December 2020 (30 days after General)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/DecAArmer%20.pdf,,2026-08-01,wasatch_fcr_3line,scanned,"tesseract OCR (pdftoppm 300dpi, psm 6)",raw/2020/2020_DecAArmer.pdf,text/2020/2020_DecAArmer.txt,3,1700605,40139875cc5a3c6dbf68644023f6de69d6c926fbc3f8fb79d1d442e9ef7cc35a,origin,1,
2020-12-01,Diane G Burgener,County Treasurer,,2020,statement,December 2020 (30 days after General),Diane G Burgener — County Treasurer campaign financial report (December 2020 (30 days after General)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/DecDBurgener.pdf,,2026-08-01,wasatch_fcr_3line,text,pdftotext -layout,raw/2020/2020_DecDBurgener.pdf,text/2020/2020_DecDBurgener.txt,3,970853,6fa181a972e15bd13f3923f32091cce9e7c8e82d03d568fcf4fdf527581163f6,origin,1,
2020-12-01,James C Kaiserman,County Surveyor,,2020,statement,December 2020 (30 days after General),James C Kaiserman — County Surveyor campaign financial report (December 2020 (30 days after General)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/DecJKaiserman.pdf,,2026-08-01,wasatch_fcr_3line,text,pdftotext -layout,raw/2020/2020_DecJKaiserman.pdf,text/2020/2020_DecJKaiserman.txt,3,1175927,083f7bfa3e6a3ed3ceb5c39611784dc62bfd658e14c6ae729e691387b2bcad3d,origin,1,
2020-12-01,Jennifer Lee,Clerk/Auditor,2-year term,2020,statement,December 2020 (30 days after General),Jennifer Lee — Clerk/Auditor campaign financial report (December 2020 (30 days after General)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/DecJLee.pdf,,2026-08-01,wasatch_fcr_3line,text,pdftotext -layout,raw/2020/2020_DecJLee.pdf,text/2020/2020_DecJLee.txt,3,3074065,00779a7d3d500572b625ce0a08c913e6f5baa83fbf3ae87a4ed6f127ca9bd0bf,origin,1,
2020-12-01,Joey D Granger,Clerk/Auditor,2-year term,2020,statement,December 2020 (30 days after General),Joey D Granger — Clerk/Auditor campaign financial report (December 2020 (30 days after General)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/DecJGranger.pdf,,2026-08-01,wasatch_fcr_3line,text,pdftotext -layout,raw/2020/2020_DecJGranger.pdf,text/2020/2020_DecJGranger.txt,7,908553,5d9be070844ea98c4ec4b0723c1274e8ed17cc2c45b8d39f22f7b7b944926252,origin,1,
2020-12-01,Kendall Crittenden,County Council,Seat D — Heber South,2020,statement,December 2020 (30 days after General),Kendall Crittenden — County Council campaign financial report (December 2020 (30 days after General)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/DecKCrittenden.pdf,,2026-08-01,wasatch_fcr_3line,text,pdftotext -layout,raw/2020/2020_DecKCrittenden.pdf,text/2020/2020_DecKCrittenden.txt,3,632296,76f5cd0818844d70403e96b24f6c2fc935c3d7b5dce8224ccd385713952eee3c,origin,1,
2020-12-01,Marcy Murray,County Recorder,,2020,statement,December 2020 (30 days after General),Marcy Murray — County Recorder campaign financial report (December 2020 (30 days after General)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/DecMMurray.pdf,,2026-08-01,wasatch_fcr_3line,text,pdftotext -layout,raw/2020/2020_DecMMurray.pdf,text/2020/2020_DecMMurray.txt,3,1233124,f6f23a23056ca04693fd87d12e4d88e9edc8e43c19af831ae6537bbb8b3635a8,origin,1,
2020-12-01,Mark B Nelson,County Council,Seat E — Midway,2020,statement,December 2020 (30 days after General),Mark B Nelson — County Council campaign financial report (December 2020 (30 days after General)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/DecMNelson.pdf,,2026-08-01,wasatch_fcr_3line,scanned,"tesseract OCR (pdftoppm 300dpi, psm 6)",raw/2020/2020_DecMNelson.pdf,text/2020/2020_DecMNelson.txt,1,314713,c3b423901f0bdf97ac0499a2e912f5fa50717372f7e1df8f307ff1e5f6403351,origin,1,
2020-12-01,Spencer Jason Park,County Council,Seat G — County South,2020,statement,December 2020 (30 days after General),Spencer Jason Park — County Council campaign financial report (December 2020 (30 days after General)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/DecSPark.pdf,,2026-08-01,wasatch_fcr_3line,scanned,"tesseract OCR (pdftoppm 300dpi, psm 6)",raw/2020/2020_DecSPark.pdf,text/2020/2020_DecSPark.txt,1,267250,dbf7335d01fcf7356641e24c119aa5c018c09448e1b3635bc7a122792ec19a8b,origin,1,
2020-12-01,Steve Farrell,County Council,Seat B — At Large,2020,statement,December 2020 (30 days after General),Steve Farrell — County Council campaign financial report (December 2020 (30 days after General)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/DecSFarrell.pdf,,2026-08-01,wasatch_fcr_3line,scanned,"tesseract OCR (pdftoppm 300dpi, psm 6)",raw/2020/2020_DecSFarrell.pdf,text/2020/2020_DecSFarrell.txt,3,771430,4181ecc95ed0788e1bb3c3d36de95bf3764ea82ae86290bb714b78d56ee53e64,origin,1,
2020-12-01,Todd Griffin,County Assessor,,2020,statement,December 2020 (30 days after General),Todd Griffin — County Assessor campaign financial report (December 2020 (30 days after General)),https://wasatch.utah.gov/Portals/0/Clerk/Pdfs/Elections/2020%20Election/Financial/DecTGriffin.pdf,,2026-08-01,wasatch_fcr_3line,text,pdftotext -layout,raw/2020/2020_DecTGriffin.pdf,text/2020/2020_DecTGriffin.txt,2,492205,1cc85b53f8372281281460aac7f5da066d6cc68ba12e69799046d60352cdee91,origin,1,
