date,body,motion_no,motion,result,mover,seconder,names_recorded
2021-01-07,MountainousPlanningCommission,4,"To continue to the February or March Planning Commission meeting, as Silver fork Lodge application was continued and there are several expired commissioner terms.",Commissioners voted unanimous in favor (of commissioners present),Despain,Omer,false
2021-01-07,MountainousPlanningCommission,5,"To approve minutes from the November 5, 2020 Planning Commission meeting with one correction of the word Noric to Nordic.",Commissioners voted unanimous in favor (of commissioners present),Omer,Cohen,false
2021-01-07,MountainousPlanningCommission,6,"To approve minutes from the December 3, 2020 Planning Commissioner meeting with one correction, marking Commissioner Omer in attendance.",Commissioners voted unanimous in favor (of commissioners present),Omer,Cohen,false
2021-01-13,PlanningCommission,1,"To nominate Commissioner Collard as Chair for 2021, Commissioner Collard accepted that nomination.",Commissioners voted unanimous in favor (of commissioners present),Vance,Cohen,false
2021-01-13,PlanningCommission,2,To continue Election of Vice Chair for 2021 to the February 10 th Planning Commission meeting.,Commissioners voted unanimous in favor (of commissioners present),Cohen,O’Meara,false
2021-01-13,PlanningCommission,3,"To approve the December 16, 2020 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Cohen,Vance,false
2021-01-13,PlanningCommission,4,"To approve application #CUP2020-000114/31056 extension of Conditional Use through April 30, 2021 with staff recommendations.",Commissioners voted unanimous in favor (of commissioners present),Cohen,Vance,false
2021-01-13,PlanningCommission,5,To approve application # CUP2020-000004 for nine horses subject to conditions 1 -3 in the staff report.,Commissioners voted unanimous in favor (of commissioners present),Cohen,Vance,false
2021-02-04,MountainousPlanningCommission,1,"To approve the January 7, 2021 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Despain,Derr,false
2021-02-04,MountainousPlanningCommission,2,To approve application #CUP2020-000095 as presented with Staff Recommendations.,Commissioners voted unanimous in favor (of commissioners present),Despain,Reid,false
2021-02-04,MountainousPlanningCommission,3,To approve application #CUP2020-000024 as presented with Staff Recommendations.,Commissioners voted unanimous in favor (of commissioners present),Despain,Omer,false
2021-02-10,PlanningCommission,1,To continue Election of Vice Chair to the March 10th Planning Commission meeting.,Commissioners voted unanimous in favor (of commissioners present),Cohen,Elieson,false
2021-02-10,PlanningCommission,2,"To continue the January 13, 2021 Planning Commission M eeting Minutes to the March 10th meeting.",Commissioners voted unanimous in favor (of commissioners present),Cohen,Vance,false
2021-03-04,MountainousPlanningCommission,1,"To rescind the February 4, 2021 decision approving application #31241 regarding the CV zone d property.",Commissioners voted unanimous in favor (of commissioners present),Derr,Reid,false
2021-03-04,MountainousPlanningCommission,2,"To approve application #31241 regarding the special exception on subject parcels with the following conditions: 1. That the applicant is required to comply with Salt Lake County Health Department, Health Regulation #21, Community Noise Pollution Control, and that no outdoor amplified music or announcements (i.e., no outdoor sound system) is allowed. To meet this requirement, applicant will be required to end its outdoor weddings and/or events at 9 pm and cleanup be completed by 9:30 pm. 2. That a maximum number of guests for the wedding/reception/event use combined with the restaurant and lodging use be set at 250 subject to Salt Lake County Code Chapter 19.80 , building code and fire code . To allow applicant to take advantage of the demand for outdoor events in a mountain setting while being sensitive to the impact upon surrounding properties, applicant will have a maximum of 12 outdoor weddings and/or events per month from May 1 to October 31, not to exceed 250 guests at any given time, wi th no outdoor weddings/event outside those dates. In an effort to accommodate the maximum number of guests, applicant will be required to convert the area currently used for the food truck into additional parking spaces. 3. That the applicant be required to apply for an “Access Permit” with UDOT and go through a required process allowing for safe site ingress/egress. 4. That the applicant be required to work with UDOT to address bicycle and pedestrian safety along the frontage of the Silver Fork Lodge, SFL, as well as areas impacted by wedding/reception/event parking as part of the UDOT “Access Permit” review process. 5. That the applicant be required to work with UDOT to address site distance and visibility issues along BCCR at the intersection of Rufus Road to see if “No Parking” signs can be placed in appropriate locations allowing for better visibility in the area. 6. That no parking or vendor access be allowed along East Silver Fork Road and Rufus Road. These roadways provide access to homes in the area and are used for fire and emergency vehicle access for the Unified Fire Authority, UFA. 7. That all outdoor lighting be shielded and directed downward to avoid light sp ill on adjacent properties, consistent with Salt Lake County Code Section 19.72.170, Figure 19.72.23. 8. That use of the cross -hatched area of the FR -0.5 zoned parcel #24 -21-208-011 may be used for weddings/events, provided the events are limited to the exis ting upper patio. (See map attached to Staff Recommendation.) 9. That applicant is required to build a fence on the south and east edge (must comply with FCOZ requirements) of outdoor lower lawn and patio areas to visually screen the activities and light, mitigate noise, and contain persons. Applicant will further be required to install visual screen (boulders or fence) in the parking area to block headlights into neighboring properties instead of fence at existing food truck area that will be converted to parking by applicant.",Commissioners voted unanimous in favor (of commissioners present),Reid,Hutchings,false
2021-03-04,MountainousPlanningCommission,3,"To approve the February 4, 2021 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Palmer,Derr,false
2021-03-10,PlanningCommission,1,To continue Election of Vice Chair to the April 14th Planning Commission meeting.,Commissioners voted unanimous in favor (of commissioners present),Cohen,Vance,false
2021-03-10,PlanningCommission,2,"To approve January 13, 2021 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Cohen,Elieson,false
2021-03-10,PlanningCommission,3,"To continue approval of the February 10, 2021 Planning Commission Meeting Minutes to the April 14th meeting.",Commissioners voted unanimous in favor (of commissioners present),Cohen,Elieson,false
2021-04-14,PlanningCommission,1,To continue the Election of Vice Chair to the May 12th meeting.,Commissioners voted unanimous in favor (of commissioners present),Elieson,Cohen,false
2021-04-14,PlanningCommission,2,"To approve the February 10, 2021 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Cohen,Vance,false
2021-04-14,PlanningCommission,3,"To approve the March 10, 2021 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Cohen,Vance,false
2021-04-14,PlanningCommission,4,"To recommend approval of the Modification of Chapters 17.04, 17.08, and 17.20 of the Salt Lake County Code to the County Council as presented.",Commissioners voted unanimous in favor (of commissioners present),Elieson,Vance,false
2021-05-06,MountainousPlanningCommission,2,"To recommend approval of the Modification of Chapters 17.04, 17.08, and 17.20 of the Salt Lake County Code to the County Council as presented.",Commissioners voted unanimous in favor (of commissioners present),Cohen,Palmer,false
2021-05-06,MountainousPlanningCommission,3,"To continue the ordinance amending the following sections of the Salt Lake County Code of Ordinances, 2001: 19.12.020 (permitted uses in the FR zone), 19.12.030(g) (conditional uses in the FR zone), and 19.54.020 (permitted uses in the FA zone) to the June 3rd meeting to allow staff to review the",Commissioners voted unanimous in favor (of commissioners present),Palmer,Omer,false
2021-05-12,PlanningCommission,1,"To nominate Commissioner Hiatt as Vice Chair, Commissioner accepted the nomination.",Commissioners voted unanimous in favor,Cohen,Watkins,false
2021-05-12,PlanningCommission,2,"To approve the April 14, 2021 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor,Cohen,Elieson,false
2021-05-12,PlanningCommission,3,"To continue the hearing on an ordinance amending the following sections of the Salt Lake County Code of Ordinances, 2001: 19.12.020 (permitted uses in the FR zone), 19.12.030(g) (conditional uses in the FR zone), and 19.54.020 (permitted uses in the FA zone) to have uniform regulations in the FR and FA zones with regards to animal uses and their associated impacts on adjoining properties, the environment , and the well -being of animals; and making other related changes to the June 16 th Planning Commission Meeting, with public comment remained open.",Commissioners voted unanimous in favor,Elieson,Watkins,false
2021-05-12,PlanningCommission,4,"To recommend approval to the County Council a request to rezone from A-2 (Agriculture) to M- 2 (Manufacturing) with three items removed from prohibited 1, 2, and 6.",Commissioners voted unanimous in favor,Elieson,Watkins,false
2021-06-03,MountainousPlanningCommission,1,"To continue the ordinance amending the following sections of the Salt Lake County Code of Ordinances, 2001: 19.12.020 (permitted uses in the FR zone), 19.12.030(g) (conditional uses in the FR zone), and 19.54.020 (permitted uses in the FA zone) to the July 1st meeting to create a staff report.",Commissioners voted unanimous in favor,Cohen,Palmer,false
2021-06-03,MountainousPlanningCommission,2,To recommend approval to the Salt Lake County Council amending the boundaries of the,Commissioners voted unanimous in favor,Palmer,Hutchings,false
2021-06-03,MountainousPlanningCommission,4,"To approve the May 6, 2021 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Omer,Cohen,false
2021-06-16,PlanningCommission,1,"To continue the May 12, 2021 Planning Commission M eeting Minutes to the July 14 th meeting.",Commissioners voted unanimous in favor (of commissioners present),Vance,Hiatt,false
2021-06-16,PlanningCommission,2,"To continue ordinance amending the following sections of the Salt Lake County Code of Ordinances, 2001: 19.12.020 (permitted uses in the FR zone), 19.12.030(g) (conditional uses in the FR zone), and 19.54.020 (permitted uses in the FA zone) to have uniform regulations in the FR and FA zones with regards to animal uses and their associated impacts on adjoining properties, the environment, and the well-being of animals; and making other related changes to July 14th with a staff report and questions raised.",Commissioners voted unanimous in favor (of commissioners present),Watkins,Hiatt,false
2021-06-16,PlanningCommission,3,"To recommend approval of an Ordinance of the Legislative Body of Salt Lake County, Utah, amending Section 19.90.020 of the Salt Lake County Code of Ordinances, 2001, Entitled “Hearing - Notice” to require the posting of physical signs informing members of the public about certain land use hearings, and related matters to the County Council for adoption.",Commissioners voted unanimous in favor (of commissioners present),Hiatt,Watkins,false
2021-07-14,PlanningCommission,1,"To continue the May 12, 2021 Planning Commission Meeting Minutes to August 11th.",Commissioners voted unanimous in favor (of commissioners present),Vance,Hiatt,false
2021-07-14,PlanningCommission,2,"To continue the June 16, 2021 Planning Commission Meeting Minutes to August 11th.",Commissioners voted unanimous in favor (of commissioners present),Vance,Hiatt,false
2021-07-14,PlanningCommission,3,"To continue the ordinance amending the following sections of the Salt Lake County Code of Ordinances, 2001: 19.12.020 (permitted uses in the FR zone), 19.12.030(g) (conditional uses in the FR zone), and 19.54.020 (permitted uses in the FA zone) to the August 11th Planning Commission Meeting allowing staff to update the ordinance and staff report.",Commissioners voted unanimous in favor (of commissioners present),Cohen,Vance,false
2021-08-05,MountainousPlanningCommission,1,"To approve minutes from the June 3, 2021 Planning Commission Meeting.",Commissioners voted unanimous in favor (of commissioners present),Reid,Omer,false
2021-08-05,MountainousPlanningCommission,2,"To recommend the Ordinance of the Legislative Body of Salt Lake County, Utah, amending Section 19.90.020 of the Salt Lake County Code of Ordinances, 2001, Entitled “Hearing - Notice” to require",Commissioners voted unanimous in favor (of commissioners present),Cohen,Reid,false
2021-08-11,PlanningCommission,1,"To continue the May 12, 2021 Planning Commission Meeting Minutes to the September 15, 2021 Meeting.",Commissioners voted unanimous in favor (of commissioners present),Cohen,Watkins,false
2021-08-11,PlanningCommission,2,"To approve the June 16, 2021 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Cohen,Watkins,false
2021-08-11,PlanningCommission,3,"To approve the July 14, 2021 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Cohen,Watkins,false
2021-08-11,PlanningCommission,4,To approve application #PER2021-000357 for a waiver from slope protection standards subject to staff recommendations.,Commissioners voted unanimous in favor (of commissioners present),Cohen,Vance,false
2021-09-02,MountainousPlanningCommission,1,"To approve the August 5, 2021 Planning Commission Meeting minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Cohen,Reid,false
2021-09-02,MountainousPlanningCommission,2,"To modify FR and FA zones as follows: Keep current FA ordinance as is (including 4 maximum horses and no trail riding business), with the following additions: 1. 100’ setback if stream present (including noncomplying structure exception—See proposed revision #2, infra.) 2. Manure Management Plan (See proposed revision #5) 3. Water Authority approval (See proposed revision #6) 4. Protected watershed clarification (See proposed revision #7) 5. Current permits recognized 6. Other provisions of draft ordinance that are not in conflict with 1-5 shall remain Modify current FR ordinance as follows: 1. Horse/animal use a permitted (not conditional) use. Keep commercial recreation as a conditional use. 2. To add more objective criteria to the current ordinance, 2 horses per acre unless there is a stream present. Horses per acre excludes property not used for animal support and 100’ setbacks (See proposed revision #4). 3. 100’ setback if stream present (including noncomplying structure exception--See proposed revision #2). 4. Manure management plan (See proposed revision #5) 5. Water authority approval (See proposed revision #6) 6. Protected watershed clarification (See proposed revision #7) 7. Current permits recognized 8. Other provisions of draft ordinance that are not in conflict with 1-7 shall remain Staff to draft ordinance reflective of these revisions and come back to the planning commission for final recommendation to the council.",Commissioners voted unanimous in favor (of commissioners present),Cohen,Reid,false
2021-09-15,PlanningCommission,1,"To approve the May 12, 2021 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Vance,Hiatt,false
2021-09-15,PlanningCommission,2,"To approve the August 11, 2021 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioners present),Vance,Hiatt,false
2021-09-15,PlanningCommission,3,To recommend approval to the County Council the General Plan Scope of Work within the Unincorporated Area of Sandy Hills as presented.,Commissioners voted unanimous in favor (of commissioners present),Cohen,Elieson,false
2021-09-15,PlanningCommission,4,"To recommend denial to the County Council an ordinance amending the following sections of the Salt Lake County Code of Ordinances, 2001: 19.12.020 (permitted uses in the FR zone), 19.12.030(g) (conditional uses in the FR zone), and 19.54.020 (permitted uses in the FA zone) to have uniform regulations in the FR and FA zones with regards to animal uses and their associated impacts on adjoining properties, the environment, and the well -being of animals; and making other related changes with no change to FR and FA zones. Keep existing ordinances in place, with exemption if reconsidered at a different time, and come back with less restrictive provisions outlined.",Commissioners voted unanimous in favor (of commissioners present),Elieson,Vance,false
2021-09-15,PlanningCommission,5,To continue the Planning Commissioner discussion on Utah APA conference to the October 13th Planning Commission Meeting.,Commissioners voted unanimous in favor (of commissioners present),Cohen,Vance,false
2021-09-15,PlanningCommission,6,To continue the West General Plan discussion/update to the October 13 th Planning Commission Meeting.,Commissioners voted unanimous in favor (of commissioners present),Cohen,Vance,false
2021-10-07,MountainousPlanningCommission,3,To recommend approval to the County Council on file # OAM2021-000275 for a proposed ordinance of the Salt Lake County Council creating Chapter 19.15 of the Salt Lake County Code of Ordinances allowing for and regulating Accessory Dwelling Units (ADUs) and Interior Accessory Dwelling Units (IADUs) in single -family detached dwellings in accordance with limits in State Law and to enact related regulations with grammar change to section 19.15.110(B)(“A building permit may not be issued…”),Commissioners voted unanimous in favor (of commissioners present),Hutchings,Palmer,false
2021-10-13,PlanningCommission,1,To recommend approval to the County Council File #OAM2021-000275 a proposed ordinance of the Salt Lake County Council creating Chapter 19.15 of the Salt Lake County Code of Ordinances allowing for and regulating Accessory Dwelling Units (ADUs) and Interior Accessory Dwelling Units (IADUs) in single-family detached dwellings in accordance with lim its in State Law and to enact related regulations and to clarify the wording in 19.15.110 B.,Commissioners voted unanimous in favor,Cohen,Elieson,false
2021-10-13,PlanningCommission,2,"To continue approval of the September 15, 2021 Planning Commission Meeting Minutes to the November 10th meeting.",Commissioners voted unanimous in favor,Hiatt,Vance,false
2021-11-04,MountainousPlanningCommission,1,"To continue approval of the October 7, 2021 Planning Commission Meeting Minutes to the December 2nd Meeting.",Commissioners voted unanimous in favor (of commissioners present),,,false
2021-11-04,MountainousPlanningCommission,2,"To recommend file #OAM2021-000444, a proposed ordinance amending Section 19.74.040 of the Salt Lake County Code updating the effective dates of the Floodplain Insurance Rate Maps (FIRMs) in the Salt Lake County flood damage prevention ordinance to the County Council for approval as presented.",Commissioners voted unanimous in favor (of commissioners present),Omer,Cohen,false
2021-11-10,PlanningCommission,2,"To approve the September 15, 2021 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor,Matagi,Vance,false
2021-11-10,PlanningCommission,3,"To continue the October 13, 2021 Planning Commission Meeting Minutes to the December 15th Meeting.",Commissioners voted unanimous in favor,Matagi,Vance,false
2021-12-22,PlanningCommission,1,"To approve the October 13, 2021 Planning Commission Meeting Minutes.",Commissioners voted unanimous in favor (of commissioners present),Vance,Elieson,false
2021-12-22,PlanningCommission,2,"To approve the November 10, 2021 Planning Commission Meeting Minutes.",Commissioners voted unanimous in favor (of commissioners present),Vance,Elieson,false
2022-01-19,PlanningCommission,1,To approve the 2022 Planning Commission Meeting Schedule as presented.,Commissioners voted unanimous in favor (of commissioners present),Vance,Elieson,false
2022-01-19,PlanningCommission,2,"To approve the December 22, 2021 Planning Commission Meeting Minutes.",Commissioners voted unanimous in favor (of commissioners present),Elieson,Vance,false
2022-01-19,PlanningCommission,3,"To continue the matter to the next meeting so that staff can address the concerns over Coon Canyon and Soldier Flat, plus the letter from Copperton Metro Township Council.",Commissioners voted unanimous in favor (of commissioners present),Watkins,Cohen,false
2022-01-19,PlanningCommission,4,"To nominate Commissioner Collard as Chair for 2022, Commissioner Collard accepted that nomination.",Commissioners voted unanimous in favor (of commissioners present),Watkins,Vance,false
2022-01-19,PlanningCommission,5,"To nominate Commissioner Hiatt as Vice Chair for 2022, Commissioner Hiatt accepted that nomination.",Commissioners voted unanimous in favor (of commissioners present),Watkins,Vance,false
2022-02-03,MountainousPlanningCommission,1,"To recommend file # OAM2021-000494 the proposed amendments to section 19.12.030. 19.72.190 and 19.76.030 as proposed in the staff report, and making the following findings to be issued by the Commission Chair: • Mineral extraction is incompatible with the intent of the forestry and recreation zone, the FCOZ zone and the Wasatch Canyons General plan • Adverse effects of mineral extraction in this zone would include: o An increase in air and dust pollution o An increase in noise pollution o A threat to protected watersheds o Depletion of water supply o An increase in wildfire risk o An increased risk of avalanches and rockslides o An Increase in traffic o Loss of wildlife habitat o Destruction of the landscape and ecology In addition, a proposal to expand the nearby Harpers Canyon quarry was denied by the Utah state Supreme In 2004. Also, other areas of the county permit gravel pits quarries, and mines. Finally, the proposed ordinance amendment is consistent with the following Goals and Strategies from the Wasatch General Plan: Land Use • Review and update County Ordinances, as needed, to further implement the vision, goals, and strategies of the General Plan. Environment",Commissioners voted unanimous in favor,Reid,Omer,false
2022-02-03,MountainousPlanningCommission,2,"To nominate Commissioner Palmer as Chair for 2022, Commissioner Palmer accepted that nomination.",Commissioners voted unanimous in favor (of commissioners present),Reid,Despain,false
2022-02-03,MountainousPlanningCommission,3,"To nominate Commissioner Reid as Vice Chair for 2022, Commissioner Reid accepted that nomination.",Commissioners voted unanimous in favor (of commissioners present),Despain,Palmer,false
2022-02-03,MountainousPlanningCommission,4,,Commissioners voted unanimous in favor (of commissioners present),Cohen,Omer,false
