referral_id,confidence,match_method,primary_body,related_body,gap_days,related_application_id,related_date,related_title,primary_application_id,primary_date,primary_title,shared_address,subject_score,note
250,medium,subject,Council,RDA,-245,284,2024-12-11,Board Member Wilding moved to ADJOURN. Board Member Austin seconded the motion,254,2024-04-10,Council Member Austin moved to APPROVE Ordinance 2024-07 -— Zoning Map Amendment for 0.30 Acres from (R-1-10) Residential to (GC-1) General Commercial located at 1817 West 14400 South. The motion was seconded by Council Member Wilding,,0.33,
255,medium,subject,Council,RDA,-168,295,2025-03-26,"Board Member Aston moved to APPROVE RDA Resolution 2025-28 - Adopting a Budget Adjustment for the 2025 Fiscal Year Budget. Board Member Wilding seconded the motion. Vote on the Motion: Board Member Aston-Yes, Board Member Wilding-Yes, Board 26 BLUFFDALE CITY COUNCIL AND REDEVELOPMENT AGENCY BOARD MEETING MINUTES Wednesday, March 26,2025 Member Hall-Yes, Chair Crockett-Yes, Board Member Lord-Yes, Board Member Austin- Yes",276,2024-10-09,"Council Member Wilding moved to APPROVE Resolution 2024-23- Amending Title 2.70.020 of the Bluffdale City Code for the Audit Committee. Council Member Austin seconded the motion. Vote on the motion: Council Member Wilding-Yes, Council Member Crockett-Yes, Council Member Lord-Yes, Council Member Austin-Yes, Council Member Aston-Yes",,0.331,
13,medium,subject,Council,PlanningCommission,-14,326,2020-05-06,"BLUFFDALE - - (Sr 1848 - - BLUFFDALE CITY PLANNING COMMISSION ELECTRONIC MEETING AGENDA Wednesday, May 6, 2020 *This meeting will ONLY be conducted electronically* Notice is hereby given that th e Bluffdale City Plan ning Commission w ill hold an elect ron ic pu blic meeting Wednesday, May 6, 2020, at 6:30 p.m., or as soon thereafter as possible. There are va rious ways to participat e in this electron ic meeting: 1. Please check the City website bluffda le.com for t he most up-to-d ate deta ils t o view t he electronic meeting. 2. Email your comments to: planningmeetingcomment@bluffdale.com f",30,2020-04-22,"BLUFFDALE CITY COUNCIL MEETING AGENDA Wednesday, April 22, 2020 THIS MEETING WILL ONLY BE CONDUCTED ELECTRONICALLY Notice is hereby given that the Bluffdale City Council will hold an electronic public meeting Wednesday, April 22, 2020, scheduled to begin promptly at 6:00 p.m. or as soon thereafter as possible. There are various ways to participate in this electronic meeting: 1. Please check the City website www.bluffdale.com for the most up-to-date details to access the electronic meeting. 2. Email your comments to: councilmeetingcomment@bluffdale.com for all public hearing items. Please enter",,0.344,
42,medium,subject,Council,PlanningCommission,7,355,2020-12-02,"BLUFFDALE CITY PLANNING COMMISSION ELECTRONIC MEETING AGENDA (AMENDED) Wednesday, December 2, 2020 *This meeting will ONLY be conducted electronically* Notice is hereby given that the Bluffdale City Planning Commission will hold an electronic public meeting on Wednesday, December 2, 2020, at 6:30 p.m., or as soon thereafter as possible. There are additional ways to participate in this meeting: 1. Please check the City website www.bluffdale.com for th e most up-to-date details to view the meeting. 2. Email your comments to: planningmeet ingcomment@bluffdale.com for all public hearing items. Ple",74,2020-12-09,"a BLUFFDALE - - ES T . 18 4 8 - - ***AMENDED*** BLUFFDALE CITY COUNCIL LOCAL BUILDING AUTHORITY OF THE CITY OF BLUFFDALE BOARD REDEVELOPMENT AGENCY BOARD COMBINED MEETING AGENDA Wednesday, December 09, 2020 *This meeting will ONLV be conducted electronically* Notice is hereby given that the Bluffdale City Council will be taking public comment during an electronic meeting at www.bluffdale.com on Wednesday, December 09, 2020, at 6:00 p.m. There are several ways to participate in this meeting: 1. Visit www.bluffdale.com for the details regarding streaming of the meeting. 2. Email your comments to",,0.344,
266,medium,subject,Council,RDA,259,295,2025-03-26,"Board Member Aston moved to APPROVE RDA Resolution 2025-28 - Adopting a Budget Adjustment for the 2025 Fiscal Year Budget. Board Member Wilding seconded the motion. Vote on the Motion: Board Member Aston-Yes, Board Member Wilding-Yes, Board 26 BLUFFDALE CITY COUNCIL AND REDEVELOPMENT AGENCY BOARD MEETING MINUTES Wednesday, March 26,2025 Member Hall-Yes, Chair Crockett-Yes, Board Member Lord-Yes, Board Member Austin- Yes",309,2025-12-10,"Council Member Aston moved to APPROVE Ordinance 2025-24 — Water and Land Use Element of the Bluffdale General Plan, as required by SB-110 (2022) and SB-76 (2023). Council Member Austin seconded the motion. Vote on the Motion: Council Member Austin-Yes, 12 BLUFFDALE CITY COUNCIL AND REDEVELOPMENT AGENCY BOARD MEETING MINUTES Wednesday, December 10, 2025 Council Member Aston-Yes, Council Member Wilding-Yes, Council Member Crockett-Yes, Council Member Lord-Yes",,0.351,
263,medium,subject,Council,RDA,168,295,2025-03-26,"Board Member Aston moved to APPROVE RDA Resolution 2025-28 - Adopting a Budget Adjustment for the 2025 Fiscal Year Budget. Board Member Wilding seconded the motion. Vote on the Motion: Board Member Aston-Yes, Board Member Wilding-Yes, Board 26 BLUFFDALE CITY COUNCIL AND REDEVELOPMENT AGENCY BOARD MEETING MINUTES Wednesday, March 26,2025 Member Hall-Yes, Chair Crockett-Yes, Board Member Lord-Yes, Board Member Austin- Yes",304,2025-09-10,"Council Member Aston moved to APPROVE Ordinance 2025-22 — Approving the Bluffdale Active Transportation Master Plan. Council Member Wilding seconded the motion. Vote on the Motion: Council Member Crockett-Yes, Council Member Lord-Yes, Council Member Austin-Yes, Council Member Aston-Yes, Council Member Wilding-Yes",,0.362,
249,medium,subject,Council,LBA,42,248,2024-02-28,Board Member Aston moved to APPROVE Resolution 2024-14 LBA. The motion was seconded by Board Member Crockett,252,2024-04-10,Council Member Crockett moved to APPROVE Ordinance 2024-10 — Alcohol Licensing Code Amendment. The motion was seconded by Council Member Aston,,0.386,
216,medium,subject,Council,RDA,77,170,2022-02-23,"LOCAL BUILDING AUTHORITY (""LBA"") OF THE CITY OF BLUFFDALE BOARD MEETING 1. Roll Call. All members of the LBA Board were present. The LBA Board Meeting was called to order at approximately 9:02 p.rn. 2. Public Hearing Items. 18 BLUFFDALE CITY COUNC IL, LOCAL BUILDING AUTHORITY, AND REDEVELOPMENT AGENCY COMBINED MEETING MINUTES Wednesday, February 23, 2022 a. Resolution No. 2022-01, Adopting an Amended Budget for the 2021 -2022 Fiscal Year. (Staff Presenters, Stephanie Thayer and Bruce Kartchner). [LBA Public Hearing Held in Conjunction with the Budget Hearing.] Mark Hales moved to APPROVE Resol",192,2022-05-11,"BLUFFDALE CITY REDEVELOPMENT AGENCY BOARD MEETING 1. Call to Order. All members of the Redevelopment Agency Board Meeting were present. 2. Public Hearing Items. i. RDA Resolution No. 2022-04 - Adopting the Tentative Budget for the 2022- 2023 Fiscal Year and Establishing the Time and Place for the Public Hearing on the Final Budget for the 2022-2023 Fiscal Year. (Staff Presenters, Stephanie Thayer and Bruce Kartchner). [LBA and RDA Public Hearings held in coniunction with the Budget Hearing.] Mark Hales moved to APPROVE RDA Resolution No. 2022-04 - Adopting the Tentative Budget for the 2022-202",,0.424,
91,medium,subject,Council,RDA,364,47,2020-06-10,"3. Adjournment. The LBA Meeting adjourned at 8:36 p.m. BLUFFDALE CITY REDEVELOPMENT AGENCY BOARD MEETING RDA Chair, Dave Kallas, assumed the Chair and called the meeting to order at 8:36 p.m. 1. Roll Call. All Members of the RDA Board were present. 2. PUBLIC HEARING - Consideration and Vote on Resolution Number 2020-05, Adopting a Tentative Operating or Final Budget for the 2020-2021 Fiscal Year Budget, Staff Presenters, Bruce Kartchner and Stephanie Thayer. (RDA Public Hearing Held in Conjunction with the City Budget Hearing). The public hearing was held previously as part of the regular meet",115,2021-06-09,"LOCAL BUILDING AUTHOIUTY OF THE CITY OF BLUFFDALE BOARD MEETING 1. Roll Call. All members of the LBA Board were in attendance. 15 BLUFFDALE CITY COUNCIL, LOCAL BUlLDING AUTHORITY OF THE CITY OF BLUFFDALE BOARD REDEVELOPMENT AGENCY BOARD COMBINED MEETING MINUTES Wednesday, June 9, 2021 2. PUBLIC HEARING - Consideration and Vote on Resolution No. 2021-03, Adopting a Tentative Operating or Final Budget for the 2021-2022 Fiscal Year Budget, Staff Presenters, Bruce Kartchner and Stephanie Thayer. (LBA Public Hearing Held in Conjunction with the City Budget Hearing). Dave Kallas moved to approve Res",,0.446,
71,medium,subject,Council,RDA,308,56,2020-06-24,"3. Adjournment. The LBA Meeting adjourned at 9:41 p.m. BLUFFDALE CITY REDEVELOPMENT AGENCY BOARD MEETING RDA Chair, Dave Kallas, assumed the Chair and called the meeting to order at 9:41 p.m. 1. Roll Call. All Members of the RDA Board were present. 12 BLUFFDALE CITY COUNCIL LOCAL BUILDING AUTHORITY OF THE CITY OF BLUFFDALE BOARD REDEVELOPMENT AGENCY BOARD COMBINED MEETING MINUTES Wednesday, June 24, 2020 2. PUBLIC HEARING - Consideration and Vote on Resolution Number 2020-06, a Resolution Adopting a Final Budget for the 2010-2020 Fiscal Year Budget, Staff Presenters, Bruce Kartchner and Stepha",101,2021-04-28,"3. Adjournment. The LBA meeting was adjourned. 17 BLUFFDALE CITY COUNCIL, LOCAL BUILDING AUTHORITY OF THE CITY OF BLUFFDALE BOARD, AND REDEVELOPMENT AGENCY BOARD COMBINED MEETING MINUTES Wednesday, April 28, 2021 BLUFFDALE CITY REDEVELOPMENT AGENCY (""RDA"") BOARD MEETING RDA Chair, Jeff Gaston, called the meeting to order. 1. Roll Call. All members of the RDA were present. 2. PUBLIC HEARING- Consideration and Vote on Resolution 2021-01, Adopting the Tentative Budget for the 2021-2022 Fiscal Year and Establishing the Time and Place for the Public Hearing on the Final Budget for the 2021-2022 Fis",,0.454,
246,medium,subject,Council,RDA,-189,250,2024-02-28,Board Member Austin moved to APPROVE Resolution 2024-15 RDA. The motion was seconded by Board Member Aston,234,2023-08-23,Council Member Kallas moved to APPROVE Ordinance 2023-16 — GC1 to DR Rezone. The motion was seconded by Council Member Aston,,0.477,
245,medium,subject,Council,LBA,-189,248,2024-02-28,Board Member Aston moved to APPROVE Resolution 2024-14 LBA. The motion was seconded by Board Member Crockett,234,2023-08-23,Council Member Kallas moved to APPROVE Ordinance 2023-16 — GC1 to DR Rezone. The motion was seconded by Council Member Aston,,0.483,
33,medium,subject,Council,PlanningCommission,70,336,2020-06-17,"8. PUBLIC HEARING, CONSIDERATION, AND RECOMMENDATION on a City Initiated Text Amendment Application to Amend Title 11-2, 11-16, and 11-35 to Amend the Chicken and Small Animal Requirements in the R-1-43 and R-1-10 Zones, Amending Existing Animal Code, and Creating a New Section, 'Keeping of Animals.' (Application 2020-29). Staff Presenter, Ellen Oakman. Ms. Oakman reported that the R-1-10 zone currently has no permitted animal rights attached to it. The City Code also lacks regulations regarding small animals. The text amendments seek to add animal rights to the R-1-10 zone. In addition, the l",62,2020-08-26,"9. PUBLIC HEARING- Consideration and Vote on Ordinance No. 2020-19, Amending Title 11-2, 11-16, and 11-35 Regarding the Chicken and Small Animal Requirements in R-1-43 and R-1-10 Zones, Am ending Existing Animal Code and Creating a New Section, ""Keeping of Animals"". (Application 2020-29), Citv of Bluffdale, Applicant, Staff Presenter, Ellen Oakman. Ms. Oakman presented the staff repoti and stated that staff has reassessed the Small Animal Code. Residents w ho desire to keep small animals have approached the City. After reviewing codes fro m other cities and di scussing potential ideas with the",,0.507,
90,medium,subject,Council,RDA,-259,170,2022-02-23,"LOCAL BUILDING AUTHORITY (""LBA"") OF THE CITY OF BLUFFDALE BOARD MEETING 1. Roll Call. All members of the LBA Board were present. The LBA Board Meeting was called to order at approximately 9:02 p.rn. 2. Public Hearing Items. 18 BLUFFDALE CITY COUNC IL, LOCAL BUILDING AUTHORITY, AND REDEVELOPMENT AGENCY COMBINED MEETING MINUTES Wednesday, February 23, 2022 a. Resolution No. 2022-01, Adopting an Amended Budget for the 2021 -2022 Fiscal Year. (Staff Presenters, Stephanie Thayer and Bruce Kartchner). [LBA Public Hearing Held in Conjunction with the Budget Hearing.] Mark Hales moved to APPROVE Resol",114,2021-06-09,"10. PUBLIC HEARING - Consideration and Vote on Resolution No. 2021-34, Adopting a Tentative Operating or Final Budget for the 2021 -2022 Fiscal Year Budget, Staff Presenters, Bruce Kartchner and Stephanie Thayer. (LBA and RDA Public Hearings Held in Conjunction). 14 BLUFFDALE CITY COUNC IL, LOCAL BUILDING AUTHORITY OF THE CITY OF BLUFFDALE BOARD REDEVELOPMENT AGENCY BOARD COMBINED MEETING MINUTES Wednesday, .June 9, 2021 Mayor Timothy repo1ied that the discussion and public hearing would be held in conjunction with the LBA and RDA meetings. He yielded the Chair to Council Member Aston temporar",,0.522,
256,medium,subject,Council,PlanningCommission,70,492,2024-10-02,"Commissioner Swanson moved to TABLE Consideration and Recommendation of a Text Amendment to Create a Definition for Satellite Communication Stations, and to Allow Satellite Communication Stations as a Permitted Use in the SD-X Gateway Zone (Application 2024-36), pending receipt and review of additional information from the applicant and text changes to the proposed Amendment. The motion was seconded hy Commissioner Flynn",281,2024-12-11,Council Member Aston moved to APPROVE Ordinance 2024-26 — Consideration and Vote on a Proposed Text Amendment to Section 11.110.110 to Allow Satellite Communications Stations in the SD-X Gateway Zone. Council Member Austin seconded the motion,,0.528,
94,medium,subject,Council,RDA,-378,199,2022-06-22,"The LBA Meeting adjourned at approximately 8:47 p.m. BLUFFDALE CITY REDEVELOPMENT AGENCY BOARD MEETING 1. Call to Order. Chair Kallas called the Redevelopment Agency (""RDA"") Board Meeting to order. All members of the RDA were present. 2. Public Hearing Items: a. RDA Resolution No. 2022-05 - Adopting a Final Budget Adjustment for the 2021-2022 Fiscal Year Budget. (Staff Presenters Bruce Kartchner and Stephanie Thayer). [RDA Public Hearing Held in Conduction with the City Budget Presentation and Discussion). Wendy Aston moved to APPROVE RDA Resolution No. 2022-05-Adopting a Final Budget Adjustme",116,2021-06-09,"3. Adjournment. The LBA Board meeting was adjourned. BLUFFDALE CITY REDEVELOPMENT AGENCY BOARD MEETING RDA Chair Jeff Gaston called the meeting to order. 1. Roll Call. All members of the RDA were present. 2. PUBLIC HEARING - Consideration and Vote on Resolution No. 2021-02, Adopting a Tentative Operating or Final Budget for the 2021-2022 Fiscal Year Budget, Staff Presenters, Bruce Kartchner and Stephanie Thayer. (RDA Public Hearing Held in Conjunction with the Budget Presentation and Discussion). Jeff Gaston moved to approve Resolution No. 2021-02. Wendy Aston seconded the motion",,0.545,
264,medium,subject,Council,PlanningCommission,7,512,2025-09-03,"Commissioner Griffis moved to forward a POSITIVE recommendation to the City Council for the Updated Active Transportation Master Plan, an Element of the Bluffdale General Plan. Commissioner Flynn seconded the motion",304,2025-09-10,"Council Member Aston moved to APPROVE Ordinance 2025-22 — Approving the Bluffdale Active Transportation Master Plan. Council Member Wilding seconded the motion. Vote on the Motion: Council Member Crockett-Yes, Council Member Lord-Yes, Council Member Austin-Yes, Council Member Aston-Yes, Council Member Wilding-Yes",,0.546,
178,medium,subject,Council,PlanningCommission,42,412,2021-12-01,"Chair Cragun explained that her vote was contingent upon the approval of the Development Agreement. Commissioner Walston concurred with Chair Cragun's comment. 7. PUBLIC HEARING, CONSIDERATION, AND RECOMMENDATION on a Proposed Development Agreement to Modify Various Requirements in the GC-1 General Commercial Zone for the Tri-City Center Development Proposed by D&H Stewart Family Holdings, LLC, Property located at approximately 13855 and 13987 South 2950 West. Kory Luker moved to forward a positive recommendation to the City Council on a proposed Development Agreement to modify various require",160,2022-01-12,"8.9 Resolution No. 2022-07, (Tabled from December 8, 2021) a Proposed Development Agreement to Modify Various Requirements in the GC-1 General Zone for the Tri-City Center Development Proposed by D&H Stewart Familv Holdings, LLC, Property Located at 13855 and 13937 South 2950 West. (Staff Presenter, Jennifer Robison). Mark Hales moved to approve Resolution No. 2022-07, a Proposed Development Agreement to modify various requirements in the GC-1 General Zone for the Tri-City Center Development proposed by D&H Stewa11 Family Holdings, LLC, property located at 13855 and 13937 South 2950 West. Dave",,0.58,
102,medium,subject,Council,PlanningCommission,238,354,2020-11-12,"BLUFFDALE - - EST 1848 - - BLUFFDALE CITY PLANNING COMMISSION SPECIAL MEETING AGENDA Thursday, November 12, 2020 Notice is hereby given that the Bluffdale City Planning Commission w ill hold a public meeting on Thursday, November 12, 2020, at 5:30 p.m ., or as soon thereafter as possible. There are additional w ays to participate in this meeting: 1. Please check the City website bluffdale.com for the most up-t o-date details to vi ew the meeting. 2. Email your comments to: planningmeet ingcomment@bluffdale.com for all public hearing items. Please put the Agend a item number in the subject line",126,2021-07-08,"a BLUFFDALE ~~ EST . 1848 ~~ BLUFFDALE CITY COUNCIL SPECIAL MEETING AGENDA Thursday, July 08, 2021 *THIS MEETING WILL ON LY BE CONDUCTED ELECTRONICALLY* Notice is hereby given that the Bluffdale City Counci l will hold a special electronic meeting Thursday, July 08, 2021, scheduled to begin promptly at 7:00 p.m. or as soon thereafter as possible. There are various ways to participate in this electronic meeting: 1. Please check the City website for the most up-to-date details to access the electronic meeting: www.bluffdale.com 2. Email your comments to: counci lmeetingco mment@bluffd ale.com an",,0.582,
215,medium,subject,Council,PlanningCommission,21,426,2022-04-20,"BLUFFDALE CITY PLANNING COMMISSION MEETING MINUTES Wednesday, April 20, 2022 Legislative Items: 4. CONSIDERATION AND RECOMMENDATION on Proposed Ordinance Text Amendments to Bluffdale City Code Sections 3.80 (Home Occupations), 6.20 (Truck Routes), 11.20 and 11.160 (Land Use Ordinance) to Update the Standards Related to Truck Routes, Storage, Use, and Parking of Large Commercial Vehicles in Certain Residential Zones. (Application 2022-07) - Staff Presenter, Grant Crowell. (Continued from April 6, 2022 Meeting.) City Pla1U1er/Economic Development Director, Grant Crowell, presented the staff repo",189,2022-05-11,"8. Public Hearing Items: 8.1 Ordinance No. 2022-12 -Amending Bluffdale City Code Sections 3.80 (Home Occupations), 6.20 (Truck Routes), 11.20, and 11.160 (Land Use Ordinance) to Update the Standards and Maps. (Staff Presenter, Grant Crowell). City Planner and Economic Development Director, Grant Crowell reported that the Planning Commission forwarded a recommendation for amendments to Home Occupations, Truck Routes, and the Land Use Ordinance. At previous meetings, concerns were addressed regarding large commercial trucks in residential zones. The recommendation was a result of those discussio",,0.599,
