date,year,title,slug,path,source,source_url,format,meeting_type,pmn_notice_id,pmn_file_id
2019-11-19,2019,Board of Canvassers Meeting,board-of-canvassers-meeting-568101,minutes/2019/2019-11-19/2019-11-19_board-of-canvassers-meeting-568101.md,pmn,https://www.utah.gov/pmn/files/568101.pdf,pdf-text,Canvass,570459,568101
2019-11-20,2019,Metro Township Council Meeting,metro-township-council-meeting-568099,minutes/2019/2019-11-20/2019-11-20_metro-township-council-meeting-568099.md,pmn,https://www.utah.gov/pmn/files/568099.pdf,pdf-text,Regular,571851,568099
2019-12-12,2019,Metro Township Council Meeting,metro-township-council-meeting-612069,minutes/2019/2019-12-12/2019-12-12_metro-township-council-meeting-612069.md,pmn,https://www.utah.gov/pmn/files/612069.pdf,pdf-text,Regular,576281,612069
2020-01-23,2020,Metro Township Council Meeting,metro-township-council-meeting-612071,minutes/2020/2020-01-23/2020-01-23_metro-township-council-meeting-612071.md,pmn,https://www.utah.gov/pmn/files/612071.pdf,pdf-text,Regular,583797,612071
2020-02-27,2020,Metro Township Council Meeting,metro-township-council-meeting-612073,minutes/2020/2020-02-27/2020-02-27_metro-township-council-meeting-612073.md,pmn,https://www.utah.gov/pmn/files/612073.pdf,pdf-text,Regular,591165,612073
2020-04-23,2020,Metro Township Council Meeting,metro-township-council-meeting-607109,minutes/2020/2020-04-23/2020-04-23_metro-township-council-meeting-607109.md,pmn,https://www.utah.gov/pmn/files/607109.pdf,pdf-text,Regular,600627,607109
2020-11-17,2020,Metro Township Council Meeting,metro-township-council-meeting-680643,minutes/2020/2020-11-17/2020-11-17_metro-township-council-meeting-680643.md,pmn,https://www.utah.gov/pmn/files/680643.pdf,pdf-text,Regular,641107,680643
2020-12-17,2020,Metro Township Council Meeting,metro-township-council-meeting-680645,minutes/2020/2020-12-17/2020-12-17_metro-township-council-meeting-680645.md,pmn,https://www.utah.gov/pmn/files/680645.pdf,pdf-text,Regular,646899,680645
2021-01-28,2021,Metro Township Council Meeting,metro-township-council-meeting-692675,minutes/2021/2021-01-28/2021-01-28_metro-township-council-meeting-692675.md,pmn,https://www.utah.gov/pmn/files/692675.pdf,pdf-text,Regular,654183,692675
2021-02-25,2021,Metro Township Council Meeting,metro-township-council-meeting-717575,minutes/2021/2021-02-25/2021-02-25_metro-township-council-meeting-717575.md,pmn,https://www.utah.gov/pmn/files/717575.pdf,pdf-text,Regular,660423,717575
2021-03-04,2021,Metro Township Council Meeting,metro-township-council-meeting-717583,minutes/2021/2021-03-04/2021-03-04_metro-township-council-meeting-717583.md,pmn,https://www.utah.gov/pmn/files/717583.pdf,pdf-text,Regular,661515,717583
2021-03-16,2021,Metro Township Council Meeting,metro-township-council-meeting-717587,minutes/2021/2021-03-16/2021-03-16_metro-township-council-meeting-717587.md,pmn,https://www.utah.gov/pmn/files/717587.pdf,pdf-text,Regular,663959,717587
2021-04-27,2021,Metro Township Council Meeting,metro-township-council-meeting-764603,minutes/2021/2021-04-27/2021-04-27_metro-township-council-meeting-764603.md,pmn,https://www.utah.gov/pmn/files/764603.pdf,pdf-text,Regular,672551,764603
2021-05-18,2021,Metro Township Council Meeting,metro-township-council-meeting-764605,minutes/2021/2021-05-18/2021-05-18_metro-township-council-meeting-764605.md,pmn,https://www.utah.gov/pmn/files/764605.pdf,pdf-text,Regular,676361,764605
2021-05-24,2021,Metro Township Council Meeting,metro-township-council-meeting-764607,minutes/2021/2021-05-24/2021-05-24_metro-township-council-meeting-764607.md,pmn,https://www.utah.gov/pmn/files/764607.pdf,pdf-text,Regular,679053,764607
2021-05-25,2021,Metro Township Council Meeting,metro-township-council-meeting-764611,minutes/2021/2021-05-25/2021-05-25_metro-township-council-meeting-764611.md,pmn,https://www.utah.gov/pmn/files/764611.pdf,pdf-text,Regular,679055,764611
2021-06-22,2021,Metro Township Council Meeting,metro-township-council-meeting-764615,minutes/2021/2021-06-22/2021-06-22_metro-township-council-meeting-764615.md,pmn,https://www.utah.gov/pmn/files/764615.pdf,pdf-text,Regular,686149,764615
2021-07-27,2021,Metro Township Council Meeting,metro-township-council-meeting-764617,minutes/2021/2021-07-27/2021-07-27_metro-township-council-meeting-764617.md,pmn,https://www.utah.gov/pmn/files/764617.pdf,pdf-text,Regular,692651,764617
2021-08-24,2021,Metro Township Council Meeting,metro-township-council-meeting-764619,minutes/2021/2021-08-24/2021-08-24_metro-township-council-meeting-764619.md,pmn,https://www.utah.gov/pmn/files/764619.pdf,pdf-text,Regular,698389,764619
2021-09-28,2021,Metro Township Council Meeting,metro-township-council-meeting-805461,minutes/2021/2021-09-28/2021-09-28_metro-township-council-meeting-805461.md,pmn,https://www.utah.gov/pmn/files/805461.pdf,pdf-text,Regular,705419,805461
2021-10-26,2021,Metro Township Council Meeting,metro-township-council-meeting-805465,minutes/2021/2021-10-26/2021-10-26_metro-township-council-meeting-805465.md,pmn,https://www.utah.gov/pmn/files/805465.pdf,pdf-text,Regular,711789,805465
2021-11-16,2021,Metro Township Council Meeting,metro-township-council-meeting-820801,minutes/2021/2021-11-16/2021-11-16_metro-township-council-meeting-820801.md,pmn,https://www.utah.gov/pmn/files/820801.pdf,pdf-text,Regular,716039,820801
2021-12-14,2021,Metro Township Council Meeting,metro-township-council-meeting-820803,minutes/2021/2021-12-14/2021-12-14_metro-township-council-meeting-820803.md,pmn,https://www.utah.gov/pmn/files/820803.pdf,pdf-text,Regular,722597,820803
2022-01-25,2022,Metro Township Council Meeting,metro-township-council-meeting-840981,minutes/2022/2022-01-25/2022-01-25_metro-township-council-meeting-840981.md,pmn,https://www.utah.gov/pmn/files/840981.pdf,pdf-text,Regular,731269,840981
2022-02-22,2022,Metro Township Council Meeting,metro-township-council-meeting-827423,minutes/2022/2022-02-22/2022-02-22_metro-township-council-meeting-827423.md,pmn,https://www.utah.gov/pmn/files/827423.pdf,pdf-text,Regular,743839,827423
2022-03-22,2022,Metro Township Council Meeting,metro-township-council-meeting-865727,minutes/2022/2022-03-22/2022-03-22_metro-township-council-meeting-865727.md,pmn,https://www.utah.gov/pmn/files/865727.pdf,pdf-text,Regular,743839,865727
2022-04-26,2022,Metro Township Council Meeting,metro-township-council-meeting-857275,minutes/2022/2022-04-26/2022-04-26_metro-township-council-meeting-857275.md,pmn,https://www.utah.gov/pmn/files/857275.pdf,pdf-text,Regular,751017,857275
2022-04-28,2022,Metro Township Council Meeting,metro-township-council-meeting-865723,minutes/2022/2022-04-28/2022-04-28_metro-township-council-meeting-865723.md,pmn,https://www.utah.gov/pmn/files/865723.pdf,pdf-text,Regular,751027,865723
2022-05-24,2022,Metro Township Council Meeting,metro-township-council-meeting-865721,minutes/2022/2022-05-24/2022-05-24_metro-township-council-meeting-865721.md,pmn,https://www.utah.gov/pmn/files/865721.pdf,pdf-text,Regular,757845,865721
2022-06-28,2022,Metro Township Council Meeting,metro-township-council-meeting-882855,minutes/2022/2022-06-28/2022-06-28_metro-township-council-meeting-882855.md,pmn,https://www.utah.gov/pmn/files/882855.pdf,pdf-text,Regular,776823,882855
2022-07-26,2022,Metro Township Council Meeting,metro-township-council-meeting-882857,minutes/2022/2022-07-26/2022-07-26_metro-township-council-meeting-882857.md,pmn,https://www.utah.gov/pmn/files/882857.pdf,pdf-text,Regular,776823,882857
2022-08-23,2022,Metro Township Council Meeting,metro-township-council-meeting-895229,minutes/2022/2022-08-23/2022-08-23_metro-township-council-meeting-895229.md,pmn,https://www.utah.gov/pmn/files/895229.pdf,pdf-text,Regular,783939,895229
2022-09-27,2022,Metro Township Council Meeting,metro-township-council-meeting-904853,minutes/2022/2022-09-27/2022-09-27_metro-township-council-meeting-904853.md,pmn,https://www.utah.gov/pmn/files/904853.pdf,pdf-text,Regular,789889,904853
2022-10-25,2022,Metro Township Council Meeting,metro-township-council-meeting-913493,minutes/2022/2022-10-25/2022-10-25_metro-township-council-meeting-913493.md,pmn,https://www.utah.gov/pmn/files/913493.pdf,pdf-text,Regular,794261,913493
2022-11-15,2022,Metro Township Council Meeting,metro-township-council-meeting-950385,minutes/2022/2022-11-15/2022-11-15_metro-township-council-meeting-950385.md,pmn,https://www.utah.gov/pmn/files/950385.pdf,pdf-text,Regular,794261,950385
2022-12-20,2022,Metro Township Council Meeting,metro-township-council-meeting-950383,minutes/2022/2022-12-20/2022-12-20_metro-township-council-meeting-950383.md,pmn,https://www.utah.gov/pmn/files/950383.pdf,pdf-text,Regular,801325,950383
2023-01-24,2023,Metro Township Council Meeting,metro-township-council-meeting-950381,minutes/2023/2023-01-24/2023-01-24_metro-township-council-meeting-950381.md,pmn,https://www.utah.gov/pmn/files/950381.docx,docx-text,Regular,808281,950381
2023-02-28,2023,Metro Township Council Meeting,metro-township-council-meeting-960501,minutes/2023/2023-02-28/2023-02-28_metro-township-council-meeting-960501.md,pmn,https://www.utah.gov/pmn/files/960501.pdf,pdf-text,Regular,816003,960501
2023-03-28,2023,Metro Township Council Meeting,metro-township-council-meeting-971311,minutes/2023/2023-03-28/2023-03-28_metro-township-council-meeting-971311.md,pmn,https://www.utah.gov/pmn/files/971311.pdf,pdf-text,Regular,827989,971311
2023-04-12,2023,Metro Township Council Meeting,metro-township-council-meeting-971313,minutes/2023/2023-04-12/2023-04-12_metro-township-council-meeting-971313.md,pmn,https://www.utah.gov/pmn/files/971313.pdf,pdf-text,Regular,827989,971313
2023-04-25,2023,Metro Township Council Meeting,metro-township-council-meeting-994829,minutes/2023/2023-04-25/2023-04-25_metro-township-council-meeting-994829.md,pmn,https://www.utah.gov/pmn/files/994829.pdf,pdf-text,Regular,827989,994829
2023-05-23,2023,Metro Township Council Meeting,metro-township-council-meeting-994825,minutes/2023/2023-05-23/2023-05-23_metro-township-council-meeting-994825.md,pmn,https://www.utah.gov/pmn/files/994825.pdf,pdf-text,Regular,834709,994825
2023-06-05,2023,Metro Township Council Meeting,metro-township-council-meeting-1105987,minutes/2023/2023-06-05/2023-06-05_metro-township-council-meeting-1105987.md,pmn,https://www.utah.gov/pmn/files/1105987.pdf,pdf-text,Regular,836999,1105987
2023-06-27,2023,Metro Township Council Meeting,metro-township-council-meeting-1105989,minutes/2023/2023-06-27/2023-06-27_metro-township-council-meeting-1105989.md,pmn,https://www.utah.gov/pmn/files/1105989.pdf,pdf-text,Regular,842803,1105989
2023-07-25,2023,Metro Township Council Meeting,metro-township-council-meeting-1105991,minutes/2023/2023-07-25/2023-07-25_metro-township-council-meeting-1105991.md,pmn,https://www.utah.gov/pmn/files/1105991.pdf,pdf-text,Regular,847633,1105991
2023-08-22,2023,Metro Township Council Meeting,metro-township-council-meeting-1025641,minutes/2023/2023-08-22/2023-08-22_metro-township-council-meeting-1025641.md,pmn,https://www.utah.gov/pmn/files/1025641.pdf,pdf-text,Regular,860733,1025641
2023-10-24,2023,Metro Township Council Meeting,metro-township-council-meeting-1105999,minutes/2023/2023-10-24/2023-10-24_metro-township-council-meeting-1105999.md,pmn,https://www.utah.gov/pmn/files/1105999.pdf,pdf-text,Regular,867049,1105999
2023-11-28,2023,Metro Township Council Meeting,metro-township-council-meeting-1106001,minutes/2023/2023-11-28/2023-11-28_metro-township-council-meeting-1106001.md,pmn,https://www.utah.gov/pmn/files/1106001.pdf,pdf-text,Regular,874879,1106001
2023-12-06,2023,Metro Township Council Meeting,metro-township-council-meeting-1106003,minutes/2023/2023-12-06/2023-12-06_metro-township-council-meeting-1106003.md,pmn,https://www.utah.gov/pmn/files/1106003.pdf,pdf-text,Regular,877039,1106003
2024-01-23,2024,Metro Township Council Meeting,metro-township-council-meeting-1113457,minutes/2024/2024-01-23/2024-01-23_metro-township-council-meeting-1113457.md,pmn,https://www.utah.gov/pmn/files/1113457.pdf,pdf-text,Regular,908409,1113457
2024-02-22,2024,Metro Township Council Special Meeting,metro-township-council-special-meeting-1161751,minutes/2024/2024-02-22/2024-02-22_metro-township-council-special-meeting-1161751.md,pmn,https://www.utah.gov/pmn/files/1161751.pdf,pdf-text,Special,935699,1161751
2024-02-22,2024,Metro Township Council Meeting,metro-township-council-meeting-1163111,minutes/2024/2024-02-22/2024-02-22_metro-township-council-meeting-1163111.md,pmn,https://www.utah.gov/pmn/files/1163111.pdf,ocr,Regular,894171,1163111
2024-02-27,2024,Metro Township Council Meeting,metro-township-council-meeting-1113459,minutes/2024/2024-02-27/2024-02-27_metro-township-council-meeting-1113459.md,pmn,https://www.utah.gov/pmn/files/1113459.pdf,pdf-text,Regular,908409,1113459
2024-03-26,2024,Metro Township Council Meeting,metro-township-council-meeting-1127507,minutes/2024/2024-03-26/2024-03-26_metro-township-council-meeting-1127507.md,pmn,https://www.utah.gov/pmn/files/1127507.pdf,pdf-text,Regular,916299,1127507
2024-04-23,2024,Metro Township Council Meeting,metro-township-council-meeting-1161753,minutes/2024/2024-04-23/2024-04-23_metro-township-council-meeting-1161753.md,pmn,https://www.utah.gov/pmn/files/1161753.pdf,pdf-text,Regular,935699,1161753
2024-06-25,2024,City Council Meeting,city-council-meeting-1150765,minutes/2024/2024-06-25/2024-06-25_city-council-meeting-1150765.md,pmn,https://www.utah.gov/pmn/files/1150765.pdf,pdf-text,Regular,929527,1150765
2024-07-30,2024,City Council Meeting,city-council-meeting-1239935,minutes/2024/2024-07-30/2024-07-30_city-council-meeting-1239935.md,pmn,https://www.utah.gov/pmn/files/1239935.pdf,ocr,Regular,929527,1239935
2024-09-24,2024,City Council Meeting,city-council-meeting-1299785,minutes/2024/2024-09-24/2024-09-24_city-council-meeting-1299785.md,pmn,https://www.utah.gov/pmn/files/1299785.pdf,pdf-text,Regular,942045,1299785
2024-11-19,2024,City Council Meeting,city-council-meeting-1316879,minutes/2024/2024-11-19/2024-11-19_city-council-meeting-1316879.md,pmn,https://www.utah.gov/pmn/files/1316879.pdf,ocr,Regular,954547,1316879
2025-01-28,2025,City Council Meeting,city-council-meeting-1254241,minutes/2025/2025-01-28/2025-01-28_city-council-meeting-1254241.md,pmn,https://www.utah.gov/pmn/files/1254241.pdf,ocr,Regular,969511,1254241
2025-05-27,2025,City Council Workshop Meeting,city-council-workshop-meeting-1290725,minutes/2025/2025-05-27/2025-05-27_city-council-workshop-meeting-1290725.md,pmn,https://www.utah.gov/pmn/files/1290725.pdf,pdf-text,Workshop,997591,1290725
2025-05-27,2025,City Council Meeting,city-council-meeting-1290727,minutes/2025/2025-05-27/2025-05-27_city-council-meeting-1290727.md,pmn,https://www.utah.gov/pmn/files/1290727.pdf,pdf-text,Regular,997589,1290727
2025-06-24,2025,City Council Meeting,city-council-meeting-1299781,minutes/2025/2025-06-24/2025-06-24_city-council-meeting-1299781.md,pmn,https://www.utah.gov/pmn/files/1299781.pdf,pdf-text,Regular,1004989,1299781
2025-06-24,2025,City Council Workshop Meeting,city-council-workshop-meeting-1299783,minutes/2025/2025-06-24/2025-06-24_city-council-workshop-meeting-1299783.md,pmn,https://www.utah.gov/pmn/files/1299783.pdf,pdf-text,Workshop,1004989,1299783
2025-08-26,2025,City Council Meeting,city-council-meeting-1327179,minutes/2025/2025-08-26/2025-08-26_city-council-meeting-1327179.md,pmn,https://www.utah.gov/pmn/files/1327179.pdf,pdf-text,Regular,1024843,1327179
2025-10-28,2025,City Council Meeting,city-council-meeting-1351357,minutes/2025/2025-10-28/2025-10-28_city-council-meeting-1351357.md,pmn,https://www.utah.gov/pmn/files/1351357.pdf,pdf-text,Regular,1037961,1351357
2025-11-17,2025,City Council Meeting,city-council-meeting-1366127,minutes/2025/2025-11-17/2025-11-17_city-council-meeting-1366127.md,pmn,https://www.utah.gov/pmn/files/1366127.pdf,pdf-text,Regular,1045669,1366127
2025-11-18,2025,Board of Canvassers Meeting,board-of-canvassers-meeting-1366129,minutes/2025/2025-11-18/2025-11-18_board-of-canvassers-meeting-1366129.md,pmn,https://www.utah.gov/pmn/files/1366129.pdf,pdf-text,Canvass,1045669,1366129
2025-12-15,2025,City Council Meeting,city-council-meeting-1381791,minutes/2025/2025-12-15/2025-12-15_city-council-meeting-1381791.md,pmn,https://www.utah.gov/pmn/files/1381791.pdf,pdf-text,Regular,1045669,1381791
2026-01-20,2026,City Council Meeting,city-council-meeting-1392217,minutes/2026/2026-01-20/2026-01-20_city-council-meeting-1392217.md,pmn,https://www.utah.gov/pmn/files/1392217.pdf,pdf-text,Regular,1059909,1392217
2026-02-17,2026,City Council Meeting,city-council-meeting-1408383,minutes/2026/2026-02-17/2026-02-17_city-council-meeting-1408383.md,pmn,https://www.utah.gov/pmn/files/1408383.pdf,pdf-text,Regular,1059909,1408383
2026-03-17,2026,City Council Meeting,city-council-meeting-1447767,minutes/2026/2026-03-17/2026-03-17_city-council-meeting-1447767.md,pmn,https://www.utah.gov/pmn/files/1447767.pdf,ocr,Regular,1066347,1447767
2026-03-17,2026,City Council Workshop Meeting,city-council-workshop-meeting-1447769,minutes/2026/2026-03-17/2026-03-17_city-council-workshop-meeting-1447769.md,pmn,https://www.utah.gov/pmn/files/1447769.pdf,ocr,Workshop,1066345,1447769
2026-04-21,2026,City Council Meeting,city-council-meeting-1447787,minutes/2026/2026-04-21/2026-04-21_city-council-meeting-1447787.md,pmn,https://www.utah.gov/pmn/files/1447787.pdf,ocr,Regular,1074303,1447787
2026-05-19,2026,City Council Meeting,city-council-meeting-1456089,minutes/2026/2026-05-19/2026-05-19_city-council-meeting-1456089.md,pmn,https://www.utah.gov/pmn/files/1456089.pdf,pdf-text,Regular,1081799,1456089
