candidate,office,election_year,filing_date,reporting_period,filing_type,stated_total_contributions,stated_total_expenditures,stated_beginning_balance,stated_ending_balance,itemized_contrib_sum,itemized_expend_sum,reconciles_contrib,reconciles_expend,recon_delta_contrib,recon_delta_expend,self_funded_amount,n_contrib_rows,n_expend_rows,source_filing,document_id,extraction_confidence,notes,filing_regime
Kerry Wayne Gibson,County Commission Seat B,2014,2014-10-28,October 21st - 28th,interim,73445.69,54704.64,13301.58,18741.05,,,,,,,,0,0,raw/wayback/wb20151203045241_Gibson_financials.pdf,wb20151203045241_Gibson_financials,high,"Typed form; RECEIVED stamp OCT 28 2014.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Kerry W. Gibson,County Commissioner Seat B,2014,2015-01-05,"January 5th, 2015 (final report)",final,83955.32,57099.59,18741.05,26855.73,,,,,,,,0,0,raw/wayback/wb20161020003411_KGibson_1.5.15.pdf,wb20161020003411_KGibson_1.5.15,high,"Typed form. Largest county-office filing in the dataset.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Terry Thompson,County Sheriff,2014,2014-10-28,October 21st - 28th,interim,5734.68,6019.85,1469.60,1184.43,,,,,,,,0,0,raw/wayback/wb20160824031246_Thompson_financials.pdf,wb20160824031246_Thompson_financials,high,"Typed form; RECEIVED stamp OCT 28 2014. FILER INCONSISTENCY retained verbatim: lines 1-3 show '-' in the 'Totals from Last Report' column but line 4 shows 1,469.60 there, and 5,555.00+179.68-6,019.85 does not give the printed 1,184.43. Nothing corrected.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Ernest Dee Rowley,Recorder / Surveyor,2014,2014-06-16,June 10th - 17th,interim,18300.52,17107.74,,1192.78,,,,,,,,0,0,raw/wayback/wb20160824031600_Ernest_Rowley_June_Financial.pdf,wb20160824031600_Ernest_Rowley_June_Financial,high,"Typed form; RECEIVED stamp JUN 17 2014, signed 6-16-2014.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Ernest Dee Rowley,Recorder / Surveyor,2014,2014-07-25,July 25th (eliminated in the Primary Election),interim,23031.99,23031.99,,,,,,,,,,0,0,raw/wayback/wb20160824045524_July_Post-Primary_report.pdf,wb20160824045524_July_Post-Primary_report,high,"Typed form. Cumulative column restates the whole cycle (not additive to the June report).  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Terry L. Thompson,Sheriff,2014,2015-01-05,"January 5th, 2015 (final report)",final,37344.51,35930.08,1184.43,1414.43,,,,,,,,0,0,raw/wayback/wb20160824031922_TThompson_1.5.15.pdf,wb20160824031922_TThompson_1.5.15,high,"Typed form; RECEIVED stamp JAN 05 2015. Line-2 'this report' cell left entirely blank (no dash) - recorded blank, not 0. Number-of-contributors line blank.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Chris Allred,Weber County Attorneys Office,2014,2014-10-27,October 21st - 28th,interim,4067.20,4067.20,,,,,,,,,,0,0,raw/wayback/wb20160824031350_Allred_financials.pdf,wb20160824031350_Allred_financials,high,"Typed form. '-' is the filer's own nil marker, retained verbatim; NOT transcribed as 0.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Chris Allred,Weber County Attorneys Office,2014,2015-01-05,"January 5th, 2015 (final report)",final,4067.20,4067.20,,,,,,,,,,0,0,raw/wayback/wb20160824055025_CAllred_1.5.15.pdf,wb20160824055025_CAllred_1.5.15,high,"Final report; report-type box circled in ink. '-' is the filer's nil marker, retained verbatim.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Leann Kilts,Weber County Recorder/Surveyor,2014,2014-06-17,June 10th - 17th,interim,11826.56,11826.56,,0.00,,,,,,,,0,0,raw/wayback/wb20160824033824_Leann_Kilts_June_Financials.pdf,wb20160824033824_Leann_Kilts_June_Financials,high,"Typed form; RECEIVED stamp JUN 17 2014.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Leann Kilts,Weber County Recorder/Surveyor,2014,2014-10-27,October 21st - 28th,interim,13926.56,12614.28,0.00,1312.28,,,,,,,,0,0,raw/wayback/wb20160824031533_Kilts_financials.pdf,wb20160824031533_Kilts_financials,high,"Typed form; number-of-contributors line left blank on this report (it is 9 on the June report). RECEIVED stamp OCT 27 2014.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Leann Kilts,Weber County Recorder/Surveyor,2014,2014-12-31,"January 5th, 2015 (final report)",final,13926.56,12614.28,1312.28,1312.28,,,,,,,,0,0,raw/wayback/wb20160824045532_LKilts_1.5.15.pdf,wb20160824045532_LKilts_1.5.15,high,"Typed form; signed Dec 31, 2014, RECEIVED stamp JAN 02 2015. The 'Totals for This Report' column is struck through by hand on every line (nothing new to report); the line-2 cumulative carries the filer's handwritten annotation '* from June'.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Jared B. Erickson,Weber County Treasurer,2014,2014-10-27,,,4069.03,3346.09,,722.94,,,,,,,,0,0,raw/wayback/wb20160824082904_Erickson_Financials.pdf,wb20160824082904_Erickson_Financials,high,"NO report-type box is checked - honest blank, not inferred. Signed 'Oct 27, 2014'. Contributor count 3 here vs 1 on the 11/7/14 report - both retained verbatim.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Jared B. Erickson,Weber County Treasurer,2014,2014-11-07,,,4069.09,4069.09,722.94,,,,,,,,,0,0,raw/wayback/wb20160824033548_JErickson_1.5.15.pdf,wb20160824033548_JErickson_1.5.15,high,"NO report-type box is checked on this form - honest blank, not inferred (dated 11/7/14, i.e. after the general election). This 2014 form variant omits the August 31st school-board line.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
John B. Bond,Weber County Treasurer,2014,2014-10-24,October 21st - 28th,interim,10098.13,10098.13,0.00,0.00,,,,,,,,0,0,raw/wayback/wb20160824033528_Bond_financial.pdf,wb20160824033528_Bond_financial,high,"Typed form, checkbox hand-ticked; RECEIVED stamp OCT 27 2014, hand-dated 10/24/14.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
John B. Bond,Weber County Treasurer,2014,2014-12-31,"January 5th, 2015 (final report)",final,10098.13,10098.13,0.00,0.00,,,,,,,,0,0,raw/wayback/wb20160824045511_JBond_1.5.15.pdf,wb20160824045511_JBond_1.5.15,high,"Typed form; dated 12/31/2014.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Neil Hansen,clerk/auditor,2014,2014-10-27,,,722.22,722.22,0,0,,,,,,,,0,0,raw/wayback/wb20160824043247_Hansen_financials.pdf,wb20160824043247_Hansen_financials,medium,"HANDWRITTEN form; NO report-type box is checked (honest blank, not inferred). RECEIVED stamp OCT 27 2014. Line-1 'Totals for This Report' cell was written over a scribbled-out earlier figure with 722.22 written above it - read as 722.22 at medium confidence; the cumulative cell reads 722.22 clearly. Office written lower-case 'clerk/auditor'.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
JAMES H HARVEY,WEBER COUNTY COMMISSONER,2016,2016-06-20,June 14th - 21st,interim,45628.87,45053.32,,575.55,,,,,,,,0,0,raw/wayback/wb20160824031502_16June_Harvey_Commission.pdf,wb20160824031502_16June_Harvey_Commission,high,"2016 3-line form variant. Signed '20 June 2016'. Office spelled 'COMMISSONER' by the filer - verbatim.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
JAMES H HARVEY,WEBER COUNTY COMMISSONER,2016,2016-10-31,,,58639.45,56420.94,,2218.51,,,,,,,,0,0,raw/archives/2016_combined_7e3a53_2e3f405d.pdf,2016_combined_7e3a53_2e3f405d#p14,high,"2016 3-line form variant, read from p14 of the 2016 consolidated archive PDF. NO report-type box checked (honest blank). Signed '31 OCTOBER 2016'; RECEIVED stamp NOV 1 2016. Office spelled 'COMMISSONER' by the filer - verbatim. NOTE: index.csv also carries a standalone Wayback copy of this same 2016-10-31 filing (document_id wb20190828041319_harvey_commission) - two channels, one filing; do not add the two together.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
JAMES H HARVEY,WEBER COUNTY COMMISSONER,2016,2016-10-31,,,58639.45,56420.94,,2218.51,,,,,,,,0,0,raw/wayback/wb20190828041319_harvey_commission.pdf,wb20190828041319_harvey_commission,high,"WAYBACK per-candidate copy of the SAME 2016-10-31 filing that also sits at pp14-21 of the 2016 consolidated archive PDF (cache 8876cae9). Values transcribed independently and match exactly. TWO CHANNELS, ONE FILING - a cycle rollup must not add both.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Caitlin K. Gochnour,Weber County Commissioner Seat C,2016,2016-06-16,,,32162.25,32769.16,,-606.91,,,,,,,,0,0,raw/wayback/wb20160824043243_16June_Gochnour_Commission.pdf,wb20160824043243_16June_Gochnour_Commission,high,"2016 FORM VARIANT - only THREE summary lines (contributions from ALL donors / expenditures / ending balance); the >$50 vs <=$50 split of the 2012-2014 form is gone, so contrib_gt50/contrib_le50 do not exist on this filing. Form is UNSIGNED and UNDATED and NO report-type box is checked (honest blanks). index.csv assigns filing date 2016-06-16 from the portal/channel, not from the form.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Caitlin K. Gochnour,Weber County Commissioner Seat C,2016,2016-07-15,July 28th (eliminated in the Primary Election),interim,35662.25,34320.16,-606.91,1342.09,,,,,,,,0,0,raw/wayback/wb20160824045455_16July_Gochnour_Commission.pdf,wb20160824045455_16July_Gochnour_Commission,high,"2016 3-line form variant. UNSIGNED and UNDATED on its face (index.csv date 2016-07-15 comes from the channel, not the form).  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Ricky D. Hatch,Clerk/Auditor,2018,2019-01-04,"January 7th, 2019 (final report)",final,3450.93,3154.30,266.63,296.63,,,,,,,,0,0,raw/archives/2018_combined_7e3a53_1c487f91.pdf,2018_combined_7e3a53_1c487f91#p20,high,"Typed 2018 3-line form; RECEIVED stamp JAN 04 2019. The 'last report' column continues this filer's 2014 closing figure (3,420.93) - an officeholder account carried across cycles.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Gage Froerer,County Commission Seat A,2018,2019-01-06,"January 7th, 2019 (final report)",final,73634.00,70017.23,9976.05,7815.05,,,,,,,,0,0,raw/archives/2018_combined_7e3a53_1c487f91.pdf,2018_combined_7e3a53_1c487f91#p8,medium,"HANDWRITTEN on the 2018 3-line form (read from p8 of the 2018 consolidated archive PDF); RECEIVED stamp JAN 04 2019, signed 01/06/19 (the signature date is AFTER the clerk stamp - filer/clerk inconsistency, retained). Line-1 'last report' cell is written without cents ('73,234') - transcribed exactly as written, medium confidence. Column arithmetic is internally consistent (73,234+400=73,634; 400-2,561=-2,161; 9,976.05-2,161=7,815.05); contributions minus expenditures does NOT equal the balance because the filer carried an opening balance - not corrected.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Scott K Jenkins,County Commissioner Seat B,2018,2018-12-30,"January 7th, 2019 (final report)",final,11426.61,9203.52,2918.09,2223.09,,,,,,,,0,0,raw/archives/2018_combined_7e3a53_1c487f91.pdf,2018_combined_7e3a53_1c487f91#p24,high,"HANDWRITTEN 2018 3-line form (p24 of the 2018 archive). Line-1 'this report' written as '-0' - kept verbatim. Line-4 'this report' is written 695.00 as a positive though the balance DECREASES by that amount (2,918.09 -> 2,223.09); the filer's sign convention, retained.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
Ryan Arbon,Sheriff,2018,2018-11-30,"January 7th, 2019 (final report)",final,20720.50,17639.72,3080.78,3080.78,,,,,,,,0,0,raw/archives/2018_combined_7e3a53_1c487f91.pdf,2018_combined_7e3a53_1c487f91#p2,high,"Typed 2018 3-line form; the January-final box is ticked but the form is signed 11/30/18 and the clerk RECEIVED stamp is NOV 30 2018. Filer label/date conflict retained verbatim. This is the whole of the 2018 filing (a single page in the archive).  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
John E. Ulibarri,Assessor,2020,2020-12-10,October 20 - Oct 27,interim,636.46,636.46,,,,,,,,,,0,0,raw/archives/2020_combined_7e3a53_f03540b9.pdf,2020_combined_7e3a53_f03540b9#p19,high,"Typed 2020 3-line form. FILER LABEL CONFLICT retained: the 'October 20 - Oct 27' box is ticked but the form is signed 'December 10, 2020'.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
JAMES HARRISON HARVEY,Commission Seat # C.,2020,2021-01-05,October 20 - Oct 27,interim,28610.05,21218.46,,7391.59,,,,,,,,0,0,raw/archives/2020_combined_7e3a53_f03540b9.pdf,2020_combined_7e3a53_f03540b9#p14,high,"HANDWRITTEN 2020 3-line form. TWO FILER ERRORS retained verbatim: (a) the 'October 20 - Oct 27' box is ticked but the clerk RECEIVED stamp is JAN 05 2021, i.e. this is the January final report; (b) the signature is dated '5 Jan 2020' / '1/5/20' - a year typo for 2021. index.csv carries 2021-01-05 (the stamp). Nothing corrected.  REGIME: this form is CUMULATIVE (its third column is literally 'Cumulative Total'), so a candidate-cycle total is the LATEST non-superseded report, never a sum of the filings.  stated_* are the CUMULATIVE column; stated_beginning_balance is the ending-balance figure in the 'Totals from Last Report' column.  itemized rows NOT transcribed (cover-page totals tranche) — reconciles_* are blank/unknown, never False.",cumulative
