date,year,title,slug,path,source,source_url,format
2020-12-09,2020,City Council Meeting - Regular Agenda,city-council-meeting-regular,minutes/2020/2020-12-07/2020-12-09_city-council-meeting-regular.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=927,plainText=true)",text
2021-01-13,2021,City Council Meeting - Regular Agenda,city-council-meeting-regular,minutes/2021/2021-01-11/2021-01-13_city-council-meeting-regular.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=939,plainText=true)",text
2021-01-27,2021,City Council Meeting - Regular Agenda,city-council-meeting-regular,minutes/2021/2021-01-25/2021-01-27_city-council-meeting-regular.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=948,plainText=true)",text
2021-02-10,2021,City Council Meeting - Regular Agenda,city-council-meeting-regular,minutes/2021/2021-02-08/2021-02-10_city-council-meeting-regular.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=954,plainText=true)",text
2021-03-12,2021,City Council Meeting - Planning Retreat,city-council-meeting-planning-retreat,minutes/2021/2021-03-08/2021-03-12_city-council-meeting-planning-retreat.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=964,plainText=true)",text
2021-03-24,2021,City Council Meeting - Regular Agenda,city-council-meeting-regular,minutes/2021/2021-03-22/2021-03-24_city-council-meeting-regular.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=967,plainText=true)",text
2021-04-14,2021,City Council Meeting - Regular Agenda,city-council-meeting-regular,minutes/2021/2021-04-12/2021-04-14_city-council-meeting-regular.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=969,plainText=true)",text
2021-04-28,2021,City Council Meeting - Regular Agenda,city-council-meeting-regular,minutes/2021/2021-04-26/2021-04-28_city-council-meeting-regular.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=979,plainText=true)",text
2021-05-10,2021,City Council Meeting - Special Session,city-council-special-session,minutes/2021/2021-05-10/2021-05-10_city-council-special-session.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=983,plainText=true)",text
2021-05-12,2021,City Council Meeting - Regular Agenda,city-council-meeting-regular,minutes/2021/2021-05-10/2021-05-12_city-council-meeting-regular.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=985,plainText=true)",text
2021-05-26,2021,City Council Meeting - Regular Agenda,city-council-meeting-regular,minutes/2021/2021-05-24/2021-05-26_city-council-meeting-regular.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=993,plainText=true)",text
2021-06-09,2021,Joint and Regular City Council Meeting - Agenda,joint-and-regular-city-council-meeting,minutes/2021/2021-06-07/2021-06-09_joint-and-regular-city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1001,plainText=true)",text
2021-06-23,2021,City Council Meeting - Regular Agenda,city-council-meeting-regular,minutes/2021/2021-06-21/2021-06-23_city-council-meeting-regular.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1006,plainText=true)",text
2021-07-14,2021,City Council Meeting - Agenda,city-council-meeting,minutes/2021/2021-07-12/2021-07-14_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1014,plainText=true)",text
2021-07-28,2021,City Council Meeting - Agenda,city-council-meeting,minutes/2021/2021-07-26/2021-07-28_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1018,plainText=true)",text
2021-08-11,2021,City Council Meeting - Regular Agenda,city-council-meeting-regular,minutes/2021/2021-08-09/2021-08-11_city-council-meeting-regular.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1027,plainText=true)",text
2021-08-25,2021,City Council Meeting - Regular Agenda,city-council-meeting-regular,minutes/2021/2021-08-23/2021-08-25_city-council-meeting-regular.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1036,plainText=true)",text
2021-09-08,2021,City Council Meeting - Regular Agenda,city-council-meeting-regular,minutes/2021/2021-09-06/2021-09-08_city-council-meeting-regular.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1032,plainText=true)",text
2021-09-22,2021,City Council Meeting,city-council-meeting,minutes/2021/2021-09-20/2021-09-22_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1044,plainText=true)",text
2021-10-13,2021,City Council Meeting - Agenda,city-council-meeting,minutes/2021/2021-10-11/2021-10-13_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1047,plainText=true)",text
2021-10-27,2021,City Council - Regular Agenda,city-council-regular,minutes/2021/2021-10-25/2021-10-27_city-council-regular.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1057,plainText=true)",text
2021-11-10,2021,City Council Meeting,city-council-meeting,minutes/2021/2021-11-08/2021-11-10_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1062,plainText=true)",text
2021-11-16,2021,City Council Meeting - Special Session,city-council-special-session,minutes/2021/2021-11-15/2021-11-16_city-council-special-session.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1066,plainText=true)",text
2021-12-01,2021,City Council - Special Session,city-council-special-session,minutes/2021/2021-11-29/2021-12-01_city-council-special-session.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1073,plainText=true)",text
2021-12-08,2021,City Council - Regular Agenda,city-council-regular,minutes/2021/2021-12-06/2021-12-08_city-council-regular.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1075,plainText=true)",text
2021-12-30,2021,City Council Meeting - Special Session,city-council-special-session,minutes/2021/2021-12-27/2021-12-30_city-council-special-session.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1078,plainText=true)",text
2022-01-12,2022,City Council - Regular Agenda,city-council-regular,minutes/2022/2022-01-10/2022-01-12_city-council-regular.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1083,plainText=true)",text
2022-01-26,2022,City Council Meeting - Regular Agenda,city-council-meeting-regular,minutes/2022/2022-01-24/2022-01-26_city-council-meeting-regular.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1087,plainText=true)",text
2022-02-09,2022,City Council Meeting - Regular Agenda,city-council-meeting-regular,minutes/2022/2022-02-07/2022-02-09_city-council-meeting-regular.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1093,plainText=true)",text
2022-02-23,2022,City Council Meeting - Regular Agenda,city-council-meeting-regular,minutes/2022/2022-02-21/2022-02-23_city-council-meeting-regular.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1098,plainText=true)",text
2022-02-25,2022,City Council Planning Retreat,city-council-planning-retreat,minutes/2022/2022-02-21/2022-02-25_city-council-planning-retreat.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1103,plainText=true)",text
2022-03-09,2022,City Council Meeting,city-council-meeting,minutes/2022/2022-03-07/2022-03-09_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1107,plainText=true)",text
2022-03-23,2022,City Council Meeting,city-council-meeting,minutes/2022/2022-03-21/2022-03-23_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1113,plainText=true)",text
2022-04-13,2022,City Council Meeting,city-council-meeting,minutes/2022/2022-04-11/2022-04-13_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1121,plainText=true)",text
2022-04-27,2022,City Council Meeting - Amended Agenda,city-council-meeting,minutes/2022/2022-04-25/2022-04-27_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1127,plainText=true)",text
2022-05-06,2022,City Council - Executive Luncheon,city-council-executive-luncheon,minutes/2022/2022-05-02/2022-05-06_city-council-executive-luncheon.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1132,plainText=true)",text
2022-05-11,2022,City Council Meeting,city-council-meeting,minutes/2022/2022-05-09/2022-05-11_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1138,plainText=true)",text
2022-05-25,2022,City Council Meeting,city-council-meeting,minutes/2022/2022-05-23/2022-05-25_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1144,plainText=true)",text
2022-06-15,2022,City Council Meeting - Special Session,city-council-special-session,minutes/2022/2022-06-13/2022-06-15_city-council-special-session.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1154,plainText=true)",text
2022-06-29,2022,City Council Special Session,city-council-special-session,minutes/2022/2022-06-27/2022-06-29_city-council-special-session.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1158,plainText=true)",text
2022-07-13,2022,City Council Meeting,city-council-meeting,minutes/2022/2022-07-11/2022-07-13_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1164,plainText=true)",text
2022-07-15,2022,City Council Work Session,city-council-work-session,minutes/2022/2022-07-11/2022-07-15_city-council-work-session.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1171,plainText=true)",text
2022-07-27,2022,City Council Meeting,city-council-meeting,minutes/2022/2022-07-25/2022-07-27_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1175,plainText=true)",text
2022-08-10,2022,City Council,city-council-meeting,minutes/2022/2022-08-08/2022-08-10_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1181,plainText=true)",text
2022-08-24,2022,City Council Meeting,city-council-meeting,minutes/2022/2022-08-22/2022-08-24_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1185,plainText=true)",text
2022-09-14,2022,City Council Meeting,city-council-meeting,minutes/2022/2022-09-12/2022-09-14_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1193,plainText=true)",text
2022-09-28,2022,City Council Meeting,city-council-meeting,minutes/2022/2022-09-26/2022-09-28_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1199,plainText=true)",text
2022-10-12,2022,City Council Meeting,city-council-meeting,minutes/2022/2022-10-10/2022-10-12_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1202,plainText=true)",text
2022-10-26,2022,City Council Meeting - Joint Work and Regular Session,city-council-meeting-joint-work-and-regular-session,minutes/2022/2022-10-24/2022-10-26_city-council-meeting-joint-work-and-regular-session.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1207,plainText=true)",text
2022-11-09,2022,City Council Meeting,city-council-meeting,minutes/2022/2022-11-07/2022-11-09_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1212,plainText=true)",text
2022-12-14,2022,City Council Meeting,city-council-meeting,minutes/2022/2022-12-12/2022-12-14_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1222,plainText=true)",text
2023-01-11,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-01-09/2023-01-11_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1231,plainText=true)",text
2023-01-25,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-01-23/2023-01-25_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1233,plainText=true)",text
2023-02-08,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-02-06/2023-02-08_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1244,plainText=true)",text
2023-02-09,2023,City Council Meeting - Planning Retreat,city-council-meeting-planning-retreat,minutes/2023/2023-02-06/2023-02-09_city-council-meeting-planning-retreat.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2093,plainText=true)",text
2023-02-22,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-02-20/2023-02-22_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1253,plainText=true)",text
2023-03-08,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-03-06/2023-03-08_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1261,plainText=true)",text
2023-03-22,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-03-20/2023-03-22_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1266,plainText=true)",text
2023-04-12,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-04-10/2023-04-12_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1270,plainText=true)",text
2023-04-26,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-04-24/2023-04-26_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1282,plainText=true)",text
2023-04-27,2023,City Council Special Session,city-council-special-session,minutes/2023/2023-04-24/2023-04-27_city-council-special-session.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1286,plainText=true)",text
2023-05-24,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-05-22/2023-05-24_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1297,plainText=true)",text
2023-06-14,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-06-12/2023-06-14_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1311,plainText=true)",text
2023-06-27,2023,City Council Town Hall Meeting,city-council-town-hall-meeting,minutes/2023/2023-06-26/2023-06-27_city-council-town-hall-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1319,plainText=true)",text
2023-06-28,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-06-26/2023-06-28_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1313,plainText=true)",text
2023-07-12,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-07-10/2023-07-12_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1321,plainText=true)",text
2023-07-26,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-07-24/2023-07-26_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1328,plainText=true)",text
2023-08-09,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-08-07/2023-08-09_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1335,plainText=true)",text
2023-08-30,2023,City Council Special Session,city-council-special-session,minutes/2023/2023-08-28/2023-08-30_city-council-special-session.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1345,plainText=false)",text
2023-09-13,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-09-11/2023-09-13_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1349,plainText=true)",text
2023-09-27,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-09-25/2023-09-27_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2084,plainText=false)",text
2023-10-11,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-10-09/2023-10-11_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1356,plainText=false)",text
2023-10-23,2023,City Council Special Session,city-council-special-session,minutes/2023/2023-10-23/2023-10-23_city-council-special-session.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1370,plainText=false)",text
2023-10-25,2023,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2023/2023-10-23/2023-10-25_city-council-meeting.md,civicclerk,https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1375,plainText=false),text
2023-11-08,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-11-06/2023-11-08_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1412,plainText=false)",text
2023-12-06,2023,City Council Special Session,city-council-special-session,minutes/2023/2023-12-04/2023-12-06_city-council-special-session.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1529,plainText=false)",text
2023-12-13,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-12-11/2023-12-13_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1413,plainText=false)",text
2023-12-27,2023,City Council Meeting - Special Session,city-council-meeting-special-session,minutes/2023/2023-12-25/2023-12-27_city-council-meeting-special-session.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1416,plainText=true)",text
2024-01-10,2024,City Council Meeting,city-council-meeting,minutes/2024/2024-01-08/2024-01-10_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1685,plainText=true)",text
2024-01-24,2024,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2024/2024-01-22/2024-01-24_city-council-meeting.md,civicclerk,https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1449,plainText=false),text
2024-02-21,2024,City Council Special Session,city-council-special-session,meeting_minutes/minutes/2024/2024-02-19/2024-02-21_city-council-special-session.md,civicclerk,https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1530,plainText=false),text
2024-03-13,2024,City Council Meeting,city-council-meeting,minutes/2024/2024-03-11/2024-03-13_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1709,plainText=true)",text
2024-03-27,2024,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2024/2024-03-25/2024-03-27_city-council-meeting.md,civicclerk,https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1710,plainText=false),text
2024-04-10,2024,City Council Meeting,city-council-meeting,minutes/2024/2024-04-08/2024-04-10_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1624,plainText=false)",text
2024-04-24,2024,City Council Meeting,city-council-meeting,minutes/2024/2024-04-22/2024-04-24_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1647,plainText=false)",text
2024-05-07,2024,City Council Joint Special Session,city-council-joint-special-session,minutes/2024/2024-05-06/2024-05-07_city-council-joint-special-session.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1773,plainText=false)",text
2024-05-08,2024,City Council Meeting,city-council-meeting,minutes/2024/2024-05-06/2024-05-08_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1695,plainText=true)",text
2024-05-22,2024,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2024/2024-05-20/2024-05-22_city-council-meeting.md,civicclerk,https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1940,plainText=false),text
2024-06-14,2024,Special Session,special-session,minutes/2024/2024-06-10/2024-06-14_special-session.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1755,plainText=false)",text
2024-06-26,2024,City Council Meeting,city-council-meeting,minutes/2024/2024-06-24/2024-06-26_city-council-meeting.md,civicclerk,"https://vineyardut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1785,plainText=true)",text
