year,election_type,office,district,contest,precinct,candidate,votes,suppressed
2009,municipal primary,Mayor,,Bluffdale City Mayor,3804,KIM E. FULLER,44,False
2009,municipal primary,Mayor,,Bluffdale City Mayor,3804,BRUCE KARTCHNER,17,False
2009,municipal primary,Mayor,,Bluffdale City Mayor,3804,WAYNE M. MORTIMER,29,False
2009,municipal primary,Mayor,,Bluffdale City Mayor,3804,DERK P. TIMOTHY,35,False
2009,municipal primary,Mayor,,Bluffdale City Mayor,3805,CLAUDIA ANDERSON,13,False
2009,municipal primary,Mayor,,Bluffdale City Mayor,3805,KIM E. FULLER,19,False
2009,municipal primary,Mayor,,Bluffdale City Mayor,3805,BRUCE KARTCHNER,106,False
2009,municipal primary,Mayor,,Bluffdale City Mayor,3805,WAYNE M. MORTIMER,8,False
2009,municipal primary,Mayor,,Bluffdale City Mayor,3805,DERK P. TIMOTHY,21,False
2009,municipal primary,Mayor,,Bluffdale City Mayor,3806,CLAUDIA ANDERSON,38,False
2009,municipal primary,Mayor,,Bluffdale City Mayor,3806,KIM E. FULLER,22,False
2009,municipal primary,Mayor,,Bluffdale City Mayor,3806,BRUCE KARTCHNER,17,False
2009,municipal primary,Mayor,,Bluffdale City Mayor,3806,WAYNE M. MORTIMER,24,False
2009,municipal primary,Mayor,,Bluffdale City Mayor,3806,DERK P. TIMOTHY,29,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF001,C. NICK BERRY,24,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF001,CRAIG L. BRIGGS,37,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF001,TROY E. CHISHOLM,71,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF001,BRUCE M. KARTCHNER,117,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF001,TY NIELSEN,61,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF001,HEATHER PEHRSON,102,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF001,Write-in,1,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF002,C. NICK BERRY,25,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF002,CRAIG L. BRIGGS,34,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF002,TROY E. CHISHOLM,43,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF002,BRUCE M. KARTCHNER,49,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF002,TY NIELSEN,24,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF002,HEATHER PEHRSON,81,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF002,Write-in,2,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF003,C. NICK BERRY,41,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF003,CRAIG L. BRIGGS,43,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF003,TROY E. CHISHOLM,49,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF003,BRUCE M. KARTCHNER,54,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF003,TY NIELSEN,24,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF003,HEATHER PEHRSON,101,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF003,Write-in,4,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF004,C. NICK BERRY,63,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF004,CRAIG L. BRIGGS,107,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF004,TROY E. CHISHOLM,72,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF004,BRUCE M. KARTCHNER,90,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF004,TY NIELSEN,96,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF004,HEATHER PEHRSON,156,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF004,Write-in,5,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF005,C. NICK BERRY,31,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF005,CRAIG L. BRIGGS,41,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF005,TROY E. CHISHOLM,37,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF005,BRUCE M. KARTCHNER,52,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF005,TY NIELSEN,79,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF005,HEATHER PEHRSON,93,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF005,Write-in,1,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF006,C. NICK BERRY,152,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF006,CRAIG L. BRIGGS,96,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF006,TROY E. CHISHOLM,64,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF006,BRUCE M. KARTCHNER,97,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF006,TY NIELSEN,82,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF006,HEATHER PEHRSON,263,False
2011,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF006,Write-in,8,False
2013,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF001,WILLIAM UNDERWOOD,135,False
2013,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF001,JUSTIN WESTWOOD,181,False
2013,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF001,ALAN JACKSON,229,False
2013,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF001,Write-in,3,False
2013,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF003,WILLIAM UNDERWOOD,137,False
2013,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF003,JUSTIN WESTWOOD,181,False
2013,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF003,ALAN JACKSON,182,False
2013,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF003,Write-in,1,False
2013,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF004,WILLIAM UNDERWOOD,141,False
2013,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF004,JUSTIN WESTWOOD,179,False
2013,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF004,ALAN JACKSON,235,False
2013,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF004,Write-in,2,False
2013,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF005,WILLIAM UNDERWOOD,7,False
2013,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF005,JUSTIN WESTWOOD,5,False
2013,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF005,ALAN JACKSON,5,False
2013,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF005,Write-in,0,False
2013,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF006,WILLIAM UNDERWOOD,169,False
2013,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF006,JUSTIN WESTWOOD,247,False
2013,municipal general,Council,At-Large,Bluffdale City Council At-Large,BLF006,ALAN JACKSON,221,False
