week_ending,period_start,n_comments,n_meetings,n_motions,n_contested,meeting_types
2022-10-25,2022-10-19,0,1,1,0,metro township council meeting 913493
2022-11-15,2022-11-09,0,1,8,0,metro township council meeting 950385
2022-12-20,2022-12-14,0,1,8,0,metro township council meeting 950383
2023-01-24,2023-01-18,0,1,1,0,metro township council meeting 950381
2023-02-28,2023-02-22,0,1,3,0,metro township council meeting 960501
2023-03-28,2023-03-22,0,1,0,0,metro township council meeting 971311
2023-04-18,2023-04-12,0,1,1,0,metro township council meeting 971313
2023-04-25,2023-04-19,0,1,5,0,metro township council meeting 994829
2023-05-23,2023-05-17,0,1,4,0,metro township council meeting 994825
2023-06-06,2023-05-31,0,1,2,0,metro township council meeting 1105987
2023-06-27,2023-06-21,0,1,4,0,metro township council meeting 1105989
2023-07-25,2023-07-19,0,1,2,0,metro township council meeting 1105991
2023-08-22,2023-08-16,0,1,3,1,metro township council meeting 1025641
2023-10-24,2023-10-18,0,1,5,1,metro township council meeting 1105999
2023-11-28,2023-11-22,0,1,6,0,metro township council meeting 1106001
2023-12-12,2023-12-06,0,1,7,0,metro township council meeting 1106003
2024-01-23,2024-01-17,0,1,1,0,metro township council meeting 1113457
2024-02-27,2024-02-21,0,3,1,0,metro township council meeting 1113459; metro township council meeting 1163111; metro township council special meeting 1161751
2024-03-26,2024-03-20,0,1,4,0,metro township council meeting 1127507
2024-04-23,2024-04-17,0,1,2,0,metro township council meeting 1161753
2024-06-25,2024-06-19,0,1,1,0,city council meeting 1150765
2024-07-30,2024-07-24,0,1,5,0,city council meeting 1239935
2024-09-24,2024-09-18,0,1,2,0,city council meeting 1299785
2024-11-19,2024-11-13,0,1,4,0,city council meeting 1316879
2025-01-28,2025-01-22,0,1,0,0,city council meeting 1254241
2025-05-27,2025-05-21,0,2,11,0,city council meeting 1290727; city council workshop meeting 1290725
2025-06-24,2025-06-18,0,2,3,0,city council meeting 1299781; city council workshop meeting 1299783
2025-08-26,2025-08-20,0,1,9,0,city council meeting 1327179
2025-10-28,2025-10-22,0,1,4,0,city council meeting 1351357
2025-11-18,2025-11-12,0,2,9,0,board of canvassers meeting 1366129; city council meeting 1366127
2025-12-16,2025-12-10,0,1,10,0,city council meeting 1381791
2026-01-20,2026-01-14,0,1,5,0,city council meeting 1392217
2026-02-17,2026-02-11,0,1,5,0,city council meeting 1408383
2026-03-17,2026-03-11,0,2,5,0,city council meeting 1447767; city council workshop meeting 1447769
2026-04-21,2026-04-15,0,1,1,0,city council meeting 1447787
2026-05-19,2026-05-13,0,1,4,0,city council meeting 1456089
