date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,content_length_bytes,size_mb,stored_locally,cancelled,doc_class,fetch_status,sha256,text_path,text_chars
2022-09-12,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_09122022-22?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,128569,0.13,no,,,,,,
2022-09-21,Civilian Review Board - Notice of Quorum,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_09212022-28?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,39926,0.04,no,,,,,,
2022-10-03,Civilian Review Board Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_10032022-31?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,80829,0.08,no,,,,,,
2022-11-07,Civilian Review Board Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_11072022-42?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,131075,0.13,no,,,,,,
2022-12-05,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_12052022-50?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,2518,0.0,no,,,,,,
2022-12-12,Civilian Review Board Special Meeting,CRB,special,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_12122022-51?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,129331,0.13,no,,,,,,
2022-12-14,Civilian Review Board - Notice of Quorum,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_12142022-55?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,44487,0.04,no,,,,,,
2023-01-09,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_01092023-59?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,134261,0.13,no,,,,,,
2023-02-06,Civilian Review Board Agenda for 2/6/2023,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02062023-114?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,153131,0.15,no,,,,,,
2023-03-06,Civilian Review Board Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_03062023-136?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,180927,0.18,no,,,,,,
2023-04-03,Canceled - Civilian Review Board Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_04032023-141?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,135402,0.14,no,yes,,,,,
2023-04-10,Civilian Review Board Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_04102023-145?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,135813,0.14,no,,,,,,
2023-05-01,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_05012023-150?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,136323,0.14,no,,,,,,
2023-05-04,Civilian Review Board - Notice of Quorum,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_05042023-151?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,23862,0.02,no,,,,,,
2023-06-12,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_06122023-164?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,140696,0.14,no,,,,,,
2023-07-10,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_07102023-169?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,56320,0.06,no,,,,,,
2023-08-07,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_08072023-177?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,195741,0.2,no,,,,,,
2023-09-11,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_09112023-184?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,195863,0.2,no,,,,,,
2023-10-02,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_10022023-190?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,196593,0.2,no,,,,,,
2023-10-16,Civilian Review Board Special Meeting,CRB,special,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_10162023-196?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,195400,0.2,no,,,,,,
2023-11-06,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_11062023-202?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,196009,0.2,no,,,,,,
2023-12-04,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_12042023-208?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,162307,0.16,no,,,,,,
2024-01-08,Civilian Review Board Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_01082024-217?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,854422,0.85,no,,,,,,
2024-02-05,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02052024-228?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,205481,0.21,no,,,,,,
2024-03-04,Civilian Review Board Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_03042024-239?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,119125,0.12,no,,,,,,
2024-04-08,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_04082024-250?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,104953,0.1,no,,,,,,
2024-05-06,Civilian Review Board Regular Meeting (PDF),CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_05062024-258?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,106677,0.11,no,,,,,,
2024-05-20,Civilian Review Board Special Meeting,CRB,special,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_05202024-263?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,103840,0.1,no,,,,,,
2024-06-03,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_06032024-269?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,340509,0.34,no,,,,,,
2024-07-01,Civilian Review Board Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_07012024-277?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,501085,0.5,no,,,,,,
2024-08-05,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_08052024-286?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,503806,0.5,no,,,,,,
2024-09-09,Civilian Review Board Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_09092024-297?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,203550,0.2,no,,,,,,
2024-10-07,Civilian Review Board Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_10072024-304?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,142069,0.14,no,,,,,,
2024-11-04,Civilian Review Board Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_11042024-310?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,228206,0.23,no,,,,,,
2024-12-02,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_12022024-316?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,612410,0.61,no,,,,,,
2025-01-06,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_01062025-319?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,197264,0.2,no,,,,,,
2025-02-03,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02032025-326?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,513484,0.51,no,,,,,,
2025-03-03,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_03032025-334?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,527914,0.53,no,,,,,,
2025-03-24,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_03242025-339?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,154201,0.15,no,,,,,,
2025-04-07,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_04072025-345?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,154059,0.15,no,,,,,,
2025-05-05,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_05052025-350?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,667899,0.67,no,,,,,,
2025-06-02,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_06022025-358?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,154544,0.15,no,,,,,,
2025-07-07,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_07072025-365?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,153966,0.15,no,,,,,,
2025-08-04,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_08042025-374?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,154729,0.15,no,,,,,,
2025-09-08,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_09082025-381?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,625014,0.63,no,,,,,,
2025-10-06,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_10062025-386?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,185721,0.19,no,,,,,,
2025-11-03,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_11032025-392?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,185813,0.19,no,,,,,,
2025-12-01,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_12012025-399?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,157691,0.16,no,,,,,,
2026-01-01,2026 Civilian Review Board Meeting Schedule,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_01012026-401?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,121357,0.12,no,,,,,,
2026-01-05,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_01052026-405?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,154972,0.15,no,,,,,,
2026-02-02,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02022026-412?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,154359,0.15,no,,,,,,
2026-03-02,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_03022026-420?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,2025673,2.03,no,,,,,,
2026-04-06,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_04062026-427?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,155193,0.16,no,,,,,,
2026-05-04,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_05042026-433?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,155291,0.16,no,,,,,,
2026-06-01,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_06012026-439?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,154604,0.15,no,,,,,,
2026-07-06,Civilian Review Board Regular Meeting,CRB,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_07062026-451?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,1336704,1.34,no,,,,,,
2022-01-12,City Council Regular Meeting Agenda (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_01122022-82?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,1317082,1.32,no,,,,,,
2022-01-12,City Council Work Meeting Agenda (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_01122022-83?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,652878,0.65,no,,,,,,
2022-01-26,City Council Regular Meeting Agenda (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_01262022-84?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,3391313,3.39,no,,,,,,
2022-01-26,City Council Work Meeting Agenda (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_01262022-85?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,629295,0.63,no,,,,,,
2022-02-09,City Council Regular Meeting Agenda (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02092022-64?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,7369342,7.37,no,,,,,,
2022-02-09,City Council Work Meeting Agenda (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02092022-65?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,3925229,3.93,no,,,,,,
2022-02-23,City Council Regular Meeting Agenda (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02232022-66?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,5905381,5.91,no,,,,,,
2022-02-23,City Council Work Meeting Agenda (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02232022-67?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,10154773,10.15,no,,,,,,
2022-03-09,City Council Regular Meeting Agenda (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_03092022-68?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,20711833,20.71,no,,,,,,
2022-03-09,City Council Work Meeting Agenda (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_03092022-69?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,10273206,10.27,no,,,,,,
2022-03-23,City Council Regular Meeting Agenda (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_03232022-70?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,63679661,63.68,no,,,,,,
2022-04-13,City Council Regular Meeting Agenda (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_04132022-71?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,79411265,79.41,no,,,,,,
2022-04-27,City Council Regular Meeting Agenda (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_04272022-72?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,19144980,19.14,no,,,,,,
2022-05-11,City Council Regular Meeting Agenda (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_05112022-73?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,20305526,20.31,no,,,,,,
2022-05-11,City Council Work Meeting Agenda (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_05112022-74?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,1024938,1.02,no,,,,,,
2022-05-25,City Council Work Meeting Materials,Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_05252022-62?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,6428552,6.43,no,,,,,,
2022-05-25,City Council Regular Meeting Agenda (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_05252022-75?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,10801913,10.8,no,,,,,,
2022-06-08,City Council Regular Meeting Agenda (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_06082022-76?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,1828935,1.83,no,,,,,,
2022-06-08,City Council Work Meeting Agenda (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_06082022-77?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,1143645,1.14,no,,,,,,
2022-06-15,City Council Regular Meeting Agenda (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_06152022-78?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,7281086,7.28,no,,,,,,
2022-07-13,City Council Regular Meeting Agenda (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_07132022-79?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,5419074,5.42,no,,,,,,
2022-07-13,City Council Work Meeting Agenda (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_07132022-80?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,12928726,12.93,no,,,,,,
2022-07-27,City Council Regular Meeting Materials,Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_07272022-63?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,1351573,1.35,no,,,,,,
2022-07-27,City Council Work Meeting Agenda (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_07272022-81?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,828256,0.83,no,,,,,,
2022-08-09,City Council Regular Meeting Agenda (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_08092022-16?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,142216,0.14,no,,,,,,
2022-08-10,City Council Work Meeting Agenda (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_08102022-13?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,80027,0.08,no,,,,,,
2022-08-10,City Council Regular Meeting Agenda (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_08102022-15?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,46497,0.05,no,,,,,,
2022-08-10,City Council Regular Meeting Agenda (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_08102022-17?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,145676,0.15,no,,,,,,
2022-08-24,City Council Work Meeting Agenda (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_08242022-14?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,82760,0.08,no,,,,,,
2022-08-24,City Council Regular Meeting Agenda (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_08242022-18?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,158563,0.16,no,,,,,,
2022-09-14,City Council Work Meeting Amended,Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_09142022-26?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,85478,0.09,no,,,,,,
2022-09-14,City Council Regular Agenda Amended,Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_09142022-27?packet=true,2026-07-17,text,pdftotext -layout,,146473,0.15,no,,,ok,d4ed8b93903b1693a9dc8057aa542710290e6e78e6855417bbaea57d3886401a,text/2022-09-14_Council_regular_09142022-27.txt,3136
2022-09-28,City Council Work Meeting,Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_09282022-29?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,71232,0.07,no,,,,,,
2022-09-28,City Council Meeting,Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_09282022-30?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,133432,0.13,no,,,,,,
2022-10-12,City Council Work Meeting,Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_10122022-32?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,116903,0.12,no,,,,,,
2022-10-12,City Council Meeting,Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_10122022-33?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,151012,0.15,no,,,,,,
2022-10-26,City Council Work Meeting,Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_10262022-37?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,106581,0.11,no,,,,,,
2022-10-26,City Council Regular Meeting,Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_10262022-38?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,150181,0.15,no,,,,,,
2022-11-09,City Council Work Meeting,Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_11092022-43?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,103893,0.1,no,,,,,,
2022-11-09,City Council Regular Meeting,Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_11092022-44?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,153340,0.15,no,,,,,,
2022-11-16,City Council Work Meeting,Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_11162022-45?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,119896,0.12,no,,,,,,
2022-11-16,City Council Regular Meeting,Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_11162022-46?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,133864,0.13,no,,,,,,
2022-12-07,CANCELLED- City Council Regular Meeting,Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_12072022-48?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,147440,0.15,no,yes,,,,,
2022-12-14,City Council Work Meeting,Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_12142022-52?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,105335,0.11,no,,,,,,
2022-12-14,Redevelopment Agency Meeting,Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_12142022-53?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,104312,0.1,no,,,,,,
2022-12-14,City Council Regular Meeting,Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_12142022-54?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,151553,0.15,no,,,,,,
2023-01-11,City Council Work Meeting,Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_01112023-56?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,104638,0.1,no,,,,,,
