year,election_type,office,district,contest,contest_verbatim,n_seats,n_candidates,voting_method,total_votes,total_first_choice_votes,winner,winner_votes,winner_pct,runner_up,runner_up_votes,margin_votes,margin_pct,registered_voters,ballots_cast,turnout_pct,uncontested,suppressed_precincts,note,source_file
2011,municipal primary,Council,2,South Jordan City Council District 2,SOUTH JORDAN CITY COUN 2,1,3,plurality,722,,CHUCK NEWTON,363,50.28,KATHIE JOHNSON,339,24,3.32,5601,,,False,False,,2011-09-13-municipal-primary-sovc.xlsx
2011,municipal primary,Council,4,South Jordan City Council District 4,SOUTH JORDAN CITY COUN 4,1,3,plurality,559,,ALETA A. TAYLOR,296,52.95,STEVE BARNES,186,110,19.68,5495,,,False,False,,2011-09-13-municipal-primary-sovc.xlsx
2013,municipal general,Council,3,South Jordan City Council District 3,SOUTH JORDAN CITY COUNCIL3,1,3,plurality,1820,,DON SHELTON,1218,66.92,BRIAN C. BUTTERS,595,623,34.23,5673,,,False,False,,2013-11-05-municipal-general-sovc.xlsx
2013,municipal general,Council,5,South Jordan City Council District 5,SOUTH JORDAN CITY COUNCIL5,1,3,plurality,2213,,CHRISTOPHER J. ROGERS,1285,58.07,LARRY SHORT,919,366,16.54,6539,,,False,False,,2013-11-05-municipal-general-sovc.xlsx
2013,municipal general,Mayor,,South Jordan City Mayor,SOUTH JORDAN CITY MAYOR,1,6,plurality,10413,,DAVE ALVORD,5226,50.19,SCOTT L. OSBORNE,5126,100,0.96,29402,,,False,False,,2013-11-05-municipal-general-sovc.xlsx
2013,municipal primary,Council,5,South Jordan City Council District 5,SOUTH JORDAN CITY COUNCIL 5,1,3,plurality,1104,,CHRISTOPHER J. ROGERS,523,47.37,LARRY SHORT,455,68,6.16,6448,,,False,False,,2013-08-13-municipal-primary-sovc.xlsx
2013,municipal primary,Mayor,,South Jordan City Mayor,SOUTH JORDAN CITY MAYOR,1,6,plurality,5607,,SCOTT L. OSBORNE,2122,37.85,DAVE ALVORD,1218,904,16.12,29238,,,False,False,,2013-08-13-municipal-primary-sovc.xlsx
2015,municipal general,Council,1,South Jordan City Council District 1,SOUTH JORDAN CITY CNCL DIST 1,1,2,plurality,2579,,PATRICK HARRIS,1708,66.23,THOMAS E. GEILMANN,871,837,32.45,5669,,,False,False,,2015-11-03-municipal-general-election-statement-of-votes-cast.zip
2015,municipal general,Council,2,South Jordan City Council District 2,SOUTH JORDAN CITY CNCL DIST 2,1,2,plurality,2446,,BRAD MARLOR,1634,66.8,CHUCK NEWTON,812,822,33.61,5601,,,False,False,,2015-11-03-municipal-general-election-statement-of-votes-cast.zip
2015,municipal general,Council,4,South Jordan City Council District 4,SOUTH JORDAN CITY CNCL DIST 4,1,2,plurality,1930,,TAMARA ZANDER,1175,60.88,JOHN H. GEILMANN,755,420,21.76,5419,,,False,False,,2015-11-03-municipal-general-election-statement-of-votes-cast.zip
2015,municipal primary,Council,1,South Jordan City Council District 1,SOUTH JORDAN CITY COUNCIL 1,1,5,plurality,1769,,PATRICK HARRIS,818,46.24,THOMAS E. GEILMANN,502,316,17.86,5580,,,False,False,,2015-08-11-municipal-primary-sovc.xlsx
2015,municipal primary,Council,2,South Jordan City Council District 2,SOUTH JORDAN CITY COUNCIL 2,1,4,plurality,1647,,BRAD MARLOR,687,41.71,CHUCK NEWTON,653,34,2.06,5546,,,False,False,,2015-08-11-municipal-primary-sovc.xlsx
2015,municipal primary,Council,4,South Jordan City Council District 4,SOUTH JORDAN CITY COUNCIL 4,1,3,plurality,1206,,TAMARA ZANDER,741,61.44,JOHN H. GEILMANN,315,426,35.32,5415,,,False,False,,2015-08-11-municipal-primary-sovc.xlsx
2017,municipal general,Council,3,South Jordan City Council District 3,SOUTH JORDAN CITY CNCL DIST 3,1,2,plurality,2660,,DON SHELTON,1637,61.54,JULIE HOLBROOK,1023,614,23.08,8018,,,False,False,,2017-11-07-general-election-statement-of-votes-cast.zip
2017,municipal general,Council,5,South Jordan City Council District 5,SOUTH JORDAN CITY CNCL DIST 5,1,2,plurality,2279,,JASON T MCGUIRE,1163,51.03,SANDRA KAY KIRKENDOLL,1116,47,2.06,7803,,,False,False,,2017-11-07-general-election-statement-of-votes-cast.zip
2017,municipal general,Mayor,,South Jordan City Mayor,SOUTH JORDAN CITY MAYOR,1,2,plurality,11591,,DAWN RAMSEY,6454,55.68,MARK T. WOOLLEY,5137,1317,11.36,34521,,,False,False,,2017-11-07-general-election-statement-of-votes-cast.zip
2017,municipal primary,Council,3,South Jordan City Council District 3,SOUTH JORDAN CITY CNCL DIST 3,1,3,plurality,2112,,DON SHELTON,1037,49.1,JULIE HOLBROOK,650,387,18.32,7892,,,False,False,,2017-08-15-primary-election-statement-of-votes-cast.zip
2017,municipal primary,Council,5,South Jordan City Council District 5,SOUTH JORDAN CITY CNCL DIST 5,1,4,plurality,1636,,JASON T MCGUIRE,669,40.89,SANDRA KAY KIRKENDOLL,623,46,2.81,7766,,,False,False,,2017-08-15-primary-election-statement-of-votes-cast.zip
2017,municipal primary,Mayor,,South Jordan City Mayor,SOUTH JORDAN CITY MAYOR,1,3,plurality,9182,,DAWN RAMSEY,3545,38.61,MARK T. WOOLLEY,3185,360,3.92,34398,,,False,False,,2017-08-15-primary-election-statement-of-votes-cast.zip
2019,municipal general,Council,1,South Jordan City Council District 1,SOUTH JORDAN CITY COUNCIL DISTRICT 1,1,1,plurality,1501,,PATRICK HARRIS,1501,100.0,,0,1501,100.0,7024,,,True,False,,2019-11-05-general-election-sovc.xlsx
2019,municipal general,Council,2,South Jordan City Council District 2,SOUTH JORDAN CITY COUNCIL DISTRICT 2,1,2,plurality,1925,,BRADLEY G. MARLOR,1161,60.31,BRADY QUINN,764,397,20.62,6238,,,False,False,,2019-11-05-general-election-sovc.xlsx
2019,municipal general,Council,4,South Jordan City Council District 4,SOUTH JORDAN CITY COUNCIL DISTRICT 4,1,1,plurality,935,,TAMARA ZANDER,935,100.0,,0,935,100.0,6970,,,True,False,,2019-11-05-general-election-sovc.xlsx
2021,municipal general,Council,3,South Jordan City Council District 3,CITY OF SOUTH JORDAN COUNCIL DISTRICT 3,1,1,plurality,3068,,DON SHELTON,3068,100.0,,0,3068,100.0,13521,3627,26.82,True,False,,2021-11-02-general-election-sovc.xlsx
2021,municipal general,Council,5,South Jordan City Council District 5,CITY OF SOUTH JORDAN COUNCIL DISTRICT 5,1,1,plurality,2041,,JASON MCGUIRE,2041,100.0,,0,2041,100.0,9778,2389,24.43,True,False,,2021-11-02-general-election-sovc.xlsx
2021,municipal general,Mayor,,South Jordan City Mayor,CITY OF SOUTH JORDAN MAYOR,1,2,plurality,13041,,DAWN R RAMSEY,11951,91.64,STONE FONUA,1090,10861,83.28,45879,13077,28.5,False,False,,2021-11-02-general-election-sovc.xlsx
2023,municipal general,Council,1,South Jordan City Council District 1,CITY OF SOUTH JORDAN COUNCIL DISTRICT 1,1,1,plurality,1297,,PATRICK HARRIS,1297,100.0,,0,1297,100.0,9164,1311,14.31,True,False,,statementofvotescastrpt-official-report-12-05-2023-5.22pm.xlsx
2023,municipal general,Council,2,South Jordan City Council District 2,CITY OF SOUTH JORDAN COUNCIL DISTRICT 2,1,2,plurality,3614,,KATHIE L. JOHNSON,2230,61.7,LAUREL BEVANS,1384,846,23.41,9889,3583,36.23,False,False,,statementofvotescastrpt-official-report-12-05-2023-5.22pm.xlsx
2023,municipal general,Council,4,South Jordan City Council District 4,CITY OF SOUTH JORDAN COUNCIL DISTRICT 4,1,1,plurality,1341,,TAMARA ZANDER,1341,100.0,,0,1341,100.0,11002,1370,12.45,True,False,,statementofvotescastrpt-official-report-12-05-2023-5.22pm.xlsx
2025,municipal general,Council,3,South Jordan City Council District 3,SOUTH JORDAN CITY COUNCIL DISTRICT 3,1,2,plurality,3461,,DON SHELTON,1753,50.65,RACHEL LEWIS,1708,45,1.3,9258,3483,37.62,False,False,,2025-general-election-statementofvotescastrpt.xlsx
2025,municipal general,Council,5,South Jordan City Council District 5,SOUTH JORDAN CITY COUNCIL DISTRICT 5,1,2,plurality,2524,,JASON TIMOTHY MCGUIRE,1335,52.89,STACY HUGHES,1189,146,5.78,8418,2544,30.22,False,False,,2025-general-election-statementofvotescastrpt.xlsx
2025,municipal general,Mayor,,South Jordan City Mayor,SOUTH JORDAN CITY MAYOR,1,2,plurality,16025,,DAWN R RAMSEY,13125,81.9,NOAH BARRETT,2900,10225,63.81,49420,16082,32.54,False,False,,2025-general-election-statementofvotescastrpt.xlsx
