date,body,title,video_id,video_url,playlist,minutes_match
2022-04-26,Council,"Orem City Council Meeting - April 26, 2022",e3_BXKkOEHM,https://www.youtube.com/watch?v=e3_BXKkOEHM,Orem City Council,yes
2022-05-10,Council,Orem City Council Meeting - 5.10.22,ca1L49t3ZmQ,https://www.youtube.com/watch?v=ca1L49t3ZmQ,Orem City Council,yes
2022-05-24,Council,"Orem City Council Meeting May, 24, 2022",hX1j-HcI2t8,https://www.youtube.com/watch?v=hX1j-HcI2t8,Orem City Council,yes
2022-06-14,Council,Orem City Council Meeting - 6.14.22,-FQoOgHKoSI,https://www.youtube.com/watch?v=-FQoOgHKoSI,Orem City Council,yes
2022-06-15,PlanningCommission,City of Orem Planning Commission 6-15-2022,5qEyD4WN_1A,https://www.youtube.com/watch?v=5qEyD4WN_1A,Planning Commission,yes
2022-06-28,Council,"Orem City Council Meeting - June 28, 2022",V1ghIMlX0UE,https://www.youtube.com/watch?v=V1ghIMlX0UE,Orem City Council,yes
2022-07-06,PlanningCommission,Orem City Planning Commission Pre-meeting 7-6-2022,G_9zgTEcLJ4,https://www.youtube.com/watch?v=G_9zgTEcLJ4,Planning Commission,yes
2022-07-06,PlanningCommission,Orem planning commission July 6 2022,w7y3JXiGWH0,https://www.youtube.com/watch?v=w7y3JXiGWH0,Planning Commission,yes
2022-07-12,Council,Orem City Council Meeting - 7.12.22,gUU-qzmgYB4,https://www.youtube.com/watch?v=gUU-qzmgYB4,Orem City Council,yes
2022-07-20,PlanningCommission,"City of Orem Planning Commission Meeting, July 20, 2022",OxgkBXwOD-A,https://www.youtube.com/watch?v=OxgkBXwOD-A,Planning Commission,yes
2022-08-17,PlanningCommission,Orem City Planning Commission Meeting 8.17.22,6a7AO51m-5A,https://www.youtube.com/watch?v=6a7AO51m-5A,Planning Commission,yes
2022-08-23,Council,Orem City Council Meeting - 8.23.22,3El3whQpWUA,https://www.youtube.com/watch?v=3El3whQpWUA,Orem City Council,yes
2022-09-07,PlanningCommission,"Orem City Planning Commission, September 7, 2022",jBS1kjviCf4,https://www.youtube.com/watch?v=jBS1kjviCf4,Planning Commission,yes
2022-09-13,Council,Orem City Council Meeting 9.13.2022,71NyMBxAEVU,https://www.youtube.com/watch?v=71NyMBxAEVU,Orem City Council,yes
2022-09-21,PlanningCommission,"Orem City Planning Commission - September 21, 2022",B4lM-GH-LEo,https://www.youtube.com/watch?v=B4lM-GH-LEo,Planning Commission,yes
2022-09-27,Council,Orem City Council Meeting | 9.27.22,VYD2zTZo8bc,https://www.youtube.com/watch?v=VYD2zTZo8bc,Orem City Council,yes
2022-10-25,Council,Orem City Council Meeting - 10.25.22,3L5nZLrGMS0,https://www.youtube.com/watch?v=3L5nZLrGMS0,Orem City Council,yes
2022-11-09,Council,Orem City Council Meeting - 11.9,TuxodrZ1IPY,https://www.youtube.com/watch?v=TuxodrZ1IPY,Orem City Council,yes
2022-12-13,Council,Orem City Council Meeting 12.13.22,6vJbV8aS0Ls,https://www.youtube.com/watch?v=6vJbV8aS0Ls,Orem City Council,yes
2023-01-24,Council,Orem City Council Meeting - 1.24.2023,z2j-1uxrZ9Q,https://www.youtube.com/watch?v=z2j-1uxrZ9Q,Orem City Council,yes
2023-09-19,Council,City Council Meeting | 9.19.2023,IcF1lv_jmsM,https://www.youtube.com/watch?v=IcF1lv_jmsM,Orem City Council,yes
2023-12-12,Council,Orem City Council Meeting | 12.12.2023 - Full Version,GA6jZkxaV0g,https://www.youtube.com/watch?v=GA6jZkxaV0g,Orem City Council,yes
2024-04-23,Council,Orem City Council Meeting- 4/23/2024 pt. 2,ixTAkeKdhfM,https://www.youtube.com/watch?v=ixTAkeKdhfM,Orem City Council,yes
2024-04-23,Council,Orem City Council - 04/23/2024,UMTLyQaOEgI,https://www.youtube.com/watch?v=UMTLyQaOEgI,Orem City Council,yes
2024-06-18,Council,City Council Meeting 6.18.2024,VHLlqzdFDtA,https://www.youtube.com/watch?v=VHLlqzdFDtA,Orem City Council,yes
2025-01-28,Council,Orem City Council Meeting | 1.28.2025,OeIagiDM1yI,https://www.youtube.com/watch?v=OeIagiDM1yI,Orem City Council,yes
2025-02-11,Council,Orem City Council Meeting | 2.11.2025,eiZDktyyeeI,https://www.youtube.com/watch?v=eiZDktyyeeI,Orem City Council,yes
2025-03-11,Council,Orem City Council Meeting | 3.11.2025,1RT8Xm8xCms,https://www.youtube.com/watch?v=1RT8Xm8xCms,Orem City Council,yes
2025-03-25,Council,Orem City Council Meeting | 3.25.2025,4IKViWqoaDk,https://www.youtube.com/watch?v=4IKViWqoaDk,Orem City Council,yes
2025-04-08,Council,Orem City Council Meeting | 4.8.2025,zvIk172Z6pM,https://www.youtube.com/watch?v=zvIk172Z6pM,Orem City Council,yes
2025-04-22,Council,Orem City Council Meeting | 4.22.2025,H7bSl28TMS4,https://www.youtube.com/watch?v=H7bSl28TMS4,Orem City Council,yes
2025-05-13,Council,Orem City Council Meeting | 5.13.2025,Z6QUxoTSjL4,https://www.youtube.com/watch?v=Z6QUxoTSjL4,Orem City Council,yes
2025-05-13,Council,Orem City Council Meeting | 5.13.2025 Pt 2,Gp9YVqlpS3c,https://www.youtube.com/watch?v=Gp9YVqlpS3c,Orem City Council,yes
2025-05-27,Council,Orem City Council Meeting | 5.27.2025,zQN0lDYDnaY,https://www.youtube.com/watch?v=zQN0lDYDnaY,Orem City Council,yes
2025-06-10,Council,Orem City Council Meeting | 6.10.2025,BT0fmCf6cQs,https://www.youtube.com/watch?v=BT0fmCf6cQs,Orem City Council,yes
2025-06-24,Council,Orem City Council Meeting | 6.24.2025,m4JbrAHH2p8,https://www.youtube.com/watch?v=m4JbrAHH2p8,Orem City Council,yes
,Council,NA,PG5nXPrxFG0,https://www.youtube.com/watch?v=PG5nXPrxFG0,Orem City Council,
,Council,Orem City Council - Election Canvassing,Viun0MCU0Ns,https://www.youtube.com/watch?v=Viun0MCU0Ns,Orem City Council,
,Council,City Council Retreat,2bEk1pleOEk,https://www.youtube.com/watch?v=2bEk1pleOEk,Orem City Council,
