date,candidate,office,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,matched_election_candidate,join_confidence,amended
2017-01-01,Josh Hobson,Council,2017,interim,General,Josh Hobson — 2017 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2017%20Municipal%20Election%20Disclosures/General%20Election%20Campaign%20Finance%20Disclosures/Josh%20Hobson%20City%20Council%20Campaign%20Financial%20Disclosure.pdf?t=202602090205270,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2017/2017_general_Josh_Hobson_City_Council_Campaign_Financial_Disclosure.pdf,,none,no
2017-01-01,Mark Blue,Council,2017,interim,General,Mark Blue — 2017 Park City General campaign financial disclosure [amended],https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2017%20Municipal%20Election%20Disclosures/General%20Election%20Campaign%20Finance%20Disclosures/Mark%20Blue%20AMENDED%20City%20Council%20Campaign%20Financial%20Disclosure.pdf?t=202602090205280,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2017/2017_general_Mark_Blue_AMENDED_City_Council_Campaign_Financial_Disclosure.pdf,,none,yes
2017-01-01,Mark Blue,Council,2017,interim,General,Mark Blue — 2017 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2017%20Municipal%20Election%20Disclosures/General%20Election%20Campaign%20Finance%20Disclosures/Mark%20Blue%20City%20Council%20Campaign%20Financial%20Disclosure.pdf?t=202602090205290,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2017/2017_general_Mark_Blue_City_Council_Campaign_Financial_Disclosure.pdf,,none,no
2017-01-01,Steve Joyce,Council,2017,interim,General,Steve Joyce — 2017 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2017%20Municipal%20Election%20Disclosures/General%20Election%20Campaign%20Finance%20Disclosures/Steve%20Joyce%20City%20Council%20Campaign%20Financial%20Disclosure.pdf?t=202602090205300,2026-07-05,text,pdftotext -layout,raw/2017/2017_general_Steve_Joyce_City_Council_Campaign_Financial_Disclosure.pdf,,none,no
2017-01-01,Tim Henney,Council,2017,interim,General,Tim Henney — 2017 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2017%20Municipal%20Election%20Disclosures/General%20Election%20Campaign%20Finance%20Disclosures/Tim%20Henney%20City%20Council%20Campaign%20Financial%20Disclosure.pdf?t=202602090205310,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2017/2017_general_Tim_Henney_City_Council_Campaign_Financial_Disclosure.pdf,Tim B. Henney,firstlast,no
2017-01-01,Andy Beerman,Mayor,2017,interim,Primary,Andy Beerman — 2017 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2017%20Municipal%20Election%20Disclosures/Primary%20Election%20Campaign%20Finance%20Disclosures/Andy%20Beerman%20Primary%20Election%20Financial%20Disclosure.pdf?t=202602090141150,2026-07-05,text,pdftotext -layout,raw/2017/2017_primary_Andy_Beerman_Primary_Election_Financial_Disclosure.pdf,Andy Beerman,firstlast,no
2017-01-01,Dana Williams,,2017,interim,Primary,Dana Williams — 2017 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2017%20Municipal%20Election%20Disclosures/Primary%20Election%20Campaign%20Finance%20Disclosures/Dana%20Williams%20Primary%20Election%20Financial%20Disclosure.pdf?t=202602090205030,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2017/2017_primary_Dana_Williams_Primary_Election_Financial_Disclosure.pdf,,none,no
2017-01-01,Roger Armstrong,,2017,summary,Primary,Roger Armstrong — 2017 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2017%20Municipal%20Election%20Disclosures/Primary%20Election%20Campaign%20Finance%20Disclosures/Roger%20Armstrong%20Final%20Financial%20Report.pdf?t=202602090205040,2026-07-05,text,pdftotext -layout,raw/2017/2017_primary_Roger_Armstrong_Final_Financial_Report.pdf,,none,no
2017-01-01,Roger Armstrong,,2017,interim,Primary,Roger Armstrong — 2017 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2017%20Municipal%20Election%20Disclosures/Primary%20Election%20Campaign%20Finance%20Disclosures/Roger%20Armstrong%20Primary%20Election%20Financial%20Disclosure.pdf?t=202602090205050,2026-07-05,text,pdftotext -layout,raw/2017/2017_primary_Roger_Armstrong_Primary_Election_Financial_Disclosure.pdf,,none,no
2019-01-01,Becca Gerber,Council,2019,summary,Final,Becca Gerber — 2019 Park City Final campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2019%20Final%20Campaign%20Disclosures/Becca%20Gerber.pdf?t=202602090141470,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2019/2019_final_Becca_Gerber.pdf,Becca Gerber,exact,no
2019-01-01,Deanna Rhodes,Council,2019,summary,Final,Deanna Rhodes — 2019 Park City Final campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2019%20Final%20Campaign%20Disclosures/Deanna%20Rhodes.pdf?t=202602090203030,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2019/2019_final_Deanna_Rhodes.pdf,Deanna Rhodes,exact,no
2019-01-01,Ed Parigian,Council,2019,summary,Final,Ed Parigian — 2019 Park City Final campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2019%20Final%20Campaign%20Disclosures/Ed%20Parigian.pdf?t=202602090203040,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2019/2019_final_Ed_Parigian.pdf,Ed Parigian,exact,no
2019-01-01,Max Doilney,Council,2019,summary,Final,Max Doilney — 2019 Park City Final campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2019%20Final%20Campaign%20Disclosures/Max%20Doilney.pdf?t=202602090203050,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2019/2019_final_Max_Doilney.pdf,Max Doilney,exact,no
2019-01-01,Nann Worel,Council,2019,summary,Final,Nann Worel — 2019 Park City Final campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2019%20Final%20Campaign%20Disclosures/Nann%20Worel.pdf?t=202602090203060,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2019/2019_final_Nann_Worel.pdf,Nann Worel,exact,no
2019-01-01,Becca Gerber,Council,2019,interim,General,Becca Gerber — 2019 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2019%20General%20Municipal%20Election%20Campaign%20Disclosures/Becca%20Gerber.pdf?t=202602090142310,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2019/2019_general_Becca_Gerber.pdf,Becca Gerber,exact,no
2019-01-01,Daniel Lewis,Council,2019,interim,General,Daniel Lewis — 2019 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2019%20General%20Municipal%20Election%20Campaign%20Disclosures/Daniel%20Lewis.pdf?t=202602090203440,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2019/2019_general_Daniel_Lewis.pdf,Daniel Lewis,exact,no
2019-01-01,Deanna Rhodes,Council,2019,interim,General,Deanna Rhodes — 2019 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2019%20General%20Municipal%20Election%20Campaign%20Disclosures/Deanna%20Rhodes.pdf?t=202602090203450,2026-07-05,text,pdftotext -layout,raw/2019/2019_general_Deanna_Rhodes.pdf,Deanna Rhodes,exact,no
2019-01-01,Deanna Rhodes,Council,2019,interim,General,Deanna Rhodes — 2019 Park City General campaign financial disclosure [amended],https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2019%20General%20Municipal%20Election%20Campaign%20Disclosures/Deanna%20Rhodes%20Amended.pdf?t=202602090203440,2026-07-05,text,pdftotext -layout,raw/2019/2019_general_Deanna_Rhodes_Amended.pdf,Deanna Rhodes,exact,yes
2019-01-01,Ed Parigian,Council,2019,interim,General,Ed Parigian — 2019 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2019%20General%20Municipal%20Election%20Campaign%20Disclosures/Ed%20Parigian.pdf?t=202602090203460,2026-07-05,text,pdftotext -layout,raw/2019/2019_general_Ed_Parigian.pdf,Ed Parigian,exact,no
2019-01-01,Max Doilney,Council,2019,interim,General,Max Doilney — 2019 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2019%20General%20Municipal%20Election%20Campaign%20Disclosures/Max%20Doilney.pdf?t=202602090203470,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2019/2019_general_Max_Doilney.pdf,Max Doilney,exact,no
2019-01-01,Nann Worel,Council,2019,interim,General,Nann Worel — 2019 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2019%20General%20Municipal%20Election%20Campaign%20Disclosures/Nann%20Worel.pdf?t=202602090203480,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2019/2019_general_Nann_Worel.pdf,Nann Worel,exact,no
2019-01-01,Becca Gerber,Council,2019,interim,Primary,Becca Gerber — 2019 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2019%20Primary%20Election%20Campaign%20Disclosures/Becca%20Gerber.pdf?t=202602090143000,2026-07-05,text,pdftotext -layout,raw/2019/2019_primary_Becca_Gerber.pdf,Becca Gerber,exact,no
2019-01-01,Chadwick H. Fairbanks III,Council,2019,interim,Primary,Chadwick H. Fairbanks III — 2019 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2019%20Primary%20Election%20Campaign%20Disclosures/Chadwick%20H.%20Fairbanks%20III.pdf?t=202602090204120,2026-07-05,text,pdftotext -layout,raw/2019/2019_primary_Chadwick_H._Fairbanks_III.pdf,Chadwick H. Fairbanks III,exact,no
2019-01-01,Chadwick H. Fairbanks III,Council,2019,summary,Primary,Chadwick H. Fairbanks III — 2019 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2019%20Primary%20Election%20Campaign%20Disclosures/Chadwick%20H.%20Fairbanks%20III%20Final%20Disclosure.pdf?t=202602090204110,2026-07-05,text,pdftotext -layout,raw/2019/2019_primary_Chadwick_H._Fairbanks_III_Final_Disclosure.pdf,Chadwick H. Fairbanks III,exact,no
2019-01-01,Daniel Lewis,Council,2019,interim,Primary,Daniel Lewis — 2019 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2019%20Primary%20Election%20Campaign%20Disclosures/Daniel%20Lewis.pdf?t=202602090204130,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2019/2019_primary_Daniel_Lewis.pdf,Daniel Lewis,exact,no
2019-01-01,Deanna Rhodes,Council,2019,interim,Primary,Deanna Rhodes — 2019 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2019%20Primary%20Election%20Campaign%20Disclosures/Deanna%20Rhodes.pdf?t=202602090204140,2026-07-05,text,pdftotext -layout,raw/2019/2019_primary_Deanna_Rhodes.pdf,Deanna Rhodes,exact,no
2019-01-01,Ed Parigian,Council,2019,interim,Primary,Ed Parigian — 2019 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2019%20Primary%20Election%20Campaign%20Disclosures/Ed%20Parigian.pdf?t=202602090204140,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2019/2019_primary_Ed_Parigian.pdf,Ed Parigian,exact,no
2019-01-01,Max Doilney,Council,2019,interim,Primary,Max Doilney — 2019 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2019%20Primary%20Election%20Campaign%20Disclosures/Max%20Doilney.pdf?t=202602090204150,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2019/2019_primary_Max_Doilney.pdf,Max Doilney,exact,no
2019-01-01,Nann Worel,Council,2019,interim,Primary,Nann Worel — 2019 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2019%20Primary%20Election%20Campaign%20Disclosures/Nann%20Worel.pdf?t=202602090204160,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2019/2019_primary_Nann_Worel.pdf,Nann Worel,exact,no
2021-01-01,Andy Beerman,Mayor,2021,interim,General,Andy Beerman — 2021 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2021%20General%20Municipal%20Election%20Campaign%20Disclosures/Andy%20Beerman.pdf?t=202602090200360,2026-07-05,text,pdftotext -layout,raw/2021/2021_general_Andy_Beerman.pdf,Andy Beerman,exact,no
2021-01-01,Andy Beerman,Mayor,2021,interim,General,Andy Beerman — 2021 Park City General campaign financial disclosure [amended],https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2021%20General%20Municipal%20Election%20Campaign%20Disclosures/Andy%20Beerman%20Amended.pdf?t=202602090143430,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2021/2021_general_Andy_Beerman_Amended.pdf,Andy Beerman,exact,yes
2021-01-01,Andy Beerman,Mayor,2021,summary,General,Andy Beerman — 2021 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2021%20General%20Municipal%20Election%20Campaign%20Disclosures/Andy%20Beerman%20Final.pdf?t=202602090200350,2026-07-05,text,pdftotext -layout,raw/2021/2021_general_Andy_Beerman_Final.pdf,Andy Beerman,exact,no
2021-01-01,Jeremy Rubell,Council,2021,interim,General,Jeremy Rubell — 2021 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2021%20General%20Municipal%20Election%20Campaign%20Disclosures/Jeremy%20Rubell.pdf?t=202602090200380,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2021/2021_general_Jeremy_Rubell.pdf,Jeremy Rubell,exact,no
2021-01-01,Jeremy Rubell,Council,2021,summary,General,Jeremy Rubell — 2021 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2021%20General%20Municipal%20Election%20Campaign%20Disclosures/Jeremy%20Rubell%20Final.pdf?t=202602090200370,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2021/2021_general_Jeremy_Rubell_Final.pdf,Jeremy Rubell,exact,no
2021-01-01,Nann Worel,Mayor,2021,interim,General,Nann Worel — 2021 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2021%20General%20Municipal%20Election%20Campaign%20Disclosures/Nann%20Worel.pdf?t=202602090200410,2026-07-05,text,pdftotext -layout,raw/2021/2021_general_Nann_Worel.pdf,Nann Worel,exact,no
2021-01-01,Nann Worel,Mayor,2021,summary,General,Nann Worel — 2021 Park City General campaign financial disclosure [amended],https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2021%20General%20Municipal%20Election%20Campaign%20Disclosures/Nann%20Worel%20Amended%20Final.pdf?t=202602090200380,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2021/2021_general_Nann_Worel_Amended_Final.pdf,Nann Worel,exact,yes
2021-01-01,Nann Worel,Mayor,2021,summary,General,Nann Worel — 2021 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2021%20General%20Municipal%20Election%20Campaign%20Disclosures/Nann%20Worel%20Final..pdf?t=202602090200390,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2021/2021_general_Nann_Worel_Final..pdf,Nann Worel,exact,no
2021-01-01,Tana Toly,Council,2021,interim,General,Tana Toly — 2021 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2021%20General%20Municipal%20Election%20Campaign%20Disclosures/Tana%20Toly.pdf?t=202602090200440,2026-07-05,text,pdftotext -layout,raw/2021/2021_general_Tana_Toly.pdf,Tana Toly,exact,no
2021-01-01,Tana Toly,Council,2021,interim,General,Tana Toly — 2021 Park City General campaign financial disclosure [amended],https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2021%20General%20Municipal%20Election%20Campaign%20Disclosures/Tana%20Toly%20Amended.pdf?t=202602090200420,2026-07-05,text,pdftotext -layout,raw/2021/2021_general_Tana_Toly_Amended.pdf,Tana Toly,exact,yes
2021-01-01,Tana Toly,Council,2021,summary,General,Tana Toly — 2021 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2021%20General%20Municipal%20Election%20Campaign%20Disclosures/Tana%20Toly%20Final.pdf?t=202602090200430,2026-07-05,text,pdftotext -layout,raw/2021/2021_general_Tana_Toly_Final.pdf,Tana Toly,exact,no
2021-01-01,Tim B. Henney,Council,2021,interim,General,Tim B. Henney — 2021 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2021%20General%20Municipal%20Election%20Campaign%20Disclosures/Tim%20B.%20Henney.pdf?t=202602090200470,2026-07-05,text,pdftotext -layout,raw/2021/2021_general_Tim_B._Henney.pdf,Tim B. Henney,exact,no
2021-01-01,Tim B. Henney,Council,2021,summary,General,Tim B. Henney — 2021 Park City General campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2021%20General%20Municipal%20Election%20Campaign%20Disclosures/Tim%20B.%20Henney%20Final.pdf?t=202602090200450,2026-07-05,text,pdftotext -layout,raw/2021/2021_general_Tim_B._Henney_Final.pdf,Tim B. Henney,exact,no
2021-01-01,Andy Beerman,Mayor,2021,interim,Primary,Andy Beerman — 2021 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2021%20Primary%20Election%20Campaign%20Disclosures/Andy%20Beerman.pdf?t=202602090144410,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2021/2021_primary_Andy_Beerman.pdf,Andy Beerman,exact,no
2021-01-01,Daniel Lewis,Council,2021,interim,Primary,Daniel Lewis — 2021 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2021%20Primary%20Election%20Campaign%20Disclosures/Daniel%20Lewis.pdf?t=202602090201410,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2021/2021_primary_Daniel_Lewis.pdf,Daniel Lewis,exact,no
2021-01-01,Daniel Lewis,Council,2021,summary,Primary,Daniel Lewis — 2021 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2021%20Primary%20Election%20Campaign%20Disclosures/Daniel%20Lewis%20Final%20Disclosure.pdf?t=202602090201400,2026-07-05,text,pdftotext -layout,raw/2021/2021_primary_Daniel_Lewis_Final_Disclosure.pdf,Daniel Lewis,exact,no
2021-01-01,David A. Dobkin,Mayor,2021,interim,Primary,David A. Dobkin — 2021 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2021%20Primary%20Election%20Campaign%20Disclosures/David%20A.%20Dobkin.pdf?t=202602090201430,2026-07-05,text,pdftotext -layout,raw/2021/2021_primary_David_A._Dobkin.pdf,David A. Dobkin,exact,no
2021-01-01,David A. Dobkin,Mayor,2021,summary,Primary,David A. Dobkin — 2021 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2021%20Primary%20Election%20Campaign%20Disclosures/David%20A.%20Dobkin%20Final%20Disclosure.pdf?t=202602090201420,2026-07-05,text,pdftotext -layout,raw/2021/2021_primary_David_A._Dobkin_Final_Disclosure.pdf,David A. Dobkin,exact,no
2021-01-01,Jamison Brandi,Council,2021,interim,Primary,Jamison Brandi — 2021 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2021%20Primary%20Election%20Campaign%20Disclosures/Jamison%20Brandi.pdf?t=202602090201460,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2021/2021_primary_Jamison_Brandi.pdf,Jamison Brandi,exact,no
2021-01-01,Jamison Brandi,Council,2021,summary,Primary,Jamison Brandi — 2021 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2021%20Primary%20Election%20Campaign%20Disclosures/Jamison%20Brandi%20Final%20Disclosure.pdf?t=202602090201440,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2021/2021_primary_Jamison_Brandi_Final_Disclosure.pdf,Jamison Brandi,exact,no
