prefix,key,filename,size,last_modified
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1597250566_Resolution 20-05-01.pdf,1597250566_Resolution 20-05-01.pdf,12314147,2020-08-12T16:42:47.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1597251203_Resolution 20-04-02.pdf,1597251203_Resolution 20-04-02.pdf,80720,2020-08-12T16:53:24.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1607115698_Resolution 20-09-02.pdf,1607115698_Resolution 20-09-02.pdf,100153,2020-12-04T21:01:39.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1610735033_Resolution 20-11-02 Fee Schedule for 2020.pdf,1610735033_Resolution 20-11-02 Fee Schedule for 2020.pdf,510601,2021-01-15T18:23:55.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1610735057_Resolution 20-11-03 Fee Schedule for 2021.pdf,1610735057_Resolution 20-11-03 Fee Schedule for 2021.pdf,445187,2021-01-15T18:24:18.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1614812864_Resolution 2021-02-01.pdf,1614812864_Resolution 2021-02-01.pdf,654654,2021-03-03T23:07:45.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1646946577_Resolution 2021-07-01.pdf,1646946577_Resolution 2021-07-01.pdf,135462,2022-03-10T21:09:39.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1646946895_Resolution 2021-08-01.pdf,1646946895_Resolution 2021-08-01.pdf,158036,2022-03-10T21:14:57.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1646947224_Resolution 2021-08-02.pdf,1646947224_Resolution 2021-08-02.pdf,196127,2022-03-10T21:20:25.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1646947581_Ordinance 2021-06-01.pdf,1646947581_Ordinance 2021-06-01.pdf,8401839,2022-03-10T21:26:22.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1646947896_Ordinance 20-09-02.pdf,1646947896_Ordinance 20-09-02.pdf,1121908,2022-03-10T21:31:37.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1646948151_Resolution 2021-04-01.pdf,1646948151_Resolution 2021-04-01.pdf,2155988,2022-03-10T21:35:52.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1646949096_Resolution 2021-10-01.pdf,1646949096_Resolution 2021-10-01.pdf,305233,2022-03-10T21:51:37.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1646949379_Resolution 2021-11-01.pdf,1646949379_Resolution 2021-11-01.pdf,320730,2022-03-10T21:56:20.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1646949496_Resolution 2021-11-02.pdf,1646949496_Resolution 2021-11-02.pdf,336444,2022-03-10T21:58:17.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1646949610_Resolution 2021-11-03.pdf,1646949610_Resolution 2021-11-03.pdf,886255,2022-03-10T22:00:11.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1646950015_Ordinance 2021-11-01.pdf,1646950015_Ordinance 2021-11-01.pdf,241409,2022-03-10T22:06:56.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1652989373_2022-04-01.pdf,1652989373_2022-04-01.pdf,2300756,2022-05-19T19:42:54.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1653080707_Resolution 2022-03-01.pdf,1653080707_Resolution 2022-03-01.pdf,266038,2022-05-20T21:05:08.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1655151252_2022-05-01.pdf,1655151252_2022-05-01.pdf,582710,2022-06-13T20:14:13.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1670541493_Resolution 2022-09-01.pdf,1670541493_Resolution 2022-09-01.pdf,185417,2022-12-08T23:18:15.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1670541725_Resolution 2022-11-01.pdf,1670541725_Resolution 2022-11-01.pdf,1305383,2022-12-08T23:22:06.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1681939944_Resolution 2022-12-01.pdf,1681939944_Resolution 2022-12-01.pdf,137370,2023-04-19T21:32:25.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1681940073_Resolution 2022-12-02.pdf,1681940073_Resolution 2022-12-02.pdf,246634,2023-04-19T21:34:35.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1681940381_Ordinance 2022-11-04.pdf,1681940381_Ordinance 2022-11-04.pdf,120096,2023-04-19T21:39:42.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1713818658_Resolution 2023-04-02.pdf,1713818658_Resolution 2023-04-02.pdf,241556,2024-04-22T20:44:20.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1713818889_Resolution 2023-06-01.pdf,1713818889_Resolution 2023-06-01.pdf,523833,2024-04-22T20:48:10.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1713819133_Resolution 2023-09-01.pdf,1713819133_Resolution 2023-09-01.pdf,902542,2024-04-22T20:52:15.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1713819317_Resolution 2023-10-01.pdf,1713819317_Resolution 2023-10-01.pdf,94489,2024-04-22T20:55:18.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1713819472_Resolution 2023-10-02.pdf,1713819472_Resolution 2023-10-02.pdf,3616532,2024-04-22T20:57:54.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1713821355_Resolution 2023-12-01.pdf,1713821355_Resolution 2023-12-01.pdf,673750,2024-04-22T21:29:17.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1723219993_Ordinance 2024-07-01 Prohibiting Fire Ignition Sources Emigration Canyon.pdf,1723219993_Ordinance 2024-07-01 Prohibiting Fire Ignition Sources Emigration Canyon.pdf,65538,2024-08-09T16:13:14.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1723220351_2024-07-01 Resolution Appointing Planning Commission Members.pdf,1723220351_2024-07-01 Resolution Appointing Planning Commission Members.pdf,131263,2024-08-09T16:19:12.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1759243276_Emigration R2025-10 Canceling the 2025 Mayoral Race.pdf,1759243276_Emigration R2025-10 Canceling the 2025 Mayoral Race.pdf,75812,2025-09-30T14:41:17.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1766001584_Emigration R2025-14 Adopting Surplus Property Policy.pdf,1766001584_Emigration R2025-14 Adopting Surplus Property Policy.pdf,179740,2025-12-17T19:59:45.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1769203090_Emigration R2026-01 Appointing Representative to MSD Board.pdf,1769203090_Emigration R2026-01 Appointing Representative to MSD Board.pdf,640548,2026-01-23T21:18:12.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1773954025_Emigration R2026-03A Appointing Council Members to Committees.pdf,1773954025_Emigration R2026-03A Appointing Council Members to Committees.pdf,1075208,2026-03-19T21:00:29.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1773954061_Emigration R2026-07 Paid Bereavement Leave.pdf,1773954061_Emigration R2026-07 Paid Bereavement Leave.pdf,1469627,2026-03-19T21:01:03.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1773954090_Emigration R2026-02 Adopting 2025 Updated Hazard Mitigation Plan - RESOLUTION ONLY.pdf,1773954090_Emigration R2026-02 Adopting 2025 Updated Hazard Mitigation Plan - RESOLUTION ONLY.pdf,842854,2026-03-19T21:01:32.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1773955374_Emigration R2026-05 Appointing Representatives to WFWRD and UPD.pdf,1773955374_Emigration R2026-05 Appointing Representatives to WFWRD and UPD.pdf,236526,2026-03-19T21:22:56.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1773955599_Emigration R2026-04 Appointing an alternate Representative to MSD Board.docx.pdf,1773955599_Emigration R2026-04 Appointing an alternate Representative to MSD Board.docx.pdf,179827,2026-03-19T21:26:41.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1774036951_Emigration R2026-02 Adopting 2025 Updated Hazard Mitigation Plan - RESOLUTION ONLY.pdf,1774036951_Emigration R2026-02 Adopting 2025 Updated Hazard Mitigation Plan - RESOLUTION ONLY.pdf,842854,2026-03-20T20:02:32.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1774037031_Salt Lake County Emigration Canyon Annex_2026-01-12.pdf,1774037031_Salt Lake County Emigration Canyon Annex_2026-01-12.pdf,1215727,2026-03-20T20:03:53.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1774037100_SLCo MJHMP Volume1_2026-01-12.pdf,1774037100_SLCo MJHMP Volume1_2026-01-12.pdf,47268696,2026-03-20T20:05:02.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1776822024_Resolution 19-02-01.pdf,1776822024_Resolution 19-02-01.pdf,250760,2026-04-22T01:40:26.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1777408972_Emigration R2026-08 Fireworks Restrictions.pdf,1777408972_Emigration R2026-08 Fireworks Restrictions.pdf,2479444,2026-04-28T20:42:54.000Z
emigrationcanyon/resolutions/,emigrationcanyon/resolutions/documents/1781216179_Emigration R2026-10 Adopting FY2027 Tentative Budget.pdf,1781216179_Emigration R2026-10 Adopting FY2027 Tentative Budget.pdf,258908,2026-06-11T22:16:21.000Z
emigrationcanyon/orddoc/,emigrationcanyon/orddoc/documents/1758923991_Emigration 2025-O-13 Title 9.90.025 Scriveners error correction.pdf,1758923991_Emigration 2025-O-13 Title 9.90.025 Scriveners error correction.pdf,211635,2025-09-26T21:59:52.000Z
emigrationcanyon/orddoc/,emigrationcanyon/orddoc/documents/1758924106_Emigration 2025-O-12 MET Tax Adoption with Rate.pdf,1758924106_Emigration 2025-O-12 MET Tax Adoption with Rate.pdf,75276,2025-09-26T22:01:48.000Z
emigrationcanyon/orddoc/,emigrationcanyon/orddoc/documents/1758924822_Emigration 2025-O-14 Franchise Tax Adoption and Rate.pdf,1758924822_Emigration 2025-O-14 Franchise Tax Adoption and Rate.pdf,76716,2025-09-26T22:13:43.000Z
emigrationcanyon/orddoc/,emigrationcanyon/orddoc/documents/1758924863_Emigration 2025-O-08 Title 14.56 Special Events Amendments - Waiting for adjusted code.pdf,1758924863_Emigration 2025-O-08 Title 14.56 Special Events Amendments - Waiting for adjusted code.pdf,71857,2025-09-26T22:14:25.000Z
emigrationcanyon/orddoc/,emigrationcanyon/orddoc/documents/1759415224_Ordinance Log.xlsx,1759415224_Ordinance Log.xlsx,36817,2025-10-02T14:27:05.000Z
emigrationcanyon/orddoc/,emigrationcanyon/orddoc/documents/1759415279_Emigration 2025-O-05 Title 19.02 Changes.pdf,1759415279_Emigration 2025-O-05 Title 19.02 Changes.pdf,444739,2025-10-02T14:28:01.000Z
emigrationcanyon/orddoc/,emigrationcanyon/orddoc/documents/1759415416_Emigration 2025-O-06 Repealing 19.08-19.44-19.56.pdf,1759415416_Emigration 2025-O-06 Repealing 19.08-19.44-19.56.pdf,163881,2025-10-02T14:30:18.000Z
emigrationcanyon/orddoc/,emigrationcanyon/orddoc/documents/1759415542_Emigration 2025-O-07 Chapter 19.88 Nonconforming Uses and Structures.pdf,1759415542_Emigration 2025-O-07 Chapter 19.88 Nonconforming Uses and Structures.pdf,393743,2025-10-02T14:32:23.000Z
emigrationcanyon/orddoc/,emigrationcanyon/orddoc/documents/1759415625_Emigration 2025-O-09 Zoning Map Change - 4180 Emigration Canyon Road.pdf,1759415625_Emigration 2025-O-09 Zoning Map Change - 4180 Emigration Canyon Road.pdf,516000,2025-10-02T14:33:46.000Z
emigrationcanyon/orddoc/,emigrationcanyon/orddoc/documents/1759415760_Emigration 2025-O-10 Fee Schedule Amendment FY2026.pdf,1759415760_Emigration 2025-O-10 Fee Schedule Amendment FY2026.pdf,1401160,2025-10-02T14:36:01.000Z
emigrationcanyon/orddoc/,emigrationcanyon/orddoc/documents/1759415829_Emigration 2025-O-11 Adopting Stage 2 Fire Restrictions.pdf,1759415829_Emigration 2025-O-11 Adopting Stage 2 Fire Restrictions.pdf,232543,2025-10-02T14:37:10.000Z
emigrationcanyon/orddoc/,emigrationcanyon/orddoc/documents/1762193592_Emigration 2025-O-15 Adopting 3.13 Municipal Energy Tax MET Code.pdf,1762193592_Emigration 2025-O-15 Adopting 3.13 Municipal Energy Tax MET Code.pdf,146126,2025-11-03T18:13:14.000Z
emigrationcanyon/orddoc/,emigrationcanyon/orddoc/documents/1762193611_Emigration 2025-O-16 Adopting 3.14 Telecomunications LIcense Tax Code.pdf,1762193611_Emigration 2025-O-16 Adopting 3.14 Telecomunications LIcense Tax Code.pdf,90396,2025-11-03T18:13:32.000Z
emigrationcanyon/orddoc/,emigrationcanyon/orddoc/documents/1766001316_Emigration 2025-O-17 Adjusting Compensation for Mayor and Council Members.pdf,1766001316_Emigration 2025-O-17 Adjusting Compensation for Mayor and Council Members.pdf,76758,2025-12-17T19:55:17.000Z
emigrationcanyon/orddoc/,emigrationcanyon/orddoc/documents/1766001341_Emigration 2025-O-18 Adoption of Data Privacy Program.pdf,1766001341_Emigration 2025-O-18 Adoption of Data Privacy Program.pdf,1296720,2025-12-17T19:55:42.000Z
emigrationcanyon/orddoc/,emigrationcanyon/orddoc/documents/1766001359_Emigration 2025-O-19 Performance Bonus Mayor Smolka.pdf,1766001359_Emigration 2025-O-19 Performance Bonus Mayor Smolka.pdf,111083,2025-12-17T19:56:01.000Z
emigrationcanyon/orddoc/,emigrationcanyon/orddoc/documents/1767716820_Emigration 2025-O-04 Amend 9.72.140 Air Pollution Control.pdf,1767716820_Emigration 2025-O-04 Amend 9.72.140 Air Pollution Control.pdf,1653513,2026-01-06T16:27:02.000Z
emigrationcanyon/orddoc/,emigrationcanyon/orddoc/documents/1767716940_Emigration 2025-O-03 FY 2026 Fee Schedule - SIGNED.pdf,1767716940_Emigration 2025-O-03 FY 2026 Fee Schedule - SIGNED.pdf,921651,2026-01-06T16:29:01.000Z
emigrationcanyon/orddoc/,emigrationcanyon/orddoc/documents/1767717036_Emigration 2025-O-02 - Adopting Engineering Standards - SIGNED.pdf,1767717036_Emigration 2025-O-02 - Adopting Engineering Standards - SIGNED.pdf,1012273,2026-01-06T16:30:38.000Z
emigrationcanyon/orddoc/,emigrationcanyon/orddoc/documents/1767717151_Emigration 2025-O-01 - Appointing MSD as Municipal Engineer.pdf,1767717151_Emigration 2025-O-01 - Appointing MSD as Municipal Engineer.pdf,112114,2026-01-06T16:32:32.000Z
emigrationcanyon/orddoc/,emigrationcanyon/orddoc/documents/1777406313_Emigration 2026-O-03 Joining Clean Energy Program.pdf,1777406313_Emigration 2026-O-03 Joining Clean Energy Program.pdf,5191866,2026-04-28T19:58:34.000Z
emigrationcanyon/orddoc/,emigrationcanyon/orddoc/documents/1777409194_Emigration 2026-O-04 Authorizing MSD to receive city GRAMA requests.pdf,1777409194_Emigration 2026-O-04 Authorizing MSD to receive city GRAMA requests.pdf,3074564,2026-04-28T20:46:36.000Z
emigrationcanyon/policies/,emigrationcanyon/policies/documents/1766001780_Emigration R2025-14 Adopting Surplus Property Policy.pdf,1766001780_Emigration R2025-14 Adopting Surplus Property Policy.pdf,179740,2025-12-17T20:03:02.000Z
emigrationcanyon/policies/,emigrationcanyon/policies/documents/1776822179_Resolution 19-02-01.pdf,1776822179_Resolution 19-02-01.pdf,250760,2026-04-22T01:43:01.000Z
