ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,instrument_type,canonical_no,dup_raw,source_last_modified,linkage_note
20-09-02,2020-09-24,2020-09-24,Ordinance 20-09-02,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1646947896_Ordinance%2020-09-02.pdf,2026-07-14,text,pdftotext_layout,raw/1646947896_Ordinance_20-09-02.pdf,no,,,,none,ordinance,20-09-02,,2022-03-10,date from ordinance log (Date Signed); no motion match
20-11-01,2020-11-17,2020-11-17,Ordinance 20-11-1 Subdivision and zoning fees - signed,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/1608060204_Ordinance%2020-11-1%20Subdivision%20and%20zoning%20fees%20-%20signed.pdf,2026-07-14,text,pdftotext_layout,raw/1608060204_Ordinance_20-11-1_Subdivision_and_zoning_fees_-_signed.pdf,yes,Pass (unanimous),2020-11-17,4,high,ordinance,20-11-01,1616091033_Ordinance_20-11-1_Subdivision_and_zoning_fees_-_signed.pdf;1610743075_Ordinance_20-11-01.docx,2020-12-15,
2021-06-01,2021-06-22,2021-06-22,Ordinance 2021-06-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1646947581_Ordinance%202021-06-01.pdf,2026-07-14,text,pdftotext_layout,raw/1646947581_Ordinance_2021-06-01.pdf,yes,Pass (unanimous),2021-06-22,1,high,ordinance,2021-06-01,,2022-03-10,
2021-09-01,2021-09-28,2021-09-28,Ordinance 2021-09-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/1646955375_Ordinance%202021-09-01.pdf,2026-07-14,text,pdftotext_layout,raw/1646955375_Ordinance_2021-09-01.pdf,yes,Pass (unanimous),2021-09-28,2,high,ordinance,2021-09-01,,2022-03-10,
2021-09-02,2021-09-28,2021-09-28,Ordinance 2021-09-02,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/1646950227_Ordinance%202021-09-02.pdf,2026-07-14,text,pdftotext_layout,raw/1646950227_Ordinance_2021-09-02.pdf,yes,Pass (unanimous),2021-09-28,3,high,ordinance,2021-09-02,,2022-03-10,
2021-11-01,2021-11-16,2021-11-16,Ordinance 2021-11-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1646950015_Ordinance%202021-11-01.pdf,2026-07-14,text,pdftotext_layout,raw/1646950015_Ordinance_2021-11-01.pdf,no,Pass (unanimous),2021-11-16,8,high,ordinance,2021-11-01,,2022-03-10,
2022-01-01,2022-01-25,2022-01-25,Ordinance 2022-01-01withexhibits,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/1653575246_Ordinance%202022-01-01withexhibits.pdf,2026-07-14,text,pdftotext_layout,raw/1653575246_Ordinance_2022-01-01withexhibits.pdf,no,Pass (unanimous),2022-01-25,3,high,ordinance,2022-01-01,1646956985_Ordinance_2022-01-01.pdf,2022-05-26,
2022-03-02,2022-03-22,2022-03-22,Ordinance 2022-03-02,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/1649363268_Ordinance%202022-03-02.pdf,2026-07-14,text,pdftotext_layout,raw/1649363268_Ordinance_2022-03-02.pdf,yes,,,,none,ordinance,2022-03-02,,2022-04-07,date from ordinance log (Date Signed); no motion match
2022-11-03,2022-11-15,2022-11-15,Ordinance 2022-11-03,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/1670542073_Ordinance%202022-11-03.pdf,2026-07-14,text,pdftotext_layout,raw/1670542073_Ordinance_2022-11-03.pdf,no,Pass (unanimous),2022-11-15,5,high,ordinance,2022-11-03,,2022-12-08,
2022-11-04,2022-11-15,2022-11-15,Ordinance 2022-11-04,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1681940381_Ordinance%202022-11-04.pdf,2026-07-14,scanned,ocr_tesseract,raw/1681940381_Ordinance_2022-11-04.pdf,no,Pass (unanimous),2022-11-15,7,high,ordinance,2022-11-04,,2023-04-19,
2023-06-01,2023-06-27,2023-06-27,ECMT Land Use Ordinance Amendment Resolution Night Lighting,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/1690300331_ECMT_Land%20Use%20Ordinance%20Amendment%20Resolution_Night%20Lighting.pdf,2026-07-14,text,pdftotext_layout,raw/1690300331_ECMT_Land_Use_Ordinance_Amendment_Resolution_Night_Lighting.pdf,yes,Pass (unanimous),2023-06-27,1,high,ordinance,2023-06-01,,2023-07-25,
2024-07-01,2024-07-30,2024-07-30,Ordinance 2024-07-01 Prohibiting Fire Ignition Sources Emigration Canyon,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1723219993_Ordinance%202024-07-01%20Prohibiting%20Fire%20Ignition%20Sources%20Emigration%20Canyon.pdf,2026-07-14,scanned,ocr_tesseract,raw/1723219993_Ordinance_2024-07-01_Prohibiting_Fire_Ignition_Sources_Emigration_Canyon.pdf,no,4-0 (unanimous) Pass,2024-07-30,2,high,ordinance,2024-07-01,,2024-08-09,
2024-10-02,2024-10-22,2024-10-22,Ordinance 2024-10-02,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/1751302885_Ordinance%202024-10-02.pdf,2026-07-14,scanned,ocr_tesseract,raw/1751302885_Ordinance_2024-10-02.pdf,no,,,,none,ordinance,2024-10-02,,2025-06-30,date from ordinance log (Date Signed); no motion match
2024-12-01,2024-12-17,2024-12-17,Ordinance 2024-12-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/1758223258_Ordinance%202024-12-01.pdf,2026-07-14,scanned,ocr_tesseract,raw/1758223258_Ordinance_2024-12-01.pdf,yes,,,,none,ordinance,2024-12-01,,2025-09-18,date from ordinance log (Date Signed); no motion match
2025-O-01,2025-01-28,2025-01-28,Emigration 2025-O-01 - Appointing MSD as Municipal Engineer,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/orddoc/documents/1767717151_Emigration%202025-O-01%20-%20Appointing%20MSD%20as%20Municipal%20Engineer.pdf,2026-07-14,scanned,ocr_tesseract,raw/1767717151_Emigration_2025-O-01_-_Appointing_MSD_as_Municipal_Engineer.pdf,no,,,,none,ordinance,2025-O-01,,2026-01-06,date from ordinance log (Date Signed); no motion match
2025-O-02,2025-05-27,2025-05-27,Emigration 2025-O-02 - Adopting Engineering Standards - SIGNED,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/orddoc/documents/1767717036_Emigration%202025-O-02%20-%20Adopting%20Engineering%20Standards%20-%20SIGNED.pdf,2026-07-14,scanned,ocr_tesseract,raw/1767717036_Emigration_2025-O-02_-_Adopting_Engineering_Standards_-_SIGNED.pdf,no,4-0 (unanimous) Pass,2025-05-27,6,medium,ordinance,2025-O-02,,2026-01-06,"year+subject overlap: adopting,engineering,standards; adoption date from ordinance log (Date Signed)"
2025-O-03,2025-05-27,2025-05-27,Emigration 2025-O-03 FY 2026 Fee Schedule - SIGNED,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/orddoc/documents/1767716940_Emigration%202025-O-03%20FY%202026%20Fee%20Schedule%20-%20SIGNED.pdf,2026-07-14,scanned,ocr_tesseract,raw/1767716940_Emigration_2025-O-03_FY_2026_Fee_Schedule_-_SIGNED.pdf,no,4-0 (unanimous) Pass,2025-05-27,7,high,ordinance,2025-O-03,,2026-01-06,
2025-O-04,2025-06-24,2025-06-24,Emigration 2025-O-04 Open Fires Amendment,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/1750866535_Emigration%202025-O-04%20Open%20Fires%20Amendment.pdf,2026-07-14,text,pdftotext_layout,raw/1750866535_Emigration_2025-O-04_Open_Fires_Amendment.pdf,no,5-0 (unanimous) Pass,2025-06-24,2,high,ordinance,2025-O-04,1767716820_Emigration_2025-O-04_Amend_9.72.140_Air_Pollution_Control.pdf,2025-06-25,
2025-O-05,2025-08-26,2025-08-26,Emigration 2025-O-05 Title 19.02 Changes,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/1758635603_Emigration%202025-O-05%20Title%2019.02%20Changes.pdf,2026-07-14,scanned,ocr_tesseract,raw/1758635603_Emigration_2025-O-05_Title_19.02_Changes.pdf,yes,5-0 (unanimous) Pass,2025-08-26,3,high,ordinance,2025-O-05,1759415279_Emigration_2025-O-05_Title_19.02_Changes.pdf,2025-09-23,
2025-O-06,2025-08-26,2025-08-26,Emigration 2025-O-06 Repealing 19.08-19.44-19.56,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/1758636708_Emigration%202025-O-06%20Repealing%2019.08-19.44-19.56.pdf,2026-07-14,scanned,ocr_tesseract,raw/1758636708_Emigration_2025-O-06_Repealing_19.08-19.44-19.56.pdf,yes,5-0 (unanimous) Pass,2025-08-26,6,high,ordinance,2025-O-06,1759415416_Emigration_2025-O-06_Repealing_19.08-19.44-19.56.pdf,2025-09-23,
2025-O-07,2025-08-26,2025-08-26,Emigration 2025-O-07 Chapter 19.88 Nonconforming Uses and Structures,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/1758638712_Emigration%202025-O-07%20Chapter%2019.88%20Nonconforming%20Uses%20and%20Structures.pdf,2026-07-14,scanned,ocr_tesseract,raw/1758638712_Emigration_2025-O-07_Chapter_19.88_Nonconforming_Uses_and_Structures.pdf,yes,5-0 (unanimous) Pass,2025-08-26,5,high,ordinance,2025-O-07,1759415542_Emigration_2025-O-07_Chapter_19.88_Nonconforming_Uses_and_Structures.pdf,2025-09-23,
2025-O-08,2025-09-23,2025-09-23,Emigration 2025-O-08 Title 14.56 Special Events Amendments,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/1772054388_Emigration%202025-O-08%20Title%2014.56%20Special%20Events%20Amendments.pdf,2026-07-14,text,pdftotext_layout,raw/1772054388_Emigration_2025-O-08_Title_14.56_Special_Events_Amendments.pdf,no,,,,none,ordinance,2025-O-08,1772055150_Emigration_2025-O-08_Title_14.56_Special_Events_Amendments.pdf;1758925054_Emigration_2025-O-08_Title_14.56_Special_Events_Amendments_-_Waiting_for_adjusted_code.pdf;1758924863_Emigration_2025-O-08_Title_14.56_Special_Events_Amendments_-_Waiting_for_adjusted_code.pdf,2026-02-25,date from ordinance log (Date Signed); no motion match
2025-O-09,2025-08-26,2025-08-26,Emigration 2025-O-09 Zoning Map Change - 4180 Emigration Canyon Road,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/orddoc/documents/1759415625_Emigration%202025-O-09%20Zoning%20Map%20Change%20-%204180%20Emigration%20Canyon%20Road.pdf,2026-07-14,scanned,ocr_tesseract,raw/1759415625_Emigration_2025-O-09_Zoning_Map_Change_-_4180_Emigration_Canyon_Road.pdf,yes,5-0 (unanimous) Pass,2025-08-26,4,high,ordinance,2025-O-09,,2025-10-02,
2025-O-10,2025-08-26,2025-08-26,Emigration 2025-O-10 Fee Schedule Amendment FY2026,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/orddoc/documents/1759415760_Emigration%202025-O-10%20Fee%20Schedule%20Amendment%20FY2026.pdf,2026-07-14,text,pdftotext_layout,raw/1759415760_Emigration_2025-O-10_Fee_Schedule_Amendment_FY2026.pdf,no,5-0 (unanimous) Pass,2025-08-26,2,high,ordinance,2025-O-10,,2025-10-02,
2025-O-11,2025-08-26,2025-08-26,Emigration 2025-O-11 Adopting Stage 2 Fire Restrictions,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/orddoc/documents/1759415829_Emigration%202025-O-11%20Adopting%20Stage%202%20Fire%20Restrictions.pdf,2026-07-14,scanned,ocr_tesseract,raw/1759415829_Emigration_2025-O-11_Adopting_Stage_2_Fire_Restrictions.pdf,no,5-0 (unanimous) Pass,2025-08-26,8,high,ordinance,2025-O-11,,2025-10-02,
2025-O-12,2025-09-23,2025-09-23,Emigration 2025-O-12 MET Tax Adoption with Rate,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/1758924549_Emigration%202025-O-12%20MET%20Tax%20Adoption%20with%20Rate.pdf,2026-07-14,scanned,ocr_tesseract,raw/1758924549_Emigration_2025-O-12_MET_Tax_Adoption_with_Rate.pdf,no,,,,none,ordinance,2025-O-12,1758924106_Emigration_2025-O-12_MET_Tax_Adoption_with_Rate.pdf,2025-09-26,date from ordinance log (Date Signed); no motion match
2025-O-13,2025-09-23,2025-09-23,Emigration 2025-O-13 Title 9.90.025 Scriveners error correction,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/1758923789_Emigration%202025-O-13%20Title%209.90.025%20Scriveners%20error%20correction.pdf,2026-07-14,scanned,ocr_tesseract,raw/1758923789_Emigration_2025-O-13_Title_9.90.025_Scriveners_error_correction.pdf,no,,,,none,ordinance,2025-O-13,1758923991_Emigration_2025-O-13_Title_9.90.025_Scriveners_error_correction.pdf,2025-09-26,date from ordinance log (Date Signed); no motion match
2025-O-14,2025-09-23,2025-09-23,Emigration 2025-O-14 Franchise Tax Adoption and Rate,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/1758924646_Emigration%202025-O-14%20Franchise%20Tax%20Adoption%20and%20Rate.pdf,2026-07-14,scanned,ocr_tesseract,raw/1758924646_Emigration_2025-O-14_Franchise_Tax_Adoption_and_Rate.pdf,no,,,,none,ordinance,2025-O-14,1758924822_Emigration_2025-O-14_Franchise_Tax_Adoption_and_Rate.pdf,2025-09-26,date from ordinance log (Date Signed); no motion match
2025-O-15,2025-10-28,2025-10-28,Emigration 2025-O-15 Adopting 3.13 Municipal Energy Tax MET Code,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/1762193867_Emigration%202025-O-15%20Adopting%203.13%20Municipal%20Energy%20Tax%20MET%20Code.pdf,2026-07-14,scanned,ocr_tesseract,raw/1762193867_Emigration_2025-O-15_Adopting_3.13_Municipal_Energy_Tax_MET_Code.pdf,no,5-0 (unanimous) Pass,2025-10-28,2,high,ordinance,2025-O-15,1762193592_Emigration_2025-O-15_Adopting_3.13_Municipal_Energy_Tax_MET_Code.pdf,2025-11-03,
2025-O-16,2025-10-28,2025-10-28,Emigration 2025-O-16 Adopting 3.14 Telecomunications LIcense Tax Code,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/1762193847_Emigration%202025-O-16%20Adopting%203.14%20Telecomunications%20LIcense%20Tax%20Code.pdf,2026-07-14,scanned,ocr_tesseract,raw/1762193847_Emigration_2025-O-16_Adopting_3.14_Telecomunications_LIcense_Tax_Code.pdf,no,5-0 (unanimous) Pass,2025-10-28,3,high,ordinance,2025-O-16,1762193611_Emigration_2025-O-16_Adopting_3.14_Telecomunications_LIcense_Tax_Code.pdf,2025-11-03,
2025-O-17,2025-12-15,2025-12-15,Emigration 2025-O-17 Adjusting Compensation for Mayor and Council Members,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/orddoc/documents/1766001316_Emigration%202025-O-17%20Adjusting%20Compensation%20for%20Mayor%20and%20Council%20Members.pdf,2026-07-14,scanned,ocr_tesseract,raw/1766001316_Emigration_2025-O-17_Adjusting_Compensation_for_Mayor_and_Council_Members.pdf,no,4-0 (unanimous) Pass,2025-12-15,3,high,ordinance,2025-O-17,,2025-12-17,
2025-O-18,2025-12-15,2025-12-15,Emigration 2025-O-18 Adoption of Data Privacy Program,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/orddoc/documents/1766001341_Emigration%202025-O-18%20Adoption%20of%20Data%20Privacy%20Program.pdf,2026-07-14,scanned,ocr_tesseract,raw/1766001341_Emigration_2025-O-18_Adoption_of_Data_Privacy_Program.pdf,no,4-0 (unanimous) Pass,2025-12-15,7,high,ordinance,2025-O-18,,2025-12-17,
2025-O-19,2025-12-15,2025-12-15,Emigration 2025-O-19 Performance Bonus Mayor Smolka,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/orddoc/documents/1766001359_Emigration%202025-O-19%20Performance%20Bonus%20Mayor%20Smolka.pdf,2026-07-14,scanned,ocr_tesseract,raw/1766001359_Emigration_2025-O-19_Performance_Bonus_Mayor_Smolka.pdf,no,3-0 (unanimous) Pass,2025-12-15,5,high,ordinance,2025-O-19,,2025-12-17,
2026-O-03,2026-04-28,2026-04-28,Emigration 2026-O-03 Joining Clean Energy Program,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/1777406369_Emigration%202026-O-03%20Joining%20Clean%20Energy%20Program.pdf,2026-07-14,text,pdftotext_layout,raw/1777406369_Emigration_2026-O-03_Joining_Clean_Energy_Program.pdf,no,,,,none,ordinance,2026-O-03,1777406313_Emigration_2026-O-03_Joining_Clean_Energy_Program.pdf,2026-04-28,"date=S3 upload_date (no motion match, number has no month)"
2026-O-04,2026-04-28,2026-04-28,Emigration 2026-O-04 Authorizing MSD to receive city GRAMA requests,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/1777409604_Emigration%202026-O-04%20Authorizing%20MSD%20to%20receive%20city%20GRAMA%20requests.pdf,2026-07-14,text,pdftotext_layout,raw/1777409604_Emigration_2026-O-04_Authorizing_MSD_to_receive_city_GRAMA_requests.pdf,no,,,,none,ordinance,2026-O-04,1777409194_Emigration_2026-O-04_Authorizing_MSD_to_receive_city_GRAMA_requests.pdf,2026-04-28,"date=S3 upload_date (no motion match, number has no month)"
17-04-01,2017-04-01,2017-04-01,Resolution 17-04-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/Resolution%2017-04-01.pdf,2026-07-14,text,pdftotext_layout,raw/Resolution_17-04-01.pdf,no,,,,none,resolution,17-04-01,,2018-06-29,date from instrument number (no motion match)
19-02-01,2019-02-01,2019-02-01,Resolution 19-02-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/Resolution%2019-02-01.pdf,2026-07-14,scanned,ocr_tesseract,raw/Resolution_19-02-01.pdf,no,,,,none,resolution,19-02-01,1776822024_Resolution_19-02-01.pdf;1776822179_Resolution_19-02-01.pdf,2019-03-13,date from instrument number (no motion match)
19-09-01,2019-09-01,2019-09-01,Resolution 19-09-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/1569430016_Resolution%2019-09-01.pdf,2026-07-14,scanned,ocr_tesseract,raw/1569430016_Resolution_19-09-01.pdf,no,,,,none,resolution,19-09-01,,2019-09-25,date from instrument number (no motion match)
19-09-02,2019-09-01,2019-09-01,Resolution 19-09-02,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/1569430054_Resolution%2019-09-02.pdf,2026-07-14,scanned,ocr_tesseract,raw/1569430054_Resolution_19-09-02.pdf,no,,,,none,resolution,19-09-02,,2019-09-25,date from instrument number (no motion match)
19-09-03,2019-09-01,2019-09-01,Resolution 19-09-03,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/1569430085_Resolution%2019-09-03.pdf,2026-07-14,scanned,ocr_tesseract,raw/1569430085_Resolution_19-09-03.pdf,no,,,,none,resolution,19-09-03,,2019-09-25,date from instrument number (no motion match)
19-10-01,2019-10-24,2019-10-24,Resolution 19-10-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/1579217868_Resolution%2019-10-01.pdf,2026-07-14,scanned,ocr_tesseract,raw/1579217868_Resolution_19-10-01.pdf,no,Pass (unanimous),2019-10-24,1,high,resolution,19-10-01,,2020-01-16,
19-10-02,2019-10-24,2019-10-24,Resolution 19-10-02,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/1579217935_Resolution%2019-10-02.pdf,2026-07-14,scanned,ocr_tesseract,raw/1579217935_Resolution_19-10-02.pdf,no,Pass (unanimous),2019-10-24,3,high,resolution,19-10-02,,2020-01-16,
19-12-02,2019-12-12,2019-12-12,Resolution 19-12-02,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/1579289632_Resolution%2019-12-02.pdf,2026-07-14,scanned,ocr_tesseract,raw/1579289632_Resolution_19-12-02.pdf,yes,Pass (unanimous),2019-12-12,2,high,resolution,19-12-02,,2020-01-17,
19-12-03,2019-12-12,2019-12-12,Resolution 19-12-03,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/ordinances/documents/1579218335_Resolution%2019-12-03.pdf,2026-07-14,scanned,ocr_tesseract,raw/1579218335_Resolution_19-12-03.pdf,no,Pass (unanimous),2019-12-12,5,high,resolution,19-12-03,,2020-01-16,
20-01-01,2020-01-23,2020-01-23,Resolution 20-01-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1597250145_Resolution%2020-01-01.pdf,2026-07-14,scanned,ocr_tesseract,raw/1597250145_Resolution_20-01-01.pdf,no,Pass (unanimous),2020-01-23,6,high,resolution,20-01-01,,2020-08-12,
20-04-01,2020-04-23,2020-04-23,Resolution 20-04-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/emigrationcanyon/resolutions/documents/1597250211_Resolution%2020-04-01.pdf,2026-07-14,text,pdftotext_layout,raw/1597250211_Resolution_20-04-01.pdf,no,Pass (unanimous),2020-04-23,1,high,resolution,20-04-01,,2020-08-12,
